no_cue,no_target,type,cue_type,target_type,no_cosine
protein,vitamin,related,word,word,0.455850793013746
teknologi,vitenskap,related,word,word,0.428862753413524
vitne,vitnesbyrd,related,word,word,0.554113622247809
triks,vits,related,word,word,0.271990070208087
whisky,vodka,related,word,word,0.557901730392467
sherlock,watson,related,word,word,0.298780958113307
internett,nett,related,word,word,0.472996711797637
ok,greit,related,word,word,0.429463448538838
ekstra,ytterligere,related,word,word,0.200951472710426
kapasitet,gris,unrelated,word,word,0.122858959288254
latterlig,øre,unrelated,word,word,0.100664882707586
nekte,høy,unrelated,word,word,0.14568455799238
klage,by,unrelated,word,word,0.0995933149899721
aktiv,dekk,unrelated,word,word,0.103534642014724
nummer,utdanning,unrelated,word,word,0.0649038411961799
hormon,kommunist,unrelated,word,word,0.147758234325632
råd,lengde,unrelated,word,word,0.0534996185922723
firma,slange,unrelated,word,word,0.00562434178299186
varsling,vaske,unrelated,word,word,0.055703633346179
hjørne,vedlikehold,unrelated,word,word,0.113282232823664
bravo,sikkerhet,unrelated,word,word,0.0815367105068321
sum,hovedvei,unrelated,word,word,0.0955008450032134
bie,slette,unrelated,word,word,0.0387757658253809
hus,kirurgi,unrelated,word,word,0.0911988723190719
tillatelse,kynisk,unrelated,word,word,0.0777198629300852
hånd,vits,unrelated,word,word,0.064200975672703
legion,rotere,unrelated,word,word,0.0941412872951184
blodåre,sjelden,unrelated,word,word,0.124041688840002
spørsmål,djevel,unrelated,word,word,0.0511016294660668
leiesoldat,sand,unrelated,word,word,0.14623149894663
hjelp,tittel,unrelated,word,word,0.0718015276511271
miljø,kjærlighet,unrelated,word,word,0.103612736549998
oppmerksomhet,høst,unrelated,word,word,0.110815425542543
publikum,samurai,unrelated,word,word,0.107219658234079
eske,kardinal,unrelated,word,word,0.108337900154221
klubb,klassisk,unrelated,word,word,0.0999653816407597
regiment,sitte,unrelated,word,word,0.0346168956436799
arena,undervise,unrelated,word,word,0.135031648452916
hår,watson,unrelated,word,word,0.0523541636421397
rom,vennskap,unrelated,word,word,0.0834849544573631
drink,ling,unrelated,word,word,0.104646112836923
million,and,unrelated,word,word,0.105746459336192
hvit,sjåfør,unrelated,word,word,0.149276385421277
bestikkelse,jenter,unrelated,word,word,0.0535309533515237
jente,analyse,unrelated,word,word,0.0926884488141173
edel,venstre,unrelated,word,word,0.0869142432352382
knuse,hunn,unrelated,word,word,0.0881848379214998
brudgom,setning,unrelated,word,word,0.121085623683387
fyr,demokrati,unrelated,word,word,0.0441215562545415
ripe,motstander,unrelated,word,word,0.113266578602172
konstruksjon,stearinlys,unrelated,word,word,0.110984411522373
grave,fotball,unrelated,word,word,0.109854057752805
industri,alfa,unrelated,word,word,0.100327046295517
honning,regne ut,unrelated,word,word,
selger,glede,unrelated,word,word,0.0760953098047412
hallo,bil,unrelated,word,word,0.1184728644553
telle,kule,unrelated,word,word,0.129157549459632
svulst,autoritet,unrelated,word,word,0.0781140936657287
briller,høre,unrelated,word,word,0.106526612546847
kommandør,infeksjon,unrelated,word,word,0.112672225184231
kjøretøy,tro,unrelated,word,word,0.103422675769434
gulv,gresk,unrelated,word,word,0.1297043090624
mafia,egg,unrelated,word,word,0.0386727977277234
årsaken,elektrisitet,unrelated,word,word,0.146079373870644
grav,ledsage,unrelated,word,word,0.0874658642449329
mil,løsepenger,unrelated,word,word,0.0543152480926476
ritual,mamma,unrelated,word,word,0.135100858009964
hindring,uniform,unrelated,word,word,0.138051983265513
følge,sirkus,unrelated,word,word,0.0961352877813275
leppe,forfatter,unrelated,word,word,0.109322205653765
brød,vinne,unrelated,word,word,0.0789493556958947
mage,poker,unrelated,word,word,0.0860610489152272
sukker,noensinne,unrelated,word,word,0.0496407404613269
katolikk,foreslås,unrelated,word,word,0.0993425586579325
røyk,mulighet,unrelated,word,word,0.0987390583128902
dyrehage,holdning,unrelated,word,word,0.0794387154166642
hovedstad,romantisk,unrelated,word,word,0.0844815957804103
kultur,nervøs,unrelated,word,word,0.0879162762048518
sykehus,utvikling,unrelated,word,word,0.0996879962552876
åpne,lag,unrelated,word,word,0.101106469661132
låst,artilleri,unrelated,word,word,0.148965871369089
kopp,verdiløs,unrelated,word,word,0.0291648005852072
rom,fjern,unrelated,word,word,0.0628039480059827
varm,fremgangsmåte,unrelated,word,word,0.0802139018644113
kommisjon,imperium,unrelated,word,word,0.0306420815749916
navigasjon,rike,unrelated,word,word,0.129344573020571
rasist,opptreden,unrelated,word,word,0.125917099744984
tålmodighet,hiv,unrelated,word,word,0.141642822818965
total,servitør,unrelated,word,word,0.131428156736592
absolutt,rane,unrelated,word,word,0.0982433114747306
programvare,sulten,unrelated,word,word,0.0976401790874021
respekt,professor,unrelated,word,word,0.0738664964807024
bekreftelse,profesjonell,unrelated,word,word,0.148589747153722
bestandig,datamaskin,unrelated,word,word,0.125751786011195
lov,barndom,unrelated,word,word,0.110455806608514
inneholde,president,unrelated,word,word,0.0845340318273926
gå videre,majones,unrelated,word,word,
motsatte,nydelig,unrelated,word,word,0.102194673360299
barnehjem,begrunnelse,unrelated,word,word,0.0953456449970372
original,å love,unrelated,word,word,
baron,byrå,unrelated,word,word,0.0906486807100856
fantasi,flåte,unrelated,word,word,0.0486799175005503
ond,frokost,unrelated,word,word,0.143538425162915
danser,biologi,unrelated,word,word,0.0956279717384097
risiko,våt,unrelated,word,word,0.138362670836475
risikabelt,urin,unrelated,word,word,0.0382769649493795
århundre,motsetning,unrelated,word,word,0.119260152302211
beskytte,struktur,unrelated,word,word,0.12956587789511
konsept,pass,unrelated,word,word,0.0572314854182517
frihet,døv,unrelated,word,word,0.109218340596618
protest,overleve,unrelated,word,word,0.148780492148949
ankomst,gorilla,unrelated,word,word,0.0528034562470899
forutbestemt,bacon,unrelated,word,word,0.12368936080723
agent,vestlig,unrelated,word,word,0.0347115989572233
mot,sonde,unrelated,word,word,0.0969639665266785
framgang,kristen,unrelated,word,word,0.107788371935053
lide,sjarmerende,unrelated,word,word,0.0637830821539094
lignende,sønn,unrelated,word,word,0.0859031431284484
ping,flaske,unrelated,word,word,0.116335118828863
produsent,nord,unrelated,word,word,0.137347171442844
skitten,forlate,unrelated,word,word,0.0906180776953694
konflikt,oberst,unrelated,word,word,0.101488381024741
avbryte,blåmerke,unrelated,word,word,0.0441782181239563
gud,virksomhet,unrelated,word,word,0.0605190758146468
enhet,ekteskap,unrelated,word,word,0.126621371599913
pund,idiot,unrelated,word,word,0.0800711578865326
veldedighet,minutt,unrelated,word,word,0.0883215622409483
vindu,maur,unrelated,word,word,0.0653142356397571
male,adrenalin,unrelated,word,word,0.0837858557978962
skjørt,etterforsker,unrelated,word,word,0.0993291941855699
passasjer,lyd,unrelated,word,word,0.087417475756833
alkohol,lykkelig,unrelated,word,word,0.0904088197449369
edru,bred,unrelated,word,word,0.115544207032445
gås,tungt,unrelated,word,word,0.129697765681249
aske,hilse på,unrelated,word,word,
ansvar,syndrom,unrelated,word,word,0.0485784712544942
krutt,rømling,unrelated,word,word,0.119111270577466
øye,besvare,unrelated,word,word,0.06490170846866
vest,måltid,unrelated,word,word,0.0184556803946028
innflytelse,trippel,unrelated,word,word,0.130673260603884
nyttig,dame,unrelated,word,word,0.0837416580478292
kampanje,konjakk,unrelated,word,word,0.126110496817987
faktor,junior,unrelated,word,word,0.148544732012455
mental,bar,unrelated,word,word,0.0942659841597643
tank,fengsling,unrelated,word,word,-0.0928698918972513
utgang,løgner,unrelated,word,word,0.0694107373944773
utstyr,ærlig,unrelated,word,word,0.0462484712718723
observasjon,trone,unrelated,word,word,0.0713405265986949
endelig,båt,unrelated,word,word,0.0923167838222515
stolt,heroin,unrelated,word,word,0.108549654699829
vente,psykologisk,unrelated,word,word,0.0547554223022642
beskrive,slikke,unrelated,word,word,0.107503910103263
håp,blå,unrelated,word,word,0.0723358196170658
virkelighet,tre,unrelated,word,word,0.117594958248743
koloni,homofil,unrelated,word,word,0.056897338305875
inntrykk,metall,unrelated,word,word,0.0157806822355228
vegg,manipulere,unrelated,word,word,0.11480843156386
karneval,verdig,unrelated,word,word,0.0578652274120191
mester,fire,unrelated,word,word,0.101192354192351
ekkel,torden,unrelated,word,word,0.144580688251382
søke,smør,unrelated,word,word,0.0850896208499362
dna,skandale,unrelated,word,word,0.108743699257802
hai,passord,unrelated,word,word,0.0285710328058235
jakte,kollapse,unrelated,word,word,0.0585555713820497
plante,avtale,unrelated,word,word,0.101256031456961
flytende,leilighet,unrelated,word,word,0.0545027193953124
land,stil,unrelated,word,word,0.111637123343656
styrke,kaffe,unrelated,word,word,0.143694415919496
evig,overføre,unrelated,word,word,0.0331660050872387
konspirasjon,dårlig,unrelated,word,word,0.0975065757953885
engelsk,redusere,unrelated,word,word,0.0779464366871008
bli redd,svak,unrelated,word,word,
eple,naken,unrelated,word,word,0.0662858917613504
spille,faks,unrelated,word,word,0.142496492707569
samle inn,stillhet,unrelated,word,word,
myk,vinner,unrelated,word,word,0.149495476048831
gå inn,nakke,unrelated,word,word,
administrasjon,beholde,unrelated,word,word,0.0928873532553003
kilo,intimt,unrelated,word,word,0.0990789783085995
utmerket,band,unrelated,word,word,0.0526434995726337
uskyldig,uttrykke,unrelated,word,word,0.13804441226825
rifle,brev,unrelated,word,word,0.115417209997529
illusjon,ytterligere,unrelated,word,word,0.138569389857174
smørbrød,bruk,unrelated,word,word,0.00597359961157389
stang,å møte,unrelated,word,word,
klut,tirsdag,unrelated,word,word,0.13505190176294
fornøyd,tidsbryter,unrelated,word,word,
bukt,låne,unrelated,word,word,0.0444461994651013
hjelm,frukt,unrelated,word,word,0.121734995411764
lav,tilstå,unrelated,word,word,0.0785716218181966
majestet,tommel,unrelated,word,word,0.13029654323412
sprekk,psykologi,unrelated,word,word,0.13613204124704
jul,våpenkammer,unrelated,word,word,0.0697751517085928
skikkelig,enhet,unrelated,word,word,0.0791909816723775
forferdelig,leder,unrelated,word,word,0.0701135392478727
pumpe,assistere,unrelated,word,word,0.128928143066374
peke,nåde,unrelated,word,word,0.104699370746952
data,absurd,unrelated,word,word,0.070962075305983
arv,juli,unrelated,word,word,0.0706052159695955
kontroll,skjegg,unrelated,word,word,0.0725123819712311
verktøy,full,unrelated,word,word,0.105647804884553
personlig,tørst,unrelated,word,word,0.133336925534358
instinkt,skole,unrelated,word,word,0.141978254524952
finansiere,mistenkt,unrelated,word,word,0.104851089308743
kontrollere,greit,unrelated,word,word,0.0846499652093107
triks,indikere,unrelated,word,word,0.127289030110134
reporter,svømme,unrelated,word,word,0.081302114545672
nyte,lokal,unrelated,word,word,0.118407308404245
melk,vitnesbyrd,unrelated,word,word,0.129748088113082
romeo,innhold,unrelated,word,word,0.125846498923492
juni,grusomhet,unrelated,word,word,0.116292951360237
klatre,finansiering,unrelated,word,word,0.146262526952903
hevn,bomull,unrelated,word,word,0.0517212070285597
gift,uttalelse,unrelated,word,word,0.120507956421288
dronning,brus,unrelated,word,word,0.098480455002849
kongelig,pris,unrelated,word,word,0.117643290072374
gjenkjenne,omsider,unrelated,word,word,0.0389239018357469
erfaring,slips,unrelated,word,word,0.133950621954651
lord,personvern,unrelated,word,word,0.115549097888166
leietaker,rompe,unrelated,word,word,0.0920906714418636
først,fornærme,unrelated,word,word,0.143124559382978
smil,behandling,unrelated,word,word,0.0928129753875476
medlem,ytterste,unrelated,word,word,0.0453338919697277
seminar,kjøtt,unrelated,word,word,0.0810916867285147
myte,utstilling,unrelated,word,word,0.0860184967411698
tillate,helvete,unrelated,word,word,0.131677592932174
sannsynlighet,forberede,unrelated,word,word,0.148291802091295
drosje,beskjeden,unrelated,word,word,0.143555119768899
drage,fravær,unrelated,word,word,0.104144494699396
nyre,ha det,unrelated,word,word,
frosk,soverom,unrelated,word,word,0.0564324226215545
regional,kake,unrelated,word,word,0.0801861146771644
alene,væske,unrelated,word,word,0.117613816023818
kort,massasje,unrelated,word,word,0.0911497903693504
hat,lykkes,unrelated,word,word,0.0722400712323831
matbit,prototype,unrelated,word,word,0.104087096451228
robot,vanligvis,unrelated,word,word,0.0946340743534761
lekegutt,sone,unrelated,word,word,
kompass,svangerskap,unrelated,word,word,0.122937050935321
skilsmisse,farlig,unrelated,word,word,0.0885347354298672
singel,posisjon,unrelated,word,word,0.111812529354316
yoga,tunnel,unrelated,word,word,0.0561319580247617
sheriff,planlegging,unrelated,word,word,0.0711993273853943
mat,kommisjonær,unrelated,word,word,0.0982914206935546
svinekjøtt,avgang,unrelated,word,word,0.0877731496486361
gjenstand,kul,unrelated,word,word,0.147799162950627
konferanse,angriperen,unrelated,word,word,0.00750535563285746
jern,selvopptatt,unrelated,word,word,0.0921008146961973
kilometer,ære,unrelated,word,word,0.0475533992952396
sivil,nevø,unrelated,word,word,0.129110392083655
avvik,ost,unrelated,word,word,0.115295302641803
mynter,skjebne,unrelated,word,word,0.138959774236656
i morgen,foreldre,unrelated,word,word,
aspirin,sirklingsbane,unrelated,word,word,
pappa,produksjon,unrelated,word,word,0.0740779740908279
nerve,sølv,unrelated,word,word,-0.00548245416148231
jazz,kyst,unrelated,word,word,0.120256370058356
evolusjon,fetter,unrelated,word,word,-0.0915507511589618
bar,nederlag,unrelated,word,word,0.0847410563148474
land,beskrivelse,unrelated,word,word,0.0545771333111453
hals,kaptein,unrelated,word,word,0.0990593328055017
nødvendig,bag,unrelated,word,word,0.117294652327639
bekymret,høyde,unrelated,word,word,0.145538343302695
midnatt,sende,unrelated,word,word,0.067811498860929
sunn,unnskyldning,unrelated,word,word,0.142022083420312
helt klart,skuespiller,unrelated,word,word,
sjø,episode,unrelated,word,word,0.128372063869678
pult,stål,unrelated,word,word,0.123735962644758
offisiell,ventilasjon,unrelated,word,word,0.142962905796148
kull,høyhet,unrelated,word,word,0.0429661114021527
arrangere,program,unrelated,word,word,0.12934909797783
eiendom,himmelsk,unrelated,word,word,0.0393750033798134
luft,familie,unrelated,word,word,0.133699651163318
konvolutt,hammer,unrelated,word,word,0.146783422112832
lidelse,motor,unrelated,word,word,0.0907229225724033
kunstner,slå,unrelated,word,word,0.002994099062646
voksen,keiser,unrelated,word,word,0.0830486853771798
vagina,divisjon,unrelated,word,word,0.0288381866178462
radius,forvente,unrelated,word,word,0.116711356609784
fase,liten,unrelated,word,word,0.141100451815473
bilde,hydrogen,unrelated,word,word,0.139905311949959
autograf,subjekt,unrelated,word,word,0.0582315834866104
ordbok,syk,unrelated,word,word,0.0764705583828746
seksuell,skje,unrelated,word,word,0.0205531767848718
fragment,sint,unrelated,word,word,0.103260116949178
ku,litteratur,unrelated,word,word,0.0750724578334819
tablett,brensel,unrelated,word,word,0.149564836605848
astronaut,komme,unrelated,word,word,0.146468603655083
forberedelse,fengsel,unrelated,word,word,0.0782211995254261
sement,verden,unrelated,word,word,0.0790814004894263
bolle,effekt,unrelated,word,word,0.128015148985094
politikk,hamburger,unrelated,word,word,0.0709367605693006
journalistikk,seng,unrelated,word,word,0.0569380946978524
status,skitten,unrelated,word,word,0.0604956298907939
bokstavelig,detektiv,unrelated,word,word,0.112725184567443
klar,annerledes,unrelated,word,word,0.139689805959313
kansler,teknikk,unrelated,word,word,0.0640332401073853
knapp,sykdom,unrelated,word,word,0.083931715484745
sekundær,belønning,unrelated,word,word,0.0280256861185168
prinsesse,samle,unrelated,word,word,0.0975967136461478
celle,stoppe,unrelated,word,word,0.0629157106095163
gissel,produsere,unrelated,word,word,0.12180707610772
privat,rotte,unrelated,word,word,0.0449637267451869
forstyrrelse,senator,unrelated,word,word,0.114880182703108
fabrikk,morgen,unrelated,word,word,0.10697918398605
amatør,bakside,unrelated,word,word,0.136124455342559
forbudt,utfall,unrelated,word,word,-0.000145066381334204
regel,grevinne,unrelated,word,word,0.118217331395498
medisinsk,hatt,unrelated,word,word,0.0936435951565385
dytte,veldig,unrelated,word,word,0.132320630010927
sett inn,død,unrelated,word,word,
kvantitet,gå,unrelated,word,word,0.143413689535801
halv,stå imot,unrelated,word,word,
ekorn,bok,unrelated,word,word,0.107820998746161
forurensning,investor,unrelated,word,word,0.122297112705557
sinne,leie,unrelated,word,word,0.00523584468314037
av og til,del,unrelated,word,word,
optimistisk,omkrets,unrelated,word,word,0.0991920315684994
forside,egentlig,unrelated,word,word,0.112773713879516
rettferdig,kart,unrelated,word,word,0.103995228870616
øke,bakgate,unrelated,word,word,0.0640298128150667
fersk,sikre,unrelated,word,word,0.118006690717125
oppholde seg,foto,unrelated,word,word,
ansette,mål,unrelated,word,word,0.14744969058363
svar,kloster,unrelated,word,word,0.0900818188518467
karriere,låse,unrelated,word,word,0.12729185465218
kreve,løve,unrelated,word,word,0.123635444712912
fattig,undersøkelse,unrelated,word,word,0.0915999499653704
tyveri,et sted,unrelated,word,word,
kjede,besluttsomhet,unrelated,word,word,0.071012597973743
svinge,patrulje,unrelated,word,word,0.126083753499792
spionasje,svart,unrelated,word,word,0.0811761693087117
trygghet,enkel,unrelated,word,word,0.0728499410811494
sjørøver,protokoll,unrelated,word,word,0.0845884634613345
pensjon,bekrefte,unrelated,word,word,0.107355362261691
auksjon,teori,unrelated,word,word,0.12011393393315
ninja,lommetørkle,unrelated,word,word,0.127838106364637
radar,lunsj,unrelated,word,word,0.0607095911115046
tatovering,minus,unrelated,word,word,0.0606618253465251
kalender,prins,unrelated,word,word,0.102430187109696
klasse,stråling,unrelated,word,word,0.14358144313942
geni,fortid,unrelated,word,word,0.117331848782787
sikker,anklage,unrelated,word,word,0.147886301273774
stortinget,fryse,unrelated,word,word,0.126585328549023
guvernør,jakke,unrelated,word,word,0.0905403677000492
tilfluktssted,fjernsyn,unrelated,word,word,0.13378892025104
skudd,raskt,unrelated,word,word,0.141963719960469
enkelt,å fange,unrelated,word,word,
toalett,forbindelse,unrelated,word,word,0.119939220802752
miste,lærer,unrelated,word,word,0.108903604024814
stå,investere,unrelated,word,word,0.111265539105305
litt,nyheter,unrelated,word,word,0.129128057104016
smak,plast,unrelated,word,word,0.102071905168527
mark,bryllup,unrelated,word,word,0.0748266266174944
skytter,plikt,unrelated,word,word,0.128821387424063
regn,føderasjon,unrelated,word,word,0.0707245901358758
lunar,vaskebjørn,unrelated,word,word,0.0866055765710037
ingenting,limousine,unrelated,word,word,0.142610051919152
andre steder,forbryter,unrelated,word,word,
datter,enorm,unrelated,word,word,0.0830007546442851
album,meter,unrelated,word,word,0.0968589354839668
lasagne,sti,unrelated,word,word,0.13726796544432
ekspert,vodka,unrelated,word,word,0.10182718170006
avfall,rettsak,unrelated,word,word,0.110719794180122
kjendis,atlanterhavet,unrelated,word,word,0.144539199606707
plattform,uansvarlig,unrelated,word,word,0.101361884864899
allerede,tomat,unrelated,word,word,0.0857147155585439
berg,dikt,unrelated,word,word,0.103781811238864
forhindre,oransje,unrelated,word,word,-0.0185120462845544
butikk,matematikk,unrelated,word,word,0.137036432383757
vei,kapitalisme,unrelated,word,word,0.0593152267896961
lur,sabotasje,unrelated,word,word,0.0973233801954361
fast,emosjonell,unrelated,word,word,0.076224147817379
erstatte,penis,unrelated,word,word,0.121426037211266
lørdag,produkt,unrelated,word,word,-0.0361015721368617
operere,gate,unrelated,word,word,0.104200682897625
drukne,trollmann,unrelated,word,word,0.0823311752897526
potensial,arm,unrelated,word,word,0.138539564745474
metode,blad,unrelated,word,word,0.0742123183754677
anrop,utvendig,unrelated,word,word,0.125299955331165
radio,kanin,unrelated,word,word,0.0732152594965236
krone,ukentlig,unrelated,word,word,0.0950963881914719
navn,funksjonell,unrelated,word,word,0.0964259047076825
teppe,rettferdighet,unrelated,word,word,0.0623946237439367
dukke,intelligent,unrelated,word,word,0.13077796415839
spion,middagstid,unrelated,word,word,0.105483705791892
bevege seg,sigar,unrelated,word,word,
mottager,krise,unrelated,word,word,0.0827077538853046
høring,teppe,unrelated,word,word,0.11783113340622
sirkel,søt,unrelated,word,word,0.13424816276525
dobbelt,unik,unrelated,word,word,0.0607728413616908
mandag,falsk,unrelated,word,word,0.120001837657487
kylling,rådgi,unrelated,word,word,0.0497617529630392
snegl,angrep,unrelated,word,word,0.0774642418491835
ekkel,press,unrelated,word,word,0.14704475686548
endelig,talent,unrelated,word,word,0.0711693065895858
anonym,kreft,unrelated,word,word,0.1105789624947
ukomfortabel,gutt,unrelated,word,word,0.0995091054170912
blod,tenåring,unrelated,word,word,0.110578128228357
normal,signatur,unrelated,word,word,0.109405183588186
zombie,nylig,unrelated,word,word,0.146895448786406
tilhenger,forsøk,unrelated,word,word,0.0734769933857937
kanel,bataljon,unrelated,word,word,0.0744597432219758
ventil,organisere,unrelated,word,word,0.0335764850445432
ekstremt,bevis,unrelated,word,word,0.0897021951978472
whisky,hoppe,unrelated,word,word,0.0726195016526514
flertall,camping,unrelated,word,word,0.0575574650353041
kandidat,hyggelig,unrelated,word,word,0.123988013813634
lomme,romvesen,unrelated,word,word,0.0287531365209486
ren,ereksjon,unrelated,word,word,0.115730244949325
skatt,marinen,unrelated,word,word,0.0941241920096259
pistol,global,unrelated,word,word,-0.0118634488412138
måned,kriger,unrelated,word,word,0.0745846764195748
daglig,donasjon,unrelated,word,word,0.126376825020114
sørlig,brud,unrelated,word,word,0.045060900220829
smal,for evig,unrelated,word,word,
kabel,forvirring,unrelated,word,word,0.0427971074502427
forbannelse,last,unrelated,word,word,0.143319889620466
bjørn,depresjon,unrelated,word,word,0.131401807233864
fortjene,spesialist,unrelated,word,word,0.0102299382031531
lese,kontor,unrelated,word,word,0.121017098844521
dikter,hull,unrelated,word,word,0.0320515964337661
ok,ofte,unrelated,word,word,0.0783839818174928
rød,regissør,unrelated,word,word,0.00733733836770778
spinal,imponere,unrelated,word,word,0.0752952988992013
kidnappe,feil,unrelated,word,word,0.144090949989323
tilstedeværelse,spaghetti,unrelated,word,word,0.0702315454112498
forfatter,dollar,unrelated,word,word,0.0682165711660233
motiv,blomst,unrelated,word,word,0.0789658619032577
imponerende,mord,unrelated,word,word,0.0307403598211562
autopsi,sterkt,unrelated,word,word,
ingeniør,velger,unrelated,word,word,0.0442401609812147
våpenlager,uteksaminering,unrelated,word,word,0.126690979012788
naturlig,gruppe,unrelated,word,word,0.14175742347361
brukerstøtte,seile,unrelated,word,word,
sekretær,kunstig,unrelated,word,word,0.0760485913354324
mening,lik,unrelated,word,word,0.0850865289111089
jurisdiksjon,løk,unrelated,word,word,0.0606063542006943
vår,gaffel,unrelated,word,word,0.0794472596317758
felle,mennesker,unrelated,word,word,0.0718494183932086
stadion,gå i stykker,unrelated,word,word,
pen,mikroskop,unrelated,word,word,0.120925858567276
sofa,klart,unrelated,word,word,-0.00599191312009643
kjemisk,abdominal,unrelated,word,word,
sommerfugl,politisk,unrelated,word,word,0.144405029291748
jubileum,eksplosiv,unrelated,word,word,0.0917585726861244
bibel,hummer,unrelated,word,word,0.0933391910982827
glass,dum,unrelated,word,word,0.0820557668156038
tårn,akseptere,unrelated,word,word,-0.0232934655603102
kaliber,motell,unrelated,word,word,0.132706202488891
ræv,offisielt,unrelated,word,word,0.105905542001797
stille,mel,unrelated,word,word,0.0629140311349284
piknik,følelse,unrelated,word,word,0.114017707917316
anarki,skap,unrelated,word,word,0.103509214657152
slott,video,unrelated,word,word,0.119916087391198
gripe,vitenskap,unrelated,word,word,0.0587725640086981
kirke,premie,unrelated,word,word,0.147360944972779
svelge,i går,unrelated,word,word,
ungdom,arterie,unrelated,word,word,0.0508411992181081
typisk,tre,unrelated,word,word,0.0540975180154243
åpning,statue,unrelated,word,word,0.111206959375386
strand,mekanisk,unrelated,word,word,0.018400054720284
falle,musiker,unrelated,word,word,0.0876139325300722
inspektør,våpen,unrelated,word,word,0.0738610820965238
samfunn,stol,unrelated,word,word,0.117032440627441
turné,skapning,unrelated,word,word,0.0873806723735416
tilknyting,markedsføring,unrelated,word,word,
varm,bygning,unrelated,word,word,0.114817113392498
silke,cowboy,unrelated,word,word,0.123416975971114
slektning,smerte,unrelated,word,word,0.0592232321576693
paranoid,hushjelp,unrelated,word,word,0.145784801038296
situasjon,salg,unrelated,word,word,0.0367180556071535
rive,lastebil,unrelated,word,word,0.127559215986147
søt,inntekt,unrelated,word,word,0.0949236273008956
onkel,vokte,unrelated,word,word,0.0999731722139266
skygge,studie,unrelated,word,word,0.062825320542408
solnedgang,takke,unrelated,word,word,0.0857021118722549
i live,centimeter,unrelated,word,word,
stress,katt,unrelated,word,word,0.0657061809379502
engel,baseball,unrelated,word,word,0.0942066672416316
samtale,skog,unrelated,word,word,0.101168786423706
influensa,valg,unrelated,word,word,0.124953794922774
fil,uventet,unrelated,word,word,0.111650856511692
sent,ulv,unrelated,word,word,0.138442048932057
umulig,universitet,unrelated,word,word,0.124926740661268
mate,gul,unrelated,word,word,0.0659655463717958
strøm,hallusinasjon,unrelated,word,word,0.146634794211387
flykte,lang,unrelated,word,word,0.130656742804632
natt,symbol,unrelated,word,word,0.00272919882101674
fenomen,dø,unrelated,word,word,0.0512928670536258
utøve,skulle ønske,unrelated,word,word,
jordskjelv,ekkel,unrelated,word,word,0.0842129856805537
suksess,stasjon,unrelated,word,word,0.101943804759365
klan,nett,unrelated,word,word,0.0785099543448589
herlig,flyplass,unrelated,word,word,0.117481130134917
dødelig,religion,unrelated,word,word,0.149753036966966
hoste,informasjon,unrelated,word,word,0.110269623171909
brann,forstå,unrelated,word,word,0.0923336484923662
sky,penger,unrelated,word,word,0.0692354006598402
forhold,olje,unrelated,word,word,0.0540628770585085
tom,tennis,unrelated,word,word,0.136866006682067
budsjett,uttrykk,unrelated,word,word,0.14863527390791
univers,plystre,unrelated,word,word,-0.00229976426021779
verksted,kinn,unrelated,word,word,0.0887740401154412
portal,frivillig,unrelated,word,word,0.139875687191745
kompliment,port,unrelated,word,word,0.0668507708788972
by på,ulykke,unrelated,word,word,
bestefar,vanilje,unrelated,word,word,0.114662429094144
gratulere,dyr,unrelated,word,word,0.0253434788050993
piano,kartell,unrelated,word,word,0.120973660905816
komme seg,legende,unrelated,word,word,
lytte,fjell,unrelated,word,word,0.103974964367481
himmel,morsom,unrelated,word,word,0.0917742067103497
tung,vaksine,unrelated,word,word,0.0666607566688303
vekt,helikopter,unrelated,word,word,0.0754289211012647
ambulanse,jordbær,unrelated,word,word,0.117846752554107
aids,restaurant,unrelated,word,word,0.0882227236975332
privilegium,storm,unrelated,word,word,0.121835509155225
esel,sigarett,unrelated,word,word,0.134199547730404
dumskalle,lager,unrelated,word,word,0.116366354267035
betydningsfull,sjokolade,unrelated,word,word,0.061297032277914
straff,øst,unrelated,word,word,0.127997220900104
rapportere,lokk,unrelated,word,word,0.0651955587499334
kilde,tenke,unrelated,word,word,0.0391266258005786
sår,tragisk,unrelated,word,word,0.087300803311207
utsiden,utruste,unrelated,word,word,0.113132829252002
hensikt,vinter,unrelated,word,word,0.140308306621927
ved et uhell,komme tilbake,unrelated,word,word,
senior,sant,unrelated,word,word,0.102026729897719
holde,sette pris på,unrelated,word,word,
telegram,plukke ut,unrelated,word,word,
konservativ,leketøy,unrelated,word,word,0.0656713384801634
mørke,spise,unrelated,word,word,0.06433037560616
bevare,borgermester,unrelated,word,word,0.088829236631148
kontroll,aktor,unrelated,word,word,0.0775193810212507
reklame,forræder,unrelated,word,word,0.0237329656670305
minimum,politiker,unrelated,word,word,0.0411651428813346
teleskop,kutte opp,unrelated,word,word,
ambassadør,insekt,unrelated,word,word,0.025295340075326
ambassade,harmoni,unrelated,word,word,0.107847485648943
pluss,våpen,unrelated,word,word,0.0444751528642095
fattigdom,beskjed,unrelated,word,word,0.0278140643511216
porno,venn,unrelated,word,word,0.028782749001178
drapsmann,distrikt,unrelated,word,word,0.111791459312855
sanger,løytnant,unrelated,word,word,0.0530840744616783
diaré,rykte,unrelated,word,word,0.0987593171481899
marine,penn,unrelated,word,word,0.113151215249746
ring,arroganse,unrelated,word,word,0.0294387400645909
