"pl_target","pl_cue","pl_fake_cue","pl_fake_target","en_cue","en_target"
"obrażenia","rana","cjona","obrażeszych","wound","injury"
"obrazić","zniewaga","nadawaga","obrażysz","insult","offend"
"obrzydliwe","brudny","wzruny","atrakdliwe","dirty","disgusting"
"obserwować","popatrz","postrzę","obserwodzisz","look","watch"
"obwód","promień","prociął","obsze","radius","perimeter"
"ocean","morze","mogra","filan","sea","ocean"
"ocena","obserwacja","obserwaszyng","stona","observation","evaluation"
"oczekiwać","czekać","czeles","spełkiwać","wait","expect"
"oczywiście","wyraźnie","wyczynnie","stanwiście","clearly","obviously"
"odcisk palca","dna.","dndb","odcisk pastrzyk","dna","fingerprint"
"odnieść sukces","zarządzać","zarzących","odnieść sugniarz","manage","succeed"
"odpowiadać","odpowiedź","odpodziec","odposprzedać","answer","reply"
"odświeżać","świeży","schoży","odobrażać","fresh","refresh"
"odważny","szlachetny","ignochetny","oddzieny","noble","brave"
"ogólnie","naturalnie","natuschronie","ugrynie","naturally","generally"
"ogrodzenie","ściana","shinna","chwidzenie","wall","fence"
"ojciec","mama","malii","ojpher","mother","father"
"okrucieństwo","zło","mco","pioncieństwo","evil","cruelty"
"okrutny","brutalny","wskatalny","chlujny","brutal","cruel"
"okup","porywacz","poryskam","okrz","kidnapper","ransom"
"olbrzymi","duża","dupel","olludzmi","big","huge"
"olej","węgiel","węnizm","znej","coal","oil"
"opcja","wybór","wypin","opfoa","choice","option"
"opis","profil","proved","oppu","profile","description"
"oprzeć się","opór","opij","oprzećchio","resistance","resist"
"opuścić","wychodzić","wychocych","smaścić","leave","abandon"
"orbita","planeta","miczneta","ustabita","planet","orbit"
"ordynans","nadczłowiek","nadwrażwiek","ordykryc","superman","batman"
"oskarżenie","skarga","dzwoga","śmierżenie","complaint","accusation"
"osobowość","postać","polter","osobosley","character","personality"
"ostatecznie","wreszcie","głaszcie","spontecznie","finally","eventually"
"ostatnio","tylko","anoko","ostatsna","just","recently"
"oświadczenie","komentarz","komenować","wstrzączenie","comment","statement"
"oszustwo","spisek","spicho","szerstwo","conspiracy","fraud"
"otwór","pękać","pęles","otrzr","crack","hole"
"owad","pająk","paglu","łąad","spider","insect"
"owoc","jabłko","czołko","owsz","apple","fruit"
"pa","cześć","czrać","rą","hello","bye"
"pakiet","koperta","kochajta","paczem","envelope","package"
"paliwo","gaz","etz","paczerwo","gas","fuel"
"panna młoda","pan młody","frismłody","panna młściom","groom","bride"
"papieros","tytoń","tydya","papiechii","tobacco","cigarette"
"paranormalne","nadprzyrodzony","nadświetlrodzony","paranorstrzenne","supernatural","paranormal"
"pasja","entuzjazm","entupłacz","papią","enthusiasm","passion"
"paszport","bilet","bisje","sparport","ticket","passport"
"patrol","strażnik","atlannik","patien","guard","patrol"
"październik","wrzesień","wrzeszla","paźpiecznik","september","october"
"pełny","pusty","puter","bilny","empty","full"
"penis","pochwa","pocież","peida","vagina","penis"
"pensja","emerytura","otwarrytura","pendle","pension","salary"
"perfumy","pomadka","pochwęka","trzyfumy","lipstick","perfume"
"perspektywiczny","pogląd","pogers","perspektychrystny","view","perspective"
"piasek","błoto","minto","któsek","mud","sand"
"piekło","raj","nij","pienis","paradise","hell"
"piękno","czar","czcz","gwałno","charm","beauty"
"piękny","ładny","wotny","rzędny","pretty","beautiful"
"pieniądze","gotówka","godzieka","pieprzedze","cash","money"
"pigułka","tablet","taliot","pipączka","tablet","pill"
"pijany","trzeźwy","orienwy","pigniony","sober","drunk"
"piłka nożna","koszykówka","koszyczłonka","piłka nodiusz","basketball","football"
"pilot","astronauta","sprzynauta","pigło","astronaut","pilot"
"piosenka","album","alńor","pioaplika","album","song"
"pisać","czytać","czygów","pizja","read","write"
"pisarz","poeta","pomię","pising","poet","writer"
"pismo","czytanie","zmietanie","pirzy","reading","writing"
"pistolet","karabin","karaznać","pistostać","rifle","gun"
"piwo","drink","skink","pirza","drink","beer"
"planowanie","przygotowanie","stwiergotowanie","astronowanie","preparation","planning"
"plastikowy","cement","celand","placzłonkowy","cement","plastic"
"płeć żeńska","mężczyzna","ogroczyzna","afra żeńska","male","female"
"płomień","ogień","śwień","płomych","fire","flame"
"płyn","płyn","płeż","płią","liquid","fluid"
"pływać","utopić","trupić","stuwać","drown","swim"
"pociągać","uwaga","małga","pociąnisz","attention","attract"
"pocisk","kaliber","kaliscie","poicie","caliber","bullet"
"pocisk","rakieta","rasparta","poicie","rocket","missile"
"podejrzany","wątpliwość","wątpliśnie","podejpieczny","doubt","suspect"
"podekscytowany","dumny","syjny","uśmiechekscytowany","proud","excited"
"podpis","znaczek","bliczek","podrow","stamp","signature"
"podpisać","formularz","formusial","podpiciel","form","sign"
"podstawowa","wtórny","wienny","podtrzeźwowa","secondary","primary"
"podział","jednostka","jedtaczka","podzasz","unit","division"
"pogrzeb","trumna","zrzęna","poprzód","coffin","funeral"
"pogrzebać","kopać","kosme","pomniabać","dig","bury"
"poinformować","raport","rament","poinwszechmować","report","inform"
"poker","hazard","harzak","pomno","gambling","poker"
"pokojówka","niania","rujnia","pokoniaczka","nanny","maid"
"pokonać","zwycięstwo","zwycięciem","pokochem","victory","defeat"
"połączenie","kontakt","konlatw","połąostatnie","contact","connection"
"pole walki","arena","mnona","pole watłych","arena","battlefield"
"policzek","warga","kroga","politrów","lip","cheek"
"polityczny","krytyczny","kryciemny","policjantny","critical","political"
"polityk","polityka","polichwiaka","polining","policy","politician"
"polityka","dziennikarstwo","aresznikarstwo","polimieszka","journalism","politics"
"północ","południe","połuprzę","półtla","south","north"
"południe","środek nocy","środek nstiel","połumiąc","midnight","noon"
"pomarańczowy","zielony","urząlony","pomaumieszczowy","green","orange"
"pomidor","ziemniak","ziemczaj","pomisnął","potato","tomato"
"poprawa","reszta","rietta","poświęwa","change","improvement"
"porozumienie","kontrakt","kontkasz","porozuwzględnie","contract","agreement"
"port","zatoka","zatowiec","pood","bay","harbor"
"portfel","kieszeń","kiekiet","portzam","pocket","wallet"
"porucznik","sierżant","sierthan","poczynnik","sergeant","lieutenant"
"pościg","śledzić","cardzić","poacon","follow","chase"
"posiłek","jedzenie","jechalnie","posiczam","food","meal"
"postawa","opinia","connia","pośpiewa","opinion","attitude"
"poświęcenie","wierność","wciąność","postrzecenie","fidelity","devotion"
"potroić","podwójnie","ponialnie","posłałić","double","triple"
"potrzebować","niezbędny","niesienny","posłuszbować","necessary","need"
"potwierdzać","potwierdzenie","pouszkodzenie","posprawdzać","confirmation","confirm"
"powiedzieć","mówić","mózgo","powiecjach","say","tell"
"powierzchnia","warstwa","leństwa","pouwzględnia","layer","surface"
"powitać","pogratulować","pośpiesztulować","powiśnio","congratulate","greet"
"powrót","plecy","wawcy","pokrew","back","return"
"poznać","zobaczyć","zobastia","pozłeś","see","meet"
"pozostać","zostawać","zośpiewać","pozocząc","stay","remain"
"pozwolić","dopuszczać","dopuszkiej","poschylić","allow","let"
"pozycja","status","stabla","pozydenc","status","position"
"pożyczka","kredyt","krekos","ponostka","credit","loan"
"praca","stanowisko","stanowiczysz","dunca","job","work"
"pracownik","rolnik","zninik","praręcznik","farmer","worker"
"pragnienie","głód","icód","praudolnie","hunger","thirst"
"praktycznie","dosłownie","domiernie","czertycznie","literally","practically"
"prawdopodobne","prawdopodobieństwo","uśmiechdopodobieństwo","ćwierćdopodobne","probability","likely"
"prawdopodobnie","może","moson","ćwierćdopodobnie","maybe","probably"
"prawdziwy","prawda","charda","szkodziwy","TRUE","real"
"prawidłowy","zło","mco","prawiuczciwy","wrong","correct"
"prawny","nielegalny","nieletryczny","mienny","illegal","legal"
"prędkość","dystans","dyplant","prędkłem","distance","speed"
"prezent","komplement","kompledłeś","preeney","compliment","gift"
"prezydent","kanclerz","kancbasz","prezysnie","chancellor","president"
"próba","próbować","szkobować","wpaba","try","attempt"
"problem","kłopoty","trwapoty","prooter","trouble","problem"
"procedura","proces","probył","oświecedura","process","procedure"
"produkcja","fabryka","faaderka","prokwencja","factory","production"
"produkować","stwórz","stogrz","względukować","create","produce"
"produkt","marka","froka","prowent","brand","product"
"profesjonalny","amator","baltor","profesjostrzenny","amateur","professional"
"profesor","dziekan","dziewia","profepaść","dean","professor"
"program","projekt","prorech","prognij","project","program"
"prokurator","prawnik","prawcze","prokuradziec","lawyer","prosecutor"
"promieniowanie","zanieczyszczenie","zanieuprzejczenie","proboszczniowanie","contamination","radiation"
"prośba","popyt","poets","wrzeba","demand","request"
"prosty","po prostu","po prsmin","proter","simply","simple"
"protokół","reguła","reumarła","protopiaj","rule","protocol"
"prototyp","model","molaj","protokres","model","prototype"
"prowadzić śledztwo","zbadać","bendać","prowadzić śledkhardt","examine","investigate"
"prywatność","prywatny","prychowny","prywatters","private","privacy"
"przechadzka","drzemka","dreszka","przezwiązka","nap","stroll"
"przeciwnie","naprzeciw","nałachciw","straciwnie","opposite","contrary"
"przeciwnik","wróg","wryc","straciwnik","enemy","opponent"
"przedmiot","obiekt","obiefi","przedhill","object","subject"
"przedsiębiorca","milioner","mibrenner","współsiębiorca","millionaire","entrepreneur"
"przenosić","ruszaj się","ruszajghes","zjednosić","move","transfer"
"przestępczość","grzech","ruzech","przestępchard","sin","crime"
"przestraszyć","przestraszyć","przestradłem","przestrawasz","scare","frighten"
"przeszkadzać","przerwać","przegłam","przewstydzać","interrupt","disturb"
"przeszłość","przyszły","przystan","przespiesz","future","past"
"przeziębienie","gorąco","gostarco","współziębienie","hot","cold"
"przeznaczenie","los","ząs","współznaczenie","fate","destiny"
"przeżyć","relacja na żywo","relacja na łkniesz","przezem","live","survive"
"przyczyna","powód","pogla","niszczyna","reason","cause"
"przygotowywać","gotowy","gotościo","stwiergotowywać","ready","prepare"
"przyjaciel","współpracownik","szczepracownik","przyjagnąć","colleague","friend"
"przyjaźń","relacja","reladzie","przyvacs","relationship","friendship"
"przyjazny","grzeczny","wzroczny","dziejazny","polite","friendly"
"przyjemny","wygodna","wypuszna","dziejemny","comfortable","pleasant"
"przynęta","pułapka","puduszka","uniknęta","trap","bait"
"przysięga","przysięgać","dziesięgać","dziesięga","swear","oath"
"psychologia","anatomia","stwotomia","psycholorzysz","anatomy","psychology"
"psychologiczny","medyczny","meczynny","psycholoostrożny","medical","psychological"
"ptak","motyl","mowns","ptbu","butterfly","bird"
"publiczność","tłum","xeum","pudzienność","crowd","audience"
"pułkownik","ogólny","orzeny","kłótkownik","general","colonel"
"pył","popiół","pobitt","węł","ash","dust"
"pyszny","smaczny","nieczny","doczny","tasty","delicious"
"radość","przyjemność","przyjemkach","rasrać","pleasure","joy"
"radzić","rada","rakie","rabiam","advice","advise"
"ramię","ręka","sanka","racho","hand","arm"
"rano","jutro","juśne","racyj","tomorrow","morning"
"reaktor","generator","generadziec","reakścią","generator","reactor"
"realistyczny","optymistyczny","optymidlandny","realidzialny","optimistic","realistic"
"ręcznik","koc","wac","randnik","blanket","towel"
"redukować","zwiększać","zwiękczem","redukoniecz","increase","reduce"
"regulator czasowy","detonator","detonadziej","regulator czaschlebstw","detonator","timer"
"religia","filozofia","filozoszysz","reliwach","philosophy","religion"
"remis","farba","końba","retek","paint","draw"
"reputacja","kariera","kaczwora","reputastycz","career","reputation"
"restauracja","pub","łab","reprzedracja","pub","restaurant"
"robić","robić","rożyt","rośli","make","do"
"rodzic","dorosły","dororium","roczyć","adult","parent"
"rodzina","klan","nean","ropiętna","clan","family"
"romantyk","dramatyczny","dramadzialny","romangram","dramatic","romantic"
"rozbój","kradzież","kracznie","roznas","theft","robbery"
"rozczarowanie","niespodzianka","niespogrzewka","rozgnieśćrowanie","surprise","disappointment"
"rozsądny","sprawiedliwy","niedźwiedliwy","rozdziwny","fair","reasonable"
"rozumiesz","realizować","rejestrzować","rozuciach","realize","understand"
"rozwój","postęp","polter","rozzin","progress","development"
"ryba","rekin","relaj","pieba","shark","fish"
"rząd","administracja","administradziesz","rzye","administration","government"
"rzadko","sporadycznie","sporaostatnie","szerko","occasionally","rarely"
"rzym","cezar","cemił","rznn","caesar","rome"
"sabotaż","szpiegostwo","szpiegościa","sabogins","espionage","sabotage"
"sałatka","zupa","piopa","saniemka","soup","salad"
"samochód","pojazd","posred","samotnij","vehicle","car"
"samochód ciężarowy","jeep","jedia","samochód ciężarchlebstw","jeep","truck"
"samolubny","uparty","granty","samoupiorny","stubborn","selfish"
"samotny","sam","iom","sagrzany","alone","lonely"
"samuraj","ninja.","ninech","samudząc","ninja","samurai"
"satelita","radar","raczu","satekryszta","radar","satellite"
"schron","schronienie","sprzynienie","scraon","refuge","shelter"
"ścieżka","trasa","ślusa","dziejka","route","path"
"sędzia","sąd","ozd","sęding","court","judge"
"senat","parlament","parlazłam","sebii","parliament","senate"
"senator","gubernator","gubernadziej","senamięt","governor","senator"
"ser","chleb","muleb","zir","bread","cheese"
"sieć","internet","interdzia","sijo","internet","web"
"siedzieć","stoisko","stoizmu","siecjach","stand","sit"
"silnie","mocno","galno","udinie","firmly","strongly"
"silnik","zbiornik","związnik","tatnik","tank","engine"
"siniak","zadrapanie","zamknijpanie","sition","scratch","bruise"
"siostrzeniec","wnuk","wnye","siostrzelasz","grandson","nephew"
"skandal","plotki","hostki","kwardal","gossip","scandal"
"sklep","sklep","skaup","skanp","shop","store"
"skok","wspinać się","wspinaćmium","drok","climb","jump"
"skromny","pokorny","pochleny","dziorny","humble","modest"
"skrzynia","brzuch","łozuch","skocznia","stomach","chest"
"słaby","mocny","zmany","broby","strong","weak"
"śliczny","ładny","wotny","sięczny","nice","lovely"
"słodki","słodkie","odłokie","drobki","sweet","cute"
"słońce","księżyc","księbiu","klowce","moon","sun"
"słoneczny","księżycowy","utrzyżycowy","słotrzony","lunar","solar"
"ślub","zaręczyny","zaręsprawny","łóub","engagement","wedding"
"sługa","niewolnik","niewolfram","burga","slave","servant"
"słynny","popularny","poputryczny","chenny","popular","famous"
"słyszeć","słuchać","urochać","słysizm","listen","hear"
"śmiech","uśmiechać się","uśmiechaćwiąć","śmosch","smile","laugh"
"śmieci","śmieci","trioci","trioci","trash","garbage"
"śmieszne","dowcipny","dowwaczny","wszechne","witty","funny"
"śmigłowiec","ambulans","ambuczom","śmigłośnym","ambulance","helicopter"
"snajper","strzelec","strzesuj","snajmię","shooter","sniper"
"śniadanie","kolacja","koladzie","skandanie","dinner","breakfast"
"śnić","koszmar","koszdię","ugić","nightmare","dream"
"śnieg","deszcz","ejszcz","gwieg","rain","snow"
"soda","lemoniada","lemoyoshida","sonel","lemonade","soda"
"sok","mleko","sunko","iek","milk","juice"
"sonda","kapsuła","sprósuła","rybda","capsule","probe"
"sos","krem","krze","rms","cream","sauce"
"spać","odpoczynek","odpotwiernek","spcz","rest","sleep"
"spacerować","biegać","biesji","wgniecerować","run","walk"
"spaghetti","lazania","lazastęp","spapraćti","lasagna","spaghetti"
"specjalista","ekspert","eksnard","transcjalista","expert","specialist"
"spektakularny","rewelacyjny","rewelastrzenny","gwiazdtakularny","sensational","spectacular"
"spierać się","konflikt","konfiant","spieraćbłów","conflict","dispute"
"spokojna","spokojny","sposienny","sporęczna","quiet","calm"
"społeczność","społeczeństwo","społestrzostwo","spochetność","society","community"
"sport","hobby","reyby","spist","hobby","sport"
"spotkanie","konferencja","konferenfield","spochownie","conference","meeting"
"sprawiedliwość","zemsta","zemium","sprawiedliskiem","revenge","justice"
"sprzedać","kupić","kuowa","sprzebie","buy","sell"
"srebro","złoty","darty","sredas","golden","silver"
"stacja","platforma","wszeforma","stamen","platform","station"
"stal","beton","belię","stpu","concrete","steel"
"stale","zawsze","zagazm","ubole","always","constantly"
"stan","federalny","fededzienny","stlą","federal","state"
"statek","załoga","zatrzyga","protek","crew","ship"
"statua","pomnik","poscią","stażsi","monument","statue"
"sto","tysiąc","tyseya","kło","thousand","hundred"
"stosowanie","zastosować","zatwiersować","przedsowanie","apply","use"
"strach","przerażenie","współrażenie","straze","horror","fear"
"strajk","uderzyć","ranrzyć","straph","hit","strike"
"straszny","straszny","strzenny","strzenny","terrible","horrible"
"strategia","plan","gian","zmietegia","plan","strategy"
"strefa","powierzchnia","pouwzględnia","trudfa","area","zone"
"struktura","piramida","piramistrzy","ogrodtura","pyramid","structure"
"strzelać","strzał","strzbo","strzeria","shot","shoot"
"strzykawka","igła","pcła","zdrajkawka","needle","syringe"
"styl","rytm","ryłd","stsp","rhythm","style"
"sugerować","zaproponować","zachcianponować","sugerodziej","propose","suggest"
"sukienka","spódnica","anionica","subricka","skirt","dress"
"świadectwo","świadek","świakom","szkodectwo","witness","testimony"
"świat","międzynarodowy","międzynarodowyostrzyć","zjiat","international","world"
"światowy","krajowy","zmiejowy","szkotowy","national","global"
"świeca","lampa","firpa","słańca","lamp","candle"
"świetnie","doskonały","dorzecznały","zmiennie","excellent","great"
"świnia","krowa","warwa","zbania","cow","pig"
"świt","zachód słońca","zamilkł słońca","cuit","sunset","dawn"
"sygnał","częstotliwość","częstotlistwem","syrzaj","frequency","signal"
"symbol","flaga","linga","symcii","flag","symbol"
"syn","córka","kajka","xon","daughter","son"
"sypialnia","pokój","poane","syścienia","room","bedroom"
"system","sieć","siim","maktem","network","system"
"szampan","wino","opano","szamdow","wine","champagne"
"szantaż","przekupić","opłakupić","szanary","bribe","blackmail"
"szczepionka","antidotum","antidobiasz","szczebramka","antidote","vaccine"
"szczęśliwy","zadowolona","zadowolonatkniesz","zniszśliwy","satisfied","happy"
"szczur","mysz","myve","riczur","mouse","rat"
"szef","menedżer","menetrol","tref","manager","boss"
"szef kuchni","ugotować","hisztować","chit kuchni","cook","chef"
"szeroki","wąska","wągli","franroki","narrow","wide"
"szkoła","klasa","pansa","trzyła","class","school"
"szop pracz","wiewiórka","wieżółtka","zsyn pracz","squirrel","raccoon"
"sztuczny","naturalny","natudzienny","wszechny","natural","artificial"
"sztuka","fragment","claument","trauka","fragment","piece"
"szybki","powolny","poręczny","scówki","slow","fast"
"szybko","powoli","pomnieli","skutko","slowly","quickly"
"szyja","gardło","zwadło","kleja","throat","neck"
"tajemnica","sekret","sesper","tastrzenica","secret","mystery"
"tak","w porządku","w porząuczą","onk","okay","yeah"
"talent","potencjał","potensons","taijut","potential","talent"
"talerz","miska","minuj","tazasz","bowl","plate"
"talia kart","kabina","kapłanna","taliafgang","cabin","deck"
"tam","tutaj","tujek","łem","here","there"
"tani","drogi","kingi","tałem","expensive","cheap"
"taniec","tancerz","tancyzm","tafium","dancer","dance"
"tata","wujek","wucha","tasie","uncle","dad"
"teatr","kino","tymno","tedeń","cinema","theater"
"technika","metoda","meprzeda","chronika","method","technique"
"telefon","dzwonić","skarnić","teleznał","call","telephone"
"telewizja","radio","rabyć","telewifield","radio","television"
"temperatura","ciepło","ciefru","oczyszperatura","heat","temperature"
"tenis ziemny","golf","goął","tenizmachmny","golf","tennis"
"teoria","pomysł","potwił","znuria","idea","theory"
"test","eksperyment","eksperyszard","mist","experiment","test"
"test","przesłuchanie","współsłuchanie","mist","hearing","trial"
"tętnica","żyła","choła","pasznica","vein","artery"
"tkanka","skóra","lorra","skówka","skin","tissue"
"tlen","powietrze","powiedzał","gmen","air","oxygen"
"tonąć","toaleta","toakryszta","towal","toilet","sink"
"torba","skrzynka","wskrzeka","zmyba","box","bag"
"tornado","huragan","huradiem","świanado","hurricane","tornado"
"torturować","dręczyć","unoczyć","przyjturować","torment","torture"
"towarzyszyć","eskorta","zbiorta","towarzyniesz","escort","accompany"
"tradycyjny","nowoczesny","nowoczemiesz","tradystansny","modern","traditional"
"tragiczny","smutny","miętny","traczalny","sad","tragic"
"trójkąt","okrąg","okmig","trójleh","circle","triangle"
"tron","korona","przerona","phon","crown","throne"
"truskawka","banan","basem","truczynka","banana","strawberry"
"trwać","pierwszy","twiejszy","trróć","first","last"
"trzy","jeden","jełym","enzy","one","three"
"trzymać","utrzymać","utrzyrię","trzyrię","hold","keep"
"tunel","most","momą","tulow","bridge","tunnel"
"tydzień","miesiąc","miepiaj","tyściej","month","week"
"tygodniowo","codziennie","coostatnie","tygouczciwo","daily","weekly"
"tył","przód","prykd","beł","front","rear"
"tytuł","imię","imus","tynaś","name","title"
"ucho","oko","iao","ucai","eye","ear"
"ucieczka","uciec","zmiec","uczęszka","flee","escape"
"uczciwość","lojalność","lojalkach","szczuwość","loyalty","honesty"
"uczciwy","przyzwoity","dziezwoity","szczuwy","decent","honest"
"uczucie","wrażenie","stwożenie","maczcie","impression","feeling"
"ukryć","pokrywa","powiedwa","ukość","cover","hide"
"ulica","aleja","fraja","amuca","avenue","street"
"umiejętność","pojemność","pojemkach","skonjętność","capacity","ability"
"umierać","cierpieć","cierpert","dziarać","suffer","die"
"unikalny","specjalny","speteczny","uniteczny","special","unique"
"uniwersytet","szkoła wyższa","szkoła wyscień","uniwersyskasz","college","university"
"uprowadzać","porwać kogoś","porwać krveya","ściewadzać","kidnap","abduct"
"uroczy","atrakcyjny","obrzycyjny","mężczy","attractive","charming"
"urodziny","rocznica","sponnica","pierdziny","anniversary","birthday"
"urządzenie","żeton","żerać","niszdzenie","chip","device"
"urzędnik","oficjalnie","ofirycznie","uzgodnik","officially","official"
"uścisk","pocałunek","pocałudzisz","alcisk","kiss","hug"
"ustęp","sekcja","zjacja","uszłp","section","paragraph"
"usunąć","wyeliminować","wykształminować","gadnąć","eliminate","remove"
"utrzymywać","utrzymywać","dziewmywać","dziewmywać","preserve","maintain"
"uważać","zaufanie","zachopnie","uwanim","trust","believe"
"uwięzienie","kara","kanie","wspizienie","penalty","imprisonment"
"uzdrowić","zdrowieć","zdrolver","zdrajwić","recover","heal"
"w górę","na dół","nariół","w gpoń","down","up"
"w środku","na zewnątrz","na zespiesz","w śroowe","outside","inside"
"wakacje","boże narodzenie","boże narodzostrzyć","wakawiar","christmas","holiday"
"walizka","aktówka","akśniaka","waśrodka","briefcase","suitcase"
"wampir","zambi","zasyc","wamnod","zombie","vampire"
"wanilia","cynamon","cynadzia","waniczej","cinnamon","vanilla"
"wątroba","nerka","pięka","wąszajba","kidney","liver"
"watson.","sherlock.","cienlock.","watpork","sherlock","watson"
"wąż","robak","rodit","pęż","worm","snake"
"wąż gumowy","pompa","izopa","szczą gumowy","pump","hose"
"ważny","cenny","ryjny","któny","valuable","important"
"wcześnie","późno","elono","skomśnie","late","early"
"wczoraj","dziś","dzcê","wczones","today","yesterday"
"wdzięczność","gościnność","gowrotność","wstrzykność","hospitality","gratitude"
"wędkarstwo","polowanie","polowadzasz","wędkarmisz","hunting","fishing"
"wejście","wyjście","sioście","kolście","exit","entrance"
"wentylacja","zawór","zasow","błysztylacja","valve","ventilation"
"wenus","mars","magy","wefon","mars","venus"
"wesoły","lesbijka","lesśrodka","wesokosc","lesbian","gay"
"wiadomość","ostrzeżenie","skrzywżenie","wiadostań","warning","message"
"wiara","mieć nadzieję","opuch nadzieję","flera","hope","faith"
"wiarygodny","wyjaśnienie","wyjaschronie","wiarystyczny","explanation","plausible"
"wiązanie","wiązać","uduzać","utwozanie","bind","tie"
"widelec","łyżka","tsuka","widerwał","spoon","fork"
"wideo","płyta dvd","płytaskwą","wifry","dvd","video"
"wieczór","noc","ewc","wieszly","night","evening"
"wiedza","doświadczenie","dowspółczenie","wieżyć","experience","knowledge"
"wiedział","rozpoznać","rozpołącz","wiedzasz","recognize","knew"
"wiedzieć","teraz","tedię","wieciach","now","know"
"wierny","wierny","ficzny","liczny","loyal","faithful"
"wiersz","tekst","tealt","wizasz","text","poem"
"więzień","zakładnik","zaopienik","więgher","hostage","prisoner"
"więzienie","komórka","kopaczka","zdzizienie","cell","prison"
"wilk","niedźwiedź","niedźnieść","wiuć","bear","wolf"
"winny","niewinny","nieczalny","ściny","innocent","guilty"
"wioska","obóz","obźć","senska","camp","village"
"witamina","białko","statko","sprzątamina","protein","vitamin"
"wizja","objawienie","objastrzęnie","wilin","revelation","vision"
"wkładać","wstawić","stwowić","wstydać","insert","put"
"właściciel","własność","włarzyść","właścignąć","property","owner"
"wódka","whisky","lamsky","dorka","whiskey","vodka"
"wodór","węgiel","węnizm","woetu","carbon","hydrogen"
"wojownik","żołnierz","newnierz","woręcznik","soldier","warrior"
"wojownik","mistrz","mistzą","woręcznik","champion","fighter"
"wojskowy","cywilny","cyubrany","branskowy","civil","military"
"wolny","swobodnie","swostatnie","shiny","freely","free"
"wrażliwy","delikatny","delizręczny","skryliwy","delicate","sensitive"
"wschód","zachód","zajezd","wsches","west","east"
"wściekłość","gniew","uziew","wściekreśl","anger","rage"
"wskazać","punkt","pułyt","wielzać","point","indicate"
"wsparcie","pomoc","povan","edwarcie","support","assistance"
"wspierać","wsparcie","ksiazcie","wspiełów","help","assist"
"współczucie","cierpliwość","stwopliwość","sprawczucie","patience","compassion"
"wtorek","poniedziałek","poniesłuszłek","aderek","monday","tuesday"
"wybierz","wybierać","wybiestów","wyrzasz","choose","select"
"wybór","kampania","oprapania","wymad","campaign","election"
"wyborca","kandydat","kandyoper","wykrzyca","candidate","voter"
"wybrzeże","plaża","rioża","wyzwiąże","beach","coast"
"wydać","marnować","zdolnować","wyspu","waste","spend"
"wydarzenie","zjawisko","ukrywisko","wydaniachnie","phenomenon","event"
"wygórowanie","majestat","majeuldn","wygórowachlarz","majesty","highness"
"wygrać","zdobyć","zdołaj","wytron","gain","win"
"wyjazd","przyjazd","przyszaj","wykrze","arrival","departure"
"wykład","seminarium","seminauczyc","wybran","seminar","lecture"
"wykonanie","wiszące","wiświęce","wykonastycz","hanging","execution"
"wymówka","przebaczyć","przebastia","wydencka","forgive","excuse"
"wynajem","wynajmować","wyszturmować","wynadzać","hire","rent"
"wynik","wynik","wytre","wymor","result","outcome"
"wyolbrzymiać","zbagatelizować","uśmiechgatelizować","wyolbrzychych","underestimate","exaggerate"
"wypadek","incydent","incywacz","wypamięć","incident","accident"
"wyposażyć","sprzęt","sprzrv","wyposaniach","equipment","equip"
"wyprzedaż","aukcja","auichś","wyszkodaż","auction","sale"
"wyrażenie","słownik","biornik","wyrażeglarz","dictionary","phrase"
"wyrazić","opisać","opicho","wyragasz","describe","express"
"wyrok","słowo","miawo","wynum","word","sentence"
"wyścigi","maraton","maradzic","wyusługi","marathon","race"
"wysłać","przynieść","przywiedź","wyszeń","bring","send"
"wysoka","niska","nilem","wyczerka","low","high"
"wysokość","waga","walen","wysoberg","weight","height"
"wystarczający","dość","dopę","wyoczyszczający","enough","sufficient"
"wystawa","galeria","galegasz","wywprowa","gallery","exhibition"
"występ","pokazać","pokachów","wysiąt","show","performance"
"wyznać","przyznać","przyanie","wyzłeś","admit","confess"
"wyzwanie","przeszkoda","przeprzeda","wyosobnie","obstacle","challenge"
"zaakceptować","odrzucać","odrzuwisz","zaakkształtować","refuse","accept"
"ząb","gwóźdź","kłóźdź","ncb","nail","tooth"
"zabawka","lalka","ashka","zazwleka","doll","toy"
"zabić","zatruć","zafiać","zadat","poison","kill"
"zachodni","południowy","połuuczciwy","zadziani","southern","western"
"żagiel","kotwica","kodłowca","żaniów","anchor","sail"
"zagrożenie","ryzyko","ryuspoko","zaoskarżenie","risk","danger"
"zakazać","zakazany","zakastyczny","zakachów","forbidden","prohibit"
"zakurzony","zardzewiały","zaświadwiały","zakustyczny","rusty","dusty"
"żałosne","nieszczęśliwy","nieśmierśliwy","żałorzać","miserable","pathetic"
"założenie","wniosek","utwosek","założebrach","conclusion","assumption"
"zamek","pałac","paici","zagaj","palace","castle"
"zamek","klucz","klltz","zagaj","key","lock"
"zamiar","cel, powód","cel, usand","zatarz","purpose","intention"
"zamknięcie","otwarcie","obraźcie","zaszczęcie","opening","closure"
"zamknięte","zablokowany","zagwiazdkowany","zaotwarte","locked","closed"
"zamówienie","komenda","kostrada","zamózgachnie","command","order"
"zamrażać","stopić","stogne","zapłodżać","melt","freeze"
"zanik","śmierć","śmietv","zagłę","death","disappearance"
"zapach","smak","klak","zapier","taste","smell"
