"pl_cue","pl_target","type","cue_type","target_type","pl_cosine"
"kabel","broda","unrelated","word","word",0.127681322361202
"krzak","szop pracz","unrelated","word","word",NA
"okno","policzek","unrelated","word","word",0.204932486618105
"dusza","wybierz","unrelated","word","word",0.141651184399458
"proch strzelniczy","obrazić","unrelated","word","word",NA
"producent","elektryczność","unrelated","word","word",0.171322460327009
"rozmowa","edukacja","unrelated","word","word",0.4240719566844
"piętro","tunel","unrelated","word","word",0.278911269272305
"gest","powiedzieć","unrelated","word","word",0.157722064270668
"młodzież","budżetowy","unrelated","word","word",0.178745343867001
"dziecko","ciąża","unrelated","word","word",0.354627164250724
"dziedzictwo","prawdziwy","unrelated","word","word",0.141334591797275
"wdzięczny","społeczność","unrelated","word","word",0.219078027332805
"hrabstwo","lizać","unrelated","word","word",0.0481986288176885
"reporter","mieszanina","unrelated","word","word",0.161068035557801
"chłopcy.","nagroda","unrelated","word","word",NA
"niezwykły","depresja","unrelated","word","word",0.0531864509592872
"straszny","nadajnik","unrelated","word","word",0.136293135433362
"hałas","współczucie","unrelated","word","word",0.132959988539856
"zdrowie","wymówka","unrelated","word","word",0.113743713922861
"wpływ","matematyka","unrelated","word","word",0.0874854398569762
"użyteczne","aleja","unrelated","word","word",0.0516401339914092
"pękać","metr","unrelated","word","word",0.118233992888623
"trzęsienie ziemi","obrabować","unrelated","word","word",NA
"modny","aresztować","unrelated","word","word",0.09893841372382
"obecny","kobieta","unrelated","word","word",0.100034007679765
"magnetyczny","produkować","unrelated","word","word",0.201028898318487
"czynnik","ameryka","unrelated","word","word",0.0647477265502791
"psychiczny","światowy","unrelated","word","word",0.315715659447871
"moc","założenie","unrelated","word","word",0.0521239835364411
"plaga","leczenie","unrelated","word","word",0.200284230031464
"seria","silnik","unrelated","word","word",0.189087777643597
"orgazm","zwykły","unrelated","word","word",0.101791073861428
"ciepły","pomarańczowy","unrelated","word","word",0.315543032362123
"poczta","zbroja","unrelated","word","word",0.204208092666138
"podróbka","samuraj","unrelated","word","word",0.162447860224695
"wspaniały","martwy","unrelated","word","word",0.237011013892353
"rzeczywistość","reaktor","unrelated","word","word",0.15633105003964
"śmiertelnie","tonąć","unrelated","word","word",0.174710935033588
"kolonia","śniadanie","unrelated","word","word",0.139744245635968
"karnawał","dezorientacja","unrelated","word","word",0.178226842263697
"porno","alarm","unrelated","word","word",0.087885360447809
"budżet","pole walki","unrelated","word","word",NA
"materialnie","ministerstwo","unrelated","word","word",0.0796316604958512
"seksualny","trójkąt","unrelated","word","word",0.307232547458199
"morski","płeć żeńska","unrelated","word","word",NA
"autograf","dokument","unrelated","word","word",0.315715016263669
"język angielski","śmieci","unrelated","word","word",NA
"operacyjny","godność","unrelated","word","word",0.162678464486815
"biurko","spaghetti","unrelated","word","word",0.169394205290835
"gabinet","kopiuj","unrelated","word","word",0.113989746960898
"wszechświat","system","unrelated","word","word",0.265299156855767
"warsztat","strategia","unrelated","word","word",0.0281757011552309
"artykuł","żółty","unrelated","word","word",0.224529990253912
"gdzie indziej","strefa","unrelated","word","word",NA
"fortepian","element","unrelated","word","word",0.188804799285043
"zmęczony","jajko","unrelated","word","word",0.0776582993768061
"większość","flota","unrelated","word","word",0.267258306886149
"ślepy","produkt","unrelated","word","word",0.105770220424963
"naiwny","przeciwnik","unrelated","word","word",0.207856652963923
"szaleństwo","nauczyciel","unrelated","word","word",0.0529809351040001
"duma","rozsądny","unrelated","word","word",0.0918483157427381
"zasługiwać","zawsze","unrelated","word","word",0.164330489384623
"wzgórze","mechaniczny","unrelated","word","word",0.0916822832419577
"kaszel","dziennikarz","unrelated","word","word",0.064984298872216
"niżej","goryl","unrelated","word","word",0.137720591294092
"małpa","planowanie","unrelated","word","word",0.0893681129512377
"najemca","komunikacja","unrelated","word","word",0.0944284137647497
"bawić się","badanie","unrelated","word","word",NA
"trener","zamek","unrelated","word","word",0.0670600878985451
"kilogram","koń","unrelated","word","word",0.236944920183499
"rzymski","zagrożenie","unrelated","word","word",0.0346725395310861
"chudy","masaż","unrelated","word","word",0.150994980543797
"listopad","syn","unrelated","word","word",0.0907981831019701
"banda","malarz","unrelated","word","word",0.0935026975283607
"błyskawica","pensja","unrelated","word","word",0.14937410081909
"sława","minuta","unrelated","word","word",0.255701307868981
"klakson","robić","unrelated","word","word",0.168203094908232
"iluzja","informacja","unrelated","word","word",0.35397383477014
"kanapka","nastolatek","unrelated","word","word",0.12407229760052
"balansować","pisać","unrelated","word","word",0.335189327035509
"kalendarz","majonez","unrelated","word","word",0.228352958200149
"kod","watson.","unrelated","word","word",NA
"kokaina","fizyczny","unrelated","word","word",0.189516775863451
"aids","akcent","unrelated","word","word",0.116874025227544
"współczujący","wynik","unrelated","word","word",0.120168596006439
"tuńczyk","bitwa","unrelated","word","word",0.126479494934498
"przywilej","kapelusz","unrelated","word","word",0.248634653896134
"baron","naprawdę","unrelated","word","word",0.103620321720804
"ideał","królik","unrelated","word","word",0.138648555576197
"oszukać","babcia","unrelated","word","word",0.103440650893061
"suma","religia","unrelated","word","word",0.236400274973073
"dynastia","wilk","unrelated","word","word",0.12041586910035
"pochlebiać","zorganizować","unrelated","word","word",0.187209047202845
"przyjęcie","iść","unrelated","word","word",0.227006509610762
"kurczak","obietnica","unrelated","word","word",0.134842605835979
"osoba","opis","unrelated","word","word",0.15692377617571
"wirus","chirurgia","unrelated","word","word",0.154236844972044
"dane","ciężko","unrelated","word","word",0.194470774212873
"źródło","naukowiec","unrelated","word","word",0.191079428843119
"podobny","mistrzostwo","unrelated","word","word",0.0760270749610468
"inspirować","rozczarowanie","unrelated","word","word",0.175719335628191
"narzędzie","obracać się","unrelated","word","word",NA
"mądry","świeca","unrelated","word","word",0.145964690862908
"instynkt","gitara","unrelated","word","word",0.129725418553617
"osobisty","w środku","unrelated","word","word",NA
"bankier","determinacja","unrelated","word","word",0.116392528582296
"finanse","podekscytowany","unrelated","word","word",0.0694003017907747
"ironia","świetnie","unrelated","word","word",0.145626611254209
"wchodzić","spotkanie","unrelated","word","word",0.0747894041781815
"atomowy","nóż","unrelated","word","word",0.135744907803313
"gniazdo","statek","unrelated","word","word",0.249421696048646
"ilość","lew","unrelated","word","word",0.0804930324145244
"połysk","rzadko","unrelated","word","word",0.0953588438050098
"żaba","przyczyna","unrelated","word","word",0.211199624210594
"prowadzić","procedura","unrelated","word","word",0.159931690666638
"połowa","pogrzebać","unrelated","word","word",0.15136445919417
"karmić","soda","unrelated","word","word",0.119030459639692
"wiosna","bić się","unrelated","word","word",NA
"rzeka","zwłoki","unrelated","word","word",0.169068324290383
"romeo.","reputacja","unrelated","word","word",NA
"senior","sygnał","unrelated","word","word",0.0682178618666148
"gęś","tygodniowo","unrelated","word","word",0.138147882743258
"głaz","korporacja","unrelated","word","word",0.0884929964075527
"kask","nowotwór","unrelated","word","word",0.127139295639504
"anarchia","misja","unrelated","word","word",0.262872897582172
"dowódca","czekolada","unrelated","word","word",0.166330707704112
"mnich","przenosić","unrelated","word","word",0.0939396504452784
"kościół","niepowodzenie","unrelated","word","word",0.0947489634367357
"biskup","piasek","unrelated","word","word",0.0991210678840884
"mafia","prywatność","unrelated","word","word",0.117971389418666
"filiżanka","kompletny","unrelated","word","word",0.149115625109406
"przemówienie","urzędnik","unrelated","word","word",0.125819866196101
"palec","gabinet","unrelated","word","word",0.136782003822156
"kelner","boska","unrelated","word","word",0.229636809797733
"piknik","powierzchnia","unrelated","word","word",0.129456947311383
"pasażer","heroina","unrelated","word","word",0.126645072381627
"kłamać","olbrzymi","unrelated","word","word",0.0476564875711039
"typowy","pocisk","unrelated","word","word",0.173774695503583
"sierociniec","taniec","unrelated","word","word",0.245943234021606
"świątynia","obiad","unrelated","word","word",0.0497415946759617
"diament","obrażenia","unrelated","word","word",0.0781428032864395
"pacjent","kryzys","unrelated","word","word",0.195977274929751
"szpital","książka","unrelated","word","word",0.163300057429918
"wdowa","kolano","unrelated","word","word",0.135883447646589
"kochanka","małżeństwo","unrelated","word","word",0.221675087165994
"ramię","możliwość","unrelated","word","word",0.0948505210666783
"dramat","galaktyka","unrelated","word","word",0.114087928548796
"inspektor","hojny","unrelated","word","word",0.143251147850112
"zamawiać","imperium","unrelated","word","word",0.0350607241275568
"całkowity","czapka","unrelated","word","word",0.165434998396555
"oprogramowanie","umierać","unrelated","word","word",0.044022352756112
"nawigacja","okup","unrelated","word","word",0.105886624510263
"rasistowski","wyrok","unrelated","word","word",0.146112579352742
"osioł","schron","unrelated","word","word",0.162683736274667
"centrum","marketing","unrelated","word","word",0.198043241542462
"wycieczka","administracyjny","unrelated","word","word",0.106958070647516
"rum","wczoraj","unrelated","word","word",0.0974159366494715
"koniec","test","unrelated","word","word",0.160233298195924
"usługa","mecz","unrelated","word","word",0.0449790912849712
"prawo","sprzedać","unrelated","word","word",0.0542189031555875
"badanie","nieprzyjemny","unrelated","word","word",0.134114709941076
"kontynuować","głupota","unrelated","word","word",0.0977588012152222
"oryginalny","zabawka","unrelated","word","word",0.152899056200276
"spółka","dzielnica","unrelated","word","word",0.258443333777296
"pies","ludzie","unrelated","word","word",0.188880602709569
"rodeo","kochanek","unrelated","word","word",0.0465507910932086
"potwór","wrażliwy","unrelated","word","word",0.161569983242256
"wyobraźnia","chusteczka","unrelated","word","word",0.234388294135758
"królowa","zamówienie","unrelated","word","word",0.0717419135788431
"królewski","zamknięte","unrelated","word","word",0.113139116926721
"lis","uczucie","unrelated","word","word",0.0901296147344357
"faza","widelec","unrelated","word","word",0.0966080497208416
"tyłek","bawełna","unrelated","word","word",0.0946833484604594
"złodziej","hamburger","unrelated","word","word",0.250075044180926
"sytuacja","przyjazny","unrelated","word","word",0.182995779652387
"stół","funkcjonalny","unrelated","word","word",0.0833041641721976
"księżniczka","sklep","unrelated","word","word",0.0517524866972857
"biblia","wydać","unrelated","word","word",0.106760171733286
"piekarnik","diabeł","unrelated","word","word",0.23987367422829
"reklama w telewizji","romantyk","unrelated","word","word",NA
"sprzedawca","tradycyjny","unrelated","word","word",0.13678767025947
"koszula","miasto","unrelated","word","word",0.103694730078195
"względny","zabić","unrelated","word","word",0.184911829222863
"baza","delikatny","unrelated","word","word",0.0743446377741403
"zakład","odświeżać","unrelated","word","word",0.0813749669385458
"załaduj","obrzydliwe","unrelated","word","word",0.0619177824967537
"dżungla","wąż gumowy","unrelated","word","word",NA
"przebaczenie","niepokoić się","unrelated","word","word",NA
"grunt","architekt","unrelated","word","word",0.144294589571225
"niemożliwy","na około","unrelated","word","word",NA
"kabina prysznicowa","wsparcie","unrelated","word","word",NA
"terapia","ważny","unrelated","word","word",0.0263606998352122
"mit","zmuszać","unrelated","word","word",0.0710908572695689
"alkohol","kropka","unrelated","word","word",0.10967039101478
"chirurg","drzwi","unrelated","word","word",0.119698007918228
"ciemność","tajemnica","unrelated","word","word",0.308131196670009
"smok","zapytać się","unrelated","word","word",NA
"prawidłowy","prezydent","unrelated","word","word",0.127054097146941
"konserwatywny","książę","unrelated","word","word",0.133143794427005
"członek","łódź","unrelated","word","word",0.024257871251657
"taxi","często","unrelated","word","word",0.100088834512673
"łańcuch","żółw","unrelated","word","word",0.229421888163357
"czerwiec","drut","unrelated","word","word",0.183511027191017
"telegram","unikalny","unrelated","word","word",0.0698734686082653
"sztuka","fotograf","unrelated","word","word",0.202326749753079
"ssać","cyniczny","unrelated","word","word",0.0995324104009536
"łódź podwodna","praca","unrelated","word","word",NA
"miejsce","wanilia","unrelated","word","word",0.0802879213479991
"regionalny","artyleria","unrelated","word","word",0.143900334133505
"lądowanie","pokonać","unrelated","word","word",0.0977088319764955
"terminal","ordynans","unrelated","word","word",0.225442917170824
"sofa","definicja","unrelated","word","word",0.256585964622797
"populacja","cyrk","unrelated","word","word",0.167626626155017
"odbicie","nagranie","unrelated","word","word",0.329016462161217
"upuść","mąka","unrelated","word","word",0.265114355314425
"keczup","wiersz","unrelated","word","word",0.15699598131557
"ziarno","życzenie","unrelated","word","word",0.21349841396499
"minimum","wybór","unrelated","word","word",0.0847210246072966
"artysta","wyrazić","unrelated","word","word",0.295875060676216
"mało","siostrzeniec","unrelated","word","word",0.0550205530257
"rozwód","rodzina","unrelated","word","word",0.239923255845683
"kontrola","jądrowy","unrelated","word","word",0.121950219052925
"kompas","przeziębienie","unrelated","word","word",0.144653458140225
"reklama","śmieszne","unrelated","word","word",0.19304857499483
"żywy","świnia","unrelated","word","word",0.189906931410366
"morski","wschód","unrelated","word","word",0.147367195644852
"pirat","śmiech","unrelated","word","word",0.178658502292678
"joga","mózgowy","unrelated","word","word",0.142927605129308
"kochanie","prosty","unrelated","word","word",0.10977440553131
"robot","mrówka","unrelated","word","word",0.2927227543739
"fizyka","garaż","unrelated","word","word",0.102637467879303
"bomba","płomień","unrelated","word","word",0.233872250402546
"biegunka","naciskać","unrelated","word","word",0.0933806940954009
"techniczny","szczęśliwy","unrelated","word","word",0.201893564307614
"turniej","sprawiedliwość","unrelated","word","word",0.142596417661818
"trofeum","aktualności","unrelated","word","word",0.109836641309825
"artefakt","batalion","unrelated","word","word",0.196236069641646
"żelazo","uprowadzać","unrelated","word","word",0.114907385333923
"kilometr","las","unrelated","word","word",0.228716395333369
"chmura","płyn","unrelated","word","word",0.130318693826338
"stolica","regulator czasowy","unrelated","word","word",NA
"nerw","molwa","unrelated","word","word",NA
"mięso wieprzowe","absolwent","unrelated","word","word",NA
"połączenie","mocz","unrelated","word","word",0.0461732569168817
"kamera","piekło","unrelated","word","word",0.0684902347642605
"teleskop","dziecko","unrelated","word","word",0.146274054958903
"tatuś","talia kart","unrelated","word","word",NA
"milion","gabinet","unrelated","word","word",0.156740828973781
"nienawidzić","zawartość","unrelated","word","word",0.0808100505540201
"ambasador","wolny","unrelated","word","word",0.0697714221191097
"ambasada","ocean","unrelated","word","word",0.151650104090996
"plus","urodziny","unrelated","word","word",0.0898981161970352
"druga","ręcznik","unrelated","word","word",0.138907666631114
"zadanie","wyścigi","unrelated","word","word",0.11032010025825
"konkurencja","nagi","unrelated","word","word",0.111818937133137
"stary","samolubny","unrelated","word","word",0.319276365153464
"kij","o","unrelated","word","word",0.0790148839420953
"krew","wideo","unrelated","word","word",0.105298380708912
"suchy","efekt","unrelated","word","word",0.134979645328203
"ming.","uważać","unrelated","word","word",NA
"ekran","w górę","unrelated","word","word",NA
"zabójca","ostatecznie","unrelated","word","word",0.163193841140554
"najemnik","sieć","unrelated","word","word",0.114335872359002
"samobójstwo","prawny","unrelated","word","word",0.117806913091586
"aspiryna","ślub","unrelated","word","word",0.10776640103649
"hotel","pokojówka","unrelated","word","word",0.291222025135874
"rozmowa","adres","unrelated","word","word",0.1061112336009
"mózg","wiarygodny","unrelated","word","word",0.130165672352098
"szansa","duch","unrelated","word","word",0.16146810038535
"pszczoła","cząstka","unrelated","word","word",0.249138920461368
"odznaka","psychologia","unrelated","word","word",0.297626933869484
"ewolucja","nieznany","unrelated","word","word",0.163687823181803
"biblioteka","zwolnienie","unrelated","word","word",0.0643901199476045
"piosenkarz","imponować","unrelated","word","word",0.196705212819405
"jazz","północ","unrelated","word","word",0.117632370348647
"czysty","próba","unrelated","word","word",0.0708797792768099
"rozważać","spierać się","unrelated","word","word",NA
"okrągły","zbrojownia","unrelated","word","word",0.154951997388111
"wieczny","młot","unrelated","word","word",0.1621412536404
"przycisk","bar","unrelated","word","word",0.157468676227186
"czujnik","dama","unrelated","word","word",0.12526905350713
"już","telefon","unrelated","word","word",0.162904221052058
"nagi","ogólnie","unrelated","word","word",0.133809232723884
"pilne","słońce","unrelated","word","word",0.101123300727067
"nagrywać","zdarzyć","unrelated","word","word",0.19394587882486
"nobel.","autorytet","unrelated","word","word",NA
"premia","trzymać","unrelated","word","word",0.132530546309434
"finał","mundur","unrelated","word","word",0.130211056322568
"ofiara","zastąpić","unrelated","word","word",0.0411704749693131
"naprawić","intuicja","unrelated","word","word",0.0827252386916281
"faktycznie","pocisk","unrelated","word","word",0.107180763353575
"kraj","słyszeć","unrelated","word","word",0.0625614361833604
"nastoletni","konserwacja","unrelated","word","word",0.0448333391654947
"pierścień","komputer","unrelated","word","word",0.223505979739863
"uczyć się","lekki","unrelated","word","word",NA
"student","uniwersytet","unrelated","word","word",0.4555822883578
"technologia","spacerować","unrelated","word","word",0.0554431858959076
"geniusz","biologiczny","unrelated","word","word",0.185563404568432
"przezwisko","ciasto","unrelated","word","word",0.254141540016991
"pozytywny","dodatkowy","unrelated","word","word",0.291923414256622
"zmartwiony","złapać","unrelated","word","word",0.0709103311856912
"ryzykowny","siedzieć","unrelated","word","word",0.0916575763073213
"niebo","pilot","unrelated","word","word",0.231439669440094
"brązowy","słodki","unrelated","word","word",0.408380359281716
"sobota","zanik","unrelated","word","word",0.111577794141017
"nierozsądny","tornado","unrelated","word","word",0.0750480312807426
"obawa","ćwiczenie","unrelated","word","word",0.158121959704162
"sukces","honor","unrelated","word","word",0.286968022113664
"niewygodny","potroić","unrelated","word","word",0.0931012349281558
"robi wrażenie","nieodpowiedzialny","unrelated","word","word",NA
"nagle","negatywny","unrelated","word","word",0.0973986475388426
"niesprawiedliwość","kierowca","unrelated","word","word",0.114712824420116
"niefortunny","więzienie","unrelated","word","word",0.0718536630382794
"ubóstwo","wcześnie","unrelated","word","word",0.177120594217844
"niemożność","cztery","unrelated","word","word",0.106926844594986
"anonimowy","klasztor","unrelated","word","word",0.100573912387665
"wyjątkowy","wkładać","unrelated","word","word",0.11608956185832
"zdrowy","pełny","unrelated","word","word",0.328714482261124
"usta","temperatura","unrelated","word","word",0.162728355632509
"guz","oblicz","unrelated","word","word",0.129652156632185
"miecz","wiara","unrelated","word","word",0.232734761314076
"na zewnątrz","bezwartościowy","unrelated","word","word",NA
"ufo.","budynek","unrelated","word","word",NA
"przekąska","powrót","unrelated","word","word",0.132947092951303
"gwarancja","samotny","unrelated","word","word",0.114507259583908
"liczyć","stal","unrelated","word","word",0.0850339054405831
"odpowiedzialność","przeszłość","unrelated","word","word",0.294043878887041
"skraść","nadal","unrelated","word","word",0.143700248193749
"skręcać","przedmiot","unrelated","word","word",0.0995089060434566
"rana","kapitan","unrelated","word","word",0.112612161176399
"zniewaga","chory","unrelated","word","word",0.142739599494904
"brudny","ustęp","unrelated","word","word",0.188210119529775
"popatrz","oskarżenie","unrelated","word","word",0.018708954545142
"promień","pomidor","unrelated","word","word",0.19814861813626
"morze","brzuszny","unrelated","word","word",0.0928525892333847
"obserwacja","morderstwo","unrelated","word","word",0.195534829515318
"czekać","kazanie","unrelated","word","word",0.167529148734523
"wyraźnie","emocjonalny","unrelated","word","word",0.172628054077834
"dna.","kupujący","unrelated","word","word",NA
"zarządzać","senat","unrelated","word","word",0.209782337903716
"odpowiedź","stosowanie","unrelated","word","word",0.156044778227728
"świeży","zespół","unrelated","word","word",0.155605509554605
"szlachetny","wentylacja","unrelated","word","word",0.108902423433156
"naturalnie","rząd","unrelated","word","word",0.114348250284651
"ściana","jesień","unrelated","word","word",0.20702652064702
"mama","dobrowolnie","unrelated","word","word",0.0884101730705009
"zło","metal","unrelated","word","word",0.223448209804406
"brutalny","jedna czwarta","unrelated","word","word",NA
"porywacz","panna młoda","unrelated","word","word",NA
"duża","gruby","unrelated","word","word",0.32373604438198
"węgiel","szybki","unrelated","word","word",0.149021770843627
"wybór","wenus","unrelated","word","word",0.0742088321640784
"profil","komunistyczny","unrelated","word","word",0.156335242088299
"opór","przyjemny","unrelated","word","word",0.184417372474017
"wychodzić","lokalizacja","unrelated","word","word",0.113065737140649
"planeta","pościg","unrelated","word","word",0.0625410035697104
"nadczłowiek","ryba","unrelated","word","word",0.198777105695139
"skarga","rozbój","unrelated","word","word",0.311087061185957
"postać","wizja","unrelated","word","word",0.362650994587515
"wreszcie","pozycja","unrelated","word","word",0.103138563243057
"tylko","myć się","unrelated","word","word",NA
"komentarz","lina","unrelated","word","word",0.0655565999406783
"spisek","żuć","unrelated","word","word",0.0420070334635657
"pękać","polityk","unrelated","word","word",0.102527943834693
"pająk","wojownik","unrelated","word","word",0.239320015726376
"jabłko","hrabina","unrelated","word","word",0.0964656959631183
"cześć","długość","unrelated","word","word",0.0470920870810385
"koperta","lot","unrelated","word","word",0.0941094395642894
"gaz","tlen","unrelated","word","word",0.468698280610857
"pan młody","muzyk","unrelated","word","word",NA
"tytoń","zakurzony","unrelated","word","word",0.257431006097037
"nadprzyrodzony","słoneczny","unrelated","word","word",0.234754572382469
"entuzjazm","strach","unrelated","word","word",0.421772169902416
"bilet","podstawowa","unrelated","word","word",0.0917753919844328
"strażnik","kupiec","unrelated","word","word",0.30908792309863
"wrzesień","halucynacja","unrelated","word","word",0.0873557543449331
"pusty","brak","unrelated","word","word",0.19797009624331
"pochwa","elektryczny","unrelated","word","word",0.128824374805322
"emerytura","zwykle","unrelated","word","word",0.156173713731861
"pomadka","minister","unrelated","word","word",0.0273786740553923
"pogląd","talerz","unrelated","word","word",0.201882184791191
"błoto","silnie","unrelated","word","word",0.116169948760249
"raj","sztuka","unrelated","word","word",0.169401398228211
"czar","koncert","unrelated","word","word",0.148817080808928
"ładny","wybrzeże","unrelated","word","word",0.113317700439634
"gotówka","dolny","unrelated","word","word",0.183117610958871
"tablet","połączenie","unrelated","word","word",0.245409488346638
"trzeźwy","niebieski","unrelated","word","word",0.22081949807827
"koszykówka","pozostać","unrelated","word","word",0.0939721089762165
"astronauta","błąd","unrelated","word","word",0.108930775977101
"album","jasny","unrelated","word","word",0.117474749909091
"czytać","dowód","unrelated","word","word",0.0512608555157606
"poeta","prośba","unrelated","word","word",0.0956619923653684
"czytanie","październik","unrelated","word","word",0.168213583627949
"karabin","gwizdać","unrelated","word","word",0.122949901601266
"drink","protokół","unrelated","word","word",0.150025926040302
"przygotowanie","tron","unrelated","word","word",0.106308655150643
"cement","bogaty","unrelated","word","word",0.156919946708247
"mężczyzna","miłość","unrelated","word","word",0.278410345405249
"ogień","łazienka","unrelated","word","word",0.117097026856065
"płyn","eksplozja","unrelated","word","word",0.130425373775711
"utopić","perspektywiczny","unrelated","word","word",0.124519825662812
"uwaga","potwierdzać","unrelated","word","word",0.135923368470161
"kaliber","tragiczny","unrelated","word","word",0.127379959988582
"rakieta","trwać","unrelated","word","word",0.162848326708874
"wątpliwość","strajk","unrelated","word","word",0.095735621895542
"dumny","długopis","unrelated","word","word",0.057596307521245
"znaczek","przeznaczenie","unrelated","word","word",0.20072543752391
"formularz","porucznik","unrelated","word","word",0.205540574904068
"wtórny","harmonia","unrelated","word","word",0.112805812413413
"jednostka","wesoły","unrelated","word","word",-0.0199643456079172
"trumna","opcja","unrelated","word","word",0.302966211222658
"kopać","dziękować","unrelated","word","word",0.225911319189629
"raport","żona","unrelated","word","word",0.0984941058627576
"hazard","indywidualny","unrelated","word","word",0.0863008404718013
"niania","armia","unrelated","word","word",0.262509932469487
"zwycięstwo","czwarty","unrelated","word","word",0.143619537356141
"kontakt","badacz","unrelated","word","word",0.208029585034353
"arena","wspierać","unrelated","word","word",0.136922990901845
"warga","zły","unrelated","word","word",0.147554262201432
"krytyczny","przestraszyć","unrelated","word","word",0.113180164248385
"polityka","wygórowanie","unrelated","word","word",0.195101494663089
"dziennikarstwo","detektyw","unrelated","word","word",0.249239116591141
"południe","walizka","unrelated","word","word",0.113893402650865
"środek nocy","śliczny","unrelated","word","word",NA
"zielony","teoria","unrelated","word","word",0.0930518743570463
"ziemniak","snajper","unrelated","word","word",0.251519980179397
"reszta","klinika","unrelated","word","word",0.106652231488478
"kontrakt","właściciel","unrelated","word","word",0.220778476194217
"zatoka","poświęcenie","unrelated","word","word",0.120840100365758
"kieszeń","brama","unrelated","word","word",0.256131337528447
"sierżant","lipiec","unrelated","word","word",0.142676356865633
"śledzić","pasja","unrelated","word","word",0.0872833545347092
"jedzenie","realistyczny","unrelated","word","word",0.0928113908130818
"opinia","poznać","unrelated","word","word",0.194600595971219
"wierność","wędkarstwo","unrelated","word","word",0.165923539810742
"podwójnie","sukienka","unrelated","word","word",0.0765227520717693
"niezbędny","piękny","unrelated","word","word",0.355165602627919
"potwierdzenie","blisko","unrelated","word","word",0.174403025593668
"mówić","kaplica","unrelated","word","word",0.140908425561205
"warstwa","jakość","unrelated","word","word",0.237164173681631
"pogratulować","tytuł","unrelated","word","word",0.152732489016835
"plecy","drzewo","unrelated","word","word",0.225728059766572
"zobaczyć","mikroskop","unrelated","word","word",0.225821294990408
"zostawać","wykonanie","unrelated","word","word",0.0987831034487036
"dopuszczać","plastikowy","unrelated","word","word",0.0830331363992905
"status","profesjonalny","unrelated","word","word",0.157453145625768
"kredyt","sypialnia","unrelated","word","word",0.108206037106063
"stanowisko","cmentarz","unrelated","word","word",0.0865938150204527
"rolnik","tata","unrelated","word","word",0.299333237822069
"głód","morfina","unrelated","word","word",0.240827843485645
"dosłownie","intymny","unrelated","word","word",0.135898941384515
"prawdopodobieństwo","kartel","unrelated","word","word",0.107472664968141
"może","motel","unrelated","word","word",0.15024556618224
"prawda","przynęta","unrelated","word","word",0.205853190549516
"zło","wysokość","unrelated","word","word",0.0947177698188225
"nielegalny","stacja","unrelated","word","word",0.113670761369803
"dystans","kwiat","unrelated","word","word",0.148954610304943
"komplement","występ","unrelated","word","word",0.240493035293209
"kanclerz","informator","unrelated","word","word",0.319653041834469
"próbować","tydzień","unrelated","word","word",0.133149006543882
"kłopoty","rozumiesz","unrelated","word","word",0.147185773745759
"proces","klasztor","unrelated","word","word",0.0999889313066729
"fabryka","ścieżka","unrelated","word","word",0.295416539227878
"stwórz","pistolet","unrelated","word","word",0.0864697602674529
"marka","łatwo","unrelated","word","word",0.0647775602676963
"amator","atlantycki","unrelated","word","word",0.184317413258923
"dziekan","skok","unrelated","word","word",0.068339112085343
"projekt","nauki ścisłe","unrelated","word","word",NA
"prawnik","głupi","unrelated","word","word",0.132602866875914
"zanieczyszczenie","ciężko","unrelated","word","word",0.0921170535308453
"popyt","ucieczka","unrelated","word","word",0.084612020061817
"po prostu","dynamit","unrelated","word","word",NA
"reguła","wiedza","unrelated","word","word",0.202183432987337
"model","papieros","unrelated","word","word",0.25823530681267
"zbadać","boston","unrelated","word","word",0.0565454746300872
"prywatny","owad","unrelated","word","word",0.156269390587392
"drzemka","klient","unrelated","word","word",0.0833043260062735
"naprzeciw","krupon","unrelated","word","word",NA
"wróg","liberał","unrelated","word","word",0.247903050065898
"obiekt","hiv","unrelated","word","word",0.132422471017602
"milioner","chłopiec","unrelated","word","word",0.254664530637173
"ruszaj się","ostatnio","unrelated","word","word",NA
"grzech","sto","unrelated","word","word",0.0899759673915761
"przestraszyć","naszyjnik","unrelated","word","word",0.10896782903946
"przerwać","przestępczość","unrelated","word","word",0.0708205353393165
"przyszły","chwała","unrelated","word","word",0.0721141867472286
"gorąco","jezioro","unrelated","word","word",0.125979748341066
"los","pływać","unrelated","word","word",0.0487917211566828
"relacja na żywo","opuścić","unrelated","word","word",NA
"powód","pieniądze","unrelated","word","word",0.132758313504285
"gotowy","nagły wypadek","unrelated","word","word",NA
"współpracownik","oświadczenie","unrelated","word","word",0.242004683545581
"relacja","podpisać","unrelated","word","word",0.128534305834539
"grzeczny","sonda","unrelated","word","word",0.059006366096646
"wygodna","praktycznie","unrelated","word","word",0.11770388361979
"pułapka","julia","unrelated","word","word",0.125260909888149
"przysięgać","okrucieństwo","unrelated","word","word",0.227923620772364
"anatomia","odnieść sukces","unrelated","word","word",NA
"medyczny","lewy","unrelated","word","word",0.305414629931792
"motyl","tani","unrelated","word","word",0.115695379496151
"tłum","zły","unrelated","word","word",0.0994660891878575
"ogólny","kurtka","unrelated","word","word",0.0846971121131786
"popiół","miliard","unrelated","word","word",0.20855332208059
"smaczny","inwestować","unrelated","word","word",0.114467717438139
"przyjemność","test","unrelated","word","word",0.110644304347584
