target_word_unique,word_combo_related,cue_word_related,word_combo_unrelated,cue_word_unrelated
गर्भावस्था,जन्मगर्भावस्था,जन्म,दिशा सूचक यंत्रगर्भावस्था,दिशा सूचक यंत्र
ज़रूरत,ज़रूरीज़रूरत,ज़रूरी,सत्कारज़रूरत,सत्कार
वध,ज़हरवध,ज़हर,असामान्यवध,असामान्य
जांचना,जाँचजांचना,जाँच,सेवाजांचना,सेवा
संगीत,जाजसंगीत,जाज,मेलसंगीत,मेल
साम्यवादी,नस्लवादीसाम्यवादी,नस्लवादी,हार्मोनसाम्यवादी,हार्मोन
जादूगर,जादूजादूगर,जादू,डूबनाजादूगर,डूबना
जानवर,पशुजानवर,पशु,बधाईजानवर,बधाई
प्रलोभन,जालप्रलोभन,जाल,संघीयप्रलोभन,संघीय
गद्दार,जासूसगद्दार,जासूस,विज्ञापनगद्दार,विज्ञापन
तोड़-फोड़,जासूसीतोड़-फोड़,जासूसी,झपकीतोड़-फोड़,झपकी
स्वार्थी,ज़िद्दीस्वार्थी,ज़िद्दी,लोहास्वार्थी,लोहा
कर्तव्य,ज़िम्मेदारीकर्तव्य,ज़िम्मेदारी,शूटरकर्तव्य,शूटर
ट्रक,जीपट्रक,जीप,आँसूट्रक,आँसू
मृत,जीवितमृत,जीवित,डालनामृत,डालना
पोकर,जुआपोकर,जुआ,पेटपोकर,पेट
जुलाई,जूनजुलाई,जून,विरासतजुलाई,विरासत
बटुआ,जेबबटुआ,जेब,जादूबटुआ,जादू
खतरा,जोखिमखतरा,जोखिम,कागज़खतरा,कागज़
खतरनाक,जोखिम भराखतरनाक,जोखिम भरा,तलाकखतरनाक,तलाक
पिशाच,ज़ोंबीपिशाच,ज़ोंबी,बातचीतपिशाच,बातचीत
प्रतीक,झंडाप्रतीक,झंडा,रातप्रतीक,रात
चहलक़दमी,झपकीचहलक़दमी,झपकी,चैनलचहलक़दमी,चैनल
झूठा,झूठझूठा,झूठ,बाहर जाएंझूठा,बाहर जाएं
विवाद,टकरावविवाद,टकराव,मकड़ीविवाद,मकड़ी
चोट का निसान,टैटूचोट का निसान,टैटू,आश्चर्यचोट का निसान,आश्चर्य
हवाई अड्डा,टर्मिनलहवाई अड्डा,टर्मिनल,प्रशंसनीयहवाई अड्डा,प्रशंसनीय
मकसद,कार्यमकसद,कार्य,करतेमकसद,करते
पासपोर्ट,टिकटपासपोर्ट,टिकट,संकल्पनापासपोर्ट,संकल्पना
बयान,टिप्पणीबयान,टिप्पणी,ज़हरबयान,ज़हर
टुकड़ा,खंडटुकड़ा,खंड,कभी - कभीटुकड़ा,कभी - कभी
युक्ति,टुकड़ायुक्ति,टुकड़ा,सभ्ययुक्ति,सभ्य
लॉबस्टर,टूनालॉबस्टर,टूना,बाइबिललॉबस्टर,बाइबिल
मैच,टूर्नामेंटमैच,टूर्नामेंट,मजबूरमैच,मजबूर
कुर्सी,मेजकुर्सी,मेज,समाजकुर्सी,समाज
यन्त्र,टैंकयन्त्र,टैंक,कष्टयन्त्र,कष्ट
लिमोसिन,टैक्सीलिमोसिन,टैक्सी,कुछ नहींलिमोसिन,कुछ नहीं
सूअर का मांस,टोस्टसूअर का मांस,टोस्ट,भाग्यसूअर का मांस,भाग्य
वैन,ट्रेलरवैन,ट्रेलर,विधवावैन,विधवा
पदक,ट्रॉफीपदक,ट्रॉफी,मार्गपदक,मार्ग
हां,ठीकहां,ठीक,की जांचहां,की जांच
मरम्मत,ठीक करनामरम्मत,ठीक करना,लोमड़ीमरम्मत,लोमड़ी
क्लासिक,ठेठक्लासिक,ठेठ,क्लबक्लासिक,क्लब
इस्पात,ठोसइस्पात,ठोस,डेस्कइस्पात,डेस्क
डरना,डरानाडरना,डराना,आक्रमणडरना,आक्रमण
डर,डरावनीडर,डरावनी,परियोजनाडर,परियोजना
हस्ताक्षर,डाक टिकटहस्ताक्षर,डाक टिकट,साधारणहस्ताक्षर,साधारण
रखना,डालनारखना,डालना,प्रशासनरखना,प्रशासन
स्नातक,डिप्लोमास्नातक,डिप्लोमा,शस्त्रागारस्नातक,शस्त्रागार
थैला,डिब्बाथैला,डिब्बा,ज़रूरीथैला,ज़रूरी
अंगुली की छाप,डीएनएअंगुली की छाप,डीएनए,सुखदअंगुली की छाप,सुखद
प्रोफ़ेसर,डीनप्रोफ़ेसर,डीन,आदर करनाप्रोफ़ेसर,आदर करना
वीडियो,डीवीडीवीडियो,डीवीडी,महलवीडियो,महल
तैरना,डूबनातैरना,डूबना,रिपोर्टरतैरना,रिपोर्टर
कार्यालय,डेस्ककार्यालय,डेस्क,पढ़नाकार्यालय,पढ़ना
यांत्रिक,तकनीकीयांत्रिक,तकनीकी,सागरतटयांत्रिक,सागरतट
लाश,तनलाश,तन,रायलाश,राय
डिप्रेशन,तनावडिप्रेशन,तनाव,भालूडिप्रेशन,भालू
सिगरेट,तंबाकूसिगरेट,तंबाकू,गधासिगरेट,गधा
तरल,द्रवतरल,द्रव,अकेलेतरल,अकेले
तकनीक,तरीकातकनीक,तरीका,कुलाधिपतितकनीक,कुलाधिपति
चाकू,तलवारचाकू,तलवार,विजयचाकू,विजय
शादी,तलाकशादी,तलाक,इकाईशादी,इकाई
पाना,तलाशीपाना,तलाशी,युद्धपाना,युद्ध
बल,ताकतबल,ताकत,स्वास्थ्यबल,स्वास्थ्य
सिंहासन,ताजसिंहासन,ताज,अवलोकनसिंहासन,अवलोकन
ताज़ा करना,ताज़ाताज़ा करना,ताज़ा,इस्तीफाताज़ा करना,इस्तीफा
अंतिम संस्कार,ताबूतअंतिम संस्कार,ताबूत,श्रेयअंतिम संस्कार,श्रेय
पत्र,तारपत्र,तार,राइफलपत्र,राइफल
अंदाज,तालअंदाज,ताल,भूमिअंदाज,भूमि
चिड़िया,तितलीचिड़िया,तितली,आदेशचिड़िया,आदेश
चौथा,तीसराचौथा,तीसरा,परिवर्तनचौथा,परिवर्तन
बवंडर,तूफानबवंडर,तूफान,दासबवंडर,दास
तैयार,उद्यततैयार,उद्यत,संभावनातैयार,संभावना
योजना,तैयारीयोजना,तैयारी,शेरिफयोजना,शेरिफ
गलती,त्रुटिगलती,त्रुटि,अपहरण करनागलती,अपहरण करना
ऊतक,त्वचाऊतक,त्वचा,नोबेलऊतक,नोबेल
भूखा,थका हुआभूखा,थका हुआ,सॉफ्टवेयरभूखा,सॉफ्टवेयर
छोटा,थोड़ाछोटा,थोड़ा,अवस्थाछोटा,अवस्था
उत्तर,दक्षिणउत्तर,दक्षिण,निर्माताउत्तर,निर्माता
वेस्टर्न,दक्षिणवेस्टर्न,दक्षिण,एजेंटवेस्टर्न,एजेंट
कैद होना,दंडकैद होना,दंड,टैंककैद होना,टैंक
उदार,करुणाउदार,करुणा,ब्रांडउदार,ब्रांड
छेद,दरारछेद,दरार,कविछेद,कवि
जाओ,आओजाओ,आओ,मात्राजाओ,मात्रा
धर्म,दर्शनधर्म,दर्शन,घातकधर्म,घातक
एक अरब,दस लाखएक अरब,दस लाख,सहज रूप मेंएक अरब,सहज रूप में
जी मिचलाना,दस्तजी मिचलाना,दस्त,कठिनजी मिचलाना,कठिन
नौकरानी,दाईनौकरानी,दाई,पैरानॉयडनौकरानी,पैरानॉयड
दादी मा,दादादादी मा,दादा,मनोहरदादी मा,मनोहर
दान,दान पुण्यदान,दान पुण्य,रोजदान,रोज
वनीला,दालचीनीवनीला,दालचीनी,दादावनीला,दादा
नौकर,दासनौकर,दास,बनानानौकर,बनाना
सेरिब्रल,दिमागसेरिब्रल,दिमाग,शौकसेरिब्रल,शौक
नक्शा,दिशा सूचक यंत्रनक्शा,दिशा सूचक यंत्र,निष्पक्षनक्शा,निष्पक्ष
मोमबत्ती,दीपकमोमबत्ती,दीपक,बनावटमोमबत्ती,बनावट
बाड़,दीवारबाड़,दीवार,पिघलबाड़,पिघल
दुकान,मिलदुकान,मिल,बुद्धूदुकान,बुद्धू
दयनीय,दीनदयनीय,दीन,प्रयोगदयनीय,प्रयोग
दुखद,दुखीदुखद,दुखी,घावदुखद,घाव
दुर्भाग्य,बदकिस्मतदुर्भाग्य,बदकिस्मत,होशियारदुर्भाग्य,होशियार
प्रतिद्वंद्वी,दुश्मनप्रतिद्वंद्वी,दुश्मन,खरोंचप्रतिद्वंद्वी,खरोंच
मंत्री,दूतमंत्री,दूत,वापसमंत्री,वापस
मंत्रालय,दूतावासमंत्रालय,दूतावास,एहसासमंत्रालय,एहसास
रस,दूधरस,दूध,अंदर कारस,अंदर का
माइक्रोस्कोप,दूरबीनमाइक्रोस्कोप,दूरबीन,सुंदर हेमाइक्रोस्कोप,सुंदर हे
गति,दूरीगति,दूरी,प्रेरित करनागति,प्रेरित करना
दुल्हन,दूल्हादुल्हन,दूल्हा,दक्षिणदुल्हन,दक्षिण
विकिरण,दूषणविकिरण,दूषण,कक्षाविकिरण,कक्षा
मिनट,सेकंडमिनट,सेकंड,दान पुण्यमिनट,दान पुण्य
एजेंसी,फर्मएजेंसी,फर्म,बरोनएजेंसी,बरोन
दृढ़ता से,मजबूती सेदृढ़ता से,मजबूती से,शव परीक्षणदृढ़ता से,शव परीक्षण
परिप्रेक्ष्य,दृश्यपरिप्रेक्ष्य,दृश्य,सितंबरपरिप्रेक्ष्य,सितंबर
निगरानी,देखनानिगरानी,देखना,चाचानिगरानी,चाचा
मिलना,देखोमिलना,देखो,छड़ीमिलना,छड़ी
शीघ्र,देरशीघ्र,देर,स्क्रीनशीघ्र,स्क्रीन
शैतान,देवदूतशैतान,देवदूत,प्रश्नशैतान,प्रश्न
राष्ट्र,देशराष्ट्र,देश,काफ़ीराष्ट्र,काफ़ी
चार,दोचार,दो,चैंपियनचार,चैंपियन
तिहरा,दोहरातिहरा,दोहरा,असरतिहरा,असर
टहलना,दौड़नाटहलना,दौड़ना,भौतिक विज्ञानटहलना,भौतिक विज्ञान
दरवाजा,द्वारदरवाजा,द्वार,प्रशंसादरवाजा,प्रशंसा
खींचना,धकेलनाखींचना,धकेलना,टूर्नामेंटखींचना,टूर्नामेंट
दबाव,नाड़ीदबाव,नाड़ी,घृणितदबाव,घृणित
समारोह,धार्मिक संस्कारसमारोह,धार्मिक संस्कार,बास्केटबालसमारोह,बास्केटबाल
तेज़,धीरेतेज़,धीरे,दोतेज़,दो
जल्दी जल्दी,धीरे सेजल्दी जल्दी,धीरे से,शॉटजल्दी जल्दी,शॉट
सिगार,धुआंसिगार,धुआं,कदमसिगार,कदम
करुणा,धैर्यकरुणा,धैर्य,पिरामिडकरुणा,पिरामिड
आकर्षित,ध्यानआकर्षित,ध्यान,संग्रामआकर्षित,संग्राम
बेकार,व्यर्थबेकार,व्यर्थ,कपबेकार,कप
धन,नकदधन,नकद,बादलधन,बादल
नंगा,नग्ननंगा,नग्न,सेबनंगा,सेब
परिणाम,नतीजापरिणाम,नतीजा,निषिद्धपरिणाम,निषिद्ध
झील,नदीझील,नदी,श्रृंखलाझील,श्रृंखला
अलविदा,नमस्तेअलविदा,नमस्ते,गुर्दाअलविदा,गुर्दा
प्रोटोटाइप,नमूनाप्रोटोटाइप,नमूना,अल्पाहारप्रोटोटाइप,अल्पाहार
नारी,नरनारी,नर,गरजनारी,गरज
नृत्य,नर्तकीनृत्य,नर्तकी,वकीलनृत्य,वकील
दिसंबर,नवंबरदिसंबर,नवंबर,जुआदिसंबर,जुआ
बेड़ा,नवलबेड़ा,नवल,कल्पनाबेड़ा,कल्पना
मांसपेशी,नसमांसपेशी,नस,रोजगारमांसपेशी,रोजगार
धमनी,नसधमनी,नस,युवाधमनी,युवा
दांत,नाखूनदांत,नाखून,गोलदांत,गोल
सैन्य,नागरिकसैन्य,नागरिक,सरससैन्य,सरस
राजनीतिक,विकटराजनीतिक,विकट,तितलीराजनीतिक,तितली
संवेदनशील,नाज़ुकसंवेदनशील,नाज़ुक,चरित्रसंवेदनशील,चरित्र
कॉमेडी,नाटककॉमेडी,नाटक,वस्तुकॉमेडी,वस्तु
रोमांच,नाटकीयरोमांच,नाटकीय,राजधानीरोमांच,राजधानी
शीर्षक,नामशीर्षक,नाम,मददशीर्षक,मदद
रक्षक,नायकरक्षक,नायक,बड़ारक्षक,बड़ा
दोपहर का भोजन,अल्पाहारदोपहर का भोजन,अल्पाहार,राडारदोपहर का भोजन,राडार
चबाने,निगलनाचबाने,निगलना,भविष्यचबाने,भविष्य
समुराई,निंजासमुराई,निंजा,भीड़समुराई,भीड़
गोपनीयता,निजीगोपनीयता,निजी,श्रीमन्तगोपनीयता,श्रीमन्त
बट,नितंबबट,नितंब,किरायेदारबट,किरायेदार
हेरफेर करना,नियंत्रणहेरफेर करना,नियंत्रण,दीवारहेरफेर करना,दीवार
मसविदा बनाना,नियममसविदा बनाना,नियम,समुद्री डाकूमसविदा बनाना,समुद्री डाकू
आयुक्त,निरीक्षकआयुक्त,निरीक्षक,खानाआयुक्त,खाना
विनाश,निर्माणविनाश,निर्माण,चाभीविनाश,चाभी
निर्माण,बनावटनिर्माण,बनावट,कैमरानिर्माण,कैमरा
निर्देशक,निर्मातानिर्देशक,निर्माता,लालनिर्देशक,लाल
निषेध,निषिद्धनिषेध,निषिद्ध,केंद्रनिषेध,केंद्र
कल्पना.1,निष्कर्षकल्पना,निष्कर्ष,मारोकल्पना,मारो
ईमानदारी,निष्ठाईमानदारी,निष्ठा,बैंकरईमानदारी,बैंकर
वफादार,निष्ठावानवफादार,निष्ठावान,शिकारवफादार,शिकार
तर्कसंगत,निष्पक्षतर्कसंगत,निष्पक्ष,रोमनतर्कसंगत,रोमन
ऊपर,नीचेऊपर,नीचे,शरणार्थीऊपर,शरणार्थी
राजनीतिज्ञ,नीतिराजनीतिज्ञ,नीति,न्यूनतमराजनीतिज्ञ,न्यूनतम
सोडा,नींबु पानीसोडा,नींबु पानी,रानीसोडा,रानी
बिक्री,नीलामीबिक्री,नीलामी,परिस्थितिबिक्री,परिस्थिति
सिस्टम,नेटवर्कसिस्टम,नेटवर्क,चांदसिस्टम,चांद
इनाम,नोबेलइनाम,नोबेल,माध्यमिकइनाम,माध्यमिक
ज्यादा से ज्यादा,न्यूनतमज्यादा से ज्यादा,न्यूनतम,आमज्यादा से ज्यादा,आम
रखना.1,पकड़रखना,पकड़,कलारखना,कला
अनुसूची,पंचांगअनुसूची,पंचांग,दक्षिणअनुसूची,दक्षिण
लिखना.1,पढ़नालिखना,पढ़ना,पसंदलिखना,पसंद
मोटा,पतलामोटा,पतला,नाटकमोटा,नाटक
पत्नी,पतिपत्नी,पति,राकेटपत्नी,राकेट
राजनीति,पत्रकारिताराजनीति,पत्रकारिता,नाखूनराजनीति,नाखून
संचार,पथ प्रदर्शनसंचार,पथ प्रदर्शन,विनीतसंचार,विनीत
नाव,पनडुब्बीनाव,पनडुब्बी,आखिरकारनाव,आखिरकार
नली,पंपनली,पंप,फर्मनली,फर्म
रेस्टोरेंट,पबरेस्टोरेंट,पब,एड्सरेस्टोरेंट,एड्स
सतह,परतसतह,परत,बलवानसतह,बलवान
नाभिकीय,परमाणुनाभिकीय,परमाणु,निष्ठावाननाभिकीय,निष्ठावान
विजेता,हारनेवालाविजेता,हारनेवाला,मुलायमविजेता,मुलायम
कार्यक्रम,परियोजनाकार्यक्रम,परियोजना,व्यवस्थाकार्यक्रम,व्यवस्था
सुधार,परिवर्तनसुधार,परिवर्तन,रदेऊसुधार,रदेऊ
संकट,परिस्थितिसंकट,परिस्थिति,सेंसरसंकट,सेंसर
पर्याप्त,काफ़ीपर्याप्त,काफ़ी,कोचपर्याप्त,कोच
पूर्व,पश्चिमपूर्व,पश्चिम,दंडपूर्व,दंड
विकल्प,पसंदविकल्प,पसंद,कोर्टविकल्प,कोर्ट
जानता था,पहचाननाजानता था,पहचानना,बैजजानता था,बैज
फिर भी,पहले से हीफिर भी,पहले से ही,जन्मफिर भी,जन्म
पहाड़,पहाड़ीपहाड़,पहाड़ी,सुननापहाड़,सुनना
मूर्खता,पागलपनमूर्खता,पागलपन,मूलपाठमूर्खता,मूलपाठ
अपराध,पापअपराध,पाप,श्रुतिअपराध,श्रुति
पीछा करना,पालन ​​करनापीछा करना,पालन ​​करना,प्रतिबिंबपीछा करना,प्रतिबिंब
दूर,पासदूर,पास,रमदूर,रम
डेरा डालना,पिकनिकडेरा डालना,पिकनिक,बहुमतडेरा डालना,बहुमत
फ्रीज,पिघलफ्रीज,पिघल,संसदफ्रीज,संसद
मां,पितामां,पिता,धार्मिक संस्कारमां,धार्मिक संस्कार
गिटार,पियानोगिटार,पियानो,कहोगिटार,कहो
संरचना,पिरामिडसंरचना,पिरामिड,बचानासंरचना,बचाना
हथियार,पिस्तौलहथियार,पिस्तौल,जोड़हथियार,जोड़
बीयर,पेय पदार्थबीयर,पेय पदार्थ,शिविरबीयर,शिविर
युवा,बूढायुवा,बूढा,अवैधयुवा,अवैध
मानव,पुरुषमानव,पुरुष,ताबूतमानव,ताबूत
सुरंग,पुलसुरंग,पुल,योगसुरंग,योग
पुष्टि करना,पुष्टीकरणपुष्टि करना,पुष्टीकरण,पेंशनपुष्टि करना,पेंशन
संग्रहालय,पुस्तकालयसंग्रहालय,पुस्तकालय,ठीक करनासंग्रहालय,ठीक करना
छाती,पेटछाती,पेट,प्रतिबन्ध करनाछाती,प्रतिबन्ध करना
वेतन,पेंशनवेतन,पेंशन,चिकित्सावेतन,चिकित्सा
पागल,पैरानॉयडपागल,पैरानॉयड,आवरणपागल,आवरण
चलचित्र,पॉर्नचलचित्र,पॉर्न,सत्य के प्रति निष्ठाचलचित्र,सत्य के प्रति निष्ठा
भांजा,पोताभांजा,पोता,नागरिकभांजा,नागरिक
डॉलर,पौंडडॉलर,पौंड,लेखकडॉलर,लेखक
फूल,पौधाफूल,पौधा,प्रेरणाफूल,प्रेरणा
प्रक्रिया,प्रगतिप्रक्रिया,प्रगति,गरमप्रक्रिया,गरम
विकास,प्रगतिविकास,प्रगति,अस्पतालविकास,अस्पताल
लिंग,योनिलिंग,योनि,पेय पदार्थलिंग,पेय पदार्थ
आईना,प्रतिबिंबआईना,प्रतिबिंब,विचारआईना,विचार
वैज्ञानिक,प्रतिभावानवैज्ञानिक,प्रतिभावान,भूखवैज्ञानिक,भूख
विरोध,प्रतिरोधविरोध,प्रतिरोध,आधाविरोध,आधा
प्रदर्शन,दिखाओप्रदर्शन,दिखाओ,नस्लवादीप्रदर्शन,नस्लवादी
संकेत.1,प्रपत्रसंकेत,प्रपत्र,आत्महत्यासंकेत,आत्महत्या
प्रशासनिक,प्रबंधप्रशासनिक,प्रबंध,क्याप्रशासनिक,क्या
मालिक,प्रबंधकमालिक,प्रबंधक,विकटमालिक,विकट
सफल होना,प्रतिबन्ध करनासफल होना,प्रतिबन्ध करना,घृणासफल होना,घृणा
प्रभाव,असरप्रभाव,असर,कटोराप्रभाव,कटोरा
भावना,प्रभावभावना,प्रभाव,पिकनिकभावना,पिकनिक
कमाल की,प्रभावशालीकमाल की,प्रभावशाली,प्रतिरोधकमाल की,प्रतिरोध
परीक्षा,प्रयोगपरीक्षा,प्रयोग,झाड़ीपरीक्षा,झाड़ी
इरादा,प्रयोजनइरादा,प्रयोजन,चम्मचइरादा,चम्मच
शानदार,प्रशंसनीयशानदार,प्रशंसनीय,सगाईशानदार,सगाई
उपहार,प्रशंसाउपहार,प्रशंसा,बाहरउपहार,बाहर
सराहना,प्रशंसा करनासराहना,प्रशंसा करना,पकड़सराहना,पकड़
सरकार,प्रशासनसरकार,प्रशासन,धीरेसरकार,धीरे
पूछना,प्रश्नपूछना,प्रश्न,अनुबंधपूछना,अनुबंध
सुझाना,प्रस्तावसुझाना,प्रस्ताव,कैथोलिकसुझाना,कैथोलिक
देना,प्रस्तावदेना,प्रस्ताव,टर्मिनलदेना,टर्मिनल
कृत्रिम,प्राकृतिककृत्रिम,प्राकृतिक,सचिवकृत्रिम,सचिव
समापन,प्रारंभिकसमापन,प्रारंभिक,कुत्तासमापन,कुत्ता
अनुपस्थिति.1,प्रेरणाअनुपस्थिति,प्रेरणा,ड्रैगनअनुपस्थिति,ड्रैगन
प्रेरणा,प्रेरित करनाप्रेरणा,प्रेरित करना,शिशुप्रेरणा,शिशु
विटामिन,प्रोटीनविटामिन,प्रोटीन,कीचड़विटामिन,कीचड़
विवरण,प्रोफ़ाइलविवरण,प्रोफ़ाइल,देशविवरण,देश
विज्ञान,प्रौद्योगिकीविज्ञान,प्रौद्योगिकी,लपकनाविज्ञान,लपकना
ऋण,जोड़ऋण,जोड़,खाड़ीऋण,खाड़ी
खेल,नाटकखेल,नाटक,नीचेखेल,नीचे
महामारी,प्लेगमहामारी,प्लेग,देखोमहामारी,देखो
दस्तावेज़,फ़ाइलदस्तावेज़,फ़ाइल,खुराकदस्तावेज़,खुराक
आय,फायदाआय,फायदा,मीठाआय,मीठा
प्राणदण्ड,फांसीप्राणदण्ड,फांसी,जनरेटरप्राणदण्ड,जनरेटर
तत्त्व,कारकतत्त्व,कारक,करोड़पतितत्त्व,करोड़पति
उत्पादन,फ़ैक्टरीउत्पादन,फ़ैक्टरी,पिताउत्पादन,पिता
सुरुचिपूर्ण,फैशनेबलसुरुचिपूर्ण,फैशनेबल,साधुसुरुचिपूर्ण,साधु
योद्धा.1,फोजीयोद्धा,फोजी,अनुभागयोद्धा,अनुभाग
विस्फोट,फोड़नाविस्फोट,फोड़ना,नकलीविस्फोट,नकली
कर्क रोग,ट्यूमरकर्क रोग,ट्यूमर,अनामकर्क रोग,अनाम
रोग,फ़्लूरोग,फ़्लू,बटनरोग,बटन
इनाम.1,अधिलाभइनाम,अधिलाभ,चर्चइनाम,चर्च
बचाना,बचावबचाना,बचाव,ताज़ाबचाना,ताज़ा
निधिकरण,आय-व्ययकनिधिकरण,आय-व्ययक,चढनानिधिकरण,चढना
दबाएँ,बटनदबाएँ,बटन,दूरीदबाएँ,दूरी
विशाल,बड़ाविशाल,बड़ा,बेटीविशाल,बेटी
जीत,बढ़तजीत,बढ़त,रोटीजीत,रोटी
कम करना,बढ़नाकम करना,बढ़ना,अंग्रेज़ीकम करना,अंग्रेज़ी
बत्तख,कलहंसबत्तख,कलहंस,दस लाखबत्तख,दस लाख
बंद,अवरोधितबंद,अवरोधित,लहसुनबंद,लहसुन
गोरिल्ला,बंदरगोरिल्ला,बंदर,आगमनगोरिल्ला,आगमन
विकल्प.1,बदलनाविकल्प,बदलना,उत्प्रेरकविकल्प,उत्प्रेरक
न्याय,बदलान्याय,बदला,कंबलन्याय,कंबल
बंदी,बंधकबंदी,बंधक,गपशपबंदी,गपशप
अभिनन्दन,बधाईअभिनन्दन,बधाई,एशअभिनन्दन,एश
करना,बनानाकरना,बनाना,तीसराकरना,तीसरा
विस्फोटक,बमविस्फोटक,बम,सालगिरहविस्फोटक,सालगिरह
काउंटेस,बरोनकाउंटेस,बरोन,नियमकाउंटेस,नियम
कमज़ोर,बलवानकमज़ोर,बलवान,डरानाकमज़ोर,डराना
भाई,बहनभाई,बहन,टिप्पणीभाई,टिप्पणी
मतदान,बहुमतमतदान,बहुमत,दीपकमतदान,दीपक
किताब,बाइबिलकिताब,बाइबिल,गिलहरीकिताब,गिलहरी
चर्चा,बातचीतचर्चा,बातचीत,दीनचर्चा,दीन
बोलना,बातचीतबोलना,बातचीत,ग्रहबोलना,ग्रह
कोहरा,बादलकोहरा,बादल,व्यक्तिकोहरा,व्यक्ति
बाँधना,छांदनाबाँधना,छांदना,अनुभवबाँधना,अनुभव
चुनौती,बाधाचुनौती,बाधा,इंटरनेटचुनौती,इंटरनेट
परेशान,बाधा डालनापरेशान,बाधा डालना,तूफानपरेशान,तूफान
बारूद,पाउडरबारूद,पाउडर,मोकाबारूद,मोका
घड़ी,विस्फोटकघड़ी,विस्फोटक,संतुष्टघड़ी,संतुष्ट
फ़ुटबॉल,बास्केटबालफ़ुटबॉल,बास्केटबाल,गड्ढा करनाफ़ुटबॉल,गड्ढा करना
अंदर,बाहरअंदर,बाहर,अपमानअंदर,अपमान
के बारे में,बाहरके बारे में,बाहर,हड्डीके बारे में,हड्डी
प्रवेश,बाहर जाएंप्रवेश,बाहर जाएं,सूपप्रवेश,सूप
संकेत.2,बिंदुसंकेत,बिंदु,दिमागसंकेत,दिमाग
पूरी तरह,बिल्कुलपूरी तरह,बिल्कुल,अच्छापूरी तरह,अच्छा
कार्डिनल,बिशपकार्डिनल,बिशप,डिब्बाकार्डिनल,डिब्बा
जूता,बूटजूता,बूट,चलानाजूता,चलाना
बीमार,बुराबीमार,बुरा,शब्दकोशबीमार,शब्दकोश
गोली.1,बन्दूक या तोप का मुंहगोली,बन्दूक या तोप का मुंह,माफीगोली,माफी
बुद्धिमान,होशियारबुद्धिमान,होशियार,गुड़ियाबुद्धिमान,गुड़िया
मूर्ख,बुद्धूमूर्ख,बुद्धू,पौंडमूर्ख,पौंड
गंदा,बुरागंदा,बुरा,स्थितिगंदा,स्थिति
सपना,बुरा सपनासपना,बुरा सपना,सामान्य रूप सेसपना,सामान्य रूप से
क्रूरता,बुराईक्रूरता,बुराई,जूनक्रूरता,जून
टेलीफ़ोन,कॉलटेलीफ़ोन,कॉल,प्रशंसा करनाटेलीफ़ोन,प्रशंसा करना
पेड़,झाड़ीपेड़,झाड़ी,असलियतपेड़,असलियत
चुस्की,बूंदचुस्की,बूंद,अनाड़ीचुस्की,अनाड़ी
खर्च करना,बेकारखर्च करना,बेकार,उमंगखर्च करना,उमंग
बेटा,बेटीबेटा,बेटी,समानबेटा,समान
निवेशक,बैंकरनिवेशक,बैंकर,दूषणनिवेशक,दूषण
वित्तीय,बैंकिंगवित्तीय,बैंकिंग,तनवित्तीय,तन
वर्दी,बैजवर्दी,बैज,बाधावर्दी,बाधा
स्नानघर,बौछारस्नानघर,बौछार,स्मारकस्नानघर,स्मारक
आकाशगंगा,ब्रम्हांडआकाशगंगा,ब्रम्हांड,सकारात्मकआकाशगंगा,सकारात्मक
उत्पाद,ब्रांडउत्पाद,ब्रांड,बंधकउत्पाद,बंधक
सूटकेस,ब्रीफ़केससूटकेस,ब्रीफ़केस,महाविद्यालयसूटकेस,महाविद्यालय
महिला,श्रीमन्तमहिला,श्रीमन्त,उपयोगीमहिला,उपयोगी
दिव्य,भगवानदिव्य,भगवान,गर्मीदिव्य,गर्मी
भयंकर,भयानकभयंकर,भयानक,रक्षकभयंकर,रक्षक
डरावना,भयानकडरावना,भयानक,विस्फोटकडरावना,विस्फोटक
भूतकाल,भविष्यभूतकाल,भविष्य,प्रतिभावानभूतकाल,प्रतिभावान
पलायन,भागनापलायन,भागना,विनम्रपलायन,विनम्र
तकदीर,भाग्यतकदीर,भाग्य,नकदतकदीर,नकद
नौभार,भारनौभार,भार,कोसनानौभार,कोसना
भेड़िया,भालूभेड़िया,भालू,देरभेड़िया,देर
उपदेश,भाषणउपदेश,भाषण,ईर्ष्याउपदेश,ईर्ष्या
मरना,भुगतनामरना,भुगतना,घटनामरना,घटना
विस्फोट.1,भूकंपविस्फोट,भूकंप,असाधारणविस्फोट,असाधारण
प्यास,भूखप्यास,भूख,निजीप्यास,निजी
उड़ना,भूमिउड़ना,भूमि,नाड़ीउड़ना,नाड़ी
नीला,भूरानीला,भूरा,आशानीला,आशा
याद रखना,भूल जानायाद रखना,भूल जाना,अति आवश्यकयाद रखना,अति आवश्यक
गणित,भौतिक विज्ञानगणित,भौतिक विज्ञान,मिलगणित,मिल
कीट,मकड़ीकीट,मकड़ी,दूतकीट,दूत
अपार्टमेंट,मकानअपार्टमेंट,मकान,द्रवअपार्टमेंट,द्रव
शुक्र,मंगल ग्रहशुक्र,मंगल ग्रह,तकनीकीशुक्र,तकनीकी
स्टेशन,मंचस्टेशन,मंच,सफलतास्टेशन,सफलता
शक्तिहीन,मजबूरशक्तिहीन,मजबूर,शायदशक्तिहीन,शायद
