target_word_unique,word_combo_related,cue_word_related,word_combo_unrelated,cue_word_unrelated
ällöttävä,likainenällöttävä,likainen,maanjäristysällöttävä,maanjäristys
sooda,limsasooda,limsa,kuningatarsooda,kuningatar
passi,lippupassi,lippu,vahvapassi,vahva
symboli,lippusymboli,lippu,yösymboli,yö
vähentää,lisääntyävähentää,lisääntyä,englantivähentää,englanti
laittaa,lisätälaittaa,lisätä,taidelaittaa,taide
leijona,lohikäärmeleijona,lohikäärme,maailmankaikkeusleijona,maailmankaikkeus
allekirjoittaa,lomakeallekirjoittaa,lomake,aivotallekirjoittaa,aivot
lopettaa.1,loppulopettaa,loppu,vuokrauslopettaa,vuokraus
lopulta,lopuksilopulta,lopuksi,tunnistaalopulta,tunnistaa
perimmäinen,lopullinenperimmäinen,lopullinen,tatuointiperimmäinen,tatuointi
loukata,loukkausloukata,loukkaus,käsiteloukata,käsite
kirjoittaa,lukeakirjoittaa,lukea,valintakirjoittaa,valinta
kirjoittaminen,lukeminenkirjoittaminen,lukeminen,maanantaikirjoittaminen,maanantai
suljettu,lukittusuljettu,lukittu,valkosipulisuljettu,valkosipuli
tuottaa,luodatuottaa,luoda,panttivankituottaa,panttivanki
koulu,luokkakoulu,luokka,kaliiperikoulu,kaliiperi
tuhoaminen,luominentuhoaminen,luominen,aviomiestuhoaminen,aviomies
keinotekoinen,luonnollinenkeinotekoinen,luonnollinen,sihteerikeinotekoinen,sihteeri
yleisesti,luonnollisestiyleisesti,luonnollisesti,tuuliyleisesti,tuuli
uskoa,luottamususkoa,luottamus,kauhuuskoa,kauhu
lainata,luottolainata,luotto,lahtilainata,lahti
hyväksyminen,lupahyväksyminen,lupa,äänihyväksyminen,ääni
haarukka,lusikkahaarukka,lusikka,häviäjähaarukka,häviäjä
kallo,luukallo,luu,aktiivinenkallo,aktiivinen
pitkä,lyhytpitkä,lyhyt,paetapitkä,paeta
kansakunta,maakansakunta,maa,tarpeeksikansakunta,tarpeeksi
lentää,maalentää,maa,pulssilentää,pulssi
hyökkäys,maahantunkeutuminenhyökkäys,maahantunkeutuminen,taivashyökkäys,taivas
galaksi,maailmankaikkeusgalaksi,maailmankaikkeus,positiivinengalaksi,positiivinen
piirtää,maalatapiirtää,maalata,taloudellisestipiirtää,taloudellisesti
tiistai,maanantaitiistai,maanantai,pilvitiistai,pilvi
räjähdys,maanjäristysräjähdys,maanjäristys,väärennösräjähdys,väärennös
laatu,määrälaatu,määrä,etanalaatu,etana
osoite,numeroosoite,numero,tottaosoite,totta
kartelli,mafiakartelli,mafia,rohkeuskartelli,rohkeus
sähköinen,magneettinensähköinen,magneettinen,tukikohtasähköinen,tukikohta
mahdollisuus,tilaisuusmahdollisuus,tilaisuus,savumahdollisuus,savu
helppo,mahdotonhelppo,mahdoton,elokuvahelppo,elokuva
kunnia.1,mahtavakunnia,mahtava,terapiakunnia,terapia
senttimetri,mailisenttimetri,maili,vapaaehtoinensenttimetri,vapaaehtoinen
markkinointi,mainontamarkkinointi,mainonta,kirjekuorimarkkinointi,kirjekuori
mehu,maitomehu,maito,etsiämehu,etsiä
korkeus,majesteettikorkeus,majesteetti,huolestunutkorkeus,huolestunut
söpö,makeasöpö,makea,vastaanottosöpö,vastaanotto
haju,makuhaju,maku,katolinenhaju,katolinen
prototyyppi,malliprototyyppi,malli,pitääprototyyppi,pitää
kilpailu,maratonkilpailu,maraton,rangaistakilpailu,rangaista
joulukuu,marraskuujoulukuu,marraskuu,uhkapelijoulukuu,uhkapeli
venus,marsvenus,mars,tekninenvenus,tekninen
korkea,matalakorkea,matala,vaihekorkea,vaihe
kuljettaja,matkustajakuljettaja,matkustaja,lukittukuljettaja,lukittu
käärme,matokäärme,mato,maratonkäärme,maraton
herkullinen,maukasherkullinen,maukas,vastapäätäherkullinen,vastapäätä
muurahainen,mehiläinenmuurahainen,mehiläinen,ikkunamuurahainen,ikkuna
ääni,meluääni,melu,matkustajaääni,matkustaja
epäonnistuminen,menestysepäonnistuminen,menestys,kiinteistöepäonnistuminen,kiinteistö
tekniikka,menetelmätekniikka,menetelmä,liittokansleritekniikka,liittokansleri
laivasto,merellinenlaivasto,merellinen,mielikuvituslaivasto,mielikuvitus
valtameri,merivaltameri,meri,profiilivaltameri,profiili
merimies,merirosvomerimies,merirosvo,näytösmerimies,näytös
laivasto.1,merisotilaallinenlaivasto,merisotilaallinen,ihanteellinenlaivasto,ihanteellinen
tärkeys,merkitystärkeys,merkitys,lastenhoitajatärkeys,lastenhoitaja
persoonallisuus,luonnepersoonallisuus,luonne,sokeapersoonallisuus,sokea
taistelija,mestaritaistelija,mestari,kuukausitaistelija,kuukausi
kalastus,metsästyskalastus,metsästys,magneettinenkalastus,magneettinen
laiva,miehistölaiva,miehistö,eläälaiva,elää
veitsi,miekkaveitsi,miekka,temppeliveitsi,temppeli
luovuus,mielikuvitusluovuus,mielikuvitus,neulaluovuus,neula
ihminen,miesihminen,mies,raskasihminen,raskas
yrittäjä,miljonääriyrittäjä,miljonääri,hirttäminenyrittäjä,hirttäminen
miljardi,miljoonamiljardi,miljoona,lomakemiljardi,lomake
ling,mingling,ming,juodaling,juoda
enimmäismäärä,minimienimmäismäärä,minimi,kenraalienimmäismäärä,kenraali
tuo,mikätuo,mikä,dvdtuo,dvd
perinteinen,moderniperinteinen,moderni,sekuntiperinteinen,sekunti
kansi,hyttikansi,hytti,piispakansi,piispa
patsas,monumenttipatsas,monumentti,tehtäväpatsas,tehtävä
alibi,motiivialibi,motiivi,kohtuutonalibi,kohtuuton
miellyttävä,mukavamiellyttävä,mukava,sanakirjamiellyttävä,sanakirja
pappi,munkkipappi,munkki,ohutpappi,ohut
maksa,munuainenmaksa,munuainen,vihollinenmaksa,vihollinen
tyylikäs,muodikastyylikäs,muodikas,painotyylikäs,paino
rikkoa,murskatarikkoa,murskata,stadionrikkoa,stadion
vihainen,mustasukkainenvihainen,mustasukkainen,pubvihainen,pub
hiekka,mutahiekka,muta,palkkasoturihiekka,palkkasoturi
jonnekin,muuallejonnekin,muualle,varkausjonnekin,varkaus
parannus,muutosparannus,muutos,merellinenparannus,merellinen
aikaisin,myöhäänaikaisin,myöhään,näyttöaikaisin,näyttö
tunnustaa,myöntäätunnustaa,myöntää,matalatunnustaa,matala
antelias,myötätuntoinenantelias,myötätuntoinen,rytmiantelias,rytmi
tappaa,myrkyttäätappaa,myrkyttää,taikatappaa,taika
ostaja,myyjäostaja,myyjä,ihoostaja,iho
myymälä,kauppamyymälä,kauppa,tehtävämyymälä,tehtävä
legenda,myyttilegenda,myytti,toipualegenda,toipua
mustelma,naarmumustelma,naarmu,keskeyttäämustelma,keskeyttää
tavata,nähdätavata,nähdä,keppitavata,keppi
tyhmä,naiivityhmä,naiivi,lasityhmä,lasi
kyyninen,naiivikyyninen,naiivi,lupakyyninen,lupa
näkökulma,näkymänäkökulma,näkymä,syyskuunäkökulma,syyskuu
jano,nälkäjano,nälkä,pöytäjano,pöytä
siepata,napatasiepata,napata,tiesiepata,tie
kaunis,nättikaunis,nätti,selityskaunis,selitys
hammas,naulahammas,naula,pyöristäähammas,pyöristää
absurdi,naurettavaabsurdi,naurettava,dataabsurdi,data
viestintä,navigointiviestintä,navigointi,nöyräviestintä,nöyrä
esitys.1,näytösesitys,näytös,perunaesitys,peruna
monitori,näyttömonitori,näyttö,pojatmonitori,pojat
tiedemies,nerotiedemies,nero,nälkätiedemies,nälkä
neste,juoksevaneste,juokseva,yksinneste,yksin
ruisku,neularuisku,neula,unohtaaruisku,unohtaa
neuvoa,neuvoneuvoa,neuvo,avainneuvoa,avain
pureskella,nielläpureskella,niellä,tulevaisuuspureskella,tulevaisuus
otsikko,nimiotsikko,nimi,auttaaotsikko,auttaa
sukunimi,nimimerkkisukunimi,nimimerkki,oppiasukunimi,oppia
samurai,ninjasamurai,ninja,väkijoukkosamurai,väkijoukko
palkinto.1,nobelpalkinto,nobel,kirkkopalkinto,kirkko
hauska,nokkelahauska,nokkela,yrityshauska,yritys
vaatimaton,nöyrävaatimaton,nöyrä,maavaatimaton,maa
lelu,nukkelelu,nukke,konservatiivinenlelu,konservatiivinen
lapsuus,nuorisolapsuus,nuoriso,lakilapsuus,laki
sähkö,virtasähkö,virta,lyhytsähkö,lyhyt
tietää,nyttietää,nyt,halkeamatietää,halkeama
otaksua,odottaaotaksua,odottaa,sädeotaksua,säde
tietokone,ohjelmistotietokone,ohjelmisto,ainatietokone,aina
paksu,ohutpaksu,ohut,draamapaksu,draama
vasen,oikeavasen,oikea,jalovasen,jalo
kohtuullinen,oikeudenmukainenkohtuullinen,oikeudenmukainen,tarkistaakohtuullinen,tarkistaa
oireyhtymä,oireoireyhtymä,oire,kurjaoireyhtymä,kurja
joo,okeijoo,okei,tarkastellajoo,tarkastella
polvi,olkapääpolvi,olkapää,mingpolvi,ming
hedelmä,omenahedelmä,omena,urahedelmä,ura
tervehtiä,onnitellatervehtiä,onnitella,tuhkatervehtiä,tuhka
toiminnallinen,operatiivinentoiminnallinen,operatiivinen,nimitoiminnallinen,nimi
opettaja,opiskelijaopettaja,opiskelija,tippaopettaja,tippa
opettaa,oppiaopettaa,oppia,areenaopettaa,areena
realistinen,optimistinenrealistinen,optimistinen,kapselirealistinen,kapseli
pesukarhu,oravapesukarhu,orava,kuunpesukarhu,kuun
erektio,orgasmierektio,orgasmi,puhdaserektio,puhdas
palvelija,orjapalvelija,orja,klubipalvelija,klubi
bändi,orkesteribändi,orkesteri,erinomainenbändi,erinomainen
luostari,orpokotiluostari,orpokoti,vastausluostari,vastaus
myydä,ostaamyydä,ostaa,nimimerkkimyydä,nimimerkki
isku,osumaisku,osuma,taiteilijaisku,taiteilija
antaa,mahdollistaaantaa,mahdollistaa,salamaantaa,salama
yhteys,kontaktiyhteys,kontakti,wcyhteys,wc
pekoni,paahtoleipäpekoni,paahtoleipä,sallimuspekoni,sallimus
karata,paetakarata,paeta,kohteliaskarata,kohtelias
julmuus,pahajulmuus,paha,kesäkuujulmuus,kesäkuu
sijainti,paikkasijainti,paikka,lesbosijainti,lesbo
unelma,painajainenunelma,painajainen,ilkeäunelma,ilkeä
painaa,painikepainaa,painike,keskiyöpainaa,keskiyö
korkeus.1,painokorkeus,paino,sotilaskorkeus,sotilas
kirkas,paistaakirkas,paistaa,äitikirkas,äiti
takki,paitatakki,paita,kuvernööritakki,kuvernööri
viikoittain,päivittäinviikoittain,päivittäin,kruunuviikoittain,kruunu
karkuri,pakolainenkarkuri,pakolainen,pianokarkuri,piano
linna,palatsilinna,palatsi,yrittäälinna,yrittää
näkemys,paljastusnäkemys,paljastus,miehistönäkemys,miehistö
salamurhaaja,palkkasoturisalamurhaaja,palkkasoturi,takuusalamurhaaja,takuu
huolto,palvelushuolto,palvelus,kulmahuolto,kulma
sijoittaja,pankkiirisijoittaja,pankkiiri,myyttisijoittaja,myytti
taloudellinen,pankkitoimintataloudellinen,pankkitoiminta,kehotaloudellinen,keho
vanki,panttivankivanki,panttivanki,juoruvanki,juoru
kynä,paperikynä,paperi,kansainvälinenkynä,kansainvälinen
helvetti,paratiisihelvetti,paratiisi,salliahelvetti,sallia
senaatti,parlamenttisenaatti,parlamentti,rodeosenaatti,rodeo
kreivitär,paronikreivitär,paroni,sääntökreivitär,sääntö
lempeä,pehmeälempeä,pehmeä,limsalempeä,limsa
piilottaa,peitepiilottaa,peite,lippupiilottaa,lippu
tallentaa,pelastaatallentaa,pelastaa,laituritallentaa,laituri
pelotella,pelästyttääpelotella,pelästyttää,maahantunkeutuminenpelotella,maahantunkeutuminen
peli,pelatapeli,pelata,alaspeli,alas
kammottava,pelottavakammottava,pelottava,sytytinkammottava,sytytin
pakettiauto,perävaunupakettiauto,perävaunu,salaisuuspakettiauto,salaisuus
lintu,perhonenlintu,perhonen,hallintolintu,hallinto
pylly,persepylly,perse,vuokralainenpylly,vuokralainen
tomaatti,perunatomaatti,peruna,jotomaatti,jo
kananmuna,pesäkananmuna,pesä,mafiakananmuna,mafia
eläin,petoeläin,peto,onnitellaeläin,onnitella
kitara,pianokitara,piano,sanoakitara,sanoa
kardinaali,piispakardinaali,piispa,laatikkokardinaali,laatikko
telttailu,piknikkitelttailu,piknikki,enemmistötelttailu,enemmistö
sumu,pilvisumu,pilvi,hölmösumu,hölmö
valo,pimeysvalo,pimeys,harkitavalo,harkita
ding,pingding,ping,illuusioding,illuusio
ase.1,pistooliase,pistooli,plusase,plus
säilyttää,pitääsäilyttää,pitää,kettusäilyttää,kettu
vasara,keppivasara,keppi,isoisävasara,isoisä
kiertorata,planeettakiertorata,planeetta,aspiriinikiertorata,aspiriini
aikakauslehti,playboyaikakauslehti,playboy,sitkeäaikakauslehti,sitkeä
miinus,plusmiinus,plus,raakamiinus,raaka
pääkonttori,tukikohtapääkonttori,tukikohta,vaginapääkonttori,vagina
huomattava,poikkeuksellinenhuomattava,poikkeuksellinen,teräsmieshuomattava,teräsmies
poistaa,eliminoidapoistaa,eliminoida,mehiläinenpoistaa,mehiläinen
sisäänkäynti,uloskäyntisisäänkäynti,uloskäynti,sensaatiomainensisäänkäynti,sensaatiomainen
veljenpoika,pojanpoikaveljenpoika,pojanpoika,annosveljenpoika,annos
tytöt,pojattytöt,pojat,lahjoatytöt,lahjoa
räjähtävä,pommiräjähtävä,pommi,alempiräjähtävä,alempi
elokuva,pornoelokuva,porno,uskollisuuselokuva,uskollisuus
portti,portaaliportti,portaali,kohteliaisuusportti,kohteliaisuus
negatiivinen,positiivinennegatiivinen,positiivinen,elossanegatiivinen,elossa
faksi,postifaksi,posti,pelatafaksi,pelata
lahjakkuus,potentiaalilahjakkuus,potentiaali,lopullinenlahjakkuus,lopullinen
asiakas,potilasasiakas,potilas,valmistautuminenasiakas,valmistautuminen
tuoli,pöytätuoli,pöytä,saastuminentuoli,saastuminen
prinssi,prinsessaprinssi,prinsessa,kalenteriprinssi,kalenteri
kuvaus,profiilikuvaus,profiili,maakuvaus,maa
vitamiini,proteiinivitamiini,proteiini,ehdokasvitamiini,ehdokas
mielenilmaus,protestimielenilmaus,protesti,antaa anteeksimielenilmaus,antaa anteeksi
ravintola,pubravintola,pub,aidsravintola,aids
luhistua,pudotaluhistua,pudota,metsästysluhistua,metsästys
siemaus,tippasiemaus,tippa,naiivisiemaus,naiivi
pestä,puhdaspestä,puhdas,varoituspestä,varoitus
saarna,puhesaarna,puhe,mustasukkainensaarna,mustasukkainen
sanoa,puhuasanoa,puhua,planeettasanoa,planeetta
paine,pulssipaine,pulssi,ikuinenpaine,ikuinen
letku,pumppuletku,pumppu,brändiletku,brändi
keltainen,punainenkeltainen,punainen,aarrekeltainen,aarre
dollari,puntadollari,punta,tekijädollari,tekijä
neljäsosa,puolineljäsosa,puoli,epäilläneljäsosa,epäillä
puu,puskapuu,puska,todellisuuspuu,todellisuus
noin,pyöristäänoin,pyöristää,kulhonoin,kulho
rakenne,pyramidirakenne,pyramidi,suojellarakenne,suojella
jäädä jäljelle,pysyäjäädä jäljelle,pysyä,kultainenjäädä jäljelle,kultainen
kirja,raamattukirja,raamattu,sisäinenkirja,sisäinen
televisio,radiotelevisio,radio,turvapaikkatelevisio,turvapaikka
pokeri,uhkapelipokeri,uhkapeli,vatsapokeri,vatsa
sijoittaa,rahoittaasijoittaa,rahoittaa,seisoasijoittaa,seisoa
humalassa,raitishumalassa,raitis,työkaluhumalassa,työkalu
ajastin,sytytinajastin,sytytin,tyytyväinenajastin,tyytyväinen
räjähtää,puhjetaräjähtää,puhjeta,poikkeuksellinenräjähtää,poikkeuksellinen
rakentaa,rakentaminenrakentaa,rakentaminen,kamerarakentaa,kamera
ohjus,rakettiohjus,raketti,tarjoilijaohjus,tarjoilija
pidätys,rangaistapidätys,rangaista,ei koskaanpidätys,ei koskaan
vankeusrangaistus,rangaistusvankeusrangaistus,rangaistus,juoksevavankeusrangaistus,juokseva
rannikko,rantarannikko,ranta,jazzrannikko,jazz
ilmoittaa,raporttiilmoittaa,raportti,pelottavailmoittaa,pelottava
kommunisti,rasistinenkommunisti,rasistinen,hormonikommunisti,hormoni
voimakkaasti,raskasvoimakkaasti,raskas,hanhivoimakkaasti,hanhi
tykistö,ratsuväkitykistö,ratsuväki,laitontykistö,laiton
metalli,rautametalli,rauta,mukavametalli,mukava
polku,reittipolku,reitti,lasagnepolku,lasagne
kaulakoru,sormuskaulakoru,sormus,läänikaulakoru,lääni
leikata,repiäleikata,repiä,teleskooppileikata,teleskooppi
toimittaja,reportteritoimittaja,reportteri,kallistoimittaja,kallis
teloitus,hirttäminenteloitus,hirttäminen,laulajateloitus,laulaja
pahoinvointi,ripulipahoinvointi,ripuli,elepahoinvointi,ele
vaara,riskivaara,riski,paperivaara,paperi
vaarallinen,riskialtisvaarallinen,riskialtis,sementtivaarallinen,sementti
seremonia,rituaaliseremonia,rituaali,omenaseremonia,omena
kone,robottikone,robotti,erikoinenkone,erikoinen
kivi,kalliokivi,kallio,hyttikivi,hytti
cowboy,rodeocowboy,rodeo,insinööricowboy,insinööri
päättäväisyys,rohkeuspäättäväisyys,rohkeus,ketjupäättäväisyys,ketju
julia,romeojulia,romeo,hotellijulia,hotelli
konjakki,rommikonjakki,rommi,epäoikeudenmukaisuuskonjakki,epäoikeudenmukaisuus
kreikkalainen,roomalainenkreikkalainen,roomalainen,lattiakreikkalainen,lattia
jäte,roskajäte,roska,riskialtisjäte,riskialtis
ruumis,kehoruumis,keho,mielipideruumis,mielipide
kirjailija,runoilijakirjailija,runoilija,venttiilikirjailija,venttiili
ateria,ruokaateria,ruoka,länsiateria,länsi
pölyinen,ruosteinenpölyinen,ruosteinen,vastuspölyinen,vastus
sininen,ruskeasininen,ruskea,sanasininen,sana
epidemia,ruttoepidemia,rutto,nähdäepidemia,nähdä
analyysi,ruumiinavausanalyysi,ruumiinavaus,tyttöanalyysi,tyttö
dynamiitti,ruutidynamiitti,ruuti,tilaisuusdynamiitti,tilaisuus
pataljoona,rykmenttipataljoona,rykmentti,kanelipataljoona,kaneli
tyyli,rytmityyli,rytmi,kivihiilityyli,kivihiili
voittaa,saadavoittaa,saada,leipävoittaa,leipä
saalistaja,saalissaalistaja,saalis,stressisaalistaja,stressi
protokolla,sääntöprotokolla,sääntö,merirosvoprotokolla,merirosvo
kenkä,saapaskenkä,saapas,ajaakenkä,ajaa
tulla,saapuatulla,saapua,astronauttitulla,astronautti
lähtö,saapuminenlähtö,saapuminen,sianlihalähtö,sianliha
säteily,saastuminensäteily,saastuminen,miessäteily,mies
lumi,sadelumi,sade,sieppaajalumi,sieppaaja
kehä,sädekehä,säde,optimistinenkehä,optimistinen
moottori,säiliömoottori,säiliö,kärsimysmoottori,kärsimys
klinikka,sairaalaklinikka,sairaala,osumaklinikka,osuma
sairas,kipeäsairas,kipeä,kangassairas,kangas
mysteeri,salaisuusmysteeri,salaisuus,puhjetamysteeri,puhjeta
petos,salaliittopetos,salaliitto,alkuperäinenpetos,alkuperäinen
ukkonen,salamaukkonen,salama,henkilöukkonen,henkilö
harmonia,tasapainoharmonia,tasapaino,suurlähetystöharmonia,suurlähetystö
matkalaukku,salkkumatkalaukku,salkku,vuosipäivämatkalaukku,vuosipäivä
antaa.1,salliaantaa,sallia,terminaaliantaa,terminaali
eri,samanlaineneri,samanlainen,valmiseri,valmis
lisko,sammakkolisko,sammakko,orkesterilisko,orkesteri
lause,sanalause,sana,huomiolause,huomio
lause.1,sanakirjalause,sanakirja,kysyntälause,kysyntä
pelastaja,sankaripelastaja,sankari,isopelastaja,iso
kertoa,sanoakertoa,sanoa,dynastiakertoa,dynastia
episodi,sarjaepisodi,sarja,meriepisodi,meri
pilli,torvipilli,torvi,rahoittaapilli,rahoittaa
harvoin,satunnaisestiharvoin,satunnaisesti,laskimoharvoin,laskimo
sikari,savusikari,savu,liikkuasikari,liikkua
aita,seinäaita,seinä,sulaaaita,sulaa
fyysinen,seksuaalinenfyysinen,seksuaalinen,kaasufyysinen,kaasu
uskottava,selitysuskottava,selitys,kollegauskottava,kollega
vatsan,selkäranganvatsan,selkärangan,mikävatsan,mikä
ilmeisesti,selvästiilmeisesti,selvästi,kersanttiilmeisesti,kersantti
muovi,sementtimuovi,sementti,oiremuovi,oire
luento,seminaariluento,seminaari,yliluonnollinenluento,yliluonnollinen
mahtava,sensaatiomainenmahtava,sensaatiomainen,lukeminenmahtava,lukeminen
lähetin,sensorilähetin,sensori,surullinenlähetin,surullinen
isä.1,setäisä,setä,paratiisiisä,paratiisi
ajojahti,seurataajojahti,seurata,ehkäajojahti,ehkä
pormestari,seriffipormestari,seriffi,siepatapormestari,siepata
watson,sherlockwatson,sherlock,hiuksetwatson,hiukset
liha,sianlihaliha,sianliha,seminaariliha,seminaari
henki,sieluhenki,sielu,artikkelihenki,artikkeli
kaapata,siepatakaapata,siepata,pokaalikaapata,pokaali
lunnaat,sieppaajalunnaat,sieppaaja,suoralunnaat,suora
avustaja,sihteeriavustaja,sihteeri,timanttiavustaja,timantti
liitto,siirtomaaliitto,siirtomaa,myötätuntoinenliitto,myötätuntoinen
puuvilla,silkkipuuvilla,silkki,kostopuuvilla,kosto
korva,silmäkorva,silmä,naurettavakorva,naurettava
tunneli,siltatunneli,silta,joogatunneli,jooga
laite,sirulaite,siru,jäsenlaite,jäsen
ulkoinen,sisäinenulkoinen,sisäinen,soittaaulkoinen,soittaa
sisältö,sisältääsisältö,sisältää,romeosisältö,romeo
veli.1,siskoveli,sisko,kaaosveli,kaaos
solmio,sitoasolmio,sitoa,kokeasolmio,kokea
häät,kihlaushäät,kihlaus,matohäät,mato
sotilaallinen,siviilisotilaallinen,siviili,huulipunasotilaallinen,huulipuna
sänky,sohvasänky,sohva,journalismisänky,journalismi
puhelin,soittaapuhelin,soittaa,ihaillapuhelin,ihailla
kuuro,sokeakuuro,sokea,makukuuro,maku
suklaa,sokerisuklaa,sokeri,merkityssuklaa,merkitys
vankila,sellivankila,selli,väestövankila,väestö
sopu,sopimussopu,sopimus,kasvisopu,kasvi
peukalo,sormipeukalo,sormi,majesteettipeukalo,majesteetti
taistelu,sotataistelu,sota,sherlocktaistelu,sherlock
soturi,sotilassoturi,sotilas,näyttösoturi,näyttö
baseball,stadionbaseball,stadion,enkelibaseball,enkeli
masennus,stressimasennus,stressi,karhumasennus,karhu
ystävyys,suhdeystävyys,suhde,huoneystävyys,huone
serkku,sukulainenserkku,sukulainen,evoluutioserkku,evoluutio
kylpyhuone,suihkukylpyhuone,suihku,kihlauskylpyhuone,kihlaus
vene,sukellusvenevene,sukellusvene,lopuksivene,lopuksi
jäätyä,sulaajäätyä,sulaa,parlamenttijäätyä,parlamentti
morsian,sulhanenmorsian,sulhanen,bonusmorsian,bonus
määrä,summamäärä,summa,imarrellamäärä,imarrella
puolustaa,suojellapuolustaa,suojella,luominenpuolustaa,luominen
ylläpitää,säilyttääylläpitää,säilyttää,tyynenmerenylläpitää,tyynenmeren
suoraan,suorasuoraan,suora,jännittäväsuoraan,jännittävä
kuuluisa,suosittukuuluisa,suosittu,pommikuuluisa,pommi
lepakkomies,teräsmieslepakkomies,teräsmies,levätälepakkomies,levätä
traaginen,surullinentraaginen,surullinen,apinatraaginen,apina
nenä,suunenä,suu,petonenä,peto
halata,suudellahalata,suudella,tapahtumahalata,tapahtuma
strategia,suunnitelmastrategia,suunnitelma,ripulistrategia,ripuli
äänestys,enemmistöäänestys,enemmistö,lamppuäänestys,lamppu
ministeri,suurlähettiläsministeri,suurlähettiläs,takaisinministeri,takaisin
ministeriö,suurlähetystöministeriö,suurlähetystö,tajutaministeriö,tajuta
raivo,viharaivo,viha,banaaniraivo,banaani
rikos,syntirikos,synti,sammakkorikos,sammakko
raskaus,syntymäraskaus,syntymä,kompassiraskaus,kompassi
syödä,syöttääsyödä,syöttää,pimeyssyödä,pimeys
aiheuttaja,syyaiheuttaja,syy,hallitaaiheuttaja,hallita
lokakuu,syyskuulokakuu,syyskuu,vastalääkelokakuu,vastalääke
signaali,taajuussignaali,taajuus,itsemurhasignaali,itsemurha
pilleri,tablettipilleri,tabletti,valitapilleri,valita
kirjallisuus,taidekirjallisuus,taide,lehmäkirjallisuus,lehmä
velho,taikavelho,taika,hukkuavelho,hukkua
taistella,taistelutaistella,taistelu,verkostotaistella,verkosto
taidemaalari,taiteilijataidemaalari,taiteilija,ylimääräinentaidemaalari,ylimääräinen
taivaallinen,taivastaivaallinen,taivas,pesätaivaallinen,pesä
palata,takaisinpalata,takaisin,vahingossapalata,vahingossa
limusiini,taksilimusiini,taksi,ei mitäänlimusiini,ei mitään
lupaus,takuulupaus,takuu,munkkilupaus,munkki
asunto,taloasunto,talo,maitoasunto,maito
rahoitus.1,taloudellisestirahoitus,taloudellisesti,paistaarahoitus,paistaa
eilen,tänääneilen,tänään,nielläeilen,niellä
tanssi,tanssijatanssi,tanssija,lakimiestanssi,lakimies
onnettomuus,tapahtumaonnettomuus,tapahtuma,tarjousonnettomuus,tarjous
murhaaja,tappajamurhaaja,tappaja,marraskuumurhaaja,marraskuu
kohtalokas,tappavakohtalokas,tappava,nytkohtalokas,nyt
tarjoilijatar,tarjoilijatarjoilijatar,tarjoilija,kokotarjoilijatar,koko
antaa.2,tarjousantaa,tarjous,kuivaantaa,kuiva
komissaari,tarkastajakomissaari,tarkastaja,ruokakomissaari,ruoka
varmentaa,tarkistaavarmentaa,tarkistaa,palvelusvarmentaa,palvelus
aikomus,tarkoitusaikomus,tarkoitus,lusikkaaikomus,lusikka
riittävä,tarpeeksiriittävä,tarpeeksi,valmentajariittävä,valmentaja
lompakko,taskulompakko,tasku,reittilompakko,reitti
vaikuttaa,imarrellavaikuttaa,imarrella,kalliovaikuttaa,kallio
siellä,tässäsiellä,tässä,vapaastisiellä,vapaasti
arpi,tatuointiarpi,tatuointi,hurrikaaniarpi,hurrikaani
yleinen,tavallinenyleinen,tavallinen,sitoayleinen,sitoa
tehdä,laittaatehdä,laittaa,kolmastehdä,kolmas
kukka,kasvikukka,kasvi,motiivikukka,motiivi
tuotanto,tehdastuotanto,tehdas,isätuotanto,isä
missio,tehtävämissio,tehtävä,herramissio,herra
teini-ikäinen,teini-ikäteini-ikäinen,teini-ikä,veriteini-ikäinen,veri
elementti,tekijäelementti,tekijä,miljonäärielementti,miljonääri
näyttelijä,tekijänäyttelijä,tekijä,maukasnäyttelijä,maukas
tiede,tekniikkatiede,tekniikka,napatatiede,napata
mekaaninen,tekninenmekaaninen,tekninen,sormusmekaaninen,sormus
runo,tekstiruno,teksti,tuliruno,tuli
kirje,sähkekirje,sähke,yksikkökirje,yksikkö
mikroskooppi,teleskooppimikroskooppi,teleskooppi,voittomikroskooppi,voitto
luostari.1,temppeliluostari,temppeli,valehdellaluostari,valehdella
vitsi,temppuvitsi,temppu,käsivitsi,käsi
lentokenttä,terminaalilentokenttä,terminaali,kappalelentokenttä,kappale
normaali,tervenormaali,terve,roskanormaali,roska
koulutus,terveyskoulutus,terveys,numerokoulutus,numero
valtatie,tievaltatie,tie,summavaltatie,summa
asiakirja,tiedostoasiakirja,tiedosto,suudellaasiakirja,suudella
tieto.1,datatieto,data,torvitieto,torvi
ylimielisyys,tietämättömyysylimielisyys,tietämättömyys,paikkaylimielisyys,paikka
asema.1,tilaasema,tila,opiskelijaasema,opiskelija
kriisi,tilannekriisi,tilanne,sensorikriisi,sensori
jalokivi,timanttijalokivi,timantti,haavajalokivi,haava
voimakkaasti.1,tiukastivoimakkaasti,tiukasti,ruumiinavausvoimakkaasti,ruumiinavaus
fantasia,todellisuusfantasia,todellisuus,jengifantasia,jengi
todennäköisesti,todennäköisyystodennäköisesti,todennäköisyys,katsoatodennäköisesti,katsoa
todistus,todistaatodistus,todistaa,keittotodistus,keitto
todiste,näyttötodiste,näyttö,potilastodiste,potilas
