ar_cue,ar_target,type,cue_type,target_type,ar_cosine
فحم,نفط,related,word,word,0.381884357799349
كوبري,نفق,related,word,word,0.352581927165697
إيجابي,نفي,related,word,word,0.19860089071888
محادثة,نقاش,related,word,word,0.430294056884203
نقل,تحويل,related,word,word,0.438443666850583
خدعة,نكتة,related,word,word,0.412201734842048
منوال,نمط,related,word,word,0.2281429069259
ذري,نووي,related,word,word,0.415321813430884
هدف,نية,related,word,word,0.211834810200747
اتصال,هاتف,related,word,word,0.381745635979038
صدقة,هبة,related,word,word,0.311486017502843
غزو,هجوم,related,word,word,0.478539488864602
هادئ,ساكن,related,word,word,0.419860510631274
إطراء,هدية,related,word,word,0.240776816540529
فرار,هرب,related,word,word,0.498329903381592
وهم,هلوسة,related,word,word,0.216276161513622
سياره اسعاف,هليكوبتر,related,word,word,
ساندويتش,همبرغر,related,word,word,0.589917593769063
هنا,هناك,related,word,word,0.526848634483272
كربون,هيدروجين,related,word,word,0.573408350953353
هرم,هيكل,related,word,word,0.316454841835073
شيرلوك,واتسون,related,word,word,0.363421475387772
المسئولية,واجب,related,word,word,0.312404833803692
ضيق,واسع,related,word,word,0.440933877642021
طاعون,وباء,related,word,word,0.606487535454302
ملف,وثيقة,related,word,word,0.305052397094309
غذاء,وجبة,related,word,word,0.410252726861913
وجبة عشاء,وجبة افطار,related,word,word,
يلهم,وحي - الهام,related,word,word,
وحده,وحيدا,related,word,word,0.536851875687223
أهلا,وداعا,related,word,word,0.395651736666985
مؤدب,ودود,related,word,word,0.431376183359501
سفير,وزيرة,related,word,word,0.32929453233263
الملف الشخصي,وصف,related,word,word,
إدراج,وضع,related,word,word,0.423988771045317
الحالة,وضع,related,word,word,0.22311586011974
التشغيل,وظيفي,related,word,word,0.265445740024861
منتصف الليل,وقت الظهيرة,related,word,word,
مؤسسة,وكالة,related,word,word,0.468307755503901
نسبيا,ولد عم,related,word,word,
إنترنت,ويب,related,word,word,0.313277459206592
آمن,مأمون,related,word,word,0.304668821053591
الضوضاء,صوت,related,word,word,0.451298301147665
اعمال بناء,يبني,related,word,word,
سماح,يترك,related,word,word,0.240566503207333
يجمع,يجتمع,related,word,word,0.438053361535004
يرى,يجتمع,related,word,word,0.264590673219752
ضروري,حاجة,related,word,word,0.269618586548643
يقع,يحدث,related,word,word,0.335740358202068
يدفع,يجذب,related,word,word,0.295225837822108
محرم,يحظر,related,word,word,0.390248957376294
رعب,خوف,related,word,word,0.526685446090613
قل,يخبار,related,word,word,
يبلغ,يخبر,related,word,word,0.335818140726953
التغطية,يخفي,related,word,word,0.239545751408211
كوكب,يدور في مدار,related,word,word,
إرث,يرث,related,word,word,0.387481382236749
استمع,يسمع,related,word,word,0.313303551927815
حسن الضيافة,شكر,related,word,word,
نقطة,يشير,related,word,word,0.256363345083484
يثق,يصدق,related,word,word,0.286855977577163
حل,يصلح,related,word,word,0.207556841341037
ابتسامة,يضحك,related,word,word,0.345431959532552
سؤال,يسأل,related,word,word,0.477823066850851
يهبط,يطير,related,word,word,0.476384550086238
يصف,يعبر,related,word,word,0.30423883538945
ضمان,يعِد,related,word,word,
يعرض,يعطى,related,word,word,0.316618822167344
يتعلم,يعلّم,related,word,word,
مكسب,يفوز,related,word,word,0.278926464550818
قتال,يقاتل,related,word,word,0.493098023376994
مقاومة,يقاوم,related,word,word,0.499928537938838
يعاقب,يقبض على,related,word,word,
اقترح,يقترح,related,word,word,0.56749069217792
يعجب بـ,يقدر,related,word,word,
الائتمان,قرض,related,word,word,0.39553957281498
يمزق,يقطع,related,word,word,0.533050395242631
يمص,يلعق,related,word,word,0.529920024990925
راحة,نوم,related,word,word,0.342454746484959
يزيد,ينتج,related,word,word,0.224446115468994
تدبير,ينجح,related,word,word,0.211155239815186
يعيش,ينجو,related,word,word,0.361714760470877
أصلي,نسخة,related,word,word,0.215636344865524
النصيحة,ينصح,related,word,word,0.267121561187027
انفجار,ينفجر,related,word,word,0.434668167739606
نهاية,ينهي,related,word,word,0.34745044594741
فوز,هزيمة,related,word,word,0.439929483905919
يونيه,يوليو,related,word,word,0.437728808372811
كريسماس,إجازة,related,word,word,0.324815363827601
الاثنين,يوم الثلاثاء,related,word,word,
سخيف,أذن,unrelated,word,word,0.0897500899581588
رفض,عالي,unrelated,word,word,0.11190000091178
حادثة,يحضن,unrelated,word,word,0.0875933775086409
يرافق,مالك العقار,unrelated,word,word,
شكوى,مدينة,unrelated,word,word,0.0968873445702069
نشيط,سطح المركب,unrelated,word,word,
مؤسسة,خرطوم,unrelated,word,word,0.101511830803906
حذِر,يغسل,unrelated,word,word,
ركن,اعمال صيانة,unrelated,word,word,
أحسنت,سلامة,unrelated,word,word,0.107590562454705
مجموع,الطريق السريع,unrelated,word,word,
وحش,أنف,unrelated,word,word,0.128679977728714
نحلة,يزيل,unrelated,word,word,0.1270479218112
بيت,الجراحة,unrelated,word,word,0.0694730812204638
الإذن,ساخرة,unrelated,word,word,0.114541611842632
يد,نكتة,unrelated,word,word,0.119799084855314
الفيلق,استدارة,unrelated,word,word,0.118680238929984
الوريد,نادرا,unrelated,word,word,0.0782092615762298
سلاح الفرسان,لهجة,unrelated,word,word,
يدعم,لقب,unrelated,word,word,0.110715628090083
بيئة,يحب,unrelated,word,word,0.106127402754608
اهتمام,الخريف,unrelated,word,word,0.0701829999384884
دش,فشل,unrelated,word,word,0.114845173586397
فوج,يجلس,unrelated,word,word,0.0648387079989715
الساحة,يعلّم,unrelated,word,word,
شعر,واتسون,unrelated,word,word,0.105730522737725
سحر,الشمس,unrelated,word,word,0.106639013198568
غرفة,صداقة,unrelated,word,word,0.0658569022035013
رشوة,بنات,unrelated,word,word,0.126796983711228
غواصة,طبيب,unrelated,word,word,0.108365631052543
فتاة,تحليل,unrelated,word,word,0.0985675013512128
نبيل,يسار,unrelated,word,word,0.100276180233408
تحطيم,أنثى,unrelated,word,word,0.0247708883245903
زوج,جملة,unrelated,word,word,0.0827196028068515
صديق,ديمقراطية,unrelated,word,word,0.0462111167571172
اعمال بناء,شمعة,unrelated,word,word,
يحفر,كرة القدم,unrelated,word,word,
صناعة,ألفا,unrelated,word,word,0.000199167102602644
يعُدّ,رصاصة,unrelated,word,word,
ورم,السلطة,unrelated,word,word,0.0562137361996942
نظارات,يسمع,unrelated,word,word,0.127011564626622
قائد,عدوى,unrelated,word,word,0.084138032329292
حِمل,شمسي,unrelated,word,word,
أرضية,اليونانية,unrelated,word,word,0.146780038131025
المافيا,بيضة,unrelated,word,word,0.0766507468156372
قبر,يصاحب,unrelated,word,word,0.0815596755913195
ميل,فدية,unrelated,word,word,0.110089606854424
شعائر,ماما,unrelated,word,word,0.0506187856921879
طاولة,حفلة موسيقية,unrelated,word,word,
عقبة,زى موحد,unrelated,word,word,
إتبع,سيرك,unrelated,word,word,0.102588301539072
خبز,يفوز,unrelated,word,word,0.129474074315446
السكر,أبدا,unrelated,word,word,0.143628514194099
دخان,إمكانية,unrelated,word,word,0.145930066829902
حديقة حيوان,موقف سلوك,unrelated,word,word,
ثقافة,متوتر,unrelated,word,word,0.0997538235957812
افتح,فريق,unrelated,word,word,0.0781822775074277
مقفل,سلاح المدفعية,unrelated,word,word,
فنجان,عديم القيمة,unrelated,word,word,
حار,إجراء,unrelated,word,word,0.0885569689628184
هيئة,إمبراطورية,unrelated,word,word,0.136309745847922
التنقل,مملكة,unrelated,word,word,0.13080940297541
عنصري,أداء,unrelated,word,word,0.0603004839024653
الصبر,فيروس نقص المناعة المكتسبة,unrelated,word,word,
المجموع,نادلة,unrelated,word,word,0.0706752429665911
إطلاقا,ينهب,unrelated,word,word,0.0420123860020018
البرمجيات,جائع,unrelated,word,word,0.082693976850437
التركيز,يحظر,unrelated,word,word,0.0308913692503589
احترام,دكتور جامعى,unrelated,word,word,
التأكيد,المحترفين,unrelated,word,word,0.135403483214535
دائما,الحاسوب,unrelated,word,word,0.113550432801554
قانون,مرحلة الطفولة,unrelated,word,word,
يحتوي,رئيس,unrelated,word,word,0.0458860247961684
ضد,لذيذ,unrelated,word,word,0.114898071145692
دار الأيتام,مسبب,unrelated,word,word,
أصلي,يعِد,unrelated,word,word,
البارون,وكالة,unrelated,word,word,0.0699960356008388
خيال,أسطول,unrelated,word,word,0.122619349909025
مسخ,كنيسة صغيرة,unrelated,word,word,
شرير,وجبة افطار,unrelated,word,word,
راقص,مادة الاحياء,unrelated,word,word,
مخاطرة,مبتل,unrelated,word,word,0.11563396917864
محفوف بالمخاطر,البول,unrelated,word,word,
أعمى,شخصية,unrelated,word,word,0.144992722619894
مئة عام,عكس,unrelated,word,word,
مفهوم,جواز سفر,unrelated,word,word,
احتجاج,ينجو,unrelated,word,word,0.0617331506294754
وصول,غوريلا,unrelated,word,word,0.0686624711721274
مصير,لحم مقدد,unrelated,word,word,
وكيل,الغربي,unrelated,word,word,0.0802734827678424
شجاعة,مسبار,unrelated,word,word,0.111709422986458
تقدم,مسيحي,unrelated,word,word,0.130681285008426
رقاقة,ركوب,unrelated,word,word,0.131486158806197
يعاني,فاتن,unrelated,word,word,0.140326222980232
مماثل,ابن,unrelated,word,word,0.0860894000168315
نزاع,كولونيل,unrelated,word,word,0.0805424688396129
يقاطع,كدمة,unrelated,word,word,0.0358554869843498
الله,اعمال,unrelated,word,word,0.118676898260771
وحدة,زواج,unrelated,word,word,0.0599349828601889
دكتور جراح,ثري,unrelated,word,word,
جنيه,غبي,unrelated,word,word,0.0923033767049628
صدقة,دقيقة,unrelated,word,word,0.104860107786809
نافذة,نملة,unrelated,word,word,0.129597833987264
يطلي,الأدرينالين,unrelated,word,word,0.0299715428508265
كابوس,عطر,unrelated,word,word,0.0998440978993745
تنورة,محقق,unrelated,word,word,0.138935470029787
الكحول,سعيدة,unrelated,word,word,0.0886264987869001
وزة,بقوة,unrelated,word,word,0.089331727589499
المسئولية,متلازمة,unrelated,word,word,0.129190120702388
البارود,هارب,unrelated,word,word,0.0339310525353723
عين,الرد,unrelated,word,word,0.0706404222190707
غرب,وجبة,unrelated,word,word,0.121428193464168
الصحة,جبر,unrelated,word,word,0.052009605508444
مغناطيسي,ترتيب,unrelated,word,word,0.13318421565111
أنيق,تسجيل,unrelated,word,word,0.111731195614917
عامل,الأصغر,unrelated,word,word,0.0877797971764268
عقلي,حانة,unrelated,word,word,0.0544655340739396
خزان,عقوبة السجن,unrelated,word,word,
خروج,كذاب,unrelated,word,word,0.0497687297289632
طاعون,نوم,unrelated,word,word,0.100400729442424
معدات,صادق,unrelated,word,word,0.104621469746434
الملاحظة,عرش,unrelated,word,word,0.0334140426183415
يقلل من شأن,ميكروفون,unrelated,word,word,
فخور,الهيروين,unrelated,word,word,0.117637729486559
يغفر,مظاهرة,unrelated,word,word,0.116773062001846
شنق,ريادي,unrelated,word,word,0.0813917787668648
صالة عرض,المخدرات,unrelated,word,word,
انتظر,نفسيّ,unrelated,word,word,
أمل,أزرق,unrelated,word,word,0.120226714890095
مخلص,نووي,unrelated,word,word,0.118982289984158
واقع,شجرة,unrelated,word,word,0.0920678651543485
بطيء,حكومة,unrelated,word,word,-0.00650230167570999
انطباع,معدن,unrelated,word,word,0.114079026073514
حائط,تلاعب,unrelated,word,word,0.112045779190261
الكرنفال,ذو قيمة,unrelated,word,word,
بطل,أربعة,unrelated,word,word,0.118398692120269
مقرف,رعد,unrelated,word,word,0.134550635290232
بحث,زبدة,unrelated,word,word,0.0681348386777387
الحمض النووي,فضيحة,unrelated,word,word,
سمك القرش,كلمه السر,unrelated,word,word,
الصيد,ينهار,unrelated,word,word,0.0215299057856405
نبتة,اتفاق,unrelated,word,word,0.110324233849362
السائل,شقة,unrelated,word,word,0.12739847106065
قوة,قهوة,unrelated,word,word,0.119331949861398
مؤامرة,سيئة,unrelated,word,word,0.112491100350569
بحرية,هناك,unrelated,word,word,0.133750706969954
إنجليزي,يقلل,unrelated,word,word,0.0412215112150514
يفزع,ضعيف,unrelated,word,word,0.140910615005264
تفاحة,عاري,unrelated,word,word,0.146171127218005
لعب,فاكس,unrelated,word,word,0.0912421040341443
يجمع,الصمت,unrelated,word,word,0.015105618000472
بطبيعة الحال,مليار,unrelated,word,word,
أولاد,مراقب,unrelated,word,word,0.0668071511867051
وطني,نسخة,unrelated,word,word,0.0757114186054409
أدخل,رقبة,unrelated,word,word,0.0569635758189667
الادارة,يحتفظ,unrelated,word,word,0.133899667398188
شهادة دبلوم,يرث,unrelated,word,word,
كيلو,حميم,unrelated,word,word,0.000114284108538542
ممتاز,فرقة,unrelated,word,word,0.129927801416977
رومان,معقول,unrelated,word,word,0.03764404025186
بريء,يعبر,unrelated,word,word,0.068251736196195
وهم,إضافي,unrelated,word,word,0.122197559183515
ساندويتش,استعمال,unrelated,word,word,0.0398926961932269
قماش,يوم الثلاثاء,unrelated,word,word,
راضي,جهاز ضبط الوقت,unrelated,word,word,
خليج,قرض,unrelated,word,word,0.0651915047371886
مركز,كهربائي,unrelated,word,word,0.100774630642559
منخفض,يقرّ,unrelated,word,word,
جلالة,إبهام,unrelated,word,word,0.040729056489117
شقّ,علم النفس,unrelated,word,word,
كريسماس,مستودع أسلحة,unrelated,word,word,
خلوق,جهاز,unrelated,word,word,0.148449269864023
سيء,زعيم,unrelated,word,word,0.0888102217380346
مضخة,يساعد,unrelated,word,word,0.0762335350338531
كبير,المنقذ,unrelated,word,word,0.10861846404964
كربون,مأوى,unrelated,word,word,0.128823365577255
الربح,كتابة,unrelated,word,word,0.147420368819289
نقطة,رحمة,unrelated,word,word,0.145969689703186
بيانات,غير معقول,unrelated,word,word,
إرث,يوليو,unrelated,word,word,0.125776089920239
جرعة,وثيقة,unrelated,word,word,0.130849717385413
فحص,لحية,unrelated,word,word,0.0364985481599986
أداة,سكران,unrelated,word,word,0.100824520242553
مثير,مباشرة,unrelated,word,word,0.144751482599373
غريزه,مدرسة,unrelated,word,word,0.110920235709479
المالية,مشتبه فيه,unrelated,word,word,
يختبر,نعم,unrelated,word,word,0.146052316596661
غير منطقى,ذريعة,unrelated,word,word,
الماس,غريب,unrelated,word,word,0.114014683873129
خدعة,يشير,unrelated,word,word,0.120313348206215
بكل سرور,محلي,unrelated,word,word,
محكمة,يستبدل,unrelated,word,word,0.080992978972509
حليب,شهادة,unrelated,word,word,0.146064166693411
روميو,المحتوى,unrelated,word,word,0.108490073826211
يونيه,القسوة,unrelated,word,word,0.0581308954305673
تسلق,تمويل,unrelated,word,word,0.130874515599442
انتقام,القطن,unrelated,word,word,0.0503891668748386
سم,بيان,unrelated,word,word,0.101216658587414
ملكة,مشروب غازي,unrelated,word,word,
تعرف,في النهاية,unrelated,word,word,
خبرة,يربط,unrelated,word,word,0.0655094224080036
مالك,خصوصية,unrelated,word,word,0.103953386896321
نهر,غبار,unrelated,word,word,0.14050886570776
أول,يهين,unrelated,word,word,0.128435415849737
عضو,أقصى,unrelated,word,word,0.099050580023459
ندوة,لحم,unrelated,word,word,0.102377211788406
خرافة,معرض,unrelated,word,word,0.0856383846416295
بحجم,مجهول,unrelated,word,word,0.00961441683704712
سماح,الجحيم,unrelated,word,word,0.147402852967629
الاحتمال,يعدّ,unrelated,word,word,
سيارة اجره,محتشم,unrelated,word,word,
تنين,غياب,unrelated,word,word,0.0522592562742769
الكلى,وداعا,unrelated,word,word,0.0475120598498309
ضفدع,غرفة نوم,unrelated,word,word,
تونة,درجة الحرارة,unrelated,word,word,
إقليمي,كيك,unrelated,word,word,0.0810299854409429
وحده,مائع,unrelated,word,word,0.147636532330762
قصيرة,تدليك,unrelated,word,word,0.121785939101895
يكره,ينجح,unrelated,word,word,0.144591323762411
وجبة خفيفة,النموذج المبدئي,unrelated,word,word,
إنسان آلي,عادة,unrelated,word,word,
مربية,أهمية,unrelated,word,word,0.0598095599543691
الخدمات,يتحقق,unrelated,word,word,0.118747327061953
طلاق,خطير,unrelated,word,word,0.139668474208839
غير مرتبطة,وضع,unrelated,word,word,
اليوغا,نفق,unrelated,word,word,0.0494475557268583
نقيب الشرطة,تخطيط,unrelated,word,word,
غذاء,مفوض,unrelated,word,word,0.0524429791639219
لحم خنزير,مغادرة,unrelated,word,word,
غنيمة,يختطف,unrelated,word,word,0.117315741093157
الأداة,بارد,unrelated,word,word,0.11563637808011
مؤتمر,مهاجم,unrelated,word,word,0.120581222403827
حديد,أناني,unrelated,word,word,0.0716336387362264
كيلومتر,شرف,unrelated,word,word,0.073402784064045
مدني,ابن شقيق,unrelated,word,word,
انعكاس,مطاردة,unrelated,word,word,0.120397088859955
مزيج,شفاء - يشفى,unrelated,word,word,
متواضع,التواصل,unrelated,word,word,0.0797969548860604
السيولة النقدية,قدر,unrelated,word,word,
شاشة,مبكرا,unrelated,word,word,0.0321986519504642
غدا,أحد الوالدين,unrelated,word,word,
أسبرين,يدور في مدار,unrelated,word,word,
بابا,إنتاج,unrelated,word,word,0.00104082409009241
عصب,فضة,unrelated,word,word,0.10666095426381
مكتبة,رخيص,unrelated,word,word,0.0707880800186978
موسيقى الجاز,ساحل,unrelated,word,word,
تطور,ولد عم,unrelated,word,word,
عار,هزيمة,unrelated,word,word,0.108078594755462
بلد,وصف,unrelated,word,word,0.0956464500962434
حلق,كابتن,unrelated,word,word,0.14464232573816
ضروري,كيس,unrelated,word,word,0.136778173218297
منتصف الليل,يرسل,unrelated,word,word,
وضح,الممثل,unrelated,word,word,0.11838019632171
بحر,حلقة,unrelated,word,word,0.149212603306334
سبتمبر,وجة نظر,unrelated,word,word,
طاولة,صلب,unrelated,word,word,0.0795318546000643
بشكل رسمي,تهوية,unrelated,word,word,
فحم,السمو,unrelated,word,word,0.117739123736463
ثوم,مغلق,unrelated,word,word,0.141577609791031
يرتب,برنامج,unrelated,word,word,0.103753885132812
ممتلكات,سماوي,unrelated,word,word,0.0656502196983248
هواء,الأسرة,unrelated,word,word,0.0401158129041367
معاناة,محرك,unrelated,word,word,0.0347163278180731
فنان,يضرب,unrelated,word,word,0.138076799043325
نصف القطر,يتوقع,unrelated,word,word,
مرحلة,صغير,unrelated,word,word,0.148350320161822
رسمة,هيدروجين,unrelated,word,word,0.116137675139853
قاموس,مريض,unrelated,word,word,0.116860745669975
شظية,غاضب,unrelated,word,word,0.111658145349938
بقرة,الأدب,unrelated,word,word,0.0791743687538469
رائد فضاء,يأتي,unrelated,word,word,
تجهيز,السجن,unrelated,word,word,-4.23365370575331e-05
إسمنت,العالم,unrelated,word,word,0.0363392849725778
صحن,تأثير,unrelated,word,word,0.124423247973185
سياسات,همبرغر,unrelated,word,word,0.109998602692885
الصحافة,سرير,unrelated,word,word,-0.00968874647677241
الحالة,قذرة,unrelated,word,word,0.0141950346896221
حرفيا,المحقق,unrelated,word,word,0.142102300105876
ثانوي,جائزة,unrelated,word,word,0.149925509326559
أميرة,يجتمع,unrelated,word,word,0.0957446714093749
خلية - زنزانة,قف,unrelated,word,word,
رهينة,ينتج,unrelated,word,word,0.052025920735499
خاص,جرذ,unrelated,word,word,0.106323413814682
نوبل,الانسجة,unrelated,word,word,0.0829629271361654
الهواة,مؤخرة,unrelated,word,word,0.054388574465119
محرم,حصيلة,unrelated,word,word,0.136594840506142
ضمان,مقر رئيسي,unrelated,word,word,
القاعدة,كونتيسة,unrelated,word,word,0.073609370959466
نموذج,حالة طوارئ,unrelated,word,word,
طبي,قبعة,unrelated,word,word,0.123845357912787
يدفع,جدا,unrelated,word,word,0.123097945074745
إدراج,متوفى,unrelated,word,word,0.126459535957853
كمية,اذهب,unrelated,word,word,0.0849577377195895
نصف,يقاوم,unrelated,word,word,0.0879004005854142
تلوث,المستثمر,unrelated,word,word,0.0856664739280896
حنق,تأجير,unrelated,word,word,0.0908527917803806
من حين اخر,قطعة,unrelated,word,word,
متفائل,محيط,unrelated,word,word,0.103985698077226
أمامي,حقا,unrelated,word,word,0.113641784954162
عادل,خريطة,unrelated,word,word,0.0647424547684324
يزيد,زقاق,unrelated,word,word,0.136174513532138
طازج,حفظ,unrelated,word,word,0.116819180813101
يبقى,صورة,unrelated,word,word,0.0969030758203077
إجابه,دير,unrelated,word,word,0.0755590782695951
حياة مهنية,قفل,unrelated,word,word,
مطالبة,أسد,unrelated,word,word,0.110122713292809
يسرق,مائة,unrelated,word,word,0.0678779042537221
سرقة,مكان ما,unrelated,word,word,
سلسلة,تقرير,unrelated,word,word,0.115989890126153
منعطف _ دور,دورية,unrelated,word,word,
الأمان,سهل,unrelated,word,word,0.109409749428031
مرساة,أمريكا,unrelated,word,word,0.0344073587679237
القرصان,بروتوكول,unrelated,word,word,0.138362519883265
راتب تقاعد,يؤكد,unrelated,word,word,
مزاد علني,نظرية,unrelated,word,word,
النينجا,منديل,unrelated,word,word,0.122115454178623
رادار,غداء,unrelated,word,word,0.126641651262428
بطل,قريب,unrelated,word,word,0.140386158349877
تقويم,أمير,unrelated,word,word,0.0441976150263782
صف دراسي,إشعاع,unrelated,word,word,
العبقري,ماضي,unrelated,word,word,0.0627319368858222
آمن,اتهام,unrelated,word,word,0.0939793563442236
يشترى,لقاء,unrelated,word,word,0.124918983846412
البرلمان,تجميد,unrelated,word,word,0.0463554453925705
حاكم,السترة,unrelated,word,word,0.0505809215936386
ملجا,التلفاز,unrelated,word,word,0.065682762895271
اطلاق النار,بسرعة,unrelated,word,word,
معتل الصحة,عقد، عشر سنوات,unrelated,word,word,
ختم,عيادة,unrelated,word,word,0.141057353431408
ذهبي,تظل,unrelated,word,word,0.108664557490503
ببساطة,قبض,unrelated,word,word,0.104218289181706
حمام,الإتصال,unrelated,word,word,0.0749880862403856
قطرة,معلم,unrelated,word,word,0.0431267077396368
قليل,أخبار,unrelated,word,word,0.0647842153949642
دودة,زفاف,unrelated,word,word,-0.00935573059654017
رامي,واجب,unrelated,word,word,0.0498733491471047
عصير الليمون,لطيف,unrelated,word,word,
لا شيئ,ليموزين,unrelated,word,word,
في مكان آخر,مجرم,unrelated,word,word,
ابنة,ضخم,unrelated,word,word,0.115741565241497
الضوضاء,شيف,unrelated,word,word,0.0689396247156101
لازانيا,ممر,unrelated,word,word,0.144470623323264
كلام,مصاص دماء,unrelated,word,word,
خبير,فودكا,unrelated,word,word,0.0467699265709731
مسافه: بعد,يضغط,unrelated,word,word,
يضيع,التجربة,unrelated,word,word,0.0614773810625041
هواية,دماغي,unrelated,word,word,0.128274886157914
مشهور,المحيط الأطلسي,unrelated,word,word,
الفيدرالية,طُعم,unrelated,word,word,
منصة,غير مسؤول,unrelated,word,word,
سابقا,طماطم,unrelated,word,word,0.134131683432847
يحول دون,برتقالي,unrelated,word,word,
محل تجاري,الرياضيات,unrelated,word,word,
طريق,الرأسمالية,unrelated,word,word,0.137777912138242
قيلولة,تخريب,unrelated,word,word,0.0947029095174203
قطعا,عاطفي,unrelated,word,word,0.12157741654351
جنون,مرفأ,unrelated,word,word,0.0841502107098786
اقترح,جرام,unrelated,word,word,0.142828683988062
يوم السبت,منتج,unrelated,word,word,
العمل,شارع,unrelated,word,word,0.0509639437451837
يغرق,ساحر,unrelated,word,word,0.138985420784934
حرارة,مؤسسة,unrelated,word,word,0.105865038863
تاج,أسبوعي,unrelated,word,word,0.113954648866724
برق,يزود,unrelated,word,word,0.113456104898108
اسم,وظيفي,unrelated,word,word,0.141933320318485
بطانية,عدالة,unrelated,word,word,0.127547782182436
عروسة,ذكي,unrelated,word,word,0.0621266677211884
الجاسوس,وقت الظهيرة,unrelated,word,word,
نقل,سيجارة,unrelated,word,word,0.0318584885005996
المستشعر,أزمة,unrelated,word,word,0.122598041474223
شجيرة,اختبار,unrelated,word,word,0.0336409064513772
سمع,سجادة,unrelated,word,word,0.140743572594952
مزدوج,فريدة من نوعها,unrelated,word,word,
الاثنين,خاطئة,unrelated,word,word,0.109435005874866
دجاج,ينصح,unrelated,word,word,0.0765709504308342
مقزز,الضغط,unrelated,word,word,0.121357392883368
أخير,موهبة,unrelated,word,word,0.0543123267500038
فجأة,بوسطن,unrelated,word,word,0.128659533235587
شارة,عرف,unrelated,word,word,0.147756600048009
غامض,سرطان,unrelated,word,word,0.115100672876945
غير مريح,صبي,unrelated,word,word,
دم,مراهقة,unrelated,word,word,0.0563737000967822
عادي,التوقيع,unrelated,word,word,0.135301255012616
صحراء,تمويل,unrelated,word,word,0.134827741087719
الاموات الاحياء,مؤخرا,unrelated,word,word,
مقطورة,محاولة,unrelated,word,word,0.0741972386863305
قرفة,كتيبة,unrelated,word,word,0.127838459573038
صمام,تنظم,unrelated,word,word,0.138325460728776
الى ابعد حد,إثبات,unrelated,word,word,
ويسكي,قفز,unrelated,word,word,0.118749920396599
مرشح,ممتع,unrelated,word,word,-0.000248770284362482
جيب,كائن فضائي,unrelated,word,word,
جندي,نشاط,unrelated,word,word,0.0329569109790574
شيرلوك,معركة,unrelated,word,word,0.0942976355143644
قوي,سطح - المظهر الخارجي,unrelated,word,word,
كنز,القوات البحرية,unrelated,word,word,
مسدس,عالمي,unrelated,word,word,0.0884473614956757
شهر,مقاتل,unrelated,word,word,0.129253310514089
يومي,هبة,unrelated,word,word,0.114841652831263
الجنوبي,عروس,unrelated,word,word,0.0721480882186576
ضيق,مدى الحياة,unrelated,word,word,
مكسب,إقلاع,unrelated,word,word,0.0840448051572069
كابل,ارتباك,unrelated,word,word,0.0695019808610509
لعنة,البضائع,unrelated,word,word,0.0531469621706909
دب,كآبة,unrelated,word,word,0.138319956095009
أرملة,شاحنة صغيرة,unrelated,word,word,
عديم الفائدة,جماعة,unrelated,word,word,
استحق,متخصص,unrelated,word,word,0.0743327318269027
شاعر,حفرة,unrelated,word,word,0.0253071912326616
أحمر,مدير,unrelated,word,word,0.0477466166946763
يغادر,فستان,unrelated,word,word,0.132437989944961
العمود الفقري,يبهر,unrelated,word,word,
أخذ,خطأ,unrelated,word,word,0.116728465165071
حضور,معكرونة,unrelated,word,word,0.105243247991437
مؤلف,دولار,unrelated,word,word,0.145017501699205
محطة,يعطى,unrelated,word,word,0.0587017203266776
الدافع,زهرة,unrelated,word,word,0.121247791132659
جسم غامض,مغسلة,unrelated,word,word,
مبهر,قتل,unrelated,word,word,0.123727801022122
تشريح الجثة,بقوة,unrelated,word,word,
مهندس,الناخب,unrelated,word,word,0.142979351113121
ارسنال,متخرج,unrelated,word,word,0.142289967971031
طبيعي,مجموعة,unrelated,word,word,0.12740473578837
سكرتير,مصطنع,unrelated,word,word,0.0876719631873555
ضحية,مؤمن,unrelated,word,word,0.135868714198583
رأي,جثة,unrelated,word,word,0.0871998167786226
الاختصاص القضائي,بصلة,unrelated,word,word,
الربيع,شوكة,unrelated,word,word,0.119152667495198
فخ,اشخاص,unrelated,word,word,0.114196169220395
ملعب,تكسير,unrelated,word,word,0.116544927444554
كنبة,مشرق,unrelated,word,word,0.133177949922262
فراشة,سياسي,unrelated,word,word,0.141619178403152
ذكرى سنوية,مادة متفجرة,unrelated,word,word,
الكتاب المقدس,سرطان البحر,unrelated,word,word,
برج,قبول,unrelated,word,word,0.0947170662407605
عيار,فندق صغير,unrelated,word,word,
النزهة,شعور,unrelated,word,word,0.136911122725769
فوضى سياسية,دولاب,unrelated,word,word,
قصر,فيديو,unrelated,word,word,0.0890625938904334
كنيسة,جائزة,unrelated,word,word,0.149356549840419
جذاب,جدة,unrelated,word,word,0.146053185248862
غالي الثمن,صحافي,unrelated,word,word,
يبتلع,الأمس,unrelated,word,word,0.0851259852396909
شباب,الشريان,unrelated,word,word,0.0630948913740981
عادي,ثلاثة,unrelated,word,word,0.126557846656919
شاطئ بحر,ميكانيكي,unrelated,word,word,
يقع,موسيقي او عازف,unrelated,word,word,
مجتمع,كرسي,unrelated,word,word,0.126954338754623
جولة,مخلوق,unrelated,word,word,0.0665150145936373
دافئ,بناء,unrelated,word,word,0.080150853280113
الحرير,رعاة البقر,unrelated,word,word,
نسبيا,الم,unrelated,word,word,0.121022217953741
