"da_target","da_cue","type","target_type","cue_type","da_cosine"
"virksomhed","selskab","related","word","word",0.362744765019379
"mord","selvmord","related","word","word",0.55277772237042
"foredrag","seminar","related","word","word",0.46783861888429
"junior-","senior-","related","word","word",NA
"spektakulære","sensationel","related","word","word",0.326355822427468
"transmitter","sensor","related","word","word",0.334772285179844
"tidlig","sent","related","word","word",0.445218209588813
"oktober","september","related","word","word",0.535057662028991
"løjtnant","sergent","related","word","word",0.468541756264706
"episode","serie","related","word","word",0.35883531767159
"vedligeholdelse","service","related","word","word",0.373349060436944
"borgmester","sheriffer","related","word","word",0.355758402526194
"watson","sherlock","related","word","word",0.353525269445182
"rustning","shield","related","word","word",0.103936324091951
"snigskytte","shooter","related","word","word",0.110822409089447
"fortælle","sige","related","word","word",0.607305888456805
"sikker","sikker","related","word","word",1
"sikkerhed","sikkerhed","related","word","word",1
"bomuld","silke","related","word","word",0.489195037177478
"krise","situation","related","word","word",0.43034302910619
"ånd","sjæl","related","word","word",0.485239494589622
"closet","skab","related","word","word",0.268962079809493
"fremstille","skab","related","word","word",0.163546528551977
"ødelæggelse","skabelse","related","word","word",0.499572997081024
"skæbne","skæbne","related","word","word",1
"overvåge","skærmbillede","related","word","word",0.21480382552362
"plade","skål","related","word","word",0.144800051232398
"rigdom","skat","related","word","word",0.183691061171735
"gaffel","ske","related","word","word",0.216106315607194
"ægteskab","skilsmisse","related","word","word",0.460235950015264
"bright","skinne","related","word","word",0.147322033003859
"jakke","skjorte","related","word","word",0.676850721064536
"skræmme","skræmme","related","word","word",1
"uhyggelig","skræmmende","related","word","word",0.583598829501535
"kontor","skrivebord","related","word","word",0.458983423652384
"trække","skubbe","related","word","word",0.485814539119671
"skyde","skud","related","word","word",0.392377111351078
"knæ","skulder","related","word","word",0.36612678251409
"tåge","sky","related","word","word",0.363345828818529
"mørk","skygge","related","word","word",0.309821551486402
"skandale","sladre","related","word","word",0.25724159341319
"tjener","slave","related","word","word",0.230026233657874
"tygge","sluge","related","word","word",0.352599872364362
"pause","smadre","related","word","word",0.126296674644919
"lugt","smag","related","word","word",0.385288924203857
"bred","smal","related","word","word",0.463571884573411
"intelligent","smart","related","word","word",0.43150171654901
"fryse","smelte","related","word","word",0.433171711827487
"imponere imponere","smigre","related","word","word",NA
"grine","smil","related","word","word",0.370756600361723
"smuk","smuk","related","word","word",1
"ulækkert","snavset","related","word","word",0.336546195506867
"turtle","snegl","related","word","word",0.192905565741663
"beruset","sober","related","word","word",0.228825684875168
"cute","sød","related","word","word",0.251779608268231
"seng","sofa","related","word","word",0.40253052264101
"computer","software","related","word","word",0.501134260202171
"finde","søg","related","word","word",0.28146217681494
"kriger","soldat","related","word","word",0.496437023257155
"daggry","solnedgang","related","word","word",0.466238642765091
"tand","søm","related","word","word",0.222674920907835
"vinter","sommer","related","word","word",0.54407367903753
"fugl","sommerfugl","related","word","word",0.558974966810097
"tit","sommetider","related","word","word",0.340659522403092
"nevø","sønnesøn","related","word","word",0.407450433097139
"bror","søster","related","word","word",0.653578567936961
"interessant","spændende","related","word","word",0.60963806521826
"spil","spil","related","word","word",1
"bruge","spild","related","word","word",0.244782878513706
"abdominal","spinal","related","word","word",0.567321956549837
"forræder","spion","related","word","word",0.467464573556867
"sabotage","spionage","related","word","word",0.432808486246013
"spørge","spørgsmål","related","word","word",0.465742396505023
"hul","sprække","related","word","word",0.421462828896909
"sidde","stå","related","word","word",0.440674170497841
"baseball","stadion","related","word","word",0.372175319243712
"selvisk","stædig","related","word","word",0.459100887039014
"svag","stærk","related","word","word",0.530073735374459
"position","status","related","word","word",0.368325125131824
"accent","stemme","related","word","word",0.384900712637446
"stilhed","stille","related","word","word",0.393213205294438
"røve","stjæle","related","word","word",0.398712290150782
"particle","stof","related","word","word",NA
"lyd","støj","related","word","word",0.450106409667434
"begejstret","stolt","related","word","word",0.369439977516455
"værdighed","stolthed","related","word","word",0.47534602161259
"kæmpe stor","stor","related","word","word",NA
"længde","størrelse","related","word","word",0.415542069944138
"sko","støvle","related","word","word",0.486498069607645
"fængsling","straf","related","word","word",0.532851618157573
"anholdelse","straffe","related","word","word",0.23350888059834
"kyst","strand","related","word","word",0.404826977377461
"depression","stress","related","word","word",0.472225053857175
"energi","strøm","related","word","word",0.484905550469205
"lærer","studerende","related","word","word",0.313087884684644
"lykkes","styre","related","word","word",0.214441978818986
"manipulere","styring","related","word","word",0.248488566419735
"kraft","styrke","related","word","word",0.490258908885399
"fiasko","succes","related","word","word",0.513399316262655
"slikke","suge","related","word","word",0.397368462316911
"chokolade","sukker","related","word","word",0.523898641004272
"tørst","sult","related","word","word",0.531614263539626
"beløb","sum","related","word","word",0.478689230009127
"normal","sund og rask","related","word","word",NA
"uddannelse","sundhed","related","word","word",0.394938266715828
"batman","superman","related","word","word",0.488611002002808
"paranormal","supernatural","related","word","word",0.364665781553047
"salat","suppe","related","word","word",0.472432406415682
"hjælp","support","related","word","word",0.238944004884863
"kniv","sværd","related","word","word",0.442926705986539
"ed","sværge","related","word","word",0.195419875916358
"svar","svar","related","word","word",1
"kød","svinekød","related","word","word",0.593712250668363
"kræft","svulst","related","word","word",0.506510919293009
"nord","syd","related","word","word",0.697336644688437
"vestlig","syd-","related","word","word",NA
"syg","syg","related","word","word",1
"syndrom","symptom","related","word","word",0.473295210602688
"forbrydelse","synd","related","word","word",0.455784286611818
"vinder","taber","related","word","word",0.563130588450161
"pille","tablet","related","word","word",0.298440487010766
"beregn","tælle","related","word","word",0.190987057606953
"håndklæde","tæppe","related","word","word",0.564649701421574
"fangst","tag fat","related","word","word",NA
"sende","tage med","related","word","word",NA
"takke","taknemmelig","related","word","word",0.612073006910772
"prædiken","tale","related","word","word",0.299937130920982
"tale","tale","related","word","word",1
"medfølelse","tålmodighed","related","word","word",0.491685593653919
"motor","tank","related","word","word",0.386964921919767
"skære","tåre","related","word","word",0.18454546659753
"bygning","tårn","related","word","word",0.320282852230941
"ar","tatovering","related","word","word",0.360872042923046
"limousine","taxa","related","word","word",0.514524122917012
"teenager","teenage","related","word","word",0.837881170656107
"mekanisk","teknisk","related","word","word",0.457427277806566
"videnskab","teknologi","related","word","word",0.513408577009758
"digt","tekst","related","word","word",0.374462002486506
"brev","telegram","related","word","word",0.591278541741123
"mikroskop","teleskop","related","word","word",0.469328282171313
"kloster","tempel","related","word","word",0.3827878287981
"behandling","terapi","related","word","word",0.510684528230814
"lufthavn","terminal","related","word","word",0.392375226238522
"vend tilbage","tilbage","related","word","word",NA
"give","tilbud","related","word","word",0.2332260085297
"ly","tilflugt","related","word","word",0.365658481993177
"lykkelig","tilfreds","related","word","word",0.391392116789167
"undskyldning","tilgive","related","word","word",0.329572618511345
"barmhjertighed","tilgivelse","related","word","word",0.558691356436525
"godkendelse","tilladelse","related","word","word",0.592057506991724
"tro på","tillid","related","word","word",NA
"fravær","tilstedeværelse","related","word","word",0.371229914487607
"charmerende","tiltrækkende","related","word","word",0.518226383974978
"servitrice","tjener","related","word","word",0.279347764023414
"fire","to","related","word","word",0.679891233538119
"cigaret","tobak","related","word","word",0.406500947314764
"bus","tog","related","word","word",0.290405873286781
"håndvask","toilet","related","word","word",0.440663813378959
"fuld","tom","related","word","word",0.154581081756459
"bund","top","related","word","word",0.437970700152501
"våd","tør","related","word","word",0.319415667169798
"komplet","total","related","word","word",0.496749683695056
"løve","trække på","related","word","word",NA
"spiller","træner","related","word","word",0.329647923427363
"sulten","træt","related","word","word",0.464627403464102
"fjerde","tredje","related","word","word",0.645572107187864
"joke","trick","related","word","word",0.268640949948218
"tragisk","trist","related","word","word",0.488726283455812
"medalje","trofæ","related","word","word",0.358927530741029
"hengivenhed","troskab","related","word","word",0.444276855767551
"hummer","tunfisk","related","word","word",0.464369609820235
"tungt","tung","related","word","word",0.622330843243992
"koncert","tur","related","word","word",0.292748695543415
"rotere","tur","related","word","word",0.171472988845774
"match","turnering","related","word","word",0.259928685871393
"hundrede","tusind","related","word","word",0.577563109032923
"formode","tvivl","related","word","word",0.154219970520714
"tyk","tynd","related","word","word",0.565083085549415
"classic","typisk","related","word","word",0.130717979272786
"kriminel","tyv","related","word","word",0.371788226077647
"røveri","tyveri","related","word","word",0.648722193087537
"ubehagelig","ubehageligt","related","word","word",0.794723500314167
"værdiløs","ubrugelig","related","word","word",0.565025804898179
"om","ud","related","word","word",0.210774268518904
"inde","uden for","related","word","word",NA
"aktiver","udløser","related","word","word",0.305563574368799
"perspektiv","udsigt","related","word","word",0.185089785939025
"udstyre","udstyr","related","word","word",0.734168423277898
"mutation","udvikling","related","word","word",0.398971340935002
"alien","ufo","related","word","word",0.239848199074911
"ulykke","uheldig","related","word","word",0.440572063320519
"væsen","uhyre","related","word","word",0.47975934148755
"gyldige","ulovlig","related","word","word",0.249847277114405
"let","umulig","related","word","word",0.327085578308631
"undersøge","undersøge","related","word","word",1
"inspektion","undersøgelse","related","word","word",0.360523257522161
"båd","undervandsbåd","related","word","word",0.53275657356154
"overdrive","undervurdere","related","word","word",0.462283352839756
"barndom","ungdom","related","word","word",0.439407644721615
"galakse","univers","related","word","word",0.50056113216337
"urimelig","uretfærdighed","related","word","word",0.447898751656497
"uansvarlig","urimelig","related","word","word",0.466253561914288
"mærkelig","usædvanlig","related","word","word",0.51755602694308
"skyldig","uskyldig","related","word","word",0.668716019929995
"ulykke","utilsigtet hændelse","related","word","word",NA
"arrogance","uvidenhed","related","word","word",0.475214402356609
"hegn","væg","related","word","word",0.316978581360592
"højde","vægt","related","word","word",0.461926687974782
"vælg","vælge","related","word","word",0.559893788476819
"pris","værdi","related","word","word",0.387361071676418
"vigtig","værdifuld","related","word","word",0.527680952824694
"soveværelse","værelse","related","word","word",0.704511023205768
"garage","værksted","related","word","word",0.412223428585767
"instrument","værktøj","related","word","word",0.358651330319824
"væske","væske","related","word","word",1
"penis","vagina","related","word","word",0.503066690757083
"patrulje","vagt","related","word","word",0.432367254242711
"mulighed","valg","related","word","word",0.207754899237126
"fedt nok","varm","related","word","word",NA
"temperatur","varme","related","word","word",0.418548574099369
"med vilje","ved en fejltagelse","related","word","word",NA
"highway","vej","related","word","word",0.258411877324271
"donation","velgørenhed","related","word","word",0.519769505023625
"lækker","velsmagende","related","word","word",0.413320971496239
"pulsåre","vene","related","word","word",0.441131947423974
"forventer","vente","related","word","word",0.271047264039662
"ventilation","ventil","related","word","word",0.724284687923886
"vidnesbyrd","vidne","related","word","word",0.521399290908243
"fantastisk","vidunderlig","related","word","word",0.693300091541386
"champagne","vin","related","word","word",0.553232544244039
"storm","vind","related","word","word",0.39092362082137
"dør","vindue","related","word","word",0.370839585132979
"fantasi","virkelighed","related","word","word",0.491499643398172
"infektion","virus","related","word","word",0.420264616510989
"sjov","vittig","related","word","word",0.41154967462173
"forælder","voksen","related","word","word",0.395558065835398
"raseri","vrede","related","word","word",0.58525919385274
"boston","washington","related","word","word",0.415221745996904
"øst","west","related","word","word",0.299908246436179
"vodka","whisky","related","word","word",0.56320084040875
"beskeden","ydmyg","related","word","word",0.294927419548687
"massage","yoga","related","word","word",0.372982351381375
"vampire","zombie","related","word","word",0.19544707917648
"cirkus","zoologisk have","related","word","word",NA
"gorilla","udstyr","unrelated","word","word",0.119456819660416
"tæt","invasion","unrelated","word","word",0.115842775321261
"vision","kilo","unrelated","word","word",-0.0495113762549814
"lukning","økonomisk","unrelated","word","word",0.264405469771098
"fuldstændig","nægte","unrelated","word","word",0.141188540759138
"modig","ørken","unrelated","word","word",0.175453603654853
"regering","erstatte","unrelated","word","word",0.183192293555322
"besked","straffe","unrelated","word","word",0.201200347096046
"frugt","dramatisk","unrelated","word","word",0.0618969243623829
"hest","mandskab","unrelated","word","word",0.13271815427886
"forstyrre","kapital","unrelated","word","word",0.0254672400706963
"affald","langsom","unrelated","word","word",0.0881097070211017
"amerika","fokus","unrelated","word","word",0.154713483256548
"indgang","rent faktisk","unrelated","word","word",NA
"afsnit","varm","unrelated","word","word",0.000851985735012752
"spejl","skål","unrelated","word","word",0.039029054474089
"hastighed","nøgle","unrelated","word","word",0.101223313521798
"morgenmad","mudder","unrelated","word","word",0.189084703175496
"detektiv","risiko","unrelated","word","word",0.0996225783296684
"hiv","nok","unrelated","word","word",0.152272196440833
"aktivitet","sober","unrelated","word","word",0.157157260306224
"give","rapport","unrelated","word","word",0.105511595401643
"sang","kontanter","unrelated","word","word",0.0724968956827391
"nogensinde","grundlag","unrelated","word","word",0.165858755820456
"ensom","orkan","unrelated","word","word",0.140790742036562
"alarmer","aids","unrelated","word","word",0.0480802172538944
"medicin","afstand","unrelated","word","word",0.120147169146579
"stadig","kilometer","unrelated","word","word",0.139773093495273
"sædvanlig","briller","unrelated","word","word",0.0469978379849349
"konstant","digter","unrelated","word","word",0.104864563472383
"professionel","tilbage","unrelated","word","word",0.1177092694776
"ministerium","maling","unrelated","word","word",0.078280132790932
"minister","jungle","unrelated","word","word",0.114113744711375
"helikopter","symptom","unrelated","word","word",0.0486021279519574
"investigator","bi","unrelated","word","word",0.0681961988246919
"kapitalisme","model","unrelated","word","word",0.115943099411745
"psykologi","naturligt","unrelated","word","word",0.132390528120933
"et eller andet sted","træner","unrelated","word","word",NA
"van","lampe","unrelated","word","word",0.157494725129783
"sejle","høring","unrelated","word","word",0.117041782505884
"komme","fornøjelse","unrelated","word","word",0.156456909820175
"afgang","karakter","unrelated","word","word",0.132530809638056
"ukendt","forklaring","unrelated","word","word",0.098876297502288
"brug","aftensmad","unrelated","word","word",0.0806932617811243
"ærlig","dyr","unrelated","word","word",0.107972740192993
"pligt","bruser","unrelated","word","word",0.134164526103278
"kvalitet","værdi","unrelated","word","word",0.374651209609739
"zone","gevinst","unrelated","word","word",0.0985403637303279
"slagmark","søster","unrelated","word","word",0.0752691648281792
"årti","analytiker","unrelated","word","word",0.161792690531387
"organisere","hår","unrelated","word","word",0.0654715659206645
"armory","undervurdere","unrelated","word","word",0.0896654499480926
"medaljong","sprække","unrelated","word","word",0.102359944704117
"avis","lejlighedsvis","unrelated","word","word",0.0983242475134715
"støv","drama","unrelated","word","word",0.108951352945232
"morfin","kansler","unrelated","word","word",0.150376156731151
"butt","i morgen","unrelated","word","word",NA
"pilot","behandle","unrelated","word","word",0.0357198955460947
"ydeevne","ned","unrelated","word","word",0.137947071172538
"atomisk","blind","unrelated","word","word",0.206314851185817
"salg","ekstremt","unrelated","word","word",0.129221930754867
"fotograf","ankomme","unrelated","word","word",0.119996659230167
"gade","chip","unrelated","word","word",0.138858958213537
"barn","kunstner","unrelated","word","word",0.205070190445739
"uniform","kredit","unrelated","word","word",0.0817055626300356
"bjerg","overraskelse","unrelated","word","word",0.0512624893623496
"harmoni","sværd","unrelated","word","word",0.105940509616901
"jordbær","pirat","unrelated","word","word",0.151805391522205
"gruppe","basketball","unrelated","word","word",0.144604692574088
"finansiel","soldat","unrelated","word","word",0.075199231966851
"investor","fremtid","unrelated","word","word",0.216878881442866
"grevinde","anarki","unrelated","word","word",0.155142622827838
"fodbold","sukker","unrelated","word","word",0.147351568665186
"bedstemor","imponerende","unrelated","word","word",0.055811841234322
"mennesker","kontrakt","unrelated","word","word",0.133903459144675
"procedure","kiste","unrelated","word","word",0.119966991254161
"kæmpe","jord","unrelated","word","word",0.180414139625795
"bekræfte","hud","unrelated","word","word",0.0726192848420701
"nervøs","budget","unrelated","word","word",0.0726872490897287
"bekymre","papir","unrelated","word","word",0.181282148653451
"last","lejr","unrelated","word","word",0.206925723882942
"stjerne","miljø","unrelated","word","word",0.106187826754736
"express","radius","unrelated","word","word",0.108560619178362
"forsvare","danser","unrelated","word","word",0.0822356093371775
"afpresse","vente","unrelated","word","word",0.0571187562917597
"stål","gendanne","unrelated","word","word",0.0885937984639333
"betydning","vælge","unrelated","word","word",0.140623731002691
"sætter pris på","sent","unrelated","word","word",NA
"overførsel","nyttig","unrelated","word","word",0.130705145004366
"opretholde","modsat","unrelated","word","word",0.154054977415657
"bevis","mand","unrelated","word","word",0.190254517206883
"myre","service","unrelated","word","word",-0.000789429824644668
"bestil","gidsel","unrelated","word","word",0.0813034898837768
"museum","orgasme","unrelated","word","word",0.116301998412086
"foto","placere","unrelated","word","word",0.175746373916428
"pas","hjælp","unrelated","word","word",0.0882661541362336
"binde","tobak","unrelated","word","word",0.152754695700701
"teater","tage med","unrelated","word","word",NA
"kardinal","konservativt","unrelated","word","word",0.153032730587704
"ulv","kort","unrelated","word","word",0.0830849072750733
"døv","at vise","unrelated","word","word",NA
"forblive","frekvens","unrelated","word","word",0.156646228000619
"urin","pub","unrelated","word","word",0.132068644930143
"blid","skræmmende","unrelated","word","word",0.226600131774318
"praktisk talt","udsigt","unrelated","word","word",NA
"taske","entusiasme","unrelated","word","word",0.145943099621283
"eksplosiv","stadion","unrelated","word","word",0.107576791895207
"belønning","uskyldig","unrelated","word","word",0.173590598765551
"stol","ide","unrelated","word","word",0.131465380127592
"alfa","palads","unrelated","word","word",0.0984108589377647
"kasket","her","unrelated","word","word",0.192518738308024
"tunnel","bibliotek","unrelated","word","word",0.256882810320732
"ost","jeep","unrelated","word","word",0.151052655109835
"brud","astronaut","unrelated","word","word",0.0375717741887199
"blå","terminal","unrelated","word","word",0.109132023422953
"badeværelse","ambulance","unrelated","word","word",0.148817101983295
"grusom","daglige","unrelated","word","word",0.0671172464750426
"funding","normalt","unrelated","word","word",NA
"havn","munk","unrelated","word","word",0.0762331826898741
"eksplodere","majestæt","unrelated","word","word",0.0917590967240314
"træ","avenue","unrelated","word","word",0.0660830272154772
"butik","sommerfugl","unrelated","word","word",0.119383096864238
"predator","sød","unrelated","word","word",0.119887912822703
"rom","industri","unrelated","word","word",0.147455774691091
"kugle","smigre","unrelated","word","word",0.118360038638249
"fængsel","enke","unrelated","word","word",0.0983263878023585
"plast","pacific","unrelated","word","word",0.105077991733556
"fighter","tung","unrelated","word","word",0.228788856249034
"mulighed","hård","unrelated","word","word",0.118940647903063
"skønhed","kandidat","unrelated","word","word",0.0946565111542517
"enhed","sheriffer","unrelated","word","word",0.177370805905063
"trekant","ønske","unrelated","word","word",0.0692901602684146
"militær","klart","unrelated","word","word",0.135993553721833
"distrikt","betyder","unrelated","word","word",0.0626265746817352
"publikum","shooter","unrelated","word","word",0.126842544003542
"mum","lur","unrelated","word","word",0.0731813006787586
"skjule","auktion","unrelated","word","word",0.101927709530752
"ugentlig","tåre","unrelated","word","word",0.0588481439569404
"dans","ventil","unrelated","word","word",0.0604750816146534
"information","ingeniør","unrelated","word","word",0.13338484803333
"søn","syd","unrelated","word","word",0.03314466316551
"professor","snavset","unrelated","word","word",0.0821130031036988
"følsom","bevæge sig","unrelated","word","word",NA
"kage","lave","unrelated","word","word",0.228918164435544
"timer","bro","unrelated","word","word",0.0263397174771446
"juvel","mælk","unrelated","word","word",0.14722544839231
"kvalme","sofa","unrelated","word","word",0.191268490817871
"forfatter","mad","unrelated","word","word",0.148288563283764
"grim","nanny","unrelated","word","word",0.197758742753702
"direkte","cirkel","unrelated","word","word",0.0910986047300141
"overleve","mercenary","unrelated","word","word",0.147073677067946
"fingeraftryk","nyre","unrelated","word","word",0.186731172243328
"triple","løb","unrelated","word","word",0.260978359778783
"forsvinden","luft","unrelated","word","word",-0.00835861188354146
"fatal","gammel","unrelated","word","word",0.0681409155518885
"indsprøjtning","absolut","unrelated","word","word",0.0347971182378004
"nippe til","provision","unrelated","word","word",NA
"komedie","langsomt","unrelated","word","word",0.119959210839589
"romantisk","november","unrelated","word","word",0.130009586155433
"piger","spion","unrelated","word","word",0.174000503305275
"øl","silke","unrelated","word","word",0.135467844792491
"konge","hjerne","unrelated","word","word",0.09587084326279
"svømme","hvad","unrelated","word","word",0.186466467400628
"legetøj","lav","unrelated","word","word",0.10933647037552
"video","tale","unrelated","word","word",0.165513608957535
"imperium","journalistik","unrelated","word","word",0.128658391207013
"dyr","naturlig","unrelated","word","word",0.222993750888219
"billig","faktor","unrelated","word","word",0.141118080627068
"insekt","manager","unrelated","word","word",0.0665239769875765
"falde sammen","ganske enkelt","unrelated","word","word",NA
"anmodning","illusion","unrelated","word","word",0.217595769236114
"vaskebjørn","anhænger","unrelated","word","word",0.12192028282242
"ejer","prøve","unrelated","word","word",0.137019780131993
"bestå","æsel","unrelated","word","word",0.152670668871971
"prøve","adelig","unrelated","word","word",0.0835196054526777
"specialist","grøn","unrelated","word","word",0.125176465444109
"ekstra","størrelse","unrelated","word","word",0.160601412991031
"meget","fremskridt","unrelated","word","word",0.202807741843112
"patetisk","falsk","unrelated","word","word",0.238972115901667
"fjerne","lide","unrelated","word","word",0.109175683697239
"tre","hjelm","unrelated","word","word",0.0733549425029502
"afslut","mus","unrelated","word","word",0.0451313781786359
"til sidst","kommerciel","unrelated","word","word",NA
"bemærkelsesværdig","købe","unrelated","word","word",0.0997181139407861
"bryllup","tilbud","unrelated","word","word",0.166699419784408
"djævel","guvernør","unrelated","word","word",0.0809433530451749
"fransk","kontakt","unrelated","word","word",0.0881829243379358
"division","stå","unrelated","word","word",0.0743112923003064
"kvinde","smart","unrelated","word","word",0.154630150955274
"gift","vene","unrelated","word","word",0.186789126677475
"lidenskab","medfølende","unrelated","word","word",0.325091347348677
"viden","fantasi","unrelated","word","word",0.257125593207337
"erstatning","diamant","unrelated","word","word",0.226781948978151
"ledsage","sværge","unrelated","word","word",0.192722496702051
"tæppe","passager","unrelated","word","word",0.0261559875960372
"for evigt","zoologisk have","unrelated","word","word",NA
"store","mental","unrelated","word","word",0.122290087203947
"produktion","altid","unrelated","word","word",0.0679943604762392
"lokkemad","ekspert","unrelated","word","word",0.170765340558485
"begivenhed","plan","unrelated","word","word",0.13047529379958
"element","spionage","unrelated","word","word",0.114412393917033
"falsk","alene","unrelated","word","word",0.125043355135466
"kreativitet","dessert","unrelated","word","word",0.149220275871663
"periode","korn","unrelated","word","word",0.116711935526226
"stærkt","katolsk","unrelated","word","word",0.183019307229816
"elendighed","skulder","unrelated","word","word",0.171783361086752
"rig","protein","unrelated","word","word",0.170296640429537
"fejl","skud","unrelated","word","word",0.10360395202595
"dokument","trist","unrelated","word","word",0.0945213464709096
"religion","slave","unrelated","word","word",0.165524552970675
"ultimate","foran","unrelated","word","word",0.111661872388957
"investere","porno","unrelated","word","word",0.151117757849154
"tommelfinger","sanger","unrelated","word","word",0.119300972716382
"bureau","spørgsmål","unrelated","word","word",0.198339809705425
"modstander","skilsmisse","unrelated","word","word",0.111429747852185
"flåde","yoga","unrelated","word","word",0.131657102998147
"symbol","bankmand","unrelated","word","word",0.0658112589977804
"stemme","sikker","unrelated","word","word",0.169913364209893
"sø","jaloux","unrelated","word","word",0.117032321230356
"sovs","bogstaveligt talt","unrelated","word","word",NA
"flugt","rund","unrelated","word","word",0.17594827759189
"flygtning","ambassadør","unrelated","word","word",0.195576280103652
"spise","filosofi","unrelated","word","word",0.132941720936551
"stat","gæstfrihed","unrelated","word","word",0.217679463978906
"graviditet","moderne","unrelated","word","word",0.114369647847963
"koncentrere","areal","unrelated","word","word",0.193388608532491
"jage","riffel","unrelated","word","word",0.206647590006495
"bag-","engel","unrelated","word","word",NA
"efterår","myte","unrelated","word","word",0.0871085051029878
"heks","lykønske","unrelated","word","word",0.0880394012771222
"planlægning","bytte","unrelated","word","word",0.0266196961996364
"forbyde","studerende","unrelated","word","word",0.128292856416717
"ske","smil","unrelated","word","word",0.162693250530884
"bar","vrede","unrelated","word","word",0.169451205557542
"antyder","kampagne","unrelated","word","word",0.130992794689106
"forfærdelig","legeme","unrelated","word","word",0.102057439109299
"skuespiller","medlem","unrelated","word","word",0.164054558468097
"hold op","væske","unrelated","word","word",NA
"venskab","anstændig","unrelated","word","word",0.126707854298088
"korrekt","reception","unrelated","word","word",0.0360691081015435
"plausible","magnetisk","unrelated","word","word",0.147230092835312
"opgive","busk","unrelated","word","word",0.0504724917289334
"skilt","dosis","unrelated","word","word",0.0860538781815168
"hensigt","hospital","unrelated","word","word",0.0747126886987251
"fornærme","voksen","unrelated","word","word",0.133318109344956
"glæde","seksuel","unrelated","word","word",0.222804913045425
"undersøgelse","nål","unrelated","word","word",0.15329659658196
"sidst","okay","unrelated","word","word",0.147652366132813
"værdig","kompas","unrelated","word","word",0.126872320233506
"blive ved","baby","unrelated","word","word",NA
"stråling","golf","unrelated","word","word",0.0710857834405389
"stykke","nat","unrelated","word","word",0.10628275833004
"signal","dukke","unrelated","word","word",0.0685136931245008
"udvikling","pest","unrelated","word","word",0.187573194047335
"forbi","fase","unrelated","word","word",0.163994029266991
"demokrati","ketchup","unrelated","word","word",0.120555542708082
"underskrift","toilet","unrelated","word","word",0.11703002579067
"opdater","højre","unrelated","word","word",0.0497728863619831
"ledig","ekstra","unrelated","word","word",0.189678259742228
"frivilligt","sladre","unrelated","word","word",0.160563282224556
"firben","måske","unrelated","word","word",0.150147508752255
"brormand","bibel","unrelated","word","word",0.117613607693418
"matematik","anatomi","unrelated","word","word",0.372722855688632
"gå","had","unrelated","word","word",0.187752094898776
"taknemmelighed","tyv","unrelated","word","word",0.16902642307171
"udstilling","fragment","unrelated","word","word",0.0808784902480289
"dumhed","sensationel","unrelated","word","word",0.160213603774353
"poker","særlig","unrelated","word","word",0.114345208145419
"ung","blod","unrelated","word","word",0.15612250607261
"enkel","suge","unrelated","word","word",0.111660814168086
"løfte","krone","unrelated","word","word",0.139288909342378
"brændstof","morder","unrelated","word","word",0.0186047905791606
"and","ved en fejltagelse","unrelated","word","word",NA
"hele","gambling","unrelated","word","word",0.214062668568942
"reaktor","strøm","unrelated","word","word",0.331154827546297
"oberst","stemme","unrelated","word","word",0.0980065129480794
"videnskabsmand","åben","unrelated","word","word",0.121542466276094
"vidste","bekymret","unrelated","word","word",0.27323871871077
"vinde","dna","unrelated","word","word",0.198017572302219
"fange","pæn","unrelated","word","word",0.0858364166533996
"dræbe","virus","unrelated","word","word",0.125933699397527
"lade","radar","unrelated","word","word",0.0481244411694089
"flaske","evig","unrelated","word","word",0.036202068111113
"husk","konkurrence","unrelated","word","word",0.0952032543523505
"ære","stille","unrelated","word","word",0.113208291236318
"dårligt","kemisk","unrelated","word","word",0.152488445674161
"tennis","atomar","unrelated","word","word",0.0396993216771733
"kirkegård","skærmbillede","unrelated","word","word",0.225518772890263
"begrave","tatovering","unrelated","word","word",0.179934373003788
"beskidte","jubilæum","unrelated","word","word",0.00438677671706212
"orange","uheldig","unrelated","word","word",0.117340987539862
"årsag","trofæ","unrelated","word","word",0.0615542566317219
"hovedkvarter","charme","unrelated","word","word",0.138723451964535
"guddommelig","flod","unrelated","word","word",0.152260348404604
"dynamite","indre","unrelated","word","word",0.00517327724673698
"senator","tilladelse","unrelated","word","word",0.134346213419818
"sølv","århundrede","unrelated","word","word",0.235789851025927
"tro","opgave","unrelated","word","word",0.15209526675034
"kærlighed","mand","unrelated","word","word",0.307403821823334
"udførelse","sum","unrelated","word","word",0.175139205421356
"retfærdighed","fænomenet","unrelated","word","word",0.11061316974767
"fisk","forening","unrelated","word","word",0.0730551951926575
"nakke","anonym","unrelated","word","word",0.0589155258570255
"kvarter","binde","unrelated","word","word",0.0598797738676111
"kvinde","top","unrelated","word","word",0.173139719047591
"arm","ass","unrelated","word","word",0.318638887810017
"handling","reklame","unrelated","word","word",0.178706902959406
"skæg","civil","unrelated","word","word",0.108931792881903
"svært","tablet","unrelated","word","word",0.130189215886899
"ocean","roman","unrelated","word","word",0.200116009471819
"kold","kop","unrelated","word","word",0.211388744094058
"farvel","job","unrelated","word","word",0.0752596938587541
"frelseren","objekt","unrelated","word","word",0.0878283717940891
"mysterium","kapsel","unrelated","word","word",0.180847188563803
"der","værktøj","unrelated","word","word",0.138926646692163
"arve","taknemmelig","unrelated","word","word",0.110575433201873
"dame","operere","unrelated","word","word",0.0939107016780476
