ko_cue,ko_target,type,cue_type,target_type,ko_cosine
수업,학교,related,word,word,0.363900768265435
낮잠,한가롭게 이리저리 거닐다,related,word,word,
방울,한모금,related,word,word,0.527594165659011
할 수 없음,할 수 없는,related,word,word,
할아버지,할머니,related,word,word,0.52675514379822
빨다,핥다,related,word,word,
해군,함대,related,word,word,0.4705727545789
공정한,합리적인,related,word,word,0.431345213936148
불법적 인,합법적 인,related,word,word,
계약,합의,related,word,word,0.395792888092761
만,항구,related,word,word,0.196487758290452
절대,항상,related,word,word,0.171756426017276
선박,해군,related,word,word,0.456690996348196
해변,해안,related,word,word,0.372076263740823
사직,해임,related,word,word,
원자력,핵무기,related,word,word,0.584554158207121
샌드위치,햄버거,related,word,word,0.536017610205623
몸짓,행동,related,word,word,
만족하는,행복하다,related,word,word,0.375937202669173
관리,행정,related,word,word,0.408347527359226
립스틱,향수,related,word,word,0.574322406094483
허용하다,허락하다,related,word,word,
법,헌법,related,word,word,0.316267725086471
충실도,헌신,related,word,word,
코카인,헤로인,related,word,word,0.459692330794466
구급차,헬리콥터,related,word,word,0.423015451495422
망원경,현미경,related,word,word,0.51022531376078
낙관적 인,현실적인,related,word,word,
지역,현지의,related,word,word,
녀석,형,related,word,word,0.29828199523611
조사관,형사,related,word,word,0.408480846304745
자매,형제,related,word,word,0.527329902489154
강,호수,related,word,word,0.466111752023595
펌프,호스,related,word,word,0.511357107456111
약혼,혼례,related,word,word,
결합,혼합물,related,word,word,0.368255255092591
예술가,화가,related,word,word,0.27344144534549
질투하는,화난,related,word,word,0.373243930471271
월요일,화요일,related,word,word,0.707269952844879
샤워,화장실,related,word,word,0.328231185834135
분명히,확실히,related,word,word,0.276399850144716
확인,확인하다,related,word,word,
환각,상상속의 환각,related,word,word,
아주 멋진,환상적인 것,related,word,word,
축하해,환영하다,related,word,word,
활동적인,활동,related,word,word,
방아쇠,활성화,related,word,word,0.254471830412485
장엄한,황제,related,word,word,0.60633700969432
회의,모임,related,word,word,0.450243739738595
회전하다,회전,related,word,word,
영향,효과,related,word,word,0.402528962153133
유용한,효과적인,related,word,word,0.543442420399917
선배,후배,related,word,word,0.368020414277368
뿔,휘파람,related,word,word,0.533546694000996
크리스마스,휴일,related,word,word,0.428014388605434
타투,흉터,related,word,word,0.378713680829441
좀비,흡혈귀,related,word,word,0.312018780376224
신나는,흥미로운,related,word,word,0.400766298321914
자랑스러운,흥분한,related,word,word,0.333820902296537
힘,무력,related,word,word,0.208066963109405
말도 안되는,귀,unrelated,word,word,
거절,높은,unrelated,word,word,0.0837000420486607
사건,껴안다,unrelated,word,word,
불평,도시,unrelated,word,word,0.0589646156622987
활동적인,갑판,unrelated,word,word,
알림,씻다,unrelated,word,word,
총,고속도로,unrelated,word,word,0.113958785333871
벌,제거하다,unrelated,word,word,
허가,냉소적이다,unrelated,word,word,
도움,직함,unrelated,word,word,
결론,고마움,unrelated,word,word,
노력하다,성,unrelated,word,word,
연대,앉다,unrelated,word,word,
투기장,가르치다,unrelated,word,word,
백만,오리,unrelated,word,word,0.149935668547213
잠수함,의사,unrelated,word,word,0.0697365878648926
소녀,분석,unrelated,word,word,0.13314463385809
고귀한,왼쪽,unrelated,word,word,0.0947122367535123
박살내다,여자,unrelated,word,word,
꿀,계산하다,unrelated,word,word,
파는 사람,기쁨,unrelated,word,word,
안녕하세요,자동차,unrelated,word,word,0.14301294135306
안경,들리다,unrelated,word,word,
바닥,그리스 어,unrelated,word,word,
이유,전기,unrelated,word,word,0.0797489010680354
무덤,동반하다,unrelated,word,word,
따르다,서커스,unrelated,word,word,
빵,이기다,unrelated,word,word,
가톨릭,추천하다,unrelated,word,word,
수도,낭만적 인,unrelated,word,word,
잠긴,포술,unrelated,word,word,
내각,계속하다,unrelated,word,word,
컵,가치 없는,unrelated,word,word,
럼 주,멀리,unrelated,word,word,
더운,절차,unrelated,word,word,0.146980035444698
인종 차별 주의자,성능,unrelated,word,word,
인내심,에이즈 바이러스,unrelated,word,word,
물론,털다,unrelated,word,word,
초점을 맞추다,금하다,unrelated,word,word,
확인,전문적인,unrelated,word,word,0.139174493594139
언제나,컴퓨터,unrelated,word,word,0.101580046193784
법,어린 시절,unrelated,word,word,
포함하다,대통령,unrelated,word,word,
진행하다,마요네즈,unrelated,word,word,
반대,맛있는,unrelated,word,word,0.0740174106474454
원본,약속하다,unrelated,word,word,
남작,대행사,unrelated,word,word,
괴물,예배당,unrelated,word,word,0.141791260543297
사악한,아침밥,unrelated,word,word,0.146526388085132
춤추는 사람,생물학,unrelated,word,word,
리스크,젖은,unrelated,word,word,
위험천만한,오줌,unrelated,word,word,
눈이 먼,인격,unrelated,word,word,
세기,상반하는,unrelated,word,word,
보호하다,구조,unrelated,word,word,
자유,청각 장애인,unrelated,word,word,
항의,생존하다,unrelated,word,word,
하늘의 뜻,베이컨,unrelated,word,word,
고통을 겪다,매력적인,unrelated,word,word,
사직,새로 고치다,unrelated,word,word,
갈등,대령,unrelated,word,word,0.0616040878594381
중단시키다,타박상,unrelated,word,word,
단위,결혼,unrelated,word,word,0.0968974931341513
외과 의사,부자,unrelated,word,word,
자선,분,unrelated,word,word,0.104083080862428
치마,조사자,unrelated,word,word,
승객,소리,unrelated,word,word,0.148946255806274
술 취하지 않은,넓은,unrelated,word,word,
재,환영하다,unrelated,word,word,
서쪽,식사,unrelated,word,word,0.141036788881741
영향,삼배,unrelated,word,word,
운동,코냑,unrelated,word,word,
자석의,주문하다,unrelated,word,word,
유행의,녹음,unrelated,word,word,
요인,후배,unrelated,word,word,
정신적 인,술집,unrelated,word,word,
탱크,투옥,unrelated,word,word,
출구,거짓말 쟁이,unrelated,word,word,
과소평가하다,마이크로폰,unrelated,word,word,
용서하다,시위,unrelated,word,word,
기다리다,심리학의,unrelated,word,word,
설명하다,핥다,unrelated,word,word,
느린,정부,unrelated,word,word,0.102654588758472
벽,조종하다,unrelated,word,word,
축제,가치 있는,unrelated,word,word,
챔피언,사 / 넷,unrelated,word,word,
디엔에이,스캔들,unrelated,word,word,
수렵,무너지다,unrelated,word,word,
식물,합의,unrelated,word,word,0.138142961266436
착륙하다,스타일,unrelated,word,word,
영원한,옮기다,unrelated,word,word,
영어,줄이다,unrelated,word,word,
겁주다,약한,unrelated,word,word,
눌다,팩스,unrelated,word,word,
당연히,십억,unrelated,word,word,0.0875750687819442
부드러운,우승자,unrelated,word,word,0.119644360410403
소년들,모니터,unrelated,word,word,0.134768027652752
입력하다,목,unrelated,word,word,
관리,가지고 있다,unrelated,word,word,
훌륭한,밴드,unrelated,word,word,0.127387598367328
로마 인,합리적인,unrelated,word,word,
무죄한,표현하다,unrelated,word,word,
환각,부가적인,unrelated,word,word,
샌드위치,사용하다,unrelated,word,word,
막대,만나다,unrelated,word,word,0.134555449463569
옷감,화요일,unrelated,word,word,
기지,전기성의,unrelated,word,word,
낮은,자백하다,unrelated,word,word,
폐하,엄지손가락,unrelated,word,word,
도로,행동,unrelated,word,word,0.146541581858028
틈,심리학,unrelated,word,word,0.08193447372096
크리스마스,무기고,unrelated,word,word,0.0664506600265939
품위있는,장치,unrelated,word,word,0.141942938590866
펌프,원조하다,unrelated,word,word,
큰,구원자,unrelated,word,word,0.109764630054999
탄소,보호소,unrelated,word,word,
가리키다,자비,unrelated,word,word,
데이터,터무니없는,unrelated,word,word,0.127704516513517
유산,칠월,unrelated,word,word,
정량,문서,unrelated,word,word,
검사,수염,unrelated,word,word,0.0930510296692484
도구,술 취한,unrelated,word,word,
신나는,곧장,unrelated,word,word,0.101391225718709
개인적인,목 마름,unrelated,word,word,
본능,학교,unrelated,word,word,0.146346554598344
재원,의심하다,unrelated,word,word,
조사하다,응,unrelated,word,word,
장난,내비치다,unrelated,word,word,
즐거움,현지의,unrelated,word,word,
법원,대리자,unrelated,word,word,
우유,증언,unrelated,word,word,0.124528286832213
로미오,콘텐츠,unrelated,word,word,
유월,잔학,unrelated,word,word,
오르다,자금,unrelated,word,word,
복수,면,unrelated,word,word,0.14421694257673
독,성명,unrelated,word,word,0.0473237161556271
여왕,탄산 음료,unrelated,word,word,
인정하다,결국,unrelated,word,word,
경험,묶다,unrelated,word,word,
거주자,엉덩이,unrelated,word,word,
첫 번째,감정을 상하게 하다,unrelated,word,word,
미소 짓다,치료,unrelated,word,word,
세미나,고기,unrelated,word,word,0.145428720276475
크기,알려지지 않은,unrelated,word,word,
허용하다,지옥,unrelated,word,word,
확률,준비하다,unrelated,word,word,
신장,안녕히 가십시오,unrelated,word,word,
지역,케이크,unrelated,word,word,0.0864384633038878
혐오하다,성공한 것,unrelated,word,word,
간식,원기,unrelated,word,word,
아주머니,중요성,unrelated,word,word,0.125073980608278
주 장관,계획,unrelated,word,word,
음식,위원,unrelated,word,word,
돼지 고기,출발,unrelated,word,word,
트로피,유괴하다,unrelated,word,word,
인공물,시원한,unrelated,word,word,
회의,공격자,unrelated,word,word,
킬로미터,명예,unrelated,word,word,
반사,뒤쫓다 다,unrelated,word,word,
결합,치유하다,unrelated,word,word,
겸손한,의사 소통,unrelated,word,word,
현금,운명,unrelated,word,word,0.110638069118502
화면,일찍,unrelated,word,word,0.0982677115581934
언덕,반응기,unrelated,word,word,
아빠,생산,unrelated,word,word,0.107298354749394
신경 이상,은,unrelated,word,word,
진화,사촌,unrelated,word,word,0.00424440597826032
나체상,패배,unrelated,word,word,
목구멍,선장,unrelated,word,word,
걱정하는,키,unrelated,word,word,0.10219602952015
구월,관점,unrelated,word,word,
공무상,통풍,unrelated,word,word,
마련하다,프로그램,unrelated,word,word,
재산,천국 같은,unrelated,word,word,
공기,가족,unrelated,word,word,0.105801165955989
예술가,치다,unrelated,word,word,
열광,쓰다,unrelated,word,word,
반경,예상하다,unrelated,word,word,
자필,주제,unrelated,word,word,
사전,아픈,unrelated,word,word,0.104718870386583
성적,일어나 다,unrelated,word,word,
우주 비행사,오다,unrelated,word,word,
준비,감옥,unrelated,word,word,0.0483908990240441
정책,햄버거,unrelated,word,word,0.137999351141862
저널리즘,침대,unrelated,word,word,
상태,불결한,unrelated,word,word,0.0932540796389561
의지할 곳이 없는,경기,unrelated,word,word,
문자 그대로,형사,unrelated,word,word,
준비가 된,다른,unrelated,word,word,
부차적,보상,unrelated,word,word,
공주,모으다,unrelated,word,word,
유치장,멈추다,unrelated,word,word,
인질,생산하다,unrelated,word,word,
폐/탈,평의원,unrelated,word,word,
공장,아침,unrelated,word,word,0.112873190988865
아마추어,뒤쪽,unrelated,word,word,0.120385225106988
금지되어있다,결과,unrelated,word,word,
보장하다,본부,unrelated,word,word,
규칙,백작 부인,unrelated,word,word,
모델,비상,unrelated,word,word,0.11754640539169
의료,모자,unrelated,word,word,0.105034411285019
밀다,매우,unrelated,word,word,
끼워 넣다,죽은,unrelated,word,word,
수량,가다,unrelated,word,word,
반,저항하다,unrelated,word,word,
다람쥐,책,unrelated,word,word,0.0823844696404248
화,임대,unrelated,word,word,0.100416588522749
가끔,조각,unrelated,word,word,0.0674980534075949
낙관적 인,둘레,unrelated,word,word,
증가하다,골목,unrelated,word,word,
머무르다,사진,unrelated,word,word,
고용하다,마치다,unrelated,word,word,
직업,잠그다,unrelated,word,word,
수요,사자,unrelated,word,word,
가난한,점검,unrelated,word,word,0.102435399869242
절도,어딘가에,unrelated,word,word,0.135577716834877
회전하다,순찰,unrelated,word,word,
첩죄,검은 색,unrelated,word,word,
연금,확인하다,unrelated,word,word,
레이더,점심,unrelated,word,word,0.118594241623576
영웅,닫다,unrelated,word,word,
안전한,비난,unrelated,word,word,0.0687490746159383
의회,얼다,unrelated,word,word,
피선,텔레비전,unrelated,word,word,
병든,열개의,unrelated,word,word,
방울,선생님,unrelated,word,word,0.145301340471286
서다,투자하다,unrelated,word,word,
조금한,뉴스,unrelated,word,word,
맛이 나다,플라스틱,unrelated,word,word,
지렁이,혼례,unrelated,word,word,
레몬 에이드,온화한,unrelated,word,word,
아무것도 아님,리무진,unrelated,word,word,
다른 곳에,범인,unrelated,word,word,
딸,거대한,unrelated,word,word,0.0278315400225065
이야기하다,흡혈귀,unrelated,word,word,
거리,누르다,unrelated,word,word,
낭비하다,재판,unrelated,word,word,
취미,대뇌의,unrelated,word,word,
연방 정부,미끼,unrelated,word,word,
플랫폼,책임지지 않는,unrelated,word,word,
이미,토마토,unrelated,word,word,0.104588497666482
예방하다,주황색,unrelated,word,word,
바나나,격노,unrelated,word,word,
낮잠,사보타주,unrelated,word,word,
단단히,감정적 인,unrelated,word,word,
바꾸다,성기,unrelated,word,word,
필요한 만큼,국가,unrelated,word,word,
제안하다,그램,unrelated,word,word,
작동하다,거리,unrelated,word,word,
물에 빠지다,마법사,unrelated,word,word,
잠재적 인,팔,unrelated,word,word,
방법,잡지,unrelated,word,word,0.0709043052515324
기항,외부의,unrelated,word,word,
번개,제공하다,unrelated,word,word,
담요,정의,unrelated,word,word,0.0870479622785789
인형,지능적인,unrelated,word,word,
이동하다,시가,unrelated,word,word,
이배/두배,유일무이한,unrelated,word,word,
월요일,거짓,unrelated,word,word,0.104770123871225
닭,충고하다,unrelated,word,word,
피,열대의 소년/소녀,unrelated,word,word,
평범한,서명,unrelated,word,word,0.141049828627301
사막,자금 지원,unrelated,word,word,
좀비,최근에,unrelated,word,word,0.0821257155394632
판막,정리하다,unrelated,word,word,
위스키,뛰다,unrelated,word,word,
다수,캠핑,unrelated,word,word,0.122949067561953
셜록,전투,unrelated,word,word,0.139827698815762
권총,세계적인,unrelated,word,word,0.098555060809707
얻다,비행,unrelated,word,word,
쓸모없는,지역 사회,unrelated,word,word,
자격이 있는,전문의,unrelated,word,word,
척추,감탄시키다,unrelated,word,word,
미확인 배행물체,싱크대,unrelated,word,word,
인상깊은,살인,unrelated,word,word,
부검,강하게,unrelated,word,word,0.115525244909005
엔지니어,투표자,unrelated,word,word,
병기고,졸업하다,unrelated,word,word,
자연스러운,그룹,unrelated,word,word,0.0304006550354308
지원하다,항해,unrelated,word,word,
비서,인공의,unrelated,word,word,
관할권,양파,unrelated,word,word,
경기장,깨뜨리다,unrelated,word,word,
화학적 인,복부,unrelated,word,word,
기념일,폭발물,unrelated,word,word,0.0639149158791832
탑,동의,unrelated,word,word,0.111715859486717
나귀,공식적인,unrelated,word,word,
피크닉,감정,unrelated,word,word,0.0424623362007233
무정부 상태,벽장,unrelated,word,word,
붙잡다,과학,unrelated,word,word,
교회,상,unrelated,word,word,0.0671947158783328
비싼,기자,unrelated,word,word,0.0542405518247411
삼키다,어제,unrelated,word,word,
해변,기계식,unrelated,word,word,
떨어지다,음악가,unrelated,word,word,
연락하다,마케팅,unrelated,word,word,
따뜻한,건물,unrelated,word,word,0.0714389068843943
피해망상적인,청소부,unrelated,word,word,
눈물,트럭,unrelated,word,word,0.0950993319766757
삼촌,보다,unrelated,word,word,0.148777172141718
그림자,공부하다,unrelated,word,word,
일몰,감사하다,unrelated,word,word,
살아있는,센티미터,unrelated,word,word,
맛좋은,지문,unrelated,word,word,
스트레스,고양이,unrelated,word,word,0.119571674040361
파일,뜻밖에,unrelated,word,word,0.123806961807068
늦은,늑대,unrelated,word,word,0.139331703364607
불가능한,대학교,unrelated,word,word,0.0801981795092306
밥을 먹이다,노란색,unrelated,word,word,
전류,상상속의 환각,unrelated,word,word,
달아나다,긴,unrelated,word,word,
터지다,신비,unrelated,word,word,
아주 멋진,공항,unrelated,word,word,
죽음과 같은,종교,unrelated,word,word,
불,이해하다,unrelated,word,word,
구름,돈,unrelated,word,word,0.0945351316371178
둘,빠른,unrelated,word,word,0.0764838259566581
공손한,탈출하다,unrelated,word,word,
관계,기름,unrelated,word,word,0.122668593131328
가동상의,아름다운,unrelated,word,word,
칭찬,출입구/게이트,unrelated,word,word,
권하다,사고,unrelated,word,word,
축하해,동물,unrelated,word,word,0.100174972390312
피아노,카르텔,unrelated,word,word,0.111348422712272
발생하다,아빠,unrelated,word,word,
완쾌하다,전설,unrelated,word,word,
무거운,백신,unrelated,word,word,0.137908593899926
패널티,동쪽,unrelated,word,word,
실수로,반품,unrelated,word,word,
분석자,활성화,unrelated,word,word,
셔츠,걱정하다,unrelated,word,word,
잡고있다,고마워하다,unrelated,word,word,
불법적 인,어린,unrelated,word,word,
전보,고르다,unrelated,word,word,
밍,무릎,unrelated,word,word,0.140504572964115
보존하다,시장,unrelated,word,word,
광고업,배신자,unrelated,word,word,
최저한의,정치가,unrelated,word,word,
광고,직관,unrelated,word,word,
망원경,자르다,unrelated,word,word,
가난,메세지,unrelated,word,word,
포르노,친구,unrelated,word,word,0.115843490616175
모살자,구역,unrelated,word,word,
가수,상관 대리,unrelated,word,word,
설사,평판,unrelated,word,word,0.13578345110201
손자,버스,unrelated,word,word,0.148841602081832
채널,한가롭게 이리저리 거닐다,unrelated,word,word,
남쪽,일정,unrelated,word,word,0.129625078384055
입,해임,unrelated,word,word,0.138064204305657
선택,쓰다,unrelated,word,word,
명령하다,새,unrelated,word,word,
성과,화덕,unrelated,word,word,
부분,전사,unrelated,word,word,0.127101004914742
티켓,숨다,unrelated,word,word,
미래,씹다,unrelated,word,word,
노선,메달,unrelated,word,word,
경비원,끔찍한,unrelated,word,word,0.074994090343229
코치,충분한,unrelated,word,word,0.107781763109236
맥박,파리,unrelated,word,word,0.141079144255641
수도사,우아한,unrelated,word,word,
상표,관대 한,unrelated,word,word,
~ 할 수있게하다,과장하다,unrelated,word,word,
여우,수리하다,unrelated,word,word,
생쥐,사진 작가,unrelated,word,word,
단지,보조,unrelated,word,word,0.112613199783284
철학,기혼,unrelated,word,word,
까먹다,주사기,unrelated,word,word,
없애다,노동자,unrelated,word,word,
구조하다,저격병,unrelated,word,word,
선택하다,평가,unrelated,word,word,
가져오다,합법적 인,unrelated,word,word,
단어,환성,unrelated,word,word,
연설,가득한,unrelated,word,word,0.0401268549064801
노예,대선풍,unrelated,word,word,
빈도,침착 한,unrelated,word,word,
조용한,어업,unrelated,word,word,
뼈,~에 대한,unrelated,word,word,
바람,일반적으로,unrelated,word,word,0.110323368755157
관리하다,가슴,unrelated,word,word,
브리프 케이스,능력,unrelated,word,word,
층,허락하다,unrelated,word,word,
의심,사분의 일,unrelated,word,word,
바늘,창의력,unrelated,word,word,
배우다,성,unrelated,word,word,
학생,정의,unrelated,word,word,0.121380226297802
얘기하다,기타,unrelated,word,word,
고맙다,문단,unrelated,word,word,
동여매다,보통의,unrelated,word,word,
뇌관,소름 끼치는,unrelated,word,word,
피부,사는 사람,unrelated,word,word,
감자,유죄한,unrelated,word,word,
못,정치,unrelated,word,word,0.138754640361565
허리케인,방해하다,unrelated,word,word,
할 수 없음,미사일,unrelated,word,word,
아래에,게임,unrelated,word,word,0.11790084845089
보통,꿈,unrelated,word,word,0.122193311582969
확인하다,맨 아래,unrelated,word,word,
단백질,묻다,unrelated,word,word,
자원 봉사자,스포츠,unrelated,word,word,
달리다,잔치,unrelated,word,word,
바라보다,그럴듯한,unrelated,word,word,
약혼,환상적인 것,unrelated,word,word,
마른,할 수 없는,unrelated,word,word,
농장주,약탈,unrelated,word,word,
염려,돌연변이,unrelated,word,word,0.135968012248277
나이 많은,싸움터,unrelated,word,word,
존경하다,전화,unrelated,word,word,
벌하다,경주,unrelated,word,word,
인정하다,사명,unrelated,word,word,
신체,재정적 인,unrelated,word,word,
십일월,혼합물,unrelated,word,word,
충실도,영화,unrelated,word,word,
직접,보석,unrelated,word,word,0.116469836875052
놀라다,흉터,unrelated,word,word,
군,목걸이,unrelated,word,word,0.13159444242351
긴급한,기억하다,unrelated,word,word,0.115464978453243
오르가슴,추운,unrelated,word,word,
절대,체포,unrelated,word,word,0.139144037992163
인기있는,피조사자,unrelated,word,word,
은행업,큰 메달,unrelated,word,word,
재치 있는,군대,unrelated,word,word,
자비한,그리다,unrelated,word,word,
씌우다,미친,unrelated,word,word,
아첨하다,양,unrelated,word,word,
변화,네번째,unrelated,word,word,0.148254601985368
고무하다,속도,unrelated,word,word,
반어,지속적으로,unrelated,word,word,
빨다,위성,unrelated,word,word,
미술,놓다,unrelated,word,word,
카메라,짓다,unrelated,word,word,
긍정적 인,은하,unrelated,word,word,
욕을하다,소스,unrelated,word,word,
모욕,안에,unrelated,word,word,0.113243219929581
초자연의,강의,unrelated,word,word,
리셉션,귀여운,unrelated,word,word,
종이,위험,unrelated,word,word,0.101863404870862
보여 주다,선원,unrelated,word,word,
본문,멍청함,unrelated,word,word,
도박,십이월,unrelated,word,word,
진행,거북이,unrelated,word,word,0.141752968564133
실제로,뚫을 수 없는,unrelated,word,word,
고치다,박물관,unrelated,word,word,
논평,형제,unrelated,word,word,
적용하다,묘지,unrelated,word,word,
해독제,십월,unrelated,word,word,
실패자,상원,unrelated,word,word,
추가의,화가,unrelated,word,word,
아프리카,산소,unrelated,word,word,0.140125094594653
침략,놀라다,unrelated,word,word,
와인,어두운,unrelated,word,word,0.133641895377582
혼돈,형,unrelated,word,word,0.13123315009378
잔인한 것,갑옷,unrelated,word,word,
둥지,마지막,unrelated,word,word,0.107936718768187
어머니,초자연적 인 것,unrelated,word,word,
해군,수건,unrelated,word,word,0.146439024598387
녹다,울타리,unrelated,word,word,
신용도,장례식,unrelated,word,word,
해부학,취조하다,unrelated,word,word,
연구,살인자,unrelated,word,word,0.137705632226646
징후,마을,unrelated,word,word,
회로망,싸움,unrelated,word,word,
뭐라고 요,행정,unrelated,word,word,
고려하다,빛,unrelated,word,word,
슬퍼,송신기,unrelated,word,word,0.137011700063988
지프,지식,unrelated,word,word,
부당,냄새가 나다,unrelated,word,word,
아래쪽의,먼지가 자뜩한,unrelated,word,word,
여름,신성한,unrelated,word,word,0.113029611415438
오늘,실지로,unrelated,word,word,
자매,선수권 대회,unrelated,word,word,
뇌,징후,unrelated,word,word,
요리하다,에너지,unrelated,word,word,
타바고,왕,unrelated,word,word,
도착하다,불쾌한,unrelated,word,word,
프로필,대양,unrelated,word,word,
곡물,아이러니 한,unrelated,word,word,
숟가락,의도,unrelated,word,word,0.103773770644447
쓰레기,정상,unrelated,word,word,0.0770753932739846
시합,끌다,unrelated,word,word,
특출한,폭발하다,unrelated,word,word,
선술집,전략,unrelated,word,word,
눈부신,유지하다,unrelated,word,word,
기념물,화장실,unrelated,word,word,
남편,진보,unrelated,word,word,
레즈비언,위치,unrelated,word,word,0.0876772741588914
전문인,금성,unrelated,word,word,
이상적인,노래,unrelated,word,word,0.0900530820659969
배고픔,과학자,unrelated,word,word,
몸짓,주위에,unrelated,word,word,
계획,친숙한,unrelated,word,word,0.0356883203915411
빛나는,기계,unrelated,word,word,0.0613878963814894
환대,필요,unrelated,word,word,
편안,말,unrelated,word,word,
운이 없는,무엇,unrelated,word,word,
대학,캐리어 / 여행가방,unrelated,word,word,
방패,불공정,unrelated,word,word,
거짓말하다,수도희,unrelated,word,word,
충성심,신문,unrelated,word,word,0.13754371693609
시현,범죄,unrelated,word,word,
무서운,알리다,unrelated,word,word,
순진한,주,unrelated,word,word,0.125073059013376
오른쪽,프랑스어,unrelated,word,word,0.136870867643437
장소,모르핀,unrelated,word,word,0.048809007250913
보다,유행성(if verb); 전염병(if noun),unrelated,word,word,
깨닫다,내각,unrelated,word,word,
별명,팔다,unrelated,word,word,
맨 위,여성,unrelated,word,word,
왕조,알리다,unrelated,word,word,
디브이디,저것,unrelated,word,word,
셋째,~하다,unrelated,word,word,
켈러성,인공의,nonword,nonword,word,
밸런,안개,nonword,nonword,word,
장이다,타다,nonword,nonword,word,
홍키,끌다,nonword,nonword,word,
조너월,친밀한,nonword,nonword,word,
쏘세,범죄,nonword,nonword,word,
말예,다이너마이트,nonword,nonword,word,
모니,바보,nonword,nonword,word,
산채,할 수 없는,nonword,nonword,word,
방법성,엔진,nonword,nonword,word,
안달하다,대령,nonword,nonword,word,
건지있는,치다,nonword,nonword,word,
서였다,침묵,nonword,nonword,word,
무언,실지로,nonword,nonword,word,
환영 가방,주제,nonword,nonword,word,
안방,임대,nonword,nonword,word,
션트,도시,nonword,nonword,word,
애시,시도,nonword,nonword,word,
카라없는,불쾌한,nonword,nonword,word,
군다을 만하다,범인,nonword,nonword,word,
히해,감옥,nonword,nonword,word,
간지림,조종사,nonword,nonword,word,
하면자,작은,nonword,nonword,word,
부러워하는,왓슨,nonword,nonword,word,
르랑,대뇌의,nonword,nonword,word,
터와,벽장,nonword,nonword,word,
브릿,불결한,nonword,nonword,word,
디쓰,보내다,nonword,nonword,word,
돌려적 인,혼,nonword,nonword,word,
루카게 하다,불꽃,nonword,nonword,word,
트칠,죄인,nonword,nonword,word,
r에,위성,nonword,nonword,word,
값 조리,구원자,nonword,nonword,word,
껄끄,아름다움,nonword,nonword,word,
노릇나,가치 있는,nonword,nonword,word,
광명리트,선수권 대회,nonword,nonword,word,
재활히,왕좌,nonword,nonword,word,
툼을,치료,nonword,nonword,word,
찌꺼,위쪽의,nonword,nonword,word,
필라,담배,nonword,nonword,word,
웰이,줄이다,nonword,nonword,word,
회는,세계적인,nonword,nonword,word,
가들,정상,nonword,nonword,word,
섬입,대양,nonword,nonword,word,
채면,씹다,nonword,nonword,word,
가즘,치명적인,nonword,nonword,word,
겁줘이,한모금,nonword,nonword,word,
른다,군대,nonword,nonword,word,
같았 그대로,원인,nonword,nonword,word,
더에,생존하다,nonword,nonword,word,
가르말하다,격노,nonword,nonword,word,
이닝,주,nonword,nonword,word,
몸으,안전,nonword,nonword,word,
엔지빈스,고전적인,nonword,nonword,word,
씨두,긴,nonword,nonword,word,
남김색,사명,nonword,nonword,word,
확인거나,합리적인,nonword,nonword,word,
레즈상승,지능적인,nonword,nonword,word,
해커이,무력,nonword,nonword,word,
령에,여자,nonword,nonword,word,
와쳐,기억하다,nonword,nonword,word,
클레,초콜릿,nonword,nonword,word,
봐야막으로,소득,nonword,nonword,word,
누스,심리학의,nonword,nonword,word,
국만,항구,nonword,nonword,word,
보를,테니스,nonword,nonword,word,
꼬까,오리,nonword,nonword,word,
맹세다,형제,nonword,nonword,word,
이혼기,차고,nonword,nonword,word,
시선톤,구조,nonword,nonword,word,
속상,햄버거,nonword,nonword,word,
탄거,나무,nonword,nonword,word,
용감하다,조수,nonword,nonword,word,
스티,코메디,nonword,nonword,word,
인내빼앗는,추운,nonword,nonword,word,
시스 고기,눈,nonword,nonword,word,
바라하다,마지막,nonword,nonword,word,
왔다이,유행성(if verb); 전염병(if noun),nonword,nonword,word,
휘트,천둥,nonword,nonword,word,
별로하다,걷다,nonword,nonword,word,
트할,평판,nonword,nonword,word,
탕을,암살자,nonword,nonword,word,
절한,지갑,nonword,nonword,word,
잖나,경주,nonword,nonword,word,
경황,보상,nonword,nonword,word,
베이한,일정,nonword,nonword,word,
언니한,정치적인,nonword,nonword,word,
요들,판매,nonword,nonword,word,
쉬엄,온화한,nonword,nonword,word,
번쯤리,잡다,nonword,nonword,word,
수스,불안한,nonword,nonword,word,
다며,소년,nonword,nonword,word,
짓이자,제복,nonword,nonword,word,
션트,생물학적,nonword,nonword,word,
브도,침착 한,nonword,nonword,word,
ko 차별 주의자,녹음,nonword,nonword,word,
숭이,안녕히 가십시오,nonword,nonword,word,
럭스상,십억,nonword,nonword,word,
똥에기,주스,nonword,nonword,word,
틱스,대통령,nonword,nonword,word,
프니,임신,nonword,nonword,word,
뇌리어림,친숙한,nonword,nonword,word,
팔구,포술,nonword,nonword,word,
루지,미터,nonword,nonword,word,
인정구절은,승인,nonword,nonword,word,
왜그,개미,nonword,nonword,word,
열여,공상,nonword,nonword,word,
망스,그럴듯한,nonword,nonword,word,
압에,미사일,nonword,nonword,word,
연쇄 가다,보다,nonword,nonword,word,
지배하다,환성,nonword,nonword,word,
맡았,마을,nonword,nonword,word,
살짜,결석,nonword,nonword,word,
답소,에피소드,nonword,nonword,word,
피라신일,재킷,nonword,nonword,word,
데블,북쪽,nonword,nonword,word,
