"Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD"
"ashtray",166,117,156,111,3.25490196078431,2.22271647114758,1.39484978540773,2.07188200730613
"labour",166,117,137,97,3.25490196078431,2.22271647114758,1.39484978540773,2.07188200730613
"choppers",166,115,130,95,3.25490196078431,2.22271647114758,1.37100619933238,2.06445798922692
"reel",166,110,137,100,3.25490196078431,2.22271647114758,1.31139723414402,2.04532297878666
"skunk",166,107,144,101,3.25490196078431,2.22271647114758,1.275631855031,2.03342375548695
"diabetes",166,103,140,93,3.25490196078431,2.22271647114758,1.22794468288031,2.01703333929878
"forge",166,103,80,78,3.25490196078431,2.22271647114758,1.22794468288031,2.01703333929878
"macaroni",166,100,153,92,3.25490196078431,2.22271647114758,1.19217930376729,2.00432137378264
"hawaiian",166,98,1,1,3.25490196078431,2.22271647114758,1.16833571769194,1.99563519459755
"frequently",167,152,156,142,3.27450980392157,2.22530928172586,1.81211254172628,2.1846914308176
"guarded",167,152,162,148,3.27450980392157,2.22530928172586,1.81211254172628,2.1846914308176
"immature",167,149,164,148,3.27450980392157,2.22530928172586,1.77634716261326,2.17609125905568
"stationed",167,149,164,146,3.27450980392157,2.22530928172586,1.77634716261326,2.17609125905568
"refusing",167,148,153,137,3.27450980392157,2.22530928172586,1.76442536957558,2.17318626841227
"seldom",167,148,157,140,3.27450980392157,2.22530928172586,1.76442536957558,2.17318626841227
"deciding",167,147,161,142,3.27450980392157,2.22530928172586,1.75250357653791,2.17026171539496
"vulgar",167,147,163,144,3.27450980392157,2.22530928172586,1.75250357653791,2.17026171539496
"cutest",167,146,162,141,3.27450980392157,2.22530928172586,1.74058178350024,2.16731733474818
"verge",167,146,167,146,3.27450980392157,2.22530928172586,1.74058178350024,2.16731733474818
"slaughtered",167,145,158,141,3.27450980392157,2.22530928172586,1.72865999046257,2.16435285578444
"presenting",167,144,140,123,3.27450980392157,2.22530928172586,1.71673819742489,2.16136800223497
"educational",167,141,150,132,3.27450980392157,2.22530928172586,1.68097281831187,2.15228834438306
"fluids",167,138,160,135,3.27450980392157,2.22530928172586,1.64520743919886,2.14301480025409
"politician",167,138,165,136,3.27450980392157,2.22530928172586,1.64520743919886,2.14301480025409
"probable",167,137,139,115,3.27450980392157,2.22530928172586,1.63328564616118,2.13987908640124
"southeast",167,137,94,81,3.27450980392157,2.22530928172586,1.63328564616118,2.13987908640124
"statistics",167,137,148,122,3.27450980392157,2.22530928172586,1.63328564616118,2.13987908640124
"windshield",167,133,166,133,3.27450980392157,2.22530928172586,1.58559847401049,2.12710479836481
"intimacy",167,132,162,127,3.27450980392157,2.22530928172586,1.57367668097282,2.12385164096709
"luncheon",167,131,141,119,3.27450980392157,2.22530928172586,1.56175488793515,2.12057393120585
"biscuits",167,129,150,119,3.27450980392157,2.22530928172586,1.5379113018598,2.11394335230684
"goodwill",167,127,113,94,3.27450980392157,2.22530928172586,1.51406771578445,2.10720996964787
"frontier",167,125,139,110,3.27450980392157,2.22530928172586,1.49022412970911,2.10037054511756
"pint",167,122,159,116,3.27450980392157,2.22530928172586,1.45445875059609,2.0899051114394
"bash",167,121,129,107,3.27450980392157,2.22530928172586,1.44253695755842,2.08635983067475
"sweetness",167,118,121,107,3.27450980392157,2.22530928172586,1.4067715784454,2.07554696139253
"cashier",167,116,158,113,3.27450980392157,2.22530928172586,1.38292799237005,2.06818586174616
"crews",167,116,157,113,3.27450980392157,2.22530928172586,1.38292799237005,2.06818586174616
"environmental",167,115,138,95,3.27450980392157,2.22530928172586,1.37100619933238,2.06445798922692
"laps",167,113,164,111,3.27450980392157,2.22530928172586,1.34716261325703,2.05690485133647
"fundamental",167,111,162,110,3.27450980392157,2.22530928172586,1.32331902718169,2.04921802267018
"gallant",167,104,107,93,3.27450980392157,2.22530928172586,1.23986647591798,2.02118929906994
"telegraph",167,104,121,78,3.27450980392157,2.22530928172586,1.23986647591798,2.02118929906994
"cupcake",167,100,107,88,3.27450980392157,2.22530928172586,1.19217930376729,2.00432137378264
"parrot",167,95,145,89,3.27450980392157,2.22530928172586,1.13257033857892,1.98227123303957
"mornings",168,151,154,139,3.29411764705882,2.22788670461367,1.8001907486886,2.18184358794477
"encouraged",168,149,161,144,3.29411764705882,2.22788670461367,1.77634716261326,2.17609125905568
"credits",168,145,164,143,3.29411764705882,2.22788670461367,1.72865999046257,2.16435285578444
"misunderstand",168,145,166,145,3.29411764705882,2.22788670461367,1.72865999046257,2.16435285578444
"sentences",168,143,164,140,3.29411764705882,2.22788670461367,1.70481640438722,2.15836249209525
"digest",168,139,85,79,3.29411764705882,2.22788670461367,1.65712923223653,2.14612803567824
"melting",168,138,159,132,3.29411764705882,2.22788670461367,1.64520743919886,2.14301480025409
"eyebrows",168,137,165,134,3.29411764705882,2.22788670461367,1.63328564616118,2.13987908640124
"bandages",168,131,158,127,3.29411764705882,2.22788670461367,1.56175488793515,2.12057393120585
"sync",168,129,84,73,3.29411764705882,2.22788670461367,1.5379113018598,2.11394335230684
"adrenaline",168,128,143,116,3.29411764705882,2.22788670461367,1.52598950882213,2.11058971029925
"rejection",168,125,151,122,3.29411764705882,2.22788670461367,1.49022412970911,2.10037054511756
"lime",168,123,143,109,3.29411764705882,2.22788670461367,1.46638054363376,2.09342168516224
"download",168,120,145,106,3.29411764705882,2.22788670461367,1.43061516452074,2.08278537031645
"martinis",168,119,149,107,3.29411764705882,2.22788670461367,1.41869337148307,2.07918124604762
"coaching",168,108,161,107,3.29411764705882,2.22788670461367,1.28755364806867,2.03742649794062
"nerd",168,99,144,92,3.29411764705882,2.22788670461367,1.18025751072961,2
"courier",168,98,138,85,3.29411764705882,2.22788670461367,1.16833571769194,1.99563519459755
"inclined",169,159,166,157,3.31372549019608,2.23044892137827,1.89556509298999,2.20411998265592
"strangest",169,158,161,151,3.31372549019608,2.23044892137827,1.88364329995231,2.20139712432045
"shaken",169,154,141,134,3.31372549019608,2.23044892137827,1.83595612780162,2.19033169817029
"stored",169,153,169,153,3.31372549019608,2.23044892137827,1.82403433476395,2.18752072083646
"spared",169,151,161,147,3.31372549019608,2.23044892137827,1.8001907486886,2.18184358794477
"eligible",169,134,163,130,3.31372549019608,2.23044892137827,1.59752026704816,2.13033376849501
"nineteen",169,134,57,49,3.31372549019608,2.23044892137827,1.59752026704816,2.13033376849501
"smashing",169,134,128,113,3.31372549019608,2.23044892137827,1.59752026704816,2.13033376849501
"spicy",169,131,150,116,3.31372549019608,2.23044892137827,1.56175488793515,2.12057393120585
"boiled",169,124,149,112,3.31372549019608,2.23044892137827,1.47830233667144,2.09691001300806
"oatmeal",169,124,154,118,3.31372549019608,2.23044892137827,1.47830233667144,2.09691001300806
"doggie",169,112,141,100,3.31372549019608,2.23044892137827,1.33524082021936,2.05307844348342
"flea",169,110,133,102,3.31372549019608,2.23044892137827,1.31139723414402,2.04532297878666
"prototype",169,109,164,108,3.31372549019608,2.23044892137827,1.29947544110634,2.04139268515822
"pow",169,107,68,51,3.31372549019608,2.23044892137827,1.275631855031,2.03342375548695
"evacuation",169,94,143,90,3.31372549019608,2.23044892137827,1.12064854554125,1.97772360528885
"shalt",169,93,168,92,3.31372549019608,2.23044892137827,1.10872675250358,1.9731278535997
"sweeping",170,157,161,150,3.33333333333333,2.23299611039215,1.87172150691464,2.19865708695442
"practiced",170,153,165,149,3.33333333333333,2.23299611039215,1.82403433476395,2.18752072083646
"assumption",170,151,166,150,3.33333333333333,2.23299611039215,1.8001907486886,2.18184358794477
"occurs",170,150,167,149,3.33333333333333,2.23299611039215,1.78826895565093,2.17897694729317
"righty",170,150,165,146,3.33333333333333,2.23299611039215,1.78826895565093,2.17897694729317
"thrilling",170,150,152,136,3.33333333333333,2.23299611039215,1.78826895565093,2.17897694729317
"toilets",170,146,166,143,3.33333333333333,2.23299611039215,1.74058178350024,2.16731733474818
"initiate",170,138,110,99,3.33333333333333,2.23299611039215,1.64520743919886,2.14301480025409
"branches",170,137,169,136,3.33333333333333,2.23299611039215,1.63328564616118,2.13987908640124
"comeback",170,137,162,133,3.33333333333333,2.23299611039215,1.63328564616118,2.13987908640124
"contagious",170,135,166,134,3.33333333333333,2.23299611039215,1.60944206008584,2.13353890837022
"notch",170,131,148,129,3.33333333333333,2.23299611039215,1.56175488793515,2.12057393120585
"poisonous",170,130,159,126,3.33333333333333,2.23299611039215,1.54983309489747,2.11727129565576
"blacks",170,124,141,102,3.33333333333333,2.23299611039215,1.47830233667144,2.09691001300806
"invitations",170,121,159,115,3.33333333333333,2.23299611039215,1.44253695755842,2.08635983067475
"riches",170,120,166,117,3.33333333333333,2.23299611039215,1.43061516452074,2.08278537031645
"volcano",170,108,161,101,3.33333333333333,2.23299611039215,1.28755364806867,2.03742649794062
"giggles",170,107,117,69,3.33333333333333,2.23299611039215,1.275631855031,2.03342375548695
"knockout",170,106,125,100,3.33333333333333,2.23299611039215,1.26371006199332,2.02938377768521
"superhero",170,103,160,96,3.33333333333333,2.23299611039215,1.22794468288031,2.01703333929878
"convent",170,94,156,87,3.33333333333333,2.23299611039215,1.12064854554125,1.97772360528885
"rover",170,91,35,23,3.33333333333333,2.23299611039215,1.08488316642823,1.96378782734556
"glimpse",171,162,171,162,3.35294117647059,2.23552844690755,1.931330472103,2.21218760440396
"cautious",171,158,163,153,3.35294117647059,2.23552844690755,1.88364329995231,2.20139712432045
"torturing",171,156,162,150,3.35294117647059,2.23552844690755,1.85979971387697,2.19589965240923
"employ",171,152,166,149,3.35294117647059,2.23552844690755,1.81211254172628,2.1846914308176
"generosity",171,152,162,148,3.35294117647059,2.23552844690755,1.81211254172628,2.1846914308176
"potentially",171,152,158,140,3.35294117647059,2.23552844690755,1.81211254172628,2.1846914308176
"toll",171,151,155,139,3.35294117647059,2.23552844690755,1.8001907486886,2.18184358794477
"cranky",171,150,159,141,3.35294117647059,2.23552844690755,1.78826895565093,2.17897694729317
"specially",171,149,138,125,3.35294117647059,2.23552844690755,1.77634716261326,2.17609125905568
"chatting",171,147,162,139,3.35294117647059,2.23552844690755,1.75250357653791,2.17026171539496
"possessions",171,147,170,146,3.35294117647059,2.23552844690755,1.75250357653791,2.17026171539496
"approaches",171,146,168,143,3.35294117647059,2.23552844690755,1.74058178350024,2.16731733474818
"undoubtedly",171,142,120,105,3.35294117647059,2.23552844690755,1.69289461134955,2.15533603746506
"bind",171,141,149,129,3.35294117647059,2.23552844690755,1.68097281831187,2.15228834438306
"crummy",171,140,157,132,3.35294117647059,2.23552844690755,1.6690510252742,2.14921911265538
"chained",171,132,164,127,3.35294117647059,2.23552844690755,1.57367668097282,2.12385164096709
"tit",171,127,147,116,3.35294117647059,2.23552844690755,1.51406771578445,2.10720996964787
"shithead",171,124,131,107,3.35294117647059,2.23552844690755,1.47830233667144,2.09691001300806
"abdomen",171,122,152,116,3.35294117647059,2.23552844690755,1.45445875059609,2.0899051114394
"wallpaper",171,122,164,120,3.35294117647059,2.23552844690755,1.45445875059609,2.0899051114394
"helicopters",171,121,156,115,3.35294117647059,2.23552844690755,1.44253695755842,2.08635983067475
"readers",171,121,160,114,3.35294117647059,2.23552844690755,1.44253695755842,2.08635983067475
"homey",171,117,156,110,3.35294117647059,2.23552844690755,1.39484978540773,2.07188200730613
"restraining",171,115,165,114,3.35294117647059,2.23552844690755,1.37100619933238,2.06445798922692
"regularly",172,161,167,156,3.37254901960784,2.2380461031288,1.91940867906533,2.20951501454263
"dripping",172,154,166,149,3.37254901960784,2.2380461031288,1.83595612780162,2.19033169817029
"inc",172,150,9,8,3.37254901960784,2.2380461031288,1.78826895565093,2.17897694729317
"privileged",172,149,164,143,3.37254901960784,2.2380461031288,1.77634716261326,2.17609125905568
"rebuild",172,149,165,144,3.37254901960784,2.2380461031288,1.77634716261326,2.17609125905568
"doorstep",172,145,171,144,3.37254901960784,2.2380461031288,1.72865999046257,2.16435285578444
"rattle",172,142,158,130,3.37254901960784,2.2380461031288,1.69289461134955,2.15533603746506
"fortress",172,123,141,106,3.37254901960784,2.2380461031288,1.46638054363376,2.09342168516224
"resurrection",172,115,119,97,3.37254901960784,2.2380461031288,1.37100619933238,2.06445798922692
"overruled",172,109,66,49,3.37254901960784,2.2380461031288,1.29947544110634,2.04139268515822
"frogs",172,95,147,88,3.37254901960784,2.2380461031288,1.13257033857892,1.98227123303957
"strippers",172,95,156,87,3.37254901960784,2.2380461031288,1.13257033857892,1.98227123303957
"optimistic",173,155,169,152,3.3921568627451,2.2405492482826,1.84787792083929,2.19312459835446
"appointments",173,154,168,149,3.3921568627451,2.2405492482826,1.83595612780162,2.19033169817029
"dedication",173,153,168,150,3.3921568627451,2.2405492482826,1.82403433476395,2.18752072083646
"merit",173,153,143,130,3.3921568627451,2.2405492482826,1.82403433476395,2.18752072083646
"pleases",173,153,172,152,3.3921568627451,2.2405492482826,1.82403433476395,2.18752072083646
"incapable",173,152,168,148,3.3921568627451,2.2405492482826,1.81211254172628,2.1846914308176
"managing",173,151,162,145,3.3921568627451,2.2405492482826,1.8001907486886,2.18184358794477
"snacks",173,140,156,131,3.3921568627451,2.2405492482826,1.6690510252742,2.14921911265538
"charms",173,139,146,123,3.3921568627451,2.2405492482826,1.65712923223653,2.14612803567824
"collateral",173,135,157,126,3.3921568627451,2.2405492482826,1.60944206008584,2.13353890837022
"spank",173,135,142,111,3.3921568627451,2.2405492482826,1.60944206008584,2.13353890837022
"females",173,134,163,128,3.3921568627451,2.2405492482826,1.59752026704816,2.13033376849501
"savior",173,134,112,94,3.3921568627451,2.2405492482826,1.59752026704816,2.13033376849501
"sigh",173,131,163,125,3.3921568627451,2.2405492482826,1.56175488793515,2.12057393120585
"roam",173,125,172,124,3.3921568627451,2.2405492482826,1.49022412970911,2.10037054511756
"screening",173,124,172,123,3.3921568627451,2.2405492482826,1.47830233667144,2.09691001300806
"lettuce",173,123,165,119,3.3921568627451,2.2405492482826,1.46638054363376,2.09342168516224
"jacks",173,122,100,77,3.3921568627451,2.2405492482826,1.45445875059609,2.0899051114394
"terrace",173,120,131,91,3.3921568627451,2.2405492482826,1.43061516452074,2.08278537031645
"flyer",173,119,131,107,3.3921568627451,2.2405492482826,1.41869337148307,2.07918124604762
"barrier",173,117,155,108,3.3921568627451,2.2405492482826,1.39484978540773,2.07188200730613
"thugs",173,117,157,114,3.3921568627451,2.2405492482826,1.39484978540773,2.07188200730613
"arrows",173,116,163,110,3.3921568627451,2.2405492482826,1.38292799237005,2.06818586174616
"opener",173,103,170,103,3.3921568627451,2.2405492482826,1.22794468288031,2.01703333929878
"hangar",173,93,137,77,3.3921568627451,2.2405492482826,1.10872675250358,1.9731278535997
"precaution",174,156,173,155,3.41176470588235,2.24303804868629,1.85979971387697,2.19589965240923
"sniffing",174,155,148,136,3.41176470588235,2.24303804868629,1.84787792083929,2.19312459835446
"pending",174,153,155,140,3.41176470588235,2.24303804868629,1.82403433476395,2.18752072083646
"deceive",174,152,170,151,3.41176470588235,2.24303804868629,1.81211254172628,2.1846914308176
"kisser",174,142,174,142,3.41176470588235,2.24303804868629,1.69289461134955,2.15533603746506
"solitary",174,141,165,136,3.41176470588235,2.24303804868629,1.68097281831187,2.15228834438306
"believer",174,139,168,136,3.41176470588235,2.24303804868629,1.65712923223653,2.14612803567824
"sundown",174,137,156,129,3.41176470588235,2.24303804868629,1.63328564616118,2.13987908640124
"pennies",174,131,156,124,3.41176470588235,2.24303804868629,1.56175488793515,2.12057393120585
"epidemic",174,129,167,127,3.41176470588235,2.24303804868629,1.5379113018598,2.11394335230684
"enlisted",174,128,160,121,3.41176470588235,2.24303804868629,1.52598950882213,2.11058971029925
"directing",174,124,167,119,3.41176470588235,2.24303804868629,1.47830233667144,2.09691001300806
"negotiations",174,123,154,115,3.41176470588235,2.24303804868629,1.46638054363376,2.09342168516224
"cockroach",174,112,160,104,3.41176470588235,2.24303804868629,1.33524082021936,2.05307844348342
"plum",174,112,125,92,3.41176470588235,2.24303804868629,1.33524082021936,2.05307844348342
"nam",174,105,10,9,3.41176470588235,2.24303804868629,1.25178826895565,2.02530586526477
"abdominal",174,104,149,94,3.41176470588235,2.24303804868629,1.23986647591798,2.02118929906994
"manor",174,103,96,72,3.41176470588235,2.24303804868629,1.22794468288031,2.01703333929878
"thesis",174,95,171,93,3.41176470588235,2.24303804868629,1.13257033857892,1.98227123303957
"bygones",174,91,110,57,3.41176470588235,2.24303804868629,1.08488316642823,1.96378782734556
"disappointing",175,159,161,146,3.43137254901961,2.24551266781415,1.89556509298999,2.20411998265592
"unpredictable",175,159,171,155,3.43137254901961,2.24551266781415,1.89556509298999,2.20411998265592
"glance",175,158,167,150,3.43137254901961,2.24551266781415,1.88364329995231,2.20139712432045
"midst",175,157,167,156,3.43137254901961,2.24551266781415,1.87172150691464,2.19865708695442
"difficulties",175,155,173,154,3.43137254901961,2.24551266781415,1.84787792083929,2.19312459835446
"considerate",175,154,171,152,3.43137254901961,2.24551266781415,1.83595612780162,2.19033169817029
"resolved",175,154,168,150,3.43137254901961,2.24551266781415,1.83595612780162,2.19033169817029
"proudly",175,152,133,120,3.43137254901961,2.24551266781415,1.81211254172628,2.1846914308176
"choked",175,151,166,143,3.43137254901961,2.24551266781415,1.8001907486886,2.18184358794477
"breakthrough",175,150,171,147,3.43137254901961,2.24551266781415,1.78826895565093,2.17897694729317
"annoyed",175,149,170,145,3.43137254901961,2.24551266781415,1.77634716261326,2.17609125905568
"jeopardy",175,147,137,117,3.43137254901961,2.24551266781415,1.75250357653791,2.17026171539496
"partly",175,145,143,124,3.43137254901961,2.24551266781415,1.72865999046257,2.16435285578444
"mourning",175,143,166,142,3.43137254901961,2.24551266781415,1.70481640438722,2.15836249209525
"superstitious",175,140,165,135,3.43137254901961,2.24551266781415,1.6690510252742,2.14921911265538
"licking",175,139,167,135,3.43137254901961,2.24551266781415,1.65712923223653,2.14612803567824
"flags",175,138,147,116,3.43137254901961,2.24551266781415,1.64520743919886,2.14301480025409
"exercises",175,137,172,135,3.43137254901961,2.24551266781415,1.63328564616118,2.13987908640124
"intuition",175,135,161,129,3.43137254901961,2.24551266781415,1.60944206008584,2.13353890837022
"pharmacy",175,130,148,115,3.43137254901961,2.24551266781415,1.54983309489747,2.11727129565576
"southwest",175,128,110,86,3.43137254901961,2.24551266781415,1.52598950882213,2.11058971029925
"indian",175,124,28,20,3.43137254901961,2.24551266781415,1.47830233667144,2.09691001300806
"jackets",175,120,142,116,3.43137254901961,2.24551266781415,1.43061516452074,2.08278537031645
"titties",175,108,161,102,3.43137254901961,2.24551266781415,1.28755364806867,2.03742649794062
"chevy",175,106,1,1,3.43137254901961,2.24551266781415,1.26371006199332,2.02938377768521
"saline",175,106,154,97,3.43137254901961,2.24551266781415,1.26371006199332,2.02938377768521
"lords",175,102,112,72,3.43137254901961,2.24551266781415,1.21602288984263,2.01283722470517
"beta",175,100,53,38,3.43137254901961,2.24551266781415,1.19217930376729,2.00432137378264
"superstar",175,100,130,85,3.43137254901961,2.24551266781415,1.19217930376729,2.00432137378264
"keg",175,99,159,96,3.43137254901961,2.24551266781415,1.18025751072961,2
"mustang",175,99,27,11,3.43137254901961,2.24551266781415,1.18025751072961,2
"mixing",176,164,165,155,3.45098039215686,2.24797326636181,1.95517405817835,2.21748394421391
"wandered",176,163,172,160,3.45098039215686,2.24797326636181,1.94325226514068,2.2148438480477
"soak",176,155,157,139,3.45098039215686,2.24797326636181,1.84787792083929,2.19312459835446
"meaningful",176,150,173,148,3.45098039215686,2.24797326636181,1.78826895565093,2.17897694729317
"amateurs",176,143,146,123,3.45098039215686,2.24797326636181,1.70481640438722,2.15836249209525
"receipts",176,139,169,134,3.45098039215686,2.24797326636181,1.65712923223653,2.14612803567824
"repairs",176,138,165,131,3.45098039215686,2.24797326636181,1.64520743919886,2.14301480025409
"pies",176,135,165,129,3.45098039215686,2.24797326636181,1.60944206008584,2.13353890837022
"seduce",176,134,157,127,3.45098039215686,2.24797326636181,1.59752026704816,2.13033376849501
"wrestle",176,128,168,126,3.45098039215686,2.24797326636181,1.52598950882213,2.11058971029925
"knuckles",176,126,130,114,3.45098039215686,2.24797326636181,1.50214592274678,2.10380372095596
"karma",176,124,150,113,3.45098039215686,2.24797326636181,1.47830233667144,2.09691001300806
"obscene",176,124,171,123,3.45098039215686,2.24797326636181,1.47830233667144,2.09691001300806
"tux",176,124,175,123,3.45098039215686,2.24797326636181,1.47830233667144,2.09691001300806
"suffers",177,162,173,159,3.47058823529412,2.25042000230889,1.931330472103,2.21218760440396
"premature",177,159,160,146,3.47058823529412,2.25042000230889,1.89556509298999,2.20411998265592
"manipulate",177,157,170,152,3.47058823529412,2.25042000230889,1.87172150691464,2.19865708695442
"secrecy",177,156,171,150,3.47058823529412,2.25042000230889,1.85979971387697,2.19589965240923
"techniques",177,152,174,150,3.47058823529412,2.25042000230889,1.81211254172628,2.1846914308176
"commerce",177,145,103,84,3.47058823529412,2.25042000230889,1.72865999046257,2.16435285578444
"detected",177,145,176,144,3.47058823529412,2.25042000230889,1.72865999046257,2.16435285578444
"privileges",177,145,166,141,3.47058823529412,2.25042000230889,1.72865999046257,2.16435285578444
"bumps",177,143,176,143,3.47058823529412,2.25042000230889,1.70481640438722,2.15836249209525
"womb",177,141,168,136,3.47058823529412,2.25042000230889,1.68097281831187,2.15228834438306
"tummy",177,140,159,130,3.47058823529412,2.25042000230889,1.6690510252742,2.14921911265538
"babes",177,138,159,129,3.47058823529412,2.25042000230889,1.64520743919886,2.14301480025409
"baking",177,138,166,132,3.47058823529412,2.25042000230889,1.64520743919886,2.14301480025409
"faked",177,137,171,134,3.47058823529412,2.25042000230889,1.63328564616118,2.13987908640124
"disabled",177,135,169,132,3.47058823529412,2.25042000230889,1.60944206008584,2.13353890837022
"laptop",177,133,173,131,3.47058823529412,2.25042000230889,1.58559847401049,2.12710479836481
"analyst",177,109,171,107,3.47058823529412,2.25042000230889,1.29947544110634,2.04139268515822
"bermuda",177,91,0,0,3.47058823529412,2.25042000230889,1.08488316642823,1.96378782734556
"expand",178,161,166,152,3.49019607843137,2.25285303097989,1.91940867906533,2.20951501454263
"fascinated",178,160,176,159,3.49019607843137,2.25285303097989,1.90748688602766,2.20682587603185
"achievement",178,159,169,153,3.49019607843137,2.25285303097989,1.89556509298999,2.20411998265592
"weighs",178,159,173,155,3.49019607843137,2.25285303097989,1.89556509298999,2.20411998265592
"significance",178,157,177,156,3.49019607843137,2.25285303097989,1.87172150691464,2.19865708695442
"layout",178,152,166,147,3.49019607843137,2.25285303097989,1.81211254172628,2.1846914308176
"prospect",178,152,162,142,3.49019607843137,2.25285303097989,1.81211254172628,2.1846914308176
"screws",178,150,170,145,3.49019607843137,2.25285303097989,1.78826895565093,2.17897694729317
"spelled",178,146,168,138,3.49019607843137,2.25285303097989,1.74058178350024,2.16731733474818
"infinite",178,142,169,133,3.49019607843137,2.25285303097989,1.69289461134955,2.15533603746506
"mat",178,139,166,135,3.49019607843137,2.25285303097989,1.65712923223653,2.14612803567824
"merciful",178,138,147,114,3.49019607843137,2.25285303097989,1.64520743919886,2.14301480025409
"brunette",178,135,164,126,3.49019607843137,2.25285303097989,1.60944206008584,2.13353890837022
"inquiry",178,134,177,133,3.49019607843137,2.25285303097989,1.59752026704816,2.13033376849501
"pep",178,133,149,117,3.49019607843137,2.25285303097989,1.58559847401049,2.12710479836481
"sap",178,132,171,128,3.49019607843137,2.25285303097989,1.57367668097282,2.12385164096709
"supposing",178,132,66,59,3.49019607843137,2.25285303097989,1.57367668097282,2.12385164096709
"por",178,130,119,102,3.49019607843137,2.25285303097989,1.54983309489747,2.11727129565576
"sung",178,128,110,97,3.49019607843137,2.25285303097989,1.52598950882213,2.11058971029925
"equation",178,127,173,124,3.49019607843137,2.25285303097989,1.51406771578445,2.10720996964787
"recess",178,127,164,120,3.49019607843137,2.25285303097989,1.51406771578445,2.10720996964787
"alligator",178,125,153,114,3.49019607843137,2.25285303097989,1.49022412970911,2.10037054511756
"mentor",178,124,165,122,3.49019607843137,2.25285303097989,1.47830233667144,2.09691001300806
"yonder",178,124,163,117,3.49019607843137,2.25285303097989,1.47830233667144,2.09691001300806
"armies",178,120,169,114,3.49019607843137,2.25285303097989,1.43061516452074,2.08278537031645
"polo",178,120,101,71,3.49019607843137,2.25285303097989,1.43061516452074,2.08278537031645
"muffins",178,118,165,113,3.49019607843137,2.25285303097989,1.4067715784454,2.07554696139253
"thug",178,104,113,88,3.49019607843137,2.25285303097989,1.23986647591798,2.02118929906994
"berry",178,99,53,43,3.49019607843137,2.25285303097989,1.18025751072961,2
"mitzvah",178,91,145,81,3.49019607843137,2.25285303097989,1.08488316642823,1.96378782734556
"complained",179,162,174,158,3.50980392156863,2.25527250510331,1.931330472103,2.21218760440396
"brag",179,160,177,158,3.50980392156863,2.25527250510331,1.90748688602766,2.20682587603185
"crowds",179,159,169,151,3.50980392156863,2.25527250510331,1.89556509298999,2.20411998265592
"builds",179,157,170,148,3.50980392156863,2.25527250510331,1.87172150691464,2.19865708695442
"stool",179,156,174,153,3.50980392156863,2.25527250510331,1.85979971387697,2.19589965240923
"locations",179,155,175,152,3.50980392156863,2.25527250510331,1.84787792083929,2.19312459835446
"disregard",179,153,157,140,3.50980392156863,2.25527250510331,1.82403433476395,2.18752072083646
"obnoxious",179,151,176,149,3.50980392156863,2.25527250510331,1.8001907486886,2.18184358794477
"hotshot",179,149,166,141,3.50980392156863,2.25527250510331,1.77634716261326,2.17609125905568
"eccentric",179,145,169,138,3.50980392156863,2.25527250510331,1.72865999046257,2.16435285578444
"unfinished",179,144,167,134,3.50980392156863,2.25527250510331,1.71673819742489,2.16136800223497
"foam",179,140,165,132,3.50980392156863,2.25527250510331,1.6690510252742,2.14921911265538
"hasty",179,138,150,135,3.50980392156863,2.25527250510331,1.64520743919886,2.14301480025409
"donation",179,137,173,134,3.50980392156863,2.25527250510331,1.63328564616118,2.13987908640124
"scram",179,137,96,76,3.50980392156863,2.25527250510331,1.63328564616118,2.13987908640124
"heartless",179,130,161,127,3.50980392156863,2.25527250510331,1.54983309489747,2.11727129565576
"crunch",179,125,105,87,3.50980392156863,2.25527250510331,1.49022412970911,2.10037054511756
"revoir",179,119,179,119,3.50980392156863,2.25527250510331,1.41869337148307,2.07918124604762
"bakery",179,117,158,108,3.50980392156863,2.25527250510331,1.39484978540773,2.07188200730613
"pigeons",179,111,152,105,3.50980392156863,2.25527250510331,1.32331902718169,2.04921802267018
"ledge",179,109,175,108,3.50980392156863,2.25527250510331,1.29947544110634,2.04139268515822
"mozart",179,95,0,0,3.50980392156863,2.25527250510331,1.13257033857892,1.98227123303957
"select",180,160,149,139,3.52941176470588,2.25767857486918,1.90748688602766,2.20682587603185
"via",180,156,150,133,3.52941176470588,2.25767857486918,1.85979971387697,2.19589965240923
"alternate",180,155,163,141,3.52941176470588,2.25767857486918,1.84787792083929,2.19312459835446
"glowing",180,155,178,154,3.52941176470588,2.25767857486918,1.84787792083929,2.19312459835446
"resemblance",180,155,179,155,3.52941176470588,2.25767857486918,1.84787792083929,2.19312459835446
"climate",180,153,171,146,3.52941176470588,2.25767857486918,1.82403433476395,2.18752072083646
"masterpiece",180,152,169,143,3.52941176470588,2.25767857486918,1.81211254172628,2.1846914308176
"reschedule",180,152,171,145,3.52941176470588,2.25767857486918,1.81211254172628,2.1846914308176
"countryside",180,150,178,149,3.52941176470588,2.25767857486918,1.78826895565093,2.17897694729317
"assignments",180,144,179,143,3.52941176470588,2.25767857486918,1.71673819742489,2.16136800223497
"perception",180,144,169,136,3.52941176470588,2.25767857486918,1.71673819742489,2.16136800223497
"swings",180,142,173,140,3.52941176470588,2.25767857486918,1.69289461134955,2.15533603746506
"housewife",180,141,168,136,3.52941176470588,2.25767857486918,1.68097281831187,2.15228834438306
