"sl_cue","sl_target","type","cue_type","target_type","sl_cosine"
"odeja","zdravilo","unrelated","word","word",0.139258628984931
"igla","povej","unrelated","word","word",0.0891440402068485
"scratch","hammer","unrelated","word","word",0.253864748654186
"caliber","naked","unrelated","word","word",NA
"ass","poroka","unrelated","word","word",0.12422754494435
"zdravo","bolečina","unrelated","word","word",0.0732510920297602
"sladica","naprava","unrelated","word","word",0.338165166808374
"očala","oklep","unrelated","word","word",0.331929145062334
"bishop","rim","unrelated","word","word",0.0756727231121215
"prekletstvo","lokacija","unrelated","word","word",0.115038199538195
"magic","jedry","unrelated","word","word",NA
"nadstropje","prstni odtis","unrelated","word","word",NA
"članek","elektric","unrelated","word","word",NA
"detonator","oddajnik","unrelated","word","word",0.616143451645526
"privilege","izberite","unrelated","word","word",NA
"garlic","batman","unrelated","word","word",0.301070704013749
"vrednost","triangle","unrelated","word","word",0.101322272556251
"občudovati","nedelja","unrelated","word","word",0.0396122273348661
"mile","ding","unrelated","word","word",0.225434308750661
"antidote","špageti","unrelated","word","word",NA
"možgani","vedel","unrelated","word","word",0.102426961727157
"imperial","sodnik","unrelated","word","word",0.1225421680572
"tretjič","plavati","unrelated","word","word",0.126814087844991
"polovica","znanje","unrelated","word","word",0.105075032418729
"boot","lizanje","unrelated","word","word",0.126863466782792
"črpalka","arhitekt","unrelated","word","word",0.153200363455001
"vino","civilizacija","unrelated","word","word",0.0960679450032614
"ustnice","prestrašiti","unrelated","word","word",0.164169614821115
"kruh","nesreča","unrelated","word","word",-0.0134946796257685
"katoliška","brisačo","unrelated","word","word",0.130322075255156
"dim","harmonija","unrelated","word","word",0.156625108043472
"tobak","sestanek","unrelated","word","word",0.0256948587706238
"naiven","kavboj","unrelated","word","word",0.181078500012529
"živalski vrt","avtocesta","unrelated","word","word",NA
"kultura","paluba","unrelated","word","word",0.150432514339801
"tipično","majhna","unrelated","word","word",0.194410041856647
"človek","proizvajajo","unrelated","word","word",0.16106737016481
"rum","destiny","unrelated","word","word",0.154961226874475
"sladkor","book","unrelated","word","word",0.159496513603015
"podmornica","bolezen","unrelated","word","word",0.11709991069635
"območje","štedilnik","unrelated","word","word",0.068384654545404
"podjetje","neumno","unrelated","word","word",0.153042260367742
"body","tragična","unrelated","word","word",0.175924155679943
"paranoid","dokaz","unrelated","word","word",NA
"telegram","analiza","unrelated","word","word",0.0723953059652322
"bela","cheese","unrelated","word","word",0.130102054142779
"nenavadno","orožje","unrelated","word","word",0.10448391469833
"duševno","oktober","unrelated","word","word",0.0249252593918825
"trgati","prodaja","unrelated","word","word",0.172151307567584
"rastlina","ministrstvo","unrelated","word","word",0.0551422838533684
"ponudba","corpse","unrelated","word","word",NA
"v bližini","torek","unrelated","word","word",NA
"gospod","popoln","unrelated","word","word",0.133454016627798
"kompliment","razstava","unrelated","word","word",0.154016175335398
"tark","nasprotnik","unrelated","word","word",0.183133551181835
"century","tovor","unrelated","word","word",0.156408957192653
"november","tedensko","unrelated","word","word",0.149876936750539
"aktivna","empire","unrelated","word","word",0.0466376926960136
"fantje","whistle","unrelated","word","word",0.105199317027804
"farmer","izjava","unrelated","word","word",0.142291924807274
"materija","popolnoma","unrelated","word","word",0.273015371344601
"job","mrtev","unrelated","word","word",0.158555483251461
"operativno","kakovost","unrelated","word","word",0.0882364554253348
"svoboda","sin","unrelated","word","word",0.0475798073074466
"protest","romantic","unrelated","word","word",NA
"cash","urine","unrelated","word","word",NA
"žep","vitamin","unrelated","word","word",0.162892169184313
"stres","zmes","unrelated","word","word",0.189069896756868
"usoda","mehansko","unrelated","word","word",0.0176764561483402
"agent","paket","unrelated","word","word",0.204829587334925
"trpeti","uspeh","unrelated","word","word",0.122488916951153
"ping","napad","unrelated","word","word",0.07591848325043
"diploma","signal","unrelated","word","word",0.104477499066779
"proizvajalec","garaža","unrelated","word","word",0.182537784264728
"pogovor","heal","unrelated","word","word",0.139326291413319
"county","profesor","unrelated","word","word",0.106184805491328
"enota","ustava","unrelated","word","word",0.265731892390777
"make","znak","unrelated","word","word",0.0841992809363701
"dodatno","lokalno","unrelated","word","word",0.22838790806768
"pojavijo","označuje","unrelated","word","word",0.140060065256708
"pojav","pošlji","unrelated","word","word",0.0653583033774503
"dobiček","guitar","unrelated","word","word",0.157485070480406
"dokaze","fizično","unrelated","word","word",0.132774055984524
"mapa","vas","unrelated","word","word",0.131380284623834
"funt","učite","unrelated","word","word",0.0729684522956421
"kratek","pisanje","unrelated","word","word",0.0996727152224206
"puščava","paradižnik","unrelated","word","word",0.172300468634632
"velikost","postopek","unrelated","word","word",0.128277714191513
"odgovornost","uničenje","unrelated","word","word",0.199017822109324
"dobrodelnost","kriv","unrelated","word","word",0.0951671214725603
"ponos","arogance","unrelated","word","word",0.259656034121727
"dovolj","steklenica","unrelated","word","word",0.158108969372668
"diamant","gluh","unrelated","word","word",0.0799380586015523
"paint","jezen","unrelated","word","word",0.112834594277995
"nočna mora","vrata","unrelated","word","word",NA
"bush","prijatelj","unrelated","word","word",0.113879833900556
"podobno","srčkan","unrelated","word","word",0.179992812242557
"klan","cona","unrelated","word","word",0.0440576227588464
"federal","televizija","unrelated","word","word",0.147356966664543
"goos","hitrost","unrelated","word","word",0.10476679429383
"monk","band","unrelated","word","word",0.17082545139443
"rusty","strokovnjak","unrelated","word","word",0.0885284019613584
"pušnica","heroin","unrelated","word","word",NA
"zahod","tradicionalno","unrelated","word","word",0.18421969626935
"nemogoče","komedija","unrelated","word","word",0.207067474560239
"poseben","sporočilo","unrelated","word","word",0.114110075593948
"liga","snake","unrelated","word","word",0.0987168801587113
"izbruh","champagne","unrelated","word","word",0.118837984945673
"potres","jesti","unrelated","word","word",0.0774155171809169
"bomba","zunanji","unrelated","word","word",0.0769769981056464
"modna","zapustiti","unrelated","word","word",0.133042987801061
"magnetno","predpostavka","unrelated","word","word",0.228633135613415
"tok","bright","unrelated","word","word",0.146320233940856
"factor","delujoč","unrelated","word","word",0.0823715289385011
"dynasty","bratranec","unrelated","word","word",0.26013501013016
"power","ples","unrelated","word","word",0.156204291025799
"preprosto","prezračevanje","unrelated","word","word",0.137793944774636
"millionaire","muzej","unrelated","word","word",NA
"kuga","pravilno","unrelated","word","word",0.0108222154922752
"serija","sočutje","unrelated","word","word",0.00223719644877172
"orgazem","pomoč","unrelated","word","word",0.111129438007061
"opišite","organizirajte","unrelated","word","word",0.436633026950797
"mail","črna","unrelated","word","word",0.0356905968020816
"lažne","nevihta","unrelated","word","word",0.074028026409315
"dekle","nevesta","unrelated","word","word",0.340611373931821
"čudovito","notranjost","unrelated","word","word",0.152689202586421
"realnost","zajec","unrelated","word","word",0.0728520561463057
"kolonija","zmede","unrelated","word","word",0.0795972855430811
"karneval","nogomet","unrelated","word","word",0.301312114649365
"porn","strah","unrelated","word","word",0.110050621990637
"bančništvo","največje","unrelated","word","word",0.147028003252954
"finančno","drugačen","unrelated","word","word",0.0669482989387555
"proračun","parfum","unrelated","word","word",0.103833122293297
"konec","luknja","unrelated","word","word",0.0889417580705331
"spolno","lažnivec","unrelated","word","word",0.1045048670077
"naval","prsni koš","unrelated","word","word",NA
"tekočina","telefon","unrelated","word","word",0.122672314621427
"zemljišče","znesek","unrelated","word","word",0.219699173106406
"slika","fantasy","unrelated","word","word",0.0621769358616878
"avtogram","ograja","unrelated","word","word",0.063226930466684
"angleščina","donacija","unrelated","word","word",0.221453902512976
"talt","še vedno","unrelated","word","word",NA
"universe","glasuj","unrelated","word","word",0.200962750820786
"delavnica","direktorica","unrelated","word","word",0.307623259781242
"lezbijka","položaj","unrelated","word","word",0.0999191704037037
"koda","dogaja","unrelated","word","word",0.151807680675835
"jazz","zgornji","unrelated","word","word",0.144789950408926
"singer","kdaj","unrelated","word","word",0.116524509350098
"večina","naglas","unrelated","word","word",0.100285175249283
"kino","slab","unrelated","word","word",0.123597979166178
"national","poročen","unrelated","word","word",0.157400459634003
"slep","razočaranje","unrelated","word","word",0.184725015590388
"zarota","sail","unrelated","word","word",NA
"dol","cerebral","unrelated","word","word",NA
"opica","pridi","unrelated","word","word",0.156715199986887
"gas","alien","unrelated","word","word",0.119948906772612
"pogovor","alpha","unrelated","word","word",0.0627405717599032
"jungle","depresija","unrelated","word","word",0.129049927234238
"palača","nekje","unrelated","word","word",0.071568019268875
"gradnja","poteg","unrelated","word","word",0.147703818224445
"kilogram","obseg","unrelated","word","word",0.216177488171301
"diving","lačen","unrelated","word","word",NA
"roman","čoln","unrelated","word","word",0.215121920714321
"lightning","država","unrelated","word","word",0.0934746725559202
"baron","napadalec","unrelated","word","word",0.184768292983189
"strašljivo","sveča","unrelated","word","word",0.183406884375385
"grozno","sila","unrelated","word","word",0.180545383888641
"klavir","street","unrelated","word","word",0.126309036160614
"iluzija","lepota","unrelated","word","word",0.384060946219113
"sandwich","komunikacija","unrelated","word","word",0.178174942359756
"stick","dolar","unrelated","word","word",0.124539903841678
"ravnovesje","real","unrelated","word","word",0.0424074526610278
"obnoviti","ulov","unrelated","word","word",0.0504702433869824
"ambulance","ogromen","unrelated","word","word",0.176088953138488
"raj","dekleta","unrelated","word","word",0.121726288431868
"kokain","inteligentno","unrelated","word","word",0.0338869992106278
"nizka","zdravljenje","unrelated","word","word",0.181955607880876
"počasi","informacije","unrelated","word","word",0.0809384912761886
"počasi","sip","unrelated","word","word",0.0762805033658074
"razdalja","hudič","unrelated","word","word",0.0637070864952164
"aids","hvaležnost","unrelated","word","word",0.0851843607806635
"vroče","kosilo","unrelated","word","word",0.141159080732255
"run","kuhar","unrelated","word","word",0.119637881319765
"hold","izobraževanje","unrelated","word","word",0.164665379652232
"angel","pristanišče","unrelated","word","word",0.0727918653223206
"hvaležen","enostavo","unrelated","word","word",0.11584852791918
"gostoljubnost","cut","unrelated","word","word",0.0801650213386789
"igra","atmosfera","unrelated","word","word",0.18950943710443
"lutka","vročina","unrelated","word","word",0.148158520139963
"avtor","šala","unrelated","word","word",0.140449316214874
"trener","opremiti","unrelated","word","word",0.173194086102575
"laska","leader","unrelated","word","word",0.20626475241154
"poročilo","samurai","unrelated","word","word",0.116958559911631
"podatki","žival","unrelated","word","word",0.0113011086478237
"vir","postelja","unrelated","word","word",0.0471727769896194
"odmerek","zavetišče","unrelated","word","word",0.186754859242518
"pregled","vlada","unrelated","word","word",0.0906934437127639
"orodje","politika","unrelated","word","word",0.196946634003569
"smart","samostan","unrelated","word","word",0.0503081402002593
"osebna","preiskava","unrelated","word","word",0.23647001429756
"nagon","predsednik","unrelated","word","word",0.0814965117385805
"finance","milost","unrelated","word","word",0.112477973380638
"banker","think","unrelated","word","word",0.240875543984926
"ironija","atlantic","unrelated","word","word",0.167909058505385
"izberite","realističen","unrelated","word","word",0.0822840157251732
"spremeni","darilo","unrelated","word","word",0.0876075696372118
"spy","jeklo","unrelated","word","word",0.0560912544789154
"brand","skrij","unrelated","word","word",0.176147759740086
"smrt","fotograf","unrelated","word","word",0.0805464695032211
"rezultat","neposredno","unrelated","word","word",0.143385959399166
"komentar","pritisk","unrelated","word","word",0.240982014401426
"izjemno","vprašaj","unrelated","word","word",0.0964790484172724
"zdravje","vsebina","unrelated","word","word",0.197567008970744
"count","nagrada","unrelated","word","word",0.0955599550010635
"podkupnine","limuzina","unrelated","word","word",0.12091230177912
"obešanje","šola","unrelated","word","word",0.0437912784053798
"pokaži","da","unrelated","word","word",0.199101350019861
"ovir","dokument","unrelated","word","word",0.111097953828995
"v redu","odgovori","unrelated","word","word",NA
"banana","otroštvo","unrelated","word","word",0.0609214328658496
"gnezda","poldneva","unrelated","word","word",0.112889566412414
"majica","stavek","unrelated","word","word",0.123281801269012
"tuna","zbrati","unrelated","word","word",0.0168401057735037
"atomsko","napaka","unrelated","word","word",0.108950428638821
"betonk","okužbe","unrelated","word","word",NA
"pomlad","ribe","unrelated","word","word",0.158036371508241
"feed","instrument","unrelated","word","word",0.200996198102615
"kidy","office","unrelated","word","word",NA
"ljubosumna","politik","unrelated","word","word",0.0595687687928029
"reka","poslušajte","unrelated","word","word",0.0605211320007619
"romeo","cognac","unrelated","word","word",NA
"junij","soda","unrelated","word","word",0.106203005344367
"vzpenjati se","web","unrelated","word","word",NA
"količina","patrol","unrelated","word","word",0.125998217632585
"rock","kapela","unrelated","word","word",0.234693720534157
"piknik","predsednik","unrelated","word","word",0.180806205146458
"cerkev","žena","unrelated","word","word",0.156375501567503
"anarhija","biološki","unrelated","word","word",0.139164289896996
"poveljnik","dolina","unrelated","word","word",0.122874229854897
"mafija","priznava","unrelated","word","word",0.157492506689876
"pokal","občinstvo","unrelated","word","word",0.195426768351911
"rodeo","vonj","unrelated","word","word",0.112816317514136
"nikoli","ustvarjalnost","unrelated","word","word",0.159527547039586
"spomenik","easy","unrelated","word","word",0.0330369324531906
"zrak","spektakularno","unrelated","word","word",0.135505058538541
"bolnišnica","poroka","unrelated","word","word",0.27422321377819
"čelada","denar","unrelated","word","word",0.0999045442462994
"ramo","privlačijo","unrelated","word","word",0.0758305724951989
"trailer","sabotaža","unrelated","word","word",0.222312206267793
"drama","skupina","unrelated","word","word",0.184531064437672
"inšpektor","možnost","unrelated","word","word",0.0897600635391262
"provizija","slavni","unrelated","word","word",0.108460737528275
"navigacija","nepravičen","unrelated","word","word",0.0970470771334686
"rasist","agencija","unrelated","word","word",0.117526829009371
"tour","pomembno","unrelated","word","word",0.169796798942069
"donkey","izginotje","unrelated","word","word",0.0659220781391164
"tuš","jastog","unrelated","word","word",0.211940184457174
"original","vampire","unrelated","word","word",0.182646210226373
"drobec","temperatura","unrelated","word","word",0.125433809468577
"prigrizek","komunist","unrelated","word","word",0.12523207927699
"aktovka","razumno","unrelated","word","word",0.0815018182567927
"iron","inform","unrelated","word","word",NA
"queen","armory","unrelated","word","word",0.309718573203381
"royal","investirajte","unrelated","word","word",0.152402967719313
"vezi","battlefield","unrelated","word","word",0.136311036807694
"thief","diskusija","unrelated","word","word",NA
"nedolžen","amerika","unrelated","word","word",0.131323215068072
"situacija","manipulat","unrelated","word","word",NA
"brutal","point","unrelated","word","word",0.12462283203629
"zlo","dream","unrelated","word","word",0.0759268854972964
"cook","matematika","unrelated","word","word",0.0471370059776816
"toplo","verjetno","unrelated","word","word",0.109320661157378
"prodajalec","očarljivo","unrelated","word","word",0.105041065861734
"utrujen","hoje","unrelated","word","word",0.283101766399321
"posadka","warrior","unrelated","word","word",0.106399921317623
"lastnina","sniper","unrelated","word","word",0.0890356118771885
"laž","aktivirajte","unrelated","word","word",0.0695010239540259
"član","preživeli","unrelated","word","word",0.168065555047054
"mit","ekipa","unrelated","word","word",0.0160429109382178
"lepa","mlajši","unrelated","word","word",0.164240049037267
"čar","gorila","unrelated","word","word",0.088501424435917
"pristanek","pošten","unrelated","word","word",0.138049524917795
"terminal","spanje","unrelated","word","word",0.145955615199861
"prav","mlajši","unrelated","word","word",0.179171700407399
"konzervativni","district","unrelated","word","word",0.222660544658018
"tema","pištolo","unrelated","word","word",0.12976362446965
"taksi","draw","unrelated","word","word",0.117777890734415
"ming","torba","unrelated","word","word",0.181369499950469
"dragon","kos","unrelated","word","word",0.0762868657561247
"umetnost","bullet","unrelated","word","word",0.077740706235862
"suck","gram","unrelated","word","word",0.144912976038655
"žaba","trial","unrelated","word","word",0.0975838609988728
"sovraštvo","pokopališče","unrelated","word","word",0.169666074904546
"ljubica","false","unrelated","word","word",0.118602483920924
"prebivalstvo","cigar","unrelated","word","word",0.0917760250031181
"kosti","stavke","unrelated","word","word",0.132720083983446
"kraj","pripravite se","unrelated","word","word",NA
"regional","kampiranje","unrelated","word","word",0.0138645744249238
"sledite","četrtič","unrelated","word","word",0.105158434548933
"lepo","omara","unrelated","word","word",0.181402647015
"crack","zavrti","unrelated","word","word",0.0851376888545199
"pes","glasbenik","unrelated","word","word",0.275700700098201
"playboy","solata","unrelated","word","word",0.152520058188658
"malo","pomilovanja vreden","unrelated","word","word",NA
"ketchup","srečati","unrelated","word","word",0.0687090461131027
"očka","slovesnost","unrelated","word","word",0.112839413261071
"nadzor","očitno","unrelated","word","word",0.167036457655678
"oglaševanje","kisik","unrelated","word","word",0.149718180381301
"honey","race","unrelated","word","word",0.194719672046903
"fizika","vodik","unrelated","word","word",0.278621868654359
"trophy","nation","unrelated","word","word",0.271601354256026
"artefakt","erekcijo","unrelated","word","word",0.0973088378206119
"oblak","vaja","unrelated","word","word",0.142429641452242
"technical","vrata","unrelated","word","word",NA
"trgovina","palec","unrelated","word","word",0.0630830000017249
"kilometer","foto","unrelated","word","word",0.0973419196860772
"svinjska","ja","unrelated","word","word",0.193181234513992
"glavnega mesta","jetra","unrelated","word","word",NA
"teleskop","posameznika","unrelated","word","word",0.083616713797791
"kamera","oče","unrelated","word","word",0.0805604298007398
"milijon","dusty","unrelated","word","word",0.0617724950738517
"odpuščanje","pogreb","unrelated","word","word",0.188236668756517
"veleposlanik","milijarde","unrelated","word","word",0.13410989372193
"veleposlaništvo","zima","unrelated","word","word",0.110208991038132
"plus","sailor","unrelated","word","word",0.160708072036325
"drugič","financial","unrelated","word","word",0.0857848917899911
"tih","zajtrk","unrelated","word","word",0.218821627807961
"razmislek","predlagam","unrelated","word","word",0.189850919736402
"revščina","ženska","unrelated","word","word",0.277238797563391
"živce","zasebnost","unrelated","word","word",0.176929815064317
"naloga","grad","unrelated","word","word",0.21033082859384
"starejši","impress","unrelated","word","word",NA
"star","let","unrelated","word","word",0.295085040160014
"težko","pomočnik","unrelated","word","word",0.103831190929249
"trdno","žuželka","unrelated","word","word",0.0722710298769058
"rjav","roka","unrelated","word","word",0.0535050876857978
"žitno","večer","unrelated","word","word",0.0994051508262225
"suha","odstavek","unrelated","word","word",0.176824759402668
"zaslon","bolan","unrelated","word","word",0.150341406477057
"aspirin","mačka","unrelated","word","word",0.283481291818428
"mercenary","družina","unrelated","word","word",NA
"marine","organ","unrelated","word","word",0.0914114677906906
"hotel","odhod","unrelated","word","word",0.097469520835411
"prekinitev","lov","unrelated","word","word",0.140627262190193
"tank","gledališče","unrelated","word","word",0.152588618204095
"hill","nekaj","unrelated","word","word",0.122577367044722
"priložnost","watson","unrelated","word","word",0.0681596235012387
"izbira","osumljenca","unrelated","word","word",0.179897416494507
"čebela","obrok","unrelated","word","word",0.145566763747583
"živ","skrivnost","unrelated","word","word",0.175311909973225
"mučenje","sindrom","unrelated","word","word",0.19803807636128
"killer","čudno","unrelated","word","word",0.109375854988458
"evolution","truck","unrelated","word","word",NA
"knjižnica","jajce","unrelated","word","word",0.134996408336249
"naravno","poročnik","unrelated","word","word",0.0742916273475927
"priprava","šport","unrelated","word","word",0.143501909252701
"nadaljujte","srečna","unrelated","word","word",0.0486368162445573
"zamenjati","test","unrelated","word","word",0.126559457244088
"glas","minus","unrelated","word","word",0.113118074378119
"bonus","podgana","unrelated","word","word",0.0963842363729278
"nobel","super","unrelated","word","word",0.349339874952953
"najetih","nevarno","unrelated","word","word",0.0745804756782972
"najemnik","sprejmi","unrelated","word","word",0.140814575384517
"najstnice","duck","unrelated","word","word",0.097958539328441
"iskanje","brez vrednosti","unrelated","word","word",NA
"minimalno","pranje","unrelated","word","word",0.131366467575446
"nude","bitka","unrelated","word","word",0.0191720592300414
"namen","tabletke","unrelated","word","word",0.0648455851230131
"naključno","zaprto","unrelated","word","word",0.104823447502385
"invazije","zmanjšaj","unrelated","word","word",0.0550603576386031
"žrtev","odobritev","unrelated","word","word",0.123577044478249
"napaka","dolžina","unrelated","word","word",0.207275968247565
"chip","vanilija","unrelated","word","word",0.163040571399087
"ukaz","štiri","unrelated","word","word",0.12150452780076
"bolnik","umazano","unrelated","word","word",0.044563356471749
"ime","oath","unrelated","word","word",NA
"številka","negativno","unrelated","word","word",0.119885038198587
"sovražnik","samostan","unrelated","word","word",0.170350860126238
"nasprotno","odvrnitev","unrelated","word","word",0.19871850366692
"natakar","opredelitev","unrelated","word","word",0.0178316439129233
"država","klinika","unrelated","word","word",0.275230204626643
"inspire","uporaba","unrelated","word","word",NA
"ponosni","meso","unrelated","word","word",0.0614482388701645
"sky","obleka","unrelated","word","word",0.149779897033896
"vnuk","finish","unrelated","word","word",0.157501605841973
"samo","nemočen","unrelated","word","word",0.166485304849626
"sobota","res","unrelated","word","word",0.264401889375875
"pozitivno","nesreča","unrelated","word","word",0.0833537498663491
"nič","absurdno","unrelated","word","word",0.117862671201201
"drugje","julij","unrelated","word","word",0.156441793789457
"nemočna","kopirati","unrelated","word","word",0.199143247296468
"nenehno","strategija","unrelated","word","word",0.124897880041861
"nerazumno","vrnite se","unrelated","word","word",NA
"direct","sevanje","unrelated","word","word",0.0829786331589205
"ne krivic","marketing","unrelated","word","word",NA
"nenadoma","površina","unrelated","word","word",0.151449082510067
"neudobno","avto","unrelated","word","word",0.157065585442677
"zaskrbljen","freeze","unrelated","word","word",0.118311807991623
"nezgoda","zaključek","unrelated","word","word",0.164767824291829
"žalostno","delce","unrelated","word","word",0.0841222665215958
"naiven","na splošno","unrelated","word","word",NA
"norost","čarovnica","unrelated","word","word",0.165748899527014
"tvegano","vaba","unrelated","word","word",0.14069318332053
"tveganje","kava","unrelated","word","word",0.0524143399911334
"impresivno","medaljo","unrelated","word","word",0.195469744798027
"ženina","kapitalizem","unrelated","word","word",0.160182678659694
"wind","ljubitelj","unrelated","word","word",0.0590315480128283
"mehko","ustavi","unrelated","word","word",0.0980581651824638
"anonimno","spalnica","unrelated","word","word",0.096796508333976
"nezmožnost","primarno","unrelated","word","word",0.248486930226428
"košarka","kip","unrelated","word","word",0.171132097236247
"zdravo","shoot","unrelated","word","word",0.12977687754431
"usta","tri","unrelated","word","word",0.133925467573478
"rojstvo","zapomni si","unrelated","word","word",NA
"zunaj","rak","unrelated","word","word",0.0892130685070022
"kanal","temno","unrelated","word","word",0.0582210533044039
"reporter","kombi","unrelated","word","word",0.220798284881074
"meč","vedeti","unrelated","word","word",0.115926682320405
"preklinjati","brat","unrelated","word","word",0.185532309043012
"plaža","usodna","unrelated","word","word",0.117966033477813
"chnive","zelo","unrelated","word","word",NA
"vtis","tišina","unrelated","word","word",0.171616641169641
"občutljivo","smeh","unrelated","word","word",0.0198913068270933
"faza","nevarnost","unrelated","word","word",0.147882924975767
"običajno","energija","unrelated","word","word",0.131650031929957
"vsakdanji","zjutraj","unrelated","word","word",0.055243295699926
"poljub","redko","unrelated","word","word",0.118087944696635
"krilo","podpis","unrelated","word","word",0.103680010980889
"jamstvo","eleganten","unrelated","word","word",0.105612050336271
"hrane","razumeti","unrelated","word","word",0.149859362770528
"polmer","hitro","unrelated","word","word",0.132979852095865
"pritožba","levo","unrelated","word","word",0.131266504701281
"privlačen","uradnik","unrelated","word","word",0.154681931377008
"mati","demokracijo","unrelated","word","word",0.078916501276086
"stric","borec","unrelated","word","word",0.18094419952237
"morje","financiranje","unrelated","word","word",0.129889587919256
"očitno","običajno","unrelated","word","word",0.232342074966061
"senzor","meglo","unrelated","word","word",0.208518589248027
"odgovor","grmenje","unrelated","word","word",0.181694774586036
"prihod","program","unrelated","word","word",0.142597064901108
"pogum","mountain","unrelated","word","word",0.126598136995169
"mnenje","merilnik","unrelated","word","word",0.103242476137786
"dovoljenje","sok","unrelated","word","word",0.0919335594613748
"uspeh","odločnost","unrelated","word","word",0.369262502754379
"junak","element","unrelated","word","word",0.121832190682036
"prisotnost","šef","unrelated","word","word",0.0369253342613462
"poglavje","čarovnik","unrelated","word","word",0.118901244313736
"odstranite","sever","unrelated","word","word",0.170475634323028
"odstopi","čokolada","unrelated","word","word",0.036579871473814
"desk","mirror","unrelated","word","word",0.204792731879893
"umazano","preveri","unrelated","word","word",0.0921225139371459
"zid","prenos","unrelated","word","word",0.207296850715109
"ring","poslovanje","unrelated","word","word",0.174435282739261
"big","galaksija","unrelated","word","word",0.0296455155166266
"ohraniti","dohodek","unrelated","word","word",0.198651455994358
"premoga","specialist","unrelated","word","word",0.182420100047344
"shield","ransom","unrelated","word","word",0.118066942529884
"kroga","bataljon","unrelated","word","word",0.136218099415209
"september","sebično","unrelated","word","word",0.144701059586095
"virus","nepričakovano","unrelated","word","word",0.149665285902362
"krema","študija","unrelated","word","word",0.202045843979823
"kabinet","monitor","unrelated","word","word",0.219518718809176
"delujejo","letališče","unrelated","word","word",0.161172412399291
"profil","francozi","unrelated","word","word",0.0548955593137618
"koncept","vhod","unrelated","word","word",0.203295408725896
"oprema","cena","unrelated","word","word",0.253451755229045
"oprostite","denarnica","unrelated","word","word",0.15926180706239
"zelena","nežen","unrelated","word","word",0.250993651716211
"planet","pomembnost","unrelated","word","word",0.0988980298736696
"pristojnost","grofic","unrelated","word","word",NA
"uradite","berka","unrelated","word","word",NA
"steal","puran","unrelated","word","word",0.186227895061869
"pistol","šibka","unrelated","word","word",0.115855592595225
"sam","epidemija","unrelated","word","word",0.068750002048262
"znak","injection","unrelated","word","word",NA
"focus","ni mogoče","unrelated","word","word",NA
"ostanite","rich","unrelated","word","word",0.105098023620651
"dvom","spirit","unrelated","word","word",0.118462002732009
"svež","izboljšava","unrelated","word","word",0.143425965720166
"baby","prestol","unrelated","word","word",0.116634249072561
"mladi","prah","unrelated","word","word",0.0227690292867228
"točka","višina","unrelated","word","word",0.348387781716817
"ovojnico","intimate","unrelated","word","word",NA
"s prstom","žvečiti","unrelated","word","word",NA
"kabina","pritisnite","unrelated","word","word",0.204506042392512
"krompir","kriminalec","unrelated","word","word",0.095978329594273
"nadnaravno","cvet","unrelated","word","word",0.0763766306950096
"šminka","svetovanje","unrelated","word","word",0.153215444521341
"stražar","edinstven","unrelated","word","word",0.0781258548003999
"vagina","prost","unrelated","word","word",0.138671449661741
"idealno","upram","unrelated","word","word",NA
"papir","geslo","unrelated","word","word",0.13587300023681
"pogled","verjetno","unrelated","word","word",0.0856786567487268
"album","write","unrelated","word","word",0.265441270206877
"besedilo","gay","unrelated","word","word",0.112846214445655
"trezen","jakna","unrelated","word","word",0.0718928688264781
"astronavt","služkinja","unrelated","word","word",0.155822417620936
"branje","rakun","unrelated","word","word",0.110679833294453
"pesnik","pravosodje","unrelated","word","word",0.138183350055215
"rifle","hvala","unrelated","word","word",0.166014321897838
"pijača","osamljen","unrelated","word","word",0.0994342856794688
"penzion","vrat","unrelated","word","word",0.204733091814247
"ogenj","ironična","unrelated","word","word",-0.00425188747737619
"cement","sedež","unrelated","word","word",0.25384564714618
"bowl","poraz","unrelated","word","word",0.246456697104329
"utonil","nervozno","unrelated","word","word",0.124672292977011
"plen","do","unrelated","word","word",0.107693314804687
"plesalec","včeraj","unrelated","word","word",0.0776232868602273
"poleti","pilot","unrelated","word","word",0.246843487577928
"drago","aretirati","unrelated","word","word",0.0701928835325884
"božič","upirajte se","unrelated","word","word",NA
"dediščina","senator","unrelated","word","word",0.0751542027356454
"miška","zapora","unrelated","word","word",0.156121167759147
"žig","hladno","unrelated","word","word",0.0521165445799554
"včasih","poskus","unrelated","word","word",0.130938707618125
"krsto","namera","unrelated","word","word",0.0534627655504508
"wc","dogodek","unrelated","word","word",0.0960854406657727
"vnesite","psihološki","unrelated","word","word",0.23139886533505
"iger na srečo","braniti","unrelated","word","word",NA
"grob","komisar","unrelated","word","word",0.0698991197263009
"polnoči","igralec","unrelated","word","word",0.0891930995565122
"kritično","cevi","unrelated","word","word",0.198585117140228
"politika","pero","unrelated","word","word",0.0918860872412395
"novinarstvo","tam","unrelated","word","word",0.164656933795008
"general","sand","unrelated","word","word",0.197821715727491
"prazno","izdajalec","unrelated","word","word",0.105714908709496
"stanje","halucinacija","unrelated","word","word",0.303609523253319
"dragocena","navdušen","unrelated","word","word",0.15766983411828
"pomeni","učinek","unrelated","word","word",0.108569692533192
"nesrečen","nos","unrelated","word","word",0.230469223012095
"pomoč","carpet","unrelated","word","word",0.0117654797589141
