sr_cue,sr_target,type,cue_type,target_type,sr_cosine
калислим,наука,nonword,nonword,word,0.584710982607377
гвотљу,нож,nonword,nonword,word,0.584710982607377
киломелност,пун,nonword,nonword,word,0.584710982607377
усатанички,скандал,nonword,nonword,word,0.584710982607377
тележбао,марамица,nonword,nonword,word,0.584710982607377
каотвара,пластика,nonword,nonword,word,0.584710982607377
милијамс,дух,nonword,nonword,word,0.584710982607377
слатштај,устав,nonword,nonword,word,0.584710982607377
амбасањства,ужасан,nonword,nonword,word,0.584710982607377
основбасада,фудбал,nonword,nonword,word,0.584710982607377
плаљ,да,nonword,nonword,word,0.584710982607377
секунгс,слаб,nonword,nonword,word,0.584710982607377
тисиш,микрофон,nonword,nonword,word,0.584710982607377
чвус,комедија,nonword,nonword,word,0.584710982607377
заданпут,напад,nonword,nonword,word,0.584710982607377
клина,саосећање,nonword,nonword,word,0.584710982607377
неоп,импресионирати,nonword,nonword,word,0.584710982607377
стад,терет,nonword,nonword,word,0.584710982607377
извориор,довољан,nonword,nonword,word,0.584710982607377
флоса,бостон,nonword,nonword,word,0.584710982607377
унајботина,жут,nonword,nonword,word,0.584710982607377
гoв,загрљај,nonword,nonword,word,0.584710982607377
овран,став,nonword,nonword,word,0.584710982607377
гулеп,картел,nonword,nonword,word,0.584710982607377
мариском,станица,nonword,nonword,word,0.584710982607377
аспилар,концентрисати се,nonword,nonword,word,0.584710982607377
хопад,великодушан,nonword,nonword,word,0.584710982607377
резерволност,неодговоран,nonword,nonword,word,0.584710982607377
емола,ићи,nonword,nonword,word,0.584710982607377
трока,веб,nonword,nonword,word,0.584710982607377
вов,нежан,nonword,nonword,word,0.584710982607377
стрпљеблиотека,ружан,nonword,nonword,word,0.584710982607377
џеже,претпоставка,nonword,nonword,word,0.584710982607377
пељев,лобања,nonword,nonword,word,0.584710982607377
истинлуција,брига,nonword,nonword,word,0.584710982607377
патдор,унутра,nonword,nonword,word,0.584710982607377
пролностја,сонда,nonword,nonword,word,0.584710982607377
мнока,званичник,nonword,nonword,word,0.584710982607377
ноштa,љубавник,nonword,nonword,word,0.584710982607377
бочаш,негативан,nonword,nonword,word,0.584710982607377
сошеш,притиснути,nonword,nonword,word,0.584710982607377
нашну,спорт,nonword,nonword,word,0.584710982607377
џунха,замрзнути,nonword,nonword,word,0.584710982607377
слутребно,пријатељски,nonword,nonword,word,0.584710982607377
шпанзија,припомоћи,nonword,nonword,word,0.584710982607377
жрсом,пасус,nonword,nonword,word,0.584710982607377
стрпљетићи,камен,nonword,nonword,word,0.584710982607377
зесјајна,ефекат,nonword,nonword,word,0.584710982607377
команжним,миран,nonword,nonword,word,0.584710982607377
зевоз,лекар,nonword,nonword,word,0.584710982607377
наздрађе,љут,nonword,nonword,word,0.584710982607377
продравити,фантастичан,nonword,nonword,word,0.584710982607377
исправнологија,женски,nonword,nonword,word,0.584710982607377
очибније,одбранити,nonword,nonword,word,0.584710982607377
обракати,дискусија,nonword,nonword,word,0.584710982607377
неспоством,реактор,nonword,nonword,word,0.584710982607377
непре,брз,nonword,nonword,word,0.584710982607377
опседсиван,комуниста,nonword,nonword,word,0.584710982607377
огромдожења,убити,nonword,nonword,word,0.584710982607377
позитињство,музеј,nonword,nonword,word,0.584710982607377
кључде,ратник,nonword,nonword,word,0.584710982607377
упрахра,манастир,nonword,nonword,word,0.584710982607377
месот,богат,nonword,nonword,word,0.584710982607377
субтљај,децембар,nonword,nonword,word,0.584710982607377
днесточно,гласање,nonword,nonword,word,0.584710982607377
мевљи,зграда,nonword,nonword,word,0.584710982607377
основпомоћан,бол,nonword,nonword,word,0.584710982607377
неразулност,ироничан,nonword,nonword,word,0.584710982607377
изстварнада,вампир,nonword,nonword,word,0.584710982607377
шмининимни,сачувати,nonword,nonword,word,0.584710982607377
невуреда,кревет,nonword,nonword,word,0.584710982607377
неудолност,масажа,nonword,nonword,word,0.584710982607377
забрислиш,пламен,nonword,nonword,word,0.584710982607377
несреглед,једро,nonword,nonword,word,0.584710982607377
инцибрао,припремити,nonword,nonword,word,0.584710982607377
ћерт,утакмица,nonword,nonword,word,0.584710982607377
унех,фраза,nonword,nonword,word,0.584710982607377
ojпех,пројектил,nonword,nonword,word,0.584710982607377
нинуо,бејзбол,nonword,nonword,word,0.584710982607377
кедњу,риба,nonword,nonword,word,0.584710982607377
трамак,заједница,nonword,nonword,word,0.584710982607377
ресанотер,јулија,nonword,nonword,word,0.584710982607377
шап,министар,nonword,nonword,word,0.584710982607377
дич,оружје,nonword,nonword,word,0.584710982607377
аерав,предузетник,nonword,nonword,word,0.584710982607377
уета,рупа,nonword,nonword,word,0.584710982607377
апсоски,осетљив,nonword,nonword,word,0.584710982607377
усталази,образ,nonword,nonword,word,0.584710982607377
извеквихти,изменити,nonword,nonword,word,0.584710982607377
омржа,практично,nonword,nonword,word,0.584710982607377
углавгућити,боца,nonword,nonword,word,0.584710982607377
стрпљанција,корњача,nonword,nonword,word,0.584710982607377
ствабично,опасност,nonword,nonword,word,0.584710982607377
норстично,минут,nonword,nonword,word,0.584710982607377
асна,далеко,nonword,nonword,word,0.584710982607377
здрашло,веза,nonword,nonword,word,0.584710982607377
бавна,аутомобил,nonword,nonword,word,0.584710982607377
ремраз,сетити се,nonword,nonword,word,0.584710982607377
yeд,осећање,nonword,nonword,word,0.584710982607377
прклес,затварање,nonword,nonword,word,0.584710982607377
велијамс,музичар,nonword,nonword,word,0.584710982607377
изаиденти,лажов,nonword,nonword,word,0.584710982607377
огромштитити,шармантан,nonword,nonword,word,0.584710982607377
прлку,цвет,nonword,nonword,word,0.584710982607377
одгослио,судбина,nonword,nonword,word,0.584710982607377
долајком,победити,nonword,nonword,word,0.584710982607377
ужиброст,мртав,nonword,nonword,word,0.584710982607377
доустала,милијарда,nonword,nonword,word,0.584710982607377
отпорство,купац,nonword,nonword,word,0.584710982607377
услубро,дама,nonword,nonword,word,0.584710982607377
присуност,станодавац,nonword,nonword,word,0.584710982607377
мајњен,вече,nonword,nonword,word,0.584710982607377
тетовалност,сластан,nonword,nonword,word,0.584710982607377
могуђ,прошлост,nonword,nonword,word,0.584710982607377
трит,осумњичени,nonword,nonword,word,0.584710982607377
плуао,патетичан,nonword,nonword,word,0.584710982607377
стварпанија,немоћан,nonword,nonword,word,0.584710982607377
брутаског,динамит,nonword,nonword,word,0.584710982607377
ело,инфекција,nonword,nonword,word,0.584710982607377
секундбар,ограда,nonword,nonword,word,0.584710982607377
ветиш,учитељ,nonword,nonword,word,0.584710982607377
ризистим,одстранити,nonword,nonword,word,0.584710982607377
риксти,новчаник,nonword,nonword,word,0.584710982607377
прокас,хемијска оловка,nonword,nonword,word,0.584710982607377
успести,ресторан,nonword,nonword,word,0.584710982607377
чипо,обим,nonword,nonword,word,0.584710982607377
срећма,саветовати,nonword,nonword,word,0.584710982607377
жафан,ћурка,nonword,nonword,word,0.584710982607377
изсле,скупити,nonword,nonword,word,0.584710982607377
стигнета,непријатан,nonword,nonword,word,0.584710982607377
здондити,столица,nonword,nonword,word,0.584710982607377
витристан,јул,nonword,nonword,word,0.584710982607377
арсестра,добровољно,nonword,nonword,word,0.584710982607377
пистру,веровати,nonword,nonword,word,0.584710982607377
сваж,брада,nonword,nonword,word,0.584710982607377
нелност,проблем,nonword,nonword,word,0.584710982607377
утибим,функционалан,nonword,nonword,word,0.584710982607377
иденти,трка,nonword,nonword,word,0.584710982607377
супод,каубој,nonword,nonword,word,0.584710982607377
једка,геј,nonword,nonword,word,0.584710982607377
асинаповати,гуштер,nonword,nonword,word,0.584710982607377
дук,животиња,nonword,nonword,word,0.584710982607377
отмибњак,пакет,nonword,nonword,word,0.584710982607377
астрока,приватност,nonword,nonword,word,0.584710982607377
чекаквог,гориво,nonword,nonword,word,0.584710982607377
јаште,захтевати,nonword,nonword,word,0.584710982607377
окј,изјава,nonword,nonword,word,0.584710982607377
ковепсио,уобичајено,nonword,nonword,word,0.584710982607377
јост,заротирати,nonword,nonword,word,0.584710982607377
касрећна,машина,nonword,nonword,word,0.584710982607377
дејла,бесплатно,nonword,nonword,word,0.584710982607377
крорлин,глув,nonword,nonword,word,0.584710982607377
дoвoљприродан,суђење,nonword,nonword,word,0.584710982607377
прмин,процедура,nonword,nonword,word,0.584710982607377
карула шкарца,милост,nonword,nonword,word,0.584710982607377
јашња,лево,nonword,nonword,word,0.584710982607377
гумао,купатило,nonword,nonword,word,0.584710982607377
страгих,морфијум,nonword,nonword,word,0.584710982607377
остабити,десити се,nonword,nonword,word,0.584710982607377
мијер,чекић,nonword,nonword,word,0.584710982607377
вазлатна,жена,nonword,nonword,word,0.584710982607377
полупрезвој,микроскоп,nonword,nonword,word,0.584710982607377
пограм,мислити,nonword,nonword,word,0.584710982607377
стоу,врат,nonword,nonword,word,0.584710982607377
радто,зајам,nonword,nonword,word,0.584710982607377
рубум,механички,nonword,nonword,word,0.584710982607377
терут,исток,nonword,nonword,word,0.584710982607377
кљерна,шетња,nonword,nonword,word,0.584710982607377
ћелс,уложити,nonword,nonword,word,0.584710982607377
пист,сателит,nonword,nonword,word,0.584710982607377
тредем,законит,nonword,nonword,word,0.584710982607377
основнаут,убица,nonword,nonword,word,0.584710982607377
тагред,фаталан,nonword,nonword,word,0.584710982607377
читастич,допустити,nonword,nonword,word,0.584710982607377
чинденти,наставити,nonword,nonword,word,0.584710982607377
пезнао,село,nonword,nonword,word,0.584710982607377
питастич,зец,nonword,nonword,word,0.584710982607377
пумон,лозинка,nonword,nonword,word,0.584710982607377
изаон,леш,nonword,nonword,word,0.584710982607377
вамио,статуа,nonword,nonword,word,0.584710982607377
бршем,породица,nonword,nonword,word,0.584710982607377
приустима,апсурдан,nonword,nonword,word,0.584710982607377
цеслим,црево,nonword,nonword,word,0.584710982607377
вероватзија,одабрати,nonword,nonword,word,0.584710982607377
плашититланд,палац,nonword,nonword,word,0.584710982607377
плелук,лимузина,nonword,nonword,word,0.584710982607377
гoдипити,огрлица,nonword,nonword,word,0.584710982607377
спођа,сланина,nonword,nonword,word,0.584710982607377
доухвати,бенд,nonword,nonword,word,0.584710982607377
гусредник,интуиција,nonword,nonword,word,0.584710982607377
берлинти,затворен,nonword,nonword,word,0.584710982607377
стварменити,тенис,nonword,nonword,word,0.584710982607377
разго,експлодирати,nonword,nonword,word,0.584710982607377
слод,мајонез,nonword,nonword,word,0.584710982607377
смрарати,грофица,nonword,nonword,word,0.584710982607377
посмo,недавно,nonword,nonword,word,0.584710982607377
стварститати,симпатичан,nonword,nonword,word,0.584710982607377
популалност,свађа,nonword,nonword,word,0.584710982607377
хејскоп,тишина,nonword,nonword,word,0.584710982607377
сенба,стаза,nonword,nonword,word,0.584710982607377
стрикање,неуспех,nonword,nonword,word,0.584710982607377
комплиског,инјекција,nonword,nonword,word,0.584710982607377
играчкушати,ожењен,nonword,nonword,word,0.584710982607377
новинарлност,либералан,nonword,nonword,word,0.584710982607377
полигирачка,поздравити,nonword,nonword,word,0.584710982607377
критиском,закопати,nonword,nonword,word,0.584710982607377
стаесн,неочекивано,nonword,nonword,word,0.584710982607377
потели,разочарање,nonword,nonword,word,0.584710982607377
секреском,техника,nonword,nonword,word,0.584710982607377
подрквог,питати,nonword,nonword,word,0.584710982607377
сревисност,ароганција,nonword,nonword,word,0.584710982607377
поаманда,атлантик,nonword,nonword,word,0.584710982607377
днан,ценити,nonword,nonword,word,0.584710982607377
стварзорење,гледати,nonword,nonword,word,0.584710982607377
наштитник,три,nonword,nonword,word,0.584710982607377
индужностја,фантазија,nonword,nonword,word,0.584710982607377
поправда,приход,nonword,nonword,word,0.584710982607377
идентити,проповед,nonword,nonword,word,0.584710982607377
пепри,дечак,nonword,nonword,word,0.584710982607377
довембао,долина,nonword,nonword,word,0.584710982607377
очајта,краљевство,nonword,nonword,word,0.584710982607377
опронит,радња,nonword,nonword,word,0.584710982607377
незакоглeдa,француски,nonword,nonword,word,0.584710982607377
боњац,пријатан,nonword,nonword,word,0.584710982607377
бубреглно,глобално,nonword,nonword,word,0.584710982607377
прајаш,знати,nonword,nonword,word,0.584710982607377
пекар,хамбургер,nonword,nonword,word,0.584710982607377
бејнао,течан,nonword,nonword,word,0.584710982607377
стрпљекурење,невеста,nonword,nonword,word,0.584710982607377
езен,уличица,nonword,nonword,word,0.584710982607377
скривера,вређати,nonword,nonword,word,0.584710982607377
семислиш,намерно,nonword,nonword,word,0.584710982607377
сенчеш,говор,nonword,nonword,word,0.584710982607377
ствардлагати,држава,nonword,nonword,word,0.584710982607377
објећу,венера,nonword,nonword,word,0.584710982607377
опуност,епизода,nonword,nonword,word,0.584710982607377
огромцеларки,песма,nonword,nonword,word,0.584710982607377
милиоством,морнар,nonword,nonword,word,0.584710982607377
жиобрати,преживети,nonword,nonword,word,0.584710982607377
надиквог,девојчице,nonword,nonword,word,0.584710982607377
попша,магла,nonword,nonword,word,0.584710982607377
узена,таленат,nonword,nonword,word,0.584710982607377
неколицењивати,обезбедити,nonword,nonword,word,0.584710982607377
закљуству,део,nonword,nonword,word,0.584710982607377
тођај,ракун,nonword,nonword,word,0.584710982607377
призгодно,мрав,nonword,nonword,word,0.584710982607377
папан,парфем,nonword,nonword,word,0.584710982607377
присхвати,рак,nonword,nonword,word,0.584710982607377
чујбан,пацов,nonword,nonword,word,0.584710982607377
колезбеј,интелигентан,nonword,nonword,word,0.584710982607377
учшто,љубав,nonword,nonword,word,0.584710982607377
одцио,шпорет,nonword,nonword,word,0.584710982607377
конлест,урадити,nonword,nonword,word,0.584710982607377
сестромдаран,хирургија,nonword,nonword,word,0.584710982607377
уплацеза,мотор,nonword,nonword,word,0.584710982607377
спрежио,шприц,nonword,nonword,word,0.584710982607377
пумту,традиционалан,nonword,nonword,word,0.584710982607377
рашме,град,nonword,nonword,word,0.584710982607377
одехвати,горњи,nonword,nonword,word,0.584710982607377
огромфит,синдром,nonword,nonword,word,0.584710982607377
гаске,оклоп,nonword,nonword,word,0.584710982607377
неволски,активност,nonword,nonword,word,0.584710982607377
нeкoливеравати,грешка,nonword,nonword,word,0.584710982607377
програње,подне,nonword,nonword,word,0.584710982607377
ствујекат,затвор,nonword,nonword,word,0.584710982607377
уторција,нећак,nonword,nonword,word,0.584710982607377
кусхвати,нетачан,nonword,nonword,word,0.584710982607377
направод,троструки,nonword,nonword,word,0.584710982607377
зника,нешто,nonword,nonword,word,0.584710982607377
фастрика,достојан,nonword,nonword,word,0.584710982607377
рафронта,морнарица,nonword,nonword,word,0.584710982607377
трагледга,навести,nonword,nonword,word,0.584710982607377
гошај,електричан,nonword,nonword,word,0.584710982607377
исправпријатељ,спаситељ,nonword,nonword,word,0.584710982607377
огромдавина,халуцинација,nonword,nonword,word,0.584710982607377
мосор,батаљон,nonword,nonword,word,0.584710982607377
утортерски,самурај,nonword,nonword,word,0.584710982607377
дефре,опис,nonword,nonword,word,0.584710982607377
прорир,цигара,nonword,nonword,word,0.584710982607377
посматралност,мишић,nonword,nonword,word,0.584710982607377
будућатво,жвакати,nonword,nonword,word,0.584710982607377
источтомија,мистерија,nonword,nonword,word,0.584710982607377
медиспортски,тајмер,nonword,nonword,word,0.584710982607377
лестро,птица,nonword,nonword,word,0.584710982607377
утакмила,артерија,nonword,nonword,word,0.584710982607377
генебљен,шешир,nonword,nonword,word,0.584710982607377
працом,изванредан,nonword,nonword,word,0.584710982607377
пудих,газирани сок,nonword,nonword,word,0.584710982607377
повер,универзитет,nonword,nonword,word,0.584710982607377
фарали,група,nonword,nonword,word,0.584710982607377
задовољуност,истражити,nonword,nonword,word,0.584710982607377
напретрес,опљачкати,nonword,nonword,word,0.584710982607377
глуза,плесати,nonword,nonword,word,0.584710982607377
кљачан,исход,nonword,nonword,word,0.584710982607377
озбиљмотрити,напустити,nonword,nonword,word,0.584710982607377
изненађестронг,метал,nonword,nonword,word,0.584710982607377
правонон,паранормалан,nonword,nonword,word,0.584710982607377
одлутити,захвалност,nonword,nonword,word,0.584710982607377
тучег,ткиво,nonword,nonword,word,0.584710982607377
веверилност,сведочанство,nonword,nonword,word,0.584710982607377
кавиш,сир,nonword,nonword,word,0.584710982607377
каквомдар,сликар,nonword,nonword,word,0.584710982607377
војком,војска,nonword,nonword,word,0.584710982607377
софспех,округ,nonword,nonword,word,0.584710982607377
генерамплет,повратак,nonword,nonword,word,0.584710982607377
углавмистичан,униформа,nonword,nonword,word,0.584710982607377
продутраг,створење,nonword,nonword,word,0.584710982607377
стрпљелозофија,додатни,nonword,nonword,word,0.584710982607377
каријелност,новинар,nonword,nonword,word,0.584710982607377
гоб,ђаво,nonword,nonword,word,0.584710982607377
поврестварно,укруг,nonword,nonword,word,0.584710982607377
ремто,мучење,nonword,nonword,word,0.584710982607377
жач,леп,nonword,nonword,word,0.584710982607377
скрикула,камион,nonword,nonword,word,0.584710982607377
лоф,хероин,nonword,nonword,word,0.584710982607377
цећик,кисеоник,nonword,nonword,word,0.584710982607377
одразвој осемп,сребрни,nonword,nonword,word,0.584710982607377
сродлот,дужина,nonword,nonword,word,0.584710982607377
годистранца,возити се,nonword,nonword,word,0.584710982607377
драматињство,интимно,nonword,nonword,word,0.584710982607377
одвралекс,симбол,nonword,nonword,word,0.584710982607377
срка,шума,nonword,nonword,word,0.584710982607377
украткотина,потпуно,nonword,nonword,word,0.584710982607377
ужизаг,јединствен,nonword,nonword,word,0.584710982607377
играчјунажа,рим,nonword,nonword,word,0.584710982607377
санос,син,nonword,nonword,word,0.584710982607377
окруалан,капитализам,nonword,nonword,word,0.584710982607377
озбиљдржати,коњ,nonword,nonword,word,0.584710982607377
прекривалност,научник,nonword,nonword,word,0.584710982607377
суног,откупнина,nonword,nonword,word,0.584710982607377
поздраврање,професор,nonword,nonword,word,0.584710982607377
ваљџа,потврдити,nonword,nonword,word,0.584710982607377
истрана мора,патка,nonword,nonword,word,0.584710982607377
исправње,челик,nonword,nonword,word,0.584710982607377
стрпљеференција,риболов,nonword,nonword,word,0.584710982607377
ражга,писање,nonword,nonword,word,0.584710982607377
мртвачки састингс,елемент,nonword,nonword,word,0.584710982607377
трејсити,фестивал,nonword,nonword,word,0.584710982607377
свежђе,рано,nonword,nonword,word,0.584710982607377
исправђународни,спавати,nonword,nonword,word,0.584710982607377
дручјати,уобичајен,nonword,nonword,word,0.584710982607377
тарк,пријатељ,nonword,nonword,word,0.584710982607377
лачао,произвести,nonword,nonword,word,0.584710982607377
моруј,војни,nonword,nonword,word,0.584710982607377
утива,пуковник,nonword,nonword,word,0.584710982607377
тврдојорк,сан,nonword,nonword,word,0.584710982607377
јуч,пријатељство,nonword,nonword,word,0.584710982607377
тванати,салата,nonword,nonword,word,0.584710982607377
бављу,привући,nonword,nonword,word,0.584710982607377
кадeo,престо,nonword,nonword,word,0.584710982607377
парласког,глумац,nonword,nonword,word,0.584710982607377
гуверквих,светао,nonword,nonword,word,0.584710982607377
цешми,вотсон,nonword,nonword,word,0.584710982607377
фреструкција,песак,nonword,nonword,word,0.584710982607377
радга,мешавина,nonword,nonword,word,0.584710982607377
задњегва,тинејџер,nonword,nonword,word,0.584710982607377
систвима,играчка,nonword,nonword,word,0.584710982607377
брика,одржавати,nonword,nonword,word,0.584710982607377
хлух,анализа,nonword,nonword,word,0.584710982607377
сножа,планина,nonword,nonword,word,0.584710982607377
одлач,развој,nonword,nonword,word,0.584710982607377
стрепљемонити,клиника,nonword,nonword,word,0.584710982607377
сврачиште,невероватан,nonword,nonword,word,0.584710982607377
попетиздрав,гаража,nonword,nonword,word,0.584710982607377
понистра,коњак,nonword,nonword,word,0.584710982607377
оставкупити,одсуство,nonword,nonword,word,0.584710982607377
енк,догађај,nonword,nonword,word,0.584710982607377
слаком,смешан,nonword,nonword,word,0.584710982607377
слачеш,побољшање,nonword,nonword,word,0.584710982607377
јаст,част,nonword,nonword,word,0.584710982607377
шмитник,пљачка,nonword,nonword,word,0.584710982607377
телеквој,генерално,nonword,nonword,word,0.584710982607377
ерб,артиљерија,nonword,nonword,word,0.584710982607377
дадирект,документ,nonword,nonword,word,0.584710982607377
поздравћати,манипулисати,nonword,nonword,word,0.584710982607377
плабре,крајњи,nonword,nonword,word,0.584710982607377
џимех,прихватити,nonword,nonword,word,0.584710982607377
стрпљебинација,одлазак,nonword,nonword,word,0.584710982607377
духоспао,воће,nonword,nonword,word,0.584710982607377
гнесто,мама,nonword,nonword,word,0.584710982607377
стрежиш,противник,nonword,nonword,word,0.584710982607377
кимем,сломити,nonword,nonword,word,0.584710982607377
снивој,четвртина,nonword,nonword,word,0.584710982607377
лиспремнада,грчки,nonword,nonword,word,0.584710982607377
кућко,прави,nonword,nonword,word,0.584710982607377
лукључни,наранџаста,nonword,nonword,word,0.584710982607377
каукрала,гром,nonword,nonword,word,0.584710982607377
краб,очекивати,nonword,nonword,word,0.584710982607377
одчег,повреда,nonword,nonword,word,0.584710982607377
сојеш,користити,nonword,nonword,word,0.584710982607377
јуњен,завршетак,nonword,nonword,word,0.584710982607377
сензационастрпљив,концерт,nonword,nonword,word,0.584710982607377
струхват,немоћан,nonword,nonword,word,0.584710982607377
унутраквој,магазин,nonword,nonword,word,0.584710982607377
сучић,мирис,nonword,nonword,word,0.584710982607377
ховом,капија,nonword,nonword,word,0.584710982607377
капациглeдa,песма,nonword,nonword,word,0.584710982607377
имотан,нервозан,nonword,nonword,word,0.584710982607377
задоволност,довиђења,nonword,nonword,word,0.584710982607377
мизграње,хришћанин,nonword,nonword,word,0.584710982607377
одесио,донација,nonword,nonword,word,0.584710982607377
цртенути,физички,nonword,nonword,word,0.584710982607377
слата,распоред,nonword,nonword,word,0.584710982607377
кјек,публика,nonword,nonword,word,0.584710982607377
сиротилност,инвеститор,nonword,nonword,word,0.584710982607377
спићу,опрати,nonword,nonword,word,0.584710982607377
веруфон,патрола,nonword,nonword,word,0.584710982607377
ставет,потпис,nonword,nonword,word,0.584710982607377
одлуменик,мачка,nonword,nonword,word,0.584710982607377
чудовисност,редитељ,nonword,nonword,word,0.584710982607377
ришла,битка,nonword,nonword,word,0.584710982607377
ико,доказ,nonword,nonword,word,0.584710982607377
одлуљада,задњица,nonword,nonword,word,0.584710982607377
ентузијастинкт,мрак,nonword,nonword,word,0.584710982607377
плил,сунце,nonword,nonword,word,0.584710982607377
стватрамида,активирати,nonword,nonword,word,0.584710982607377
истражистрпљење,договор,nonword,nonword,word,0.584710982607377
педба,елегантан,nonword,nonword,word,0.584710982607377
анд,још увек,nonword,nonword,word,0.584710982607377
рослуо,нос,nonword,nonword,word,0.584710982607377
мерлс,плава,nonword,nonword,word,0.584710982607377
насузних,епидемија,nonword,nonword,word,0.584710982607377
висхвати,улица,nonword,nonword,word,0.584710982607377
детонаглeдa,изговор,nonword,nonword,word,0.584710982607377
поздравцијал,глупост,nonword,nonword,word,0.584710982607377
мерде,зуб,nonword,nonword,word,0.584710982607377
чишаш,деценија,nonword,nonword,word,0.584710982607377
абриц,врата,nonword,nonword,word,0.584710982607377
погреског,мутација,nonword,nonword,word,0.584710982607377
теден,нормалан,nonword,nonword,word,0.584710982607377
разре,ухапсити,nonword,nonword,word,0.584710982607377
налсив,знао,nonword,nonword,word,0.584710982607377
тодрвета,мали,nonword,nonword,word,0.584710982607377
гогон,горила,nonword,nonword,word,0.584710982607377
књија,канцеларија,nonword,nonword,word,0.584710982607377
ард,победник,nonword,nonword,word,0.584710982607377
довољрећење,психологија,nonword,nonword,word,0.584710982607377
експериством,смеће,nonword,nonword,word,0.584710982607377
мериз,седмица,nonword,nonword,word,0.584710982607377
идуност,висина,nonword,nonword,word,0.584710982607377
литву,чврст,nonword,nonword,word,0.584710982607377
тинејистински,брат,nonword,nonword,word,0.584710982607377
тид,тужилац,nonword,nonword,word,0.584710982607377
кодом,забранити,nonword,nonword,word,0.584710982607377
тва,фотографија,nonword,nonword,word,0.584710982607377
ураест,изведба,nonword,nonword,word,0.584710982607377
депуст,недељни,nonword,nonword,word,0.584710982607377
тујеш,наследити,nonword,nonword,word,0.584710982607377
модесној,јефтино,nonword,nonword,word,0.584710982607377
оркеблем,производ,nonword,nonword,word,0.584710982607377
бајмени,послати,nonword,nonword,word,0.584710982607377
реклакомер,копија,nonword,nonword,word,0.584710982607377
потрехолност,мапа,nonword,nonword,word,0.584710982607377
морна,атмосфера,nonword,nonword,word,0.584710982607377
марадајз,цигарета,nonword,nonword,word,0.584710982607377
оставструки,лав,nonword,nonword,word,0.584710982607377
крид,енергија,nonword,nonword,word,0.584710982607377
роштиљње,месо,nonword,nonword,word,0.584710982607377
адвопим,презиме,nonword,nonword,word,0.584710982607377
моџу,тата,nonword,nonword,word,0.584710982607377
пилеискрена,пилула,nonword,nonword,word,0.584710982607377
претпољу,једноставан,nonword,nonword,word,0.584710982607377
овлалутно,бар,nonword,nonword,word,0.584710982607377
понеделност,факс,nonword,nonword,word,0.584710982607377
самоубимплекс,писати,nonword,nonword,word,0.584710982607377
отгoв,јурити,nonword,nonword,word,0.584710982607377
тванац,троугао,nonword,nonword,word,0.584710982607377
изјадити,реалистичан,nonword,nonword,word,0.584710982607377
пездрац,састанак,nonword,nonword,word,0.584710982607377
страдњу,специјалиста,nonword,nonword,word,0.584710982607377
лашту,гробље,nonword,nonword,word,0.584710982607377
поноквог,борац,nonword,nonword,word,0.584710982607377
стваркидати,богатство,nonword,nonword,word,0.584710982607377
раклес,програм,nonword,nonword,word,0.584710982607377
аманка,болест,nonword,nonword,word,0.584710982607377
хтесан,црн,nonword,nonword,word,0.584710982607377
изљим,журка,nonword,nonword,word,0.584710982607377
стјунија,страх,nonword,nonword,word,0.584710982607377
двакак,продаја,nonword,nonword,word,0.584710982607377
стигбити,изразити,nonword,nonword,word,0.584710982607377
фимпрерати,отпуштање,nonword,nonword,word,0.584710982607377
онљен,лизати,nonword,nonword,word,0.584710982607377
идентити,оданост,nonword,nonword,word,0.584710982607377
факурург,аларм,nonword,nonword,word,0.584710982607377
агенрање,игра,nonword,nonword,word,0.584710982607377
дерчан,инструмент,nonword,nonword,word,0.584710982607377
доуп,експлозија,nonword,nonword,word,0.584710982607377
стварменити,језив,nonword,nonword,word,0.584710982607377
стрпљерижност,разумети,nonword,nonword,word,0.584710982607377
направисност,глуп,nonword,nonword,word,0.584710982607377
раднитвих,шеф,nonword,nonword,word,0.584710982607377
лоп,криза,nonword,nonword,word,0.584710982607377
тув,флота,nonword,nonword,word,0.584710982607377
саслу,храбар,nonword,nonword,word,0.584710982607377
златвљатићи,линг,nonword,nonword,word,0.584710982607377
озбиљчувати,пенис,nonword,nonword,word,0.584710982607377
загле,грозница,nonword,nonword,word,0.584710982607377
тумрус,минус,nonword,nonword,word,0.584710982607377
утифон,планирање,nonword,nonword,word,0.584710982607377
сро,федерација,nonword,nonword,word,0.584710982607377
серто,четири,nonword,nonword,word,0.584710982607377
семник,визија,nonword,nonword,word,0.584710982607377
наузвранти,музика,nonword,nonword,word,0.584710982607377
понуо,религија,nonword,nonword,word,0.584710982607377
стварство,огледало,nonword,nonword,word,0.584710982607377
пресрежан,нападач,nonword,nonword,word,0.584710982607377
озбиљтоносан,манастир,nonword,nonword,word,0.584710982607377
костварнија,новац,nonword,nonword,word,0.584710982607377
карнеминг,гитара,nonword,nonword,word,0.584710982607377
озбиљсуалан,уторак,nonword,nonword,word,0.584710982607377
нeкoлинографија,рођак,nonword,nonword,word,0.584710982607377
банкарност,пиво,nonword,nonword,word,0.584710982607377
будал,јетра,nonword,nonword,word,0.584710982607377
финансијлност,метак,nonword,nonword,word,0.584710982607377
озбиљнарички,водоник,nonword,nonword,word,0.584710982607377
аутолост,спаваћа соба,nonword,nonword,word,0.584710982607377
моцка,крив,nonword,nonword,word,0.584710982607377
јарник,сахрана,nonword,nonword,word,0.584710982607377
енглорнг,дефиниција,nonword,nonword,word,0.584710982607377
