"word_combo","ru_cue","ru_target","type","cue_type","target_type","ru_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"гордыйгероин","гордый","героин","unrelated","word","word",0.0779187286650104,-0.274627103399007,0.835712127520889,0.108800451775412,59,69,71,8,0.971830985915493,67,71,8,0.943661971830986,FALSE,TRUE,TRUE
"горлоголие","горло","голие","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"горлокапитан","горло","капитан","unrelated","word","word",0.0300680955642782,-0.366810992695063,0.932973636214725,0.113139672000879,68,81,85,5,0.952941176470588,78,85,5,0.917647058823529,FALSE,TRUE,TRUE
"горлошея","горло","шея","related","word","word",0.220983783741184,-0.74642783772572,0.644114839696328,0.0838566095266528,59,62,68,8,0.911764705882353,60,68,8,0.88235294117647,TRUE,TRUE,TRUE
"гормонадреналин","гормон","адреналин","related","word","word",0.505475100076638,-0.0752050235324194,0.676882988153267,0.0873852180149572,60,69,77,6,0.896103896103896,66,77,6,0.857142857142857,TRUE,TRUE,TRUE
"гормонкоммунист","гормон","коммунист","unrelated","word","word",0.12001506252993,-0.238360161539625,0.588599829652637,0.0786549607312026,56,63,66,8,0.954545454545455,58,66,8,0.878787878787879,TRUE,TRUE,TRUE
"гормонледявый","гормон","ледявый","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"горплостьгнаться","горплость","гнаться","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"горплостьгоопытный","горплость","гоопытный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"горшдоапельлел","горшдо","апельлел","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"горшдовиновный","горшдо","виновный","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"горыфбоек","горыф","боек","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"горыфмикроскоп","горыф","микроскоп","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"горяженыйвилак","горяженый","вилак","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"горяженыйникчемный","горяженый","никчемный","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"горячийпроцедура","горячий","процедура","unrelated","word","word",0.0412935625760297,-0.228078493592996,0.694813466435922,0.0842585091828487,68,76,79,11,0.962025316455696,73,79,11,0.924050632911392,TRUE,TRUE,TRUE
"горячийпугакать","горячий","пугакать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"горячийхолодный","горячий","холодный","related","word","word",0.604408011222228,-0.460217030865804,1.19866491336985,0.156052879702545,59,64,67,9,0.955223880597015,62,67,9,0.925373134328358,FALSE,TRUE,TRUE
"госайбэтмен","госай","бэтмен","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"госайускокало","госай","ускокало","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гостеприимкствобар","гостеприимкство","бар","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гостеприимкствопредластить","гостеприимкство","предластить","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гостеприимствоблагодарность","гостеприимство","благодарность","related","word","word",0.395500879311593,-0.17491204029983,0.922252421559016,0.110230247927526,70,78,82,10,0.951219512195122,78,82,10,0.951219512195122,FALSE,TRUE,TRUE
"гостеприимствонужно","гостеприимство","нужно","unrelated","word","word",0.101193720717314,-0.551533831379518,0.503776331734386,0.065586092006414,59,65,70,11,0.928571428571429,60,69,12,0.869565217391304,TRUE,TRUE,TRUE
"гостеприимствоплапредна","гостеприимство","плапредна","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гостильщинатузенк","гостильщина","тузенк","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гостильщинаучитель","гостильщина","учитель","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"госювыйатакующий","госювый","атакующий","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"госювыйроманфред","госювый","романфред","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"госякгавань","госяк","гавань","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"госяксправданно","госяк","справданно","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"готовыйвыпускной","готовый","выпускной","unrelated","word","word",0.0881952376836824,-0.263290204505625,0.651797112449927,0.0834540686273597,61,69,74,8,0.932432432432432,70,75,7,0.933333333333333,TRUE,TRUE,TRUE
"готовыйподготавливать","готовый","подготавливать","related","word","word",0.265348636213056,1.54263397643182,1.63112520206359,0.21994087737832,55,63,68,7,0.926470588235294,64,68,7,0.941176470588235,FALSE,TRUE,TRUE
"готовыйстека","готовый","стека","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"градьатангшка","градь","атангшка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"градьмайонез","градь","майонез","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гражданскийвоенный","гражданский","военный","related","word","word",0.589823058739893,-0.616085961499813,0.857208239686741,0.11887339469003,52,60,63,6,0.952380952380952,61,64,5,0.953125,FALSE,TRUE,TRUE
"гражданскийозеро","гражданский","озеро","unrelated","word","word",0.0067133654684746,-0.553111723481297,0.86056312997916,0.106739719424224,65,71,75,6,0.946666666666667,69,74,7,0.932432432432432,FALSE,TRUE,TRUE
"гражданскийсистеть","гражданский","систеть","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"граждатьрепутальон","граждать","репутальон","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"граждатьчувство","граждать","чувство","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грамрутдоказательство","грамрут","доказательство","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грамрутукралять","грамрут","укралять","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гранпдостоинфаркт","гранп","достоинфаркт","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гранпкусок","гранп","кусок","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грежбыймертира","грежбый","мертира","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грежбыйнормальный","грежбый","нормальный","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грехгонии","грех","гонии","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грехдень рождения","грех","день рождения","unrelated","word","word",NA,-0.0360973461656899,0.877776368765304,0.104914342854595,70,79,82,8,0.963414634146341,78,81,9,0.962962962962963,FALSE,TRUE,TRUE
"грехпреступление","грех","преступление","related","word","word",0.48977111633055,-0.151569220085603,0.99680019192147,0.130886277475095,58,69,77,8,0.896103896103896,70,77,8,0.909090909090909,FALSE,TRUE,TRUE
"гриппболезнь","грипп","болезнь","related","word","word",0.513541364701954,-0.681671794539289,0.600526747593149,0.080248762181687,56,67,69,3,0.971014492753623,67,69,3,0.971014492753623,TRUE,TRUE,TRUE
"грипплибесмертный","грипп","либесмертный","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гриппчудный","грипп","чудный","unrelated","word","word",0.123620033089753,-0.164238761834136,1.13930667281014,0.153624080422411,55,57,60,14,0.95,53,59,15,0.898305084745763,FALSE,TRUE,TRUE
"гробинтересный","гроб","интересный","unrelated","word","word",0.114784055102377,-0.378429003326087,0.549052656076258,0.0747166027392585,54,61,64,9,0.953125,61,64,9,0.953125,TRUE,TRUE,TRUE
"гробпохороны","гроб","похороны","related","word","word",0.431843535484919,-0.558255268392626,0.480004179468464,0.060000522433558,64,75,77,7,0.974025974025974,74,77,7,0.961038961038961,TRUE,TRUE,TRUE
"гробстрастство","гроб","страстство","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"громитьженский","громить","женский","unrelated","word","word",0.108833266323987,-0.644175264975484,0.479923029292443,0.0647128080683815,55,59,63,8,0.936507936507937,58,66,5,0.878787878787879,TRUE,TRUE,TRUE
"громитьломать","громить","ломать","related","word","word",0.396453734460692,-0.640043360917418,0.661239710224677,0.0833083728692814,63,74,79,12,0.936708860759494,73,79,12,0.924050632911392,TRUE,TRUE,TRUE
"громитьобвзглядение","громить","обвзглядение","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гроститьнавсегда","гростить","навсегда","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гроститьфанфа","гростить","фанфа","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грубыйжестокий","грубый","жестокий","related","word","word",0.611087811682532,-0.278373888675099,1.23050314751789,0.162984123435782,57,67,70,5,0.957142857142857,66,70,5,0.942857142857143,FALSE,TRUE,TRUE
"грубыйсто","грубый","сто","unrelated","word","word",-0.00896067686399289,-0.424310576464465,0.666647646211137,0.0875351243983147,58,71,77,3,0.922077922077922,69,75,5,0.92,TRUE,TRUE,TRUE
"грубыйштысон","грубый","штысон","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грудвнети","груд","внети","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грудмедаль","груд","медаль","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"груптураджемцина","груптура","джемцина","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"груптураеженедельно","груптура","еженедельно","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грязныйадминистрачатенный","грязный","администрачатенный","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грязныйотвратительный","грязный","отвратительный","related","word","word",0.639237223937183,0.404962132946111,1.10679044211739,0.14288603166874,60,65,70,8,0.928571428571429,67,70,8,0.957142857142857,FALSE,TRUE,TRUE
"грязныйпокидать","грязный","покидать","unrelated","word","word",0.138823466529793,-0.142168749322203,0.985267788902377,0.134077963489502,54,63,69,4,0.91304347826087,64,66,7,0.96969696969697,FALSE,TRUE,TRUE
"грязьвитамин","грязь","витамин","unrelated","word","word",0.132689371164857,-0.408799658684573,0.436211759946998,0.0577776590582088,57,63,68,10,0.926470588235294,59,68,10,0.86764705882353,TRUE,TRUE,TRUE
"грязьпесок","грязь","песок","related","word","word",0.434283119163909,-0.511379609603109,1.02288303253324,0.133168028066266,59,68,72,15,0.944444444444444,67,71,16,0.943661971830986,FALSE,TRUE,TRUE
"грязьудивидучтоно","грязь","удивидучтоно","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гряизбавлять","гря","избавлять","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"грянесчаконе","гря","несчаконе","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"губаоснарица","губа","оснарица","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"губаписатель","губа","писатель","unrelated","word","word",0.0937054333160627,-0.554758502606928,0.451115274413764,0.0602828142427434,56,65,67,7,0.970149253731343,65,67,7,0.970149253731343,TRUE,TRUE,TRUE
"губащека","губа","щека","related","word","word",0.568691849346685,-0.842569568729609,0.316531823342801,0.043478989762074,53,57,63,7,0.904761904761905,57,63,7,0.904761904761905,TRUE,TRUE,TRUE
"губернадцатьврарвать","губернадцать","врарвать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"губернадцатьпесок","губернадцать","песок","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"губернаторпаспорт","губернатор","паспорт","unrelated","word","word",0.102879433510636,-0.716390034860543,0.325684230253297,0.0443200100773159,54,62,65,10,0.953846153846154,63,65,10,0.969230769230769,TRUE,TRUE,TRUE
"губернаторсенатор","губернатор","сенатор","related","word","word",0.643247928091346,-0.459707608543659,0.414077069822807,0.0534571198490032,60,72,77,5,0.935064935064935,71,79,3,0.89873417721519,TRUE,TRUE,TRUE
"губернаторувно","губернатор","увно","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гудокпламя","гудок","пламя","unrelated","word","word",0.122242957659892,-0.688514688203647,0.704468168302518,0.0901979062814966,61,72,76,7,0.947368421052632,71,75,8,0.946666666666667,FALSE,TRUE,TRUE
"гудоксвисток","гудок","свисток","related","word","word",0.489334583742725,-0.4660507170482,1.303246355909,0.162905794488625,64,70,76,9,0.921052631578947,68,77,8,0.883116883116883,FALSE,TRUE,TRUE
"гудокудивжать","гудок","удивжать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гуйвоколо","гуйв","около","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гуйвподропан","гуйв","подропан","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гусьмичесть","гусь","мичесть","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гусьтяжело","гусь","тяжело","unrelated","word","word",0.0720351425934414,-0.181171101469533,1.03209241425294,0.136703979815939,57,62,68,12,0.911764705882353,60,68,12,0.88235294117647,FALSE,TRUE,TRUE
"гусьутка","гусь","утка","related","word","word",0.366080361938189,-0.638003762445459,1.00540760923553,0.139424949532321,52,65,70,5,0.928571428571429,59,70,5,0.842857142857143,FALSE,TRUE,TRUE
"дeиззакрыдешь","дeиз","закрыдешь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дeизкомитет","дeиз","комитет","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"данныеинформация","данные","информация","related","word","word",0.466241786535211,-0.336761797237155,0.733974706302381,0.0963756004938282,58,69,72,8,0.958333333333333,65,72,8,0.902777777777778,FALSE,TRUE,TRUE
"данныемолодой","данные","молодой","unrelated","word","word",0.0930040101374505,-0.645302567994586,0.682310713045289,0.0880859342854437,60,72,75,7,0.96,69,75,7,0.92,TRUE,TRUE,TRUE
"данныесатто","данные","сатто","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дарнимныйбеглец","дарнимный","беглец","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дарнимныйпризнаткнуться","дарнимный","признаткнуться","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"датчикпреобразователь","датчик","преобразователь","related","word","word",0.368872429212599,0.829711922181101,1.21544433365681,0.156913188749833,60,66,70,9,0.942857142857143,67,70,9,0.957142857142857,FALSE,TRUE,TRUE
"датчиксын","датчик","сын","unrelated","word","word",0.133617376676889,-0.672238174964215,0.600001336950123,0.0722316728013426,69,78,79,11,0.987341772151899,73,79,11,0.924050632911392,TRUE,TRUE,TRUE
"датчикфабранный","датчик","фабранный","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двабыстрый","два","быстрый","unrelated","word","word",0.112388243963291,-0.664139086413906,0.378107615817356,0.0514539292562676,54,61,63,12,0.968253968253968,61,63,12,0.968253968253968,TRUE,TRUE,TRUE
"двадостоинфаркт","два","достоинфаркт","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дваимостьобразоваратие","дваимость","образоваратие","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дваимостьчемпионат","дваимость","чемпионат","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двачетыре","два","четыре","related","word","word",0.717914083257352,-0.67208615887952,0.669657729925222,0.0857408863625713,61,69,72,8,0.958333333333333,70,72,8,0.972222222222222,TRUE,TRUE,TRUE
"двоберлиберальный","двобер","либеральный","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двоберобезствовать","двобер","обезствовать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двойнойкапичин","двойной","капичин","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двойнойотец","двойной","отец","unrelated","word","word",0.128764545142243,-0.843824714293595,0.419023273282554,0.0559943402038523,56,64,69,5,0.927536231884058,63,68,6,0.926470588235294,TRUE,TRUE,TRUE
"двойнойтройной","двойной","тройной","related","word","word",0.755581909570068,-0.595857320056985,0.57069204192163,0.0713365052402037,64,71,74,9,0.959459459459459,71,74,9,0.959459459459459,TRUE,TRUE,TRUE
"дворецвидео","дворец","видео","unrelated","word","word",0.0611441344169859,-0.603701259417506,0.611028739998492,0.0715155046992297,73,83,87,5,0.954022988505747,82,86,6,0.953488372093023,TRUE,TRUE,TRUE
"дворецгаллюцинасквозь","дворец","галлюцинасквозь","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дворецзамок","дворец","замок","related","word","word",0.532570071837037,-0.915879696001964,0.327149984958107,0.0449375064296507,53,63,64,7,0.984375,63,64,7,0.984375,TRUE,TRUE,TRUE
"двуккороль","двук","король","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двукнушка","двук","нушка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"девочкаанализ","девочка","анализ","unrelated","word","word",0.0658986733617274,-0.309760890333288,0.936349846085989,0.120882245337164,60,64,65,4,0.984615384615385,64,65,4,0.984615384615385,FALSE,TRUE,TRUE
"девочкамальчик","девочка","мальчик","related","word","word",0.646568194556939,-0.68707667427583,0.662536818804934,0.0869953463155042,58,68,71,8,0.957746478873239,67,71,8,0.943661971830986,TRUE,TRUE,TRUE
"девочкашокочил","девочка","шокочил","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дедушкабабушка","дедушка","бабушка","related","word","word",0.73958294329435,-0.817907954368052,0.367150215624065,0.0495065249754188,55,62,65,11,0.953846153846154,62,65,11,0.953846153846154,TRUE,TRUE,TRUE
"дедушкаваниль","дедушка","ваниль","unrelated","word","word",0.0937399497327888,-0.201746600872458,0.575243480635229,0.0724738663367627,63,75,78,6,0.961538461538462,75,78,6,0.961538461538462,TRUE,TRUE,TRUE
"дедушкаимпетать","дедушка","импетать","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дезенткамень","дезент","камень","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дезентувольдодатель","дезент","увольдодатель","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"деканбогатство","декан","богатство","unrelated","word","word",0.0654437694916699,-0.580976567465978,0.435280291982561,0.058166775707631,56,66,66,12,1,51,66,12,0.772727272727273,TRUE,TRUE,TRUE
"деканвстретричество","декан","встретричество","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"деканпрофессор","декан","профессор","related","word","word",0.495121085307543,-0.72747866764111,0.436937187863065,0.0611834442135855,51,60,61,5,0.983606557377049,55,61,5,0.901639344262295,TRUE,TRUE,TRUE
"деклеткавстретричество","деклетка","встретричество","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"деклеткахлопок","деклетка","хлопок","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"делжанважный","делжан","важный","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"делжанпрофесрелл","делжан","професрелл","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"делизваныйчакольца","делизваный","чакольца","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"делизваныйширокий","делизваный","широкий","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"деликатныйархитектор","деликатный","архитектор","unrelated","word","word",0.136463698778241,-0.320327606431849,0.874009196248617,0.117851375980485,55,59,63,5,0.936507936507937,60,64,4,0.9375,FALSE,TRUE,TRUE
"деликатныйвозностьденный","деликатный","возностьденный","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"деликатныйчувствительный","деликатный","чувствительный","related","word","word",0.53625940050905,-0.169894095778136,0.68877675672694,0.0881888269016167,61,69,70,6,0.985714285714286,65,70,6,0.928571428571429,TRUE,TRUE,TRUE
"деньвичловить","деньвич","ловить","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"деньвичнайжать","деньвич","найжать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"держатьзаписыство","держать","записыство","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"держатьхранить","держать","хранить","related","word","word",0.556714013199071,-0.627450937563406,0.451828367491256,0.0593279712001086,58,67,71,7,0.943661971830986,66,70,8,0.942857142857143,TRUE,TRUE,TRUE
"держатьшкаф","держать","шкаф","unrelated","word","word",0.0510643045014521,-0.530233563727161,0.764414491717912,0.0913650069891057,70,83,85,9,0.976470588235294,80,85,9,0.941176470588235,FALSE,TRUE,TRUE
"десертвладелец","десерт","владелец","unrelated","word","word",0.0951167388651109,-0.0293397651048891,1.00392278653642,0.130699614288011,59,66,72,11,0.916666666666667,67,73,10,0.917808219178082,FALSE,TRUE,TRUE
"десертторт","десерт","торт","related","word","word",0.595376746986324,-0.787991247109405,0.44258550282445,0.0571375427237311,60,70,72,7,0.972222222222222,69,71,8,0.971830985915493,TRUE,TRUE,TRUE
"десертэсдь","десерт","эсдь","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонадцатьдругожат","детонадцать","другожат","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонадцатьмоча","детонадцать","моча","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонаторадчия","детонатор","адчия","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонаторжуткий","детонатор","жуткий","unrelated","word","word",0.103104967572064,-0.325515623115994,0.737343601628974,0.0985316833437698,56,63,72,6,0.875,50,72,6,0.694444444444444,FALSE,TRUE,TRUE
"детонатортаймер","детонатор","таймер","related","word","word",0.572100822787323,-0.346137362398852,0.689552709671847,0.091333487586224,57,64,68,10,0.941176470588235,55,69,9,0.797101449275362,FALSE,TRUE,TRUE
"детский громкунях","детский гром","кунях","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детский громнатура","детский гром","натура","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детский домкадерс","детский дом","кадерс","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детский доммонастырь","детский дом","монастырь","related","word","word",NA,-0.354768898577349,0.577473533683396,0.0745515126277113,60,68,68,6,1,67,68,6,0.985294117647059,TRUE,TRUE,TRUE
"детский домповод","детский дом","повод","unrelated","word","word",NA,-0.637560533992389,0.400488535619025,0.0550113311076139,53,61,65,11,0.938461538461538,59,66,10,0.893939393939394,TRUE,TRUE,TRUE
"джазмузыка","джаз","музыка","related","word","word",0.525467810081066,-0.713529189252637,0.527654782607194,0.0586283091785771,81,89,93,10,0.956989247311828,75,93,10,0.806451612903226,TRUE,TRUE,TRUE
"джазрасходовать","джаз","расходовать","unrelated","word","word",0.0850446581739922,0.19780508377923,0.605624038067258,0.0802168634636475,57,66,70,10,0.942857142857143,63,70,10,0.9,TRUE,TRUE,TRUE
"джазстойбургер","джаз","стойбургер","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
