"word_combo","cs_cue","cs_target","type","cue_type","target_type","cs_cosine","M_Z","SD_Z","SE_Z","sampleN","done_both","done","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_totalN"
"hintieanarlivý","hintie","anarlivý","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hintiestrom","hintie","strom","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"histýinformovat","histý","informovat","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"histýnástřed","histý","nástřed","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hladucíboj","hlad","ucíboj","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hladvědec","hlad","vědec","unrelated","word","word",0.0971898621520896,-0.63700246644486,0.585225993007406,0.0709690760007799,68,TRUE,TRUE,73,76,1,0.960526315789474,75,76,1,0.986842105263158,TRUE
"hladžízeň","hlad","žízeň","related","word","word",0.672232514647867,-0.578484966712548,0.525520849163602,0.0628117553722041,70,TRUE,TRUE,76,79,6,0.962025316455696,78,80,5,0.975,TRUE
"hlasburně","hlas","burně","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hlaspřízvuk","hlas","přízvuk","related","word","word",0.481313686548836,-0.350936808444727,0.830116197506237,0.0985166677370028,71,FALSE,TRUE,78,80,5,0.975,77,80,5,0.9625,TRUE
"hlasvitamín","hlas","vitamín","unrelated","word","word",0.115714440388847,-0.408469951636285,0.589377309034191,0.0709526901374762,69,TRUE,TRUE,74,74,3,1,74,74,3,1,TRUE
"hlavní městoměsto","hlavní město","město","related","word","word",NA,-0.778248901257545,0.521268357567213,0.0623034854105084,70,TRUE,TRUE,72,75,5,0.96,73,75,5,0.973333333333333,TRUE
"hlavní městonečezblázně","hlavní město","nečezblázně","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hlavní městoromantický","hlavní město","romantický","unrelated","word","word",0,-0.363412623699739,0.657946547553699,0.0797877385757169,68,TRUE,TRUE,71,71,2,1,70,71,2,0.985915492957746,TRUE
"hledatmáslo","hledat","máslo","unrelated","word","word",0.0716396827948642,-0.770827154787176,0.446376665589924,0.0499064283914381,80,TRUE,TRUE,87,89,3,0.97752808988764,86,89,3,0.966292134831461,TRUE
"hledatnajít","hledat","najít","related","word","word",0.635594394085277,-0.598345453765813,0.529578473294499,0.061150454822722,75,TRUE,TRUE,81,82,1,0.98780487804878,78,81,2,0.962962962962963,TRUE
"hledatoblík","hledat","oblík","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hlemýžďrhočet","hlemýžď","rhočet","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hlemýžďútok","hlemýžď","útok","unrelated","word","word",0.116453708325301,-0.610669677522649,0.418850433769402,0.0493619970035452,72,TRUE,TRUE,75,77,2,0.974025974025974,73,76,3,0.960526315789474,TRUE
"hlemýžďželva","hlemýžď","želva","related","word","word",0.336818933517427,-0.432404070336148,0.934182397337335,0.0990231360716834,89,FALSE,TRUE,97,101,1,0.96039603960396,96,100,2,0.96,TRUE
"hlemžikatmosféra","hlemžik","atmosféra","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hlemžikeleklený","hlemžik","eleklený","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hlídathlídkovat","hlídat","hlídkovat","related","word","word",0.535557565643462,0.616053173913705,1.10722301775622,0.139496988136639,63,FALSE,TRUE,66,73,4,0.904109589041096,72,73,4,0.986301369863014,TRUE
"hlídatpanět","hlídat","panět","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hlídatzpráva","hlídat","zpráva","unrelated","word","word",0.0392323155594273,-0.573127868441279,0.632143888700952,0.0755556460991274,70,TRUE,TRUE,72,73,2,0.986301369863014,71,72,3,0.986111111111111,TRUE
"hlikamerika","hlik","amerika","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hlikgenda","hlik","genda","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hloujočervenec","hloujo","červenec","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hloujopunto","hloujo","punto","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hluknestrážný","hluk","nestrážný","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hlukšéfkuchař","hluk","šéfkuchař","unrelated","word","word",0.103598060813404,-0.0154587133435328,0.895389551635262,0.107019520861356,70,FALSE,TRUE,78,80,3,0.975,75,80,3,0.9375,TRUE
"hlukzvuk","hluk","zvuk","related","word","word",0.683547552831418,-0.703090523780241,0.669099616501644,0.0823604694088871,66,TRUE,TRUE,68,73,3,0.931506849315068,67,73,3,0.917808219178082,TRUE
"hlůšekjůven","hlůšek","jůven","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hlůšekstále","hlůšek","stále","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hmocedoltit","hmoce","doltit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hmocevláda","hmoce","vláda","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hmolovýroba","hmolo","výroba","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hmolozprošpování","hmolo","zprošpování","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hmotabratr","hmota","bratr","unrelated","word","word",0.127734823549071,-0.602352304609306,0.546337469180291,0.0622609329292857,77,TRUE,TRUE,86,88,4,0.977272727272727,87,88,4,0.988636363636364,TRUE
"hmotačástice","hmota","částice","related","word","word",0.613475281493802,-0.471563429223936,0.487217003049658,0.0599722673358645,66,TRUE,TRUE,69,70,1,0.985714285714286,69,70,1,0.985714285714286,TRUE
"hmotaprátníz","hmota","prátníz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hmotnostdozvěd","hmotnost","dozvěd","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hmotnostvýška","hmotnost","výška","related","word","word",0.486437255152237,-0.628260002394694,0.53533305308686,0.0540768045758595,98,TRUE,TRUE,103,105,3,0.980952380952381,101,105,3,0.961904761904762,TRUE
"hmotnostzub","hmotnost","zub","unrelated","word","word",0.0292143036724703,-0.58673180715115,0.678235471589716,0.0847794339487145,64,TRUE,TRUE,69,72,3,0.958333333333333,68,71,4,0.957746478873239,TRUE
"hnědýdoznatka","hnědý","doznatka","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hnědýlano","hnědý","lano","unrelated","word","word",0.11958038357954,-0.338073386054488,0.626751753660328,0.064644507485522,94,TRUE,TRUE,100,107,1,0.934579439252336,103,107,1,0.962616822429907,TRUE
"hnědýmodrý","hnědý","modrý","related","word","word",0.650398386683948,-0.746917570081778,0.374133268122502,0.0464055206125677,65,TRUE,TRUE,67,68,1,0.985294117647059,67,68,1,0.985294117647059,TRUE
"hněvmadé","hněv","madé","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hněvpronajmout","hněv","pronajmout","unrelated","word","word",0.13088747686864,0.0339502491208334,0.896731601595608,0.11481471640553,61,FALSE,TRUE,65,70,2,0.928571428571429,67,70,2,0.957142857142857,TRUE
"hněvvztek","hněv","vztek","related","word","word",0.727245731661678,-0.6668105630856,0.532776053904395,0.0627882600949345,72,TRUE,TRUE,78,82,6,0.951219512195122,78,82,6,0.951219512195122,TRUE
"hnigvštívit","hnig","vštívit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hnigzabít","hnig","zabít","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hnízdoarada","hnízdo","arada","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hnízdoposlední","hnízdo","poslední","unrelated","word","word",0.139058230604219,-0.424721300213395,0.812677876185985,0.10080028467925,65,FALSE,TRUE,68,69,5,0.985507246376812,68,69,5,0.985507246376812,TRUE
"hnízdovejce","hnízdo","vejce","related","word","word",0.414398522087312,-0.780644340220832,0.362394411599964,0.0446076684464175,66,TRUE,TRUE,76,76,2,1,73,76,2,0.960526315789474,TRUE
"hodnotacena","hodnota","cena","related","word","word",0.629600477956382,-0.721979548121528,0.428770627149253,0.051617917727483,69,TRUE,TRUE,71,74,5,0.959459459459459,71,75,4,0.946666666666667,TRUE
"hodnotadokončit","hodnota","dokončit","unrelated","word","word",0.0582047521684413,-0.489485973105137,0.625416566452267,0.0781770708065334,64,TRUE,TRUE,67,68,2,0.985294117647059,68,68,2,1,TRUE
"hodnotaúrova","hodnota","úrova","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"holínkabota","holínka","bota","related","word","word",0.470168132123114,-0.64050863806564,0.54110147585455,0.0629017688888872,74,TRUE,TRUE,79,81,4,0.975308641975309,75,81,4,0.925925925925926,TRUE
"holínkainformátor","holínka","informátor","unrelated","word","word",0.100628517238351,0.0196552832740589,0.895150888591383,0.0982555748653469,83,FALSE,TRUE,91,93,2,0.978494623655914,80,94,1,0.851063829787234,TRUE
"holínkaludky","holínka","ludky","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"holínrozzlobený","holín","rozzlobený","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"holíntransporace","holín","transporace","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hopřátkakázání","hopřátka","kázání","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hopřátkasynzlob","hopřátka","synzlob","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"horkýfedecetní","horký","fedecetní","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"horkýpostup","horký","postup","unrelated","word","word",0.0661704758715841,-0.394444803807792,0.676658131525271,0.0797449255577563,72,TRUE,TRUE,81,83,6,0.975903614457831,78,83,6,0.939759036144578,TRUE
"horkýstudený","horký","studený","related","word","word",0.680459527842154,-0.559017394793302,0.956253517355107,0.114294156171947,70,FALSE,TRUE,76,77,6,0.987012987012987,74,77,6,0.961038961038961,TRUE
"hormonadrenalin","hormon","adrenalin","related","word","word",0.539678561727302,-0.0485141362517285,0.625800245631108,0.0737512662256606,72,TRUE,TRUE,81,82,4,0.98780487804878,76,82,4,0.926829268292683,TRUE
"hormonkomunista","hormon","komunista","unrelated","word","word",0.10430528636033,-0.223005936145497,0.546192114793928,0.068274014349241,64,TRUE,TRUE,71,75,5,0.946666666666667,66,74,6,0.891891891891892,TRUE
"hormonvenra","hormon","venra","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hornídolní","horní","dolní","related","word","word",0.728332500570989,-0.832753767409346,0.653282639146929,0.0739696929111439,78,TRUE,TRUE,85,86,2,0.988372093023256,82,86,2,0.953488372093023,TRUE
"hornípím","horní","pím","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hornížena","horní","žena","unrelated","word","word",0.0806597387571292,-0.780249049377533,0.665645449359608,0.0795598484747852,70,TRUE,TRUE,79,80,1,0.9875,76,80,1,0.95,TRUE
"horžítkáfortní","horžít","káfortní","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"horžítředitel","horžít","ředitel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hospodafrandený","hospoda","frandený","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hospodarestaurace","hospoda","restaurace","related","word","word",0.474702624283803,-0.4677636679625,0.825545338724335,0.086540666061118,91,TRUE,TRUE,97,100,2,0.97,96,100,2,0.96,TRUE
"hospodaúčinek","hospoda","účinek","unrelated","word","word",0.124212713694259,-0.30946294731571,1.03191084431994,0.126067974475813,67,FALSE,TRUE,74,76,4,0.973684210526316,75,76,4,0.986842105263158,TRUE
"hotelJůlie","hotel","Jůlie","unrelated","word","word",0,0.455739804546618,1.33371265418944,0.140585657714238,90,FALSE,TRUE,97,117,6,0.829059829059829,115,117,6,0.982905982905983,TRUE
"hotellanán","hotel","lanán","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hotelmotel","hotel","motel","related","word","word",0.709224526385309,-0.442767355466992,0.743649506656061,0.0876399348304219,72,TRUE,TRUE,77,80,2,0.9625,78,79,3,0.987341772151899,TRUE
"hotonáchkáva","hotonách","káva","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hotonáchsekunmosféra","hotonách","sekunmosféra","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hotovostpeníze","hotovost","peníze","related","word","word",0.578762707250539,-0.686221254999382,0.933837170687805,0.114947409671883,66,FALSE,TRUE,72,72,2,1,71,72,2,0.986111111111111,TRUE
"hotovostpřijatelný","hotovost","přijatelný","unrelated","word","word",0.12571353522503,-0.437807637550567,0.620649001961525,0.0731441863372762,72,TRUE,TRUE,77,79,2,0.974683544303797,75,78,3,0.961538461538462,TRUE
"hotovosttašbal","hotovost","tašbal","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hráthra","hrát","hra","related","word","word",0.461601999758355,-0.690501980776343,0.53602341802766,0.06920032570661,60,TRUE,TRUE,66,67,7,0.985074626865672,65,67,7,0.970149253731343,TRUE
"hrátrakovina","hrát","rakovina","unrelated","word","word",0.0535275642625514,-0.626657433695842,0.423271920659985,0.0502331351867755,71,TRUE,TRUE,75,75,4,1,76,76,3,1,TRUE
"hrátujížství","hrát","ujížství","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrchatodvzteklání","hrchat","odvzteklání","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrchatzapůsobit","hrchat","zapůsobit","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrdinaskvětice","hrdina","skvětice","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrdinazachránce","hrdina","zachránce","related","word","word",0.553588926317842,-0.417639592133119,0.521930279272434,0.0602673174472313,75,TRUE,TRUE,81,83,2,0.975903614457831,83,83,2,1,TRUE
"hrdinazavřít","hrdina","zavřít","unrelated","word","word",0.0814742708022881,-0.285328630123929,0.924185479784269,0.109680637617706,71,FALSE,TRUE,75,76,2,0.986842105263158,76,76,2,1,TRUE
"hrdloknéd","hrdlo","knéd","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrdlokrk","hrdlo","krk","related","word","word",0.594592429471767,-0.808129858960265,0.349068430576571,0.0426454962058672,67,TRUE,TRUE,72,77,2,0.935064935064935,74,77,2,0.961038961038961,TRUE
"hrdlomutace","hrdlo","mutace","unrelated","word","word",0.127457339736116,-0.0343361493170317,0.7406368195932,0.091864691345238,65,FALSE,TRUE,70,75,4,0.933333333333333,71,74,5,0.959459459459459,TRUE
"hrdostdro","hrdost","dro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrdostdůstojnost","hrdost","důstojnost","related","word","word",0.654597822109089,-0.299818390917615,0.517136422169896,0.0636550932446102,66,TRUE,TRUE,68,69,8,0.985507246376812,67,69,8,0.971014492753623,TRUE
"hrdostkrocan","hrdost","krocan","unrelated","word","word",0.0715239555830768,-0.315148577262469,0.561275125437089,0.0690881920396633,66,TRUE,TRUE,73,78,3,0.935897435897436,74,78,3,0.948717948717949,TRUE
"hrdýheroin","hrdý","heroin","unrelated","word","word",0.0155892693650188,-0.170948394854172,0.531549461034406,0.0626437047389139,72,TRUE,TRUE,77,82,3,0.939024390243902,81,82,3,0.98780487804878,TRUE
"hrdýkosat","hrdý","kosat","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrdývzrušený","hrdý","vzrušený","related","word","word",0.348925062539251,-0.0953640912287182,1.47604554323597,0.185964258628934,63,FALSE,TRUE,64,65,2,0.984615384615385,65,65,2,1,TRUE
"hříchizot","hřích","izot","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hříchnarozeniny","hřích","narozeniny","unrelated","word","word",0.047285611176487,-0.412410985773684,0.461123648476167,0.0563352199138855,67,TRUE,TRUE,72,75,3,0.96,72,75,3,0.96,TRUE
"hříchzločin","hřích","zločin","related","word","word",0.617252055017782,-0.60399999624418,0.55747874093263,0.0671125538043551,69,TRUE,TRUE,71,73,3,0.972602739726027,68,73,3,0.931506849315068,TRUE
"hrkerstředkovina","hrker","středkovina","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrkervybavit","hrker","vybavit","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrnekbezcenný","hrnek","bezcenný","unrelated","word","word",0.117335027570284,0.116459639646886,0.815972725161634,0.0955023838336705,73,FALSE,TRUE,79,81,3,0.975308641975309,82,82,2,1,TRUE
"hrnekkáva","hrnek","káva","related","word","word",0.338980138000477,-0.813120178847717,0.362168753520978,0.0429815233849627,71,TRUE,TRUE,75,76,2,0.986842105263158,73,76,2,0.960526315789474,TRUE
"hrnekstříkuse","hrnek","stříkuse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrobdoprovázet","hrob","doprovázet","unrelated","word","word",0.0971026122842151,0.0448108948824062,1.19497966806307,0.149372458507883,64,FALSE,TRUE,71,74,4,0.959459459459459,70,74,4,0.945945945945946,TRUE
"hrobhřbitov","hrob","hřbitov","related","word","word",0.584596534870309,-0.59737082998789,0.479790213882948,0.0543255440386985,78,TRUE,TRUE,87,89,2,0.97752808988764,87,90,1,0.966666666666667,TRUE
"hrobrošpatný","hrob","rošpatný","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrtášplast","hrtáš","plast","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrtášpřetkat","hrtáš","přetkat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrtodůpeš","hrto","důpeš","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrtoočekávat","hrto","očekávat","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hruchdodávka","hruch","dodávka","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hruchmapráska","hruch","mapráska","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hručmajem","hruč","majem","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hručrychlost","hruč","rychlost","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrůfprotomant","hrůf","protomant","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrůfzóna","hrůf","zóna","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrůlkůň","hrůl","kůň","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrůluzdralení","hrůl","uzdralení","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrůzapsyostřelogie","hrůza","psyostřelogie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hrůzastrach","hrůza","strach","related","word","word",0.397914315757263,-0.669608678808091,0.445211835232843,0.0535972065883867,69,TRUE,TRUE,74,75,3,0.986666666666667,74,75,3,0.986666666666667,TRUE
"hrůzavěřit","hrůza","věřit","unrelated","word","word",0.0846748541520372,-0.372832985389009,1.00287635888226,0.12073212600359,69,FALSE,TRUE,76,79,6,0.962025316455696,75,79,6,0.949367088607595,TRUE
"hryjsrol","hryj","srol","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hryjtekutina","hryj","tekutina","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hurikánrušit","hurikán","rušit","unrelated","word","word",0.049294972500541,-0.411865137333985,0.462810600337094,0.0578513250421367,64,TRUE,TRUE,68,71,2,0.957746478873239,62,70,3,0.885714285714286,TRUE
"hurikánsvědecvost","hurikán","svědecvost","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hurikántornádo","hurikán","tornádo","related","word","word",0.591871695869896,-0.510180143302749,0.455721167858635,0.0465118469266208,96,TRUE,TRUE,100,104,4,0.961538461538462,100,105,3,0.952380952380952,TRUE
"hurizvukčarosestřenice","hurizvuk","čarosestřenice","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hurizvuktechnika","hurizvuk","technika","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hurkarozse","hurka","rozse","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hurkasměs","hurka","směs","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"husafedešlýchce","husa","fedešlýchce","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"husakachna","husa","kachna","related","word","word",0.554037115124322,-0.69566287111465,0.438047850764291,0.0531211046404698,68,TRUE,TRUE,73,73,2,1,73,73,2,1,TRUE
"husatěžce","husa","těžce","unrelated","word","word",0.0742731874606086,-0.329680514072992,0.827616900806215,0.0975355871307782,72,FALSE,TRUE,74,75,1,0.986666666666667,74,75,1,0.986666666666667,TRUE
"hýtchlapina","hýt","chlapina","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hýthrom","hýt","hrom","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ideálčtvrtina","ideál","čtvrtina","unrelated","word","word",0.0981055868868463,-0.254146614053787,0.749747602452217,0.0860019482171348,76,TRUE,TRUE,80,83,1,0.963855421686747,76,82,2,0.926829268292683,TRUE
"ideálmisný","ideál","misný","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ideálperfektní","ideál","perfektní","related","word","word",0.355592693621646,-0.240668119845353,0.83944681325833,0.0944451453067854,79,FALSE,TRUE,85,87,3,0.977011494252874,86,87,3,0.988505747126437,TRUE
"identečnýjemný","identečný","jemný","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"identečnývlích","identečný","vlích","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ilegálnílegální","ilegální","legální","related","word","word",0.715408012540965,-0.274410508938676,0.64347804793843,0.0719430328609599,80,TRUE,TRUE,83,84,3,0.988095238095238,83,84,3,0.988095238095238,TRUE
"ilegálnímaxie","ilegální","maxie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ilegálnísamuraj","ilegální","samuraj","unrelated","word","word",0.0966028804391417,0.104814313316338,0.799971365197587,0.0999964206496984,64,FALSE,TRUE,71,75,1,0.946666666666667,71,75,1,0.946666666666667,TRUE
"iluzedodatečný","iluze","dodatečný","unrelated","word","word",0.117833893564834,0.0600370738757388,1.12396612058852,0.128927756200232,76,FALSE,TRUE,84,86,3,0.976744186046512,78,86,3,0.906976744186046,TRUE
"iluzehalucinace","iluze","halucinace","related","word","word",0.445740234156625,0.10089632353799,0.696897823671678,0.0845112746253353,68,TRUE,TRUE,73,79,1,0.924050632911392,74,79,1,0.936708860759494,TRUE
"iluzezámit","iluze","zámit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"imátchytit","imát","chytit","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"imátgráz","imát","gráz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"impovstupnímnožství","impovstupní","množství","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
