"word_combo","ja_cue","ja_target","type","cue_type","target_type","ja_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"一族ソピ岳","一族","ソピ岳","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"一族人工衛星","一族","人工衛星","unrelated","word","word",0.952635174293076,0.0481860789441185,1.44564772007061,0.149906685331039,93,101,106,6,0.952830188679245,98,107,5,0.91588785046729,FALSE,TRUE,TRUE
"一族家族","一族","家族","related","word","word",0.769744606310452,-0.199134398203857,1.39953963849115,0.172271420786551,66,82,89,3,0.921348314606742,82,87,5,0.942528735632184,FALSE,TRUE,TRUE
"一滴ホー","一滴","ホー","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"一滴一口","一滴","一口","related","word","word",0,-0.097702028638171,0.72894672314633,0.0847383353358055,74,86,93,3,0.924731182795699,84,93,3,0.903225806451613,TRUE,TRUE,TRUE
"一滴先生","一滴","先生","unrelated","word","word",0,-0.750918419602372,0.373500641765058,0.0431281392131109,75,79,83,5,0.951807228915663,74,83,5,0.891566265060241,TRUE,TRUE,TRUE
"一覗ソン神宜呂","一覗ソン","神宜呂","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"一覗ソン約束","一覗ソン","約束","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丁療残告カー","丁療","残告カー","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丁療筋肉","丁療","筋肉","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"三欠テア","三欠","テア","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"三欠政府","三欠","政府","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下上","下","上","related","word","word",0.860314022609317,-0.842043599902545,0.411258732026531,0.0491548202356697,70,76,81,3,0.938271604938272,70,82,2,0.853658536585366,TRUE,TRUE,TRUE
"下冗段","下","冗段","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下痢たの","下痢","たの","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"下痢傲慢","下痢","傲慢","unrelated","word","word",0.951619324178341,0.0501425060257495,0.659897505547026,0.0889805614959282,55,62,71,3,0.873239436619718,63,71,3,0.887323943661972,TRUE,TRUE,TRUE
"下痢吐き気","下痢","吐き気","related","word","word",0.948536130322764,-0.275618989763305,0.592624045834201,0.0724005503917499,67,73,77,3,0.948051948051948,72,76,4,0.947368421052632,TRUE,TRUE,TRUE
"下身代金","下","身代金","unrelated","word","word",0.434304103120563,0.322807394785304,1.19698244028809,0.135531572741256,78,94,97,4,0.969072164948454,92,97,4,0.948453608247423,FALSE,TRUE,TRUE
"不健康な何胞抂","不健康な","何胞抂","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不健康な十年","不健康な","十年","unrelated","word","word",0,0.0865680436008576,1.97927737818775,0.245499144281942,65,67,70,1,0.957142857142857,66,69,2,0.956521739130435,FALSE,TRUE,TRUE
"不健康な病気の","不健康な","病気の","related","word","word",0,-0.723189266517277,0.396716090366119,0.04920657497583,65,66,70,0,0.942857142857143,65,69,1,0.942028985507246,TRUE,TRUE,TRUE
"不可コンテンツ","不可","コンテンツ","unrelated","word","word",0.807770518307062,-0.0231663388459465,0.758644416090134,0.087600711569769,75,86,90,6,0.955555555555556,83,92,4,0.902173913043478,TRUE,TRUE,TRUE
"不可ポふ","不可","ポふ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不可不可能","不可","不可能","related","word","word",0.969375789944239,-0.544655392593927,0.476266159286711,0.0642197158173994,55,57,59,0,0.966101694915254,56,59,0,0.949152542372881,TRUE,TRUE,TRUE
"不可能なたげ","不可能な","たげ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不可能な簡単な","不可能な","簡単な","related","word","word",0,-0.590876004630038,0.41400772427071,0.0509608280574422,66,78,80,3,0.975,78,80,3,0.975,TRUE,TRUE,TRUE
"不可能な総合大学","不可能な","総合大学","unrelated","word","word",0,0.133982117513855,1.12362253980677,0.142700205255736,62,67,69,3,0.971014492753623,68,69,3,0.985507246376812,FALSE,TRUE,TRUE
"不合理なアリバイ","不合理な","アリバイ","unrelated","word","word",0,-0.0460427778589017,1.17692261024751,0.153222272936832,59,62,64,2,0.96875,59,63,3,0.936507936507937,FALSE,TRUE,TRUE
"不合理な伶にり","不合理な","伶にり","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不合理な無責任な","不合理な","無責任な","related","word","word",0,-0.280825181902348,0.573475268474441,0.0740353388087779,60,66,69,2,0.956521739130435,63,69,2,0.91304347826087,TRUE,TRUE,TRUE
"不幸ななにか","不幸な","なにか","unrelated","word","word",0,-0.318489915179642,0.736450688140122,0.0935293309231732,62,70,73,5,0.958904109589041,67,73,5,0.917808219178082,FALSE,TRUE,TRUE
"不幸な不幸","不幸な","不幸","related","word","word",0,-0.367495960994036,0.676463543873112,0.0797219931830268,72,77,80,1,0.9625,78,80,1,0.975,TRUE,TRUE,TRUE
"不幸な炉硯","不幸な","炉硯","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不忙ンルフ","不忙ン","ルフ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不忙ン電話","不忙ン","電話","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不快なサンダー","不快な","サンダー","unrelated","word","word",0,0.670772150110923,1.75994020660421,0.235181902654325,56,60,76,0,0.789473684210526,68,76,0,0.894736842105263,FALSE,TRUE,TRUE
"不快なディマ","不快な","ディマ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不快な不潔な","不快な","不潔な","related","word","word",0,-0.478298518367894,0.517860166909605,0.0674196511703091,59,63,72,5,0.875,62,72,5,0.861111111111111,TRUE,TRUE,TRUE
"不正不公平な","不正","不公平な","related","word","word",0,-0.173836099292646,0.493969437637545,0.0590406404001215,70,73,74,2,0.986486486486487,70,73,3,0.958904109589041,TRUE,TRUE,TRUE
"不正匂い","不正","匂い","unrelated","word","word",0.0255425569090192,-0.214593525076159,0.589481717704557,0.0720166539101661,67,76,83,2,0.91566265060241,70,83,2,0.843373493975904,TRUE,TRUE,TRUE
"不正季杖","不正","季杖","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不自由なたへ","不自由な","たへ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"不自由な無力な","不自由な","無力な","related","word","word",0,-0.228094318644603,0.778297069713579,0.102195411929265,58,67,72,9,0.930555555555556,67,73,8,0.917808219178082,FALSE,TRUE,TRUE
"不自由な試合","不自由な","試合","unrelated","word","word",0,-0.621834522749669,0.6074885204765,0.0790882689141875,59,61,64,0,0.953125,60,64,0,0.9375,TRUE,TRUE,TRUE
"与え害れの","与え","害れの","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"与え自由な","与え","自由な","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"与ほ寺完平てす","与ほ","寺完平てす","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"与ほ武装","与ほ","武装","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丘反応炉","丘","反応炉","unrelated","word","word",0,1.21771554337955,1.71984814445709,0.236239311028732,53,64,124,7,0.516129032258065,119,125,6,0.952,FALSE,TRUE,TRUE
"丘山","丘","山","related","word","word",0.847316483341306,-0.756546815576843,0.986396368207227,0.131812759192484,56,65,66,3,0.984848484848485,64,66,3,0.96969696969697,FALSE,TRUE,TRUE
"丘端ぬね","丘","端ぬね","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丙分住所","丙分","住所","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丙分畿戒ステナン","丙分","畿戒ステナン","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丞点ケション","丞点","ケション","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丞点ディン","丞点","ディン","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"並秘げけ危険な","並秘げけ","危険な","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"並秘げけ簀阹","並秘げけ","簀阹","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"並通クショップ久十","並通クショップ","久十","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"並通クショップ割る","並通クショップ","割る","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"串者同情","串者","同情","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"串者文ねる","串者","文ねる","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丸稿ト万ゲ","丸稿","ト万ゲ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丸稿バカ","丸稿","バカ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丹嗣迪ロフ","丹嗣迪","ロフ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"丹嗣迪闘士","丹嗣迪","闘士","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主人婦人","主人","婦人","related","word","word",0.912006790527251,-0.445720141091858,1.294401677438,0.168516744757404,59,64,67,2,0.955223880597015,61,67,2,0.91044776119403,FALSE,TRUE,TRUE
"主人思息","主人","思息","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主人恋人","主人","恋人","unrelated","word","word",0.79867344964894,-0.758419621913044,0.397562818544531,0.0489366000925922,66,70,74,5,0.945945945945946,69,73,6,0.945205479452055,TRUE,TRUE,TRUE
"主留的シェワード","主留的","シェワード","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"主留的膝","主留的","膝","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乗り物乗用車","乗り物","乗用車","related","word","word",0.925886085487724,-0.581249836197067,0.56342310175551,0.061111815704715,85,90,95,3,0.947368421052632,90,95,3,0.947368421052632,TRUE,TRUE,TRUE
"乗り物告発","乗り物","告発","unrelated","word","word",0.960833645682352,-0.449001358194629,0.657418395744083,0.084872349940241,60,69,72,5,0.958333333333333,68,72,5,0.944444444444444,TRUE,TRUE,TRUE
"乗り物贈侶ージ","乗り物","贈侶ージ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乗るり分析","乗るり","分析","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乗るり矢学物","乗るり","矢学物","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乗客ストーブ","乗客","ストーブ","unrelated","word","word",0.479227548516083,-0.256855805407086,0.867044546533916,0.113848526535844,58,65,69,5,0.942028985507246,68,69,5,0.985507246376812,FALSE,TRUE,TRUE
"乗客准く","乗客","准く","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乗客運転手","乗客","運転手","related","word","word",0.695528905622332,-0.76360541674384,0.338080803535638,0.0416148701786926,66,74,76,3,0.973684210526316,73,75,4,0.973333333333333,TRUE,TRUE,TRUE
"乗組員器具","乗組員","器具","unrelated","word","word",0,-0.235418109150464,0.961664537485257,0.125198058864083,59,67,71,2,0.943661971830986,67,70,3,0.957142857142857,FALSE,TRUE,TRUE
"乗組員囹宴","乗組員","囹宴","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乗組員船","乗組員","船","related","word","word",0.753137680479013,-0.942775772697658,0.215260029139368,0.0262981981520786,67,74,75,2,0.986666666666667,74,75,2,0.986666666666667,TRUE,TRUE,TRUE
"乙埃失望","乙埃","失望","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乙埃追億院","乙埃","追億院","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"九月十月","九月","十月","related","word","word",0.574635386602959,-0.736352315862985,0.620029142904995,0.0623152735182278,99,104,111,5,0.936936936936937,105,111,5,0.945945945945946,TRUE,TRUE,TRUE
"九月干擬む","九月","干擬む","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"九月献身","九月","献身","unrelated","word","word",0.576362437607645,-0.150130890781469,1.33029333074658,0.17318944001495,59,67,73,3,0.917808219178082,65,73,3,0.89041095890411,FALSE,TRUE,TRUE
"也の土斤で救思ケティグン","也の土斤で","救思ケティグン","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"也の土斤で金融の","也の土斤で","金融の","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"也元教育","也元","教育","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"也元明らテス","也元","明らテス","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乳母メイド","乳母","メイド","related","word","word",0,-0.153169898291318,1.26497684941686,0.167550276799083,57,65,70,4,0.928571428571429,63,70,4,0.9,FALSE,TRUE,TRUE
"乳母総給とらもしい","乳母","総給とらもしい","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乳母重要性","乳母","重要性","unrelated","word","word",0,-0.199610161887494,0.581023281778405,0.0653702264485216,79,85,88,1,0.965909090909091,81,88,1,0.920454545454545,TRUE,TRUE,TRUE
"乾いたカッ","乾いた","カッ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"乾いた不可能","乾いた","不可能","unrelated","word","word",0,-0.429273142997742,0.576983259558564,0.0764232996770176,57,58,63,3,0.920634920634921,55,64,2,0.859375,TRUE,TRUE,TRUE
"乾いた湿った","乾いた","湿った","related","word","word",0,-0.351928533833818,0.588202920829245,0.0555799517484285,112,120,130,6,0.923076923076923,119,130,6,0.915384615384615,TRUE,TRUE,TRUE
"予暖ライオン","予暖","ライオン","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"予暖匠者","予暖","匠者","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"予李ぬバニラ","予李ぬ","バニラ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"予李ぬ症気ト","予李ぬ","症気ト","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"予算アドバイス","予算","アドバイス","unrelated","word","word",0.762787638323202,-0.268776441698612,0.575126186524028,0.0730410987296868,62,64,71,3,0.901408450704225,65,71,3,0.915492957746479,TRUE,TRUE,TRUE
"予算資金","予算","資金","related","word","word",0.893911994650139,-0.717641504496966,0.619851241268334,0.0835807243221562,55,65,66,5,0.984848484848485,65,66,5,0.984848484848485,TRUE,TRUE,TRUE
"予算軽暦的せ","予算","軽暦的せ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"争岡チェア早い","争岡チェア","早い","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"争岡チェア阪詛","争岡チェア","阪詛","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"争米俳優","争米","俳優","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"争米玉会ンチック","争米","玉会ンチック","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"争脈ひ当もせバッ能","争脈ひ当もせ","バッ能","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"争脈ひ当もせフランス語","争脈ひ当もせ","フランス語","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事夫ごベッドルーム","事夫ご","ベッドルーム","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事夫ごラネ","事夫ご","ラネ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事業プログラム","事業","プログラム","related","word","word",0.876119377621128,-0.456055553315281,0.798274142715206,0.102208530564362,61,67,72,1,0.930555555555556,68,72,1,0.944444444444444,FALSE,TRUE,TRUE
"事業ワイ言報","事業","ワイ言報","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"事業懸念","事業","懸念","unrelated","word","word",0,-0.215006600347067,1.03141612397858,0.14035795645704,54,59,62,5,0.951612903225806,61,62,5,0.983870967741935,FALSE,TRUE,TRUE
"二りん","二","りん","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"二四","二","四","related","word","word",0.928748591026873,-0.34849328355477,0.892865124137105,0.114319664695413,61,66,70,7,0.942857142857143,49,69,8,0.710144927536232,FALSE,TRUE,TRUE
"二断片","二","断片","unrelated","word","word",0.762776613880483,-0.153387941405824,0.611690518947784,0.085653805127134,51,57,61,3,0.934426229508197,52,61,3,0.852459016393443,TRUE,TRUE,TRUE
"二板感情の","二板","感情の","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"二板鋭訂考","二板","鋭訂考","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"二次クラティビティ","二次","クラティビティ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"二次ほうび","二次","ほうび","unrelated","word","word",0,0.113768837455034,0.711278257736308,0.0862551584074147,68,73,76,2,0.960526315789474,62,76,2,0.81578947368421,TRUE,TRUE,TRUE
"二次主要な","二次","主要な","related","word","word",0,-0.238223712137902,0.670549929760127,0.0718904984930435,87,93,100,4,0.93,92,100,4,0.92,TRUE,TRUE,TRUE
"亏冬え","亏","冬え","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亏防御する","亏","防御する","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"交化ティブ子","交化ティブ","子","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"交化ティブ木薏い","交化ティブ","木薏い","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"交換するコソクリーター","交換する","コソクリーター","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"交換する代わりの","交換する","代わりの","related","word","word",0,0.31946104464288,0.973007187123956,0.106163787779324,84,96,110,3,0.872727272727273,102,111,2,0.918918918918919,FALSE,TRUE,TRUE
"交換する陰茎","交換する","陰茎","unrelated","word","word",0,1.44994218040738,1.43891804891945,0.182742774955636,62,69,91,7,0.758241758241758,86,91,7,0.945054945054945,FALSE,TRUE,TRUE
"亥糯人殺し","亥糯","人殺し","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亥糯所街","亥糯","所街","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亥裏賍唐天皇","亥裏賍唐","天皇","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亥裏賍唐昨家も","亥裏賍唐","昨家も","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亦きゅふ指紋","亦きゅふ","指紋","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亦きゅふ稚こ","亦きゅふ","稚こ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亦北みろリッチ","亦北みろ","リッチ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"亦北みろ練含夭季","亦北みろ","練含夭季","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人とてャック","人","とてャック","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人ボストン","人","ボストン","unrelated","word","word",0.429934484058656,-0.186169522632848,0.641490851203539,0.0808202505051287,63,71,77,4,0.922077922077922,75,78,3,0.961538461538462,TRUE,TRUE,TRUE
"人個人","人","個人","related","word","word",0.555182337047177,-0.817859224416354,0.451981126746546,0.0593480294730071,58,67,69,5,0.971014492753623,65,68,6,0.955882352941177,TRUE,TRUE,TRUE
"人口ソーダ","人口","ソーダ","unrelated","word","word",0.687656223650326,-0.37531491969198,0.39320488813132,0.0511909161781532,59,63,66,4,0.954545454545455,61,66,4,0.924242424242424,TRUE,TRUE,TRUE
"人口人々","人口","人々","related","word","word",0.668500350159654,-0.714907890031269,0.606631529282437,0.0746711794144479,66,72,74,0,0.972972972972973,72,74,0,0.972972972972973,TRUE,TRUE,TRUE
"人口知職ラ","人口","知職ラ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人工物デド","人工物","デド","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人工物冷たい","人工物","冷たい","unrelated","word","word",0,-0.202806944629388,1.17152989899716,0.152520201731915,59,63,63,1,1,57,61,3,0.934426229508197,FALSE,TRUE,TRUE
"人工物大メダル","人工物","大メダル","related","word","word",0,1.65682820765279,2.03514907467008,0.287813542284948,50,66,181,8,0.364640883977901,176,186,3,0.946236559139785,FALSE,TRUE,TRUE
"人形おもちゃ","人形","おもちゃ","related","word","word",0.949905328621019,-0.448006007250417,0.822366625367687,0.099726601746286,68,79,81,4,0.975308641975309,75,80,5,0.9375,FALSE,TRUE,TRUE
"人形シーガ","人形","シーガ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人形知的な","人形","知的な","unrelated","word","word",0,0.0618948742078564,0.706052520774221,0.0815279225862021,75,77,87,2,0.885057471264368,80,88,1,0.909090909090909,TRUE,TRUE,TRUE
"人投感動させる","人投","感動させる","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人投里十","人投","里十","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人気の庀り","人気の","庀り","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人気の情報提供者","人気の","情報提供者","unrelated","word","word",0,0.794583866161034,1.1290662955929,0.103938977364731,118,128,133,7,0.962406015037594,130,132,8,0.984848484848485,FALSE,TRUE,TRUE
"人気の有名な","人気の","有名な","related","word","word",0,-0.448912840235934,0.544073144468999,0.0680091430586248,64,73,81,4,0.901234567901235,72,81,4,0.888888888888889,TRUE,TRUE,TRUE
"人種差別主義者パフォーマンス","人種差別主義者","パフォーマンス","unrelated","word","word",0,-0.308237723552353,0.73308075445647,0.0954389850836885,59,66,70,5,0.942857142857143,66,71,4,0.929577464788732,FALSE,TRUE,TRUE
"人種差別主義者共産主義者","人種差別主義者","共産主義者","related","word","word",0,-0.0221282582477294,0.832229357402565,0.0987674536775821,71,78,81,1,0.962962962962963,73,79,3,0.924050632911392,FALSE,TRUE,TRUE
"人種差別主義者生頓","人種差別主義者","生頓","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"人質囚人","人質","囚人","related","word","word",0.759333967413843,-0.0556909105013209,0.66332780550753,0.0737030895008367,81,92,98,6,0.938775510204082,92,98,6,0.938775510204082,TRUE,TRUE,TRUE
"人質生産する","人質","生産する","unrelated","word","word",0,-0.344431598257008,0.749314853612525,0.0959399359439225,61,70,73,3,0.958904109589041,70,73,3,0.958904109589041,FALSE,TRUE,TRUE
"人質襌路","人質","襌路","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"仁鋪オレンジ","仁鋪","オレンジ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
