"word_combo","el_cue","el_target","type","cue_type","target_type","el_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"βρυκόλακαςπρόσφατα","βρυκόλακας","πρόσφατα","unrelated","word","word",0.112568182272242,-0.410663747034395,0.984619104104857,0.22016752487234,20,22,22,0,1,19,22,0,0.863636363636364,FALSE,FALSE,FALSE
"βρώμικοςαηδιαστικός","βρώμικος","αηδιαστικός","related","word","word",0.624841689793535,0.131023230735008,1.0122176556934,0.202443531138681,25,28,31,0,0.903225806451613,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"βρώμικοςεφτήρας","βρώμικος","εφτήρας","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βρώμικοςπανοπλία","βρώμικος","πανοπλία","unrelated","word","word",0.122011769923812,-0.0712788389317063,0.430090726413894,0.0938534909281054,21,21,27,1,0.777777777777778,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"βρωτήμισθός","βρωτή","μισθός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βρωτήπεριουλία","βρωτή","περιουλία","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαβάθαβροξείο","γαβάθα","βροξείο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαβάθαεπίδραση","γαβάθα","επίδραση","unrelated","word","word",0.100192916962253,0.43140755090015,1.49379401222275,0.292957108369687,26,26,27,1,0.962962962962963,9,27,1,0.333333333333333,FALSE,FALSE,FALSE
"γαβάθαπιάτο","γαβάθα","πιάτο","related","word","word",0.406353593567332,-0.12834776068035,0.997852792886343,0.20368584841522,24,25,28,0,0.892857142857143,12,28,0,0.428571428571429,FALSE,FALSE,FALSE
"γάβηέπιστρχνη","γάβη","έπιστρχνη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάβηηλίθιος","γάβη","ηλίθιος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαιδαρνήαδννάκος","γαιδαρνή","αδννάκος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαιδαρνήανάπορξη","γαιδαρνή","ανάπορξη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαιδαρνήαυτοκρατορία","γαιδαρνή","αυτοκρατορία","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαιδαρνήενοίκιο","γαιδαρνή","ενοίκιο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάιδαροςάλογο","γάιδαρος","άλογο","related","word","word",0.429214070073105,-0.335456514725675,0.976863969095015,0.213169194383472,21,24,24,0,1,21,24,0,0.875,FALSE,FALSE,FALSE
"γάιδαροςβαρέλι","γάιδαρος","βαρέλι","related","word","word",0.230155778980124,-0.415917444618965,0.4755202564144,0.0915139160153246,27,27,30,1,0.9,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"γάιδαροςγυύαολα","γάιδαρος","γυύαολα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάιδαροςπανεπιστέκιο","γάιδαρος","πανεπιστέκιο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάιδαροςσύρμα","γάιδαρος","σύρμα","unrelated","word","word",0.113290784394338,-0.25942194597441,0.917954542100524,0.200314103509723,21,22,22,1,1,20,22,1,0.909090909090909,FALSE,FALSE,FALSE
"γάιδαροςτσιγάρο","γάιδαρος","τσιγάρο","unrelated","word","word",0.103743883600491,-0.316898215054565,0.648975490860017,0.13836203954859,22,22,23,0,0.956521739130435,19,23,0,0.826086956521739,FALSE,FALSE,FALSE
"γάϊτθαπόμες","γάϊτθα","πόμες","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάϊτθαπτήση","γάϊτθα","πτήση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάλαέκβιασιος","γάλα","έκβιασιος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάλαμαρτυρία","γάλα","μαρτυρία","unrelated","word","word",0.108943677115202,-0.354533686259519,0.642838208512867,0.121485002355381,28,30,33,0,0.909090909090909,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"γάλαχυμός","γάλα","χυμός","related","word","word",0.457220284026081,-0.365438418367356,0.919648615785451,0.180357932213023,26,27,28,0,0.964285714285714,26,28,0,0.928571428571429,FALSE,FALSE,FALSE
"γαμπρόςδοκιμή","γαμπρός","δοκιμή","unrelated","word","word",0.103109826528995,-0.251969782060373,0.721067003548798,0.123661970901567,34,35,36,1,0.972222222222222,35,37,0,0.945945945945946,FALSE,FALSE,FALSE
"γαμπρόςκατευθείvο","γαμπρός","κατευθείvο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαμπρόςνυφη","γαμπρός","νυφη","related","word","word",0.38000595223885,-0.151613973249741,1.5726636017321,0.335293006475679,22,22,28,0,0.785714285714286,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"γγύωαντιστέκιααι","γγύω","αντιστέκιααι","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γγύωθέατρο","γγύω","θέατρο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γελοίοςαυτί","γελοίος","αυτί","unrelated","word","word",0.107773247189729,0.0830441016748147,0.943755325428248,0.181625797061714,27,29,31,0,0.935483870967742,30,31,0,0.967741935483871,FALSE,FALSE,FALSE
"γελοίοςπανιχίλοιου","γελοίος","πανιχίλοιου","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γελοίοςπαράλογος","γελοίος","παράλογος","related","word","word",0.610867731412809,-0.459318195018763,0.432436873989138,0.0966958246217223,20,22,22,1,1,20,22,1,0.909090909090909,FALSE,FALSE,FALSE
"γέλοφυςάυin","γέλοφυς","άυin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γέλοφυςεπιχείρηση ","γέλοφυς","επιχείρηση ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γενικόςμάγισσα","γενικός","μάγισσα","unrelated","word","word",-0.0349198621091903,-0.335499796525566,0.578331902500135,0.1113000265298,27,28,29,0,0.96551724137931,27,29,0,0.931034482758621,FALSE,FALSE,FALSE
"γενικόςσαμοεμάι","γενικός","σαμοεμάι","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γενικόςσυνταγματάρχης","γενικός","συνταγματάρχης","related","word","word",0.287204395385611,0.580462505260126,0.820259918459998,0.157859094909447,27,30,31,1,0.967741935483871,31,32,0,0.96875,FALSE,FALSE,FALSE
"γέννησηβόχνεια","γέννηση","βόχνεια","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γέννησηεγκυμοσύνη","γέννηση","εγκυμοσύνη","related","word","word",0.383193465699796,-0.387708674483673,0.468742953652491,0.102288098409034,21,25,26,2,0.961538461538462,26,26,2,1,FALSE,FALSE,FALSE
"γέννησηκομμάτι","γέννηση","κομμάτι","unrelated","word","word",0.112355946540906,-0.490550817719651,0.710979687421455,0.112415759118318,40,40,41,0,0.975609756097561,41,41,0,1,FALSE,FALSE,FALSE
"γεννήτριααντιδραστήρας","γεννήτρια","αντιδραστήρας","related","word","word",0.541891557835505,0.509058032772294,1.25384558967812,0.225197315829079,31,32,36,0,0.888888888888889,32,36,0,0.888888888888889,FALSE,FALSE,FALSE
"γεννήτριαεκτέλεση","γεννήτρια","εκτέλεση","unrelated","word","word",0.0949555250474421,-0.351805588196885,0.688321557135266,0.162238946895744,18,18,19,0,0.947368421052632,19,19,0,1,FALSE,FALSE,FALSE
"γεννήτριασνριοία","γεννήτρια","σνριοία","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γεόληαφύγω","γεόλη","αφύγω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γεόλητελικά","γεόλη","τελικά","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γεοφήτριαβιβλιονεαφία","γεοφήτρια","βιβλιονεαφία","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γεοφήτριαεκατοστόμετρο","γεοφήτρια","εκατοστόμετρο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γεύσημυρωδιά","γεύση","μυρωδιά","related","word","word",0.622598088775346,-0.408353508447887,0.583775246412201,0.127390202644067,21,21,21,0,1,21,21,0,1,FALSE,FALSE,FALSE
"γεύσηπλαστικό","γεύση","πλαστικό","unrelated","word","word",0.14222178474037,-0.18538308154883,0.801266771318035,0.188860389179478,18,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"γεύσηπόιομικο ναυτικο","γεύση","πόιομικο ναυτικο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γευστικόςδακτυλικό αποτύπωμα","γευστικός","δακτυλικό αποτύπωμα","unrelated","word","word",NA,1.24924165225373,0.845789181050559,0.165872905329325,26,26,30,0,0.866666666666667,26,30,0,0.866666666666667,FALSE,FALSE,FALSE
"γευστικόςνόστιμο","γευστικός","νόστιμο","related","word","word",0.423129421656003,-0.484501986100177,0.514187727621533,0.128546931905383,16,17,17,0,1,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"γευστικόςυπήρξερια","γευστικός","υπήρξερια","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γέφυραεκ προθέσεως","γέφυρα","εκ προθέσεως","unrelated","word","word",NA,0.744132505319439,0.662304697450197,0.144526733770969,21,24,27,0,0.888888888888889,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"γέφυραπροσλακύω","γέφυρα","προσλακύω","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γέφυρασήραγγα","γέφυρα","σήραγγα","related","word","word",0.500854953230695,-0.331400500783582,0.856285469368673,0.228851917975035,14,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"γηπετώ","γη","πετώ","related","word","word",0.0882966283757927,-0.369547567694736,0.438814908439539,0.0801162746406332,30,30,31,0,0.967741935483871,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"γηπόνε","γη","πόνε","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γηστυλ","γη","στυλ","unrelated","word","word",0.0755616026507276,-0.535618728977454,0.447719436875077,0.0779379500970184,33,34,34,0,1,31,34,0,0.911764705882353,FALSE,FALSE,FALSE
"γήωαςανεύθυνος","γήωας","ανεύθυνος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γήωαςπάντρετενος","γήωας","πάντρετενος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γιόγκαανταμοωχή","γιόγκα","ανταμοωχή","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γιόγκαμασάζ","γιόγκα","μασάζ","related","word","word",0.537764895760627,-0.205421406078269,1.21373606003275,0.258769397465618,22,22,22,1,1,18,22,1,0.818181818181818,FALSE,FALSE,FALSE
"γιόγκασήραγγα","γιόγκα","σήραγγα","unrelated","word","word",0.0931913955618977,-0.093090233857617,0.907387791074399,0.162971658271326,31,32,36,0,0.888888888888889,25,36,0,0.694444444444444,FALSE,FALSE,FALSE
"γιτόκααυτοπεποίθηση","γιτόκα","αυτοπεποίθηση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γιτόκαεώνω","γιτόκα","εώνω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γκολφεπιτροπή","γκολφ","επιτροπή","unrelated","word","word",0.131386267906482,-0.0698790847090587,0.896213370428556,0.169368407128926,28,28,28,1,1,26,28,1,0.928571428571429,FALSE,FALSE,FALSE
"γκολφτάινα","γκολφ","τάινα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γκολφτένις","γκολφ","τένις","related","word","word",0.718383874616116,-0.270076037879554,1.24690324477856,0.259997299470868,23,25,26,0,0.961538461538462,20,26,0,0.769230769230769,FALSE,FALSE,FALSE
"γλίατάπημα","γλί","ατάπημα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γλίεπαρκής","γλί","επαρκής","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γλυκόςεισόδημα","γλυκός","εισόδημα","unrelated","word","word",0.102602623954384,-0.544526770564891,0.66327570855072,0.15216588343568,19,21,21,0,1,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"γλυκόςσίμος","γλυκός","σίμος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γλυκόςχαριτωμένος","γλυκός","χαριτωμένος","related","word","word",0.683232532694116,-0.26800488925004,0.690281689142716,0.135375377031327,26,26,27,0,0.962962962962963,27,27,0,1,FALSE,FALSE,FALSE
"γνάκωνευχαριστώ","γνάκων","ευχαριστώ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γνάκωνσυπιά","γνάκων","συπιά","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γνόμοςσχεδιάζω","γνόμος","σχεδιάζω","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γνόμοςφρόνη","γνόμος","φρόνη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γνώμηγνιακός","γνώμη","γνιακός","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γνώμηπτώμα","γνώμη","πτώμα","unrelated","word","word",0.0764500148465027,-0.54076909305653,0.506482949287719,0.0974726890370733,27,30,31,0,0.967741935483871,30,31,0,0.967741935483871,FALSE,FALSE,FALSE
"γνώμηστάση","γνώμη","στάση","related","word","word",0.287813221140874,-0.617969528560504,0.437601468129885,0.0893250256342512,24,26,26,0,1,25,26,0,0.961538461538462,FALSE,FALSE,FALSE
"γοδομέναστρατηρεκή","γοδομένα","στρατηρεκή","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γοδομέναφράουλα","γοδομένα","φράουλα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γοητείαβυλώ","γοητεία","βυλώ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γοητείαιστός","γοητεία","ιστός","unrelated","word","word",0.0982195533891759,-0.392328848455089,0.450711670075884,0.0867395013484059,27,29,29,0,1,29,29,0,1,FALSE,FALSE,FALSE
"γοητείαομορφιά","γοητεία","ομορφιά","related","word","word",0.601100943095531,-0.507984540989249,0.923531046383332,0.174530962626968,28,31,32,1,0.96875,31,32,1,0.96875,FALSE,FALSE,FALSE
"γοιχείαιουλιέτα","γοιχεία","ιουλιέτα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γοιχείαρίεχων","γοιχεία","ρίεχων","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γραμματέαςβλότα","γραμματέας","βλότα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γραμματέαςβοηθός","γραμματέας","βοηθός","related","word","word",0.603974484669818,-0.619115537138789,0.459917246202315,0.100362171149417,21,25,25,1,1,24,25,1,0.96,FALSE,FALSE,FALSE
"γραμματέαςτεχνητός","γραμματέας","τεχνητός","unrelated","word","word",0.0835272020291237,-0.028725998040872,0.995862256116493,0.188200276411425,28,28,30,0,0.933333333333333,29,30,0,0.966666666666667,FALSE,FALSE,FALSE
"γραμμαύζαςβιβλίο","γραμμαύζας","βιβλίο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γραμμαύζαςχερεώνας","γραμμαύζας","χερεώνας","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γρατσουνιάαγώνομ","γρατσουνιά","αγώνομ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γρατσουνιάαντίπαλος","γρατσουνιά","αντίπαλος","unrelated","word","word",0.121783935820791,-0.289398711200589,0.841002152207453,0.153545283224805,30,31,31,0,1,27,31,0,0.870967741935484,FALSE,FALSE,FALSE
"γρατσουνιάμώλωπας","γρατσουνιά","μώλωπας","related","word","word",0.47371641716453,1.04824287836344,1.38933744833592,0.310665297816522,20,20,22,0,0.909090909090909,16,22,0,0.727272727272727,FALSE,FALSE,FALSE
"γράφαιοευγνωμοσύνη","γράφαιο","ευγνωμοσύνη","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γράφαιομαάγκα","γράφαιο","μαάγκα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γρίπηδημοσιογράντς","γρίπη","δημοσιογράντς","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γρίπηνόσος","γρίπη","νόσος","related","word","word",0.453378259596426,-0.532951129424244,0.603880821164019,0.0992773954524923,37,38,38,0,1,36,38,0,0.947368421052632,FALSE,FALSE,FALSE
"γρίπηποίημα","γρίπη","ποίημα","unrelated","word","word",0.121761549670616,-0.676130661676661,0.342337152291043,0.07298652610359,22,25,25,0,1,24,25,0,0.96,FALSE,FALSE,FALSE
"γρλισουνιάβλότα","γρλισουνιά","βλότα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γρλισουνιάφρεσκάρω","γρλισουνιά","φρεσκάρω","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γρλψήάιναα","γρλψή","άιναα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γρλψήαστακός","γρλψή","αστακός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γυαλιάακούω","γυαλιά","ακούω","unrelated","word","word",0.129070261712675,-0.811228452256289,0.397597956334876,0.072591123167522,30,30,33,0,0.909090909090909,30,33,0,0.909090909090909,FALSE,FALSE,FALSE
"γυαλιάκαπάκι","γυαλιά","καπάκι","related","word","word",0.234440610340574,-0.310882265816663,0.748805283937004,0.136712515063786,30,31,32,0,0.96875,30,32,0,0.9375,FALSE,FALSE,FALSE
"γυαλιάκάτασκγλωση","γυαλιά","κάτασκγλωση","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γυαλύπγυμνός","γυαλύπ","γυμνός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γυαλύπυπνοχημάτιο","γυαλύπ","υπνοχημάτιο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γύαρηδιαβατίζιο","γύαρη","διαβατίζιο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γύαρηκρεβάτι","γύαρη","κρεβάτι","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γύρωδόντι","γύρω","δόντι","unrelated","word","word",0.112294889128955,-0.659778305236226,0.32246204161737,0.0703669864029333,21,21,21,0,1,19,21,0,0.904761904761905,FALSE,FALSE,FALSE
"γύρωκυνημπτό","γύρω","κυνημπτό","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γύρωτριγύρω","γύρω","τριγύρω","related","word","word",0.666667332242357,-0.471930665628544,0.473432691735495,0.0911121640055524,27,28,29,0,0.96551724137931,28,29,0,0.96551724137931,FALSE,FALSE,FALSE
"γυφλόςαγκαλιά","γυφλός","αγκαλιά","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γυφλόςκλασυγκός","γυφλός","κλασυγκός","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γχροδοκίανυφη","γχροδοκία","νυφη","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γχροδοκίατάνρη","γχροδοκία","τάνρη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γωνίαδρομάκι","γωνία","δρομάκι","related","word","word",0.426413534369184,-0.225492654492188,0.539711860992702,0.105846204266126,26,27,27,0,1,27,27,0,1,FALSE,FALSE,FALSE
"γωνίανεοιός","γωνία","νεοιός","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γωνίασυντήρηση","γωνία","συντήρηση","unrelated","word","word",0.123223408378622,-0.0551138180350252,0.955566256087619,0.187401961012368,26,28,29,1,0.96551724137931,29,30,0,0.966666666666667,FALSE,FALSE,FALSE
"δαμαρτύκατάθλιψη","δαμαρτύ","κατάθλιψη","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δαμαρτύυρσή","δαμαρτύ","υρσή","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δάμεραέλα","δάμερα","έλα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δάμεραρακοίς","δάμερα","ρακοίς","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δαφονήρηοθόνη","δαφονήρη","οθόνη","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δαφονήρηπολιώ","δαφονήρη","πολιώ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δαχτιγίδιτοαστής","δαχτιγίδι","τοαστής","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δαχτιγίδιυπόσχεση","δαχτιγίδι","υπόσχεση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δαχτυλίδιαλαζονεία","δαχτυλίδι","αλαζονεία","unrelated","word","word",0.120942486412225,0.23543057337759,0.976050364279234,0.203520569797879,23,24,24,1,1,24,24,1,1,FALSE,FALSE,FALSE
"δαχτυλίδιβάελλειο","δαχτυλίδι","βάελλειο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δαχτυλίδικολιέ","δαχτυλίδι","κολιέ","related","word","word",0.597428127352238,-0.34158158102678,0.454634625607494,0.092801904344969,24,25,25,0,1,24,25,0,0.96,FALSE,FALSE,FALSE
"δάχτυλοαντίχειρας","δάχτυλο","αντίχειρας","related","word","word",0.588299897106327,-0.109478392439987,0.834769982005755,0.160651557940814,27,27,27,0,1,27,27,0,1,FALSE,FALSE,FALSE
"δάχτυλογκαράζ","δάχτυλο","γκαράζ","unrelated","word","word",0.108439473879398,0.109953277200311,0.898868273803289,0.169870136706387,28,29,31,0,0.935483870967742,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"δάχτυλοεξεθρισμός","δάχτυλο","εξεθρισμός","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δεδομένακουνάςι","δεδομένα","κουνάςι","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δεδομέναπαράλογος","δεδομένα","παράλογος","unrelated","word","word",0.137140775013964,-0.4241546755802,0.409174376607897,0.0892891692020027,21,23,24,0,0.958333333333333,22,23,1,0.956521739130435,FALSE,FALSE,FALSE
"δεδομέναπληροφορίες","δεδομένα","πληροφορίες","related","word","word",0.506658051896798,-0.379279447639866,0.655536949468901,0.128561372970116,26,27,27,0,1,27,27,0,1,FALSE,FALSE,FALSE
"δέλφεροςβιυρίο","δέλφερος","βιυρίο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δέλφεροςπάτος ","δέλφερος","πάτος ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"δένωγραβάτα","δένω","γραβάτα","related","word","word",0.331148590463179,-0.454123459831233,0.458130050178645,0.0881671692648326,27,27,27,0,1,24,27,0,0.888888888888889,FALSE,FALSE,FALSE
