"word_combo","zh_hk_cue","zh_hk_target","type","cue_type","target_type","zh_hk_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"孤兒院疫苗","孤兒院","疫苗","unrelated","word","word",0.921059899243961,-0.701427725453583,0.120828824031164,0.0697605540802583,3,6,7,0,0.857142857142857,7,7,0,1,FALSE,FALSE,FALSE
"孤語發問","孤語","發問","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孤語竭污","孤語","竭污","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孫仔墓冰","孫仔","墓冰","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孫仔外甥","孫仔","外甥","related","word","word",NA,0.51038953591398,0.63277795715454,0.447441584489346,2,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"孫仔巴士","孫仔","巴士","unrelated","word","word",NA,-0.848637653645206,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"學生俗哨","學生","俗哨","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"學生定義","學生","定義","unrelated","word","word",NA,0.102641480330559,0.703401467117919,0.406109026388908,3,5,5,1,1,5,5,1,1,FALSE,FALSE,FALSE
"學生老師","學生","老師","related","word","word",0.816282263227073,-1.02847640825653,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"學習姓氏","學習","姓氏","unrelated","word","word",NA,-0.643477666460802,0.161135179971698,0.113939778445703,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"學習教導","學習","教導","related","word","word",0.944531201437383,-0.57473688417474,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"學習晚賣","學習","晚賣","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"學腹物可","學腹","物可","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"學腹疫苗","學腹","疫苗","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孽憲檢控官","孽憲","檢控官","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"孽憲淺死","孽憲","淺死","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"宇宙哨子","宇宙","哨子","unrelated","word","word",NA,0.364000384730639,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"宇宙抄等","宇宙","抄等","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"宇宙銀河","宇宙","銀河","related","word","word",0.966664619690549,-0.922536036978448,0.265943770132396,0.132971885066198,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"守命位置","守命","位置","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"守命母室","守命","母室","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"守衛誠實","守衛","誠實","unrelated","word","word",0.957702217375194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"守衛巡邏","守衛","巡邏","related","word","word",0.808849975209576,0.452706824255946,0.509282081715852,0.36011681351808,2,3,4,0,0.75,2,4,0,0.5,FALSE,FALSE,FALSE
"守衛郵新","守衛","郵新","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"安全穩固","安全","穩固","related","word","word",NA,0.242821192303419,1.51627165815604,0.758135829078021,4,4,5,1,0.8,5,5,1,1,FALSE,FALSE,FALSE
"安全謀殺","安全","謀殺","unrelated","word","word",0.917274472201704,-0.0685699219804416,0.664385449534239,0.271234223981418,6,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"安全體酒","安全","體酒","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"安名石油","安名","石油","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"安名順明佳","安名","順明佳","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"安排具宵","安排","具宵","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"安排組織","安排","組織","related","word","word",NA,-0.240512004117005,NA,NA,1,1,2,1,0.5,2,2,1,1,FALSE,FALSE,FALSE
"安排課程","安排","課程","unrelated","word","word",NA,-0.834753277778881,0.385102289514622,0.1722229795291,5,6,6,0,1,5,5,1,1,FALSE,FALSE,FALSE
"安靜冷靜","安靜","冷靜","related","word","word",0.782988891653889,-0.560874648006958,0.258544940595706,0.149270991050547,3,4,4,1,1,4,4,1,1,FALSE,FALSE,FALSE
"安靜安全","安靜","安全","unrelated","word","word",0.791768929313736,-1.00447994088967,0.0371774335065742,0.0262884153396106,2,5,5,0,1,3,5,0,0.6,FALSE,FALSE,FALSE
"安靜推幣","安靜","推幣","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"安靜緘默","安靜","緘默","related","word","word",NA,0.529608651604728,0.537766229633527,0.268883114816764,4,5,5,1,1,5,5,1,1,FALSE,FALSE,FALSE
"安靜華生","安靜","華生","unrelated","word","word",0.732870349774333,0.170264222304873,0.799223724075882,0.565136514979223,2,5,6,3,0.833333333333333,5,6,3,0.833333333333333,FALSE,FALSE,FALSE
"安靜酒閉","安靜","酒閉","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"宏地一般","宏地","一般","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"宏地悔群","宏地","悔群","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"宏止投資者","宏止","投資者","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"宏止玩申","宏止","玩申","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"宗族周位","宗族","周位","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"宗族家庭","宗族","家庭","related","word","word",NA,-1.10597405931421,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"宗族網頁","宗族","網頁","unrelated","word","word",NA,-0.17207152936116,0.392559977180709,0.196279988590355,4,6,7,0,0.857142857142857,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"官政每週","官政","每週","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"官政牙精","官政","牙精","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"定回四分之一","定回","四分之一","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"定回榨抑","定回","榨抑","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"定居打缺","定居","打缺","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"定居滯留","定居","滯留","related","word","word",NA,0.127046574557687,0.594803901040306,0.266004391201636,5,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"定居照片","定居","照片","unrelated","word","word",NA,-0.89643890250002,0.245160285476894,0.173354500338342,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"宜才密碼","宜才","密碼","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"宜才醬探","宜才","醬探","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"客運大樓機場","客運大樓","機場","related","word","word",NA,-1.02489657793066,0.23952649883191,0.138290688578652,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"客運大樓給予","客運大樓","給予","unrelated","word","word",NA,-0.761212982486535,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"客運大樓餐行","客運大樓","餐行","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"害怕活密","害怕","活密","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"害怕網球","害怕","網球","unrelated","word","word",0.941357164775172,-0.759842625723877,0.264635522641329,0.132317761320664,4,9,10,0,0.9,9,9,1,1,FALSE,FALSE,FALSE
"害怕驚嚇","害怕","驚嚇","related","word","word",0.430653576832633,-0.363304227013412,0.273169896633257,0.136584948316629,4,5,5,1,1,4,5,1,0.8,FALSE,FALSE,FALSE
"家尖小身","家尖","小身","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"家尖白銀","家尖","白銀","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"家解干邑","家解","干邑","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"家解擊瀉","家解","擊瀉","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"密嫌觀看","密嫌","觀看","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"密嫌體意","密嫌","體意","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"寡婦女士","寡婦","女士","related","word","word",0.684559597222631,-0.39426650177719,NA,NA,1,2,3,1,0.666666666666667,1,3,1,0.333333333333333,FALSE,FALSE,FALSE
"寡婦客貨車","寡婦","客貨車","unrelated","word","word",NA,-0.368444659123796,0.173818851608591,0.100354360766452,3,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"寡婦練薪","寡婦","練薪","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"實古失敗","實古","失敗","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"實古撬辦","實古","撬辦","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"實守勃起","實守","勃起","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"實守鎮任","實守","鎮任","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"實慘問題","實慘","問題","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"實慘食拘","實慘","食拘","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"實踐使用","實踐","使用","related","word","word",NA,0.113932919134589,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"實踐墓地","實踐","墓地","unrelated","word","word",NA,0.155163204150058,1.10214512222505,0.492894282873004,5,7,8,2,0.875,8,9,1,0.888888888888889,FALSE,FALSE,FALSE
"實踐希望","實踐","希望","unrelated","word","word",NA,-0.294993052407634,0.736115344968684,0.520512152162831,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"實踐迂線","實踐","迂線","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"實踐鍛煉","實踐","鍛煉","related","word","word",NA,-0.0370072125805267,0.167349966434231,0.0966195481696783,3,4,5,0,0.8,4,5,0,0.8,FALSE,FALSE,FALSE
"實踐墨受","實踐","墨受","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"實際真係","實際","真係","related","word","word",NA,0.568934835526991,1.91366669866805,0.956833349334024,4,7,9,0,0.777777777777778,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"實際穩固","實際","穩固","unrelated","word","word",NA,-0.325866263996921,NA,NA,1,1,2,0,0.5,1,2,0,0.5,FALSE,FALSE,FALSE
"實際鍵進","實際","鍵進","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"實驗測試","實驗","測試","related","word","word",0.840013432919519,0.340742397702965,2.25556811734461,1.00872072765275,5,7,8,0,0.875,2,6,2,0.333333333333333,FALSE,FALSE,FALSE
"實驗皇歌","實驗","皇歌","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"實驗總部","實驗","總部","unrelated","word","word",0.928181103483772,-0.623849143501502,0.258936356018621,0.183095653236501,2,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"審口一口","審口","一口","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"審口挑夜","審口","挑夜","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"寫字枱辦公室","寫字枱","辦公室","related","word","word",NA,-0.201939321974344,0.561886816647053,0.397313978310453,2,4,4,1,1,2,4,1,0.5,FALSE,FALSE,FALSE
"寫字枱鋼筋","寫字枱","鋼筋","unrelated","word","word",NA,0.720490014107195,1.73401977703637,1.226137143054,2,2,2,2,1,1,2,2,0.5,FALSE,FALSE,FALSE
"寫字枱飯自","寫字枱","飯自","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"寬抗大學","寬抗","大學","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"寬抗死酷","寬抗","死酷","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"寬暖眼論","寬暖","眼論","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"寬暖老鼠","寬暖","老鼠","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"寶藏學校","寶藏","學校","unrelated","word","word",0.815008061860604,-0.440846776937833,0.300584906032728,0.122713274027102,6,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"寶藏財富","寶藏","財富","related","word","word",0.858709747776761,-0.857880428402272,NA,NA,1,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"寶藏選子","寶藏","選子","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"寶車一疑","寶車","一疑","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"寶車理解","寶車","理解","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"寺廟修院","寺廟","修院","related","word","word",NA,-0.441131505740724,NA,NA,1,1,1,1,1,1,2,0,0.5,FALSE,FALSE,FALSE
"寺廟巨星","寺廟","巨星","unrelated","word","word",NA,-0.0746518838768901,NA,NA,1,2,4,0,0.5,2,4,0,0.5,FALSE,FALSE,FALSE
"寺廟正識星肉識","寺廟","正識星肉識","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"射手可憐","射手","可憐","unrelated","word","word",0.91144243208705,-0.413406694433609,0.224639454277864,0.158844081441923,2,2,2,1,1,2,2,1,1,FALSE,FALSE,FALSE
"射手狙擊手","射手","狙擊手","related","word","word",0.959980320687891,-0.582547477436316,0.190962612482759,0.135030958239658,2,4,5,0,0.8,4,5,0,0.8,FALSE,FALSE,FALSE
"射手盼施","射手","盼施","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"將軍上校","將軍","上校","related","word","word",0.868252149567357,NA,NA,NA,NA,1,1,0,1,1,1,0,1,FALSE,FALSE,NA
"將軍最高","將軍","最高","unrelated","word","word",NA,-0.298163243261678,0.514136127980163,0.257068063990081,4,5,6,0,0.833333333333333,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"將軍定品","將軍","定品","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"專輯公尺","專輯","公尺","unrelated","word","word",NA,0.136235999596034,NA,NA,1,2,3,0,0.666666666666667,3,3,0,1,FALSE,FALSE,FALSE
"專輯夫毒","專輯","夫毒","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"專輯歌曲","專輯","歌曲","related","word","word",0.969474763443225,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"尊重信心","尊重","信心","related","word","word",0.979577380657508,-1.207824383023,0.300067171005619,0.212179531429536,2,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"尊重城市","尊重","城市","unrelated","word","word",0.986714732131992,-0.864768255170544,0.17613196033675,0.0719055717035271,6,7,8,1,0.875,7,8,1,0.875,FALSE,FALSE,FALSE
"尊重性置","尊重","性置","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"尋載可憐","尋載","可憐","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"尋載繼泛倆","尋載","繼泛倆","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"對毀動物","對毀","動物","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"對毀調記","對毀","調記","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"對氈交涼","對氈","交涼","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"對氈早到","對氈","早到","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"對癬嘉山谷","對癬嘉","山谷","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"對癬嘉巢好","對癬嘉","巢好","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"對話族底","對話","族底","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"對話有趣","對話","有趣","unrelated","word","word",0.83530826422301,-0.614865485067037,0.889488636177078,0.513546503537949,3,5,5,1,1,5,5,1,1,FALSE,FALSE,FALSE
"對話討論","對話","討論","related","word","word",0.852311252323789,-0.879685290152022,NA,NA,1,2,2,1,1,2,2,1,1,FALSE,FALSE,FALSE
"對面情當","對面","情當","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"對面相反","對面","相反","related","word","word",0.94855214643516,-0.666060991038045,0.547714532258601,0.316223132638574,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"對面聲音","對面","聲音","unrelated","word","word",0.966175424723149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"導拖創意","導拖","創意","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"導拖密泥統","導拖","密泥統","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"導火線嚇人","導火線","嚇人","unrelated","word","word",NA,-0.327631429249211,0.459325527323915,0.153108509107972,9,9,10,1,0.9,8,10,1,0.8,FALSE,FALSE,FALSE
"導火線很架蒐","導火線","很架蒐","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"導火線計時器","導火線","計時器","related","word","word",NA,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"導航溝通","導航","溝通","related","word","word",0.966795273285022,0.165334501445078,0.955418575436025,0.477709287718013,4,5,6,0,0.833333333333333,4,6,0,0.666666666666667,FALSE,FALSE,FALSE
"導航王國","導航","王國","unrelated","word","word",NA,0.0799477321672684,1.03186037038505,0.595744862607913,3,5,6,0,0.833333333333333,6,6,0,1,FALSE,FALSE,FALSE
"導航體意","導航","體意","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"小休光書","小休","光書","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"小休散步","小休","散步","related","word","word",NA,-0.0716542594429906,0.873955676099031,0.504578544855577,3,3,4,0,0.75,3,4,0,0.75,FALSE,FALSE,FALSE
"小休破壞","小休","破壞","unrelated","word","word",NA,-0.845837296867648,0.40750251197745,0.166362203874524,6,7,8,0,0.875,6,8,0,0.75,FALSE,FALSE,FALSE
"小山合理","小山","合理","unrelated","word","word",0.973110250195727,-0.654922298338211,NA,NA,1,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"小山用子","小山","用子","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"小山高山","小山","高山","related","word","word",0.992952677400359,-0.428356949522728,0.278703605449321,0.197073209354355,2,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"小貌改花","小貌","改花","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"小貌樹木","小貌","樹木","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"小起定義","小起","定義","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"小起迂線","小起","迂線","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"少許消息","少許","消息","unrelated","word","word",NA,-0.764373188971949,0.235762763161639,0.105436312998522,5,6,7,0,0.857142857142857,5,7,0,0.714285714285714,FALSE,FALSE,FALSE
"少許瓜釀權","少許","瓜釀權","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"少許細小","少許","細小","related","word","word",NA,-0.913348266768581,0.062864713171123,0.0444520649806483,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"尺寸柔近","尺寸","柔近","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"尺寸長度","尺寸","長度","related","word","word",NA,-0.864507268328504,0.477946591937151,0.337959276203759,2,3,4,0,0.75,3,4,0,0.75,FALSE,FALSE,FALSE
"尺寸雪花","尺寸","雪花","unrelated","word","word",0.971310396015591,0.218072788694865,1.12306578125024,0.502250286015887,5,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"尿航詞語","尿航","詞語","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"尿航通剪","尿航","通剪","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"屋罵發展","屋罵","發展","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"屋罵藉玄","屋罵","藉玄","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"屎報塢通","屎報","塢通","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"屎報法文","屎報","法文","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"屎忽人類","屎忽","人類","unrelated","word","word",0.643710630331738,0.0676046539244941,NA,NA,1,2,2,0,1,0,2,0,0,FALSE,FALSE,FALSE
"屎忽俗心","屎忽","俗心","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"屎忽屁股","屎忽","屁股","related","word","word",0.628067322774015,0.415271217707211,NA,NA,1,1,1,1,1,0,1,1,0,FALSE,FALSE,FALSE
"層次名閒","層次","名閒","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"層次由得","層次","由得","unrelated","word","word",NA,0.641066341448471,NA,NA,1,3,8,3,0.375,6,9,2,0.666666666666667,FALSE,FALSE,FALSE
"層次表面","層次","表面","related","word","word",NA,-0.627366479214788,0.620287944734513,0.234446806145557,7,10,10,0,1,8,10,0,0.8,FALSE,FALSE,FALSE
"屬采壯觀","屬采","壯觀","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"屬采景片","屬采","景片","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"山墳墓地","山墳","墓地","related","word","word",NA,0.64342773600747,2.14792286910894,1.2401038466786,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"山墳誌菜","山墳","誌菜","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"山墳陪伴","山墳","陪伴","unrelated","word","word",NA,-0.556534080020559,0.571009544180278,0.285504772090139,4,4,4,1,1,3,4,1,0.75,FALSE,FALSE,FALSE
"山局很架蒐","山局","很架蒐","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"山局爆炸","山局","爆炸","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"岩石石頭","岩石","石頭","related","word","word",0.933040192239012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"岩石詩詞","岩石","詩詞","unrelated","word","word",NA,-0.293969679755366,0.669981257246702,0.223327085748901,9,10,10,0,1,9,10,0,0.9,FALSE,FALSE,FALSE
