"word_combo","el_cue","el_target","type","cue_type","target_type","el_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"βεζάναπροοαρική","βεζάνα","προοαρική","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βελόναδημιουργικότητα","βελόνα","δημιουργικότητα","unrelated","word","word",0.128574958055434,0.369685773696923,1.31105581574366,0.279518039098738,22,23,23,0,1,21,23,0,0.91304347826087,FALSE,FALSE,FALSE
"βελόναπάγορας","βελόνα","πάγορας","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βελόνασύριγγα","βελόνα","σύριγγα","related","word","word",0.624801813647654,-0.217440019710197,0.608926640331468,0.121785328066294,25,27,27,1,1,26,27,1,0.962962962962963,FALSE,FALSE,FALSE
"βήγoςoρέιος","βήγoς","oρέιος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βήγoςόργανο","βήγoς","όργανο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βήσηαγκαιβάζω","βήση","αγκαιβάζω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βήσηχρηματοδότηση","βήση","χρηματοδότηση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βήχαςέγπειση","βήχας","έγπειση","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βήχαςπληροφορίες","βήχας","πληροφορίες","unrelated","word","word",0.0557591559118401,-0.233756082253102,0.89943002185176,0.135594177621066,44,49,50,2,0.98,46,50,2,0.92,FALSE,TRUE,FALSE
"βήχαςπυρετός","βήχας","πυρετός","related","word","word",0.569911895167975,-0.356069695704241,0.494623491469186,0.0888370015748611,31,31,32,1,0.96875,31,32,1,0.96875,FALSE,FALSE,FALSE
"βιβλιοθήκηέπιστρχνη","βιβλιοθήκη","έπιστρχνη","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βιβλιοθήκημουσείο","βιβλιοθήκη","μουσείο","related","word","word",0.411604496440038,-0.596358485946505,0.428401447688657,0.0913354955350021,22,25,25,1,1,24,25,1,0.96,FALSE,FALSE,FALSE
"βιβλιοθήκηφτηνός","βιβλιοθήκη","φτηνός","unrelated","word","word",0.0798738771723577,-0.262790988097378,0.753690037273321,0.16853021573075,20,21,21,0,1,21,21,0,1,FALSE,FALSE,FALSE
"βιβλιοκέκηενέρθηια","βιβλιοκέκη","ενέρθηια","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βιβλιοκέκηεπίδραση","βιβλιοκέκη","επίδραση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βίομηχανεμμακρύς","βίομηχανεμ","μακρύς","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βίομηχανεμτέξ","βίομηχανεμ","τέξ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βιομηχανίαάλφα","βιομηχανία","άλφα","unrelated","word","word",0.0678480979240547,-0.303859366929426,1.04607553429217,0.197689694023293,28,28,29,0,0.96551724137931,28,29,0,0.96551724137931,FALSE,FALSE,FALSE
"βιομηχανίαεπιχείρηση","βιομηχανία","επιχείρηση","related","word","word",0.386577736418731,-0.3578315564679,0.623672182982522,0.124734436596504,25,26,26,0,1,26,26,0,1,FALSE,FALSE,FALSE
"βιομηχανίαπλχύης","βιομηχανία","πλχύης","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βλέπωεπιδημία","βλέπω","επιδημία","unrelated","word","word",0.038577446295705,-0.078448182061846,0.994991577718144,0.163575607754223,37,38,38,0,1,37,38,0,0.973684210526316,FALSE,FALSE,FALSE
"βλέπωμύραγγα","βλέπω","μύραγγα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βλέπωσυναντώ","βλέπω","συναντώ","related","word","word",0.475398202843008,-0.350854756253137,0.541569915134279,0.0878542412747493,38,38,38,2,1,38,38,2,1,FALSE,FALSE,FALSE
"βλύψωεκβιασμός","βλύψω","εκβιασμός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βλύψωεπαθερί","βλύψω","επαθερί","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βοζίαακτινοβολία","βοζία","ακτινοβολία","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βοζίαμενικός","βοζία","μενικός","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βοήθειαβοηθώ","βοήθεια","βοηθώ","related","word","word",0.286837591536292,-0.428256020865861,0.666683084220037,0.117854032438587,32,37,39,0,0.948717948717949,39,39,0,1,FALSE,FALSE,FALSE
"βοήθειατίτλος","βοήθεια","τίτλος","unrelated","word","word",0.07771824485624,-0.641082989386963,0.422829991031508,0.0695128223279132,37,38,39,0,0.974358974358974,39,39,0,1,FALSE,FALSE,FALSE
"βοήθειαχόρω","βοήθεια","χόρω","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βοηθόςιός του aids","βοηθός","ιός του aids","related","word","word",NA,2.22703197160937,1.79360133978861,0.373991732418006,23,23,30,0,0.766666666666667,30,30,0,1,FALSE,FALSE,FALSE
"βοηθόςκοιλέτα","βοηθός","κοιλέτα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βοηθόςπραγματικά","βοηθός","πραγματικά","unrelated","word","word",0.117537319005514,-0.632910045050208,0.346717925569954,0.0612916490823619,32,34,36,1,0.944444444444444,34,36,1,0.944444444444444,FALSE,FALSE,FALSE
"βοιχόςμοιραίος","βοιχός","μοιραίος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βοιχόςφορτδιό","βοιχός","φορτδιό","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βολήεγγρεσή","βολή","εγγρεσή","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βολήπυροβολώ","βολή","πυροβολώ","related","word","word",0.336609193829471,0.110955849858535,0.876973347244202,0.182861583644296,23,23,23,0,1,23,23,0,1,FALSE,FALSE,FALSE
"βολήτρομάζω","βολή","τρομάζω","unrelated","word","word",0.138885022567759,-0.290860577278788,0.800121445486465,0.135245208790483,35,36,37,1,0.972972972972973,35,37,1,0.945945945945946,FALSE,FALSE,FALSE
"βόμβαβόθρα","βόμβα","βόθρα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βόμβαδιάσημος","βόμβα","διάσημος","unrelated","word","word",0.0836582259121225,-0.473433037901221,0.540113328793603,0.100296527244261,29,29,29,0,1,29,29,0,1,FALSE,FALSE,FALSE
"βόμβαεκρηκτικός","βόμβα","εκρηκτικός","related","word","word",0.504781018617209,0.281587287506217,0.878375571724958,0.175675114344992,25,25,26,0,0.961538461538462,23,26,0,0.884615384615385,FALSE,FALSE,FALSE
"βόξαγεμάτος","βόξα","γεμάτος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βόξακαόχλο","βόξα","καόχλο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βόχνειαλύχρς","βόχνεια","λύχρς","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βόχνειαπαραδέχομαι","βόχνεια","παραδέχομαι","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βραδινόατσάλι","βραδινό","ατσάλι","unrelated","word","word",0.136075313411588,0.0920491325166207,0.677967902600671,0.151598231677806,20,21,24,1,0.875,19,23,2,0.826086956521739,FALSE,FALSE,FALSE
"βραδινόντοιός","βραδινό","ντοιός","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βραδινόπρωινό","βραδινό","πρωινό","related","word","word",0.746467929596491,-0.738584615994957,0.451805260396792,0.101026727483922,20,20,20,0,1,19,20,0,0.95,FALSE,FALSE,FALSE
"βράχοςβιβλίο","βράχος","βιβλίο","unrelated","word","word",0.132003271916673,-0.573921600981018,1.11215673141341,0.206522320345697,29,30,30,0,1,30,30,0,1,FALSE,FALSE,FALSE
"βράχοςκλάταιγισο","βράχος","κλάταιγισο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βράχοςπέτρα","βράχος","πέτρα","related","word","word",0.460717437305259,-0.690023315182338,0.411129886573194,0.0806292043945348,26,27,27,1,1,27,27,1,1,FALSE,FALSE,FALSE
"βράχτεεπιβεβαιάρω","βράχτε","επιβεβαιάρω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βράχτεφιλελεύθερος","βράχτε","φιλελεύθερος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βρλαινόδιαίσθηση","βρλαινό","διαίσθηση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βρλαινόελατνικά","βρλαινό","ελατνικά","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βρμάικοςάταβλι","βρμάικος","άταβλι","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βρμάικοςυπηρέτης","βρμάικος","υπηρέτης","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βροχήομοσπονδία","βροχή","ομοσπονδία","unrelated","word","word",0.141122623930039,0.715204960334474,1.16749588081661,0.312026399034686,14,17,18,0,0.944444444444444,14,18,0,0.777777777777778,FALSE,FALSE,FALSE
"βροχήπομέ","βροχή","πομέ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βροχήχιόνι","βροχή","χιόνι","related","word","word",0.582777537928689,-0.305089060591477,0.912622197069576,0.158867132839011,33,33,33,0,1,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"βροχόλακαςκαταταλισμός","βροχόλακας","καταταλισμός","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βροχόλακαςμαμά","βροχόλακας","μαμά","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βρυκόλακαςκατατέρωμα","βρυκόλακας","κατατέρωμα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βρυκόλακαςνυκτερίδα","βρυκόλακας","νυκτερίδα","related","word","word",NA,0.173279969428725,1.3033012308578,0.298997808331649,19,20,22,0,0.909090909090909,21,22,0,0.954545454545455,FALSE,FALSE,FALSE
"βρυκόλακαςπρόσφατα","βρυκόλακας","πρόσφατα","unrelated","word","word",0.112568182272242,-0.404827889570481,0.917136898769357,0.191236263057015,23,25,25,0,1,22,25,0,0.88,FALSE,FALSE,FALSE
"βρώμικοςαηδιαστικός","βρώμικος","αηδιαστικός","related","word","word",0.624841689793535,0.0799887017079973,0.939764808525611,0.171576794793,30,33,36,0,0.916666666666667,33,36,0,0.916666666666667,FALSE,FALSE,FALSE
"βρώμικοςεφτήρας","βρώμικος","εφτήρας","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βρώμικοςπανοπλία","βρώμικος","πανοπλία","unrelated","word","word",0.122011769923812,-0.0813324646778937,0.422366208144089,0.0900487781407226,22,22,28,1,0.785714285714286,28,29,0,0.96551724137931,FALSE,FALSE,FALSE
"βρωτήμισθός","βρωτή","μισθός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"βρωτήπεριουλία","βρωτή","περιουλία","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαβάθαβροξείο","γαβάθα","βροξείο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαβάθαεπίδραση","γαβάθα","επίδραση","unrelated","word","word",0.100192916962253,0.39732547902777,1.47545232028429,0.283950931430864,27,27,28,1,0.964285714285714,9,28,1,0.321428571428571,FALSE,FALSE,FALSE
"γαβάθαπιάτο","γαβάθα","πιάτο","related","word","word",0.406353593567332,-0.150502218170964,0.983103642091734,0.196620728418347,25,26,29,0,0.896551724137931,12,29,0,0.413793103448276,FALSE,FALSE,FALSE
"γάβηέπιστρχνη","γάβη","έπιστρχνη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάβηηλίθιος","γάβη","ηλίθιος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαιδαρνήαδννάκος","γαιδαρνή","αδννάκος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαιδαρνήανάπορξη","γαιδαρνή","ανάπορξη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαιδαρνήαυτοκρατορία","γαιδαρνή","αυτοκρατορία","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαιδαρνήενοίκιο","γαιδαρνή","ενοίκιο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάιδαροςάλογο","γάιδαρος","άλογο","related","word","word",0.429214070073105,-0.335456514725675,0.976863969095015,0.213169194383472,21,24,24,0,1,21,24,0,0.875,FALSE,FALSE,FALSE
"γάιδαροςβαρέλι","γάιδαρος","βαρέλι","related","word","word",0.230155778980124,-0.244790441850963,0.936427823290094,0.168187402028293,31,31,34,1,0.911764705882353,33,35,0,0.942857142857143,FALSE,FALSE,FALSE
"γάιδαροςγυύαολα","γάιδαρος","γυύαολα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάιδαροςπανεπιστέκιο","γάιδαρος","πανεπιστέκιο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάιδαροςσύρμα","γάιδαρος","σύρμα","unrelated","word","word",0.113290784394338,-0.0927821330187949,1.25948777376141,0.251897554752281,25,26,26,1,1,24,26,1,0.923076923076923,FALSE,FALSE,FALSE
"γάιδαροςτσιγάρο","γάιδαρος","τσιγάρο","unrelated","word","word",0.103743883600491,-0.353943608425164,0.615844319657466,0.123168863931493,25,25,26,0,0.961538461538462,22,26,0,0.846153846153846,FALSE,FALSE,FALSE
"γάϊτθαπόμες","γάϊτθα","πόμες","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάϊτθαπτήση","γάϊτθα","πτήση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάλαέκβιασιος","γάλα","έκβιασιος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γάλαμαρτυρία","γάλα","μαρτυρία","unrelated","word","word",0.108943677115202,-0.342702416631186,0.623869807773204,0.113902522221265,30,32,35,0,0.914285714285714,34,35,0,0.971428571428571,FALSE,FALSE,FALSE
"γάλαχυμός","γάλα","χυμός","related","word","word",0.457220284026081,-0.357279478855933,0.870511825914125,0.149291546494094,34,35,36,0,0.972222222222222,34,36,0,0.944444444444444,FALSE,FALSE,FALSE
"γαμπρόςδοκιμή","γαμπρός","δοκιμή","unrelated","word","word",0.103109826528995,-0.246174832054223,0.700581547523537,0.116763591253923,36,37,38,1,0.973684210526316,37,39,0,0.948717948717949,FALSE,FALSE,FALSE
"γαμπρόςκατευθείvο","γαμπρός","κατευθείvο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γαμπρόςνυφη","γαμπρός","νυφη","related","word","word",0.38000595223885,-0.122730600059496,1.56343656344821,0.319135152138214,24,24,36,0,0.666666666666667,35,36,0,0.972222222222222,FALSE,FALSE,FALSE
"γγύωαντιστέκιααι","γγύω","αντιστέκιααι","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γγύωθέατρο","γγύω","θέατρο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γελοίοςαυτί","γελοίος","αυτί","unrelated","word","word",0.107773247189729,0.0830441016748146,0.943755325428248,0.181625797061714,27,29,31,0,0.935483870967742,30,31,0,0.967741935483871,FALSE,FALSE,FALSE
"γελοίοςπανιχίλοιου","γελοίος","πανιχίλοιου","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γελοίοςπαράλογος","γελοίος","παράλογος","related","word","word",0.610867731412809,-0.366019277742765,0.600374895168484,0.131012542974322,21,23,23,1,1,21,23,1,0.91304347826087,FALSE,FALSE,FALSE
"γέλοφυςάυin","γέλοφυς","άυin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γέλοφυςεπιχείρηση ","γέλοφυς","επιχείρηση ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γενικόςμάγισσα","γενικός","μάγισσα","unrelated","word","word",-0.0349198621091903,-0.310852443992977,0.582314235766336,0.110047046623597,28,29,30,0,0.966666666666667,28,30,0,0.933333333333333,FALSE,FALSE,FALSE
"γενικόςσαμοεμάι","γενικός","σαμοεμάι","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γενικόςσυνταγματάρχης","γενικός","συνταγματάρχης","related","word","word",0.287204395385611,0.591997081800423,0.85825278358287,0.159373540888817,29,32,33,1,0.96969696969697,33,34,0,0.970588235294118,FALSE,FALSE,FALSE
"γέννησηβόχνεια","γέννηση","βόχνεια","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γέννησηεγκυμοσύνη","γέννηση","εγκυμοσύνη","related","word","word",0.383193465699796,-0.387708674483673,0.468742953652491,0.102288098409034,21,25,26,2,0.961538461538462,26,26,2,1,FALSE,FALSE,FALSE
"γέννησηκομμάτι","γέννηση","κομμάτι","unrelated","word","word",0.112355946540906,-0.509053626463208,0.691116340483426,0.105394253857224,43,43,44,0,0.977272727272727,44,44,0,1,FALSE,FALSE,FALSE
"γεννήτριααντιδραστήρας","γεννήτρια","αντιδραστήρας","related","word","word",0.541891557835505,0.509058032772294,1.25384558967812,0.225197315829079,31,32,36,0,0.888888888888889,32,36,0,0.888888888888889,FALSE,FALSE,FALSE
"γεννήτριαεκτέλεση","γεννήτρια","εκτέλεση","unrelated","word","word",0.0949555250474421,-0.283884565220408,0.705585172962019,0.147124678907535,23,23,24,0,0.958333333333333,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"γεννήτριασνριοία","γεννήτρια","σνριοία","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γεόληαφύγω","γεόλη","αφύγω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γεόλητελικά","γεόλη","τελικά","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γεοφήτριαβιβλιονεαφία","γεοφήτρια","βιβλιονεαφία","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γεοφήτριαεκατοστόμετρο","γεοφήτρια","εκατοστόμετρο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γεύσημυρωδιά","γεύση","μυρωδιά","related","word","word",0.622598088775346,-0.408353508447887,0.583775246412201,0.127390202644067,21,21,21,0,1,21,21,0,1,FALSE,FALSE,FALSE
"γεύσηπλαστικό","γεύση","πλαστικό","unrelated","word","word",0.14222178474037,-0.168637848620186,0.806049673416385,0.180238186300054,20,20,20,0,1,20,20,0,1,FALSE,FALSE,FALSE
"γεύσηπόιομικο ναυτικο","γεύση","πόιομικο ναυτικο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γευστικόςδακτυλικό αποτύπωμα","γευστικός","δακτυλικό αποτύπωμα","unrelated","word","word",NA,1.35272897608902,0.900531400619412,0.161740214192844,31,31,35,0,0.885714285714286,30,35,0,0.857142857142857,FALSE,FALSE,FALSE
"γευστικόςνόστιμο","γευστικός","νόστιμο","related","word","word",0.423129421656003,-0.484986908279502,0.531139531980512,0.121851765516976,19,20,20,0,1,18,20,0,0.9,FALSE,FALSE,FALSE
"γευστικόςυπήρξερια","γευστικός","υπήρξερια","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γέφυραεκ προθέσεως","γέφυρα","εκ προθέσεως","unrelated","word","word",NA,0.70153738097058,0.666101472100172,0.135967393630179,24,27,30,0,0.9,29,30,0,0.966666666666667,FALSE,FALSE,FALSE
"γέφυραπροσλακύω","γέφυρα","προσλακύω","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γέφυρασήραγγα","γέφυρα","σήραγγα","related","word","word",0.500854953230695,-0.26694236001757,0.862075625079517,0.222586969273621,15,15,15,1,1,16,16,0,1,FALSE,FALSE,FALSE
"γηπετώ","γη","πετώ","related","word","word",0.0882966283757927,-0.339732354275486,0.445974559723301,0.0788379088542577,32,32,33,0,0.96969696969697,31,33,0,0.93939393939394,FALSE,FALSE,FALSE
"γηπόνε","γη","πόνε","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γηστυλ","γη","στυλ","unrelated","word","word",0.0755616026507276,-0.406930494063458,0.653846347939125,0.103382184963529,40,41,41,0,1,38,41,0,0.926829268292683,FALSE,FALSE,FALSE
"γήωαςανεύθυνος","γήωας","ανεύθυνος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γήωαςπάντρετενος","γήωας","πάντρετενος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γιόγκαανταμοωχή","γιόγκα","ανταμοωχή","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γιόγκαμασάζ","γιόγκα","μασάζ","related","word","word",0.537764895760627,-0.186132766234935,1.1008456920497,0.211857852213712,27,27,27,1,1,22,27,1,0.814814814814815,FALSE,FALSE,FALSE
"γιόγκασήραγγα","γιόγκα","σήραγγα","unrelated","word","word",0.0931913955618977,0.110025839336888,1.21345010362486,0.205110503595862,35,36,40,0,0.9,29,40,0,0.725,FALSE,FALSE,FALSE
"γιτόκααυτοπεποίθηση","γιτόκα","αυτοπεποίθηση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γιτόκαεώνω","γιτόκα","εώνω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γκολφεπιτροπή","γκολφ","επιτροπή","unrelated","word","word",0.131386267906482,-0.031747770072458,0.904727124411596,0.165179818142338,30,30,30,1,1,26,30,1,0.866666666666667,FALSE,FALSE,FALSE
"γκολφτάινα","γκολφ","τάινα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γκολφτένις","γκολφ","τένις","related","word","word",0.718383874616116,-0.277418280515069,1.15063974321072,0.221440721827664,27,29,30,0,0.966666666666667,23,30,0,0.766666666666667,FALSE,FALSE,FALSE
"γλίατάπημα","γλί","ατάπημα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γλίεπαρκής","γλί","επαρκής","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γλυκόςεισόδημα","γλυκός","εισόδημα","unrelated","word","word",0.102602623954384,-0.506060459659564,0.579689084382181,0.113686382810826,26,28,28,0,1,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"γλυκόςσίμος","γλυκός","σίμος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γλυκόςχαριτωμένος","γλυκός","χαριτωμένος","related","word","word",0.683232532694116,-0.26800488925004,0.690281689142716,0.135375377031327,26,26,27,0,0.962962962962963,27,27,0,1,FALSE,FALSE,FALSE
"γνάκωνευχαριστώ","γνάκων","ευχαριστώ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γνάκωνσυπιά","γνάκων","συπιά","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γνόμοςσχεδιάζω","γνόμος","σχεδιάζω","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"γνόμοςφρόνη","γνόμος","φρόνη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
