"word_combo","ro_cue","ro_target","type","cue_type","target_type","ro_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"conduceplimbare","conduce","plimbare","related","word","word",0.237217287540139,-0.686901274802924,0.326981363015618,0.0492942952073545,44,45,45,0,1,44,45,0,0.977777777777778,FALSE,FALSE,FALSE
"conferinţăals","conferinţă","als","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conferinţăatacator","conferinţă","atacator","unrelated","word","word",0.0529863099322962,-0.247703162518461,0.65039273849285,0.180386489832724,13,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"conferinţăîntâlnire","conferinţă","întâlnire","related","word","word",0.470934209046253,-0.489901836411838,0.637352710354948,0.15022547449987,18,19,19,0,1,19,19,0,1,FALSE,FALSE,FALSE
"confeziunielectezie","confeziuni","electezie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confeziuniunic","confeziuni","unic","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confirmarea confirma","confirmare","a confirma","related","word","word",NA,-0.130486830741683,0.694155310802129,0.100192688887754,48,49,49,2,1,49,49,2,1,FALSE,FALSE,FALSE
"confirmarecurafred","confirmare","curafred","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confirmareprofesionist","confirmare","profesionist","unrelated","word","word",0.0706061139391486,-0.0394741015540804,0.74254092308436,0.11194225606159,44,47,47,0,1,45,47,0,0.957446808510638,FALSE,FALSE,FALSE
"conflictadolesnian","conflict","adolesnian","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conflictcolonel","conflict","colonel","unrelated","word","word",0.143132911680078,-0.26656280962742,0.515692038936838,0.0815380707128323,40,40,42,0,0.952380952380952,42,42,0,1,FALSE,FALSE,FALSE
"conflictdisputa","conflict","disputa","related","word","word",0.452199885622723,-0.108977269646641,0.733056978818477,0.168174804764578,19,21,22,0,0.954545454545455,21,22,0,0.954545454545455,FALSE,FALSE,FALSE
"conflictfăcutdecemnţat","conflictfăcut","decemnţat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conflictfăcutsimplu","conflictfăcut","simplu","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conflictțieintim","conflictție","intim","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conflictțieschimcedură","conflictție","schimcedură","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conflictvareamesună","conflictvare","amesună","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conflictvareduminică","conflictvare","duminică","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conflictvatordubă","conflictvator","dubă","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conflictvatormaludii","conflictvator","maludii","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confnindadormică","confnind","adormică","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confnindîntâlni","confnind","întâlni","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confortabilabilitate","confortabil","abilitate","unrelated","word","word",0.0909428295766031,-0.210397318130203,0.682356483338804,0.118783017145792,33,33,33,0,1,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"confortabilparsic","confortabil","parsic","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confortabilplacut","confortabil","placut","related","word","word",0.281071472963941,-0.560120097399156,0.941606134630386,0.192204547376571,24,27,27,0,1,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"conkushimarebroasprimare","conkushimare","broasprimare","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conkushimarevânzare","conkushimare","vânzare","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conservarealibi","conservare","alibi","unrelated","word","word",0.0744049076122108,0.749901238317301,1.17547993973047,0.207797459133042,32,34,50,1,0.68,46,50,1,0.92,FALSE,TRUE,FALSE
"conservaremenţinere","conservare","menţinere","related","word","word",0.387419802929427,-0.48288945001751,0.580267461661852,0.11605349233237,25,27,28,2,0.964285714285714,26,27,3,0.962962962962963,FALSE,FALSE,FALSE
"conservarezâmbă","conservare","zâmbă","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conservatorjucărie","conservator","jucărie","unrelated","word","word",0.0425658095355422,-0.609368071829774,0.685556319548626,0.105783636694035,42,42,43,0,0.976744186046512,40,43,0,0.930232558139535,FALSE,FALSE,FALSE
"conservatorliberal","conservator","liberal","related","word","word",0.604735469329486,-0.526459344426135,0.690566338218136,0.184561617175094,14,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"conservatorniţat","conservator","niţat","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conspiraţieflufan","conspiraţie","flufan","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conspiraţiefraudă","conspiraţie","fraudă","related","word","word",0.521776340912057,-0.263615010957824,0.611927027736986,0.0967541584732954,40,41,42,0,0.976190476190476,42,42,0,1,FALSE,FALSE,FALSE
"conspiraţielup","conspiraţie","lup","unrelated","word","word",0.103537816287719,-0.603804692526591,0.516530997731879,0.143259922899143,13,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"constansațidiarnă","constansațid","iarnă","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"constansațidștao","constansațid","ștao","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"construcțiechelpa","construcție","chelpa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"construcțieconstruire","construcție","construire","related","word","word",0.601622793513734,0.0135976823120618,0.762594216185103,0.155663892537599,24,24,27,0,0.888888888888889,25,27,0,0.925925925925926,FALSE,FALSE,FALSE
"construcțielumânare","construcție","lumânare","unrelated","word","word",0.14366110458474,-0.489445275341266,0.452547508227034,0.0855234402293349,28,28,28,0,1,28,28,0,1,FALSE,FALSE,FALSE
"contactconexiune","contact","conexiune","related","word","word",0.397810287951963,-0.128067626113025,0.686739765663434,0.146413409989328,22,25,25,0,1,23,25,0,0.92,FALSE,FALSE,FALSE
"contactdifse","contact","difse","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contactmarketing","contact","marketing","unrelated","word","word",0.0599943333025504,-0.27321941081405,0.331396950117385,0.0803755664318544,17,17,20,0,0.85,20,20,0,1,FALSE,FALSE,FALSE
"contaminanunchifără valoare","contaminanunchi","fără valoare","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contaminanunchisefat","contaminanunchi","sefat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contaminareîn cauf dinpadierd","contaminare","în cauf dinpadierd","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contaminareinvestitor","contaminare","investitor","unrelated","word","word",0.10783827354796,0.0329642326946906,1.11707560015899,0.219076549360349,26,26,28,0,0.928571428571429,24,27,1,0.888888888888889,FALSE,FALSE,FALSE
"contaminareradiație","contaminare","radiație","related","word","word",0.423707904749261,-0.214635635392593,0.589228290009501,0.0859477795125548,47,49,49,1,1,47,49,1,0.959183673469388,FALSE,FALSE,FALSE
"conţicurcareatlandă","conţicurcare","atlandă","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conţicurcaretelefon","conţicurcare","telefon","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conţigătirespânde","conţigătire","spânde","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conţigătirespirit","conţigătire","spirit","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conţiminarefurtună","conţiminare","furtună","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conţiminarelisari","conţiminare","lisari","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conțineconţinut","conține","conţinut","related","word","word",0.461417699057964,-0.518402789792338,0.478178325640349,0.0775707675393059,38,40,41,1,0.975609756097561,40,41,1,0.975609756097561,FALSE,FALSE,FALSE
"conțineers","conține","ers","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conțineîncăierare","conține","încăierare","unrelated","word","word",0.0814972977241967,0.152948804806191,0.868513824200423,0.13732409319082,40,40,42,0,0.952380952380952,41,42,0,0.976190476190476,FALSE,FALSE,FALSE
"contipiniminatine","contipini","minatine","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contipiniprostie","contipini","prostie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contractacord","contract","acord","related","word","word",0.313938487365071,-0.822939762940525,0.330311430947234,0.0497963218371529,44,45,45,0,1,45,45,0,1,FALSE,FALSE,FALSE
"contractcreşcări","contract","creşcări","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contractseringă","contract","seringă","unrelated","word","word",0.122402347509037,-0.206853066443025,0.568568465590034,0.107449340233201,28,30,30,1,1,30,30,1,1,FALSE,FALSE,FALSE
"contrafăcutdisot","contrafăcut","disot","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contrafăcutexplozie","contrafăcut","explozie","unrelated","word","word",0.0500856511642891,-0.381091547985847,1.04966138014289,0.163929566446101,41,41,41,0,1,39,41,0,0.951219512195122,FALSE,FALSE,FALSE
"contrafăcutfals","contrafăcut","fals","related","word","word",0.505404748007564,-0.436512140923432,0.717125341956363,0.116333092101045,38,38,38,0,1,35,38,0,0.921052631578947,FALSE,FALSE,FALSE
"contrazefcomerciclezi","contrazef","comerciclezi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contrazefelegant","contrazef","elegant","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"controlmanipulare","control","manipulare","related","word","word",0.353940045854848,-0.336661138189882,0.481350840971321,0.0680732887561337,50,50,51,0,0.980392156862745,49,51,0,0.96078431372549,TRUE,TRUE,TRUE
"controlpănoapte","control","pănoapte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"controlprocuror","control","procuror","unrelated","word","word",0.130024018530226,0.0550259171634375,0.715971317180572,0.140413527595249,26,27,29,0,0.931034482758621,29,29,0,1,FALSE,FALSE,FALSE
"contrudoțieexplozie","contrudoție","explozie","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contrudoțiesuferinrunci","contrudoție","suferinrunci","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conversacimipeam","conversa","cimipeam","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conversaţieartenent","conversaţie","artenent","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conversaţiediscuţie","conversaţie","discuţie","related","word","word",0.769788347586254,-0.651331010545675,0.363907023944332,0.0857737081174842,18,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"conversaţiepădure","conversaţie","pădure","unrelated","word","word",0.131926341412934,-0.631410021732427,0.358713426326927,0.0567175727238048,40,41,42,0,0.976190476190476,42,42,0,1,FALSE,FALSE,FALSE
"conversavampir","conversa","vampir","unrelated","word","word",0.13943718880201,-0.325727156716949,0.69787294574222,0.1017952312973,47,50,53,2,0.943396226415094,48,53,2,0.905660377358491,FALSE,TRUE,FALSE
"conversavorbi","conversa","vorbi","related","word","word",0.515780176623767,-0.532447477239335,0.540483593134746,0.0913584016697573,35,35,36,2,0.972222222222222,30,36,2,0.833333333333333,FALSE,FALSE,FALSE
"conzargint","conz","argint","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conztosu","conz","tosu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"coramindivistanţial","coram","indivistanţial","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"corammașină","coram","mașină","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"corectplastic","corect","plastic","unrelated","word","word",0.0979926196221672,-0.590000221236249,0.576639090846233,0.108974545044108,28,28,28,0,1,28,28,0,1,FALSE,FALSE,FALSE
"corectreat","corect","reat","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"corectrezonabil","corect","rezonabil","related","word","word",0.460734069316775,0.00548636081183972,0.90773113838899,0.143524895018336,40,42,42,0,1,40,42,0,0.952380952380952,FALSE,FALSE,FALSE
"corenspirachelgera","corenspira","chelgera","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"corenspiracomunitate","corenspira","comunitate","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"coroanăevenicuri","coroană","evenicuri","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"coroanăștiri","coroană","știri","unrelated","word","word",0.0852736678495146,-0.580037943489824,0.54915387332996,0.0818630260582066,45,47,47,0,1,46,47,0,0.978723404255319,FALSE,FALSE,FALSE
"coroanătron","coroană","tron","related","word","word",0.444244517090776,-0.488991884901386,0.48964579331372,0.099948529026574,24,25,25,0,1,25,25,0,1,FALSE,FALSE,FALSE
"corpcadavru","corp","cadavru","related","word","word",0.456336185271748,-0.544906675073481,0.709888713913293,0.121744910044765,34,34,36,0,0.944444444444444,34,36,0,0.944444444444444,FALSE,FALSE,FALSE
"corpfinanciar","corp","financiar","unrelated","word","word",0.102459784281317,-0.306006128198382,0.404531835861548,0.104449670886833,15,17,17,1,1,15,17,1,0.88235294117647,FALSE,FALSE,FALSE
"corpstrăcără","corp","străcără","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cosiderarebu mil","cosiderare","bu mil","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cosideraregândire","cosiderare","gândire","related","word","word",0.252413465456278,-0.343555880017851,0.997104586202483,0.188435054729552,28,30,30,0,1,19,30,0,0.633333333333333,FALSE,FALSE,FALSE
"cosiderarelumină","cosiderare","lumină","unrelated","word","word",0.13482948866168,-0.30505686021259,0.868950555909945,0.177373789473929,24,24,24,0,1,17,24,0,0.708333333333333,FALSE,FALSE,FALSE
"coșmarparfum","coșmar","parfum","unrelated","word","word",0.114283087216855,-0.463089909042131,1.11042391173194,0.199438022044368,31,31,31,0,1,31,31,0,1,FALSE,FALSE,FALSE
"coșmarsălot","coșmar","sălot","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"coșmarvis","coșmar","vis","related","word","word",0.453805641201027,-0.509189824675346,1.09473940989442,0.182456568315737,36,36,36,1,1,35,36,1,0.972222222222222,FALSE,FALSE,FALSE
"costauanimal","costau","animal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"costauscandică","costau","scandică","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cotămânăbăiat","cotămână","băiat","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cotămânădepretesc","cotămână","depretesc","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crăciundepozit de arme","crăciun","depozit de arme","unrelated","word","word",NA,0.423408157376699,0.754958821227788,0.135594607104395,31,31,33,0,0.93939393939394,33,33,0,1,FALSE,FALSE,FALSE
"crăciunîndeshidere","crăciun","îndeshidere","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crăciunvacanţă","crăciun","vacanţă","related","word","word",0.401899559310931,-0.420358163583921,1.44608182575967,0.361520456439917,16,17,17,0,1,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"cranedivin","crane","divin","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cranetracghie","crane","tracghie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crăpăturăgaură","crăpătură","gaură","related","word","word",0.599934353864674,-0.541432521368489,0.430531092661154,0.0707788756369626,37,39,39,0,1,38,39,0,0.974358974358974,FALSE,FALSE,FALSE
"crăpăturămununghi","crăpătură","mununghi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crăpăturăpsihologie","crăpătură","psihologie","unrelated","word","word",0.0940090073921476,-0.244947491574615,0.639443738477832,0.136329863112583,22,23,24,0,0.958333333333333,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"crea opciocolată","crea op","ciocolată","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crea opitine","crea op","itine","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"creareimvas","creare","imvas","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crearelegume și fructe","creare","legume și fructe","related","word","word",NA,0.101482079122761,0.969193144290361,0.15933437142463,37,37,37,0,1,36,37,0,0.972972972972973,FALSE,FALSE,FALSE
"crearesolid","creare","solid","unrelated","word","word",0.12916594808266,-0.455093335314937,0.689157687525384,0.116488910358189,35,36,36,0,1,33,35,1,0.942857142857143,FALSE,FALSE,FALSE
"creațieapăra","creație","apăra","unrelated","word","word",0.0923957846515706,-0.340322233307752,0.873108005891434,0.211759795933105,17,17,17,0,1,17,17,0,1,FALSE,FALSE,FALSE
"creațiedistrugere","creație","distrugere","related","word","word",0.288442939355868,-0.440146405329296,0.628345572150934,0.109380924330176,33,33,33,0,1,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"creațieinvestirentu","creație","investirentu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"creditasiscitor","credit","asiscitor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"creditîmprumut","credit","împrumut","related","word","word",0.465839942088545,-0.298176349837755,1.01624740888361,0.195576905027404,27,29,29,0,1,28,29,0,0.96551724137931,FALSE,FALSE,FALSE
"creditînmormântare","credit","înmormântare","unrelated","word","word",0.110096827036898,-0.0646652809118949,1.0922497001473,0.21844994002946,25,26,27,1,0.962962962962963,27,27,1,1,FALSE,FALSE,FALSE
"creiercerebral","creier","cerebral","related","word","word",0.614781593754162,-0.175549578147686,0.84436194551867,0.146984548254083,33,35,36,0,0.972222222222222,36,36,0,1,FALSE,FALSE,FALSE
"creierorwa","creier","orwa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"creiersemnare","creier","semnare","unrelated","word","word",0.0854098123430528,-0.063762276352188,0.738607982698569,0.132657909811963,31,34,36,0,0.944444444444444,36,36,0,1,FALSE,FALSE,FALSE
"crelutegoră","crelut","egoră","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"creluttânăr","crelut","tânăr","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cremăiad","cremă","iad","unrelated","word","word",0.00473638592702919,-0.489749339182262,0.590084020026091,0.0870031422083923,46,48,49,2,0.979591836734694,48,49,2,0.979591836734694,FALSE,FALSE,FALSE
"cremăploatare","cremă","ploatare","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cremăsos","cremă","sos","related","word","word",0.510478503243613,-0.656839780858406,0.57097162633517,0.096511819865286,35,36,36,0,1,36,36,0,1,FALSE,FALSE,FALSE
"crerougreşepionat","crerou","greşepionat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crerouinterzice","crerou","interzice","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cresgaceremonrământ","cresga","ceremonrământ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cresgafinanțarea","cresga","finanțarea","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cressatorradiatenţă","cressator","radiatenţă","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cressatorsursă de venit","cressator","sursă de venit","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"creștealee","crește","alee","unrelated","word","word",0.126319166878161,-0.425994758343347,0.58486441807537,0.130779659643738,20,20,26,1,0.769230769230769,26,26,1,1,FALSE,FALSE,FALSE
"creștefiru","crește","firu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"creștereduce","crește","reduce","related","word","word",0.41484706966627,-0.389344182199304,0.682747389528978,0.148987694907145,21,25,25,1,1,24,25,1,0.96,FALSE,FALSE,FALSE
"criticpolitic","critic","politic","related","word","word",0.424081836323907,-0.302499581316263,0.987691216312702,0.246922804078175,16,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"criticprostie","critic","prostie","unrelated","word","word",0.12204264216042,-0.6416825144247,0.443988860228043,0.0772885400589396,33,34,34,0,1,33,34,0,0.970588235294118,FALSE,FALSE,FALSE
"criticsmoceri","critic","smoceri","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crozăînchide","croză","închide","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crozăperte","croză","perte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crustatechanma","crustate","chanma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crustateindividual","crustate","individual","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cu fermitatecu putere","cu fermitate","cu putere","related","word","word",NA,-0.402186080614777,0.689347353029956,0.154142754148453,20,20,21,0,0.952380952380952,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"cu fermitateemoţional","cu fermitate","emoţional","unrelated","word","word",NA,-0.640134664231037,0.351563039696025,0.0621481523459037,32,33,33,0,1,31,33,0,0.93939393939394,FALSE,FALSE,FALSE
"cu fermitateperioakfuod","cu fermitate","perioakfuod","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cufdistdistrict","cufdist","district","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cufdistparohialare","cufdist","parohialare","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cufuncravată","cufun","cravată","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cufungrjo","cufun","grjo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cuibautoin","cuib","autoin","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cuibou","cuib","ou","related","word","word",0.482877350055644,-0.709562822155803,0.290142755534896,0.0497590720635834,34,36,37,0,0.972972972972973,36,37,0,0.972972972972973,FALSE,FALSE,FALSE
"cuibultimul","cuib","ultimul","unrelated","word","word",0.147706380019134,-0.496127813761572,0.357898437457684,0.0653430158304752,30,32,33,0,0.96969696969697,30,33,0,0.909090909090909,FALSE,FALSE,FALSE
"culetgreşeală","culet","greşeală","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"culetsclateptat","culet","sclateptat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"culinznantiad","culinz","nantiad","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"culinzprogram","culinz","program","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cultorjaă","cultor","jaă","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
