"word_combo","ko_cue","ko_target","type","cue_type","target_type","ko_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"납니레스성","납니","레스성","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"납니빠른","납니","빠른","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"납치벅스","납치","벅스","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"납치범딸기","납치범","딸기","unrelated","word","word",0.127147742818039,-0.62365136021511,0.392192547782201,0.0554644020135247,50,58,59,5,0.983050847457627,56,59,5,0.949152542372881,TRUE,TRUE,TRUE
"납치범몸값","납치범","몸값","related","word","word",0.412445530566008,-0.092848194570824,0.628104826669747,0.0785131033337184,64,71,75,1,0.946666666666667,70,75,1,0.933333333333333,TRUE,TRUE,TRUE
"납치범민롤","납치범","민롤","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"납치유괴하다","납치","유괴하다","related","word","word",NA,0.136855382494364,1.13837932464693,0.156368426021029,53,54,58,1,0.931034482758621,48,57,2,0.842105263157895,FALSE,TRUE,TRUE
"납치치즈","납치","치즈","unrelated","word","word",0.107822282180182,-0.527388517197135,0.653858015298814,0.0898143057238156,53,55,57,1,0.964912280701754,52,57,1,0.912280701754386,TRUE,TRUE,TRUE
"낫길시악센트","낫길시","악센트","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"낫길시자동히","낫길시","자동히","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"났자떠웃다","났자떠","웃다","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"났자떠지셔","났자떠","지셔","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"낭비하다델을","낭비하다","델을","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"낭비하다쓰다","낭비하다","쓰다","related","word","word",NA,-0.140635162268585,0.666681658662305,0.0883041428760016,57,61,63,2,0.968253968253968,62,64,1,0.96875,TRUE,TRUE,TRUE
"낭비하다재판","낭비하다","재판","unrelated","word","word",0,-0.433571070997402,1.09889419703384,0.149540559113242,54,60,61,5,0.983606557377049,61,61,5,1,FALSE,TRUE,TRUE
"낮은높은","낮은","높은","related","word","word",0.442891984117334,-0.754038710804695,0.430856527365109,0.0556233385029942,60,67,70,0,0.957142857142857,67,70,0,0.957142857142857,TRUE,TRUE,TRUE
"낮은소지적 인","낮은","소지적 인","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"낮은자백하다","낮은","자백하다","unrelated","word","word",0,-0.217584986368452,0.548184033027707,0.0752988679243527,53,58,60,2,0.966666666666667,49,60,2,0.816666666666667,TRUE,TRUE,TRUE
"낮잠대지운","낮잠","대지운","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"낮잠사보타주","낮잠","사보타주","unrelated","word","word",0,1.30426684107205,1.63317882476546,0.238223615388956,47,57,143,11,0.398601398601399,142,145,9,0.979310344827586,FALSE,TRUE,FALSE
"낮잠한가롭게 이리저리 거닐다","낮잠","한가롭게 이리저리 거닐다","related","word","word",NA,3.32909533837593,1.99697716698305,0.276930906595699,52,63,68,5,0.926470588235294,65,69,4,0.942028985507246,FALSE,TRUE,TRUE
"내각계속하다","내각","계속하다","unrelated","word","word",0,-0.391912983052281,0.858261715925586,0.11469004604208,56,61,62,2,0.983870967741935,51,62,2,0.82258064516129,FALSE,TRUE,TRUE
"내각벽장","내각","벽장","related","word","word",NA,-0.421788800667539,0.574307787640321,0.073532577250631,61,70,77,6,0.909090909090909,51,78,5,0.653846153846154,TRUE,TRUE,TRUE
"내각씩만","내각","씩만","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"내부의상관움","내부의","상관움","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"내부의외부의","내부의","외부의","related","word","word",0.636962615499771,-0.579601840402085,0.428016750978914,0.0566922036037423,57,63,66,3,0.954545454545455,59,66,3,0.893939393939394,TRUE,TRUE,TRUE
"내부의하다","내부의","하다","unrelated","word","word",0.148316682861598,0.21628883501116,0.885808769626855,0.121675192146639,53,70,79,3,0.886075949367089,75,79,3,0.949367088607595,FALSE,TRUE,TRUE
"내일부모","내일","부모","unrelated","word","word",0.1264609638906,-0.259466297597928,0.870661448801045,0.117399965806742,55,60,62,1,0.967741935483871,60,62,1,0.967741935483871,FALSE,TRUE,TRUE
"내일아침","내일","아침","related","word","word",0.245948955736902,-0.777694089482636,0.460001924111883,0.0614703427601233,56,62,64,1,0.96875,63,64,1,0.984375,TRUE,TRUE,TRUE
"내일이틀적인","내일","이틀적인","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"내주몬라잉","내주몬","라잉","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"내주몬트럭","내주몬","트럭","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"낸건꼽나","낸건","꼽나","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"낸건팔","낸건","팔","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"냄입러와","냄입","러와","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"냄입표면","냄입","표면","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"냐구메세지","냐구","메세지","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"냐구피대소","냐구","피대소","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"너라대양","너라","대양","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"너라탐지자","너라","탐지자","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"널한강엽병","널한","강엽병","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"널한먼지","널한","먼지","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"넘도로희","넘도","로희","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"넘도매력적인","넘도","매력적인","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"네를시","네를","시","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"네를연희 싼","네를","연희 싼","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"네이스트약속자는","네이스트","약속자는","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"네이스트여자","네이스트","여자","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"네트투월인운놓자람","네트투월인운","놓자람","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"네트투월인운주사기","네트투월인운","주사기","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"네티봐서자","네티","봐서자","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"네티알았다","네티","알았다","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"넬씨데프","넬씨","데프","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"넬씨원인","넬씨","원인","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"넷젝치다수염","넷젝치다","수염","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"넷젝치다좋겠실","넷젝치다","좋겠실","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"녀석두개골","녀석","두개골","unrelated","word","word",0.129954458647284,-0.00563469251617939,0.508909029691951,0.0699040313170665,53,57,62,4,0.919354838709677,49,63,3,0.777777777777778,TRUE,TRUE,TRUE
"녀석려나","녀석","려나","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"녀석형","녀석","형","related","word","word",0.29828199523611,-0.481062606578392,0.603239033180326,0.0772368436621456,61,73,75,2,0.973333333333333,66,74,3,0.891891891891892,TRUE,TRUE,TRUE
"노력하다성","노력하다","성","unrelated","word","word",0,0.0186912119006142,0.820216782530543,0.111617366425955,54,62,68,0,0.911764705882353,65,68,0,0.955882352941177,FALSE,TRUE,TRUE
"노력하다시도","노력하다","시도","related","word","word",NA,-0.0700189820606682,1.21170908849027,0.145872632309681,69,75,88,4,0.852272727272727,82,87,5,0.942528735632184,FALSE,TRUE,TRUE
"노력하다트홀","노력하다","트홀","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"노린있다깝네","노린있다","깝네","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"노린있다핥다","노린있다","핥다","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"노벨락이","노벨","락이","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"노벨상","노벨","상","related","word","word",0.413149031539056,-0.455263195714262,0.68724188711446,0.0935217751832125,54,65,65,4,1,60,66,3,0.909090909090909,FALSE,TRUE,TRUE
"노벨완전히","노벨","완전히","unrelated","word","word",0.115293458528766,-0.167704149061787,1.13540147016042,0.151724403492133,56,66,69,3,0.956521739130435,65,68,4,0.955882352941177,FALSE,TRUE,TRUE
"노선길","노선","길","related","word","word",NA,-0.570086733628749,0.466119396249201,0.0634308155569281,54,61,63,5,0.968253968253968,59,64,4,0.921875,TRUE,TRUE,TRUE
"노선만이다","노선","만이다","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"노선메달","노선","메달","unrelated","word","word",0,-0.186880946140689,0.604638462477173,0.0830534801909327,53,59,64,3,0.921875,54,65,2,0.830769230769231,TRUE,TRUE,TRUE
"노예대선풍","노예","대선풍","unrelated","word","word",0,0.704793148658408,1.8046334593676,0.255213711334993,50,66,169,7,0.390532544378698,157,170,6,0.923529411764706,FALSE,TRUE,TRUE
"노예여라","노예","여라","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"노예하인","노예","하인","related","word","word",0.366226681569713,0.174660718924489,1.16329029653165,0.124717810856676,87,103,108,1,0.953703703703704,100,106,3,0.943396226415094,FALSE,TRUE,TRUE
"녹다데프","녹다","데프","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"녹다얼다","녹다","얼다","related","word","word",NA,-0.601586667099032,0.721485067805786,0.0939293552665612,59,66,68,4,0.970588235294118,61,68,4,0.897058823529412,FALSE,TRUE,TRUE
"녹다울타리","녹다","울타리","unrelated","word","word",0,-0.399793505676219,0.660739260503561,0.0916280493637595,52,59,62,0,0.951612903225806,55,62,0,0.887096774193548,FALSE,TRUE,TRUE
"녹슨먼지가 자뜩한","녹슨","먼지가 자뜩한","related","word","word",NA,0.450185755813799,1.03302085668678,0.141896327445254,53,66,117,7,0.564102564102564,89,119,5,0.747899159663866,FALSE,TRUE,TRUE
"녹슨보스턴","녹슨","보스턴","unrelated","word","word",0.157629498402348,-0.144928613129596,0.658570368206787,0.0864745258363472,58,67,69,0,0.971014492753623,58,68,1,0.852941176470588,TRUE,TRUE,TRUE
"녹슨보여하다","녹슨","보여하다","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"논평성명","논평","성명","related","word","word",NA,-0.578842265234657,0.430631168410446,0.0597177984044936,52,61,65,1,0.938461538461538,57,65,1,0.876923076923077,TRUE,TRUE,TRUE
"논평알의","논평","알의","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"논평형제","논평","형제","unrelated","word","word",0,-0.635632783947273,1.03805458710538,0.139971251971157,55,59,61,2,0.967213114754098,56,60,3,0.933333333333333,FALSE,TRUE,TRUE
"놀라다실망","놀라다","실망","related","word","word",NA,-0.4437124450629,1.17855166356228,0.158915873895903,55,65,65,1,1,61,64,2,0.953125,FALSE,TRUE,TRUE
"놀라다십당","놀라다","십당","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"놀라다흉터","놀라다","흉터","unrelated","word","word",0,-0.410619139974664,0.572988048562195,0.0794591457430402,52,57,60,4,0.95,56,60,4,0.933333333333333,TRUE,TRUE,TRUE
"놀즈날두","놀즈","날두","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"놀즈아빠","놀즈","아빠","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"놈그세하융네번째","놈그세하융","네번째","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"놈그세하융실마","놈그세하융","실마","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"농구레도","농구","레도","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"농구원인","농구","원인","unrelated","word","word",0.0754833828239873,-0.546621279212972,0.417257695415645,0.0543223249645311,59,67,68,3,0.985294117647059,65,68,3,0.955882352941177,TRUE,TRUE,TRUE
"농구축구","농구","축구","related","word","word",0.424017856391193,-0.594167279433897,0.929308960390535,0.124184133437159,56,71,71,6,1,68,70,7,0.971428571428571,FALSE,TRUE,TRUE
"농장주노동자","농장주","노동자","related","word","word",NA,-0.680076333325212,0.468643336081461,0.0615358847443368,58,66,70,7,0.942857142857143,64,70,7,0.914285714285714,TRUE,TRUE,TRUE
"농장주약탈","농장주","약탈","unrelated","word","word",0,-0.501640456859177,0.630091871730625,0.087378021222225,52,57,58,3,0.982758620689655,56,59,2,0.949152542372881,TRUE,TRUE,TRUE
"농장주토닌","농장주","토닌","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"뇌관대악","뇌관","대악","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"뇌관소름 끼치는","뇌관","소름 끼치는","unrelated","word","word",0,-0.0452245009291146,0.611876098130023,0.0856797914104239,51,55,59,1,0.932203389830508,52,59,1,0.88135593220339,TRUE,TRUE,TRUE
"뇌관타이머","뇌관","타이머","related","word","word",NA,-0.0866336632988407,1.44250874237226,0.19450783914188,55,61,65,3,0.938461538461538,51,61,7,0.836065573770492,FALSE,TRUE,TRUE
"뇌대뇌의","뇌","대뇌의","related","word","word",NA,0.519908932954493,1.31801972557391,0.182776450101143,52,57,65,3,0.876923076923077,57,65,3,0.876923076923077,FALSE,TRUE,TRUE
"뇌라잉","뇌","라잉","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"뇌리어림공산주의자","뇌리어림","공산주의자","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"뇌리어림록해","뇌리어림","록해","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"뇌물랑이","뇌물","랑이","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"뇌물약탈","뇌물","약탈","related","word","word",0.371887475628228,-0.479957822760925,0.400204534607634,0.0521021925301553,59,72,78,3,0.923076923076923,70,79,2,0.886075949367089,TRUE,TRUE,TRUE
"뇌물푸른","뇌물","푸른","unrelated","word","word",0.148889240482476,-0.64910927841166,0.810223582268684,0.112357795017687,52,58,58,3,1,57,58,3,0.982758620689655,FALSE,TRUE,TRUE
"뇌징후","뇌","징후","unrelated","word","word",0,0.403139968149135,0.966927882307403,0.131582218317947,54,56,61,2,0.918032786885246,56,61,2,0.918032786885246,FALSE,TRUE,TRUE
"누스놀즈","누스","놀즈","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"누스인간","누스","인간","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"누한굴랑이","누한굴","랑이","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"누한굴지도","누한굴","지도","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"눈귀","눈","귀","related","word","word",0.264523631866104,-0.517441835172522,0.819948130142855,0.107664464099058,58,68,69,2,0.985507246376812,62,69,2,0.898550724637681,FALSE,TRUE,TRUE
"눈물밍도","눈물","밍도","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"눈물자르다","눈물","자르다","related","word","word",NA,-0.139523640324691,0.665084113861057,0.0757933690097536,77,88,90,2,0.977777777777778,88,90,2,0.977777777777778,TRUE,TRUE,TRUE
"눈물트럭","눈물","트럭","unrelated","word","word",0.0950993319766757,-0.46045203601907,0.710461088932586,0.0994844513309153,51,58,61,1,0.950819672131147,58,61,1,0.950819672131147,FALSE,TRUE,TRUE
"눈부신극적인","눈부신","극적인","related","word","word",0.286181056746466,-0.222991931427116,0.601970736654284,0.0804417233365805,56,63,64,3,0.984375,62,64,3,0.96875,TRUE,TRUE,TRUE
"눈부신술댐","눈부신","술댐","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"눈부신유지하다","눈부신","유지하다","unrelated","word","word",0,-0.283768346939176,1.23814588439868,0.173375102304471,51,54,57,1,0.947368421052632,53,56,2,0.946428571428571,FALSE,TRUE,TRUE
"눈빠른","눈","빠른","unrelated","word","word",0.107913770630051,-0.278607440916822,1.32902716377751,0.186101026856988,51,55,57,2,0.964912280701754,54,57,2,0.947368421052632,FALSE,TRUE,TRUE
"눈사악기","눈","사악기","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"눈이 먼골에","눈이 먼","골에","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"눈이 먼인격","눈이 먼","인격","unrelated","word","word",0,-0.144295407450828,0.952881826298892,0.12733419014621,56,62,65,0,0.953846153846154,61,65,0,0.938461538461538,FALSE,TRUE,TRUE
"눈이 먼청각 장애인","눈이 먼","청각 장애인","related","word","word",NA,-0.152250148516488,0.621023917739433,0.0853041955663127,53,62,62,1,1,57,62,1,0.919354838709677,TRUE,TRUE,TRUE
"눌다게임","눌다","게임","related","word","word",NA,-0.104174529678411,1.14525206607122,0.147851405970116,60,63,66,1,0.954545454545455,26,65,2,0.4,FALSE,TRUE,TRUE
"눌다셜을","눌다","셜을","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"눌다팩스","눌다","팩스","unrelated","word","word",0,-0.0658154985452266,0.937192525506148,0.127535748791132,54,59,63,4,0.936507936507937,17,63,4,0.26984126984127,FALSE,TRUE,TRUE
"뉘가계관다","뉘가","계관다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"뉘가북쪽","뉘가","북쪽","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늄니유명한","늄니","유명한","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늄니한줌","늄니","한줌","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늄토고르다","늄토","고르다","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늄토렀고","늄토","렀고","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"느린매니다","느린","매니다","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"느린빠른","느린","빠른","related","word","word",0.502351876291607,-0.574348493602129,0.494606531708925,0.0673074236741431,54,72,74,4,0.972972972972973,65,73,5,0.89041095890411,TRUE,TRUE,TRUE
"느린정부","느린","정부","unrelated","word","word",0.102654588758472,-0.512657297023572,0.564202961376873,0.0797903479910238,50,59,62,3,0.951612903225806,46,61,4,0.754098360655738,TRUE,TRUE,TRUE
"느슬다음악가","느슬다","음악가","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"느슬다해다사","느슬다","해다사","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"는디멋진부시","는디","멋진부시","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"는디푸른","는디","푸른","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"는척있겼쟀는","는척","있겼쟀는","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"는척파리","는척","파리","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늘에걱정하다","늘에","걱정하다","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늘에는진","늘에","는진","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"능이심어적 인","능이","심어적 인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"능이옳은","능이","옳은","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"능한별","능한","별","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"능한살바","능한","살바","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늦은늑대","늦은","늑대","unrelated","word","word",0.139331703364607,-0.276990425059901,0.855550391463701,0.113320417659334,57,60,62,3,0.967741935483871,56,62,3,0.903225806451613,FALSE,TRUE,TRUE
"늦은밥물선","늦은","밥물선","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늦은일찍","늦은","일찍","related","word","word",0.284188189529929,-0.609242003936853,0.590728027508339,0.0811427349988421,53,66,68,5,0.970588235294118,60,68,5,0.88235294117647,TRUE,TRUE,TRUE
"늬가멀설","늬가","멀설","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늬가성","늬가","성","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늬가제는","늬가","제는","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늬가지역 사회","늬가","지역 사회","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늬가진요","늬가","진요","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"늬가환영하다","늬가","환영하다","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"니께렐은","니께","렐은","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"니께투표자","니께","투표자","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"니드농담","니드","농담","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"니드찮은","니드","찮은","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"니로사빈","니로","사빈","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"니로왕","니로","왕","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"니언한음악","니언한","음악","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"니언한켰지","니언한","켰지","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"니이슬링상인","니이슬링","상인","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"니이슬링식들","니이슬링","식들","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"닌자사무라이","닌자","사무라이","related","word","word",0.542319110880336,-0.0969356242622604,0.670692824218598,0.0912697329712076,54,66,75,1,0.88,40,75,1,0.533333333333333,FALSE,TRUE,TRUE
