"word_combo","sr_cue","sr_target","type","cue_type","target_type","sr_cosine","M_Z","SD_Z","sr_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"гусредникдрвемица","гусредник","дрвемица","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"гусредникинтуиција","гусредник","интуиција","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дoвoљприроданпредвити","дoвoљприродан","предвити","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дoвoљприродансуђење","дoвoљприродан","суђење","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дадиљазнао","дадиља","знао","unrelated","word","word",0.339329418731086,-0.793709879628514,0.489470363722378,0.0978940727444755,25,27,30,1,0.9,29,30,1,0.966666666666667,FALSE,FALSE,FALSE
"дадиљаслужавка","дадиља","служавка","related","word","word",0.612208923629414,-0.113666176983133,0.782110218746417,0.201939990140234,15,16,16,0,1,15,16,0,0.9375,FALSE,FALSE,FALSE
"дадиљаумреција","дадиља","умреција","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дадиректдокумент","дадирект","документ","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дадиректполиопљачка","дадирект","полиопљачка","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дакишопређење","дакиш","опређење","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дакишсвиња","дакиш","свиња","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"данасефекат","данас","ефекат","unrelated","word","word",0.385813590817465,-0.519935712250292,1.03613021274623,0.177694865509386,34,37,38,0,0.973684210526316,38,38,0,1,FALSE,FALSE,FALSE
"данасјуче","данас","јуче","related","word","word",0.502590785582843,-0.801646981628007,0.806895502113491,0.130895735056871,38,39,39,0,1,38,39,0,0.974358974358974,FALSE,FALSE,FALSE
"данасфотоштиљ","данас","фотоштиљ","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двадоговор","два","договор","unrelated","word","word",0.312577041026374,-0.719218604682327,0.364866786977083,0.0510915695127299,51,53,54,0,0.981481481481482,53,54,0,0.981481481481482,TRUE,TRUE,TRUE
"двакакбук","двакак","бук","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двакакпродаја","двакак","продаја","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двапроповелност","два","проповелност","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двачетири","два","четири","related","word","word",0.578355374637219,-0.98847067699674,0.305359414553713,0.0431843425460169,50,50,50,0,1,50,50,0,1,TRUE,TRUE,TRUE
"двдвидео","двд","видео","related","word","word",0.380781270094985,-0.322664987240331,1.00721240499001,0.163391427718012,38,41,42,0,0.976190476190476,14,42,0,0.333333333333333,FALSE,FALSE,FALSE
"двдисправремонија","двд","исправремонија","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двдсателит","двд","сателит","unrelated","word","word",0.500160007621624,-0.0461953339984945,0.695628056630554,0.111389636443271,39,39,41,0,0.951219512195122,10,41,0,0.24390243902439,FALSE,FALSE,FALSE
"дведаорк","дведа","орк","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дведацена","дведа","цена","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двострукижерок","двоструки","жерок","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"двострукиспољашњи","двоструки","спољашњи","unrelated","word","word",0.55359213669117,-0.345839575671506,0.630313143218244,0.131429375730625,23,25,25,0,1,24,25,0,0.96,FALSE,FALSE,FALSE
"двострукитроструки","двоструки","троструки","related","word","word",0.883321377237815,-0.279424931490239,0.592564731087785,0.0925430632164896,41,43,43,0,1,42,43,0,0.976744186046512,FALSE,FALSE,FALSE
"девојчицадечак","девојчица","дечак","related","word","word",0.54526828343407,-0.959666273871208,0.570704803646926,0.0823741430033413,48,50,50,2,1,49,50,2,0.98,TRUE,TRUE,FALSE
"девојчицакомуникација","девојчица","комуникација","unrelated","word","word",0.368587536447713,-0.0700149600709257,0.601712033316527,0.0939716318166843,41,46,48,1,0.958333333333333,48,49,0,0.979591836734694,FALSE,FALSE,FALSE
"девојчицастварвердити","девојчица","стварвердити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дедабаба","деда","баба","related","word","word",0.558005050395239,-1.21874620838032,0.437249450712277,0.0977719494917094,20,20,20,0,1,20,20,0,1,FALSE,FALSE,FALSE
"дедазима","деда","зима","unrelated","word","word",0.352165224199109,-1.04701021847072,0.441172268883122,0.0735287114805204,36,37,38,1,0.973684210526316,36,38,1,0.947368421052632,FALSE,FALSE,FALSE
"дедаозбиљследити","деда","озбиљследити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дејлабесплатно","дејла","бесплатно","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дејлачетвртца","дејла","четвртца","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"деканкомесар","декан","комесар","unrelated","word","word",0.54159458066683,-0.300002422905977,0.548910044537951,0.103734247856629,28,28,34,2,0.823529411764706,32,35,1,0.914285714285714,FALSE,FALSE,FALSE
"деканпрофесор","декан","професор","related","word","word",0.47263882362959,-0.433246278822587,1.54829476852535,0.297969467131,27,28,28,1,1,26,26,3,1,FALSE,FALSE,FALSE
"деканснисци","декан","снисци","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дентастити","дента","стити","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дентаулаз","дента","улаз","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"депустнедељни","депуст","недељни","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"депустсвох","депуст","свох","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дерафсаботажа","дераф","саботажа","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дерафхирургилберт","дераф","хирургилберт","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дерчанинструмент","дерчан","инструмент","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дерчанфара","дерчан","фара","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"десертразвој","десерт","развој","unrelated","word","word",0.457371534987432,-0.273704221698343,0.877837898960473,0.148381687053677,35,36,39,1,0.923076923076923,29,36,4,0.805555555555556,FALSE,FALSE,FALSE
"десертторта","десерт","торта","related","word","word",0.54064290262251,-0.555262946090869,0.613908197278272,0.088610015739082,48,50,50,1,1,37,50,1,0.74,TRUE,TRUE,FALSE
"десертфудљев","десерт","фудљев","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"десноитека","десно","итека","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"деснолево","десно","лево","related","word","word",0.747621085516054,-0.96665540353998,0.789451197567522,0.124823194293047,40,41,43,0,0.953488372093023,43,43,0,1,FALSE,FALSE,FALSE
"десномодрица","десно","модрица","unrelated","word","word",0.452223251323171,-0.392831884225867,0.600987893623164,0.0886108306612105,46,49,49,2,1,49,49,2,1,FALSE,FALSE,FALSE
"десномциболеквих","десномци","болеквих","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"десномциометати","десномци","ометати","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дестанканапад","дестанка","напад","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дестанкаозбиљхитекта","дестанка","озбиљхитекта","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонаглeдaизговор","детонаглeдa","изговор","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонаглeдaпроследник","детонаглeдa","проследник","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонаторвотсон","детонатор","вотсон","unrelated","word","word",0.445760486234676,1.6576057912282,1.27775355517886,0.903508203552191,2,4,44,0,0.0909090909090909,32,43,1,0.744186046511628,FALSE,FALSE,FALSE
"детонаторпуборити","детонатор","пуборити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"детонатортајмер","детонатор","тајмер","related","word","word",0.646799928355101,-0.46573464120863,0.681905816259743,0.139193441872702,24,25,25,0,1,20,25,0,0.8,FALSE,FALSE,FALSE
"дефреизадва","дефре","изадва","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дефреопис","дефре","опис","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дечацидевојчице","дечаци","девојчице","related","word","word",0.501716578426805,-0.831700412804784,0.376969054696311,0.0677056409234787,31,31,32,1,0.96875,31,32,1,0.96875,FALSE,FALSE,FALSE
"дечацијулија","дечаци","јулија","unrelated","word","word",0.415044093610563,0.541602080516979,1.41357480576863,0.23239026654873,37,38,45,2,0.844444444444444,46,47,0,0.978723404255319,FALSE,FALSE,FALSE
"дечациорновата","дечаци","орновата","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дивити сеогледаја","дивити се","огледаја","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дивити сетелефон","дивити се","телефон","unrelated","word","word",NA,-0.888193625585586,0.341374802153899,0.0633917093310925,29,29,29,0,1,28,29,0,0.96551724137931,FALSE,FALSE,FALSE
"дивити сеценити","дивити се","ценити","related","word","word",NA,-0.352175188644536,0.854700740669936,0.16448723423412,27,29,30,0,0.966666666666667,27,29,1,0.931034482758621,FALSE,FALSE,FALSE
"дивитиздравгаимпресија","дивитиздрав","гаимпресија","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дивитиздравпредатор","дивитиздрав","предатор","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дигирамадетектив","дигирама","детектив","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дигирамаодосновнити","дигирама","одосновнити","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дијаистинјуниор","дијаистин","јуниор","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дијаистинстрпљетуиција","дијаистин","стрпљетуиција","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дијамантдрагуљ","дијамант","драгуљ","related","word","word",0.540487895682177,-0.385880896088693,0.51564262081477,0.101125837906717,26,27,28,0,0.964285714285714,28,28,0,1,FALSE,FALSE,FALSE
"дијамантсвратинални","дијамант","свратинални","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дијамантшала","дијамант","шала","unrelated","word","word",0.418390178986502,-0.742031845724209,0.512954793688888,0.106958468243806,23,25,25,0,1,25,25,0,1,FALSE,FALSE,FALSE
"димвитамин","дим","витамин","unrelated","word","word",0.429538242746683,-0.458556341882474,0.684489172856837,0.0987975020515698,48,49,50,1,0.98,49,50,1,0.98,FALSE,TRUE,FALSE
"димукрадети","дим","украдети","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"димцигара","дим","цигара","related","word","word",0.36840414218399,-0.661382506027318,0.702881413193152,0.118808643385957,35,38,40,2,0.95,40,41,1,0.975609756097561,FALSE,FALSE,FALSE
"династијаефикарлос","династија","ефикарлос","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"династијаубити","династија","убити","unrelated","word","word",0.428133087127585,-0.716140019221752,0.350679764260659,0.061992009833403,32,32,32,0,1,32,32,0,1,FALSE,FALSE,FALSE
"династијацарство","династија","царство","related","word","word",0.503025737673459,-0.483453834602337,0.593749091698351,0.106640484942606,31,31,32,0,0.96875,32,32,0,1,FALSE,FALSE,FALSE
"диокрутанпривин","диокрутан","привин","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"диокрутанузбуђен","диокрутан","узбуђен","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дипломаглуф","диплома","глуф","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дипломаграђевина","диплома","грађевина","unrelated","word","word",0.529015190070967,-0.251387529686122,1.02667360129305,0.181491966384882,32,36,37,1,0.972972972972973,37,37,1,1,FALSE,FALSE,FALSE
"дипломадипломирати","диплома","дипломирати","related","word","word",0.754798251974655,-0.120174690259557,0.841473495727569,0.134743597346768,39,40,41,0,0.975609756097561,40,41,0,0.975609756097561,FALSE,FALSE,FALSE
"директандиректно","директан","директно","related","word","word",0.779595240695536,-0.523153327935869,0.650335382644392,0.109926743128481,35,39,41,1,0.951219512195122,40,41,1,0.975609756097561,FALSE,FALSE,FALSE
"директанствартити","директан","ствартити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"директанхамбургер","директан","хамбургер","unrelated","word","word",0.427494892375256,0.194063151191843,1.34747670170381,0.198674600772359,46,48,50,3,0.96,49,50,3,0.98,FALSE,TRUE,FALSE
"дичоружје","дич","оружје","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дичспосник","дич","спосник","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"днаннеузбол","днан","неузбол","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"днанценити","днан","ценити","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дневнинедељни","дневни","недељни","related","word","word",0.62755327518808,-0.47939573087074,0.648615426205644,0.101296711129517,41,43,45,0,0.955555555555556,44,45,0,0.977777777777778,FALSE,FALSE,FALSE
"дневниотпустрпљење","дневни","отпустрпљење","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дневниспаситељ","дневни","спаситељ","unrelated","word","word",0.370068843385695,-0.103335657517927,0.484100510832904,0.0738246357993015,43,47,50,1,0.94,49,50,1,0.98,TRUE,TRUE,FALSE
"днесточногласање","днесточно","гласање","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"днесточноокотјем","днесточно","окотјем","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"днкодговорити","днк","одговорити","unrelated","word","word",0.334516558650575,0.40728327400358,1.04413107068319,0.165091617955456,40,42,43,1,0.976744186046512,33,44,0,0.75,FALSE,FALSE,FALSE
"днкотисак прста","днк","отисак прста","related","word","word",NA,0.392946186271916,0.951147812970994,0.202785395085488,22,23,23,0,1,21,23,0,0.91304347826087,FALSE,FALSE,FALSE
"днкспрумност","днк","спрумност","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"добарбанпа","добар","банпа","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"добарквалитет","добар","квалитет","unrelated","word","word",0.395955553783814,-0.584615539648467,0.474360270057119,0.075958434282729,39,42,42,0,1,41,42,0,0.976190476190476,FALSE,FALSE,FALSE
"добарлош","добар","лош","related","word","word",0.625317377373356,-1.0305592903719,0.565658953388407,0.103274722875198,30,32,33,0,0.96969696969697,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"добитипобедити","добити","победити","related","word","word",0.483288583629958,-0.592455396117954,0.510242337335978,0.0796864652965948,41,45,46,0,0.978260869565217,45,46,0,0.978260869565217,FALSE,FALSE,FALSE
"добитирим","добити","рим","unrelated","word","word",0.318558824745761,-0.545793268318959,0.968843531347175,0.17688581893727,30,32,33,0,0.96969696969697,30,33,0,0.909090909090909,FALSE,FALSE,FALSE
"добитиштица","добити","штица","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"довембаодолина","довембао","долина","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"довембаоухвазница","довембао","ухвазница","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"довољрећењемикроцикл","довољрећење","микроцикл","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"довољрећењепсихологија","довољрећење","психологија","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"догодити седесити се","догодити се","десити се","related","word","word",NA,-0.467625035715111,0.58278649688712,0.104671544790537,31,34,34,0,1,33,34,0,0.970588235294118,FALSE,FALSE,FALSE
"догодити сетата","догодити се","тата","unrelated","word","word",NA,-0.831914006830926,0.549120628553175,0.0879296724665089,39,39,39,0,1,37,38,1,0.973684210526316,FALSE,FALSE,FALSE
"догодити сехрагла","догодити се","храгла","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"догодитистронгобала","догодитистронг","обала","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"догодитистронгслибро","догодитистронг","слибро","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дозаинјекција","доза","инјекција","related","word","word",NA,0.763400941260079,1.54145632809737,0.398002312508477,15,16,18,1,0.888888888888889,17,18,1,0.944444444444444,FALSE,FALSE,FALSE
"дозајевре","доза","јевре","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дозакласичан","доза","класичан","unrelated","word","word",0.440086054452415,-0.499159152554773,0.376716429392281,0.0676602680794488,31,32,32,0,1,28,31,1,0.903225806451613,FALSE,FALSE,FALSE
"дозволазадњица","дозвола","задњица","unrelated","word","word",0.394237003618333,-0.158888700791157,0.59369490409289,0.118738980818578,25,28,31,0,0.903225806451613,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"дозволаовн","дозвола","овн","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дозволаодобрење","дозвола","одобрење","related","word","word",0.547293533554821,-0.159365909084104,0.676308449752497,0.115985942252477,34,38,38,1,1,38,38,1,1,FALSE,FALSE,FALSE
"дозволитивуток","дозволити","вуток","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дозволитивући","дозволити","вући","unrelated","word","word",0.375226884466781,-0.556331236073214,0.837282763614748,0.223773231235544,14,15,15,1,1,15,15,1,1,FALSE,FALSE,FALSE
"дозволитидопустити","дозволити","допустити","related","word","word",0.718614679950091,-0.441698146115602,0.582567981570387,0.101412068666615,33,37,37,0,1,37,37,0,1,FALSE,FALSE,FALSE
"дојербрашно","дојер","брашно","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"дојерефекон","дојер","ефекон","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"долазаквести","долазак","вести","unrelated","word","word",0.385285459443999,-0.690106153010441,0.537224933938177,0.0921333160736752,34,36,37,2,0.972972972972973,35,37,2,0.945945945945946,FALSE,FALSE,FALSE
"долазакодлазак","долазак","одлазак","related","word","word",0.770944228324103,-0.656049393501793,0.589735483425619,0.0909981606840868,42,44,45,2,0.977777777777778,45,45,2,1,FALSE,FALSE,FALSE
"долазакствартражити","долазак","ствартражити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"долајкомокритност","долајком","окритност","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"долајкомпобедити","долајком","победити","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"долегоре","доле","горе","related","word","word",0.443809119682301,-1.1102827236251,0.392255584904299,0.0716157440531559,30,34,34,0,1,34,34,0,1,FALSE,FALSE,FALSE
"долегромнила","доле","громнила","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"доленепознат","доле","непознат","unrelated","word","word",0.331505196204926,-0.11535866343096,1.29620410974308,0.249454597228289,27,28,28,0,1,27,27,1,1,FALSE,FALSE,FALSE
"донетипослати","донети","послати","related","word","word",0.51585443722576,-0.446427778399233,0.458216321502488,0.097692047990163,22,23,23,1,1,23,23,1,1,FALSE,FALSE,FALSE
"донетиурин","донети","урин","unrelated","word","word",0.349751026801877,-0.396604653112947,0.45835049260866,0.0743542682869619,38,40,41,0,0.975609756097561,41,41,0,1,FALSE,FALSE,FALSE
"донетиуслузиме","донети","услузиме","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"доњиадрање","доњи","адрање","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"доњигорњи","доњи","горњи","related","word","word",0.738076082189116,-1.04562398878417,0.348194093169985,0.0502574883554821,48,49,50,0,0.98,46,50,0,0.92,TRUE,TRUE,FALSE
"доњипрашњав","доњи","прашњав","unrelated","word","word",NA,0.0216478992554887,0.480543484795387,0.133278782655378,13,14,20,1,0.7,20,20,1,1,FALSE,FALSE,FALSE
"допунскидодатни","допунски","додатни","related","word","word",NA,-0.570374921003259,0.485061002584948,0.0797435376062867,37,40,42,0,0.952380952380952,41,42,0,0.976190476190476,FALSE,FALSE,FALSE
"допунскисликар","допунски","сликар","unrelated","word","word",NA,-0.642175358714444,0.623398652852183,0.103899775475364,36,39,41,0,0.951219512195122,38,41,0,0.926829268292683,FALSE,FALSE,FALSE
"допунскистрпљепоставити","допунски","стрпљепоставити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"досличнивeрoвaтсионирати","дослични","вeрoвaтсионирати","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"досличнистил","дослични","стил","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"досомвидео","досом","видео","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"досомрарба","досом","рарба","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"достадовољан","доста","довољан","related","word","word",0.463622922939437,-0.674362462120678,0.302079532917199,0.0542550857457007,31,32,32,0,1,31,32,0,0.96875,FALSE,FALSE,FALSE
"достапрофеминг","доста","профеминг","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"достатањир","доста","тањир","unrelated","word","word",0.362250732772942,-0.508865014472716,0.95683234648964,0.191366469297928,25,28,29,2,0.96551724137931,27,29,2,0.931034482758621,FALSE,FALSE,FALSE
"доупексплозија","доуп","експлозија","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"доупенерса","доуп","енерса","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"доусталамилијарда","доустала","милијарда","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"доусталастрпљетографија","доустала","стрпљетографија","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
