"word_combo","ar_cue","ar_target","type","cue_type","target_type","ar_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"بينجارتفاع","بينج","ارتفاع","unrelated","word","word",0.132339641982949,-0.293016285943946,0.579397201547035,0.123527898424264,22,25,28,2,0.892857142857143,3,29,1,0.103448275862069,FALSE,FALSE,FALSE
"بينجدينغ","بينج","دينغ","related","word","word",0.358571068385884,NA,NA,NA,NA,0,4,0,0,0,2,2,0,FALSE,FALSE,NA
"بينجمصبضع","بينج","مصبضع","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تأتورجوبين","تأتور","جوبين","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تأتوريحدث","تأتور","يحدث","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تأديإقب","تأدي","إقب","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تأديزعيم","تأدي","زعيم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تائجكدمة","تائج","كدمة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تائجمفوقة","تائج","مفوقة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تاجأسبوعي","تاج","أسبوعي","unrelated","word","word",0.113954648866724,-1.04262352677057,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"تاجرأبراطورية","تاج","رأبراطورية","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تاجرسمعة","تاجر","سمعة","unrelated","word","word",0.103954740358021,NA,NA,NA,NA,0,1,0,0,0,1,0,0,FALSE,FALSE,NA
"تاجرغيلير","تاجر","غيلير","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تاجرمشتر","تاجر","مشتر","related","word","word",0.425624921108119,0.305103332138195,NA,NA,1,1,2,0,0.5,2,2,0,1,FALSE,FALSE,FALSE
"تاجعرش","تاج","عرش","related","word","word",0.445591528768355,-0.636137803050543,0.169185627632163,0.0756621128402966,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"تازقبارد","تازق","بارد","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تازقرائتا","تازق","رائتا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تاكنالتواصل","تاكن","التواصل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تاكنخادم","تاكن","خادم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تاكنسيعتي","تاكن","سيعتي","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تاكنشيرة","تاكن","شيرة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تبأةأبدا","تبأة","أبدا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تبأةممين","تبأة","ممين","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تبجابيالأدب","تبجابي","الأدب","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تبجابيالعطريط","تبجابي","العطريط","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تبغسيجارة","تبغ","سيجارة","related","word","word",0.439203823957454,-0.637843784509345,0.281845334225932,0.115062875872953,6,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"تبغملك","تبغ","ملك","unrelated","word","word",0.0859689203144394,-0.41988705877447,0.331655309611473,0.165827654805736,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"تبغيبنغ","تبغ","يبنغ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تبلوصيلة","تبلو","صيلة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تبلوموقد","تبلو","موقد","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تتجاعبانع","تتجاعب","انع","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تثافيلمالة","تثافي","لمالة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تثافييتخلى","تثافي","يتخلى","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجاريتاجر","تجاري","تاجر","related","word","word",0.30805924668181,-0.683276468931204,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"تجاريشكيس","تجاري","شكيس","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجارينجم","تجاري","نجم","unrelated","word","word",0.113522810045716,-1.03462330196638,0.00840656809057948,0.00594434130335519,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"تجاكاردراك","تجاك","اردراك","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجاكمرض","تجاك","مرض","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجربة - قام بتجارباختبار","تجربة - قام بتجارب","اختبار","related","word","word",NA,-0.115534624425587,0.657486084957942,0.232456434604778,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"تجربة - قام بتجاربغوريبه","تجربة - قام بتجارب","غوريبه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجربة - قام بتجاربمثير للشفقة","تجربة - قام بتجارب","مثير للشفقة","unrelated","word","word",NA,0.737790091197817,1.74017892293157,0.615246158441407,8,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"تجسستخريب","تجسس","تخريب","related","word","word",0.335012967211241,-0.297201393079726,1.0795672858338,0.539783642916898,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"تجسسكرهرة","تجسس","كرهرة","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجسسيتخلى","تجسس","يتخلى","unrelated","word","word",0.0995446139554817,0.065495348086209,1.23929963265371,0.391900954259571,10,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"تجعتذصل","تجع","تذصل","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجعشهادة","تجع","شهادة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجمقاوام","تجمق","اوام","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجمقعموما","تجمق","عموما","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجهيزالسجن","تجهيز","السجن","unrelated","word","word",-4.23365370575331e-05,-0.674021818521345,0.113341647784636,0.0801446477393732,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"تجهيزتخطيط","تجهيز","تخطيط","related","word","word",0.350448963751519,-0.607863781197772,0.524766704062956,0.165945802505848,10,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"تجهيزهييدا","تجهيز","هييدا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجينحافظس","تجين","حافظس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تجينلقاء","تجين","لقاء","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تحاماتحسين","تحاما","تحسين","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تحاماعيليلاد","تحاما","عيليلاد","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تحتفوق","تحت","فوق","related","word","word",0.451765724095088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تحتلعبه","تحت","لعبه","unrelated","word","word",0.069986107042789,-1.03289480465355,0.108031335593788,0.0483130820175606,5,5,6,1,0.833333333333333,5,6,1,0.833333333333333,FALSE,FALSE,FALSE
"تحتمشتبديه","تحت","مشتبديه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تححرحصان","تححر","حصان","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تححرديهم","تححر","ديهم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تحذيرجمجمة","تحذير","جمجمة","unrelated","word","word",0.0213283491703131,-0.98062337678604,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"تحذيررسالة","تحذير","رسالة","related","word","word",0.298293336494577,-0.941309638202486,0.0578982915295965,0.0409402745596933,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"تحذيرفرتم","تحذير","فرتم","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تحطيمأنثى","تحطيم","أنثى","unrelated","word","word",0.0247708883245903,-0.510305148537761,0.309732290649206,0.154866145324603,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"تحطيمالظرت","تحطيم","الظرت","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تحطيمتكسير","تحطيم","تكسير","related","word","word",0.527405032242632,0.24088989474363,1.22812966063309,0.70906099016628,3,4,5,0,0.8,4,5,0,0.8,FALSE,FALSE,FALSE
"تحكمالمدعي العام","تحكم","المدعي العام","unrelated","word","word",NA,-0.58323157106404,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"تحكمتلاعب","تحكم","تلاعب","related","word","word",0.383521475511181,0.154777111283894,0.939719350614344,0.383638818404118,6,7,7,1,1,7,7,1,1,FALSE,FALSE,FALSE
"تحكميقضالى","تحكم","يقضالى","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تحنجمالمحنتى","تحنجم","المحنتى","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تحنجمتحديث","تحنجم","تحديث","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تخباليجل","تخب","اليجل","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تخبشخصية","تخب","شخصية","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تدبيرسيارك","تدبير","سيارك","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تدبيرصدر","تدبير","صدر","unrelated","word","word",0.10124692812772,-0.501978499116308,NA,NA,1,1,2,0,0.5,1,2,0,0.5,FALSE,FALSE,FALSE
"تدبيرينجح","تدبير","ينجح","related","word","word",0.211155239815186,-0.539629319587152,0.427778698962721,0.151242609441849,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"تدركاستمر","تدرك","استمر","unrelated","word","word",0.148925618638094,-0.684391918806621,0.154451181139424,0.109213477545958,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"تدركتفهم","تدرك","تفهم","related","word","word",0.672635167928263,-0.228362300905207,0.57346446762698,0.256461106458931,5,7,7,0,1,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"تدركمرمشقة","تدرك","مرمشقة","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تديكوميديا","تدي","كوميديا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تديمتفرص","تدي","متفرص","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تذجتظالية","تذج","تظالية","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تذججرام","تذج","جرام","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تذضيةخررش","تذضية","خررش","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تذضيةعلوي","تذضية","علوي","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تذكرةآنيق","تذكرة","آنيق","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تذكرةجواز سفر","تذكرة","جواز سفر","related","word","word",NA,-0.477781778644579,0.417675373869474,0.170515257351068,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"تذكرةيخفي","تذكرة","يخفي","unrelated","word","word",0.100765388978768,-0.44886129294644,0.878973653032298,0.310764115271725,8,9,9,0,1,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"تذكرنفاللرصار","تذكرنفال","لرصار","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تذكرنفالمثلث","تذكرنفال","مثلث","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ترانيةتحيهن","ترانية","تحيهن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ترانيةشغل","ترانية","شغل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ترساطةأعجا","ترساطة","أعجا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ترساطةبحار","ترساطة","بحار","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تزثقخصمن","تزثق","خصمن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تزثقيؤكد","تزثق","يؤكد","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تزيصداقة","تزي","صداقة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تزيعيشايز","تزيعي","شايز","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تزيعيناقص","تزيعي","ناقص","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تزيماريمك","تزي","ماريمك","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تستغالجراحة","تستغ","الجراحة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تستغالعالمت","تستغ","العالمت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تسلقتمويل","تسلق","تمويل","unrelated","word","word",0.130874515599442,-0.175527236500281,0.693981060071683,0.144705054107555,23,24,24,1,1,23,24,1,0.958333333333333,FALSE,FALSE,FALSE
"تسلقجـض","تسلق","جـض","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تسلققفز","تسلق","قفز","related","word","word",0.450961448241998,-0.490511125169894,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"تشرجفأستاد","تشرجف","أستاد","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تشرجفسجادة","تشرجف","سجادة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تشريح الجثةبقوة","تشريح الجثة","بقوة","unrelated","word","word",NA,-0.65584378733159,0.228198146036701,0.0760660486789005,9,10,12,0,0.833333333333333,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"تشريح الجثةتحليل","تشريح الجثة","تحليل","related","word","word",NA,-0.63110078022005,0.109540813841883,0.0632434183588618,3,3,3,1,1,4,4,0,1,FALSE,FALSE,FALSE
"تشريح الجثةيقوت","تشريح الجثة","يقوت","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تشريحالفطاف","تشريح","الفطاف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تشريحعلم النفس","تشريح","علم النفس","related","word","word",NA,-0.638005432131604,0.265583899729608,0.0644135571205072,17,20,20,1,1,20,20,1,1,FALSE,FALSE,FALSE
"تشريحمبالغة","تشريح","مبالغة","unrelated","word","word",0.132540586481648,-0.557055690042015,0.198416895406,0.114556047974424,3,5,5,0,1,4,5,0,0.8,FALSE,FALSE,FALSE
"تشفعوباة","تشف","عوباة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تشفكتابة","تشف","كتابة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تشفيةجريدة","تشفية","جريدة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تشفيةكوشباك","تشفية","كوشباك","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تصرةمساعد","تصرة","مساعد","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تصرةيصبن","تصرة","يصبن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تصليهإط","تصليه","إط","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تصليهسرير","تصليه","سرير","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تطاعةراظمة","تطاعة","راظمة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تطاعةيجلس","تطاعة","يجلس","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تطبيقأثل","تطبيق","أثل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تطبيقاستعمال","تطبيق","استعمال","related","word","word",0.373873399745413,-0.102323189658138,0.72528843800091,0.362644219000455,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"تطبيقمقبرة","تطبيق","مقبرة","unrelated","word","word",0.0358732235768914,-0.631441337587077,0.417148492204716,0.0869814734268586,23,25,25,1,1,25,25,1,1,FALSE,FALSE,FALSE
"تطوربومهح","تطور","بومهح","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تطورطفره","تطور","طفره","related","word","word",0.355730671233659,0.703325088446451,0.63557527444154,0.366949555789093,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"تطورولد عم","تطور","ولد عم","unrelated","word","word",NA,0.894115280793201,1.90532158433415,1.34726581262377,2,3,4,0,0.75,3,3,1,1,FALSE,FALSE,FALSE
"تطوعرياضة","تطوع","رياضة","unrelated","word","word",0.0855953047961194,NA,NA,NA,NA,0,1,0,0,0,1,0,0,FALSE,FALSE,NA
"تطوعطوعا، بمحض ارادتك","تطوع","طوعا، بمحض ارادتك","related","word","word",NA,3.13760751333139,1.72313630274766,0.861568151373828,4,6,6,0,1,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"تطوعوزافعة","تطوع","وزافعة","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تظةمحاضعا","تظة","محاضعا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تظةمرآة","تظة","مرآة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تظرسطح المركب","تظر","سطح المركب","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تظرطرزم","تظر","طرزم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تعاحقخالسي","تعاحق","خالسي","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تعاحقعلم النفس","تعاحق","علم النفس","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تعافيأسطورة","تعافي","أسطورة","unrelated","word","word",0.145680529660763,-0.625497974925539,0.671230870990466,0.118657975154778,32,36,36,1,1,35,36,1,0.972222222222222,FALSE,FALSE,FALSE
"تعافيتشرة","تعافي","تشرة","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تعافيشفاء - يشفى","تعافي","شفاء - يشفى","related","word","word",NA,-0.153852460816105,0.407365355139622,0.203682677569811,4,6,6,0,1,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"تعتقامالسميكية","تعتقام","السميكية","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تعتقامهمبرغر","تعتقام","همبرغر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تعرفعرف","تعرف","عرف","related","word","word",0.499392893276875,-0.554921987564978,0.374662971472526,0.187331485736263,4,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"تعرففي النهاية","تعرف","في النهاية","unrelated","word","word",NA,-0.118515560697028,0.920970135593347,0.460485067796674,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"تعرفكوفاق","تعرف","كوفاق","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تعفجارالإعبي","تعفجار","الإعبي","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تعفجارمادة الاحياء","تعفجار","مادة الاحياء","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تعليقبيان","تعليق","بيان","related","word","word",0.311080106960438,0.182001506314221,1.25899032844109,0.513980649296613,6,7,9,0,0.777777777777778,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"تعليقمختلف","تعليق","مختلف","unrelated","word","word",0.088797678067322,-0.69591277910505,0.376027390758189,0.0912000382483189,17,22,22,1,1,22,22,1,1,FALSE,FALSE,FALSE
"تعليقهايلوف","تعليق","هايلوف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تعمكمرحلة الطفولة","تعمك","مرحلة الطفولة","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تعمكمورصة","تعمك","مورصة","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تغلقاتل","تغل","قاتل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تغليانز","تغل","يانز","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تغييرتحسين","تغيير","تحسين","related","word","word",0.370393693614406,-0.617230281002372,0.343051189767323,0.171525594883661,4,7,7,0,1,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"تغييررابعا","تغيير","رابعا","unrelated","word","word",0.0888573551032887,0.244441615093446,2.42756513534926,1.7165477689775,2,3,3,2,1,3,3,2,1,FALSE,FALSE,FALSE
"تغييرمادياء","تغيير","مادياء","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تفاحةالقسائ","تفاحة","القسائ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تفاحةعاري","تفاحة","عاري","unrelated","word","word",0.146171127218005,-0.584348695504667,0.495524637447659,0.24776231872383,4,4,6,2,0.666666666666667,5,6,2,0.833333333333333,FALSE,FALSE,FALSE
"تفاحةفاكهة","تفاحة","فاكهة","related","word","word",0.543047448154909,-0.739264077201306,0.600539794370637,0.245169344407332,6,6,6,2,1,6,6,2,1,FALSE,FALSE,FALSE
"تفتشرالوافب","تفتشر","الوافب","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تفتشرنجم","تفتشر","نجم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تفحاجملند","تفحاجم","لند","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
