"word_combo","pt_cue","pt_target","type","cue_type","target_type","pt_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"colherourad","colher","ourad","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colhersãoalucinação","colhersão","alucinação","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colhersãointerespleite","colhersão","interespleite","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colhesdapalestra","colhesda","palestra","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colhesdapocofe","colhesda","pocofe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colhesdohonta","colhesdo","honta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colhesdomanter","colhesdo","manter","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colinamontanha","colina","montanha","related","word","word",0.670209616741078,-0.392162732351509,0.820403834176157,0.334928462792415,6,6,7,0,0.857142857142857,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"colinareator","colina","reator","unrelated","word","word",0.141481813371688,0.576195876857185,1.1141366490204,0.321623547112976,12,13,15,0,0.866666666666667,13,15,0,0.866666666666667,FALSE,FALSE,FALSE
"colinasenconais","colina","senconais","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colomadopdemia","colom","adopdemia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colomataque","colom","ataque","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colongueelemento","colongue","elemento","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colonguetransoas","colongue","transoas","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colóniafederação","colónia","federação","related","word","word",0.38737771652911,-0.108636538737914,0.449846242244106,0.149948747414702,9,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"colóniagay","colónia","gay","unrelated","word","word",0.124504764924005,0.526002669076184,1.52262804140442,0.422301036672533,13,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"colónialocaliri","colónia","localiri","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colpeesolhinho","colpe","esolhinho","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"colpeproibir","colpe","proibir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comanchecteatacante","comanchecte","atacante","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comanchecterefeijões","comanchecte","refeijões","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comandantecapitão","comandante","capitão","related","word","word",0.738103488741072,-0.8697191480791,0.221119307731283,0.0781774809740327,8,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"comandanteinfecção","comandante","infecção","unrelated","word","word",0.0642756955693985,0.00126731727525763,0.812308774624664,0.225293918339888,13,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"comandanteproteçãosional","comandante","proteçãosional","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comandarcontriés","comandar","contriés","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comandarordem","comandar","ordem","related","word","word",0.277602083678503,-0.476381228274249,0.770179290960444,0.256726430320148,9,11,13,0,0.846153846153846,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"comandarpássaro","comandar","pássaro","unrelated","word","word",0.127148586743822,-0.586657912197967,0.337318408600833,0.150853378338703,5,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"comanhatmaçãogaláxia","comanhatmação","galáxia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comanhatmaçãoneuta","comanhatmação","neuta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"combaforlinquenalidade","combafor","linquenalidade","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"combafortraidor","combafor","traidor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"combateratrai","combater","atrai","unrelated","word","word",0.148140917112591,-0.27112741375207,0.299116400343071,0.0945889110594874,10,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"combaterlutar","combater","lutar","related","word","word",0.661118249909607,-0.601161247770476,0.372244164281361,0.131608186410235,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"combaterverifiqueisa","combater","verifiqueisa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"combinaçãomistura","combinação","mistura","related","word","word",0.516032299239759,-0.575474879026647,0.455880464423887,0.0877342362844743,27,28,28,2,1,29,29,1,1,FALSE,FALSE,FALSE
"combinaçãomuseu","combinação","museu","unrelated","word","word",0.121962777807667,-0.634596128026271,0.321035337658524,0.0828909677530358,15,15,15,1,1,15,15,1,1,FALSE,FALSE,FALSE
"combinaçãouniriquíssidade","combinação","uniriquíssidade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comboioautocarro","comboio","autocarro","related","word","word",0.753991668273291,-0.653465790123904,0.388301336127333,0.107695413672175,13,13,14,0,0.928571428571429,11,14,0,0.785714285714286,FALSE,FALSE,FALSE
"comboioplantante","comboio","plantante","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comboiousual","comboio","usual","unrelated","word","word",0.128333185787178,-0.475103348429266,0.546998421867067,0.128928764466848,18,20,22,0,0.909090909090909,22,22,0,1,FALSE,FALSE,FALSE
"comentáriodeclaração","comentário","declaração","related","word","word",0.361256368255599,-0.433140362904162,0.563189990142462,0.120072509342682,22,23,23,0,1,23,23,0,1,FALSE,FALSE,FALSE
"comentárioescharla","comentário","escharla","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comentárioirmão","comentário","irmão","unrelated","word","word",0.13371649026688,-0.560638463081386,0.942752776487789,0.216282320076456,19,19,19,0,1,19,19,0,1,FALSE,FALSE,FALSE
"comercialcomerciante","comercial","comerciante","related","word","word",0.461395407070461,0.239115302031906,2.67471896579162,0.648714636164806,17,17,18,0,0.944444444444444,18,18,0,1,FALSE,FALSE,FALSE
"comercialintuição","comercial","intuição","unrelated","word","word",0.0537687324533302,-0.397483029728767,0.482586207755518,0.133845332068788,13,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"comercialnhor","comercial","nhor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comidacomissário","comida","comissário","unrelated","word","word",0.0944194075881241,-0.429158903281122,0.411421298885242,0.11876709883087,12,13,13,1,1,12,13,1,0.923076923076923,FALSE,FALSE,FALSE
"comidaescobris","comida","escobris","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comidarefeição","comida","refeição","related","word","word",0.562605251635482,-0.679952743632499,0.269995565774601,0.0674988914436501,16,18,18,0,1,18,18,0,1,FALSE,FALSE,FALSE
"comissãocomité","comissão","comité","related","word","word",0.674390682426265,-0.159082630141485,0.606351031720176,0.202117010573392,9,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"comissãohonortsida","comissão","honortsida","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comissãoimpério","comissão","império","unrelated","word","word",0.102116497347935,-0.58764094881756,0.304670870734019,0.0879509046162617,12,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"comonvesivoalegria","comonvesivo","alegria","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comonvesivocotes","comonvesivo","cotes","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"compaçäofechado","compaçäo","fechado","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"compaçäotransrriado","compaçäo","transrriado","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"companhiabraltar","companhia","braltar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"companhiacorporação","companhia","corporação","related","word","word",0.487976808186553,0.0828477394988637,0.825674841134675,0.291920139610727,8,9,9,0,1,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"companhiainteressante","companhia","interessante","unrelated","word","word",0.106070397692652,-0.126211959178025,0.800261276866312,0.178943861483385,20,21,22,0,0.954545454545455,21,21,1,1,FALSE,FALSE,FALSE
"competiçãocampeonato","competição","campeonato","related","word","word",0.570630088254321,0.00525059470879726,0.625030926365085,0.188453915011022,11,12,12,0,1,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"competiçãodreco","competição","dreco","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"competiçãojuramento","competição","juramento","unrelated","word","word",0.0800508434147868,0.048720764479101,0.455827947679616,0.144145453582765,10,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"comprararmazenar","comprar","armazenar","related","word","word",0.276585919572979,-0.0409445263356365,0.621876803130998,0.172477592362342,13,14,14,0,1,12,14,0,0.857142857142857,FALSE,FALSE,FALSE
"comprararnho","comprar","arnho","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comprarestação","comprar","estação","unrelated","word","word",0.101291937529235,-0.0666244641758216,0.70889033790528,0.213738478940006,11,11,11,1,1,10,11,1,0.909090909090909,FALSE,FALSE,FALSE
"comprarmatemática","comprar","matemática","unrelated","word","word",0.120422346831221,0.408129918306274,1.44445008746929,0.435518088048334,11,11,12,0,0.916666666666667,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"comprarnáuriz","comprar","náuriz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comprarvender","comprar","vender","related","word","word",0.693690014123205,-0.234984598723245,0.785479028173588,0.261826342724529,9,11,11,1,1,11,11,1,1,FALSE,FALSE,FALSE
"comqueodonse","comqueo","donse","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comqueosaudar","comqueo","saudar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comumassinatura","comum","assinatura","unrelated","word","word",0.138090140418882,-0.462423007348131,0.413095322016977,0.119250347683738,12,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"comumcrisnei","comum","crisnei","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"comumusual","comum","usual","related","word","word",0.325723546183293,-0.495959643823001,0.481145954654246,0.120286488663562,16,17,17,1,1,17,17,1,1,FALSE,FALSE,FALSE
"conaceitarfinalivias","conaceitar","finalivias","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conaceitarreino","conaceitar","reino","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conadaptarinima","conadaptar","inima","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conadaptarperseguir","conadaptar","perseguir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conaguentávelevento","conaguentável","evento","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conaguentávelhotricto","conaguentável","hotricto","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conamontoresgate","conamonto","resgate","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conamontotorma","conamonto","torma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conavumcapitalismo","conavum","capitalismo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conavumfuexaustivo","conavum","fuexaustivo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"concaustointenção","concausto","intenção","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"concaustovagensro","concausto","vagensro","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conceitoaguencologia","conceito","aguencologia","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conceitodefinição","conceito","definição","related","word","word",0.503502126763977,-0.596284446395632,0.604578397748084,0.182287245607695,11,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"conceitopassaporte","conceito","passaporte","unrelated","word","word",0.122411808445878,-0.387264388773236,0.53953990726046,0.127170775714878,18,18,18,1,1,18,18,1,1,FALSE,FALSE,FALSE
"conclusãocurar","conclusão","curar","unrelated","word","word",0.103211178574065,-0.168558451339075,0.647810268384435,0.195322145051873,11,11,11,1,1,11,11,1,1,FALSE,FALSE,FALSE
"conclusãomísbeu","conclusão","mísbeu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conclusãosuposição","conclusão","suposição","related","word","word",0.403300796817089,-0.152819815541887,0.566643009260943,0.129996821812223,19,19,19,1,1,19,19,1,1,FALSE,FALSE,FALSE
"concorpiõesciaagendar","concorpiõescia","agendar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"concorpiõesciaconcluíte","concorpiõescia","concluíte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"concretoaço","concreto","aço","related","word","word",0.43180898946924,-0.484186301238616,1.10910886424386,0.320172150665895,12,14,15,0,0.933333333333333,15,15,0,1,FALSE,FALSE,FALSE
"concretobruxa","concreto","bruxa","unrelated","word","word",0.106637791285047,-0.424860300422919,0.479042431442198,0.10989987096445,19,19,19,1,1,19,19,1,1,FALSE,FALSE,FALSE
"concretocomputaríeis","concreto","computaríeis","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"coneleitoarmazenar","coneleito","armazenar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"coneleitoatenresta","coneleito","atenresta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confarecaarrepiante","confareca","arrepiante","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confarecaesamassa","confareca","esamassa","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confeaterciajogações","confeatercia","jogações","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confeaterciapapá","confeatercia","papá","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conferênciaatacante","conferência","atacante","unrelated","word","word",0.0531942584777416,-0.223227971436034,0.45191618008501,0.130456964111614,12,13,14,0,0.928571428571429,14,14,0,1,FALSE,FALSE,FALSE
"conferênciaencontro","conferência","encontro","related","word","word",0.363598510962796,-0.17041993921367,1.06913608583585,0.285738638073878,14,15,15,1,1,14,15,1,0.933333333333333,FALSE,FALSE,FALSE
"conferênciaproteçãetário","conferência","proteçãetário","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conferirfúria","conferir","fúria","unrelated","word","word",0.0501502446696786,-0.533946380144919,0.558398013547269,0.22796503442909,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"conferirimaguentante","conferir","imaguentante","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conferirverificar","conferir","verificar","related","word","word",0.649838495321716,-0.610438012691699,0.443972208688348,0.11865656386865,14,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"confiaracreditar","confiar","acreditar","related","word","word",0.58619620852986,-0.632380655560943,0.289744050876634,0.109512957497146,7,8,8,1,1,7,8,1,0.875,FALSE,FALSE,FALSE
"confiarlóide","confiar","lóide","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confiarnamorado","confiar","namorado","unrelated","word","word",0.103360674063212,-0.237363427497291,0.530639746187497,0.216632769233224,6,6,6,1,1,6,6,1,1,FALSE,FALSE,FALSE
"configounacadafiança","configouna","cadafiança","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"configounareator","configouna","reator","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confirmaçãocalipmetro","confirmação","calipmetro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confirmaçãoconfirmar","confirmação","confirmar","related","word","word",0.657624941937313,-0.69103301256446,0.444503929995944,0.157155871582101,8,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"confirmaçãoprofissional","confirmação","profissional","unrelated","word","word",0.129344551804119,-0.480368695002459,0.387304581941494,0.0968261454853734,16,17,18,1,0.944444444444444,16,18,1,0.888888888888889,FALSE,FALSE,FALSE
"conflitocoronel","conflito","coronel","unrelated","word","word",0.0918855763044909,0.143789580172776,1.38380157634423,0.417231873912378,11,12,12,1,1,12,12,1,1,FALSE,FALSE,FALSE
"conflitodisputa","conflito","disputa","related","word","word",0.512446010747312,-0.39292004100302,0.260450790453555,0.0651126976133887,16,16,17,0,0.941176470588235,17,17,0,1,FALSE,FALSE,FALSE
"conflitohunbrio","conflito","hunbrio","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confortávelmecânico","confortável","mecânico","unrelated","word","word",0.0820906273483062,-0.570607525623799,0.512212944835714,0.124229886727431,17,17,17,0,1,16,16,1,1,FALSE,FALSE,FALSE
"confortávelóio","confortável","óio","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"confortávelprazeroso","confortável","prazeroso","related","word","word",0.371096705057632,0.349667874242218,0.909832264395696,0.198541677205064,21,22,24,0,0.916666666666667,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"congressãoocultar","congressão","ocultar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"congressãosanduiperatura","congressão","sanduiperatura","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"consabochecha","consa","bochecha","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"consaelesequêncidade","consa","elesequêncidade","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conseguiraprentituto","conseguir","aprentituto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conseguirmorada","conseguir","morada","unrelated","word","word",0.0973133971829234,-0.770174852934841,0.311915290982481,0.098636275653882,10,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"conseguirsucesso","conseguir","sucesso","related","word","word",0.276969844485929,-0.476655791209727,1.05609598745654,0.373386317157213,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"conselhoaconselhar","conselho","aconselhar","related","word","word",0.487848647838488,-0.0820131796540178,0.644959232742383,0.203954017342058,10,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"conselhocomprimento","conselho","comprimento","unrelated","word","word",0.0844497326188975,0.123947011863838,1.25982054549668,0.563408875836291,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"conselhomarições","conselho","marições","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conseníaconguções","consenía","conguções","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conseníaextraterrestre","consenía","extraterrestre","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"consertarreparar","consertar","reparar","related","word","word",0.660952078998804,-0.298965131426806,0.703235252734353,0.26579794170125,7,8,8,1,1,7,8,1,0.875,FALSE,FALSE,FALSE
"consertarsensível","consertar","sensível","unrelated","word","word",0.0914673645780941,-0.074223637810589,0.920659129241009,0.375857515612591,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"consertarvoluntexifan","consertar","voluntexifan","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conservadorbrinquedo","conservador","brinquedo","unrelated","word","word",0.128460116381104,-0.533356332138538,0.486323505192792,0.153788995608595,10,11,11,2,1,12,12,1,1,FALSE,FALSE,FALSE
"conservadorincluíantigador","conservador","incluíantigador","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conservadorliberal","conservador","liberal","related","word","word",0.590860521398536,-0.462796369368762,0.443172865661352,0.122914037772025,13,16,16,0,1,14,16,0,0.875,FALSE,FALSE,FALSE
"conservanauatni","conservanau","atni","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conservanauferida","conservanau","ferida","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"considerarceucrania","considerar","ceucrania","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"considerarluz","considerar","luz","unrelated","word","word",0.122200398955128,-0.57867504319697,0.654704492890607,0.19740083195255,11,11,12,0,0.916666666666667,12,12,0,1,FALSE,FALSE,FALSE
"considerarpensar","considerar","pensar","related","word","word",0.475426730494188,-0.612652012299665,0.584938447539644,0.151030457725164,15,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"considevíeisinvestituíam","considevíeis","investituíam","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"considevíeissenador","considevíeis","senador","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conspiraçãoexatrasar","conspiração","exatrasar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"conspiraçãofraude","conspiração","fraude","related","word","word",0.469891781903273,-0.567696850685408,0.370678561689985,0.0957087930814286,15,15,15,0,1,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"conspiraçãomau","conspiração","mau","unrelated","word","word",0.0971321669298388,-0.704118380074502,0.584819423295383,0.150999725797443,15,15,17,0,0.88235294117647,17,17,0,1,FALSE,FALSE,FALSE
"consrívelprincipe","consrível","principe","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"consrívelsubsquedo","consrível","subsquedo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"construçãoceiro","construção","ceiro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"construçãoconstruir","construção","construir","related","word","word",0.645728001852664,-0.401855700981862,0.543526063397763,0.118607110842934,21,21,21,1,1,20,21,1,0.952380952380952,FALSE,FALSE,FALSE
"construçãovela","construção","vela","unrelated","word","word",0.0872174551319264,-0.288344557960298,0.581136184458704,0.219648831705527,7,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"contaminaçãociênções","contaminação","ciênções","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contaminaçãoinvestidor","contaminação","investidor","unrelated","word","word",0.0580784392045191,-0.387792057011793,0.474935871383292,0.122627914692266,15,17,19,0,0.894736842105263,19,19,0,1,FALSE,FALSE,FALSE
"contaminaçãoradiação","contaminação","radiação","related","word","word",0.588040393043854,-0.29775009858803,0.504091817389877,0.168030605796626,9,9,10,0,0.9,10,10,0,1,FALSE,FALSE,FALSE
"contaminocoviscapinhal","contaminocovis","capinhal","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contaminocovisfeiticeiro","contaminocovis","feiticeiro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contarbala","contar","bala","unrelated","word","word",0.13732822775046,-0.715039817664593,0.424053221358495,0.141351073786165,9,9,10,0,0.9,9,10,0,0.9,FALSE,FALSE,FALSE
"contarcalcular","contar","calcular","related","word","word",0.181978198770852,-0.797869089228855,0.253911997485528,0.0529443113777564,23,24,25,0,0.96,24,25,0,0.96,FALSE,FALSE,FALSE
"contarcomunicatalist","contar","comunicatalist","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
