"word_combo","hu_cue","hu_target","type","cue_type","target_type","hu_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"csennosmarhmális","csennos","marhmális","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csentolbuis","csentol","buis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csentoltegye","csentol","tegye","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cseppkorty","csepp","korty","related","word","word",0.50706641243027,0.136910483647887,0.796130488246611,0.113732926892373,49,56,59,0,0.949152542372881,54,58,1,0.931034482758621,FALSE,TRUE,FALSE
"cseppmegnempinítém","csepp","megnempinítém","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csepptanár","csepp","tanár","unrelated","word","word",0.0889471059033362,-0.603220718977716,0.56439131854547,0.136885001208506,17,18,18,1,1,17,18,1,0.944444444444444,FALSE,FALSE,FALSE
"csésgóiskola","csésgó","iskola","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csésgóperfóm","csésgó","perfóm","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csészeegyetem","csésze","egyetem","unrelated","word","word",0.0931240929119051,-0.446405316306105,0.554364000681928,0.104764948686516,28,32,32,1,1,30,32,1,0.9375,FALSE,FALSE,FALSE
"csészekávé","csésze","kávé","related","word","word",0.563998502201125,-0.758698563662494,0.319158908178628,0.053947701836335,35,36,38,0,0.947368421052632,31,38,0,0.81578947368421,FALSE,FALSE,FALSE
"csészenyomrt","csésze","nyomrt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csigaálat","csiga","álat","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csigatámadás","csiga","támadás","unrelated","word","word",0.141015613579615,-0.243506538473003,0.672048003267295,0.237604850196592,8,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"csigateknősbéka","csiga","teknősbéka","related","word","word",0.385831825102964,0.387158055055453,0.978641365377451,0.261552906697648,14,15,16,1,0.9375,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"csinosadszeg","csinos","adszeg","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csinosmikroszkóp","csinos","mikroszkóp","unrelated","word","word",0.0333955192719895,0.0898428027374522,0.742392597956997,0.174983613439364,18,19,19,0,1,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"csinosszép","csinos","szép","related","word","word",0.629778269926547,-0.696057203537839,1.08382398709471,0.236509783850969,21,23,23,0,1,23,23,0,1,FALSE,FALSE,FALSE
"csipeszköz","csip","eszköz","related","word","word",0.323562908552728,0.267126012315761,1.28565426455789,0.321413566139472,16,17,17,1,1,4,17,1,0.235294117647059,FALSE,FALSE,FALSE
"csiporvos","csip","orvos","unrelated","word","word",0.121740173143865,-0.364079189240098,0.725250259067111,0.11190854453493,42,45,45,1,1,15,45,1,0.333333333333333,FALSE,FALSE,FALSE
"csiptehetsök","csip","tehetsök","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csirkekiráge","csirke","kiráge","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csirkepulyka","csirke","pulyka","related","word","word",0.506890072587458,-0.643653016991092,0.540637544661438,0.0971013694959315,31,33,35,0,0.942857142857143,34,35,0,0.971428571428571,FALSE,FALSE,FALSE
"csirketanácsol","csirke","tanácsol","unrelated","word","word",0.0475395147474796,-0.389004767237463,0.503041980195165,0.125760495048791,16,17,19,1,0.894736842105263,19,19,1,1,FALSE,FALSE,FALSE
"csjodandrilla","csjoda","ndrilla","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csjodaszenátus","csjoda","szenátus","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csnékeszövetjüg","csnéke","szövetjüg","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csnéketörténik","csnéke","történik","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csődaföldesőn","csőda","földesőn","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csődagyorsan","csőda","gyorsan","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csodálatosfantasztikus","csodálatos","fantasztikus","related","word","word",0.773105310318046,-0.411914069701308,0.580284034822883,0.111675714570478,27,29,30,0,0.966666666666667,28,30,0,0.933333333333333,FALSE,FALSE,FALSE
"csodálatosjatszme , fleccs","csodálatos","jatszme , fleccs","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csodálatosszindróma","csodálatos","szindróma","unrelated","word","word",0.0313808980313493,-0.132174790584671,0.646228794122945,0.141018684063258,21,22,23,0,0.956521739130435,21,23,0,0.91304347826087,FALSE,FALSE,FALSE
"csodálméltányol","csodál","méltányol","related","word","word",0.429909384314458,0.0278710513827155,0.841101415424216,0.192961898479115,19,20,21,1,0.952380952380952,19,19,3,1,FALSE,FALSE,FALSE
"csodálrekris","csodál","rekris","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csodáltelefon","csodál","telefon","unrelated","word","word",0.141199812385207,-0.475452229386971,0.988632555858257,0.172098837925296,33,34,35,3,0.971428571428571,34,35,3,0.971428571428571,FALSE,FALSE,FALSE
"csodnibaritsegűm","csodni","baritsegűm","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csodniteljesítmény","csodni","teljesítmény","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csókelegáns","csók","elegáns","unrelated","word","word",0.125101355714749,-0.430864077905982,0.547016716756793,0.0966998074602823,32,32,34,1,0.941176470588235,34,34,1,1,FALSE,FALSE,FALSE
"csókölelés","csók","ölelés","related","word","word",0.576070495531755,-0.380751070868006,0.943395648134002,0.284444490337694,11,12,13,1,0.923076923076923,11,13,1,0.846153846153846,FALSE,FALSE,FALSE
"csókrészecile","csók","részecile","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csomaglártóeep","csomaglártó","eep","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csomaglártótudós","csomaglártó","tudós","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csomagtartócipő","csomagtartó","cipő","related","word","word",0.24679220789123,-0.301000214009263,0.803132793238365,0.149138015641478,29,30,31,0,0.967741935483871,30,31,0,0.967741935483871,FALSE,FALSE,FALSE
"csomagtartógyóggőt","csomagtartó","gyóggőt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csomagtartóhelyettes","csomagtartó","helyettes","unrelated","word","word",0.111725864419355,-0.438727129322403,0.54417414981542,0.101050602777184,29,30,31,0,0.967741935483871,31,31,0,1,FALSE,FALSE,FALSE
"csonisték","cson","isték","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csonmalac","cson","malac","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csontderémber","csont","derémber","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csontkoponya","csont","koponya","related","word","word",0.553318911705202,0.707378643646139,2.67889399378926,0.892964664596419,9,10,10,0,1,8,10,0,0.8,FALSE,FALSE,FALSE
"csontszállítmány","csont","szállítmány","unrelated","word","word",0.102981490794768,-0.256204140569392,0.757440351760412,0.154611864367268,24,25,27,0,0.925925925925926,23,26,1,0.884615384615385,FALSE,FALSE,FALSE
"csónyigyakorlatilag","csónyi","gyakorlatilag","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csónyikeszelem","csónyi","keszelem","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csopfelvétel","csop","felvétel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csóppbokáon","csópp","bokáon","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csóppellenőrzés","csópp","ellenőrzés","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csoprajul","csop","rajul","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csúnyaméltukág","csúnya","méltukág","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"csúnyamocskos","csúnya","mocskos","related","word","word",0.482804745659693,-0.564680481143715,0.465482665485742,0.120187107424968,15,16,16,0,1,14,16,0,0.875,FALSE,FALSE,FALSE
"csúnyaszerkezet","csúnya","szerkezet","unrelated","word","word",0.103987190746079,-0.0124108967837666,0.924925295740064,0.201835246662298,21,22,23,1,0.956521739130435,23,23,1,1,FALSE,FALSE,FALSE
"cukorbegyiloni","cukor","begyiloni","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cukorcsokoládé","cukor","csokoládé","related","word","word",0.584049874400669,-0.38786934903496,0.545226798448252,0.111293954190792,24,27,28,1,0.964285714285714,24,28,1,0.857142857142857,FALSE,FALSE,FALSE
"cukorvalaha","cukor","valaha","unrelated","word","word",0.100920577596336,-0.531893145643198,0.515391300331133,0.137744118997358,14,15,17,0,0.88235294117647,17,17,0,1,FALSE,FALSE,FALSE
"dagmairodalom","dagma","irodalom","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dagmanyohomu","dagma","nyohomu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dajkaépítészmérutk","dajka","építészmérutk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dajkafontosság","dajka","fontosság","unrelated","word","word",0.0542943683609236,-0.432072646873961,0.463439981956674,0.128535124464992,13,14,16,0,0.875,11,16,0,0.6875,FALSE,FALSE,FALSE
"dajkaszobalány","dajka","szobalány","related","word","word",0.400862875351744,-0.103989431575075,0.992558480509003,0.18431348269862,29,31,33,0,0.93939393939394,30,33,0,0.909090909090909,FALSE,FALSE,FALSE
"dajüveg","daj","üveg","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dajvalabu","daj","valabu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dakoraranyos","dakor","aranyos","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dakoresülk","dakor","esülk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dálstíltó","dál","stíltó","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dálutca","dál","utca","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dasszisnakarbantartrt","dasszisna","karbantartrt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dasszisnateknősbéka","dasszisna","teknősbéka","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dédekkarc","dédekk","arc","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dédekksaeges","dédekk","saeges","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dékacsárztó","dékacs","árztó","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dékacskiválaszt","dékacs","kiválaszt","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dékánegyetemi tanár","dékán","egyetemi tanár","related","word","word",NA,-0.0607834483680423,0.847288359142013,0.184893478153486,21,25,25,0,1,21,25,0,0.84,FALSE,FALSE,FALSE
"dékánjólét","dékán","jólét","unrelated","word","word",0.0690909511956649,-0.238094773478281,1.33462586036221,0.323694317232601,17,18,18,0,1,13,18,0,0.722222222222222,FALSE,FALSE,FALSE
"dékánunokvács","dékán","unokvács","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dekentésjaarlás","dekentés","jaarlás","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dekentésmellkas","dekentés","mellkas","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dekkagörög","dekka","görög","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dekkaügynelség","dekka","ügynelség","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"déliészaki","déli","északi","related","word","word",0.75380410493531,-0.768250981622118,0.417955456759666,0.0934576812881586,20,21,22,2,0.954545454545455,21,22,2,0.954545454545455,FALSE,FALSE,FALSE
"délifutbsol","déli","futbsol","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"délimenetrend","déli","menetrend","unrelated","word","word",0.106126007026191,-0.178594776567841,0.653852648435845,0.108975441405974,36,38,41,2,0.926829268292683,38,42,1,0.904761904761905,FALSE,FALSE,FALSE
"délimenyasszony","déli","menyasszony","unrelated","word","word",0.13953296385475,0.0559605733077535,1.21574703801268,0.294861967750475,17,17,17,1,1,16,18,0,0.888888888888889,FALSE,FALSE,FALSE
"délinyugati","déli","nyugati","related","word","word",0.644933483117815,-0.627032817054035,0.310658077127539,0.057687756689631,29,29,29,0,1,26,29,0,0.896551724137931,FALSE,FALSE,FALSE
"délitül","déli","tül","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dénanfegyver","dénan","fegyver","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dénanióm","dénan","ióm","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"desszertkateantart","desszert","kateantart","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"desszerttorta","desszert","torta","related","word","word",0.511528415860797,-0.463151681252921,0.845121450525591,0.199197036197619,18,19,20,0,0.95,19,20,0,0.95,FALSE,FALSE,FALSE
"desszerttulajdonos","desszert","tulajdonos","unrelated","word","word",0.122749406669449,-0.378057218865377,0.666642865944042,0.109595412055542,37,38,38,0,1,35,38,0,0.921052631578947,FALSE,FALSE,FALSE
"desztramosogató","desztra","mosogató","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"desztraönbi","desztra","önbi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"detonátordilimit","detonátor","dilimit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"detonátorhátborzongató","detonátor","hátborzongató","unrelated","word","word",0.133075907774986,0.61278572855992,1.28569925861792,0.220495603771746,34,38,39,3,0.974358974358974,24,39,3,0.615384615384615,FALSE,FALSE,FALSE
"detonátoridőzítő","detonátor","időzítő","related","word","word",0.524024033037475,-0.120812329370391,0.744284106758513,0.263144169509159,8,8,8,1,1,3,8,1,0.375,FALSE,FALSE,FALSE
"diákegyerém","diák","egyerém","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diákmeghatározás","diák","meghatározás","unrelated","word","word",0.107635532137749,-0.0835884317003915,0.762655882338117,0.211522683792639,13,14,14,0,1,11,14,0,0.785714285714286,FALSE,FALSE,FALSE
"diáktanár","diák","tanár","related","word","word",0.668729912046583,-0.743458144675538,0.4822741641069,0.0895560639978858,29,34,36,2,0.944444444444444,32,37,1,0.864864864864865,FALSE,FALSE,FALSE
"diálsztiasebesség","diálsztia","sebesség","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diálsztiazavedelem","diálsztia","zavedelem","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dicsődicsőség","dicső","dicsőség","related","word","word",0.636473052262134,0.228869135864256,1.93011369754342,0.364757203269944,28,29,31,0,0.935483870967742,24,31,0,0.774193548387097,FALSE,FALSE,FALSE
"dicsőficetestvér","dicső","ficetestvér","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dicsőmegsemmisítés","dicső","megsemmisítés","unrelated","word","word",0.140045103842894,0.786260868240146,1.29378131424728,0.221881664877225,34,36,37,1,0.972972972972973,32,37,1,0.864864864864865,FALSE,FALSE,FALSE
"dimlopabiztontog","dimlopa","biztontog","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dimlopamegvizsgál","dimlopa","megvizsgál","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinasztiabirodalom","dinasztia","birodalom","related","word","word",0.528564295478498,-0.531541717219219,0.48917945506337,0.1093838514718,20,22,24,0,0.916666666666667,15,24,0,0.625,FALSE,FALSE,FALSE
"dinasztiahullokép","dinasztia","hullokép","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinasztiamond","dinasztia","mond","unrelated","word","word",0.0510586892411434,-0.240216037050325,0.911690356994011,0.134421409642754,46,48,51,2,0.941176470588235,39,51,2,0.764705882352941,FALSE,TRUE,FALSE
"diödőépítészmérnök","diödő","építészmérnök","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diödőfényamp","diödő","fényamp","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diplomaérettségizni","diploma","érettségizni","related","word","word",0.423850979375063,0.719397837929294,1.57624374387159,0.361615115259182,19,21,22,0,0.954545454545455,20,22,0,0.909090909090909,FALSE,FALSE,FALSE
"diplomalyuk","diploma","lyuk","unrelated","word","word",0.129412360481909,-0.240643893210044,0.583059383138815,0.206142621825951,8,10,11,0,0.909090909090909,11,11,0,1,FALSE,FALSE,FALSE
"diplomarepüzási","diploma","repüzási","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"divargsszegdékosan","divargs","szegdékosan","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"divargstudomány","divargs","tudomány","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"divatoselegáns","divatos","elegáns","related","word","word",0.577045095177684,-0.322753634025574,0.590799019386385,0.0984665032310642,36,40,40,1,1,36,40,1,0.9,FALSE,FALSE,FALSE
"divatosfelvétel","divatos","felvétel","unrelated","word","word",0.0738318361926058,-0.302423258058971,0.719483014019977,0.165060723668797,19,20,21,0,0.952380952380952,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"divatoszskökendő","divatos","zskökendő","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dnsápolsó","dns","ápolsó","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dnsbotrány","dns","botrány","unrelated","word","word",0.0796941584725533,0.534339352696353,1.37036687353933,0.342591718384832,16,16,17,0,0.941176470588235,6,16,1,0.375,FALSE,FALSE,FALSE
"dnsujjlenyomat","dns","ujjlenyomat","related","word","word",0.608167967813543,-0.0056373738257735,0.553895111872536,0.195831494835576,8,9,9,2,1,4,10,1,0.4,FALSE,FALSE,FALSE
"dobozkarbantartás","doboz","karbantartás","unrelated","word","word",0.054773189726495,0.129627355865155,0.844931293543074,0.180139957054656,22,24,24,1,1,21,24,1,0.875,FALSE,FALSE,FALSE
"dobozmezaitt","doboz","mezaitt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"doboztáska","doboz","táska","related","word","word",0.535013931652668,-0.312712802362452,0.773530292868811,0.244611756460254,10,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"dohánycigaretta","dohány","cigaretta","related","word","word",0.605192312185204,-0.464650939302808,0.619850099650862,0.142203365501143,19,21,22,0,0.954545454545455,21,22,0,0.954545454545455,FALSE,FALSE,FALSE
"dohánykirály","dohány","király","unrelated","word","word",0.0806489375203494,-0.661538168769703,0.378044576550909,0.0976106899403804,15,17,17,1,1,17,17,1,1,FALSE,FALSE,FALSE
"dohányraondozó","dohány","raondozó","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"domoszelrorás","domosz","elrorás","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"domoszmotel","domosz","motel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dősmaglton erteinuan","dős","maglton erteinuan","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dőspincérnő","dős","pincérnő","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dózisdokumentum","dózis","dokumentum","unrelated","word","word",0.116883783541223,0.00650225389273827,0.76105470656805,0.190263676642012,16,16,17,0,0.941176470588235,11,17,0,0.647058823529412,FALSE,FALSE,FALSE
"dózisinjekció","dózis","injekció","related","word","word",0.55408006701439,0.0443740468929677,0.834604434862427,0.196718151833196,18,18,19,0,0.947368421052632,11,19,0,0.578947368421053,FALSE,FALSE,FALSE
"dóziszag","dózis","zag","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drágaellenáöm","drága","ellenáöm","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drágaolcsó","drága","olcsó","related","word","word",0.480551400422996,-0.42823368012301,0.513619879998894,0.0988461919928348,27,30,30,0,1,30,30,0,1,FALSE,FALSE,FALSE
"drágaújságíró","drága","újságíró","unrelated","word","word",0.0357476895661288,0.101329584143647,1.3063672163801,0.307913705807388,18,20,21,0,0.952380952380952,19,21,0,0.904761904761905,FALSE,FALSE,FALSE
"drámaicsomag","drámai","csomag","unrelated","word","word",0.13629586889746,-0.807718485046273,0.376282041922376,0.104361861245186,13,15,17,1,0.88235294117647,16,17,1,0.941176470588235,FALSE,FALSE,FALSE
"drámairomantikus","drámai","romantikus","related","word","word",0.45108473656121,-0.370015037147301,0.440835799081457,0.117818323141966,14,16,16,2,1,14,16,2,0.875,FALSE,FALSE,FALSE
"drámaisep","drámai","sep","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drámakomédia","dráma","komédia","related","word","word",0.436979000033289,-0.231283309771017,0.580905324167726,0.175149545362193,11,11,11,1,1,10,11,1,0.909090909090909,FALSE,FALSE,FALSE
"drámatümhujj","dráma","tümhujj","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drámavastag","dráma","vastag","unrelated","word","word",0.10917698681053,-0.448912880006475,0.649818519045415,0.109839377234523,35,39,42,0,0.928571428571429,38,42,0,0.904761904761905,FALSE,FALSE,FALSE
"drámrómegéás","drámró","megéás","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drámrórajzol","drámró","rajzol","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drekithadsereg","drekit","hadsereg","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drekitpersiktuna","drekit","persiktuna","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drélaju","dréla","ju","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drélaséf","dréla","séf","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drulahanpos","drula","hanpos","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"drulamutáció","drula","mutáció","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dúzosbelül","dúzos","belül","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dúzosszakteber","dúzos","szakteber","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
