"sv_cue","sv_target","type","cue_type","target_type","sv_cosine"
"överväga","tror","related","word","word",0.24986289713515
"knapp","tryck","related","word","word",0.357169360866377
"puls","tryck","related","word","word",0.359111752143695
"svälja","tugga","related","word","word",0.517758888760584
"finger","tumme","related","word","word",0.505430485292889
"bro","tunnel","related","word","word",0.387716815036381
"radio","tv","related","word","word",0.519865598873966
"rena","tvätta","related","word","word",0.305979509242083
"ekorre","tvättbjörn","related","word","word",0.532661523312642
"styrka","tvinga","related","word","word",0.18282595913346
"konflikt","tvist","related","word","word",0.408386132586555
"tyst","tystnad","related","word","word",0.434497833797144
"service","underhåll","related","word","word",0.326028755009751
"rapportera","underrätta","related","word","word",0.355763129420189
"undersöka","undersöka","related","word","word",1
"gammal","ung","related","word","word",0.418705832962133
"särskild","unik","related","word","word",0.337518276986941
"högskola","universitet","related","word","word",0.595691205838835
"ner","upp","related","word","word",0.475337592232876
"uppgift","uppdrag","related","word","word",0.44744064403157
"färsk","uppfriska","related","word","word",NA
"stolt","upphetsad","related","word","word",0.2957466373237
"bevara","upprätthålla","related","word","word",0.514593547108992
"avgång","uppsägning","related","word","word",0.415610233760177
"beundra","uppskatta","related","word","word",0.4527580865752
"blod","urin","related","word","word",0.478586099897819
"förlåta","ursäkt","related","word","word",0.426589771900613
"hälsa","utbildning","related","word","word",0.15554317593507
"hinder","utmaning","related","word","word",0.369414493791159
"ufo","utomjording","related","word","word",0.393095711717222
"muta","utpressning","related","word","word",0.315761080986972
"utrustning","utrusta","related","word","word",0.662157743229509
"provision","utskott","related","word","word",0.190754433047752
"gott","utsökt","related","word","word",0.295742242673133
"galleri","utställning","related","word","word",0.466233433075761
"beskriva","uttrycka","related","word","word",0.470287448160187
"observation","utvärdering","related","word","word",0.41501639390113
"framsteg","utveckling","related","word","word",0.456226892203823
"motgift","vaccin","related","word","word",0.550025586730885
"rutt","väg","related","word","word",0.377905570179728
"kampanj","val","related","word","word",0.225076051415948
"välja","välj","related","word","word",0.567669928203506
"kandidat","väljare","related","word","word",0.386350149206166
"zombie","vampyr","related","word","word",0.410258350962957
"kollega","vän","related","word","word",0.603731827944311
"kanel","vanilj","related","word","word",0.559610648568348
"artig","vänlig","related","word","word",0.538449345543122
"vanlig","vanliga","related","word","word",0.611330826610229
"hälsosam","vanligt","related","word","word",0.155266950523931
"i vanliga fall","vanligtvis","related","word","word",NA
"relation","vänskap","related","word","word",0.491360179981106
"höger","vänster","related","word","word",0.935188789497428
"pistol","vapen","related","word","word",0.605582789310729
"onyttig","värdelös","related","word","word",0.348764221061584
"förtjänar","värdig","related","word","word",0.419183097648783
"stolthet","värdighet","related","word","word",0.48686642322052
"monster","varelse","related","word","word",0.389018244358764
"björn","varg","related","word","word",0.532325199986583
"dagligen","varje vecka","related","word","word",NA
"internationell","värld","related","word","word",0.195266454743542
"låda","väska","related","word","word",0.510193629683854
"sydlig","västra","related","word","word",0.318595667819682
"torr","våt","related","word","word",0.489056911132893
"kol","väte","related","word","word",0.380095824825619
"flytande","vätska","related","word","word",0.304614255523417
"hud","vävnad","related","word","word",0.473408142717254
"månad","vecka","related","word","word",0.779501998422682
"ventil","ventilation","related","word","word",0.78004005967034
"mars","venus","related","word","word",0.35375666016884
"sann","verklig","related","word","word",0.509909935182465
"faktiskt","verkligen","related","word","word",0.413442732561629
"teknologi","vetenskap","related","word","word",0.472922217933353
"dvd","video","related","word","word",0.462559601655792
"värdefullt","viktig","related","word","word",0.394439855952254
"få","vinna","related","word","word",0.334268926289536
"förlorare","vinnare","related","word","word",0.57236359563004
"sommar","vinter","related","word","word",0.592845112605415
"horn","vissla","related","word","word",0.207921124672969
"känna igen","visste","related","word","word",NA
"protein","vitamin","related","word","word",0.538413967627914
"bevittna","vittnesbörd","related","word","word",0.381623244291773
"whisky","vodka","related","word","word",0.610733069562899
"sherlock","watson","related","word","word",0.320044510407438
"internet","webb","related","word","word",0.0752499436298052
"lager","yta","related","word","word",0.292350470182257
"extra","ytterligare","related","word","word",0.328819615250505
"område","zon","related","word","word",0.398480773408202
"ryggrads","brev","unrelated","word","word",0.0120089602148695
"löjlig","läka","unrelated","word","word",0.0253773309993431
"röst","adress","unrelated","word","word",0.177417298387075
"vägra","kniv","unrelated","word","word",0.104177644618846
"smutsig","kvalitet","unrelated","word","word",0.119929798282906
"förvaltning","armé","unrelated","word","word",0.224084182224963
"hormon","entreprenör","unrelated","word","word",0.0914400828649434
"siffra","smutta","unrelated","word","word",0.113819779205452
"fast egendom","tragisk","unrelated","word","word",NA
"bo","frysa","unrelated","word","word",0.221300689819682
"advokat","sitta","unrelated","word","word",0.131999902227609
"äktenskapsskillnad","tennis","unrelated","word","word",0.325259845181292
"trigger","sol","unrelated","word","word",0.0431875608438479
"aktiva","teater","unrelated","word","word",0.0893173008040198
"bravo","watson","unrelated","word","word",0.128169818644713
"motiv","sköldpadda","unrelated","word","word",0.028596844862535
"husmor","camping","unrelated","word","word",0.117488241974388
"val","pris","unrelated","word","word",0.26103719846905
"afrika","död","unrelated","word","word",0.0209242650909109
"objekt","härlig","unrelated","word","word",0.0197319092724399
"obduktion","hembiträde","unrelated","word","word",0.155169116111226
"själ","resväska","unrelated","word","word",0.214242329857047
"punkt","penna","unrelated","word","word",0.186652594365121
"offer","elektrisk","unrelated","word","word",0.0102966847460781
"gås","rikedom","unrelated","word","word",0.0971046571439667
"klagomål","utskott","unrelated","word","word",0.295988479106825
"exceptionell","lagra","unrelated","word","word",0.133730283669086
"liknande","komedi","unrelated","word","word",0.126803683560617
"slutsats","värdelös","unrelated","word","word",0.0876287135679884
"tillämpa","minus","unrelated","word","word",0.138898762025427
"privilegium","frukost","unrelated","word","word",0.0690068422210917
"härlig","öde","unrelated","word","word",0.102850188536421
"jobb","ärr","unrelated","word","word",0.193742958041327
"jordbrukare","signal","unrelated","word","word",0.0418603525036841
"svartsjuk","promenad","unrelated","word","word",0.212578094393567
"ingenjör","uppfriska","unrelated","word","word",NA
"anständig","värld","unrelated","word","word",0.208404809905813
"lojalitet","kärlek","unrelated","word","word",0.4742192940222
"hand","korrekt","unrelated","word","word",0.0507923583659491
"legion","unik","unrelated","word","word",0.043991256819809
"tatuering","informant","unrelated","word","word",0.14870167293487
"okunnighet","tunnel","unrelated","word","word",0.11446220278776
"arsenal","självklart","unrelated","word","word",0.0919584539147222
"ven","piller","unrelated","word","word",0.159376614952368
"naturlig","investerare","unrelated","word","word",0.103899647650108
"kavalleri","förare","unrelated","word","word",0.11279117033295
"århundrade","höra","unrelated","word","word",0.0837481930207432
"arv","skydd","unrelated","word","word",0.168017724719323
"blixt","råna","unrelated","word","word",0.0788532912603746
"sekreterare","träd","unrelated","word","word",0.0787632937566121
"utfodra","mutation","unrelated","word","word",0.13298078482095
"stilla","feber","unrelated","word","word",0.210265181055594
"miljö","vänster","unrelated","word","word",0.101169001630811
"åsikt","politisk","unrelated","word","word",0.363914619762673
"jurisdiktion","ärlighet","unrelated","word","word",0.244464664347632
"hängande","räddare","unrelated","word","word",0.0410461488459734
"ankomst","larm","unrelated","word","word",0.135079497661493
"ändamål","bana","unrelated","word","word",0.117741590372339
"av misstag","hallucination","unrelated","word","word",NA
"slutet","badrum","unrelated","word","word",0.0986491225705866
"kontrakt","fotboll","unrelated","word","word",0.104208320366664
"rostat bröd","tror","unrelated","word","word",NA
"dusch","kusin","unrelated","word","word",0.0866322146206777
"främre","professionell","unrelated","word","word",0.0752494373092099
"planet","parfym","unrelated","word","word",0.127398798612287
"orkester","väska","unrelated","word","word",0.0942904930755517
"klubb","vän","unrelated","word","word",0.247671033008786
"förlåtelse","primär","unrelated","word","word",0.100326329284494
"bebis","sol","unrelated","word","word",0.190769028689881
"ungdom","rättslig","unrelated","word","word",0.159611668339061
"stadion","band","unrelated","word","word",0.205774546269056
"ubåt","kardinal","unrelated","word","word",0.0526612638468608
"regemente","nation","unrelated","word","word",0.184008240859539
"domstol","söt","unrelated","word","word",0.132231519530524
"konspiration","orange","unrelated","word","word",0.091504673438987
"efterfrågan","grupp","unrelated","word","word",0.0698063333099051
"gräv","museum","unrelated","word","word",0.122043135998102
"kista","näsa","unrelated","word","word",0.0759605332465658
"terapi","vanliga","unrelated","word","word",0.154732190024335
"nödvändig","skjuta","unrelated","word","word",0.1647378670055
"bekämpa","sko","unrelated","word","word",-0.0231057068257739
"erkänna","hamn","unrelated","word","word",0.0587340447848886
"bekräftelse","kyrkogård","unrelated","word","word",0.0779369531256712
"belopp","administrativ","unrelated","word","word",0.239635418472321
"räkna","kloster","unrelated","word","word",0.133396986459758
"profil","ära","unrelated","word","word",0.00597760375126955
"kommando","skådespelare","unrelated","word","word",0.0882157022577662
"mod","webb","unrelated","word","word",0.0611636935274067
"överraskning","blomma","unrelated","word","word",0.212942709778026
"fälla","musik","unrelated","word","word",0.0144421163400293
"menande","elegant","unrelated","word","word",0.303264679628661
"bevis","amerika","unrelated","word","word",0.0667231008998973
"fordon","definition","unrelated","word","word",0.145426789848023
"dyr","missil","unrelated","word","word",0.0640497375126775
"kemi","marin","unrelated","word","word",0.158029726150185
"kemisk","tallrik","unrelated","word","word",0.182715025487106
"stöd","nödsituation","unrelated","word","word",0.0630787466552538
"fragment","vänskap","unrelated","word","word",0.0645687221052231
"brun","bistånd","unrelated","word","word",0.0734406557099994
"repa","fysisk","unrelated","word","word",0.171615229462569
"kombination","harmoni","unrelated","word","word",0.254264764936852
"växt","lån","unrelated","word","word",0.144589214330214
"ödmjuka","son","unrelated","word","word",0.23163170986993
"bibel","lejon","unrelated","word","word",0.0631602292970769
"silke","fisk","unrelated","word","word",0.267292672995789
"sheriff","protokoll","unrelated","word","word",0.0853132711201009
"topp","dra","unrelated","word","word",0.0805022806772375
"washington","jordgubbe","unrelated","word","word",0.0963330855924206
"excellent","lyckas","unrelated","word","word",0.161114201480479
"gas","frånvaro","unrelated","word","word",0.029523594930641
"smal","hyresvärd","unrelated","word","word",0.141755743332976
"telegram","dikt","unrelated","word","word",0.235161971346516
"engagemang","borgmästare","unrelated","word","word",0.0914677884500024
"kille","rimlig","unrelated","word","word",0.11709930343963
"syster","timer","unrelated","word","word",0.0873894997069049
"barnbarn","tidskrift","unrelated","word","word",0.0813663532366009
"mage","utomjording","unrelated","word","word",0.157539894127121
"synd","pilot","unrelated","word","word",0.10821255579516
"brudgum","journalist","unrelated","word","word",0.127365295568678
"tåg","kula","unrelated","word","word",0.147226925346454
"läger","enkel","unrelated","word","word",0.0833372647760258
"konstruktion","religion","unrelated","word","word",0.201242352321777
"torn","motsats","unrelated","word","word",0.112667399980778
"fast","vanligtvis","unrelated","word","word",0.246721498770787
"picknick","barn","unrelated","word","word",0.179922774128185
"tumör","fara","unrelated","word","word",0.159028077412452
"mile","skåpbil","unrelated","word","word",0.148982765676383
"hjärna","bröst","unrelated","word","word",0.258268913027548
"ritual","säng","unrelated","word","word",0.164641964408528
"vin","möte","unrelated","word","word",0.160034842849094
"attraktiv","arg","unrelated","word","word",0.25404087914688
"chef","vodka","unrelated","word","word",0.136835664549842
"socker","tvist","unrelated","word","word",0.0944458445305713
"tobak","abdominal","unrelated","word","word",NA
"rök","syn","unrelated","word","word",0.14106423460547
"zoo","kärn","unrelated","word","word",0.0398741667973332
"kultur","juli","unrelated","word","word",0.0290336967232954
"rom","författare","unrelated","word","word",0.213394357644781
"rodeo","tråd","unrelated","word","word",0.148213669666959
"naiv","följa","unrelated","word","word",0.119794532063686
"stuga","tystnad","unrelated","word","word",0.117578404975515
"öken","effektiv","unrelated","word","word",0.185858494601546
"bra","gaffel","unrelated","word","word",0.142141814117667
"aska","morgon","unrelated","word","word",0.117851362921107
"rostig","fiske","unrelated","word","word",0.152916108730683
"dansare","psykologi","unrelated","word","word",0.173549652223364
"här","djur","unrelated","word","word",0.185550228461588
"framtida","fjäll","unrelated","word","word",0.144733253397496
"programvara","civilisation","unrelated","word","word",0.2011930590528
"november","triangel","unrelated","word","word",0.064936554660626
"begrepp","mysterium","unrelated","word","word",0.340552514438953
"frihet","utställning","unrelated","word","word",0.239102011531314
"protest","fantasi","unrelated","word","word",0.148843003158431
"vad","spis","unrelated","word","word",0.0877603780947446
"ambassad","blåmärke","unrelated","word","word",0.0463289454899152
"påfrestning","bekämpa","unrelated","word","word",0.161735947676219
"ombud","graviditet","unrelated","word","word",0.100716583679612
"text","instrument","unrelated","word","word",0.180460369756568
"moln","hiv","unrelated","word","word",0.0994990377542009
"ping","kloster","unrelated","word","word",0.147836266362264
"direkt","svar","unrelated","word","word",0.158254751130349
"producent","kreativitet","unrelated","word","word",0.150648332923869
"konversation","tacksamhet","unrelated","word","word",0.189742910604713
"grevskap","cigarett","unrelated","word","word",0.113682472385029
"enhet","mikrofon","unrelated","word","word",0.202209369912267
"fä","förstå","unrelated","word","word",0.193568269718719
"göra","bygga","unrelated","word","word",0.300130439345694
"lida","ceremoni","unrelated","word","word",0.133070308451403
"levande","kunskap","unrelated","word","word",0.189729163288598
"förgifta","medkänsla","unrelated","word","word",0.19562265487575
"dödligt","kristen","unrelated","word","word",0.0641709677009465
"fil","nederlag","unrelated","word","word",0.0407774283244603
"omslag","motståndare","unrelated","word","word",0.114648721062062
"pund","servitris","unrelated","word","word",0.108141148753179
"välgörenhet","titel","unrelated","word","word",0.184269251037312
"fönster","sätta","unrelated","word","word",0.0830727262501363
"blind","spendera","unrelated","word","word",0.0816378248802063
"måla","tvinga","unrelated","word","word",0.127627206816814
"tryck","handla om","unrelated","word","word",NA
"mardröm","förbjuda","unrelated","word","word",0.0775886145815718
"galenskap","förmodligen","unrelated","word","word",0.125903997883529
"krut","ödla","unrelated","word","word",0.107643541405997
"svära","samuraj","unrelated","word","word",0.138696416489073
"inflytande","minut","unrelated","word","word",0.157812912456855
"användbar","frukt","unrelated","word","word",0.0734088824783756
"smeknamn","förbereda","unrelated","word","word",0.0735451532444408
"fattigdom","ljud","unrelated","word","word",0.0430889404876919
"modern","västra","unrelated","word","word",0.145241152946983
"nuvarande","middag","unrelated","word","word",0.0684420706398779
"magnetisk","lösenord","unrelated","word","word",0.196195457221782
"faktor","flaska","unrelated","word","word",0.12416678291683
"mental","lady","unrelated","word","word",-0.000993670511028958
"kraft","trevlig","unrelated","word","word",0.0153034704671227
"chip","generös","unrelated","word","word",0.0828187225797086
"bricka","fyra","unrelated","word","word",0.0932944640447639
"helt enkelt","trogen","unrelated","word","word",NA
"stor","beskrivning","unrelated","word","word",0.118052076787063
"ensam","fantastisk","unrelated","word","word",0.203190987792093
"person","minister","unrelated","word","word",0.220650085020188
"miljonär","pengar","unrelated","word","word",0.216497419330381
"plåga","uppdrag","unrelated","word","word",0.12191773132849
"serier","rädsla","unrelated","word","word",0.124596851093648
"orgasm","båt","unrelated","word","word",0.103686338065728
"byta ut","ventilation","unrelated","word","word",NA
"evig","foto","unrelated","word","word",0.0395251539454841
"brista","sändare","unrelated","word","word",0.110347229843916
"jordbävning","skrivning","unrelated","word","word",0.189851479234551
"bomba","ljus","unrelated","word","word",0.14667456796273
"inre","verklig","unrelated","word","word",0.223558744055086
"fjäril","anka","unrelated","word","word",0.291709671004097
"falsk","gram","unrelated","word","word",0.19987960153919
"klan","artilleri","unrelated","word","word",0.0929089487503869
"hugg","kalkon","unrelated","word","word",0.138112308623844
"gisslan","kandidat","unrelated","word","word",0.111064841062376
"straff","gudomlig","unrelated","word","word",0.0796170099767922
"cell","häftigt","unrelated","word","word",0.0842073790253936
"verklighet","karta","unrelated","word","word",0.177821806712722
"imponerande","dynamit","unrelated","word","word",0.148817072915324
"underbar","våt","unrelated","word","word",0.226930679456816
"mor","information","unrelated","word","word",0.102630773715249
"risk","bevis","unrelated","word","word",0.0800135695989182
"riskabel","juliet","unrelated","word","word",0.138042423335903
"besättning","sjö","unrelated","word","word",0.261631439958414
"post","blandning","unrelated","word","word",0.120673049919163
"hosta","mjöl","unrelated","word","word",0.209561827208066
"koloni","misstänka","unrelated","word","word",0.157084003396234
"framgång","rida","unrelated","word","word",0.138422207342143
"reception","stänga","unrelated","word","word",0.15807341509386
"karneval","leksak","unrelated","word","word",0.261558376125434
"porr","födelsedag","unrelated","word","word",0.165723014011825
"bank","mörda","unrelated","word","word",0.199522030609179
"ekonomiskt","barndom","unrelated","word","word",0.186063055702215
"budget","obehaglig","unrelated","word","word",0.0720719104232505
"dna","juvel","unrelated","word","word",0.107851093097
"haj","snuskig","unrelated","word","word",0.136872266598367
"jakt","fest","unrelated","word","word",0.250058298000766
"kulle","inspelning","unrelated","word","word",0.0775564828066179
"tredje","plikt","unrelated","word","word",0.152129384896768
"halv","militär","unrelated","word","word",0.129310197465029
"brand","dålig","unrelated","word","word",0.0605225435599178
"glas","intuition","unrelated","word","word",0.093265980274552
"pojkar","åska","unrelated","word","word",0.136877724511467
"sjö","söndag","unrelated","word","word",0.0836565636440712
"fly","gorilla","unrelated","word","word",0.107413252476782
"landning","distrikt","unrelated","word","word",0.108809512331645
"landa","marknadsföring","unrelated","word","word",0.0868607860980949
"terminal","sovrum","unrelated","word","word",0.148578429180867
"flykting","anklagelse","unrelated","word","word",0.234764851730293
"årsdag","sällan","unrelated","word","word",0.134959342746678
"eskort","äta","unrelated","word","word",0.108761865748269
"vuxen","gå","unrelated","word","word",0.246380040677001
"passagerare","älskare","unrelated","word","word",0.235422094303713
"förändra","juice","unrelated","word","word",0.158242989804551
"redo","hjälpa","unrelated","word","word",0.132980938680037
"kontakt","besvikelse","unrelated","word","word",0.10145159197755
"förbjuden","simma","unrelated","word","word",0.0671932095470116
"stanna kvar","skicka","unrelated","word","word",NA
"seminarium","någonsin","unrelated","word","word",0.0930547780231272
"föreslå","ost","unrelated","word","word",0.175682085100293
"företag","generellt sett","unrelated","word","word",NA
"industri","kväll","unrelated","word","word",0.12559190625712
"poet","program","unrelated","word","word",0.11907797871124
"kapacitet","tvättbjörn","unrelated","word","word",0.00856000612605651
"kanske","metall","unrelated","word","word",0.169672919869751
"förolämpning","stånga","unrelated","word","word",0.142199394457754
"spionera","flamma","unrelated","word","word",0.0886518771538826
"auktion","möjlighet","unrelated","word","word",0.112669083287712
"gör det möjligt","integritet","unrelated","word","word",NA
"analytiker","strålning","unrelated","word","word",0.195416922817067
"geni","stat","unrelated","word","word",0.100947445617286
"prova","stol","unrelated","word","word",0.10579885273309
"inse","finansiell","unrelated","word","word",0.211626658749768
"skapande","klient","unrelated","word","word",0.114835805633401
"skydda","utpressning","unrelated","word","word",0.184214162985665
"död","do","unrelated","word","word",0.104412043852363
"redan","måltid","unrelated","word","word",0.0598712914652249
"respekt","motell","unrelated","word","word",0.0664532255332249
"fortsätt","smör","unrelated","word","word",0.07230188771184
"vänta","rykte","unrelated","word","word",-0.0158931250422388
"kaos","mormor","unrelated","word","word",0.068592188817482
"basketboll","assistent","unrelated","word","word",0.118721277479682
"bild","förbli","unrelated","word","word",0.0999795795260786
"autograf","franska","unrelated","word","word",0.0918272927225801
"fråga","fax","unrelated","word","word",0.138349185736339
"ladda","alternativ","unrelated","word","word",0.239174538895638
"engelsk","frivilligt","unrelated","word","word",0.0572439601266008
"närvaro","verkligen","unrelated","word","word",0.192577416249301
"lexikon","lever","unrelated","word","word",0.215234130815131
"fritt","flotta","unrelated","word","word",0.0960708018519713
"volontär","stil","unrelated","word","word",0.109820907690452
"make","champagne","unrelated","word","word",0.227190157202912
"middag","storm","unrelated","word","word",0.122825169929146
"äpple","slåss","unrelated","word","word",0.0996348418719662
"fruktansvärd","demokrati","unrelated","word","word",0.117963327843089
"smälta","cognac","unrelated","word","word",0.226244608578491
"digusting","strukturera","unrelated","word","word",NA
"tömma","negativ","unrelated","word","word",0.118737072331926
"nykter","signatur","unrelated","word","word",-0.0335088871103058
"absolut","träffa","unrelated","word","word",0.208539623665712
"operativ","effekt","unrelated","word","word",0.19281471330422
"två","match","unrelated","word","word",0.201365666959805
"sexuell","bra","unrelated","word","word",0.157660479775168
"stiga på","intelligent","unrelated","word","word",NA
"sked","i går","unrelated","word","word",NA
"universum","lastbil","unrelated","word","word",0.0297500949155127
"paranoid","arbete","unrelated","word","word",0.0700538616446481
"verkstad","mördare","unrelated","word","word",0.128227330964213
"skåp","imponera på","unrelated","word","word",NA
"aveny","tryck","unrelated","word","word",0.0657057962957871
"komplimang","självisk","unrelated","word","word",0.237455856227187
"lesbisk","lärare","unrelated","word","word",0.208440898735981
"erbjudande","cerebral","unrelated","word","word",0.0281444865816668
"råd","utrusta","unrelated","word","word",0.159895735330841
"invasion","ersättning","unrelated","word","word",0.158689411805498
"samhälle","morfin","unrelated","word","word",0.0836043850763648
"naturligtvis","förbättring","unrelated","word","word",0.154098851956848
"medkännande","något","unrelated","word","word",0.215079029067899
"enda","fel","unrelated","word","word",0.17679832961541
"piano","sport","unrelated","word","word",0.266383812592698
"nöje","hälsa","unrelated","word","word",0.122132364507536
"nationell","staty","unrelated","word","word",0.152239517300953
"lov","kött","unrelated","word","word",0.0588288312101163
"apa","fruktansvärd","unrelated","word","word",0.133825796187268
"kilo","kriminell","unrelated","word","word",0.157535598100449
"hörn","däck","unrelated","word","word",0.122240525393807
"födelse","lycklig","unrelated","word","word",0.142298983649255
"romersk","ärliga","unrelated","word","word",0.0751400967378401
"baron","sås","unrelated","word","word",0.2395397813162
"straffa","behöver","unrelated","word","word",0.0912316593655468
"ko","matta","unrelated","word","word",0.276150908255217
"gäng","aktivitet","unrelated","word","word",0.0732291970270469
"brutal","låsa","unrelated","word","word",0.038209246565431
"ondska","kind","unrelated","word","word",0.161363725341996
"solnedgång","låta","unrelated","word","word",0.102387164804404
"gud","klänning","unrelated","word","word",0.130158034551383
"röd","president","unrelated","word","word",0.151536804373924
"håll","varg","unrelated","word","word",0.0684642520086095
"smash","värdighet","unrelated","word","word",0.0688684446159256
"värma","sopor","unrelated","word","word",0.12890370820171
"spricka","extern","unrelated","word","word",0.174278728984421
"illusion","venus","unrelated","word","word",0.117706531768297
"gratulera","alibi","unrelated","word","word",0.12854877153361
"ringa","koncentrera","unrelated","word","word",0.131504468251686
"smörgås","höst","unrelated","word","word",0.127831365955777
"pinne","tro","unrelated","word","word",0.142661756631176
"bukt","handduk","unrelated","word","word",0.0704693840991956
"inträffa","gripa","unrelated","word","word",0.163619082156147
"filt","kommunikation","unrelated","word","word",0.0606163631125031
"fenomen","massage","unrelated","word","word",0.146698434344482
"toalett","dimma","unrelated","word","word",0.109733675760635
"ut","komplett","unrelated","word","word",0.0518104556619133
"kommersiell","långt","unrelated","word","word",0.106564849139637
"trohet","lunch","unrelated","word","word",0.110710641700914
"tuff","skandal","unrelated","word","word",0.159086679039899
"trevlig","maskin","unrelated","word","word",0.0377159290713412
"balans","begrava","unrelated","word","word",0.150586299358656
"åsna","predikan","unrelated","word","word",0.155769489658721
"distans","sjukdom","unrelated","word","word",0.0714057744550106
"hjälm","fånge","unrelated","word","word",0.120688115766326
"hav","diskussion","unrelated","word","word",0.128135493976547
"förbanna","rom","unrelated","word","word",0.213566958578859
"hallå","okänd","unrelated","word","word",0.125026788865013
"ambulans","bataljon","unrelated","word","word",0.186337395720171
"paradis","ange","unrelated","word","word",0.133874214071475
"nanny","himmelskt","unrelated","word","word",0.0761306838600917
"kokain","ingång","unrelated","word","word",0.0610750868840413
"himmel","krigare","unrelated","word","word",0.160970934040704
"sök","rasa","unrelated","word","word",0.159248512154925
"aids","hamburgare","unrelated","word","word",0.149868779336614
"hjälp","bete","unrelated","word","word",0.109973833340749
"låg","romantisk","unrelated","word","word",0.152289769796941
"majestät","sallad","unrelated","word","word",0.159485475616185
"vikt","division","unrelated","word","word",0.124938122363937
"klättra","ung","unrelated","word","word",0.153443702129224
"lyssna","explosion","unrelated","word","word",0.091207661258443
"vår","praktiskt taget","unrelated","word","word",NA
"tonfisk","präst","unrelated","word","word",0.148977647626124
"tusen","försäljning","unrelated","word","word",0.174480399368587
"trött","dollar","unrelated","word","word",0.118999621397527
"bas","intim","unrelated","word","word",0.151653543605693
"hyra","gryning","unrelated","word","word",0.0425033529769765
"hyresgäst","matematik","unrelated","word","word",0.110046858337113
"i dag","strategi","unrelated","word","word",NA
"lura","arrogans","unrelated","word","word",0.14817020474043
"diarre","lön","unrelated","word","word",0.155064286370249
"dynasti","kaka","unrelated","word","word",0.149880281901191
"smickra","fängelse","unrelated","word","word",0.0901324846417056
"virus","uppsägning","unrelated","word","word",0.159297550590684
"källa","lång","unrelated","word","word",0.101160119169622
"data","övervaka","unrelated","word","word",0.2709239399931
"utgång","liberal","unrelated","word","word",0.117333476250476
"dos","slutlig","unrelated","word","word",0.207294553654102
"vinst","ge sig på","unrelated","word","word",NA
"innehålla","lokal","unrelated","word","word",0.111849026612168
"spindel","farlig","unrelated","word","word",0.175339896183723
"undersökning","patrullera","unrelated","word","word",0.16463862989403
"spela in","överge","unrelated","word","word",NA
"inspirera","film","unrelated","word","word",0.236436610572794
"verktyg","acceptera","unrelated","word","word",0.139810697742151
"privat","kämpe","unrelated","word","word",0.106928396631672
"smart","poker","unrelated","word","word",0.19648191772121
"personlig","tjänare","unrelated","word","word",0.179450185785108
"spännande","vittnesbörd","unrelated","word","word",0.140118019551233
"instinkt","brottslighet","unrelated","word","word",0.255883045076284
"utanför","promenad","unrelated","word","word",0.113049388756704
"finansiera","episod","unrelated","word","word",0.084872644812792
"bankman","näsduk","unrelated","word","word",0.223438127834423
"ironi","dansa","unrelated","word","word",0.10966710054285
"okej","fråga","unrelated","word","word",0.189227433654703
"skjorta","injektion","unrelated","word","word",0.1598486691604
"följ","bror","unrelated","word","word",0.139816411864616
"ängel","infektion","unrelated","word","word",0.167276144856156
"banan","reparera","unrelated","word","word",0.0796294524602668
"reporter","råtta","unrelated","word","word",0.136931604134946
"mjölk","kust","unrelated","word","word",0.103370684996741
"juni","vapen","unrelated","word","word",0.0737050544085328
"romeo","häxa","unrelated","word","word",0.180917433515658
"senior","mörk","unrelated","word","word",0.0969921542618274
"diamant","produkt","unrelated","word","word",0.213199402195904
"kopp","fjärde","unrelated","word","word",0.15615581919715
"efterrätt","oktober","unrelated","word","word",0.125181267336238
"kyckling","hav","unrelated","word","word",0.0945882392846782
"varm","använda sig av","unrelated","word","word",NA
"mästare","ägg","unrelated","word","word",0.151343402990996
"populär","soda","unrelated","word","word",0.126581998199506
"diplom","trollkarl","unrelated","word","word",0.159109930706224
"räv","ärm","unrelated","word","word",0.160077159678321
"nu","spegel","unrelated","word","word",0.134043669842492
"intryck","talang","unrelated","word","word",0.126985008485405
"delikat","mening","unrelated","word","word",0.11357181026899
"kyrka","överdriva","unrelated","word","word",0.0737861531062468
"anarki","norr","unrelated","word","word",0.176770425496662
"befälhavare","jäkel","unrelated","word","word",0.184535787011732
"biskop","snabb","unrelated","word","word",0.0110583335081534
"hata","zon","unrelated","word","word",0.104524688630459
"atom","avrättning","unrelated","word","word",0.099623704389175
"kompass","ära","unrelated","word","word",0.113690383168061
"mafia","stå emot","unrelated","word","word",NA
"hund","tillräcklig","unrelated","word","word",0.0394107561329463
"kejserlig","bak","unrelated","word","word",0.0957816780180737
"glasögon","målare","unrelated","word","word",0.124409831790213
"läpp","innehåll","unrelated","word","word",0.187130353184564
"fungera","politiker","unrelated","word","word",0.0816201033137045
"kjol","tidning","unrelated","word","word",0.250599427455966
"typisk","mekanisk","unrelated","word","word",0.258357321391357
"patient","viktig","unrelated","word","word",0.1038996919294
"sjukhus","vissla","unrelated","word","word",0.0477275717972738
"barnhem","oväntat","unrelated","word","word",0.148311526924797
"tempel","tugga","unrelated","word","word",0.0493392189480678
"axel","illamående","unrelated","word","word",0.235378038742749
"svärd","traditionell","unrelated","word","word",0.140490115351707
"laga mat","beräkna","unrelated","word","word",NA
"se","ge råd","unrelated","word","word",NA
"falla","minska","unrelated","word","word",0.178556478518492
