observation,duration_demographics,time_run_demographics,time_render_demographics,time_show_demographics,time_end_demographics,time_commit_demographics,timestamp_demographics,time_switch_demographics,please_tell_us_your_gender,which_year_were_you_born,please_tell_us_your_education_level,native_language,duration_consent,time_run_consent,time_render_consent,time_show_consent,time_end_consent,time_commit_consent,timestamp_consent,time_switch_consent,url_lab,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,keep,n_trials,correct
6ed49,78300.5259998093,132586,132566.007,132582.674,210883.199999809,210883.799999714,2022-01-28T09:41:09.240Z,210888.496,female,2000,high school,norwegian,131027.088999714,1479.2999997139,1390.708,1540.711,132567.799999714,132585.699999809,2022-01-28T09:39:50.941Z,132582.674,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",MacIntel,nb-NO,nb,Europe/Stockholm,-60,1440,900,1440,773,1440,821,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.867109634551495
70a81,186153.302000095,207010.900000095,207000.256,207020.598,393173.900000095,393174.599999905,2022-01-28T09:23:38.403Z,393217.802,female,2000,high school,Norwegian,205414.688999905,1535.5,1522.781,1589.411,207004.099999905,207010.5,2022-01-28T09:20:32.240Z,207020.598,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1280,720,1280,577,1280,577,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.945182724252492
70f31,21686,149770,149791,149864,171550,171551,2022-01-28T09:25:31.429Z,171575,female,1994,college,norwegian,148388,1369,1379,1422,149767,149770,2022-01-28T09:25:09.649Z,149864,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15",MacIntel,nb-no,nb-NO,Europe/Oslo,-60,1440,900,1264,670,1264,718,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.935215946843854
735ef,40712.0870000954,52941.2000000477,52923.4,52956.813,93668.9000000954,93669.2000000477,2022-01-28T09:04:07.503Z,93673.38,female,1998,high school,Norwegian,49431.2740000477,3406.10000002384,2148.499,3497.426,52928.7000000477,52940.4000000954,2022-01-28T09:03:26.774Z,52956.813,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1280,720,1280,553,1280,601,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.910299003322259
75273,43181.3209999911,50810.700000003,50804.167,50820.579,94001.8999999911,94002.3999999911,2022-01-28T10:03:29.963Z,94001.604,female,2000,master,Norwegian,48746.7099999911,2044.29999999702,2027.637,2060.69,50807.3999999911,50810.3999999911,2022-01-28T10:02:46.771Z,50820.579,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1280,720,1280,577,1280,577,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.928571428571429
771ec,16929,17982,18005,18032,34961,34961,2022-01-28T14:35:17.067Z,34989,male,1992,college,Norwegian,16374,1563,1570,1596,17944,17982,2022-01-28T14:35:00.088Z,18032,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",MacIntel,en-GB,en-GB,Europe/Oslo,-60,1440,900,1199,708,1199,756,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.946843853820598
7ee42,10634.48,2734,2734.18,2734.52,13369,13370,2022-01-17T22:12:52.789Z,13365.8,other,1987,high school,spam,2307.44,378,391.08,415.56,2723,2733,2022-01-17T22:12:42.152Z,2734.52,1234,20.2.4,https://psa007.psysciacc.org/en/?lab=1234,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0,MacIntel,en-US,en-US,America/Chicago,360,1512,982,1512,811,1512,859,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,exclude,4,0
80e9f,11152.58,4666,4666.18,4666.42,15819,15819,2022-01-18T17:08:02.563Z,15817.62,notsay,1995,master,engish,3988.9,630,643.16,668.1,4657,4666,2022-01-18T17:07:51.409Z,4666.42,2005,20.2.4,https://psa007.psysciacc.org/en/?lab=2005,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0,MacIntel,en-US,en-US,America/Chicago,360,1512,982,1512,811,1512,859,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,exclude,24,1
82698,11494.38,3437,3437.44,3437.62,14932,14932,2022-01-24T18:34:19.744Z,14927.08,other,1987,doctorate,norway,2915.54,473,486.06,510.46,3426,3437,2022-01-24T18:34:08.249Z,3437.62,,20.2.4,https://psa007.psysciacc.org/en-z/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0,MacIntel,en-US,en-US,America/Chicago,360,1260,818,1260,668,1260,716,2.4,production,f5b4a49f956347addd546a832a3327688c2c0fef,exclude,24,0.166666666666667
83a04,22925.242,124822.899999976,124813.684,124830.258,147755.5,147756,2022-01-28T09:44:57.225Z,147763.134,female,1995,high school,Norwegian,123335.812999988,1445.59999996424,1449.585,1482.887,124818.699999988,124822.5,2022-01-28T09:44:34.291Z,124830.258,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1536,864,1536,674,1536,722,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.890365448504983
87003,53432.5329999881,46455.3000000119,46437.501,46454.167,99886.6999999881,99887.3000000119,2022-01-28T10:55:51.393Z,99887.38,male,1996,high school,Norsk,44993.217,1442.5,1437.617,1454.283,46447.5,46454.8000000119,2022-01-28T10:54:57.961Z,46454.167,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 OPR/82.0.4227.58",MacIntel,en-GB,en-GB,Europe/Oslo,-60,1440,900,1440,664,1440,712,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.951827242524917
87732,11733,21776,21800,21823,33556,33557,2022-01-28T13:57:34.999Z,33591,female,2001,high school,german,20104,1592,1605,1645,21709,21774,2022-01-28T13:57:23.216Z,21823,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",MacIntel,de-DE,de-DE,Europe/Oslo,-60,1440,900,1440,772,1440,820,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.843853820598007
8875a,37884,425195,425222,425264,463148,463148,2022-01-28T09:30:02.845Z,463175,female,2000,high school,Dari,423613,1513,1534,1643,425147,425195,2022-01-28T09:29:24.895Z,425264,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",MacIntel,nb-no,nb-NO,Europe/Oslo,-60,1440,900,1440,772,1440,820,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.953488372093023
8a16f,24397.0279999046,57450.0999999046,57437.19,57454.072,81851.0999999046,81852.2999999523,2022-01-28T09:03:16.421Z,81854.679,female,2001,high school,Norwegian,55674.0999998093,1761.09999990463,1486.268,1769.6,57443.6999998093,57449.899999857,2022-01-28T09:02:52.018Z,57454.072,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1536,864,1536,608,1536,656,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.906976744186047
8ab19,32889.2810000477,54196.5,54189.227,54205.419,87094.7000000477,87095.3000001907,2022-01-28T09:20:42.341Z,87094.833,male,2001,high school,Norwegian,52111.3040000954,2048.10000014305,2031.987,2082.096,54193.4000000954,54196.3000001907,2022-01-28T09:20:09.442Z,54205.419,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 Edg/97.0.1072.69",Win32,en-GB,en-GB,Europe/Oslo,-60,1280,720,1280,553,1280,601,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.921926910299003
8cfbf,18004.7500000015,50438.8999999985,50440.665,50457.35,68462.1000000015,68462.5,2022-01-20T16:58:29.174Z,68469.478,female,,doctorate,German,48644.8550000015,1772,1757.824,1791.245,50436.1000000015,50438.700000003,2022-01-20T16:58:11.151Z,50457.35,9000,20.2.4,https://psa007.psysciacc.org/en/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Win32,en-US,nb,Europe/Oslo,-60,1920,1200,1920,952,1920,1000,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.956810631229236
8d92b,33872.719,138041,138018.359,138051.781,171924.5,171925.5,2022-01-28T09:40:30.197Z,171942.327,female,1999,high school,Norwegian,136566.476,1416.40000003576,1403.391,1453.524,138020,138040.700000048,2022-01-28T09:39:56.312Z,138051.781,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",MacIntel,nb-NO,nb,Europe/Oslo,-60,1440,900,1440,741,1440,789,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.916943521594684
922dd,17731,345519,345570,345628,363359,363360,2022-01-28T11:22:16.984Z,363381,female,2000,high school,Norwegian,343706,1741,1760,1793,345466,345518,2022-01-28T11:21:59.144Z,345628,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15",MacIntel,nb,nb,Europe/Oslo,-60,1440,900,1433,691,1433,739,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.893687707641196
92835,104443.532000095,14342.5,14334.746,14351.368,118794.900000095,118795.5,2022-01-28T10:40:19.393Z,118793.951,female,1992,high school,spanish,12678.4520000954,1629.80000007153,1625.303,1658.448,14336.9000000954,14342.2000000477,2022-01-28T10:38:34.939Z,14351.368,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36 Edg/97.0.1072.62",Win32,nb,nb,Europe/Oslo,-60,1536,864,2048,946,2048,994,0.9375,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.897009966777409
92da2,55573.2880000715,103302.700000048,103282.845,103299.512,158872.800000072,158873.600000024,2022-01-28T10:10:51.273Z,158887.231,female,1997,master,Norwegian,101841.68,1409.60000002384,1393.319,1443.32,103285,103301.700000048,2022-01-28T10:09:55.700Z,103299.512,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.55 Safari/537.36",MacIntel,nb-NO,nb,Europe/Oslo,-60,1440,900,1440,670,1440,718,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.92358803986711
937e1,9241.34,2899,2898.46,2898.66,12140,12141,2022-01-24T19:52:28.580Z,12145.36,other,1987,doctorate,english,2600.98,252,262.04,287.02,2888,2898,2022-01-24T19:52:19.337Z,2898.66,1234,20.2.4,https://psa007.psysciacc.org/en-z/?lab=1234,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0,MacIntel,en-US,en-US,America/Chicago,360,1260,818,1260,668,1260,716,2.4,production,f5b4a49f956347addd546a832a3327688c2c0fef,exclude,24,1
9a3d8,37896.557000006,106897.300000012,106867.342,106917.343,144813.900000006,144814.200000018,2022-01-28T11:59:02.963Z,144820.022,female,2000,high school,Spanish,103028.957999994,3816.59999999404,1760.267,3843.642,106872.599999994,106896.599999994,2022-01-28T11:58:25.044Z,106917.343,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",MacIntel,en-GB,en-GB,Europe/Oslo,-60,1440,900,1440,710,1440,758,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.865448504983389
9a7ac,14765.724,37947.6,37931.607,37951.276,52717,52717.3,2022-01-28T11:19:15.425Z,52726.51,male,1999,high school,Norwegian,36377.752,1522.5,1397.605,1564.748,37942.5,37947.2,2022-01-28T11:19:00.654Z,37951.276,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1280,720,1280,568,1280,616,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.90531561461794
a35ab,34898.7019999821,5014.59999999404,4996.931,5013.598,39912.2999999821,39912.6999999881,2022-01-28T10:05:56.489Z,39915.138,female,2000,high school,Norwegian,4841.39900000596,158.699999988079,146.834,163.501,5004.90000000596,5014.19999998808,2022-01-28T10:05:21.591Z,5013.598,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",MacIntel,nb-NO,nb,Europe/Oslo,-60,1440,900,1440,621,1440,669,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.908637873754153
a4df3,51407.1020000238,9698.39999997616,9692.832,9709.498,61116.6000000238,61117.1000000238,2022-01-28T09:18:56.323Z,61108.603,female,1997,high school,Norwegian,8201.13999995232,1485.70000004768,1476.494,1493.16,9694.29999995232,9698.10000002384,2022-01-28T09:18:04.903Z,9709.498,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",MacIntel,nb-NO,nb,Europe/Oslo,-60,1440,900,1440,773,1440,821,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.898671096345515
a6731,28368.1270000954,168421.599999905,168402.113,168418.773,196786.900000095,196787.200000286,2022-01-28T09:44:48.916Z,196791.905,female,1999,high school,norwegian,166767.964000286,1592.30000019073,1576.628,1643.236,168411.200000286,168421.099999905,2022-01-28T09:44:20.549Z,168418.773,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1280,720,1280,577,1280,577,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.920265780730897
a9b29,24974,8154,8190,8212,33186,33187,2022-01-28T11:09:10.064Z,33221,female,1998,master,Norwegian,6024,2097,2121,2201,8145,8154,2022-01-28T11:08:45.032Z,8212,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",MacIntel,nb-NO,nb-NO,Europe/Oslo,-60,1440,900,1354,621,1354,669,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.895348837209302
aa03d,29035,17372,17403,17428,46463,46464,2022-01-28T09:05:29.223Z,46487,female,1996,college,Japanese,15317,2019,2033,2105,17350,17371,2022-01-28T09:05:00.129Z,17428,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",MacIntel,ja,ja,Europe/Oslo,-60,1280,800,1280,672,1280,720,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,exclude,602,0.795681063122924
abca4,23286,20814,20856,20909,44195,44196,2022-01-28T09:41:12.047Z,44213,female,1999,college,Norsk,18751,1757,2011,2087,20762,20813,2022-01-28T09:40:48.663Z,20909,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15",MacIntel,nb-no,nb-NO,Europe/Oslo,-60,1440,900,1440,666,1440,714,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.805647840531561
b43f8,23594.820999994,120707.099999994,120702.528,120735.779,144330.599999994,144330.900000006,2022-01-28T09:09:41.814Z,144337.296,female,2001,high school,Norwegian,118239.811999994,2397.40000000596,2305.945,2455.788,120695.599999994,120706.300000012,2022-01-28T09:09:18.189Z,120735.779,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1280,720,1280,561,1280,609,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.920265780730897
b48e6,40419.5010000238,96090.6999999881,96088.007,96095.099,136514.600000024,136514.699999988,2022-01-28T10:25:14.321Z,136514.746,male,2001,high school,Norwegian,91303.0380000119,4770.39999997616,4771.857,4785.762,96088.8000000119,96090.6000000238,2022-01-28T10:24:33.897Z,96095.099,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1920,1080,1920,889,1920,937,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.958471760797342
b56eb,39602,77927,77964,78024,117626,117626,2022-01-28T11:09:00.871Z,117657,female,1999,high school,Norwegian,75836,1838,1856,1900,77692,77926,2022-01-28T11:08:21.172Z,78024,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",MacIntel,nb-NO,nb-NO,Europe/Oslo,-60,1440,900,1440,772,1440,820,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.898671096345515
b656f,34896,43213,43251,43281,78177,78178,2022-01-28T09:27:48.149Z,78201,female,1998,high school,Norwegian,41416,1701,1726,1886,43142,43212,2022-01-28T09:27:13.182Z,43281,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15",MacIntel,nb-no,nb-NO,Europe/Oslo,-60,1440,900,1264,697,1264,745,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.888704318936877
b69df,32917.5890000238,14704.7000000477,14694.343,14711.011,47628.6000000238,47633.5,2022-01-17T22:15:36.825Z,47640.655,female,1997,college,english--- test,13130.2089999523,1534.20000004768,1522.632,1573.091,14703.2999999523,14704.2999999523,2022-01-17T22:15:03.895Z,14711.011,1234,20.2.4,https://psa007.psysciacc.org/en/?lab=1234,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Win32,en-US,en-US,America/New_York,300,1536,864,1536,698,1536,746,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,exclude,24,0.666666666666667
b8939,7608.06,2778,2777.9,2781.94,10390,10390,2022-01-24T20:21:29.940Z,10398.44,notsay,1985,doctorate,english,2603.72,149,156.96,165.28,2769,2777,2022-01-24T20:21:22.327Z,2781.94,9999,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9999,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0,MacIntel,en-US,en-US,America/Chicago,360,1260,818,1260,668,1260,716,2.4,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,100,0.97
b8e87,22005.7760000015,46255,46238.157,46254.824,68260.6000000015,68260.900000006,2022-01-28T11:36:10.336Z,68256.374,female,1995,college,Norwegian,44440.5680000015,1790.5,1718.697,1802.032,46242.6000000015,46254.200000003,2022-01-28T11:35:48.327Z,46254.824,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",MacIntel,nb-NO,nb,Europe/Oslo,-60,1440,900,1440,687,1440,735,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.893687707641196
bbeea,86544.5160000238,82313.3999999762,82324.402,82341.084,168885.600000024,168886,2022-01-28T09:07:03.926Z,168911.975,female,1996,high school,Norsk,80501.7930000477,1796.70000004768,1542.382,1808.907,82310.7000000477,82313.1000000238,2022-01-28T09:05:37.343Z,82341.084,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1280,720,1280,600,1280,648,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.903654485049834
bea65,24104.911,13994.6000000015,13977.423,13994.089,38099,38099.3999999985,2022-01-28T09:24:53.287Z,38118.484,female,2001,doctorate,Norwegian,11205.57,2772.60000000149,2742.598,2775.93,13981.5,13994.200000003,2022-01-28T09:24:29.182Z,13994.089,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",MacIntel,nb-NO,nb,Europe/Oslo,-60,1440,900,1440,741,1440,789,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.913621262458472
c0334,21396.569000075,34788.884999929,34786.995,34803.661,56200.230000075,56200.5449999124,2022-01-28T09:04:26.281Z,56218.473,female,1998,high school,Norwegian,32969.4010000674,1790.01499991864,1777.792,1811.124,34780.5250000674,34788.3750000037,2022-01-28T09:04:04.869Z,34803.661,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36",MacIntel,nb-NO,nb,Europe/Oslo,-60,1440,900,1440,773,1440,821,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.921926910299003
c3002,98666.3819996185,44249.6999998093,44230.662,44264.018,142930.399999619,142931,2022-01-28T09:20:04.951Z,142952.028,female,2001,high school,Norwegian,42074.7379996185,2084,2082.905,2166.162,44240.8999996185,44249,2022-01-28T09:18:26.270Z,44264.018,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1280,720,1280,577,1280,577,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.951827242524917
c30c3,48447.0329999762,37107.8999999762,37096.547,37129.867,85576.8999999762,85577.1000000238,2022-01-28T10:52:51.487Z,85580.466,female,1993,high school,sami,35539.561,1528,1475.632,1558.939,37098.5,37107.3000000715,2022-01-28T10:52:03.017Z,37129.867,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1536,864,1536,674,1536,722,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.880398671096346
c3d85,30402.836,11852.3000000715,11839.616,11856.164,42259,42259.6000000238,2022-01-31T13:15:54.205Z,42260.286,female,2000,high school,Norwegian,9431.559,2334.80000007153,1999.41,2416.441,11848,11851.8999999762,2022-01-31T13:15:23.797Z,11856.164,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",Win32,nb-NO,nb,Europe/Oslo,-60,1368,912,1368,721,1368,769,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.918604651162791
c534f,144918,90807,90885,90972,235890,235890,2022-01-28T13:20:54.440Z,235934,female,2000,high school,Norwegian,89036,1603,1647,1891,90683,90806,2022-01-28T13:18:29.351Z,90972,9000,20.2.4,https://psa007.psysciacc.org/en-z/?lab=9000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",MacIntel,nb-NO,nb-NO,Europe/Oslo,-60,1280,800,1280,672,1280,720,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.900332225913621
