"target_word","avgRT_related","avgRT_unrelated","avgZ_RT_related","avgZ_RT_unrelated","samplesize_related","samplesize_unrelated","seRT_related","seRT_unrelated","seZ_RT_related","seZ_RT_unrelated","avgRT_prime","avgZ_prime"
"explosive",560.413724152967,NA,-0.320853293535224,NA,58,NA,20.4084059395789,NA,0.071988412313237,NA,NA,NA
"express",502.985000000132,NA,-0.908107798082623,NA,2,NA,23.6949999998615,NA,0.143765070831982,NA,NA,NA
"external",441.838999994041,NA,-0.949881397906863,NA,1,NA,NA,NA,NA,NA,NA,NA
"failure",635.928500005954,NA,0.0154733621363512,NA,4,NA,79.3358187519677,NA,0.375129395920779,NA,NA,NA
"faith",470.682499999995,NA,-0.856950459300956,NA,2,NA,56.894500000053,NA,0.163835122183801,NA,NA,NA
"false",472.817000047653,NA,-0.67959058174638,NA,1,NA,NA,NA,NA,NA,NA,NA
"famous",454.680803574534,NA,-0.773437074659975,NA,56,NA,22.1874683202763,NA,0.0713403427827782,NA,NA,NA
"fantastic",557.616000000329,NA,-0.599215897364832,NA,2,NA,1.84199999977153,NA,0.142966567067445,NA,NA,NA
"fantasy",480.49228571643,NA,-0.64484365038017,NA,7,NA,23.8433098732972,NA,0.138424620982084,NA,NA,NA
"fatal",558.174749952304,NA,-0.260999598005369,NA,4,NA,53.0726655300124,NA,0.291924788692917,NA,NA,NA
"fax",715.576333239965,NA,0.0982574787661025,NA,3,NA,172.12683980855,NA,0.442623012043404,NA,NA,NA
"fear",507.075000000109,NA,-0.558346764573775,NA,3,NA,31.8597414458491,NA,0.0948920493602593,NA,NA,NA
"federation",626.649999994086,NA,-0.363582121133786,NA,1,NA,NA,NA,NA,NA,NA,NA
"female",473.616499976167,NA,-0.822636259284131,NA,2,NA,15.0464999761605,NA,0.178585880294329,NA,NA,NA
"fence",599.689999991097,NA,-0.3757647454434,NA,2,NA,11.3100000089035,NA,0.106660436765742,NA,NA,NA
"festival",543.685749991826,NA,-0.561646967617393,NA,4,NA,39.13383902722,NA,0.185305190060093,NA,NA,NA
"fever",591.739999999991,NA,-0.597201822299733,NA,1,NA,NA,NA,NA,NA,NA,NA
"fight",404.013749997714,NA,-1.04682374512934,NA,4,NA,39.6847514439592,NA,0.117835546598692,NA,NA,NA
"filthy",480.699999999953,NA,-0.882466594598469,NA,1,NA,NA,NA,NA,NA,NA,NA
"financial",650.173749976907,NA,-0.10868944966802,NA,4,NA,137.532153615389,NA,0.468164795216844,NA,NA,NA
"financing",539.32799999998,NA,-0.512587063788678,NA,1,NA,NA,NA,NA,NA,NA,NA
"find",563.344999988097,NA,-0.549358678734879,NA,2,NA,12.3449999880975,NA,0.464386897160198,NA,NA,NA
"fingerprint",443.011000000173,NA,-0.393622947101204,NA,1,NA,NA,NA,NA,NA,NA,NA
"fish",444.512333349034,NA,-0.772321165343471,NA,3,NA,39.1263934927071,NA,0.180742210458433,NA,NA,NA
"fleet",455.981666678602,NA,-0.742516738310934,NA,3,NA,48.4275883539308,NA,0.125056255429725,NA,NA,NA
"flight",606.277666672579,NA,-0.391590798425589,NA,3,NA,112.702065011814,NA,0.202718605229193,NA,NA,NA
"flour",563.392999987079,NA,-0.331155050019547,NA,3,NA,101.128174279603,NA,0.55599732505897,NA,NA,NA
"fluid",517.161399999063,NA,-0.669703079880801,NA,5,NA,23.6098562849095,NA,0.198486857201809,NA,NA,NA
"fly",481.374499999976,NA,-0.757394045895232,NA,2,NA,24.6255000000235,NA,0.08762541718191,NA,NA,NA
"fog",538.539000000106,NA,-0.597078832062658,NA,2,NA,2.36500000010705,NA,0.0029789986286024,NA,NA,NA
"football",425.645499999984,NA,-1.09465959234157,NA,2,NA,27.943499999936,NA,0.148163787577944,NA,NA,NA
"forest",623,NA,-0.837516128633858,NA,2,NA,20,NA,0.0489526242392274,NA,NA,NA
"forever",383.191000001388,NA,-1.14716220772233,NA,2,NA,24.9759999985105,NA,0.105596936961917,NA,NA,NA
"fork",537.719000000099,NA,-0.444592740643335,NA,2,NA,11.0070000000415,NA,0.0913920429075902,NA,NA,NA
"four",458.944333317457,NA,-1.00555692836734,NA,3,NA,38.7055262973424,NA,0.0312790152678832,NA,NA,NA
"fourth",459.487333333275,NA,-0.864913486846947,NA,3,NA,48.2007081435291,NA,0.091099967530858,NA,NA,NA
"fraud",698.010799999372,NA,0.129373485218667,NA,5,NA,70.4520355575047,NA,0.342118346767576,NA,NA,NA
"free",451.859499998507,NA,-0.929878219162542,NA,2,NA,0.900500001501996,NA,0.161954145934821,NA,NA,NA
"french",616,NA,-0.854649547117588,NA,1,NA,NA,NA,NA,NA,NA,NA
"friend",513.5,NA,-0.45487832318869,NA,4,NA,75.1537313334031,NA,0.381275925052373,NA,NA,NA
"friendship",436.540000000037,NA,-0.847982169860333,NA,1,NA,NA,NA,NA,NA,NA,NA
"frighten",660.288000000292,NA,0.292886501942589,NA,1,NA,NA,NA,NA,NA,NA,NA
"fruit",482.348250007722,NA,-0.638322829608553,NA,4,NA,48.8097770427868,NA,0.217106392111409,NA,NA,NA
"fuel",465.081166606067,NA,-0.664137647409673,NA,6,NA,33.2157421085351,NA,0.11206838014337,NA,NA,NA
"fugitive",544.481999997748,NA,-0.677010826852601,NA,2,NA,12.859999996261,NA,0.0278187741370864,NA,NA,NA
"full",486.735999996175,NA,-0.714544104054173,NA,7,NA,39.6284818781558,NA,0.122826209349461,NA,NA,NA
"functional",496.012800003588,NA,-0.605059544936809,NA,5,NA,13.6308122969111,NA,0.0436920052681552,NA,NA,NA
"funding",379.863000002981,NA,-0.943188163363932,NA,2,NA,4.29699999705198,NA,0.16332933951883,NA,NA,NA
"funeral",534.354000005987,NA,-0.388676515394302,NA,1,NA,NA,NA,NA,NA,NA,NA
"funny",506.195999995514,NA,-0.711225593439932,NA,1,NA,NA,NA,NA,NA,NA,NA
"galaxy",541.806000000186,NA,-0.587398251358692,NA,1,NA,NA,NA,NA,NA,NA,NA
"garbage",458.461999999825,NA,-0.273592541822624,NA,1,NA,NA,NA,NA,NA,NA,NA
"gather",515.748000023887,NA,-0.431444034899573,NA,1,NA,NA,NA,NA,NA,NA,NA
"generally",450.476000011928,NA,-0.840031388294403,NA,2,NA,7.50900001192349,NA,0.0233674309795378,NA,NA,NA
"gentle",669.456500002998,NA,-0.282994516216828,NA,2,NA,92.456500002998,NA,0.667112648167253,NA,NA,NA
"gift",368.715249996429,NA,-1.19487130720385,NA,4,NA,38.360399132054,NA,0.139138577920758,NA,NA,NA
"girls",477.261142857398,NA,-0.886015673774627,NA,7,NA,15.3874235728755,NA,0.0546386729707768,NA,NA,NA
"give",703.719999999972,NA,-0.309522164500777,NA,1,NA,NA,NA,NA,NA,NA,NA
"global",546.100500001485,NA,-0.404164434059898,NA,4,NA,37.9268651533471,NA,0.191777674125353,NA,NA,NA
"gorilla",413.17599999404,NA,-0.740035850352036,NA,1,NA,NA,NA,NA,NA,NA,NA
"graduate",456.541999618523,NA,-0.709864749352667,NA,1,NA,NA,NA,NA,NA,NA,NA
"grandmother",654,NA,-0.105022729996385,NA,1,NA,NA,NA,NA,NA,NA,NA
"gratitude",974.662000000011,NA,1.10661774050606,NA,1,NA,NA,NA,NA,NA,NA,NA
"greek",526.964833333337,NA,-0.50737279904286,NA,6,NA,27.3011520519009,NA,0.155453844441756,NA,NA,NA
"greet",392.300000000512,NA,-0.787569091828309,NA,1,NA,NA,NA,NA,NA,NA,NA
"group",521.617500002845,NA,-0.897966952020327,NA,2,NA,14.817499996978,NA,0.0734685614727296,NA,NA,NA
"gun",387.366999982158,NA,-1.1066478168713,NA,1,NA,NA,NA,NA,NA,NA,NA
"hallucination",749.861000000004,NA,0.192360132979498,NA,1,NA,NA,NA,NA,NA,NA,NA
"hamburger",528.007499988133,NA,-0.634245009217292,NA,2,NA,18.0074999880165,NA,0.0202602168275621,NA,NA,NA
"hammer",488.005999999994,NA,-0.876888247988218,NA,2,NA,32.625999999989,NA,0.134772133376443,NA,NA,NA
"handkerchief",826.482666575272,NA,0.99943119480986,NA,3,NA,50.9562890017369,NA,0.170819842927717,NA,NA,NA
"happen",385.997499931458,NA,-1.02954656503834,NA,4,NA,22.050192607722,NA,0.114509300600843,NA,NA,NA
"happy",381,NA,-1.42984288192851,NA,1,NA,NA,NA,NA,NA,NA,NA
"harbor",578.605999998515,NA,-0.442706756300675,NA,1,NA,NA,NA,NA,NA,NA,NA
"harmony",596.525000005367,NA,-0.176354693344423,NA,5,NA,30.3281410405098,NA,0.147448371421442,NA,NA,NA
"hat",505.212399994768,NA,-0.512208475299244,NA,5,NA,53.6814531424636,NA,0.255701652580937,NA,NA,NA
"headquarters",591.41066659987,NA,-0.398162110529558,NA,6,NA,63.1608389997754,NA,0.1737190451158,NA,NA,NA
"heal",479.230399991991,NA,-0.652098859202883,NA,5,NA,27.3790952007147,NA,0.0364124230775499,NA,NA,NA
"hear",481.432999988086,NA,-0.810513010750346,NA,3,NA,85.2740999364311,NA,0.248309911901026,NA,NA,NA
"heavenly",609.091000000699,NA,-0.197830616271949,NA,4,NA,65.0333523479109,NA,0.392425651542576,NA,NA,NA
"height",467.99700000009,NA,-0.95081855829458,NA,1,NA,NA,NA,NA,NA,NA,NA
"hell",496.032999904622,NA,-0.663273618022365,NA,2,NA,95.3459999999905,NA,0.331848023289514,NA,NA,NA
"heroin",531.207787883703,NA,-0.431906646077267,NA,66,NA,14.8081132487968,NA,0.0511964150397441,NA,NA,NA
"high",520.809971419882,NA,-0.509098508865896,NA,70,NA,14.9134117713921,NA,0.0523852355229865,NA,NA,NA
"highness",726,NA,0.281603349519816,NA,1,NA,NA,NA,NA,NA,NA,NA
"highway",473.645333332359,538.994333317503,-0.725126121749529,-0.550659512551587,3,3,17.6022915656181,44.679752229246,0.118926718184405,0.288609373606154,65.348999985144,0.174466609197942
"hiv",773.361999997752,NA,0.269372075554812,NA,2,NA,211.361999997752,NA,0.563068013415488,NA,NA,NA
"hole",531.195500001486,NA,-0.591683401284405,NA,2,NA,69.052499995509,NA,0.22923192288345,NA,NA,NA
"honest",587.858750001455,NA,-0.549678866097445,NA,4,NA,65.8048365875073,NA,0.189023280306055,NA,NA,NA
"hose",576.316636348204,NA,-0.299528343579553,NA,11,NA,46.1374954001827,NA,0.231157918993281,NA,NA,NA
"hug",484.676499988069,NA,-0.776264316500755,NA,2,NA,4.323500011931,NA,0.0416262264483249,NA,NA,NA
"huge",623.045593766161,NA,-0.103853352124303,NA,64,NA,23.0325806241437,NA,0.0761436592062917,NA,NA,NA
"human",385.810000000172,NA,-0.837986367753255,NA,1,NA,NA,NA,NA,NA,NA,NA
"hundred",395.519000017899,NA,-0.860162788646055,NA,1,NA,NA,NA,NA,NA,NA,NA
"hungry",403.229333333788,NA,-0.859768992200876,NA,3,NA,23.77698908797,NA,0.0757572630360256,NA,NA,NA
"hydrogen",586.542164151587,NA,-0.241037298641998,NA,67,NA,22.9807106345274,NA,0.0744745464213008,NA,NA,NA
"idiot",593.508833322655,NA,-0.331914363205635,NA,6,NA,33.3429726897014,NA,0.216876136966881,NA,NA,NA
"importance",607.337000000174,NA,-0.100523112784696,NA,1,NA,NA,NA,NA,NA,NA,NA
"impress",604.000000000116,NA,-0.88402112166084,NA,1,NA,NA,NA,NA,NA,NA,NA
"income",499.446666672612,NA,-0.753530246292288,NA,3,NA,57.3597732743194,NA,0.259741823210825,NA,NA,NA
"indicate",607.997500004479,NA,-0.253082615618049,NA,4,NA,57.8189570930014,NA,0.158936192793534,NA,NA,NA
"individual",501.896999995515,NA,-0.727167624662326,NA,1,NA,NA,NA,NA,NA,NA,NA
"infection",573.54766666765,NA,0.00231836494803004,NA,3,NA,15.3325306284754,NA,0.144024396083306,NA,NA,NA
"informant",715.342499974133,NA,0.100207463918146,NA,8,NA,72.4547847458009,NA,0.228473774768943,NA,NA,NA
"inherit",363.083999994094,NA,-1.0187411535136,NA,1,NA,NA,NA,NA,NA,NA,NA
"injection",574.441000000195,NA,-0.344930256861894,NA,1,NA,NA,NA,NA,NA,NA,NA
"injury",517.537000000069,NA,-0.767709443590023,NA,1,NA,NA,NA,NA,NA,NA,NA
"inside",416.616000002512,NA,-0.764681229061905,NA,2,NA,32.516000003467,NA,0.086589197533255,NA,NA,NA
"inspiration",535.550712098906,NA,-0.442193600071278,NA,66,NA,19.8405314351252,NA,0.0729018215122683,NA,NA,NA
"instrument",573.745333287449,NA,-0.295578500693215,NA,9,NA,37.4687854339019,NA,0.184601866539778,NA,NA,NA
"intelligent",510.682000023778,NA,-0.681596612783545,NA,2,NA,13.5300000238935,NA,0.23756709977723,NA,NA,NA
"intention",548.359999988083,NA,-0.511959370178607,NA,2,NA,53.1100000119185,NA,0.154039448465648,NA,NA,NA
"intentionally",565.280999969016,NA,-0.0826232239619247,NA,5,NA,109.659741611201,NA,0.648948123374352,NA,NA,NA
"intuition",498.963249983208,NA,-0.664717932420366,NA,4,NA,25.2918075132325,NA,0.083338033646353,NA,NA,NA
"invest",667.305999999895,NA,0.0869800533886406,NA,2,NA,148.434000000096,NA,0.108719799005242,NA,NA,NA
"investigator",485.808999999077,NA,-0.0611485904189937,NA,1,NA,NA,NA,NA,NA,NA,NA
"investor",531.982666633897,NA,-0.56951348059657,NA,3,NA,31.7366038934322,NA,0.0926500525705255,NA,NA,NA
"ironic",695.151000002981,NA,0.279411233077541,NA,6,NA,83.7947352486787,NA,0.307783260708184,NA,NA,NA
"irresponsible",593.121285669169,NA,-0.218384531416904,NA,7,NA,40.5419751352979,NA,0.164509775997763,NA,NA,NA
"jacket",466.76600002381,NA,-0.767256569779855,NA,1,NA,NA,NA,NA,NA,NA,NA
"jewel",656.157777779438,NA,-0.395816763163043,NA,9,NA,154.41579692889,NA,0.306971726891354,NA,NA,NA
"journalist",469.559000005946,NA,-0.589958673909143,NA,2,NA,7.96500000596251,NA,0.207946636797537,NA,NA,NA
"joy",368.89199995232,NA,-1.10578289490056,NA,1,NA,NA,NA,NA,NA,NA,NA
"judge",458.957333329696,NA,-0.896448532994253,NA,6,NA,96.5972467301903,NA,0.318903027561554,NA,NA,NA
"juice",476.614000000525,NA,-1.07912484568487,NA,1,NA,NA,NA,NA,NA,NA,NA
"juliet",756.952999976173,NA,0.962751018872253,NA,1,NA,NA,NA,NA,NA,NA,NA
"july",391,NA,-1.10859145541905,NA,1,NA,NA,NA,NA,NA,NA,NA
"jump",505.799666655754,NA,-0.596684294993448,NA,3,NA,77.8415738251991,NA,0.248074873996377,NA,NA,NA
"justice",502.139156248735,NA,-0.576969695427837,NA,64,NA,17.0083653747194,NA,0.0564825170931468,NA,NA,NA
"keep",450.556999997003,NA,-0.917552338068741,NA,1,NA,NA,NA,NA,NA,NA,NA
"kill",580.741499999858,NA,-0.0461169400216698,NA,4,NA,47.206614885299,NA,0.160752316745212,NA,NA,NA
"knee",657.812499996741,NA,-0.0271474165471972,NA,6,NA,94.4111808483797,NA,0.355804542972164,NA,NA,NA
"knew",592.022555537855,NA,-0.31902434880999,NA,9,NA,42.3244404702736,NA,0.152116645713906,NA,NA,NA
"know",408.260000000051,NA,-0.861957021810505,NA,7,NA,26.440287827127,NA,0.153913430628213,NA,NA,NA
"knowledge",976,NA,1.12368118477965,NA,1,NA,NA,NA,NA,NA,NA,NA
"lake",438.013000000036,NA,-1.0687142190447,NA,2,NA,39.9869999999645,NA,0.123708435323555,NA,NA,NA
"landlord",604.092666666683,NA,0.00347332596674249,NA,3,NA,98.1961475304299,NA,0.501312315250341,NA,NA,NA
"last",536.307000000088,NA,-0.114446513199007,NA,2,NA,85.935999999929,NA,0.222000601731557,NA,NA,NA
"laugh",670.666000000027,NA,-0.101319597808458,NA,1,NA,NA,NA,NA,NA,NA,NA
"leader",567.443000000058,NA,-0.575669563630991,NA,2,NA,5.55699999994249,NA,0.384228125600936,NA,NA,NA
"lecture",476,NA,-0.784244148723512,NA,1,NA,NA,NA,NA,NA,NA,NA
"legal",555.835400004755,NA,-0.472361291801805,NA,5,NA,75.7042692670369,NA,0.360398410437015,NA,NA,NA
"length",537.271338945456,NA,-0.437370918315378,NA,59,NA,23.1482672795,NA,0.0820927736208527,NA,NA,NA
"let",645.539999976172,NA,-0.252688593558961,NA,4,NA,91.4824963158174,NA,0.240135869161512,NA,NA,NA
"letter",444.295000004815,NA,-0.745133788364877,NA,5,NA,27.5541447544995,NA,0.0722207636788059,NA,NA,NA
"liar",530.598400003556,NA,-0.562608027643492,NA,5,NA,93.2906531232567,NA,0.203264112459514,NA,NA,NA
"lick",472.363500002248,NA,-0.775243030627374,NA,2,NA,6.888500002271,NA,0.0307826030303914,NA,NA,NA
"lieutenant",472.15800000017,NA,-0.167195775867419,NA,1,NA,NA,NA,NA,NA,NA,NA
"light",409.705000017886,NA,-0.811986865622919,NA,1,NA,NA,NA,NA,NA,NA,NA
"likely",535.973000003025,NA,-0.41094103428988,NA,2,NA,54.816999997012,NA,0.226657886446608,NA,NA,NA
"limousine",956.499666674567,NA,0.736426458893862,NA,3,NA,309.507260160868,NA,0.613234959708719,NA,NA,NA
"ling",544.446999982116,NA,-0.618854035112466,NA,1,NA,NA,NA,NA,NA,NA,NA
"literature",626.873000000021,NA,0.210872357164305,NA,1,NA,NA,NA,NA,NA,NA,NA
"loan",554.996981792173,NA,-0.388559276004589,NA,55,NA,21.542060160623,NA,0.0702478724025029,NA,NA,NA
"lobster",558.675999997067,NA,-0.613041672033444,NA,1,NA,NA,NA,NA,NA,NA,NA
"location",447.305249995901,NA,-0.922513916503253,NA,4,NA,34.8218875028739,NA,0.106838759135532,NA,NA,NA
"lock",519,NA,-0.761575656510586,NA,4,NA,54.0216006180244,NA,0.188732172296278,NA,NA,NA
"long",375,NA,-0.949677442373797,NA,1,NA,NA,NA,NA,NA,NA,NA
"love",497.717000001649,NA,-0.598557835056219,NA,69,NA,17.5167558396525,NA,0.0638483334270808,NA,NA,NA
"lovely",622.985499999253,NA,-0.397506368304212,NA,2,NA,96.661500003771,NA,0.325298114338496,NA,NA,NA
"lunch",387.56700000327,NA,-0.925822750653269,NA,2,NA,31.6839999973015,NA,0.347621301873498,NA,NA,NA
"machine",472.831250001502,NA,-0.762005505739273,NA,4,NA,30.2610747192095,NA,0.200766830031855,NA,NA,NA
"magazine",550.430250006,NA,-0.365494002422047,NA,4,NA,60.2479774131788,NA,0.243726555004844,NA,NA,NA
"maid",585.937000000005,NA,-0.540001879046135,NA,2,NA,41.2369999999935,NA,0.178046979357002,NA,NA,NA
"maintain",448.021799989883,NA,-0.968063983688387,NA,5,NA,27.6698977189746,NA,0.0654347712895892,NA,NA,NA
"maintenance",547.289000000034,NA,-0.312433972997572,NA,2,NA,17.9149999999935,NA,0.0285246382728019,NA,NA,NA
"manipulate",537.930500006012,NA,-0.354540921140314,NA,2,NA,3.06949999410398,NA,0.113774309020578,NA,NA,NA
"map",658.289999998485,NA,-0.0081366364044055,NA,3,NA,89.7485378028163,NA,0.582125757283564,NA,NA,NA
"marketing",648.067000004463,NA,0.365093188918795,NA,1,NA,NA,NA,NA,NA,NA,NA
"married",509.083999999275,NA,-0.804125748764528,NA,2,NA,38.290999996301,NA,0.152742412450725,NA,NA,NA
"match",513.30213843386,NA,-0.548764328799152,NA,65,NA,15.383851965798,NA,0.0526303663564303,NA,NA,NA
"mathematics",661.266333267277,NA,0.070242879677941,NA,6,NA,134.12160042783,NA,0.486923140238243,NA,NA,NA
"maximum",531.424749998492,NA,-0.388862051247021,NA,4,NA,65.2959890247587,NA,0.301947488385325,NA,NA,NA
"mayor",823.41599999259,NA,0.372570843388859,NA,4,NA,319.610888628426,NA,0.698848872257063,NA,NA,NA
"meat",398.780000000028,NA,-1.09292129692811,NA,1,NA,NA,NA,NA,NA,NA,NA
"mechanical",523.640000000043,NA,-0.517132816904494,NA,4,NA,35.1427982190874,NA,0.161218295877461,NA,NA,NA
"medal",425.887000001501,NA,-0.982932317016765,NA,1,NA,NA,NA,NA,NA,NA,NA
"meeting",490.715333333317,NA,-0.632741701245398,NA,3,NA,20.1374369879859,NA,0.124686746187376,NA,NA,NA
"mercy",550.511499989574,NA,-0.346742875775044,NA,2,NA,27.221500013402,NA,0.102474385191654,NA,NA,NA
"metal",504.192328130481,NA,-0.558587888227756,NA,64,NA,16.9720217777656,NA,0.0601815261828441,NA,NA,NA
"meter",554.672666658725,NA,-0.679051947586835,NA,3,NA,99.2326357805202,NA,0.101226419686431,NA,NA,NA
"microscope",478.430499991052,NA,-0.70826971133094,NA,2,NA,13.9845000149215,NA,0.0720406269761279,NA,NA,NA
"ministry",590.333333333333,NA,-0.0808835022551898,NA,3,NA,38.7742755502207,NA,0.145345223265677,NA,NA,NA
"mirror",466.999500011909,NA,-1.13790640427303,NA,2,NA,103.000499988091,NA,0.170665821405215,NA,NA,NA
"misery",732.386999998503,NA,0.135708143617336,NA,2,NA,77.3869999985035,NA,0.103167290463465,NA,NA,NA
"mission",453.782250000746,NA,-0.809795082079487,NA,4,NA,56.917813058961,NA,0.253419326377051,NA,NA,NA
"mixture",459.617666666668,NA,-0.753839285485552,NA,3,NA,52.0701595168579,NA,0.223893105251732,NA,NA,NA
"modest",613.200099968304,NA,-0.115810626905181,NA,70,NA,25.0050724205774,NA,0.0890894996584936,NA,NA,NA
"money",579,NA,-0.201446344072023,NA,2,NA,121,NA,0.682181944562169,NA,NA,NA
"monitor",893.420999999973,NA,1.75155311944626,NA,1,NA,NA,NA,NA,NA,NA,NA
"morning",410.779624980074,NA,-1.01528940989755,NA,8,NA,19.8732404281608,NA,0.0643684167637637,NA,NA,NA
"morphine",574.999999999913,NA,-0.340777059103191,NA,1,NA,NA,NA,NA,NA,NA,NA
"motel",486.501999999869,NA,-0.881386641575671,NA,4,NA,73.4891124328806,NA,0.169668019114494,NA,NA,NA
"movie",695.699000001478,NA,0.565225864647859,NA,1,NA,NA,NA,NA,NA,NA,NA
"mum",432.247499998018,NA,-0.746292627579136,NA,2,NA,7.36349999898852,NA,0.211850888382208,NA,NA,NA
"murder",499.644000000175,NA,-0.422157210517525,NA,4,NA,27.1499781863007,NA,0.214491479800925,NA,NA,NA
"muscle",587.06671427999,NA,-0.287371923026985,NA,7,NA,30.2893141997001,NA,0.100649255220662,NA,NA,NA
"musician",632,NA,-0.815487447726206,NA,1,NA,NA,NA,NA,NA,NA,NA
"mutation",576.684499998649,NA,-0.286547910011171,NA,4,NA,50.6892629104818,NA,0.209806584561146,NA,NA,NA
"mystery",476.070750005951,NA,-0.722468031191779,NA,4,NA,15.8445312979427,NA,0.0866038312348955,NA,NA,NA
"naked",504.414166668993,NA,-0.754939338049174,NA,6,NA,67.1167699688635,NA,0.194375495660256,NA,NA,NA
"nausea",1280.23300000001,NA,2.06610380625675,NA,1,NA,NA,NA,NA,NA,NA,NA
"neck",510.835000003033,NA,-0.508348397109854,NA,2,NA,98.7059999970225,NA,0.536064220729103,NA,NA,NA
"necklace",529.252644059963,NA,-0.461154352227198,NA,59,NA,13.3232300902192,NA,0.0421285450980175,NA,NA,NA
"need",595.803000001489,NA,-0.393698119889385,NA,3,NA,55.4402552855124,NA,0.292561799740394,NA,NA,NA
"negative",548.355000000214,NA,-0.538741199237783,NA,1,NA,NA,NA,NA,NA,NA,NA
"nephew",429.900000000023,NA,-1.01297317270321,NA,1,NA,NA,NA,NA,NA,NA,NA
"nervous",590.376390645473,NA,-0.249094384927169,NA,64,NA,26.3966325348335,NA,0.0807683300474109,NA,NA,NA
"news",576.937000000078,NA,-0.491485722921122,NA,4,NA,100.956908938098,NA,0.42694222123413,NA,NA,NA
"normal",499.623666666157,NA,-0.837751073076947,NA,3,NA,64.7705144837807,NA,0.259925783467803,NA,NA,NA
"nose",575.237555558645,NA,-0.343075722198596,NA,9,NA,38.5619894337069,NA,0.217397328447089,NA,NA,NA
"nuclear",519.03350000002,NA,-0.661757495664999,NA,2,NA,8.0335000000195,NA,0.0110681202867088,NA,NA,NA
"ocean",503.60824998992,NA,-0.627778316775868,NA,4,NA,25.0757444006677,NA,0.205503025699508,NA,NA,NA
"office",581.822999999946,NA,-0.0997545567905097,NA,1,NA,NA,NA,NA,NA,NA,NA
"onion",530.62199999555,NA,-0.620646376264109,NA,1,NA,NA,NA,NA,NA,NA,NA
"opponent",495.418000017875,NA,-0.520903904246539,NA,1,NA,NA,NA,NA,NA,NA,NA
"orbit",529.636500002991,NA,-0.731658175726908,NA,2,NA,25.079499997024,NA,0.105181144838747,NA,NA,NA
"order",617.055499952403,NA,-0.218065596357567,NA,2,NA,229.213499952224,NA,0.77377467592964,NA,NA,NA
"organize",616.670999999857,NA,-0.0311743687811536,NA,1,NA,NA,NA,NA,NA,NA,NA
"outcome",471.322999960219,NA,-0.509229903116129,NA,3,NA,68.581200109044,NA,0.317150133990038,NA,NA,NA
"owner",600.109250001828,NA,-0.33925136859473,NA,4,NA,153.749048235797,NA,0.451506091333603,NA,NA,NA
"oxygen",654.710333329354,NA,-0.362203370040146,NA,6,NA,93.2353102781919,NA,0.185548691700109,NA,NA,NA
"package",579.068999998038,NA,-0.345705644720334,NA,3,NA,11.6052877740833,NA,0.0795928812568656,NA,NA,NA
"pain",548.444000000018,NA,-0.435262508160515,NA,1,NA,NA,NA,NA,NA,NA,NA
"painter",573.232333333367,NA,-0.525062183137474,NA,3,NA,32.7171497145251,NA,0.148205715421385,NA,NA,NA
"paragraph",483.632999998517,NA,-0.794896226243627,NA,1,NA,NA,NA,NA,NA,NA,NA
"paranormal",554.662000000186,NA,0.473732873238074,NA,1,NA,NA,NA,NA,NA,NA,NA
"parent",480.397666666152,NA,-0.457514039336615,NA,3,NA,46.1736410545566,NA,0.164874165034345,NA,NA,NA
"party",666,NA,-0.732267986519519,NA,1,NA,NA,NA,NA,NA,NA,NA
"passion",660.171499978642,NA,0.144895588997918,NA,6,NA,69.3097855924138,NA,0.407992213044582,NA,NA,NA
"passport",511.12766666625,NA,-0.498166599112709,NA,3,NA,41.3068931714182,NA,0.29851899845701,NA,NA,NA
"past",591.909600002109,NA,-0.431141694357803,NA,5,NA,37.3675459360564,NA,0.169142443861106,NA,NA,NA
"path",391.954000000143,NA,-0.972929881774246,NA,1,NA,NA,NA,NA,NA,NA,NA
"pathetic",555.813166629407,NA,-0.391982621043001,NA,6,NA,45.6132394640137,NA,0.156672689154204,NA,NA,NA
"pen",492.955000008922,NA,-0.566589256704396,NA,2,NA,77.475000002887,NA,0.423087966177339,NA,NA,NA
"penis",567.410999997053,NA,-0.473540478665023,NA,4,NA,52.5150288397043,NA,0.149708517144314,NA,NA,NA
"people",554,NA,-0.362073331710748,NA,3,NA,76.2167960491649,NA,0.442078662836552,NA,NA,NA
"performance",534.541666569828,NA,-0.415088070841776,NA,3,NA,35.2440158038572,NA,0.240349402988665,NA,NA,NA
"perfume",520.037295091369,NA,-0.514268681943263,NA,61,NA,25.685723363463,NA,0.0773380856438051,NA,NA,NA
"perimeter",713.394222220215,NA,-0.0200916497842332,NA,9,NA,121.310607026946,NA,0.235054902567998,NA,NA,NA
"period",567.454500001273,NA,-0.793340154883494,NA,2,NA,25.497500001802,NA,0.00765399325433369,NA,NA,NA
"personality",572.826298507626,NA,-0.25531242090098,NA,67,NA,14.6546543617045,NA,0.0654993388429891,NA,NA,NA
"photo",687.579249998496,NA,0.0433954126150698,NA,4,NA,75.1091506874922,NA,0.359950897846904,NA,NA,NA
"photographer",598.394199998816,NA,-0.585470808845928,NA,5,NA,72.9796262577971,NA,0.154616693281335,NA,NA,NA
"physical",531.557499998452,NA,-0.680915883222813,NA,2,NA,21.7964999985705,NA,0.144566844425796,NA,NA,NA
"piece",396.241000004462,NA,-1.11541123826914,NA,1,NA,NA,NA,NA,NA,NA,NA
"pill",465.238000001526,NA,-0.807084714280269,NA,1,NA,NA,NA,NA,NA,NA,NA
