ru_cue,ru_target,type,cue_type,target_type,ru_cosine
папочка,производство,unrelated,word,word,0.131311027139193
нерв,серебряный,unrelated,word,word,0.0705454430196878
библиотека,дешевый,unrelated,word,word,0.134651132905262
эволюция,кузен,unrelated,word,word,0.0538226597896076
секрет,цивилизация,unrelated,word,word,0.0746417569704945
обнаженный,поражение,unrelated,word,word,0.135207615226363
страна,описание,unrelated,word,word,0.0904809895377801
горло,капитан,unrelated,word,word,0.0300680955642782
необходимо,мешок,unrelated,word,word,0.0598075781526811
полночь,отправлять,unrelated,word,word,0.12796745360963
здоровый,извинять,unrelated,word,word,0.139931986443878
атомный,долина,unrelated,word,word,0.140022049958256
понятно,актер,unrelated,word,word,0.100565188759744
море,эпизод,unrelated,word,word,0.0392032668622359
рабочий стол,сталь,unrelated,word,word,
официально,вентиляция,unrelated,word,word,0.0236030774724155
уголь,высочество,unrelated,word,word,0.104539230652452
чеснок,закрытый,unrelated,word,word,0.115715626452308
устраивать,программа,unrelated,word,word,0.137034454983667
имущество,неземной,unrelated,word,word,0.096249646807372
воздух,семья,unrelated,word,word,0.120203006086408
страдания,двигатель,unrelated,word,word,0.101559510472647
влагалище,отдел,unrelated,word,word,0.120713395644809
радиус,ожидать,unrelated,word,word,0.138406748645094
картина,водород,unrelated,word,word,0.0739247268479508
автограф,субъект,unrelated,word,word,0.0971092940509291
астронавт,приходить,unrelated,word,word,0.0986285872163681
цемент,мир,unrelated,word,word,0.109970530292079
миска,эффект,unrelated,word,word,0.0994870694205747
политический курс,гамбургер,unrelated,word,word,
состояние,вонючий,unrelated,word,word,0.149950519764093
беспомощный,матч,unrelated,word,word,0.144260706479377
буквально,детектив,unrelated,word,word,0.0967071511447896
добыча,уродливый,unrelated,word,word,0.0587285311454175
канцлер,техника,unrelated,word,word,0.0843232969829587
вторичный,награда,unrelated,word,word,0.00730275153730465
принцесса,собирать,unrelated,word,word,0.0759262993632966
клетка,останавливать,unrelated,word,word,0.0972630513360042
заложник,производить,unrelated,word,word,0.0186693465150815
приватный,крыса,unrelated,word,word,0.103023982059359
нобелевская,ткань,unrelated,word,word,0.115791750104543
неприятность,сенатор,unrelated,word,word,0.0259207790207184
завод,утро,unrelated,word,word,0.045681548464173
запретный,исход,unrelated,word,word,0.145424962184686
гарантировать,штаб,unrelated,word,word,0.140335535296966
правило,графиня,unrelated,word,word,0.112648761301106
модель,происшествие,unrelated,word,word,0.0876567292175519
медицинский,шляпа,unrelated,word,word,0.110921567268007
количество,идти,unrelated,word,word,0.0659602893474667
половина,сопротивляться,unrelated,word,word,0.07641349923986
белка,книга,unrelated,word,word,0.12594292667883
злость,арендовать,unrelated,word,word,0.0990378561723555
периодически,кусок,unrelated,word,word,0.116982517986488
оптимистичный,периметр,unrelated,word,word,0.111723106177032
справедливый,карта,unrelated,word,word,0.138387409243518
увеличивать,аллея,unrelated,word,word,0.0615161349189286
нанимать,финиш,unrelated,word,word,0.0357984263807953
требование,лев,unrelated,word,word,0.0974066194236178
бедный,проверка,unrelated,word,word,0.0863551905248485
кража,где-то,unrelated,word,word,
цепь,решимость,unrelated,word,word,0.099960850524395
шпионаж,черный,unrelated,word,word,0.105324092506832
защищенность,простой,unrelated,word,word,0.064500265734226
якорь,америка,unrelated,word,word,0.126828207874506
аукцион,теория,unrelated,word,word,0.103260557223098
ниндзя,платочек,unrelated,word,word,0.0749719792488325
календарь,принц,unrelated,word,word,0.129716535347233
класс,радиация,unrelated,word,word,0.110068446542558
гений,прошлое,unrelated,word,word,0.0673314421698529
безопасный,обвинение,unrelated,word,word,0.0790520823685024
парламент,замерзать,unrelated,word,word,0.132598412593695
убежище,телевидение,unrelated,word,word,0.135299908947553
выстрел,быстро,unrelated,word,word,0.142634373149955
больной,десятилетие,unrelated,word,word,0.0560275451430956
золотой,пребывать,unrelated,word,word,0.129964659248855
унитаз,связь,unrelated,word,word,0.014349066293128
капля,учитель,unrelated,word,word,0.127931598041129
маленький,новости,unrelated,word,word,0.0977854152238799
червь,свадьба,unrelated,word,word,0.141313948628775
стрелок,долг,unrelated,word,word,0.143030097969032
дождь,федерация,unrelated,word,word,0.0727109634884871
лунный,енот,unrelated,word,word,0.128311215206499
ничего,лимузин,unrelated,word,word,0.133095695642006
в другом месте,преступник,unrelated,word,word,
дочь,огромный,unrelated,word,word,0.11583646015592
альбом,метр,unrelated,word,word,0.0898334340579217
шум,шеф-повар,unrelated,word,word,
лазанья,путь,unrelated,word,word,0.0492979159817245
разговор,вампир,unrelated,word,word,0.125102200027252
эксперт,водка,unrelated,word,word,0.0910361633941755
хобби,головной,unrelated,word,word,0.0585149816647762
знаменитость,атлантический,unrelated,word,word,0.128404480262722
платформа,безответственный,unrelated,word,word,0.0734921538498408
уже,помидор,unrelated,word,word,0.120124415618166
скала,стихотворение,unrelated,word,word,0.11501054712625
предотвращать,оранжевый,unrelated,word,word,0.111267151656622
магазин,математика,unrelated,word,word,0.115862694078175
проспект,капитализм,unrelated,word,word,0.115401085659714
дремать,саботаж,unrelated,word,word,0.0857706828296274
крепко,эмоциональный,unrelated,word,word,0.139433174144346
безумие,гавань,unrelated,word,word,0.0875672670812064
заменять,пенис,unrelated,word,word,0.147318874664208
довольно,нация,unrelated,word,word,0.077013161440075
выдвигать,грамм,unrelated,word,word,0.131218206324921
суббота,товар,unrelated,word,word,0.107790497206958
оперировать,улица,unrelated,word,word,0.146500025964955
тонуть,волшебник,unrelated,word,word,0.0327629074883077
потенциал,рука,unrelated,word,word,0.0564989532807318
радио,кролик,unrelated,word,word,0.0766257752523578
жар,корпорация,unrelated,word,word,0.0504370187334314
корона,еженедельно,unrelated,word,word,0.0290696977755875
молния,предоставлять,unrelated,word,word,0.0660842551040038
шпион,полдень,unrelated,word,word,0.131123392418213
переезжать,сигара,unrelated,word,word,0.104589169362461
куст,испытание,unrelated,word,word,0.0968582627661397
слушание,ковер,unrelated,word,word,0.130967913212037
понедельник,ложный,unrelated,word,word,0.109354058427625
курица,советовать,unrelated,word,word,0.118809388310123
отвратительный,давление,unrelated,word,word,0.0429451034046295
внезапно,бостон,unrelated,word,word,0.0964588502432525
значок,знал,unrelated,word,word,0.0949373977957208
неудобный,мальчик,unrelated,word,word,0.124465265007525
кровь,подросток,unrelated,word,word,0.0648124586105882
пустыня,финансирование,unrelated,word,word,0.141679601275313
зомби,недавно,unrelated,word,word,0.137079885130481
прицеп,стараться,unrelated,word,word,0.118896901692887
корица,батальон,unrelated,word,word,0.0893592332093398
клапан,организовывать,unrelated,word,word,0.0721883593050863
крайне,доказательство,unrelated,word,word,0.0781343922731372
виски,прыгать,unrelated,word,word,0.10353150479326
кандидат,приятный,unrelated,word,word,0.144950874585139
карман,пришелец,unrelated,word,word,0.132035755955025
солдат,активность,unrelated,word,word,0.102071404134792
чистить,эрекция,unrelated,word,word,0.137646835996654
шерлок,битва,unrelated,word,word,0.0446892094375138
сильный,поверхность,unrelated,word,word,0.133612998479784
сокровище,военно-морской,unrelated,word,word,
пистолет,глобальный,unrelated,word,word,0.11831435328924
месяц,боец,unrelated,word,word,0.124126203008111
южный,невеста,unrelated,word,word,0.123072396522571
гудок,пламя,unrelated,word,word,0.122242957659892
узкий,навсегда,unrelated,word,word,0.0784053035281746
кабель,путаница,unrelated,word,word,0.140764412911412
проклятие,грузовик,unrelated,word,word,0.0689933280240355
вдова,фургон,unrelated,word,word,-0.000424998775367245
работа,мышцы,unrelated,word,word,0.12194977268049
бесполезный,сообщество,unrelated,word,word,0.112007279339662
читать,офис,unrelated,word,word,0.140058836418803
поэт,дыра,unrelated,word,word,0.0930379768734348
окей,часто,unrelated,word,word,0.0665162517023298
красный,режиссер,unrelated,word,word,0.0835170121105471
оставлять,платье,unrelated,word,word,0.0652363261503074
позвоночный,впечатлять,unrelated,word,word,0.096024081908537
выкрадывать,заблуждение,unrelated,word,word,
присутствие,спагетти,unrelated,word,word,0.0623604305414977
автор,доллар,unrelated,word,word,0.0593195310002553
терминал,давать,unrelated,word,word,0.0933267066460276
нло,раковина,unrelated,word,word,0.0952021230490439
вскрытие,сильно,unrelated,word,word,0.0724777440448849
естественный,группировка,unrelated,word,word,0.0590027117709351
секретарь,искусственный,unrelated,word,word,0.149023314021456
жертва,верный,unrelated,word,word,0.113400950783736
мнение,труп,unrelated,word,word,0.0874458226657024
юрисдикция,лук,unrelated,word,word,0.0779509550886972
ловушка,люди,unrelated,word,word,0.124273082365999
стадион,ломать,unrelated,word,word,0.112387173805866
диван,яркий,unrelated,word,word,0.116885843924816
бабочка,политический,unrelated,word,word,0.131838006755514
стакан,глупый,unrelated,word,word,0.142772925726869
башня,принимать,unrelated,word,word,0.0929571466104083
задница,официальный,unrelated,word,word,0.112957249295651
тихий,мука,unrelated,word,word,0.134782029984692
пикник,чувство,unrelated,word,word,0.107108212786495
дворец,видео,unrelated,word,word,0.0611441344169859
хватать,наука,unrelated,word,word,0.105754064018252
церковь,приз,unrelated,word,word,0.00489595788707174
привлекательный,бабушка,unrelated,word,word,0.125951257797464
глотать,вчера,unrelated,word,word,0.0694719402188181
типичный,три,unrelated,word,word,0.1049554401712
пляж,механический,unrelated,word,word,0.128035252465026
падение,музыкант,unrelated,word,word,0.134386851333107
инспектор,пушка,unrelated,word,word,0.122559751727358
тур,существо,unrelated,word,word,0.0468534862534965
контакт,маркетинг,unrelated,word,word,0.111508756876594
теплый,здание,unrelated,word,word,0.105271410503836
родственник,боль,unrelated,word,word,0.105053995885855
дядя,глядеть,unrelated,word,word,0.0867879750710697
тень,учиться,unrelated,word,word,0.100588132107424
закат,благодарить,unrelated,word,word,0.129359543631717
кабина,камень,unrelated,word,word,0.0582335220238171
вкусный,отпечаток пальца,unrelated,word,word,
стресс,кошка,unrelated,word,word,0.101181672743582
творчество,защищать,unrelated,word,word,0.0854634888507785
ангел,бейсбол,unrelated,word,word,0.10132846221283
беседа,лес,unrelated,word,word,0.0829870144219985
файл,неожиданно,unrelated,word,word,0.0675368999922806
поздно,волк,unrelated,word,word,0.0536737514681049
невозможный,университет,unrelated,word,word,0.115383234461309
кормить,желтый,unrelated,word,word,0.0729737114729226
ток,галлюцинация,unrelated,word,word,0.110392058430563
сбегать,длинный,unrelated,word,word,0.138121370593764
ночь,символ,unrelated,word,word,0.137955865760042
феномен,умирать,unrelated,word,word,0.0457452812201901
лопаться,тайна,unrelated,word,word,0.143127616107274
землетрясение,отвратительный,unrelated,word,word,0.082178947525463
внутренний,сок,unrelated,word,word,0.116473469743972
успех,станция,unrelated,word,word,0.0760557036254989
клан,веб,unrelated,word,word,0.125188021117571
смертельный,религия,unrelated,word,word,0.135142266537615
кашель,информация,unrelated,word,word,0.0982364538346863
пожар,понимать,unrelated,word,word,0.0676550173050607
посадка,мусор,unrelated,word,word,0.120884371518502
облако,деньги,unrelated,word,word,0.052740182648993
два,быстрый,unrelated,word,word,0.112388243963291
вежливый,побег,unrelated,word,word,0.116632189153354
отношение,нефть,unrelated,word,word,0.0924884808029361
пустой,теннис,unrelated,word,word,0.0666934528071546
бюджет,фраза,unrelated,word,word,0.127962019876378
вселенная,свисток,unrelated,word,word,0.0745063454030851
портал,добровольно,unrelated,word,word,0.0796873433005897
комплимент,ворота,unrelated,word,word,0.0830427288668626
оферта,несчастный случай,unrelated,word,word,
дедушка,ваниль,unrelated,word,word,0.0937399497327888
поздравлять,животное,unrelated,word,word,0.0742872240552554
фортепиано,картель,unrelated,word,word,0.133868491922829
происходить,папа,unrelated,word,word,0.128877781603915
суровый,тошнота,unrelated,word,word,0.109303818172933
равновесие,торговый,unrelated,word,word,0.130800567661546
слушать,гора,unrelated,word,word,0.11553328574505
небо,забавный,unrelated,word,word,0.127363417531621
тяжелый,вакцина,unrelated,word,word,0.0992695460730167
скорая помощь,клубника,unrelated,word,word,
спид,ресторан,unrelated,word,word,0.133253587154638
привилегия,буря,unrelated,word,word,0.144001352027117
осел,сигарета,unrelated,word,word,0.0865293472892275
целовать,мошенничество,unrelated,word,word,0.0906499681430375
дурак,лавка,unrelated,word,word,0.0871383380404062
значение,шоколад,unrelated,word,word,0.0616050710312201
ценный,атмосфера,unrelated,word,word,0.0467016617955163
штраф,восток,unrelated,word,word,0.0961935922586611
персона,туман,unrelated,word,word,0.0734056357960274
сообщать,кепка,unrelated,word,word,0.0630555160171021
источник,думать,unrelated,word,word,0.0660454437046763
цель,зима,unrelated,word,word,0.0731946397736449
случайно,вернуть,unrelated,word,word,0.110018480232504
рубашка,волнение,unrelated,word,word,0.115062854085336
телеграмма,выбирать,unrelated,word,word,0.117798248782561
год,колено,unrelated,word,word,0.0899112650758845
контролировать,прокурор,unrelated,word,word,0.0989581611917419
реклама,предатель,unrelated,word,word,0.0700875349847629
минимум,политик,unrelated,word,word,0.131646668781386
кетчуп,мероприятие,unrelated,word,word,0.0617080219548687
телескоп,резать,unrelated,word,word,0.110427902401505
посольство,гармония,unrelated,word,word,0.0949790437597433
плюс,оружие,unrelated,word,word,0.0412437914126899
бедность,сообщение,unrelated,word,word,0.0291362072185172
храм,звезда,unrelated,word,word,0.0827742032543216
певец,лейтенант,unrelated,word,word,0.139448600809318
морской,ручка,unrelated,word,word,0.0911060993466801
внук,автобус,unrelated,word,word,0.118489897915071
канал,прогуливаться,unrelated,word,word,0.0486341683849503
юг,расписание,unrelated,word,word,0.0542285059999016
рот,увольнение,unrelated,word,word,0.076434169860623
враг,печень,unrelated,word,word,0.0851970798608432
выбор,писать,unrelated,word,word,0.038599384053723
зеленый,достоинство,unrelated,word,word,0.0725759383478892
результат,печь,unrelated,word,word,0.108459727712238
раздел,воин,unrelated,word,word,0.0945943657581848
билет,прятать,unrelated,word,word,0.0553822729547969
код,стрелять,unrelated,word,word,0.134643592920289
будущее,жевать,unrelated,word,word,0.0674659787855302
маршрут,медаль,unrelated,word,word,0.0489956125621616
несчастный,обсуждение,unrelated,word,word,0.0946493498565706
сторожить,чудовищный,unrelated,word,word,0.0639257333881244
объяснение,слава,unrelated,word,word,0.133236789380675
критический,босс,unrelated,word,word,0.13830443255393
шанс,динамит,unrelated,word,word,0.0943632955740189
пульс,летать,unrelated,word,word,0.13283814171607
стоимость,череп,unrelated,word,word,0.0271146591890165
может быть,бессильный,unrelated,word,word,
марка,щедрый,unrelated,word,word,0.0925519742449973
декан,богатство,unrelated,word,word,0.0654437694916699
лиса,чинить,unrelated,word,word,0.0558179587835967
мышь,фотограф,unrelated,word,word,0.137519575870882
генератор,казнь,unrelated,word,word,0.0368349464360197
только что,содействие,unrelated,word,word,
философия,женатый,unrelated,word,word,0.126906982878741
забывать,шприц,unrelated,word,word,0.0873538806283117
устранять,работник,unrelated,word,word,0.0915129966636695
бонус,воскресенье,unrelated,word,word,0.0948042888245384
подбирать,оценка,unrelated,word,word,0.129724447162387
приносить,законный,unrelated,word,word,0.105031245029008
речь,полный,unrelated,word,word,0.105845819430952
раб,торнадо,unrelated,word,word,0.124833586996972
безмолвный,рыбалка,unrelated,word,word,0.111408781203016
бетон,ведьма,unrelated,word,word,0.0723197128765291
ветер,как правило,unrelated,word,word,
духовка,игрок,unrelated,word,word,0.095408671253663
необычный,убивать,unrelated,word,word,0.13888845062529
наивный,глоток,unrelated,word,word,0.0999433634982269
объект,комедия,unrelated,word,word,0.0840833139368854
управлять,грудная клетка,unrelated,word,word,
портфель,умение,unrelated,word,word,0.133182322646628
луна,система,unrelated,word,word,0.146994010568293
слой,позволять,unrelated,word,word,0.114356539014138
флаг,асассин,unrelated,word,word,
иголка,креативность,unrelated,word,word,0.126894998576963
лига,салат,unrelated,word,word,0.0975291337428903
гольф,комитет,unrelated,word,word,0.107790903724145
благодарный,параграф,unrelated,word,word,0.098314486444554
здесь,звон,unrelated,word,word,0.126924416869283
привязывать,обычный,unrelated,word,word,0.0593506550968969
детонатор,жуткий,unrelated,word,word,0.103104967572064
ноготь,политика,unrelated,word,word,0.0908848408953904
ураган,беспокоить,unrelated,word,word,0.0541518844657775
мост,намеренно,unrelated,word,word,0.0855473540768961
неспособность,снаряд,unrelated,word,word,0.0870600081406328
особый,уверенность,unrelated,word,word,0.134039524227184
вниз,игра,unrelated,word,word,0.144572322497488
обыкновенно,сон,unrelated,word,word,0.13677705116444
марс,отличный,unrelated,word,word,0.0376231951004111
проверять,низ,unrelated,word,word,0.131089644735317
лагерь,пиво,unrelated,word,word,0.148163151295068
протеин,хоронить,unrelated,word,word,0.0879705129404082
бегать,фестиваль,unrelated,word,word,0.0812859945406658
смотреть,вероятно,unrelated,word,word,0.130613300923842
помолвка,фантастический,unrelated,word,word,0.125326909814615
фермер,шантаж,unrelated,word,word,0.115360063061027
старый,поле битвы,unrelated,word,word,
вызывать,вариант,unrelated,word,word,0.0784762731265274
управление,наверное,unrelated,word,word,0.131395677055993
договор,спрашивать,unrelated,word,word,0.102271314517693
восхищаться,телефон,unrelated,word,word,0.134185603524735
наказывать,забег,unrelated,word,word,0.122113205843926
невежество,тревога,unrelated,word,word,0.124632678434583
тост,армия,unrelated,word,word,0.14208582170115
химия,запрос,unrelated,word,word,0.0206869461283974
десерт,владелец,unrelated,word,word,0.0951167388651109
собака,закрытие,unrelated,word,word,0.0558361624507368
генерал,максимум,unrelated,word,word,0.0540041295477262
сознаваться,миссия,unrelated,word,word,0.1369072074996
тело,финансовый,unrelated,word,word,0.0653499915319974
родео,улучшение,unrelated,word,word,0.0914845405167324
грех,день рождения,unrelated,word,word,
лояльность,фильм,unrelated,word,word,0.0968338996037014
прямой,драгоценность,unrelated,word,word,0.0674904500547346
округ,ожерелье,unrelated,word,word,0.0699411801024986
срочный,помнить,unrelated,word,word,0.0963262465847891
оргазм,холодный,unrelated,word,word,0.138562227939562
бомба,известный,unrelated,word,word,0.120521717087911
банковский,медальон,unrelated,word,word,0.105744346378095
джунгли,травма,unrelated,word,word,0.104646800528224
сострадательный,рисовать,unrelated,word,word,0.125848294391955
покрывать,сумасшедший,unrelated,word,word,0.0968352242403181
обольщать,сумма,unrelated,word,word,0.14363483996611
изменение,четвертый,unrelated,word,word,0.105421588153539
вдохновлять,скорость,unrelated,word,word,0.0939433584831314
банкир,честность,unrelated,word,word,0.0535116660505199
ирония,постоянно,unrelated,word,word,0.133851468367825
искусство,помещать,unrelated,word,word,0.14697220634631
предупреждение,публика,unrelated,word,word,0.0947495144784443
камера,строить,unrelated,word,word,0.122781206365606
секунда,традиционный,unrelated,word,word,0.0413356412738866
суицид,сигнал,unrelated,word,word,0.102109826373497
клятва,соус,unrelated,word,word,0.0982720845375871
оскорблять,внутри,unrelated,word,word,0.0702693329855725
планета,говорить,unrelated,word,word,0.108966122247384
сверхъестественный,лекция,unrelated,word,word,0.0880545721347286
прием,прелестный,unrelated,word,word,0.12349340381948
бумага,опасность,unrelated,word,word,0.0988768595299659
шоу,моряк,unrelated,word,word,0.0933044471364229
точка зрения,труд,unrelated,word,word,
текст,глупость,unrelated,word,word,0.0663551765811561
азартная игра,декабрь,unrelated,word,word,
процесс,черепаха,unrelated,word,word,0.112470064038284
свидетельство,дверь,unrelated,word,word,0.0982214884794994
марафон,змея,unrelated,word,word,0.0951982953451771
похищение,снег,unrelated,word,word,0.100576904619872
истинный,адрес,unrelated,word,word,0.137455556219821
исправлять,музей,unrelated,word,word,0.0582107015509466
сопротивление,удивительный,unrelated,word,word,0.118263738293747
назад,министр,unrelated,word,word,0.0500222553606023
сплетня,узник,unrelated,word,word,0.0402332132522182
упертый,рим,unrelated,word,word,0.0610081779552802
деликатный,архитектор,unrelated,word,word,0.136463698778241
душа,целостный,unrelated,word,word,0.105893074363776
ритм,хищник,unrelated,word,word,0.113903658229059
идея,зеркало,unrelated,word,word,0.0726303113027614
применять,кладбище,unrelated,word,word,0.0879906833149938
противоядие,октябрь,unrelated,word,word,0.0625859856562923
проигравший,сенат,unrelated,word,word,0.0869067183019633
желание,каникулы,unrelated,word,word,0.129282623308459
магия,бумажник,unrelated,word,word,0.143015036664691
ревнивый,проповедь,unrelated,word,word,0.109824577493101
вторжение,пугать,unrelated,word,word,0.0835629238068604
вашингтон,биологический,unrelated,word,word,0.119860427208859
поезд,треугольник,unrelated,word,word,0.142003733092819
лампа,голосование,unrelated,word,word,0.141834344235751
вино,темный,unrelated,word,word,0.145160342278579
совершать,слуга,unrelated,word,word,0.0899080152449661
гнездо,последний,unrelated,word,word,0.0790056008918345
близко,шампанское,unrelated,word,word,0.147193602782783
мать,паранормальный,unrelated,word,word,0.128891284776957
ужас,верить,unrelated,word,word,0.132052389714758
плечо,красота,unrelated,word,word,0.105681793079209
меч,личность,unrelated,word,word,0.112548618502137
отель,джульетта,unrelated,word,word,0.127682994134772
медленно,государственный,unrelated,word,word,0.0858184494948539
грязь,витамин,unrelated,word,word,0.132689371164857
крем,вечер,unrelated,word,word,0.138142224461653
исследовать,убийца,unrelated,word,word,0.114454129002184
симптом,деревня,unrelated,word,word,0.0383771783293798
сеть,борьба,unrelated,word,word,0.117751909640119
свидетель,разочарование,unrelated,word,word,0.0571819164260548
кто,административный,unrelated,word,word,0.14272351270833
кинотеатр,легкий,unrelated,word,word,0.0427302741190469
расценивать,свет,unrelated,word,word,0.0881340925934599
джип,знание,unrelated,word,word,0.0890385165939201
ниже,пыльный,unrelated,word,word,0.124316818683902
лето,священный,unrelated,word,word,0.0753208909141135
сегодня,практически,unrelated,word,word,0.0506307807482862
о,подарок,unrelated,word,word,0.149349510312562
сестра,чемпионат,unrelated,word,word,0.131985938160237
повар,энергия,unrelated,word,word,0.0816960886373969
младенец,вдохновение,unrelated,word,word,0.083344573148882
прибывать,неприятный,unrelated,word,word,0.0950570117066829
драма,толстый,unrelated,word,word,0.0756672884671311
профиль,океан,unrelated,word,word,0.138944584429549
поединок,привлекать,unrelated,word,word,0.0696616738857846
зерно,ироничный,unrelated,word,word,0.0656171512914914
ложка,намерение,unrelated,word,word,0.106050606968947
вирус,клиент,unrelated,word,word,0.132666680159244
турнир,тянуть,unrelated,word,word,0.124426770862529
статья,дух,unrelated,word,word,0.0680081429762106
создавать,трудный,unrelated,word,word,0.103151486808768
исккючительный,взрываться,unrelated,word,word,0.080767660610619
паб,стратегия,unrelated,word,word,0.0873912608988046
драматический,посылка,unrelated,word,word,0.0693254611606715
сенсационный,поддерживать,unrelated,word,word,0.0707905570543502
памятник,ванная,unrelated,word,word,0.127556660707402
пирамида,сострадание,unrelated,word,word,0.102299123050313
жить,корабль,unrelated,word,word,0.0926681410122291
пациент,рыба,unrelated,word,word,0.139011813856173
лесбиянка,местоположение,unrelated,word,word,0.0779900377663639
рождение,еще,unrelated,word,word,0.131230014710861
интернет,вызов,unrelated,word,word,0.0798331735724115
жест,около,unrelated,word,word,0.0568139735521435
хороший,полностью,unrelated,word,word,0.0472274420243187
газ,физический,unrelated,word,word,0.126763981628107
тысяча,совершенно,unrelated,word,word,0.095490614301937
иногда,инъекция,unrelated,word,word,0.105079004476533
бланк,храбрый,unrelated,word,word,0.082874532689522
оркестр,ящерица,unrelated,word,word,0.11703299962719
супермен,выдающийся,unrelated,word,word,0.132097054556306
баскетбол,церемония,unrelated,word,word,0.115918958844105
обезьяна,период,unrelated,word,word,0.0353023454079629
гостеприимство,нужно,unrelated,word,word,0.101193720717314
комфортный,лошадь,unrelated,word,word,0.106290150105687
официант,страсть,unrelated,word,word,0.117400278160662
война,найти,unrelated,word,word,0.119326918827984
несчастливый,что-то,unrelated,word,word,
щит,нечестный,unrelated,word,word,0.145251001075117
ложь,монастырь,unrelated,word,word,0.0595272573830375
верность,газета,unrelated,word,word,0.149429377729384
беженец,вверх,unrelated,word,word,0.0675796771114177
страшный,информировать,unrelated,word,word,-0.0163741518249785
наивный,неделя,unrelated,word,word,0.0838810785652916
место,морфий,unrelated,word,word,0.132926275082422
видеться,эпидемия,unrelated,word,word,0.0572034848707645
один,пытка,unrelated,word,word,0.118863708156881
осознавать,министерство,unrelated,word,word,0.119875678006895
прозвище,продавать,unrelated,word,word,0.135260415062628
проект,страх,unrelated,word,word,0.130181766973035
верх,женщина,unrelated,word,word,0.094106390294401
династия,рассказывать,unrelated,word,word,0.111465065822041
задача,балл,unrelated,word,word,0.0823526597870922
видеодиск,что,unrelated,word,word,
третий,делать,unrelated,word,word,0.102625547922265
позвоклассный,трон,nonword,nonword,word,
нележан,журналист,nonword,nonword,word,
инцистент,флюид,nonword,nonword,word,
поездоул,труп,nonword,nonword,word,
фирмама,романтический,nonword,nonword,word,
ерй,хищник,nonword,nonword,word,
незналение,глоток,nonword,nonword,word,
горбжон,процедура,nonword,nonword,word,
нохкер,полотенце,nonword,nonword,word,
авкам,защищать,nonword,nonword,word,
вызындать,дыра,nonword,nonword,word,
госай,бэтмен,nonword,nonword,word,
мочрезв,содействие,nonword,nonword,word,
угух,техника,nonword,nonword,word,
толрис,субъект,nonword,nonword,word,
светрика,достоинство,nonword,nonword,word,
вскрымым,ванная,nonword,nonword,word,
зелеваный,подписываться,nonword,nonword,word,
нанеживать,символ,nonword,nonword,word,
житок,мука,nonword,nonword,word,
наказыствовать,парус,nonword,nonword,word,
легитель,мыть,nonword,nonword,word,
венто,прошлое,nonword,nonword,word,
кавалествия,побеждать,nonword,nonword,word,
инжествель,обратный,nonword,nonword,word,
секрекрыл,приходить,nonword,nonword,word,
мерзжение,честь,nonword,nonword,word,
охотва,концентрироваться,nonword,nonword,word,
тихоокеандерский,очень,nonword,nonword,word,
обстановкла,учиться,nonword,nonword,word,
скулпа,неприятный,nonword,nonword,word,
термиринал,вдохновение,nonword,nonword,word,
рледушка,одобрение,nonword,nonword,word,
клшо,веревка,nonword,nonword,word,
ватк,перспектива,nonword,nonword,word,
берешенец,друг,nonword,nonword,word,
защнальность,видео,nonword,nonword,word,
безмальный,освежать,nonword,nonword,word,
встряснованный,жажда,nonword,nonword,word,
блондион,минус,nonword,nonword,word,
тоды,пластик,nonword,nonword,word,
укрождение,летать,nonword,nonword,word,
свовратно,работник,nonword,nonword,word,
прерыскать,газета,nonword,nonword,word,
беспотральный,резать,nonword,nonword,word,
беспострашный,рыбалка,nonword,nonword,word,
промышленство,мутация,nonword,nonword,word,
химиченоский,шампанское,nonword,nonword,word,
хицах,аэропорт,nonword,nonword,word,
благокрестный,факс,nonword,nonword,word,
гостеприимкство,бар,nonword,nonword,word,
открыщавый,вакцина,nonword,nonword,word,
соучаствище,законный,nonword,nonword,word,
зодный,мотель,nonword,nonword,word,
ресна,кепка,nonword,nonword,word,
ейг,полет,nonword,nonword,word,
гранп,кусок,nonword,nonword,word,
разодания,слабый,nonword,nonword,word,
бользиной,металл,nonword,nonword,word,
пакуст,фатальный,nonword,nonword,word,
волоурен,информация,nonword,nonword,word,
поерийнок,декабрь,nonword,nonword,word,
брутоводитель,информатор,nonword,nonword,word,
вахэмптон,сок,nonword,nonword,word,
разпай,день рождения,nonword,nonword,word,
чутян,воин,nonword,nonword,word,
щят,классический,nonword,nonword,word,
картош,художник,nonword,nonword,word,
верей,интересный,nonword,nonword,word,
стадан,политический,nonword,nonword,word,
правленный,видение,nonword,nonword,word,
правленно,змея,nonword,nonword,word,
супержэм,группа,nonword,nonword,word,
накомишь,использовать,nonword,nonword,word,
ужасственно,прокурор,nonword,nonword,word,
дреоттически,группировка,nonword,nonword,word,
фасби,завтрак,nonword,nonword,word,
штачение,сон,nonword,nonword,word,
клуный,ограбление,nonword,nonword,word,
противодетие,область,nonword,nonword,word,
слецеп,песня,nonword,nonword,word,
копатьца,спагетти,nonword,nonword,word,
эпшевая,молоток,nonword,nonword,word,
выкла,зеркало,nonword,nonword,word,
дeиз,комитет,nonword,nonword,word,
спряновлять,президент,nonword,nonword,word,
интерскен,ярость,nonword,nonword,word,
проклистие,часовня,nonword,nonword,word,
мавт,отвратительный,nonword,nonword,word,
клаард,взрыв,nonword,nonword,word,
надемонда,вчера,nonword,nonword,word,
