"ru_cue","ru_target","type","cue_type","target_type","ru_cosine"
"стол","стул","related","word","word",0.596323765033184
"корт","судить","related","word","word",0.138423221030645
"судьба","судьба","related","word","word",1
"параноида","сумасшедший","related","word","word",NA
"монстр","существо","related","word","word",0.419825421975288
"довольный","счастливый","related","word","word",0.549630697699291
"дочь","сын","related","word","word",0.558806703257956
"хлеб","сыр","related","word","word",0.495542639027656
"таблетка","таблетка","related","word","word",1
"детонатор","таймер","related","word","word",0.572100822787323
"секретарь","тайна","related","word","word",0.158414871502916
"потенциал","талант","related","word","word",0.5284491774257
"здесь","там","related","word","word",0.75451593345545
"танцор","танцевать","related","word","word",0.498232907442422
"кинотеатр","театр","related","word","word",0.619929040789645
"радио","телевидение","related","word","word",0.575736351548549
"вызов","телефон","related","word","word",0.255430843699903
"объект","тема","related","word","word",0.109537506424026
"тень","темный","related","word","word",0.296992359517486
"высокая температура","температура","related","word","word",NA
"гольф","теннис","related","word","word",0.706053128201652
"идея","теория","related","word","word",0.564081583900621
"эксперимент","тестовое задание","related","word","word",NA
"метод","техника","related","word","word",0.32318218625851
"тихий","тишина","related","word","word",0.323646024974673
"кожа","ткань","related","word","word",0.462001368108157
"марка","товар","related","word","word",0.0890142024048474
"тонкий","толстый","related","word","word",0.454121241608727
"газа","топливо","related","word","word",0.382060733171819
"коммерческий","торговец","related","word","word",0.154525513342399
"ураган","торнадо","related","word","word",0.594455757202462
"десерт","торт","related","word","word",0.595376746986324
"диарея","тошнота","related","word","word",0.592088145718352
"ранить","травма повреждение","related","word","word",NA
"печальный","трагический","related","word","word",0.675971828831137
"современный","традиционный","related","word","word",0.543744100273944
"тревога","тревога","related","word","word",1
"круг","треугольник","related","word","word",0.411820216771478
"один","три","related","word","word",0.300485838621372
"двойной","тройной","related","word","word",0.755581909570068
"тело","труп","related","word","word",0.57225734256301
"облако","туман","related","word","word",0.428472179604986
"мост","туннель","related","word","word",0.434795903229511
"наивный","тупой","related","word","word",0.440188530927415
"курица","турция","related","word","word",0.213849464500539
"клетка","тюрьма","related","word","word",0.406269013084593
"тяжелый","тяжело","related","word","word",0.405560377996967
"толкать","тянуть","related","word","word",0.456902560550724
"самоубийство","убийство","related","word","word",0.684128072398971
"яд","убийство","related","word","word",0.193721580161071
"наемник","убийца","related","word","word",0.356227471174581
"убийца","убийца","related","word","word",1
"уважать","уверенность","related","word","word",0.157164466989605
"отставка","увольнение","related","word","word",0.399981672776437
"вор","уголовное","related","word","word",0.145437425506795
"ликвидировать","удалить","related","word","word",0.355059472518086
"впечатляющий","удивительно","related","word","word",0.387290459559544
"точка","указывать","related","word","word",0.18186214299047
"проспект","улица","related","word","word",0.356550309560517
"изменять","улучшение","related","word","word",0.225405219160054
"увеличивать","уменьшать","related","word","word",0.742162354276617
"страдать","умереть","related","word","word",0.454338034226593
"умный","умный","related","word","word",1
"колледж","университет","related","word","word",0.748927453528045
"особый","уникальный","related","word","word",0.544690677163049
"значок","униформа","related","word","word",0.465396278529766
"шерлок","уотсон","related","word","word",0.281550953587936
"конверт","упаковка","related","word","word",0.346970512766776
"упражняться","упражнение","related","word","word",0.544367316257057
"оборудование","уравновешивать","related","word","word",0.153815498873374
"раздувание","уродливый","related","word","word",0.134382630154186
"чип","устройство","related","word","word",0.479413457870443
"комментарий","утверждение","related","word","word",0.315204366631213
"гусь","утка","related","word","word",0.366080361938189
"завтра","утро","related","word","word",0.279545685695615
"глаз","ухо","related","word","word",0.281295969202912
"гениальность","ученый","related","word","word",0.217535140263115
"ученик","учитель","related","word","word",0.691224121362835
"учить","учить","related","word","word",1
"почта","факс","related","word","word",0.387479212811913
"прозвище","фамилия","related","word","word",0.36868640581153
"реальность","фантастика","related","word","word",0.35879885299278
"замечательный","фантастический","related","word","word",0.640664920949448
"смертельный","фатальный","related","word","word",0.615264737586951
"колония","федерация","related","word","word",0.525850381784844
"карнавал","фестиваль","related","word","word",0.510134708329928
"сексуальный","физический","related","word","word",0.608638408227078
"порно","фильм","related","word","word",0.463953001670524
"финансово","финансирование","related","word","word",0.451749510972402
"бюджет","финансирование","related","word","word",0.501536172334133
"банковское дело","финансовый","related","word","word",NA
"конец","финиш","related","word","word",0.279332017461622
"военно-морской","флот","related","word","word",NA
"картина","фото","related","word","word",0.212035406052057
"автограф","фотограф","related","word","word",0.563562623983566
"словарь","фраза","related","word","word",0.317951444394033
"английский","французский","related","word","word",0.729652293855836
"яблоко","фрукты","related","word","word",0.46730163517147
"операционный","функционал","related","word","word",0.244896760347102
"баскетбол","футбол","related","word","word",0.734749770215859
"добыча","хищник","related","word","word",0.373353002011324
"шелк","хлопок","related","word","word",0.415056145176805
"бегать","ходить","related","word","word",0.642978994700829
"горячий","холодный","related","word","word",0.604408011222228
"копать","хоронить","related","word","word",0.451843844735074
"благородный","храбрый","related","word","word",0.513992783225204
"магазин","хранить","related","word","word",0.201001687479099
"католический","христианин","related","word","word",0.483350023867823
"художник","художник","related","word","word",1
"королевский","царство","related","word","word",0.215737844313213
"растение","цветок","related","word","word",0.459658261089756
"стоимость","цена","related","word","word",0.575281838563422
"восхищаться","ценить","related","word","word",0.385743588386238
"мозг","церебрал","related","word","word",NA
"ритуал","церемония","related","word","word",0.439740263747462
"культура","цивилизация","related","word","word",0.552922768272599
"наивный","циничный","related","word","word",0.550067014965164
"зоопарк","цирк","related","word","word",0.442460698524343
"иметь значение","частица","related","word","word",NA
"человек","человек","related","word","word",1
"портфель","чемодан","related","word","word",0.603886768054647
"конкуренция","чемпионат","related","word","word",0.238010937351985
"кость","череп","related","word","word",0.392424377574047
"улитка","черепаха","related","word","word",0.351565235928527
"белый","чернить","related","word","word",0.29956858700256
"верность","честность","related","word","word",0.631660426083778
"приличный","честный","related","word","word",0.559426803550607
"привилегия","честь","related","word","word",0.386733233546782
"в третьих","четвертый","related","word","word",NA
"половина","четверть","related","word","word",0.577774074721828
"два","четыре","related","word","word",0.717914083257352
"срочный","чрезвычайное происшествие","related","word","word",NA
"ничего","что-то","related","word","word",NA
"деликатный","чувствительный","related","word","word",0.53625940050905
"впечатление","чувство","related","word","word",0.342697207176643
"вино","шампанское","related","word","word",0.611272995033578
"взятка","шантажировать","related","word","word",0.28097798239242
"очки","шапка","related","word","word",0.291833428360078
"повар","шеф-повар","related","word","word",NA
"горло","шея","related","word","word",0.220983783741184
"узкий","широкий","related","word","word",0.596021167554242
"кабинет","шкаф","related","word","word",0.46435662666305
"сорт","школа","related","word","word",0.1362032396464
"насос","шланг","related","word","word",0.52448716214038
"шлем","шляпа","related","word","word",0.41062781479507
"сахар","шоколад","related","word","word",0.470776530399213
"дорога","шоссе","related","word","word",0.44309018153953
"иголка","шприц","related","word","word",0.335734301773819
"татуировка","шрам","related","word","word",0.478651012876667
"обманывать","шутить","related","word","word",0.329868204545394
"сострадательный","щедрый","related","word","word",0.516337511963259
"губа","щек","related","word","word",0.462110015642949
"упертый","эгоистичный","related","word","word",0.536230998954741
"модный","элегантный","related","word","word",0.578993483986534
"магнитный","электрический","related","word","word",0.580724509336022
"ток","электричество","related","word","word",0.466346494746205
"фактор","элемент","related","word","word",0.476361656333849
"ментальный","эмоциональный","related","word","word",0.583623455404312
"власть","энергия","related","word","word",0.273149140236181
"чума","эпидемия","related","word","word",0.534839424731271
"ряд","эпизод","related","word","word",0.199139721396301
"оргазм","эрекция","related","word","word",0.35875370423022
"какие","это","related","word","word",0.208018391778708
"влияние","эффект","related","word","word",0.383926362089563
"полезный","эффективно","related","word","word",0.305489062900155
"незаконно","юридический","related","word","word",0.167519136432722
"атомный","ядерный","related","word","word",0.602269962894524
"гнездо","яйцо","related","word","word",0.380798582792318
"блеск","яркий","related","word","word",0.414553767651772
"злость","ярость","related","word","word",0.611967113900984
"лягушка","ящерица","related","word","word",0.493182034493589
"позвоночник","намеренно","unrelated","word","word",0.142936690106843
"нелепый","неприятный","unrelated","word","word",0.495148020564271
"инцидент","дорожка","unrelated","word","word",0.0930507091649361
"тренироваться","четыре","unrelated","word","word",0.108296474198612
"фирма","как правило","unrelated","word","word",NA
"рай","утверждение","unrelated","word","word",0.118033691473803
"управление","убийство","unrelated","word","word",0.247809081107487
"гормон","электрический","unrelated","word","word",0.297361863461541
"количество","беспокоить","unrelated","word","word",0.192695322979978
"автор","сумасшедший","unrelated","word","word",0.168769046742176
"вызывать","исполнение","unrelated","word","word",0.11007760789601
"голос","друг","unrelated","word","word",0.151472222961177
"мотивы","прототип","unrelated","word","word",0.0936302784971641
"угол","протокол","unrelated","word","word",0.234716986074795
"браво","отрицательный","unrelated","word","word",0.264551821065133
"африка","структура","unrelated","word","word",0.289504960052727
"вскрытие","лечить","unrelated","word","word",0.279240032937158
"зеленый","спаситель","unrelated","word","word",0.195262943988213
"наем","видео","unrelated","word","word",0.110973933965788
"жилец","встреча","unrelated","word","word",0.0696167003158601
"наказывать","клубника","unrelated","word","word",0.152284176517275
"легион","замок","unrelated","word","word",0.254080244788623
"вена","труп","unrelated","word","word",0.0584654683328347
"кавалерия","галактика","unrelated","word","word",0.235574338910393
"инженер","продолжать","unrelated","word","word",0.0706742493686528
"секретарь","честность","unrelated","word","word",0.0800221275337786
"вторжение","извинение","unrelated","word","word",0.329861365480305
"жертва","дверь","unrelated","word","word",0.150197813753091
"тихоокеанский","гора","unrelated","word","word",0.157966562296615
"окружающая обстановка","милосердие","unrelated","word","word",NA
"толпа","крах","unrelated","word","word",0.0869720907796544
"терминал","очевидно","unrelated","word","word",0.0743620913368889
"дед","депрессия","unrelated","word","word",0.140022141975158
"клуб","причина","unrelated","word","word",0.093587324356137
"полка","шляпа","unrelated","word","word",0.239751137948579
"беженцы","смесь","unrelated","word","word",0.0947021078593208
"безопасность","венера","unrelated","word","word",0.106755993974385
"безопасно","в самом деле","unrelated","word","word",NA
"необоснованный","правильный","unrelated","word","word",0.296974773481197
"стадион","запах","unrelated","word","word",0.128744234032043
"тост","ограбить","unrelated","word","word",0.0842841096673684
"рождение","место нахождения","unrelated","word","word",NA
"свободно","пыль","unrelated","word","word",0.0785406602346475
"прерывать","удалить","unrelated","word","word",0.239672634919214
"бесполезный","водка","unrelated","word","word",0.108212133725367
"беспомощный","джульетта","unrelated","word","word",0.110486595262591
"промышленность","преданность","unrelated","word","word",0.382756446856419
"химический","избирательный","unrelated","word","word",0.355297859548243
"химия","гитара","unrelated","word","word",0.265884142565293
"благодарный","опасный","unrelated","word","word",0.376627511024306
"гостеприимство","использовать","unrelated","word","word",0.0941557077765663
"открытым","советовать","unrelated","word","word",0.184143281666634
"сокровище","веселая","unrelated","word","word",0.196498643895534
"бедных","небесный","unrelated","word","word",0.135707670367601
"война","покупатель","unrelated","word","word",0.157692285327477
"бог","север","unrelated","word","word",0.112912533820944
"грипп","сигар","unrelated","word","word",0.0777700541897637
"страдания","безопасность","unrelated","word","word",0.20709597574873
"больной","сострадание","unrelated","word","word",0.1944571296683
"палец","абсурдный","unrelated","word","word",0.137829234414637
"волосы","захватывающий","unrelated","word","word",0.0733126723010092
"бой","грязный","unrelated","word","word",0.188511259122663
"управляющий делами","тестовое задание","unrelated","word","word",NA
"вашингтон","ловля рыбы","unrelated","word","word",NA
"развод","кризис","unrelated","word","word",0.33771385573554
"чувак","турция","unrelated","word","word",0.0778837052739895
"щит","частица","unrelated","word","word",0.137849666347529
"карман","выражать","unrelated","word","word",0.146396965726685
"ветер","профессиональный","unrelated","word","word",0.155483256130428
"стакан","снег","unrelated","word","word",0.153832326918351
"медленный","туман","unrelated","word","word",0.189350147198941
"медленно","фатальный","unrelated","word","word",0.137436600093432
"супермен","передача","unrelated","word","word",0.129348291516627
"наконец","выборы","unrelated","word","word",0.0477131557400994
"естественно","преуспеть","unrelated","word","word",0.116466267942299
"фактически","продажа","unrelated","word","word",0.177431262930403
"зомби","выпускной","unrelated","word","word",0.172672077084011
"имея в виду","туннель","unrelated","word","word",NA
"ценный","оказывать помощь","unrelated","word","word",NA
"противодействие","плохой","unrelated","word","word",0.129220594124428
"трейлер","истребитель","unrelated","word","word",0.168821986132238
"корица","одинокий","unrelated","word","word",0.14133789894025
"душ","пожертвование","unrelated","word","word",0.211433380150525
"выбор","местный","unrelated","word","word",0.0857786087569202
"вниз","коммунистический","unrelated","word","word",0.0863269583057122
"вдохновлять","черепаха","unrelated","word","word",0.139599711694856
"интернет","глупость","unrelated","word","word",0.118905342485443
"проклинать","слабый","unrelated","word","word",0.11666693508225
"марс","прохладно","unrelated","word","word",0.126264653654664
"клапан","подписать","unrelated","word","word",0.167287604251353
"надеяться","вращаться","unrelated","word","word",0.270013571575733
"цепь","таблетка","unrelated","word","word",0.259882042884842
"назад","скорость","unrelated","word","word",0.18620568843789
"лояльный","ванная комната","unrelated","word","word",NA
"скорая помощь","подпись","unrelated","word","word",NA
"ниже","любовь","unrelated","word","word",0.0298709286773655
"остроумный","женщина","unrelated","word","word",0.151582064426317
"ночь","архитектор","unrelated","word","word",0.12561387261539
"лопаться","монастырь","unrelated","word","word",0.0595264007190255
"землетрясение","взорваться","unrelated","word","word",0.259826059743711
"бомбить","трагический","unrelated","word","word",-0.0733647587086919
"dvd","безответственный","unrelated","word","word",0.133291980123458
"ложка","предлагать","unrelated","word","word",0.207761405655514
"невиновный","очаровательный","unrelated","word","word",0.269166031230482
"белок","уменьшать","unrelated","word","word",0.243735773084483
"спид","линг","unrelated","word","word",0.100963468864807
"финансы","официантка","unrelated","word","word",0.145563365553487
"вкусно","океан","unrelated","word","word",0.139540437425428
"имущество","широкий","unrelated","word","word",0.0426753410729963
"сухой","элемент","unrelated","word","word",0.232582993195709
"юрисдикция","отличный","unrelated","word","word",0.114950375775451
"внутренний","финансовый","unrelated","word","word",0.451524305533144
"за пределами","до свидания","unrelated","word","word",NA
"пассажирский","торговец","unrelated","word","word",0.173484537506006
"виски","наследовать","unrelated","word","word",0.102261527334366
"углерод","гнаться","unrelated","word","word",0.168388120144547
"морской","высокая температура","unrelated","word","word",NA
"гражданское хозяйство","рассвет","unrelated","word","word",NA
"гордый","запрос","unrelated","word","word",0.141939681295288
"госпожа","запись","unrelated","word","word",0.126750183175819
"шанс","четверть","unrelated","word","word",0.125173881377816
"солдат","гараж","unrelated","word","word",0.0943838966978329
"медведь","обычный","unrelated","word","word",0.134078685029985
"беспокойство","медальон","unrelated","word","word",0.146455934443489
"магия","флот","unrelated","word","word",0.154857911180429
"портал","выкуп","unrelated","word","word",0.159680470162658
"суббота","чернить","unrelated","word","word",0.148676056985139
"запад","синяк","unrelated","word","word",0.149425495063922
"леденца","около","unrelated","word","word",0.174226114131093
"перемена","ремонт","unrelated","word","word",0.167664545452294
"видеть","странный","unrelated","word","word",0.183508837850271
"конференция","шоколад","unrelated","word","word",0.108948372605784
"понедельник","инвестор","unrelated","word","word",0.156867934267959
"выход","атакующий","unrelated","word","word",0.18124643831871
"сегодня","западный","unrelated","word","word",0.187179405429911
"кампания","поездка","unrelated","word","word",0.409188492793768
"выберите","наносить удар","unrelated","word","word",NA
"жить","литература","unrelated","word","word",0.164283554575489
"похищение","водород","unrelated","word","word",0.0971524734196694
"пребытие","шкаф","unrelated","word","word",NA
"диплом","важность","unrelated","word","word",0.176261570477021
"описывать","плавать","unrelated","word","word",0.229054508803597
"кашель","монастырь","unrelated","word","word",0.152012185688615
"низкий","довольно часто","unrelated","word","word",NA
"невежество","молоток","unrelated","word","word",0.119176629638112
"масса","уродливый","unrelated","word","word",0.124558990157395
"величество","микроскоп","unrelated","word","word",0.0789693987925946
"галерея","прекрасный","unrelated","word","word",0.213446653789508
"залив","восток","unrelated","word","word",0.241979506459076
"статья","нож","unrelated","word","word",0.049117474050984
"вселенная","милый","unrelated","word","word",0.0372956249650734
"иллюзия","птица","unrelated","word","word",0.256140659234099
"связывать","судьба","unrelated","word","word",0.168101261327945
"сэндвич","клиент","unrelated","word","word",0.265259410416681
"мастерская","грузовик","unrelated","word","word",0.279680996365594
"остаток средств","чемодан","unrelated","word","word",NA
"в другом месте","содействие","unrelated","word","word",NA
"лесбиянка","предложение","unrelated","word","word",0.155226467918503
"кокаин","папа","unrelated","word","word",0.119016314605118
"фортепиано","невеста","unrelated","word","word",0.084036279690521
"основание","жажда","unrelated","word","word",0.123686626953229
"национальный","счастливый","unrelated","word","word",0.250822703542674
"уронить","игра","unrelated","word","word",0.140918841344227
"безумие","инъекция","unrelated","word","word",0.16647672726254
"слепой","округ","unrelated","word","word",0.0705134883538571
"следить","носовой платок","unrelated","word","word",NA
"устала","решимость","unrelated","word","word",0.0871590866150559
"большинство","священник","unrelated","word","word",0.115640276451298
"ню","начальный","unrelated","word","word",0.100522185997804
"холм","зонд","unrelated","word","word",0.199048833668277
"обезьяна","власть","unrelated","word","word",0.174259954431099
"столица","змея","unrelated","word","word",0.0964047867970325
"килограмм","кислород","unrelated","word","word",0.186432282959831
"барон","мешок","unrelated","word","word",0.0946832742180447
"римский","ракета","unrelated","word","word",0.142352867904515
"молния","выбрать","unrelated","word","word",0.105457915749194
"желудок","отсутствие","unrelated","word","word",0.184415373814128
"нагрузка","клиника","unrelated","word","word",0.334336072612128
"джип","неожиданно","unrelated","word","word",0.109761750851695
"банда","раковина","unrelated","word","word",0.171796782555016
"оркестр","сообщество","unrelated","word","word",0.168968048901966
"противный","неизвестный","unrelated","word","word",0.297100477618022
"хорошо","обычный","unrelated","word","word",0.178575501514958
"пульс","знание","unrelated","word","word",0.0979441694682304
"около","выживать","unrelated","word","word",0.146145553847144
"предложение","голосование","unrelated","word","word",0.318991425884176
"окно","давление","unrelated","word","word",0.167879324868565
"бак","ожерелье","unrelated","word","word",-0.0198014119868174
"родственник","атмосфера","unrelated","word","word",0.0446067646362368
"мальчики","какой ужас","unrelated","word","word",NA
"жест","лжец","unrelated","word","word",0.224017485756067
"ноябрь","психологический","unrelated","word","word",0.179163940673228
"сделать","музыкант","unrelated","word","word",0.156770571021488
"свобода","тошнота","unrelated","word","word",0.159808343667531
"акция протеста","массаж","unrelated","word","word",NA
"годовщина","веб","unrelated","word","word",0.144471154930686
"денежные средства","умереть","unrelated","word","word",NA
"стресс","болезнь","unrelated","word","word",0.30854121876814
"лагерь","волноваться","unrelated","word","word",0.0837319197224694
"куст","пыльный","unrelated","word","word",0.271864632450783
"держать","шампанское","unrelated","word","word",0.165994160190147
"век","пенис","unrelated","word","word",0.14745315159481
"агент","температура","unrelated","word","word",0.102683517014295
"молодежь","бумажник","unrelated","word","word",0.0845024262927463
"дорого","атлантик","unrelated","word","word",0.0244264340783832
"активный","коньяк","unrelated","word","word",0.140003589678903
"ромео","демонстрация","unrelated","word","word",0.141109643006228
"порох","радиация","unrelated","word","word",0.265201169573573
"пинг","щек","unrelated","word","word",0.126273440519482
"режиссер","инфекционное заболевание","unrelated","word","word",NA
"размер","лекция","unrelated","word","word",0.0227558768353832
"короткая","полный","unrelated","word","word",0.0766855586722213
"привет","циничный","unrelated","word","word",0.0636960031861354
"волонтер","позиция","unrelated","word","word",0.112339947842859
"иногда","коммуникация","unrelated","word","word",0.125516462316053
"свидетельство","позволять","unrelated","word","word",0.0740211654402817
"врач хирург","таймер","unrelated","word","word",NA
"файл","менструация","unrelated","word","word",0.152427526045779
"обязанность","рыба","unrelated","word","word",0.136232200166859
"пустыня","оставаться","unrelated","word","word",0.091161441251307
"фунт","несправедливый","unrelated","word","word",0.125860642707176
"дополнительный","полный","unrelated","word","word",0.408423871779885
"маршрут","поле битвы","unrelated","word","word",NA
"достаточно","сенат","unrelated","word","word",0.139656158207421
"гордость","утка","unrelated","word","word",0.164462590931937
"заслуживать","лодка","unrelated","word","word",0.0443994563695716
"выгода","тревога","unrelated","word","word",0.225823112382019
"алмаз","отпечаток руки","unrelated","word","word",NA
"коллега","рак","unrelated","word","word",0.135044831778773
"отношение","дать","unrelated","word","word",0.166880086989458
"вежливый","ткань","unrelated","word","word",0.154495168210853
"рассмотреть возможность","озеро","unrelated","word","word",NA
"душа","подозревать","unrelated","word","word",0.0832285787191873
"помада","традиционный","unrelated","word","word",0.150778895637484
"трескаться","пистолет","unrelated","word","word",0.0546054053149506
"ангел","спать","unrelated","word","word",0.141600753159777
"еда","запомнить","unrelated","word","word",0.145360109426411
"белка","лидер","unrelated","word","word",0.136223700686504
"подача","бостон","unrelated","word","word",0.0982531343364878
"уже","акцент","unrelated","word","word",0.139851574981287
"голод","неспособный","unrelated","word","word",0.222978279770611
"убогий","техника","unrelated","word","word",0.14320504421355
"глотать","двоюродная сестра","unrelated","word","word",NA
"желание","женский","unrelated","word","word",0.162983021257241
"красный","эпидемия","unrelated","word","word",0.13234262964258
"муж","запрещать","unrelated","word","word",0.10507614922916
"один","двигатель","unrelated","word","word",0.127766359959902
"мужчина","демократия","unrelated","word","word",0.111955857213514
"вдова","братан","unrelated","word","word",0.0636552399881099
"жесткий","торнадо","unrelated","word","word",0.113400478254421
"жестокий","униформа","unrelated","word","word",0.0567718474981277
"зло","поддерживать","unrelated","word","word",0.0775594686281537
"зверь","цветок","unrelated","word","word",0.24816619664152
"жидкость","ящерица","unrelated","word","word",0.23902683161661
"playboy","редко","unrelated","word","word",0.0384729378991442
"репортер","журнал","unrelated","word","word",0.370964199686138
"ужин","ручка","unrelated","word","word",0.0738755489492265
"имя","разрушение","unrelated","word","word",0.191943595388077
"проездной билет","практически","unrelated","word","word",NA
"передний","микрофон","unrelated","word","word",0.185714440043807
"кредит","ковбой","unrelated","word","word",0.123394422547526
"команда","вилка","unrelated","word","word",0.128188189542516
"заложник","интуиция","unrelated","word","word",0.134894088503066
"открытие","препарат средство медикамент","unrelated","word","word",NA
"заблокирован","динамит","unrelated","word","word",0.165951026186432
"заменять","детектив","unrelated","word","word",0.0842714311797226
"исключительно","помидор","unrelated","word","word",0.056601883648307
"ключ","перерыв","unrelated","word","word",0.21528972268768
"дворец","пытаться","unrelated","word","word",0.130319801227858
"таять","дешевый","unrelated","word","word",0.0947102599611914
"южный","свинья","unrelated","word","word",0.0328197425448969
"вкус","дерево","unrelated","word","word",0.118083301638507
"читать","достаточный","unrelated","word","word",0.127642884037594
"записывать","в конце концов","unrelated","word","word",NA
"забывать","театр","unrelated","word","word",0.164682075292111
"запрещенный","операция","unrelated","word","word",0.11725283581351
"спрос","знал","unrelated","word","word",0.142106573904244
"пенсия","жевать","unrelated","word","word",0.091424003104188
"сенсационный","побег","unrelated","word","word",0.220433329671507
"защищать","жестокий","unrelated","word","word",0.174735266797978
"знаменитость","группа","unrelated","word","word",0.180703108313393
"шум","финиш","unrelated","word","word",0.0701131937500282
"отражение","хоронить","unrelated","word","word",0.0792067779197815
"лето","телефон","unrelated","word","word",0.117532707501334
"червь","манипулировать","unrelated","word","word",0.107165216176211
"распознавать","ярость","unrelated","word","word",0.10775974795275
"опыт","период","unrelated","word","word",0.333597050156252
"сейчас","колено","unrelated","word","word",0.171574939394893
"площадь","впечатление","unrelated","word","word",0.1085943944431
"капсула","прыгать","unrelated","word","word",0.10907548615525
"открытие","освежать","unrelated","word","word",0.127696135448246
"гвоздь","спасти","unrelated","word","word",0.0379234002703498
"играть","планирование","unrelated","word","word",0.0419331610437215
"тренер","писатель","unrelated","word","word",0.266734143789795
"кукла","галстук","unrelated","word","word",0.162839551713446
"идеал","шантажировать","unrelated","word","word",0.137222123335376
"дурак","удивительно","unrelated","word","word",0.165717868670851
"войти","товар","unrelated","word","word",0.0376269073266054
"кандидат","окончательный","unrelated","word","word",0.189965912250809
"популярный","спрятать","unrelated","word","word",0.138267618969161
"простить","летать","unrelated","word","word",0.116766958359495
"стена","приветствовать","unrelated","word","word",0.0601533787692645
"исследование","подтверждать","unrelated","word","word",0.237217768953363
"имперский","приходить","unrelated","word","word",0.0926377682111037
"династия","держать","unrelated","word","word",0.144732334557875
"банкир","вылет из","unrelated","word","word",NA
"человек","царство","unrelated","word","word",0.0773315048424078
"нло","деревня","unrelated","word","word",0.17814223318455
"инструмент","борьба","unrelated","word","word",0.132011588163363
"захватывающе","энергия","unrelated","word","word",0.144160324081657
"личный","определение","unrelated","word","word",0.15505938934415
"инстинкт","журналистка","unrelated","word","word",0.126246709919807
"вирус","просить","unrelated","word","word",0.0827126409817002
"данные","стрелять","unrelated","word","word",0.16127628467342
"источник","далеко","unrelated","word","word",0.100878742188713
"доза","пластик","unrelated","word","word",0.152141948473301
"ирония","кардинал","unrelated","word","word",0.184656778379006
"естественный","преувеличивать","unrelated","word","word",0.150115375784733
"висит","вкладывать деньги","unrelated","word","word",NA
"применять","информация","unrelated","word","word",0.0825482361710016
"препятствие","служанка","unrelated","word","word",0.117560986781062
"чемпион","фантастический","unrelated","word","word",0.211604357440662
"результат","свидетельство","unrelated","word","word",0.230006419829062
"смерть","спор","unrelated","word","word",0.0546514835471015
"июнь","цена","unrelated","word","word",0.138283836302783
"как обычно","церемония","unrelated","word","word",NA
"ужасный","кот","unrelated","word","word",0.2307487189815
"рок","телевидение","unrelated","word","word",0.204848914619925
"церковь","вера","unrelated","word","word",0.382598544354405
"анархия","корабль","unrelated","word","word",0.0841987825322802
"командир","масло","unrelated","word","word",0.084606108663929
"епископ","заглавие","unrelated","word","word",0.138550305401023
"компас","биологический","unrelated","word","word",0.227736387547808
"мафия","эффективно","unrelated","word","word",0.216540590753113
"количество","искусственный","unrelated","word","word",0.169435928644556
"жилой дом","остановка","unrelated","word","word",NA
"пикник","боевой","unrelated","word","word",0.124071754148718
"воздух","король","unrelated","word","word",0.0343720791859894
"могила","спутниковое","unrelated","word","word",0.0780183283990199
"типичный","задний","unrelated","word","word",0.26713766829285
"пациент","уголовное","unrelated","word","word",0.210320108519022
"больница","сантиметр","unrelated","word","word",0.0598136322692094
"банан","артерия","unrelated","word","word",0.0950188424367302
"клясться","авария","unrelated","word","word",0.135314478220982
"библия","судить","unrelated","word","word",0.186065614990872
"родео","больной","unrelated","word","word",0.158845651125071
"пол","ассистент","unrelated","word","word",0.106160516871042
"никогда","кровать","unrelated","word","word",0.148352797618808
"плечо","либеральный","unrelated","word","word",0.0999300968280536
"сумма","обсуждение","unrelated","word","word",0.222281885578081
"лига","день рождения","unrelated","word","word",NA
"драма","награда","unrelated","word","word",0.256150687515049
"инспектор","символ","unrelated","word","word",0.167021814099588
"комиссия","быстро","unrelated","word","word",0.0755468079863532
"навигация","математика","unrelated","word","word",0.350840074026883
"расист","высоко","unrelated","word","word",0.0706576292315512
"программное обеспечение","легенда","unrelated","word","word",NA
"закон","продавать","unrelated","word","word",0.130361231074097
"частный","праздничный день","unrelated","word","word",NA
"фокус","метр","unrelated","word","word",0.217959525525985
"тур","сердитый","unrelated","word","word",0.137839127635802
"ром","одобрение","unrelated","word","word",0.0246771110694629
"экипаж","христианин","unrelated","word","word",0.1178293750776
"королева","топливо","unrelated","word","word",0.0848724696938317
"компания","упражнение","unrelated","word","word",0.0686902319460332
"собака","новости","unrelated","word","word",0.164327634757605
"кружка","верх","unrelated","word","word",0.121932590750554
"очарование","песня","unrelated","word","word",0.245450219859242
"осень","саботаж","unrelated","word","word",0.202758318631961
"воображение","прогулка","unrelated","word","word",0.137493848891778
"ситуация","синий","unrelated","word","word",0.112834139648766
"диван","связь","unrelated","word","word",0.0472552633112027
"лиса","алиби","unrelated","word","word",0.164175573301989
"мышь","проверять","unrelated","word","word",0.148812386569937
"рубашка","агентство","unrelated","word","word",0.0531748306687043
"фрагмент","физический","unrelated","word","word",0.242038481552868
"дракон","клятва","unrelated","word","word",0.105559102355158
"миф","минута","unrelated","word","word",0.129219318758808
"невозможный","разумный","unrelated","word","word",0.470569677209611
"господин","процедура","unrelated","word","word",0.0231517412170282
"сержант","моча","unrelated","word","word",0.0648264629926077
"семинар","письмо","unrelated","word","word",0.154906620619335
"джунгли","молодой","unrelated","word","word",-0.00713798492176743
"земля","финансирование","unrelated","word","word",0.17001315468686
