"id_target","id_cue","type","target_type","cue_type","id_cosine"
"sepak bola","menarik","unrelated","word","word",NA
"eksplosif","kegilaan","unrelated","word","word",0.175631584355623
"mainan","sapi","unrelated","word","word",0.168935981614758
"hadiah","imajinasi","unrelated","word","word",0.109882500135166
"sepatu","tulang belakang","unrelated","word","word",NA
"alfa","helm","unrelated","word","word",0.128333674313991
"kejam","alkohol","unrelated","word","word",0.159145796075974
"dinamit","naif","unrelated","word","word",0.109062820620989
"pelayan","aman","unrelated","word","word",0.0562429730728983
"peradaban","generator","unrelated","word","word",0.220064628428485
"gunung","alasan","unrelated","word","word",0.093851775738746
"bukti","menggali","unrelated","word","word",0.152078553285413
"pekan","mengizinkan","unrelated","word","word",0.136071335150214
"matahari","surat","unrelated","word","word",0.042547893013093
"sekitar","tembakan","unrelated","word","word",0.169534199362561
"tepung","gubernur","unrelated","word","word",0.11537868094624
"kawan","pertama","unrelated","word","word",0.138367924692215
"pembunuhan","kabin","unrelated","word","word",0.185075336248754
"tuli","perpustakaan","unrelated","word","word",0.1437248869799
"ular","penerimaan","unrelated","word","word",0.0498310295837815
"roma","lezat","unrelated","word","word",0.107859909770594
"cairan","umum","unrelated","word","word",0.154799138133052
"pemilih","minimum","unrelated","word","word",0.102432323954804
"makan siang","remaja","unrelated","word","word",NA
"kopi","langit","unrelated","word","word",0.0634873212394771
"cantik","hasil","unrelated","word","word",0.0650451654596352
"temukan","anak perempuan","unrelated","word","word",NA
"seri","nama","unrelated","word","word",0.113808474566255
"rekaman","rsud","unrelated","word","word",0.1732685507251
"grogi","salah","unrelated","word","word",0.212199023483067
"marah","stadion","unrelated","word","word",0.114328975917105
"lucu","hanya","unrelated","word","word",0.248817444857878
"perangkat","memuat","unrelated","word","word",0.227636653192796
"kalung","sayangnya","unrelated","word","word",0.206889630501114
"memeluk","sayang","unrelated","word","word",0.195262621347298
"biru","peringatan","unrelated","word","word",0.173513038920876
"keponakan laki-laki","mengganggu","unrelated","word","word",NA
"memadai","modal","unrelated","word","word",0.282858759746965
"mobil van","penjaga","unrelated","word","word",NA
"daerah","pria","unrelated","word","word",0.137637407767379
"daerah","mendaki","unrelated","word","word",0.151258847967723
"air seni","cacing","unrelated","word","word",NA
"informasi","roti panggang","unrelated","word","word",NA
"profesor","sekretaris","unrelated","word","word",0.219214300673274
"dengan kuat","kesuksesan","unrelated","word","word",NA
"belakang","juta","unrelated","word","word",0.072866365605873
"tekanan","reporter","unrelated","word","word",0.137916948156946
"timer","september","unrelated","word","word",0.164233365584506
"induk","diploma","unrelated","word","word",0.148757685968098
"jauh","kadang-kadang","unrelated","word","word",NA
"kebalikan","alami","unrelated","word","word",0.25888275593584
"di dalam","aturan","unrelated","word","word",NA
"di sana","kegelapan","unrelated","word","word",NA
"suatu tempat","di sini","unrelated","word","word",NA
"tenang","trofi","unrelated","word","word",0.152403874520319
"kesunyian","stempel","unrelated","word","word",0.0287162559575584
"mual","menyinggung","unrelated","word","word",0.211943640219017
"buruk rupa","tugas","unrelated","word","word",NA
"kerajaan","sarang","unrelated","word","word",0.251672044353673
"pagar","spesial","unrelated","word","word",0.105859166934082
"membutuhkan","saus tomat","unrelated","word","word",NA
"lulus","menderita","unrelated","word","word",0.171986286204111
"sidik jari","angsa","unrelated","word","word",NA
"tiga kali lipat","berlaku","unrelated","word","word",NA
"menarik","matahari terbenam","unrelated","word","word",NA
"kejahatan","piknik","unrelated","word","word",0.140263283455722
"injeksi","kokain","unrelated","word","word",0.155124583051209
"komedi","status","unrelated","word","word",0.147243889709236
"romantis","bicara","unrelated","word","word",0.14212950542543
"empat","sensor","unrelated","word","word",0.151300311480531
"menteri","autopsi","unrelated","word","word",0.158875035991697
"video","satu","unrelated","word","word",0.161216997954881
"mutasi","boneka","unrelated","word","word",0.146516186307737
"elemen","bunuh diri","unrelated","word","word",NA
"titik","senyum","unrelated","word","word",0.107261168120915
"anggun","konservatif","unrelated","word","word",0.294675748116033
"negara","berharga","unrelated","word","word",0.175890696000379
"peristiwa","ciuman","unrelated","word","word",0.1634659601203
"agama","berkarat","unrelated","word","word",0.115374198563913
"matematika","ide","unrelated","word","word",0.243476813391398
"penyakit","karbon","unrelated","word","word",0.121964115159528
"konsentrat","melihat","unrelated","word","word",0.135264623818833
"sinyal","lajang","unrelated","word","word",0.00193084248312612
"anak laki-laki","tiket","unrelated","word","word",NA
"paranormal","kombinasi","unrelated","word","word",0.0930883472481769
"pameran","percobaan","unrelated","word","word",0.298676399271072
"foto","sekarang","unrelated","word","word",0.160262857833097
"kelompok","menipu","unrelated","word","word",0.0588914715149018
"eksekusi","abadi","unrelated","word","word",0.0733666857330587
"bahan bakar","mempertaruhkan","unrelated","word","word",NA
"sindroma","malaikat","unrelated","word","word",NA
"ledakan","frekuensi","unrelated","word","word",0.276437037781997
"reaktor","menderita","unrelated","word","word",0.131478577496126
"kapel","menyadari","unrelated","word","word",0.136148089587931
"hati","kavaleri","unrelated","word","word",0.229555647052664
"tenis","kuat","unrelated","word","word",0.138625553069928
"skandal","kebanggaan","unrelated","word","word",0.155726291489796
"senator","penyelidikan","unrelated","word","word",0.22195136425337
"gudang senjata","jaringan","unrelated","word","word",NA
"cokelat","katup","unrelated","word","word",0.0874033156099053
"lembah","membentuk","unrelated","word","word",0.169429515836032
"menghormati","konyol","unrelated","word","word",0.104893179307746
"selamat tinggal","peralatan","unrelated","word","word",NA
"peka","budak","unrelated","word","word",0.167541664284751
"dingin","sekunder","unrelated","word","word",0.138244355876486
"baru-baru ini","anarki","unrelated","word","word",NA
"keyakinan","dengan tegas","unrelated","word","word",NA
"kemarin","budaya","unrelated","word","word",0.0907070759787427
"hari libur","pembalasan dendam","unrelated","word","word",NA
"kekayaan","pengungsi","unrelated","word","word",0.222439682523135
"hasil","kelaparan","unrelated","word","word",0.23501182067405
"fantastis","ragu","unrelated","word","word",0.108190447581202
"topi","kompetisi","unrelated","word","word",0.0703957154618084
"kue","jazz","unrelated","word","word",0.153377062334525
"bertahan hidup","baca","unrelated","word","word",NA
"mati","uskup","unrelated","word","word",0.109848972510145
"jeruk","kekacauan","unrelated","word","word",0.0682238884200226
"ikan","memilih","unrelated","word","word",0.185893009281495
"olahraga","tidur sebentar","unrelated","word","word",NA
"adrenalin","cuplikan","unrelated","word","word",0.124350982052304
"motel","besi","unrelated","word","word",-0.00261100686717548
"persahabatan","praktek","unrelated","word","word",0.136403888190165
"salju","nilai","unrelated","word","word",0.0555798094596769
"konstitusi","penciptaan","unrelated","word","word",0.195688131816797
"hutan","bioskop","unrelated","word","word",0.144695298361199
"ayah","calon","unrelated","word","word",0.16487554258727
"teori","menara","unrelated","word","word",0.125389504601298
"sempurna","musim semi","unrelated","word","word",NA
"psikologi","tanah","unrelated","word","word",0.136140540572835
"halusinasi","positif","unrelated","word","word",0.220428118108932
"kreativitas","berlian","unrelated","word","word",0.101526548363569
"kaisar","detak","unrelated","word","word",0.181288575433511
"bisnis","kelas","unrelated","word","word",0.226246988881094
"arsitek","ahli bedah","unrelated","word","word",NA
"komisaris","binatang buas","unrelated","word","word",NA
"luar","menolak","unrelated","word","word",0.173114805914354
"dunia","menggambarkan","unrelated","word","word",0.166190088709108
"web","memperbaiki","unrelated","word","word",0.114567516672883
"menyerang","panas","unrelated","word","word",0.100016744995209
"gaya","keras kepala","unrelated","word","word",NA
"ironis","merebut","unrelated","word","word",0.0431678561136698
"kastil","kembali","unrelated","word","word",0.212845995120737
"tidur","sendiri","unrelated","word","word",0.14756858816457
"persetujuan","caesar","unrelated","word","word",0.144144515167765
"jalan raya","lelang","unrelated","word","word",NA
"wanita","perlahan-lahan","unrelated","word","word",NA
"berlayar","keemasan","unrelated","word","word",0.192211058774081
"kecepatan","toko","unrelated","word","word",0.107491249945263
"ibu jari","kering","unrelated","word","word",NA
"sistem","penyewa","unrelated","word","word",0.20132294339311
"syringe","nyonya","unrelated","word","word",NA
"runtuh","suara","unrelated","word","word",0.101942281444202
"musik","tunggu","unrelated","word","word",0.133753149237708
"jelas sekali","palsu","unrelated","word","word",NA
"pintu","merobek","unrelated","word","word",0.127404852202449
"ilmuwan","mandi","unrelated","word","word",0.0435390891811342
"truk","regional","unrelated","word","word",0.108251047389573
"roh","baik","unrelated","word","word",0.150163821624446
"pejuang","pujian","unrelated","word","word",0.152473147575284
"jumlah","sampah","unrelated","word","word",0.0288022125699868
"juli","administrasi","unrelated","word","word",0.0775651657857364
"politik","kabel","unrelated","word","word",0.156913722677934
"miliar","penangkal","unrelated","word","word",0.204817448227178
"pengusaha","tidak ada apa-apa","unrelated","word","word",NA
"kabel","masyarakat","unrelated","word","word",0.131090956181123
"kartu","daerah","unrelated","word","word",0.158195704073517
"closet","pantat","unrelated","word","word",0.16901997750903
"melarikan diri","perang","unrelated","word","word",NA
"botol","kanselir","unrelated","word","word",0.135069212888256
"topi","bola basket","unrelated","word","word",NA
"jarang","anjing","unrelated","word","word",0.14667448208905
"sering","mengisap","unrelated","word","word",0.105771761868485
"saputangan","malam","unrelated","word","word",0.144273122734401
"nenek","pertunangan","unrelated","word","word",0.201996364873418
"jadwal","izin","unrelated","word","word",0.218950321708724
"peluru","cemas","unrelated","word","word",0.0534941652696232
"kamar tidur","obyek","unrelated","word","word",NA
"mikropon","peringatan tahunan","unrelated","word","word",NA
"desa","hukum","unrelated","word","word",0.0610322545118929
"pemilihan","detonator","unrelated","word","word",0.0787015811610194
"universitas","menjawab","unrelated","word","word",0.147265678349702
"frasa","pabrik","unrelated","word","word",0.152773774620956
"presiden","pribadi","unrelated","word","word",0.151595152185502
"kapal","angin","unrelated","word","word",0.178172118607403
"kemampuan","perbankan","unrelated","word","word",0.159779300340561
"menguji","berarti","unrelated","word","word",0.0889386538385877
"kepribadian","bahu","unrelated","word","word",0.135243981784904
"hidrogen","digustasi","unrelated","word","word",NA
"reputasi","hebat","unrelated","word","word",0.198662463287974
"festival","hutan","unrelated","word","word",0.155130447985056
"kalimat","kerumunan","unrelated","word","word",0.191937124276342
"kadal","mengelola","unrelated","word","word",0.0594485514176911
"kristen","diperlukan","unrelated","word","word",0.121550661637018
"ventilasi","rumah","unrelated","word","word",0.185558674684888
"artileri","meremehkan","unrelated","word","word",0.0888020273623211
"vanila","memburu","unrelated","word","word",0.0890023043521918
"kebesaran","pulih","unrelated","word","word",0.139336683243779
"keamanan","keledai","unrelated","word","word",0.134921012406558
"harga diri","tempat berlindung","unrelated","word","word",NA
"demokrasi","sungai","unrelated","word","word",0.148904576846664
"tekad","kulit","unrelated","word","word",0.15585863896233
"suara","mayoritas","unrelated","word","word",0.321825892644984
"sirkus","roma","unrelated","word","word",0.249799376176791
"kecil","navigasi","unrelated","word","word",0.142610761786749
"keberangkatan","spionase","unrelated","word","word",0.117779376787974
"menit","mengakui","unrelated","word","word",0.115197431637878
"kementerian","kekhawatiran","unrelated","word","word",0.0880963397623258
"perak","kontak","unrelated","word","word",0.0652138091078757
"lampu","mental","unrelated","word","word",0.140564924039288
"kebodohan","gantung","unrelated","word","word",0.168626863802343
"ketiadaan","terminal","unrelated","word","word",0.119436382168627
"kecelakaan","populer","unrelated","word","word",0.0818690742422105
"kekejaman","pensiun","unrelated","word","word",0.0757458122097783
"kekecewaan","pub","unrelated","word","word",0.170092056165799
"kebingungan","menculik","unrelated","word","word",0.0927953220463454
"khawatir","potensi","unrelated","word","word",0.117081223170876
"energi","darah","unrelated","word","word",0.165341781189135
"memaksa","ukuran","unrelated","word","word",0.139957860098894
"kehamilan","mengucapkan selamat","unrelated","word","word",NA
"haus","tombol","unrelated","word","word",0.0601261819346858
"sekolah","perangkat lunak","unrelated","word","word",NA
"kuda","kerajaan","unrelated","word","word",0.228024808560376
"tentang","lasagna","unrelated","word","word",0.184905919812504
"pintu masuk","kejutan","unrelated","word","word",NA
"tuduhan","beroperasi","unrelated","word","word",0.120517230564815
"perkembangan","awak kapal","unrelated","word","word",NA
"hilangnya","bagus","unrelated","word","word",0.0736260667935114
"kembali","bersumpah","unrelated","word","word",0.186616534946681
"jaket","persiapan","unrelated","word","word",0.10862777096187
"mengalahkan","kemungkinan","unrelated","word","word",0.125344124774726
"penderitaan","menghancurkan","unrelated","word","word",0.159497125008697
"mungkin","cokelat","unrelated","word","word",0.167625154730145
"mobil","laba","unrelated","word","word",0.116828214323485
"takut","pembukaan","unrelated","word","word",0.0217802224615901
"tomat","sopan","unrelated","word","word",0.128364081877842
"kerajaan","secara sederhana","unrelated","word","word",NA
"rasa syukur","segar","unrelated","word","word",NA
"keras","lipstik","unrelated","word","word",0.137005060559281
"egois","mematikan","unrelated","word","word",0.162860617702607
"bis","keagungan","unrelated","word","word",0.080135859096948
"basah","barat","unrelated","word","word",0.123674445601108
"pena","penjual","unrelated","word","word",0.186701926245902
"hadirin","perusahaan","unrelated","word","word",0.125365367114849
"kasih sayang","artifact","unrelated","word","word",NA
"kesalahan","terkunci","unrelated","word","word",0.17624076415354
"merasa","ayah","unrelated","word","word",0.24311475329001
"pendidikan","teks","unrelated","word","word",0.121377070297882
"harmoni","masalah","unrelated","word","word",0.117731388917716
"sukacita","retakan","unrelated","word","word",0.242440183524603
"kesetiaan","bajak laut","unrelated","word","word",NA
"anggapan","membersihkan","unrelated","word","word",0.112181931688916
"kegagalan","lari","unrelated","word","word",0.120913899814751
"menakuti","rencana","unrelated","word","word",0.146442452814013
"tidak bertanggung jawab","keluhan","unrelated","word","word",NA
"tidak adil","kemeja","unrelated","word","word",NA
"tidak dapat","menghukum","unrelated","word","word",NA
"arogance","besar","unrelated","word","word",NA
"keempat","saudari","unrelated","word","word",0.207824015178906
"menginvestasikan","lebah","unrelated","word","word",0.113282245255336
"klasik","lembut","unrelated","word","word",0.158958515519038
"gram","memerintah","unrelated","word","word",0.108426404183974
"meter","penembak","unrelated","word","word",0.165831614614888
"biologi","motif","unrelated","word","word",0.212525599626431
"peluit","riset","unrelated","word","word",0.0313174123418429
"keluarga","kekuatan","unrelated","word","word",0.167867685654378
"batang","surga","unrelated","word","word",0.10515805703226
"kata sandi","aktif","unrelated","word","word",NA
"heroin","menjamin","unrelated","word","word",0.217099476494034
"teman","halus","unrelated","word","word",0.173370369472638
"federasi","tolong","unrelated","word","word",0.0737871389764955
"kapten","nasihat","unrelated","word","word",0.149057470003223
"campuran","mengenali","unrelated","word","word",0.0994407878656321
"penyataan","menutupi","unrelated","word","word",0.159563616147523
"pedagang","dua","unrelated","word","word",0.155951288995916
"komite","artikel","unrelated","word","word",0.159525105440853
"peta","puas","unrelated","word","word",0.129271778421781
"kejuaraan","ilmu urai","unrelated","word","word",NA
"pertemuan","yoga","unrelated","word","word",0.18282630059192
"konfirmasi","menjembatani","unrelated","word","word",0.0864300663606257
"perselisihan","tidak berdaya","unrelated","word","word",NA
"baja","kacamata","unrelated","word","word",0.161629481536271
"definisi","sel","unrelated","word","word",0.104736901974582
"liberal","bravo","unrelated","word","word",0.0813531355328259
"tipuan","miskin","unrelated","word","word",0.138665064425372
"membangun","musuh","unrelated","word","word",0.103216992536909
"koneksi","sofa","unrelated","word","word",0.156305501268406
"radiasi","hari natal","unrelated","word","word",NA
"persetujuan","buta","unrelated","word","word",0.157597423523363
"memanipulasi","kupu-kupu","unrelated","word","word",NA
"absurd","orang","unrelated","word","word",0.203401982543645
"penyerang","rasa","unrelated","word","word",0.0570826795591817
"penuh","putih","unrelated","word","word",0.154455979598876
"tas","pengacara","unrelated","word","word",0.118017961709647
"menjijikkan","biasanya","unrelated","word","word",0.172116000429451
"meminjamkan","daerah","unrelated","word","word",0.0845897188658134
"saus","kebun binatang","unrelated","word","word",NA
"politik","di luar","unrelated","word","word",NA
"kualitas","lambat","unrelated","word","word",0.113943882133387
"lemah","kampus","unrelated","word","word",0.111115795019578
"kuburan","petani","unrelated","word","word",0.207508922679442
"biara","proyek","unrelated","word","word",0.0990377557820821
"jaringan","cemburu","unrelated","word","word",0.0722126270258652
"kunci","petir","unrelated","word","word",0.186470006516208
"burung","memberi makan","unrelated","word","word",NA
"penghasilan","saat ini","unrelated","word","word",NA
"serangga","memukul","unrelated","word","word",0.158362638850321
"telah menikah","kapal selam","unrelated","word","word",NA
"cepat","di tempat lain","unrelated","word","word",NA
"lilin","arena","unrelated","word","word",0.118327218008669
"surgawi","tempat","unrelated","word","word",0.191985222712256
"secara langsung","mencuri","unrelated","word","word",NA
"karpet","southern","unrelated","word","word",0.0973413536061142
"permukaan","kemajuan","unrelated","word","word",0.130632021727119
"memberitahukan","bendera","unrelated","word","word",0.140768687087165
"berjalan","warisan","unrelated","word","word",0.0898790269074036
"spageti","menggores","unrelated","word","word",0.209326161795369
"angkatan laut","serupa","unrelated","word","word",NA
"laut","lebih rendah","unrelated","word","word",NA
"layak","kalender","unrelated","word","word",0.097206958657613
"monitor","mafia","unrelated","word","word",0.0937509051994592
"semut","kesehatan","unrelated","word","word",0.129522913161629
"atas","bukti","unrelated","word","word",0.20354446334291
"lapar","diam","unrelated","word","word",0.21566200956374
"penjualan","ketidaktahuan","unrelated","word","word",0.0935052269641514
"lemah lembut","penumpang","unrelated","word","word",NA
"seragam","jumlah","unrelated","word","word",0.209693971528327
"gay","klub","unrelated","word","word",0.203765789117815
"lezat","pidato","unrelated","word","word",0.136915576522524
"hukum","pengadilan","unrelated","word","word",0.410051087149963
"tim","mendukung","unrelated","word","word",0.195082137617502
"jam tangan","filsafat","unrelated","word","word",NA
"membelanjakan","katolik","unrelated","word","word",0.165478631819536
"soda","naif","unrelated","word","word",0.21327279898373
"segi tiga","telanjang","unrelated","word","word",NA
"suasana","mencegah","unrelated","word","word",0.160209861904959
"parfum","telegram","unrelated","word","word",0.1706422249245
"setia","wisata","unrelated","word","word",0.0302712335605677
"kejujuran","minum","unrelated","word","word",0.179159994148383
"luar biasa","tunai","unrelated","word","word",NA
"cedera","kontrol","unrelated","word","word",0.0597745775897045
"pasir","bersyukur","unrelated","word","word",0.0700775132874647
"tenaga surya","saluran","unrelated","word","word",NA
"ingat","amarah","unrelated","word","word",0.0797082188173946
"kartel","membuat","unrelated","word","word",0.173209772046077
"listrik","produsen","unrelated","word","word",0.227709747788212
"murah","kata","unrelated","word","word",0.133387929904595
"takhta","berguna","unrelated","word","word",0.108021334117873
"sarapan","meleleh","unrelated","word","word",0.189921359282309
"makanan","layak","unrelated","word","word",0.189028586262998
"setan","sendok","unrelated","word","word",0.136096440584344
"malam","diam","unrelated","word","word",0.125303178628397
"pidana","pendengaran","unrelated","word","word",0.123164011277311
"kamar mandi","perlawanan","unrelated","word","word",NA
"piring","dosis","unrelated","word","word",0.111833997622439
"predator","kolega","unrelated","word","word",0.0883260084339228
"imut","pound","unrelated","word","word",0.082710929922511
"balapan","biasa","unrelated","word","word",0.102562130817251
"venus","hotel","unrelated","word","word",0.176814711909659
"masa lalu","tidak pernah","unrelated","word","word",NA
"masalah","selatan","unrelated","word","word",0.109618704714464
"masyarakat","pengantin pria","unrelated","word","word",NA
"telinga","dorongan","unrelated","word","word",0.176469355607187
"pembunuh","hiu","unrelated","word","word",0.161101214009525
"fajar","pengamatan","unrelated","word","word",0.233892022442262
"pilih","kebebasan","unrelated","word","word",0.162288102532711
"psikologis","konfirmasi","unrelated","word","word",0.132590202668959
"kantor","avenue","unrelated","word","word",0.205342560435545
"kursi","liga","unrelated","word","word",0.150474414597394
"melanjutkan","aspirin","unrelated","word","word",0.0421547808225452
"pemeliharaan","kesimpulan","unrelated","word","word",0.124506567075321
"membekukan","bergerak","unrelated","word","word",0.232204475632543
"menjaga","pecahan","unrelated","word","word",0.127798964914336
"meledak","toilet","unrelated","word","word",0.183849474328142
"perspektif","lapisan","unrelated","word","word",0.148157322884242
"bertemu","lumpur","unrelated","word","word",0.0537777356181211
"membela","mangsa","unrelated","word","word",0.118573414153271
"mengizinkan","rum","unrelated","word","word",0.00883393270596456
"koki","penyair","unrelated","word","word",0.285403070131823
"pergilah","sup","unrelated","word","word",0.0701815943698845
"taruh","kertas","unrelated","word","word",0.224711981807065
"fatal","cincin","unrelated","word","word",0.158378022719354
"menulis","kaliber","unrelated","word","word",0.0861161519408476
"mengirim","cantik","unrelated","word","word",0.133993528613706
"menjual","piano","unrelated","word","word",0.165165289754264
"cinta","manis","unrelated","word","word",0.280078401781554
"tanda","tangan","unrelated","word","word",0.177955637362392
"makan","relatif","unrelated","word","word",0.13102749102719
"mencuci","saku","unrelated","word","word",0.204775344953603
"menghasilkan","api","unrelated","word","word",0.173728552317462
"melakukan","model","unrelated","word","word",0.152484215740992
"menutup","november","unrelated","word","word",0.0881163428906067
"penangkapan ikan","teknologi","unrelated","word","word",NA
"menyimpan","perceraian","unrelated","word","word",0.171194028728962
"meyakini","kuil","unrelated","word","word",0.149639661738619
"memeriksa","melihat","unrelated","word","word",0.447445755485574
"memesan","hak istimewa","unrelated","word","word",NA
"pilih","planet","unrelated","word","word",0.177788482693379
"menyewa","ribu","unrelated","word","word",0.145508101527007
"mengajar","kain","unrelated","word","word",0.0835079428268387
"memperbaiki","sempit","unrelated","word","word",0.183014566417617
"menang","magnetis","unrelated","word","word",0.0311232672112562
"bahaya","kotor","unrelated","word","word",0.132359594538295
"memikirkan","pengelolaan","unrelated","word","word",0.143005015085294
"muatan","berdiri","unrelated","word","word",0.0671422647448809
"membuat terkesan","tameng","unrelated","word","word",NA
"memukul","percakapan","unrelated","word","word",0.165640667778946
"menyediakan","hidangan penutup","unrelated","word","word",NA
"luar biasa","aturan","unrelated","word","word",NA
"menakutkan","industri","unrelated","word","word",0.0992095920728344
"bangunan","keberanian","unrelated","word","word",0.0983778694216604
"menawan","rubah","unrelated","word","word",0.147881224962389
"memberi","kakek","unrelated","word","word",0.144660941427164
"berhenti","bahasa inggris","unrelated","word","word",NA
"percobaan","kode","unrelated","word","word",0.153808892732001
"menculik","luka","unrelated","word","word",0.063661290548594
"rampok","tanggung jawab","unrelated","word","word",NA
"melompat","atom","unrelated","word","word",0.128451181630537
"mendengar","memaafkan","unrelated","word","word",0.200919682429088
"menyedihkan","kematian","unrelated","word","word",0.259870336729553
"rasa sakit","cat","unrelated","word","word",NA
"mati","fisika","unrelated","word","word",0.139087166269172
"keadaan darurat","batu","unrelated","word","word",NA
"pendampingan","sudut","unrelated","word","word",NA
"depresi","golf","unrelated","word","word",0.200981712991633
"menyelidiki","karakter","unrelated","word","word",0.177049105789485
"berenang","seri","unrelated","word","word",0.0518345703385063
"menghargai","proses","unrelated","word","word",0.218970192902646
"dokumen","kemenangan","unrelated","word","word",0.095407700111317
"mengakui","susu","unrelated","word","word",0.11058346760007
"memberi tahu","kehadiran","unrelated","word","word",NA
"mengatur","pecundang","unrelated","word","word",0.136790104463685
"berhasil","melestarikan","unrelated","word","word",0.133306716151966
"tahu","pakar","unrelated","word","word",0.225381234345109
"mengerikan","selebriti","unrelated","word","word",0.15489411697712
"mengubur","anggaran","unrelated","word","word",0.11399659643348
"cepat","kamp","unrelated","word","word",0.104016399208763
"mengganggu","realitas","unrelated","word","word",0.166462648784734
"pengganti","pelayan","unrelated","word","word",0.247527214057994
"memar","pasukan","unrelated","word","word",0.100312942372835
"merusak","tumor","unrelated","word","word",0.0918933174169843
"menghapus","amatir","unrelated","word","word",0.104935339197541
"menghitung","biarawan","unrelated","word","word",0.161916720051515
"kepercayaan diri","sensasional","unrelated","word","word",NA
"menangkap","kuburan","unrelated","word","word",0.141112883244729
"mengikat","galeri","unrelated","word","word",0.0640537941212652
"mengejar","tentu saja","unrelated","word","word",NA
"inspirasi","profil","unrelated","word","word",0.236879692422659
"mengharapkan","bayangan","unrelated","word","word",0.200729438115858
"pengkhianat","memuji","unrelated","word","word",0.133711859661219
"menjilat","lesbian","unrelated","word","word",0.214180109586233
"membiarkan","roti","unrelated","word","word",0.087692392699098
"peningkatan","hobi","unrelated","word","word",0.104950902737373
"menyapa","ideal","unrelated","word","word",0.129421625837447
"mengumpulkan","bung","unrelated","word","word",0.128525699822782
"menyarankan","mata duitan","unrelated","word","word",NA
"meninggalkan","tidak nyaman","unrelated","word","word",NA
"mengurangi","mengatur","unrelated","word","word",0.258959986146221
"candaan","anggur","unrelated","word","word",0.168851628197082
"janji","sersan","unrelated","word","word",0.0783834505927784
"menyesap","anonim","unrelated","word","word",0.171309974861706
"membalas","mulia","unrelated","word","word",0.161337610350702
"terowongan","penari","unrelated","word","word",0.086424619742302
"kotor","racun","unrelated","word","word",0.197756609292306
"menerima","membuat","unrelated","word","word",0.185163804209313
"emosional","hujan","unrelated","word","word",0.0682310498824573
"pertunjukan","invasi","unrelated","word","word",0.181510794349042
"bersembunyi","katak","unrelated","word","word",0.153863830096219
"memahami","peluang","unrelated","word","word",0.238015144421182
"menyimpan","internasional","unrelated","word","word",0.118211674217152
"mengendarai","ketiga","unrelated","word","word",0.125007384797816
"menyiksa","rambut","unrelated","word","word",0.104368914096236
"menyinggung","loyal","unrelated","word","word",0.168331254034906
"pemerasan","teluk","unrelated","word","word",0.103252298350627
"penyihir","alat","unrelated","word","word",0.145048157484712
"kuning","perhatian","unrelated","word","word",0.11944596770215
"menangkap","hidup","unrelated","word","word",0.288890324084261
"produk","evolusi","unrelated","word","word",0.258126669772739
"berlebihan","zombie","unrelated","word","word",0.104258412449887
"memotong","playboy","unrelated","word","word",0.136174716309679
"cerutu","menenggelamkan","unrelated","word","word",0.121286613372266
"teknik","bubuk mesiu","unrelated","word","word",NA
"sentimeter","duta besar","unrelated","word","word",NA
"mimpi","irama","unrelated","word","word",0.243007424538082
"ling","rute","unrelated","word","word",0.114883683746123
"maksimum","sherlock","unrelated","word","word",0.0785185406407986
"bir","dvd","unrelated","word","word",0.179572713796917
"kaya","cari","unrelated","word","word",0.143892887364223
"legenda","komersial","unrelated","word","word",0.08747520603406
"kota","jangkar","unrelated","word","word",0.132710711376635
"prototipe","putri","unrelated","word","word",0.148228761385166
"tradisional","seru","unrelated","word","word",0.1300653843134
"patung","piramida","unrelated","word","word",0.343675630841501
"gorila","ming","unrelated","word","word",0.046454609354817
"alibi","meninggalkan","unrelated","word","word",0.14298145399322
"tikus","pengalaman","unrelated","word","word",0.113112870704176
"kemuliaan","meletus","unrelated","word","word",0.183709607532135
"hidung","makan malam","unrelated","word","word",NA
"mungkin","abad","unrelated","word","word",0.206086849680793
"guru","fashionable","unrelated","word","word",0.159364663351706
"musim dingin","mengerikan","unrelated","word","word",NA
"musim gugur","washington","unrelated","word","word",NA
"mudah","memeriksa","unrelated","word","word",0.111878044475021
"lawan","memasukkan","unrelated","word","word",0.156828479815318
"singa","harapan","unrelated","word","word",0.21231368183394
"sinis","suami","unrelated","word","word",0.155326608719213
"bodoh","penuh kasih","unrelated","word","word",NA
"intuisi","mendengarkan","unrelated","word","word",0.216224988024208
"judul","memperoleh","unrelated","word","word",0.0766550529954682
"nama belakang","jatuh","unrelated","word","word",NA
"menasihati","album","unrelated","word","word",0.121716143266157
"global","kekuatan","unrelated","word","word",0.139004762214168
"komunikasi","perusahaan","unrelated","word","word",0.194509403650593
"bangsa","menekankan","unrelated","word","word",0.166751170992268
"harga","naga","unrelated","word","word",0.193214387825514
"samurai","lampu","unrelated","word","word",0.120314875446185
"hadiah","limun","unrelated","word","word",0.204198063332762
"alamat","kabinet","unrelated","word","word",0.0697713565178481
"desember","kebisingan","unrelated","word","word",0.150589344722087
"menyenangkan","istirahat","unrelated","word","word",0.1885588778376
"kekasih","bangsawan","unrelated","word","word",0.175181472248334
"subjek","optimis","unrelated","word","word",0.160391457631986
"fungsional","antusiasme","unrelated","word","word",0.263287216464229
"realistis","paman","unrelated","word","word",0.115904193653862
"individu","seminar","unrelated","word","word",0.147212993142439
"pemasangan","pengaruh","unrelated","word","word",0.121997275593739
"pita","langsung","unrelated","word","word",0.107760204964267
"cerebral","melindungi","unrelated","word","word",0.0582885481684617
