pl_cue,pl_target,type,cue_type,target_type,pl_cosine
sprawdzać,weryfikować,related,word,word,0.484937617623873
bestia,zwierzę,related,word,word,0.471791421734823
ciało,zwłoki,related,word,word,0.681459560273887
rezygnacja,zwolnienie,related,word,word,0.445918603164291
przegrany,zwycięzca,related,word,word,0.608227347994756
normalnie,zwykle,related,word,word,0.387302399101919
zwyczajny,zwykły,related,word,word,0.720749717150092
pragnienie,życzenie,related,word,word,0.506478064655754
zdolność,świnia,unrelated,word,word,0.144458028057379
niedorzeczny,ucho,unrelated,word,word,0.0873385238425299
odrzucać,wysoki,unrelated,word,word,0.101930453839488
skarga,miasto,unrelated,word,word,0.121017090138815
aktywność,pokład,unrelated,word,word,0.129532828666871
numer,edukacja,unrelated,word,word,0.0166325864673203
hormon,komunistyczny,unrelated,word,word,0.134490017462917
rada,długość,unrelated,word,word,0.106249156720711
solidny,wąż gumowy,unrelated,word,word,
alert,umyć,unrelated,word,word,0.0163803081701231
zaułek,konserwacja,unrelated,word,word,0.136879325820788
omega,bezpieczeństwo,unrelated,word,word,0.0933342820460401
bestia,nos,unrelated,word,word,0.112229037394702
pszczoła,usunąć,unrelated,word,word,0.105047707273426
pozwolenie,cyniczny,unrelated,word,word,0.0396775412887119
ręka,żart,unrelated,word,word,0.101315202869472
legion,obracać,unrelated,word,word,0.0753363263958222
żyła,rzadko,unrelated,word,word,0.038297504588338
kawaleria,akcent,unrelated,word,word,0.124809685194507
przesłuchiwać,diabeł,unrelated,word,word,0.0464434553687727
pomagać,tytuł,unrelated,word,word,0.146020554601012
wniosek,wdzięczność,unrelated,word,word,0.104952160166018
środowisko,miłość,unrelated,word,word,0.115812883516771
próbować,zamek,unrelated,word,word,0.093683067733655
uwaga,jesień,unrelated,word,word,0.128190204065144
skrzynka,kardynał,unrelated,word,word,0.0857228013615422
prysznic,porażka,unrelated,word,word,0.0780812705547093
pułk,siedzieć,unrelated,word,word,0.0676877619628184
arena,nauczać,unrelated,word,word,0.119907220586789
włosy,watson,unrelated,word,word,0.00945936474949142
ufać,kochanek,unrelated,word,word,0.122447862646777
milion,kaczka,unrelated,word,word,0.126597614905216
przekupstwo,dziewczyny,unrelated,word,word,0.13046438961966
łódź podwodna,lekarz,unrelated,word,word,
rozbić,kobieta,unrelated,word,word,0.118975103907563
pan młody,wyrok,unrelated,word,word,
koleś,demokracja,unrelated,word,word,0.0991079711695413
zadrapanie,przeciwnik,unrelated,word,word,0.141317260364585
kopać,piłka nożna,unrelated,word,word,
przemysł,alfa,unrelated,word,word,0.0474022654659777
miód,obliczyć,unrelated,word,word,0.0601352542096574
sprzedawca,radość,unrelated,word,word,0.0752140413651308
liczyć,pocisk,unrelated,word,word,0.0578548072972978
okulary,słyszeć,unrelated,word,word,0.0760120064208169
dowódca,infekcja,unrelated,word,word,0.0840340939856682
pojazd,wiara,unrelated,word,word,0.117556088766363
podłoga,grecki,unrelated,word,word,0.00702835383717542
mafia,jajko,unrelated,word,word,0.140654275503711
powód,elektryczność,unrelated,word,word,0.0891315747788366
grób,towarzyszyć,unrelated,word,word,0.0956312922912548
mila,okup,unrelated,word,word,0.0339627525061453
rytuał,mamusia,unrelated,word,word,0.0883411750050587
przeszkoda,mundur,unrelated,word,word,0.0283229033468016
warga,pisarz,unrelated,word,word,0.109598905396729
chleb,wygrać,unrelated,word,word,0.11328247163048
brzuch,poker,unrelated,word,word,0.0977713516990966
katolik,sugerować,unrelated,word,word,0.116964662898989
palić,możliwość,unrelated,word,word,0.0912466523485367
ogród zoologiczny,postawa,unrelated,word,word,
stolica,romantyczny,unrelated,word,word,0.110850858604694
kultura,nerwowy,unrelated,word,word,0.0230067732499044
otwarty,zespół,unrelated,word,word,0.114284370045478
zablokowany,artyleria,unrelated,word,word,0.148023896701372
szafka,postepować,unrelated,word,word,0.1317830329315
filiżanka,bezwartościowy,unrelated,word,word,0.11922628405217
rum,daleko,unrelated,word,word,0.0950830745537055
gorąco,procedura,unrelated,word,word,0.126641890281225
komisja,imperium,unrelated,word,word,0.0454463865055878
rasistowski,występ,unrelated,word,word,0.0955068213803646
cierpliwość,hiv,unrelated,word,word,0.106227371254064
całkowity,kelnerka,unrelated,word,word,0.0615056763584143
absolutnie,obrabować,unrelated,word,word,0.0789817931992081
oprogramowanie,głodny,unrelated,word,word,0.113971567866675
skupiać się,zakazać,unrelated,word,word,
szacunek,profesor,unrelated,word,word,0.097646620435494
potwierdzenie,profesjonalny,unrelated,word,word,0.101966779010725
zawsze,komputer,unrelated,word,word,0.0772048394433455
zawierać,prezydent,unrelated,word,word,0.129072957639628
kontynuować,majonez,unrelated,word,word,0.0658193575613724
naprzeciw,pyszny,unrelated,word,word,0.148433384445725
sierociniec,przyczyna,unrelated,word,word,0.0795814562656095
oryginał,obietnica,unrelated,word,word,0.134448236226792
baron,agencja,unrelated,word,word,0.113917366875628
potwór,kaplica,unrelated,word,word,0.0998013945368615
tancerz,biologia,unrelated,word,word,0.0799469269267369
ryzyko,mokry,unrelated,word,word,0.116915120971307
ryzykowny,mocz,unrelated,word,word,0.137164706665165
ślepy,osobowość,unrelated,word,word,0.120434679912608
stulecie,przeciwnie,unrelated,word,word,0.130434368206016
pojęcie,paszport,unrelated,word,word,0.141909535197261
wolność,głuchy,unrelated,word,word,0.029157284326598
protest,przeżyć,unrelated,word,word,0.0666143337891813
przyjazd,goryl,unrelated,word,word,0.0487457826539968
los,boczek,unrelated,word,word,0.109102324400299
żeton,jechać,unrelated,word,word,0.101702689907848
cierpieć,uroczy,unrelated,word,word,0.146737061057593
producent,północ,unrelated,word,word,0.124658741853972
rezygnacja,odświeżać,unrelated,word,word,0.107145169803122
konflikt,pułkownik,unrelated,word,word,0.129572814674454
przerwać,siniak,unrelated,word,word,0.107424242335508
bóg,biznes,unrelated,word,word,0.109497972065779
jednostka,małżeństwo,unrelated,word,word,0.103426793632517
okno,mrówka,unrelated,word,word,0.129038444054506
koszmar,perfumy,unrelated,word,word,0.117253639013429
spódnica,badacz,unrelated,word,word,0.0595950120335384
alkohol,szczęśliwy,unrelated,word,word,0.0956052050195612
popiół,powitać,unrelated,word,word,0.0958522853971326
odpowiedzialność,syndrom,unrelated,word,word,0.136989744381273
proch strzelniczy,zbieg,unrelated,word,word,
oko,odzew,unrelated,word,word,0.107542411991697
zachód,posiłek,unrelated,word,word,0.0598627481326721
kampania,koniak,unrelated,word,word,0.0738319974957082
modny,nagranie,unrelated,word,word,0.0227070697824146
czynnik,junior,unrelated,word,word,0.0159022620369518
wyjście,kłamca,unrelated,word,word,0.0778249105898043
zaraza,spać,unrelated,word,word,0.0381861668098605
sprzęt,uczciwy,unrelated,word,word,0.108478934993646
obserwacja,tron,unrelated,word,word,0.0432908689586706
wreszcie,statek,unrelated,word,word,0.0627600305979931
bagatelizować,mikrofon,unrelated,word,word,0.134743877465125
dumny,heroina,unrelated,word,word,0.133893811402884
wybaczać,demonstracja,unrelated,word,word,0.119674481963941
powieszenie,przedsiębiorca,unrelated,word,word,0.118119182186302
galeria,narkotyk,unrelated,word,word,0.127826010402462
czekać,psychologiczny,unrelated,word,word,0.130265364299555
lojalny,jądrowy,unrelated,word,word,0.13293414833832
rzeczywistość,drzewo,unrelated,word,word,0.118858053107933
wolny,rząd,unrelated,word,word,0.071994148175398
wrażenie,metal,unrelated,word,word,0.127428070916075
karnawał,godny,unrelated,word,word,0.128708185610927
mistrz,cztery,unrelated,word,word,0.135754448615084
ohydny,grzmot,unrelated,word,word,0.0771628921605786
finansowo,jakość,unrelated,word,word,0.138540491977505
szukać,masło,unrelated,word,word,0.0873035794165457
dna,skandal,unrelated,word,word,0.0697784595117823
rekin,hasło,unrelated,word,word,0.0521436443255726
polowanie,zawalić się,unrelated,word,word,
ciecz,apartament,unrelated,word,word,0.103573404039323
lądować,styl,unrelated,word,word,0.0656271604528015
wieczny,przenosić,unrelated,word,word,0.110341020435672
spisek,zły,unrelated,word,word,0.103396936168691
angielski,redukować,unrelated,word,word,0.136408501091905
jabłko,goły,unrelated,word,word,0.120196509381023
bawić się,faks,unrelated,word,word,
kolekcjonować,cisza,unrelated,word,word,0.0504660562228334
oczywiście,miliard,unrelated,word,word,0.11607641655222
miękki,zwycięzca,unrelated,word,word,0.129252331512278
chłopcy.,monitor,unrelated,word,word,
krajowy,kopia,unrelated,word,word,0.057998875726438
wchodzić,szyja,unrelated,word,word,0.00456313267339135
administracja,zatrzymać,unrelated,word,word,0.114489276532842
kilogram,intymny,unrelated,word,word,0.12409289100719
doskonale,zespół muzyczny,unrelated,word,word,
niewinny,wyrazić,unrelated,word,word,0.0926208277334257
iluzja,dodatkowy,unrelated,word,word,0.08412870545663
kanapka,użyć,unrelated,word,word,0.0995018513352057
kij,poznać,unrelated,word,word,0.117671657040699
szmatka,wtorek,unrelated,word,word,0.0791088304314083
usatysfakcjonowany,licznik,unrelated,word,word,0.0687671847923411
baza,elektryczny,unrelated,word,word,0.0884994862864952
niski,wyznać,unrelated,word,word,0.136222952898089
pękać,psychologia,unrelated,word,word,0.0572444430713448
boże narodzenie,zbrojownia,unrelated,word,word,
przyzwoity,urządzenie,unrelated,word,word,0.0512685090080519
okropny,lider,unrelated,word,word,0.0629977838426088
pompa,wspierać,unrelated,word,word,0.137605802734929
duży,zbawiciel,unrelated,word,word,0.0886503541461788
zysk,pismo,unrelated,word,word,0.0257707535459433
dane,absurdalny,unrelated,word,word,0.0476917769206459
dawka,dokument,unrelated,word,word,0.0741875862318731
badanie,broda,unrelated,word,word,0.0864331307448718
narzędzie,pijany,unrelated,word,word,0.0400473259046106
ekscytujący,bezpośrednio,unrelated,word,word,0.140346084536324
instynkt,szkoła,unrelated,word,word,0.0965582298861319
nierozsądny,alibi,unrelated,word,word,0.105702051752463
diament,dziwny,unrelated,word,word,0.125511476399499
sztuczka,oznaczać,unrelated,word,word,0.0661911177726645
reporter,pływać,unrelated,word,word,0.0860869412153917
przyjemność,lokalny,unrelated,word,word,0.114914524354276
sąd,zastąpić,unrelated,word,word,0.125700974044634
romeo,zawartość,unrelated,word,word,0.0411373396952511
czerwiec,okrucieństwo,unrelated,word,word,0.0570191324346548
zatruć,oświadczenie,unrelated,word,word,0.141339217707827
królowa,napój,unrelated,word,word,0.103154322506622
królewski,cena,unrelated,word,word,0.0931976246847577
lord,prywatność,unrelated,word,word,0.0741573191739027
pierwszy,obraza,unrelated,word,word,0.0566208158133393
uśmiechać się,leczenie,unrelated,word,word,
seminarium,mięso,unrelated,word,word,0.11813304862314
mit,wystawa,unrelated,word,word,0.148586754434999
rozmiar,nieznany,unrelated,word,word,0.123329410777257
dopuszczać,piekło,unrelated,word,word,0.129765378315847
prawdopodobieństwo,przygotowywać,unrelated,word,word,0.0764624717465678
taksówka,skromny,unrelated,word,word,0.129314308499464
smok,nieobecność,unrelated,word,word,0.1252886264775
nerka,pa,unrelated,word,word,0.056272185223471
sam,płyn,unrelated,word,word,0.108891524060314
nienawiść,odnieść sukces,unrelated,word,word,
przekąska,prototyp,unrelated,word,word,0.111944428192189
robot,zwykle,unrelated,word,word,0.0851262617636148
playboy,strefa,unrelated,word,word,0.061925852474819
niania,ważność,unrelated,word,word,0.134935700826873
kompas,ciąża,unrelated,word,word,0.138241021472333
rozwód,niebezpieczny,unrelated,word,word,0.0670871642402366
samotny,pozycja,unrelated,word,word,0.102323945024539
joga,tunel,unrelated,word,word,0.087437711282212
szeryf,planowanie,unrelated,word,word,0.0315825249096435
jedzenie,komisarz,unrelated,word,word,0.0454188248016588
wieprzowina,wyjazd,unrelated,word,word,0.0888752992571984
trofeum,uprowadzić,unrelated,word,word,0.0613301796898371
artefakt,zimny,unrelated,word,word,0.0935666207664514
konferencja,napastnik,unrelated,word,word,0.065357304993783
kilometr,honor,unrelated,word,word,0.132527278412054
cywilny,siostrzeniec,unrelated,word,word,0.14866933339898
odbicie,pościg,unrelated,word,word,0.0985117556883968
połączenie,leczyć,unrelated,word,word,0.0916054601370451
pokorny,komunikacja,unrelated,word,word,0.136204207696179
ekran,wcześnie,unrelated,word,word,0.0238337807846822
jutro,rodzic,unrelated,word,word,0.121250820121134
tatuś,produkcja,unrelated,word,word,0.0763372494242575
biblioteka,tani,unrelated,word,word,0.0669072757717708
jazz,wybrzeże,unrelated,word,word,0.116343466498782
ewolucja,kuzyn,unrelated,word,word,0.0274619477417082
sekret,cywilizacja,unrelated,word,word,0.12454292109369
nagi,pokonać,unrelated,word,word,0.084569643748197
gardło,kapitan,unrelated,word,word,0.112289016812964
zmartwiony,wzrost,unrelated,word,word,0.149662701666478
środek nocy,wysłać,unrelated,word,word,
zdrowy,przepraszać,unrelated,word,word,0.113966210345739
atomowy,dolina,unrelated,word,word,0.138177397157334
klarownie,aktor,unrelated,word,word,0.120178955712593
wrzesień,perspektywiczny,unrelated,word,word,0.0862039651533539
biurko,stal,unrelated,word,word,0.141307840470239
oficjalnie,wentylacja,unrelated,word,word,0.0524684874025261
węgiel,wysokość,unrelated,word,word,0.0692358218323793
umówić,program,unrelated,word,word,0.125358577039359
własność,niebiański,unrelated,word,word,0.114624788512014
powietrze,rodzina,unrelated,word,word,0.0415446980900472
koperta,młot,unrelated,word,word,0.0661686660586872
cierpienie,silnik,unrelated,word,word,0.0777911445522299
artysta,walnąć,unrelated,word,word,0.146147230307346
dorosły,cesarz,unrelated,word,word,0.133948783901462
entuzjazm,wydawać,unrelated,word,word,0.143728329611838
pochwa,podział,unrelated,word,word,0.0948723772725326
promień,oczekiwać,unrelated,word,word,0.140616319107548
faza,mały,unrelated,word,word,0.0619209583953663
słownik,chory,unrelated,word,word,0.147126519588437
seksualny,zdarzyć się,unrelated,word,word,
fragment,zagniewany,unrelated,word,word,0.126113078821739
astronauta,przychodzić,unrelated,word,word,0.0586777715542321
cement,świat,unrelated,word,word,0.126405755470088
polityka,hamburger,unrelated,word,word,0.13735690536972
status,brudny,unrelated,word,word,0.133203686448132
bezradny,mecz,unrelated,word,word,0.127674480069499
dosłownie,detektyw,unrelated,word,word,0.110963530467358
ofiara,brzydki,unrelated,word,word,0.0798741302099176
kanclerz,technika,unrelated,word,word,0.0999554480403491
przycisk,choroba,unrelated,word,word,0.0545697502508153
wtórny,wynagrodzenie,unrelated,word,word,0.0821150775301376
księżniczka,zbierać,unrelated,word,word,0.145979184480666
cela,zatrzymać,unrelated,word,word,0.0818232047422576
zakładnik,produkować,unrelated,word,word,0.13673170079444
nobel,tkanka,unrelated,word,word,0.0434525921383613
kłopoty,senator,unrelated,word,word,0.133240548061558
fabryka,rano,unrelated,word,word,0.148633531776245
amatorski,tył,unrelated,word,word,0.109991366754486
zabroniony,wynik,unrelated,word,word,0.119518535558339
gwarancja,kwatera główna,unrelated,word,word,
model,nagły wypadek,unrelated,word,word,
medyczny,czapka,unrelated,word,word,0.10930873446869
wstawić,martwy,unrelated,word,word,0.0686267774342796
ilość,iść,unrelated,word,word,0.107465908868072
połowa,oprzeć się,unrelated,word,word,
gniew,wypożyczać,unrelated,word,word,0.118939183503734
sporadycznie,kawałek,unrelated,word,word,0.0750746867540607
optymistyczny,obwód,unrelated,word,word,0.0769196230912129
przód,naprawdę,unrelated,word,word,0.146670878268577
sprawiedliwy,mapa,unrelated,word,word,0.119368874911376
zwiększać,aleja,unrelated,word,word,0.099225564974834
świeży,ratować,unrelated,word,word,0.134685620205
zostawać,zdjęcie,unrelated,word,word,0.0728592589758724
wynajmować,koniec,unrelated,word,word,0.0527855618325527
odpowiedź,klasztor,unrelated,word,word,0.0537366814298878
kariera,zamek,unrelated,word,word,0.0433385155355364
żądanie,lew,unrelated,word,word,0.0847596745925444
biedny,kontrola,unrelated,word,word,0.000676754563201034
prowadzić,but,unrelated,word,word,0.110319780665243
okraść,sto,unrelated,word,word,0.116950084109899
kradzież,gdzieś,unrelated,word,word,0.0864535343265748
łańcuch,determinacja,unrelated,word,word,0.118434640455622
skręcać,patrol,unrelated,word,word,0.132250243872055
ochrona,prosty,unrelated,word,word,0.106166114013393
emerytura,potwierdzać,unrelated,word,word,0.112472518691759
ninja,chusteczka,unrelated,word,word,0.0850790471988796
radar,obiad,unrelated,word,word,0.142448258070164
bohater,zamknięty,unrelated,word,word,0.0798179945037361
tatuaż,minus,unrelated,word,word,0.0886836344279335
kalendarz,książę,unrelated,word,word,0.114329081468434
klasa,promieniowanie,unrelated,word,word,0.0788080725189708
bezpieczny,oskarżenie,unrelated,word,word,0.0414023483574719
parlament,zamrozić,unrelated,word,word,0.0889605012390222
gubernator,kurtka,unrelated,word,word,0.0769068388149304
schronienie,telewizja,unrelated,word,word,0.0599735248128935
strzał,szybko,unrelated,word,word,0.0898745898484726
niezdrów,dekada,unrelated,word,word,0.138737331168289
znaczek,klinika,unrelated,word,word,0.128482920034878
złoty,pozostać,unrelated,word,word,0.10795486638087
zwyczajnie,złapać,unrelated,word,word,0.14067298124172
toaleta,połączenie,unrelated,word,word,0.0840837600927773
kropla,nauczyciel,unrelated,word,word,0.0629363263735324
niewielki,wiadomości,unrelated,word,word,0.0122886601080964
robak,ślub,unrelated,word,word,0.0731832790542854
strzelec,obowiązek,unrelated,word,word,0.0864938195664321
deszcz,federacja,unrelated,word,word,0.0821561397768435
księżycowy,szop pracz,unrelated,word,word,
nic,limuzyna,unrelated,word,word,0.10608808560076
gdzie indziej,kryminalista,unrelated,word,word,
córka,olbrzymi,unrelated,word,word,0.132324903232509
album,metr,unrelated,word,word,0.0757965632121312
lazania,ścieżka,unrelated,word,word,0.087739163350819
rozmawiać,wampir,unrelated,word,word,0.0669507999237552
ekspert,wódka,unrelated,word,word,0.135930588975063
marnować,proces,unrelated,word,word,0.13910230746203
hobby,mózgowy,unrelated,word,word,0.105634928011519
sława,atlantycki,unrelated,word,word,0.126553373942856
federalny,przynęta,unrelated,word,word,0.140364042726809
platforma,nieodpowiedzialny,unrelated,word,word,0.11486127777663
już,pomidor,unrelated,word,word,0.101287797479931
zapobiec,pomarańczowy,unrelated,word,word,0.0631986249340491
sklepik,matematyka,unrelated,word,word,0.0289628944940273
banan,wściekłość,unrelated,word,word,0.0209202714661267
aleja,kapitalizm,unrelated,word,word,0.108554848824876
drzemka,sabotaż,unrelated,word,word,0.126492892251356
szaleństwo,port,unrelated,word,word,0.127356975124618
wymienić,penis,unrelated,word,word,0.0755698024914807
dość,naród,unrelated,word,word,0.0795355664005352
proponować,gram,unrelated,word,word,0.0542040672950332
sobota,produkt,unrelated,word,word,0.0408412423362846
operować,ulica,unrelated,word,word,0.109465587109368
utopić,czarodziej,unrelated,word,word,0.0470598130270479
potencjał,ramię,unrelated,word,word,0.0180947955298514
metoda,czasopismo,unrelated,word,word,0.111771340246153
radio,królik,unrelated,word,word,0.0604992934117877
ciepło,korporacja,unrelated,word,word,0.122246323979778
korona,tygodniowo,unrelated,word,word,0.0939098341984448
imię,funkcjonalny,unrelated,word,word,0.0400866859408998
koc,sprawiedliwość,unrelated,word,word,0.0956032960468459
szpieg,południe,unrelated,word,word,0.127479497047818
ruszać,cygaro,unrelated,word,word,0.0634337439864145
krzew,test,unrelated,word,word,0.142147937345816
przesłuchanie,dywan,unrelated,word,word,0.0460708344071368
poniedziałek,fałszywe,unrelated,word,word,0.146906465335093
kurczak,radzić,unrelated,word,word,0.086095040490046
ślimak,atak,unrelated,word,word,0.146809226536149
obrzydliwy,ciśnienie,unrelated,word,word,0.0428562746473765
finalny,talent,unrelated,word,word,0.147289064841479
nagle,boston,unrelated,word,word,0.127614457881769
odznaka,wiedział,unrelated,word,word,0.133135155630901
niewygodny,chłopiec,unrelated,word,word,0.137581772708132
krew,nastolatek,unrelated,word,word,-0.0131504596100184
pustynia,finansowanie,unrelated,word,word,0.101250473191564
zawór,zorganizować,unrelated,word,word,0.0944467996631897
skrajnie,potwierdzenie,unrelated,word,word,0.147169845462945
whisky,skok,unrelated,word,word,0.0653196439745633
większość,kemping,unrelated,word,word,0.10012704267318
żołnierz,działanie,unrelated,word,word,0.110026466905594
sherlock,bitwa,unrelated,word,word,0.104147492507903
skarb,marynarka wojenna,unrelated,word,word,
pistolet,światowy,unrelated,word,word,0.078229149616484
miesiąc,wojownik,unrelated,word,word,0.118098121579133
codziennie,darowizna,unrelated,word,word,0.131950389232985
południowy,panna młoda,unrelated,word,word,
klakson,płomień,unrelated,word,word,0.140817048800714
wąski,na zawsze,unrelated,word,word,
zdobyć,lot,unrelated,word,word,0.082753374326388
kabel,dezorientacja,unrelated,word,word,0.0917956840374701
przekleństwo,ładunek,unrelated,word,word,0.0812765845742719
stanowisko,mięsień,unrelated,word,word,0.0662619634436718
nieprzydatny,społeczność,unrelated,word,word,0.0655106296143338
zasługiwać,specjalista,unrelated,word,word,0.0969590610177737
czytać,gabinet,unrelated,word,word,0.0915999459245868
w porządku,często,unrelated,word,word,
czerwony,dyrektor,unrelated,word,word,0.0794586028259712
grzebietowy,imponować,unrelated,word,word,
porwać,pomyłka,unrelated,word,word,0.13316725062572
obecność,spagetti,unrelated,word,word,0.0401867800877121
terminal,dawać,unrelated,word,word,0.0341501397637476
ufo,zlew,unrelated,word,word,0.0581856389559496
imponujący,morderstwo,unrelated,word,word,0.0952461458988231
sekcja zwłok,silnie,unrelated,word,word,
arsenał,absolwent,unrelated,word,word,0.0987781493014472
naturalny,grupa,unrelated,word,word,0.10146216047003
pomoc,żagiel,unrelated,word,word,0.0938990690985716
sekretarz,sztuczny,unrelated,word,word,0.12403425765156
opinia,zwłoki,unrelated,word,word,0.115083554659311
jurysdykcja,cebula,unrelated,word,word,0.119752738811379
wiosna,widelec,unrelated,word,word,0.0975049206378906
pułapka,ludzie,unrelated,word,word,0.140245594803299
stadion,złamać,unrelated,word,word,0.095623184642808
sofa,jasny,unrelated,word,word,0.126093621342207
rocznica,wybuchowy,unrelated,word,word,0.0558299317815803
biblia,homar,unrelated,word,word,0.108755636443424
kieliszek,głupi,unrelated,word,word,0.147529701085932
wieża,akceptować,unrelated,word,word,0.0891237031095645
tyłek,urzędnik,unrelated,word,word,0.126370124811904
cichy,mąka,unrelated,word,word,0.0801816680937941
piknik,uczucie,unrelated,word,word,0.0576564767706381
pałac,wideo,unrelated,word,word,0.0519199469192411
chwycić,nauki ścisłe,unrelated,word,word,
kościół,nagroda,unrelated,word,word,0.0350680116938175
atrakcyjny,babcia,unrelated,word,word,0.103996505775317
drogi,dziennikarz,unrelated,word,word,0.113585038157337
połykać,wczoraj,unrelated,word,word,0.0634185327865172
typowy,trzy,unrelated,word,word,0.0976678798091064
plaża,mechaniczny,unrelated,word,word,0.0623919561129922
upaść,muzyk,unrelated,word,word,0.139249818289823
kontakt,marketing,unrelated,word,word,0.128223725790017
ciepły,budynek,unrelated,word,word,0.147233227884381
jedwab,kowboj,unrelated,word,word,0.143570305315231
krewny,ból,unrelated,word,word,0.141074783174366
paranoiczny,pokojówka,unrelated,word,word,0.115312421312191
złodziej,poświęcenie,unrelated,word,word,0.140915775677712
sytuacja,wyprzedaż,unrelated,word,word,0.142638565468407
słodki,dochód,unrelated,word,word,0.125296437752431
wujek,oglądać,unrelated,word,word,0.143898435864425
cień,badanie,unrelated,word,word,0.0340205916440107
zachód słońca,dziękować,unrelated,word,word,
kabina,kamień,unrelated,word,word,0.0492338313070197
smaczny,odcisk palca,unrelated,word,word,
stres,kot,unrelated,word,word,0.148902997964099
stworzenie,bronić,unrelated,word,word,0.122456169012828
anioł,baseball,unrelated,word,word,0.115285195681129
duma,indyk,unrelated,word,word,0.109608162640938
rozmowa,las,unrelated,word,word,0.0588599567759137
plik,niespodziewanie,unrelated,word,word,0.113882430991705
późno,wilk,unrelated,word,word,0.102132952661282
niemożliwy,uniwersytet,unrelated,word,word,0.112424277979443
prąd,halucynacja,unrelated,word,word,0.108791459909678
pierzchanie,długi,unrelated,word,word,
noc,symbol,unrelated,word,word,0.126764713499147
zjawisko,umierać,unrelated,word,word,0.0802451568588649
trening,życzenie,unrelated,word,word,0.091883536237102
wybuchać,tajemnica,unrelated,word,word,0.107207876710821
trzęsienie ziemi,obrzydliwy,unrelated,word,word,
sukces,stacja,unrelated,word,word,0.100998646699025
klan,sieć,unrelated,word,word,0.136255532620283
wspaniały,lotnisko,unrelated,word,word,0.0779541282839251
śmiertelnie,religia,unrelated,word,word,0.113905954185045
kaszel,infromacje,unrelated,word,word,0.121397605397047
ogień,rozumieć,unrelated,word,word,0.147904250143565
lądowanie,odpady,unrelated,word,word,0.141302890861268
chmura,pieniądze,unrelated,word,word,0.083140201586507
dwa,szybki,unrelated,word,word,0.136651967609403
grzeczny,uciekanie,unrelated,word,word,0.117423371317525
pusty,tenis,unrelated,word,word,0.130574009092544
budżet,wyrażenie,unrelated,word,word,0.0858329143727332
wjazd,dobrowolnie,unrelated,word,word,0.104144176846507
komplement,brama,unrelated,word,word,0.0519244407609085
oferta,wypadek,unrelated,word,word,0.0654932776307856
dziadek,wanilia,unrelated,word,word,0.10570939265685
pogratulować,zwierzę,unrelated,word,word,0.0964245544280537
fortepian,kartel,unrelated,word,word,0.0696492226952524
pojawić się,tata,unrelated,word,word,
równowaga,kupiec,unrelated,word,word,0.133224484174421
wyzdrowieć,legenda,unrelated,word,word,0.107726583587175
słuchać,góra,unrelated,word,word,0.100808744246677
niebo,śmieszny,unrelated,word,word,0.124228741601314
ciężki,szczepionka,unrelated,word,word,0.117720978676595
waga,śmigłowiec,unrelated,word,word,0.124332788456254
ambulans,truskawka,unrelated,word,word,0.143613336866687
aids,restauracja,unrelated,word,word,0.102029522832762
przywilej,burza,unrelated,word,word,0.0421370181534084
pocałunek,oszustwo,unrelated,word,word,0.128453191081443
znaczenie,czekolada,unrelated,word,word,0.115281113474263
cenny,atmosfera,unrelated,word,word,0.143399418749429
kara,wschód,unrelated,word,word,0.0318217814387197
raport,czapka,unrelated,word,word,0.133325377674594
źródło,myśleć,unrelated,word,word,0.0336101186665146
rana,tragiczny,unrelated,word,word,0.106925032689632
na zewnątrz,wyposażyć,unrelated,word,word,
cel,zima,unrelated,word,word,0.0727237892615956
przypadkowo,powrót,unrelated,word,word,0.00355563904950872
koszula,niepokój,unrelated,word,word,0.130857295833143
telegram,selekcjonować,unrelated,word,word,
konserwatywny,zabawka,unrelated,word,word,0.132395332699866
kontrolować,prokurator,unrelated,word,word,0.0726509063967221
reklama,zdrajca,unrelated,word,word,0.0839262906188156
minimalny,polityk,unrelated,word,word,0.147944798712274
teleskop,ciąć,unrelated,word,word,0.12658780663085
plus,broń,unrelated,word,word,0.0708845675194464
ubóstwo,wiadomość,unrelated,word,word,0.0580725874117855
porno,przyjaciel,unrelated,word,word,0.0798793692668338
zabójca,dzielnica,unrelated,word,word,0.129315548816048
morski,długopis,unrelated,word,word,0.143573265448749
kanał telewizyjny,przechadzka,unrelated,word,word,
usta,zwolnienie,unrelated,word,word,0.130217164722082
wybór,pisać,unrelated,word,word,0.108431384082216
zielony,godność,unrelated,word,word,0.0531310957837734
komenda,ptak,unrelated,word,word,0.0584044873846901
rezultat,kuchenka,unrelated,word,word,0.0523345210097167
sekcja,wojownik,unrelated,word,word,0.122111313045503
bilet,ukryć,unrelated,word,word,0.0790387190292028
kod,strzelać,unrelated,word,word,0.110451141532281
przyszły,żuć,unrelated,word,word,0.149732701358833
trasa,medal,unrelated,word,word,0.0647758856490111
nieszczęśliwy,dyskusja,unrelated,word,word,0.0886585792263608
pomadka,koncentrować się,unrelated,word,word,
trener,wystarczający,unrelated,word,word,0.147254479514809
szansa,dynamit,unrelated,word,word,0.0612229830239988
puls,latać,unrelated,word,word,0.147641167781416
wartość,czaszka,unrelated,word,word,0.139576642041882
marka,hojny,unrelated,word,word,0.115381041856718
dziekan,bogactwo,unrelated,word,word,0.0695637841482486
prawnik,taniec,unrelated,word,word,0.0930341982320017
umożliwić,wyolbrzymiać,unrelated,word,word,0.0865401936292693
