"ur_target","ur_cue","ur_fake_cue","ur_fake_target","en_cue","en_target"
"دھاتی","آئرن","جلرن","گیاتی","iron","metal"
"دھماکہ","زلزلے","زلجرے","دھنیکہ","earthquake","explosion"
"دھماکہ خیز مواد","بم","حف","دھمافو خیز مواد","bomb","explosive"
"دھماکے","پھٹ","نگٹ","دھمارق","burst","explode"
"دھند","کلاؤڈ","ؤکاؤڈ","خاند","cloud","fog"
"دھوکہ","سازش","ساشد","دھڑیہ","conspiracy","fraud"
"دھول","راھ","یٹھ","نگول","ash","dust"
"دھول","روٹی","روپو","نگول","rusty","dusty"
"دہائی","صدی","ٹوی","طاائی","century","decade"
"دوا","شراب","میاب","ڑنا","alcohol","drug"
"دوپہر","آدھی رات","آدھیئيات","دوخور","midnight","noon"
"دوپہر کا کھانا","سنیک","سندب","دوڑیر کا کھانا","snack","lunch"
"دور","قریب","baیب","ہتر","near","far"
"دور","ختم","نچم","ہتر","eliminate","remove"
"دوڑ","میراتھن","میرامچن","ونڑ","marathon","race"
"دوست","ساتھی","سامنی","دومے","colleague","friend"
"دوستانہ","شائستہ","شاکاتہ","دوراانہ","polite","friendly"
"دوستی","تعلقات","تعیسات","دونٹی","relationship","friendship"
"دولت","خزانہ","حصانہ","دودن","treasure","wealth"
"دیکھو","دیکھو","دیزیو","دیایو","look","watch"
"دے دو","پیشکش","پیاںش","دےسچو","offer","give"
"ذرہ","معاملہ","معامند","نقہ","matter","particle"
"ذہنی دباؤ","کشیدگی","چکیدگی","ذہنیپلباؤ","stress","depression"
"ڈاؤن لوڈ، اتارنا","گرم","زیم","ڈاؤنکھوڈ، اتارنا","warm","cool"
"ڈائریکٹر","پروڈیوسر","پروڈیوتس","ڈاانیکٹر","producer","director"
"ڈائن","لعنت","بڈنت","ڈانز","curse","witch"
"ڈاکٹر","سرجن","سراس","ڈانار","surgeon","doctor"
"ڈالر","پاؤنڈ","پاریڈ","ڈامے","pound","dollar"
"ڈان کی","غروب آفتاب","غروبكمفتاب","ڈالبکی","sunset","dawn"
"ڈرا","پینٹ","پییک","ڑنا","paint","draw"
"ڈرائیور","مسافر","مسئزر","ڈرائصار","passenger","driver"
"ڈراونا","ڈراونا","ڈرجمنا","اناونا","scary","creepy"
"ڈکیتی","چوری","تخری","یقیتی","theft","robbery"
"ڈنگ","پنگ","شوگ","feگ","ping","ding"
"ڈویژن","یونٹ","اؤنٹ","ڈويمن","unit","division"
"ڈیک","کیبن","دوبن","رڈک","cabin","deck"
"راستہ","راسته","راکره","رامیہ","route","path"
"رحم","بخشش","بخeg","ھام","forgiveness","mercy"
"ردی کی ٹوکری","ردی کی ٹوکری","ردی کیسکوکری","حصی کی ٹوکری","trash","garbage"
"رس","دودھ","دووب","تق","milk","juice"
"رسی","چین","لسن","ٹھی","chain","rope"
"رضاکارانہ طور پر","رضاکارانہ","ہزاکارانہ","رضاکارانيسطور پر","volunteer","voluntarily"
"رفتار","فاصلے","فاقعے","رفنگر","distance","speed"
"رقص","رقاصہ","رقتھہ","کپص","dancer","dance"
"رقم","رقم","کپم","اڑم","sum","amount"
"رکھو","داخل کریں","داخلنغریں","رکیع","insert","put"
"رہنا","رہو","لکو","رہےہ","stay","remain"
"رہنما","رکن","اؤن","رہوبا","member","leader"
"رہو","ہولڈ","ہوts","نزو","hold","keep"
"روانگی","آمد","نسد","یمانگی","arrival","departure"
"روایتی","جدید","auید","رواینگ","modern","traditional"
"روب","چوری","تخری","ذیب","steal","rob"
"روح","روح","تاح","لاح","soul","spirit"
"روشن","چمک","ٹنک","ڈیشن","shine","bright"
"روشنی","اندھیرے","انکویرے","روپوی","darkness","light"
"روم","سیسر","تيسر","ائم","caesar","rome"
"رومانش","کپڑے","نگڑے","روماضا","cloth","handkerchief"
"رومانوی","ڈرامائی","ڈرامرتی","ایمانوی","dramatic","romantic"
"رویہ","رائے","راte","روپو","opinion","attitude"
"ریئر","فرنٹ","فرقا","ریقی","front","rear"
"ریاضی","طبیعیات","طبگڑیات","ریرچی","physics","mathematics"
"ریت","مٹی","گشی","اعت","mud","sand"
"ریستوراں","پب","ﻠﺲ","ریستیداں","pub","restaurant"
"ریکارڈنگ","ریکارڈ","ریکالو","ریکاوننگ","record","recording"
"ریکٹرٹر","جنریٹر","جنریکو","ریکٹامر","generator","reactor"
"زبردست","بہترین","ڈوترین","آلردست","excellent","great"
"زندہ رہو","لائیو","لامبو","زندہ رلٹ","live","survive"
"زھرہ","مریخ","مررش","euرہ","mars","venus"
"زون","رقبہ","رقلم","ینن","area","zone"
"زیادہ سے زیادہ","کم سے کم","کمبلے کم","زیادووسے زیادہ","minimum","maximum"
"سائنس","ٹیکنالوجی","ٹیکنالروی","ساپلس","technology","science"
"سائنسدان","عقلمند","تکلمند","سائنیبان","genius","scientist"
"ساتھ ساتھ","تخرکشک","تخرکدت","ساتھےحاتھ","escort","accompany"
"ساحل","بیچ","ؤنچ","سانج","beach","coast"
"ساخت","پرامڈ","پرزبڈ","ساصر","pyramid","structure"
"سادہ","بس","زل","ساڈھ","simply","simple"
"سالگرہ","سالگرہ","سالگژر","سارترہ","anniversary","birthday"
"سامراا","ننجا","سہجا","سامرﻧﯽ","ninja","samurai"
"سامعین","بھیڑ","بھbl","ساکمین","crowd","audience"
"سانپ","کیڑے","کیںآ","ساكہ","worm","snake"
"سبتج","جاسوسی","جاسونا","سبمئ","espionage","sabotage"
"سپتیٹی","لاسگنا","لاصہنا","شکتیٹی","lasagna","spaghetti"
"سپنر","شوٹر","شورچ","سپca","shooter","sniper"
"ستارہ","مشہور شخصیت","مشہونششخصیت","شکارہ","celebrity","star"
"سٹاپ","روکنے","روغلے","سٹیگ","prevent","stop"
"سٹریٹ","گلی","پہی","ایریٹ","avenue","street"
"سٹو","تندور","diدور","یمو","oven","stove"
"سٹور","دکان","apان","اپور","shop","store"
"سٹیشن","پلیٹ فارم","پلیٹدسارم","ڈریشن","platform","station"
"سٹیل","کنکریٹ","میکریٹ","ازیل","concrete","steel"
"سخت","مشکل","مشاف","اؤت","tough","hard"
"سرجری","کام کر رہا ہے","کام کرپنہا ہے","سررفی","operate","surgery"
"سردی","گرم","زیم","اودی","hot","cold"
"سرکاری","سرکاری طور پر","سرکاری طورجنر","پیکاری","officially","official"
"سرکس","چڑیا گھر","چڑیاعیھر","مٹکس","zoo","circus"
"سرگرمی","فعال","جیال","لاگرمی","active","activity"
"سرمایہ داری","انتشار","انوپار","سرمایہپچاری","anarchy","capitalism"
"سرمایہ کاری","مالیات","مااجات","سرمایہآشاری","finance","invest"
"سرمایہ کاری","بینکر","بیغیر","سرمایہآشاری","banker","investor"
"سرنج","انجکشن","اندنشن","ڈینج","needle","syringe"
"سرنگ","پل","ئى","سران","bridge","tunnel"
"سستا","مہنگا","ٹینگا","سسپن","expensive","cheap"
"سطح","پرت","حنت","ضیح","layer","surface"
"سکارف","ٹیٹو","کھٹو","پیارف","tattoo","scar"
"سکھاؤ","جانیں","وینیں","نبھاؤ","learn","teach"
"سگریٹ","تمباکو نوشی","تمیمکو نوشی","سگوںٹ","smoke","cigar"
"سگریٹ","تمباکو","تمبالک","سگوںٹ","tobacco","cigarette"
"سگنل","تعدد","تعdo","orنل","frequency","signal"
"سلام","مبارک ہو","مبارزوہو","ڈیام","congratulate","greet"
"سلطنت","خاندان","خاجھان","سلموت","dynasty","empire"
"سلور","سنہری","سنجیی","ہپور","golden","silver"
"سمجھو","احساس","احنکس","سمخدو","realize","understand"
"سمندر","سمندر","کاندر","وبندر","sea","ocean"
"سنا","بات چیت","بابڑچیت","وتا","listen","hear"
"سنڈروم","علامات","مکامات","سنبھوم","symptom","syndrome"
"سنک","بیت الخلاء","بیحیالخلاء","یمک","toilet","sink"
"سنکیکل","نوکری","نوربی","سنکیتر","naive","cynical"
"سہ ماہی","نصف","زاف","سہ منسی","half","quarter"
"سو","ہزار","ميار","ين","thousand","hundred"
"سواری","ڈرائیو","ڈرائٹر","نداری","drive","ride"
"سوٹکیس","بریفک","برمدک","سونئیس","briefcase","suitcase"
"سوچو","غور","لحر","سوحق","consider","think"
"سوڈا","لیمونیڈ","رامونیڈ","سوکل","lemonade","soda"
"سور","گائے","گاور","ہتر","cow","pig"
"سوراخ","کریک","انیک","سوشيخ","crack","hole"
"سورج","چاند","چاجی","سوگے","moon","sun"
"سیاست","صحافی","neافی","ہےاست","journalism","politics"
"سیاستدان","پالیسی","پالیون","سیاسمہان","policy","politician"
"سیاسی","اہم","نقم","مواسی","critical","political"
"سیال","مائع","مادک","نتال","liquid","fluid"
"سیٹلائٹ","رڈار","مهار","سیدھائٹ","radar","satellite"
"سیست","سینگ","سیمو","سیڑھ","horn","whistle"
"سیل","لنگر","نسگر","نڈل","anchor","sail"
"سینٹی میٹر","میل","نٹل","سینٹؤدمیٹر","mile","centimeter"
"سینیٹ","پارلیمان","پاٹریمان","مونیٹ","parliament","senate"
"سینیٹر","گورنر","گوئٹر","مونیٹر","governor","senator"
"سینے","پیٹ","ھاٹ","سیدف","stomach","chest"
"شادی","مصروفیت","ڈیروفیت","شاپو","engagement","wedding"
"شادی","طلاق","غراق","شاپو","divorce","marriage"
"شادی شدہ","سنگل","سنرج","شادیمہدہ","single","married"
"شام","رات","اعت","زیم","night","evening"
"شاندار","حساس","تشاس","درندار","sensational","spectacular"
"شاید","شاید","شاہس","شاال","maybe","probably"
"شاید ہی","کبھی کبھار","کبھی کبھیڑ","کرید ہی","occasionally","rarely"
"شخصیت","کردار","کرونر","ضیصیت","character","personality"
"شعلہ","آگ","ﺪﯼ","مفلہ","fire","flame"
"شفا","بازیابی","باسنابی","يها","recover","heal"
"شفقت","صبر","weر","وڈقت","patience","compassion"
"شکاری","شکار","صدار","سہاری","prey","predator"
"شکایات","شک","ھڑ","نوایات","doubt","suspect"
"شکرگزاری","مہمانیت","مہمالات","صدرگزاری","hospitality","gratitude"
"شکریہ","شکر گزار","شکر بخار","سےریہ","grateful","thank"
"شکست","فتح","آفح","ریست","victory","defeat"
"شمار","بارون","اورون","تبار","baron","countess"
"شمال","جنوب","جنnd","گوال","south","north"
"شمسی توانائی","چاند","چاجی","شمسیذکوانائی","lunar","solar"
"شہر","دارالحکومت","کلرالحکومت","اعر","capital","city"
"شہرت","کیریئر","کیریلو","شہتو","career","reputation"
"شہنشاہ","شاہی","شادر","شہنشین","imperial","emperor"
"شیڈول","کیلنڈر","کیداڈر","شیخیل","calendar","schedule"
"شیر","ڈریگن","ڈرشون","پٹر","dragon","lion"
"شیطان","فرشتہ","فرمیہ","شیامن","angel","devil"
"شیف","کک","نۃ","تکف","cook","chef"
"شیمپین","شراب","میاب","شیاوین","wine","champagne"
"صبح","کل","اؤ","ضاح","tomorrow","morning"
"صحافی","رپورٹر","وڈورٹر","صحیسی","reporter","journalist"
"صدر","چانسلر","چاہےلر","سےر","chancellor","president"
"صلاحیت","صلاحیت","صلاحتر","وداحیت","capacity","ability"
"ضرورت ہے","ضروری","مگوری","ضرورآپہے","necessary","need"
"ضلع","کاؤنٹی","کانیٹی","عظع","county","district"
"طاقتور","لاچار","ونچار","vaقتور","helpless","powerless"
"طریقہ کار","عمل","نڈل","طریقڈنکار","process","procedure"
"طوفان","ہوا","تسا","تشفان","wind","storm"
"طوفان","طوفان","طویلن","تشفان","hurricane","tornado"
"طویل","مختصر","مخافر","اخیل","short","long"
"ظالمانہ","ظالمانہ","کيلمانہ","ظاگیانہ","brutal","cruel"
"ظالمانہ","بدی","وپی","ظاگیانہ","evil","cruelty"
"ظاہر ہے","واضح طور پر","واخل طور پر","ظاہرسكے","clearly","obviously"
"عام طور پر","قدرتی طور پر","ربرتی طور پر","عام طور ti","naturally","generally"
"عام طور پر","عام طور پر","عام طواءپر","عام طور ti","normally","usually"
"عجیب","غیر معمولی","غیانمعمولی","مڈیب","unusual","strange"
"عجیب","وٹی","سزی","مڈیب","witty","funny"
"عدم موجودگی","موجودگی","موجونشی","عدم موجوردی","presence","absence"
"عزت","استحقاق","اساتقاق","وبت","privilege","honor"
"عزم","جرات","کنات","ئیم","courage","determination"
"عضو تناسل","اندام نہانی","اندام زنانی","عضو پیاسل","vagina","penis"
"عطیہ","صدقہ","القہ","چپیہ","charity","donation"
"عقیدت","مخلص","مخﺎﻝ","آویدت","fidelity","devotion"
"علاج","تھراپی","اجراپی","مکاج","therapy","treatment"
"علامات","مکہ","لفہ","مکامات","myth","legend"
"علامت","پرچم","پرلا","مکامت","flag","symbol"
"علم","تجربہ","تجہیہ","مکم","experience","knowledge"
"عمارت","ٹاور","سبور","یدارت","tower","building"
"عملدرآمد","پھانسی","ولانسی","عمزورآمد","hanging","execution"
"عملی طور پر","لفظی","لفﺅں","عملی طورآجر","literally","practically"
"عمومی","صحت مند","mwت مند","عمبھی","healthy","normal"
"عنصر","عنصر","عنائ","عناص","factor","element"
"عنوان","نام","یئم","کاوان","name","title"
"عورت","بیوہ","ی وہ","بارت","widow","woman"
"عورت","مرد","یند","بارت","male","female"
"عیسائی","کیتھولک","کیاپولک","اچسائی","catholic","christian"
"غدار","جاسوس","جالیس","نتار","spy","traitor"
"غصہ","غصہ","ﻗﺮہ","ھسہ","anger","rage"
"غلط","جعلی","یتلی","آزط","fake","FALSE"
"غلطی","غلطی","آزطی","atطی","error","mistake"
"غیر ذمہ دار","غیر معقول","غیر معنگل","غیداذمہ دار","unreasonable","irresponsible"
"غیر متوقع طور پر","اچانک","صوانک","غیبرمتوقع طور پر","suddenly","unexpectedly"
"غیر معمولی","الہی الہی","الہی امشی","buر معمولی","supernatural","paranormal"
"غیر ملکی","ufo","هسo","غیر حرکی","ufo","alien"
"غیر منصفانہ","ظلم","گشم","غیر منگڈانہ","injustice","unfair"
"فاتح","ہارا ہوا","ہاراأموا","فالی","loser","winner"
"فٹ بال","باسکٹ بال","باسکقیبال","فٹزپال","basketball","football"
"فرار","بھاگ","بھحد","مسار","flee","escape"
"فرانسیسی","انگریزی","انگرکسی","نوانسیسی","english","french"
"فراہم","فعال","جیال","فرمیم","enable","provide"
"فرض","ذمہ داری","یغہ داری","غوض","responsibility","duty"
"فروخت","خریدنے","خرنپنے","فربەت","buy","sell"
"فروخت","نیلامی","نیشنمی","فربەت","auction","sale"
"فکر","تشویش","لمویش","نئر","concern","worry"
"فلم","فحش","dnش","صرم","porn","movie"
"فنانسنگ","مالی طور پر","مالی طورشھر","عیانسنگ","financially","financing"
"فنڈ","بجٹ","سرٹ","حسڈ","budget","funding"
"فنکشنل","آپریشنل","buریشنل","فنرینل","operational","functional"
"فنگر پرنٹ","ڈی این اے","ڈیاؤین اے","فنگرسکرنٹ","dna","fingerprint"
"فوٹوگرافر","آٹوگراف","ilوگراف","فوٹوناافر","autograph","photographer"
"فوج","سول","نٹل","ائج","civil","military"
"فورس","طاقت","طاen","فوڑی","strength","force"
"فورک","چمچ","دکچ","ندرک","spoon","fork"
"فیڈریشن","کالونی","کانگنی","فیڈرومن","colony","federation"
"فیسٹیول","کارنیول","کاوڈیول","فیسٹاہل","carnival","festival"
"فیکس","میل","نٹل","زاکس","mail","fax"
"قابل","مستحق","مسسیق","قارگ","deserve","worthy"
"قابل ذکر","غیر معمولی","غیانمعمولی","قابلودکر","exceptional","remarkable"
"قابل فہم","وضاحت","عساحت","قابل فمد","explanation","plausible"
"قابل نہیں","اسمرتتا","اسمرگھا","قابلاضہیں","inability","unable"
"قاتل","قاتل","قائڈ","قامک","killer","murderer"
"قالین","فرش","ششش","بھلین","floor","carpet"
"قانونی","غیر قانونی","غیولقانونی","قاچینی","illegal","legal"
"قبرستان","قبر","ڈلر","بورستان","grave","cemetery"
"قبول","انکار","انتہر","ولول","refuse","accept"
"قتل","زہر","تشر","رخل","poison","kill"
"قتل","خودکشی","خواہشی","رخل","suicide","murder"
"قرض","کریڈٹ","کرآہٹ","ویض","credit","loan"
"قسط","سیریز","موریز","صیط","series","episode"
"قسمت","قسمت","وڈمت","وڈمت","fate","destiny"
"قلعہ","محل","ٹکل","قلاد","palace","castle"
"قلم","کاغذ","کاdb","اکم","paper","pen"
"قید","جرمانہ","جررینہ","اصد","penalty","imprisonment"
"قیدی","یرغمال","یرشلال","اصدی","hostage","prisoner"
"قیمت","قدر","چلر","وتمت","value","price"
"کاپی","اصل","بچل","کاچہ","original","copy"
"کارپوریشن","کمپنی","کمزلی","کانٹوریشن","company","corporation"
"کارٹیل","مافیا","ماربا","کابسیل","mafia","cartel"
"کارڈنل","بش","iz","کارڈفت","bishop","cardinal"
"کارکردگی","شو","رى","کانےردگی","show","performance"
"کارکن","کسان","شنان","کانتن","farmer","worker"
"کارگو","لوڈ","ئرڈ","کانہو","load","cargo"
"کاروباری","ملین ڈالر","ملینرؤالر","کاروکوری","millionaire","entrepreneur"
"کافی","کافی","کابا","کابا","enough","sufficient"
"کافی","کپ","cz","کابا","cup","coffee"
"کام","کام","ائم","ائم","job","work"
"کامل","مثالی","acالی","کارگ","ideal","perfect"
"کامیاب","انتظام","انہیام","کارلاب","manage","succeed"
"کان","آنکھ","روکھ","گٹن","eye","ear"
"کبھی","کبھی نہیں","کبھیئمہیں","دمھی","never","ever"
"کپاس","ریشم","ریئى","ڈماس","silk","cotton"
"کپتان","کمانڈر","کمانشا","نجتان","commander","captain"
"کتاب","بائبل","باکرل","soاب","bible","book"
"کٹ","آنسو","ریسو","ائ","tear","cut"
"کچھ","کچھ نہیں","کچپانہیں","بشھ","nothing","something"
"کچھی","سست","قيت","یٹھی","snail","turtle"
"کرایہ","کرایہ پر","کرایہ وش","کرورہ","hire","rent"
"کرسی","ٹیبل","ٹیمپ","ئنسی","table","chair"
"کرنل","جنرل","جنجہ","مانل","general","colonel"
"کزن","رشتہ دار","رشتہإشار","چسن","relative","cousin"
"کشتی","سب میرین","سبپژیرین","ائتی","submarine","boat"
"کل","آج","ضي","اؤ","today","yesterday"
"کلائنٹ","صبر","weر","داائنٹ","patient","client"
"کلاسک","عام طور پر","عام طواءپر","کلدھک","typical","classic"
"کلینک","ہسپتال","luپتال","کلامک","hospital","clinic"
"کم","اضافہ","رپافہ","يں","increase","reduce"
"کمپیوٹر","سافٹ ویئر","سائک ویئر","کمپیامر","software","computer"
"کمزور","مضبوط","muبوط","کمپنر","strong","weak"
"کمشنر","انسپکٹر","انسپلار","کمپئر","inspector","commissioner"
"کمونیست","نسل پرست","نسیٹپرست","کمونارت","racist","communist"
"کمیٹی","کمیشن","آریشن","کمنگی","commission","committee"
"کنسرٹ","ٹور","افر","کننگٹ","tour","concert"
"کنکشن","رابطہ","رالنہ","کنوہن","contact","connection"
"کنوینٹ","یتیمریج","یتزگریج","یہوینٹ","orphanage","convent"
"کنیت","عرفان","عروجن","ولیت","nickname","surname"
"کھاؤ","کھانا کھلانا","کھانا کھاننا","کھٹو","feed","eat"
"کھانا","کھانا","مرانا","کھلاا","food","meal"
"کھلونا","گڑیا","یعیا","کھسانا","doll","toy"
"کھوپڑی","ہڈی","غذی","کھچوڑی","bone","skull"
"کھیل","شوق","داق","سویل","hobby","sport"
"کھیل ہی کھیل میں","کھیلیں","کھےمیں","کھیل ہی کھیلظریں","play","game"
"کہکشاں","کائنات","کاسیات","کہجماں","universe","galaxy"
"کہیں","دوسری جگہ","دوسری لجہ","کہرو","elsewhere","somewhere"
"کوشش","کوشش کریں","کوششنئریں","کوجه","try","attempt"
"کی تعریف","تعریف","شکریف","کیتنعریف","admire","appreciate"
"کیا","بنائیں","نگائیں","ووا","make","do"
"کیپ","شیشے","شیen","یلپ","glasses","cap"
"کیٹ","کتا","soا","ٹنٹ","dog","cat"
"کیڑے","مکڑی","مکثو","کیئہ","spider","insect"
"کیک","میٹھی","کنٹھی","وٹک","dessert","cake"
"کیمپنگ","پکنک","لسنک","کیؤلنگ","picnic","camping"
"کینسر","ٹیومر","لثومر","بانسر","tumor","cancer"
"کینو","سبز","ٹلز","کیجی","green","orange"
"کے بارے میں","باہر","باؤں","کےوڈارے میں","out","about"
"گاؤں","کیمپ","کیؤن","گاہر","camp","village"
"گاڑی","گاڑی","گاست","گارک","vehicle","car"
"گال","ہونٹ","زانٹ","نڈل","lip","cheek"
"گٹار","پیانو","ناانو","رپار","piano","guitar"
"گرام","کلو","رمو","پوام","kilo","gram"
"گرج","بجلی","نہلی","ہیج","lightning","thunder"
"گردن","حلق","خدق","گرنت","throat","neck"
"گرفتاری","سزا","تذا","گرکماری","punish","arrest"
"گرنے","گر","ri","گردغ","fall","collapse"
"گروپ","گینگ","مہنگ","گرor","gang","group"
"گریجویٹ","ڈپلومہ","ڈپلوتی","گرمرویٹ","diploma","graduate"
"گشت","گارڈ","گاسے","aeت","guard","patrol"
"گلوبل","قومی","بسمی","گلیڈل","national","global"
"گلی","کونے","اننے","پہی","corner","alley"
"گلے","چومو","چویس","کھے","kiss","hug"
"گمشدہ","موت","اقت","گمارہ","death","disappearance"
"گن","رائفل","راجگل","ير","rifle","gun"
"گندی","گندی","گنسو","ومدی","nasty","filthy"
"گھٹنے","کندھے","کنسلے","گھوئے","shoulder","knee"
"گھومنے","باری","باان","گھدھنے","turn","rotate"
"گھونٹ","ڈراپ","ڈروس","گھئیٹ","drop","sip"
"گواہی","گواہ","ریاہ","ریاہی","witness","testimony"
"گوریلا","بندر","بنہی","گوریشم","monkey","gorilla"
"گوشت","سور کا گوشت","سوتشکا گوشت","گورڈ","pork","meat"
"گولی","صلاحیت","صلاحتر","گورن","caliber","bullet"
"گولی","ٹیبلٹ","ٹیکھٹ","گورن","tablet","pill"
"گولی مار","شاٹ","یڈٹ","گولیوےار","shot","shoot"
"گیٹ","پورٹل","پوغسل","اؤٹ","portal","gate"
"گیراج","ورکشاپ","وردااپ","گیلوج","workshop","garage"
"گیلا","خشک","لغک","دالا","dry","wet"
"لابسٹر","ٹونا","افنا","لاقدٹر","tuna","lobster"
"لاش","جسم","انم","رنش","body","corpse"
"لاک","چابی","چائن","یٹک","key","lock"
"لباس","سکرٹ","سکدے","لبین","skirt","dress"
"لڑائی","جنگجو","جنپیو","امائی","combat","fight"
"لڑاکا","چیمپئن شپ","چیمپئنکلپ","لڑوما","champion","fighter"
"لڑکا","لڑکی","ڈوکی","نےکا","girl","boy"
"لڑکیاں","لڑکے","ں کے","فیکیاں","boys","girls"
"لکھنا","پڑھنا","پڑبیا","لکبیا","reading","writing"
"لکھیں","پڑھیں","صاھیں","لکوؤں","read","write"
"لمبائی","سائز","ساخا","تشبائی","size","length"
"لوگ","آبادی","تحادی","ئنگ","population","people"
"لونلی","اکیلا","اکریا","قانلی","alone","lonely"
"لوہے","ستم ظریفی","ستم ظرنری","لوشپ","irony","ironic"
"لیار","جھوٹ","جھکل","شوار","lie","liar"
"لیڈی","رب","ze","لیرز","lord","lady"
"لیس کرنے کی","سامان","سائٹن","لیگیکرنے کی","equipment","equip"
"لیفٹیننٹ","سارجنٹ","سارجاء","سافٹیننٹ","sergeant","lieutenant"
"لیکچر","سیمینار","مومینار","لیلڈر","seminar","lecture"
"لیمسین","ٹیکسی","ٹیاوی","لیشفین","taxi","limousine"
"مؤثر","مفید","حوید","مؤeh","useful","effective"
"ماؤنٹین","پہاڑی","پہرٹی","ماؤناون","hill","mountain"
"مائیکروفون","کیمرے","کییتے","مائیکرالون","camera","microphone"
"ماحول","ماحولیات","مارللیات","ماویل","environment","atmosphere"
"مارکیٹنگ","اشتہارات","اشکمارات","ماگریٹنگ","advertising","marketing"
"ماضی","مستقبل","انتقبل","مامز","future","past"
"مالک","جائیداد","جاشہداد","ماڈو","property","owner"
"مالک مالک","کرایہ دار","کرایڪندار","مالکجرالک","tenant","landlord"
"مالی","بینکنگ","بینکھر","مااں","banking","financial"
"مانیٹر","سکرین","دورین","مانیسی","screen","monitor"
"ماں","والد صاحب","والد صواب","وؤں","daddy","mum"
"ماہر","ماہر","ماوت","ماوت","expert","specialist"
"ماہی گیری","شکار","صدار","ماہیآہیری","hunting","fishing"
"مایوسی","تعجب","تعbi","ماتسسی","surprise","disappointment"
"مباحثہ","ذاتی","aiتی","مباحقر","personal","intimate"
"مبالغہیہ","کم از کم","کم از شے","مبالقشیہ","underestimate","exaggerate"
"متاثر کرنا","چاپلوسی","چاپلڑیی","متاثتیکرنا","flatter","impress"
"متبادل","تبدیل کریں","تبدیل کراد","نقبادل","replace","substitute"
"متغیر","ارتقاء","reتقاء","متومر","evolution","mutation"
"متلی","اسہال","استےل","جملی","diarrhea","nausea"
"مثلث","دائرہ","دالنہ","مثجى","circle","triangle"
"مجرم","معصوم","معنکم","مجمن","innocent","guilty"
"مجرمانہ","چور","بير","بہرمانہ","thief","criminal"
"مچھلی","شارک","شاءا","مچتدی","shark","fish"
"محبت","سے نفرت","سے نكات","محرا","hate","love"
"محرک کریں","ٹرگر","ٹرجی","محرکسزریں","trigger","activate"
"محفوظ","محفوظ","محاضظ","ریفوظ","safe","secure"
"مخالف","دشمن","حضمن","مخکوف","enemy","opponent"
"مختلف","اسی طرح","اسی لاح","مخنوف","similar","different"
"مخلوق","مونسٹر","موصوٹر","مخباق","monster","creature"
"مدار","سیارے","سیناے","تکار","planet","orbit"
"مدت","مرحلہ","مروٹہ","ہرت","phase","period"
"مدد","مدد","ئود","تہد","help","assist"
"مدد","سپورٹ","بیورٹ","تہد","support","assistance"
"مذاق","چال","ئٹل","قراق","trick","joke"
"مذہب","فلسفہ","فلذدہ","غاہب","philosophy","religion"
"مرچنٹ","تجارتی","مبارتی","کنچنٹ","commercial","merchant"
"مردہ","زندہ","کسدہ","رشدہ","alive","dead"
"مرکب","مجموعہ","مجموکو","مرنف","combination","mixture"
"مرمت","درست","درھر","مراع","fix","repair"
"مرنا","شکار","صدار","کےنا","suffer","die"
"مریض","رگ","حف","مرac","vein","artery"
"مزاحمت","مزاحمت","دساحمت","مزاحہا","resistance","resist"
"مزاحیہ","ڈرامہ","ومامہ","وجاحیہ","drama","comedy"
"مزیدار","مزیدار","سفیدار","سدیدار","tasty","delicious"
"مسئلہ","مصیبت","مصثات","مسينہ","trouble","problem"
"مساج","یوگا","نیگا","مستد","yoga","massage"
"مسلسل","ہمیشہ","ہملبہ","مسدول","always","constantly"
"مشرق","مغرب","رجرب","مشائ","west","east"
"مشن","کام","ائم","نڈن","task","mission"
"مشہور","مقبول","مقسیل","مششہر","popular","famous"
"مشورہ","مشورہ","گلورہ","مشایہ","advice","advise"
"مصنف","شاعر","شافق","مصڑک","poet","writer"
"مصنوعات","برانڈ","امانڈ","مصنووگت","brand","product"
"مصنوعی","قدرتی","پسرتی","زانوعی","natural","artificial"
"مصیبت","غربت","سوبت","خطیبت","poverty","misery"
"مضبوطی سے","مضبوطی سے","مضبوطیگیے","مضبوطیرعے","firmly","strongly"
"مضحکہ خیز","مضحکہ خیز","مضحکہ نلز","مضحکہ گرز","ridiculous","absurd"
"مضمون","چیز","داز","لبمون","object","subject"
"مطالعہ","تحقیق","تحفاق","مطالفض","research","study"
"مظاہرہ","احتجاج","احاراج","دشاہرہ","protest","demonstration"
"معائنہ","امتحان","امبنان","معائضی","examination","inspection"
"معافی","معاف کر دو","معتر کر دو","معرای","forgive","excuse"
"معاہدہ","معاہدہ","اتاہدہ","معیلدہ","contract","agreement"
"معلومات","ڈیٹا","ڈیسن","معلوتھت","data","information"
"معمار","انجنیئر","انبریئر","پسمار","engineer","architect"
"معمول","عام","ہنم","معھال","ordinary","usual"
"معمولی","عاجز","عاگم","معمورو","humble","modest"
"معیار","مقدار","شہدار","معشور","quantity","quality"
"مغربی","جنوبی","جنرگی","وزربی","southern","western"
"مفت","آزادانہ طور پر","آزادانہ طوعہپر","يلت","freely","free"
"مفہوم","نتیجہ","abیجہ","مفغام","conclusion","assumption"
"مقام","جگہ","تمہ","رنام","place","location"
"مقامی","علاقائی","علسبائی","مقندی","regional","local"
"مکمل","کل","اؤ","علمل","total","complete"
