"ar_cue","ar_target","type","cue_type","target_type","ar_cosine"
"حفيد","كيك","unrelated","word","word",0.172787177977208
"مستعمرة","تسربت","unrelated","word","word",0.108592627560852
"عقد","السترة","unrelated","word","word",0.147645302254918
"شكوى","المؤلفات","unrelated","word","word",0.163814680173087
"معلق","خلاف","unrelated","word","word",0.183911002699205
"تجربة - قام بتجارب","ينجو","unrelated","word","word",NA
"خطف","جدة","unrelated","word","word",0.168577908335398
"الموت","سيارة نقل","unrelated","word","word",NA
"خيار","تقرير","unrelated","word","word",0.235853461378991
"ليل","نشاط","unrelated","word","word",0.193349050838622
"أدخل","الإيرادات","unrelated","word","word",-0.000553770984099994
"فوضى","شغف","unrelated","word","word",0.110231739678706
"وزن","شيطان","unrelated","word","word",0.114646469986904
"قائد","أخ","unrelated","word","word",0.248627955203325
"يستبدل","الأسرة","unrelated","word","word",0.0848915221128643
"المالية","هرب","unrelated","word","word",0.130237284957509
"منعطف _ دور","إشعاع","unrelated","word","word",NA
"تحطيم","فقرة","unrelated","word","word",0.12055835306287
"تطبيق","كائن فضائي","unrelated","word","word",NA
"تقدم","القوات البحرية","unrelated","word","word",NA
"عدد السكان","موافقة","unrelated","word","word",NA
"أعمى","متر","unrelated","word","word",0.190328763087838
"يعترف","هناك","unrelated","word","word",0.161373839193255
"أكثر تسطحا","ذراع","unrelated","word","word",NA
"صناعة","بالفشل","unrelated","word","word",0.13573530284361
"الخدمات","معرض","unrelated","word","word",0.103776507081632
"خاتمة","أسود","unrelated","word","word",0.110068047315772
"اقرأ","حدث","unrelated","word","word",0.153080111654102
"المجموع","يوليو","unrelated","word","word",0.146065082616604
"سبتمبر","حصاة","unrelated","word","word",0.0771081383775988
"أم","حذاء","unrelated","word","word",0.200514009148211
"الكبار","مرح","unrelated","word","word",0.127289370675382
"يوم السبت","الأحد","unrelated","word","word",NA
"هرمون","نادلة","unrelated","word","word",0.0897944983707252
"عشيرة - قبيلة","رومانسي","unrelated","word","word",NA
"أعلى","غالبا","unrelated","word","word",0.0601396451045969
"كابل","حفلة موسيقية","unrelated","word","word",NA
"أحمر","الناخب","unrelated","word","word",0.154210923569176
"رادار","زى موحد","unrelated","word","word",NA
"هواء","تفهم","unrelated","word","word",0.057203350561335
"بلد","شرق","unrelated","word","word",0.229447581002232
"الخدمات المصرفية","درع","unrelated","word","word",NA
"فم","جوعان","unrelated","word","word",0.206576223453503
"ذو قيمة","خطبة","unrelated","word","word",NA
"اتصل","تجلس","unrelated","word","word",0.0933594255022893
"نشر","سخيف","unrelated","word","word",0.165837290572122
"قناة","دورية","unrelated","word","word",0.201523702083854
"إهانة","السعر","unrelated","word","word",0.104773610231056
"تكرر","أمانة","unrelated","word","word",0.0911813923089728
"ربح","يخبر","unrelated","word","word",0.154351274814458
"التنقل","غيتار","unrelated","word","word",0.172775991303826
"أول","بناء","unrelated","word","word",0.179099342538182
"المستشعر","استبدل","unrelated","word","word",0.159466587216961
"رجل","روح","unrelated","word","word",0.161677805315319
"جلد","أمريكا","unrelated","word","word",0.107907750006716
"غريزه","مكتب المدير","unrelated","word","word",NA
"لون أخضر","يلعق","unrelated","word","word",NA
"الحار","يجتمع","unrelated","word","word",0.136483089440378
"مقزز","أيتها الملازم","unrelated","word","word",NA
"حمل","صاحب","unrelated","word","word",0.125064213147381
"العمود الفقري","ثلاثي","unrelated","word","word",NA
"دم","إضراب","unrelated","word","word",0.0721228533236645
"ملعب","طعم","unrelated","word","word",0.120852717625194
"سمع","القسوة","unrelated","word","word",-0.0269825634842946
"يختبر","محطة","unrelated","word","word",0.130714456990086
"تشريح الجثة","نقل","unrelated","word","word",NA
"الصحة","الاتصالات","unrelated","word","word",0.158031370991315
"عصري","ضباب","unrelated","word","word",0.0764379202904078
"مذياع","مادة الاحياء","unrelated","word","word",NA
"تبرع","شجاع","unrelated","word","word",0.165307950742371
"ختم","عموما","unrelated","word","word",0.0225322695729472
"احترام","دراسة","unrelated","word","word",0.136449932813116
"جنة","مجهول","unrelated","word","word",0.0706254802357772
"العمل","أسبوع","unrelated","word","word",0.235338254568776
"مدني","عطش","unrelated","word","word",0.114926424275949
"البرمجيات","جريمة","unrelated","word","word",0.185547869461114
"يكره","واجب","unrelated","word","word",0.19259973876561
"العنكبوت","في احسن الاحوال","unrelated","word","word",NA
"حضاره","هدية مجانية","unrelated","word","word",NA
"الحفاظ على","عاصفه","unrelated","word","word",NA
"الخريف","شهادة","unrelated","word","word",0.1614443365442
"العدو","شمسي","unrelated","word","word",0.0802316673947428
"يحمي","ركبة","unrelated","word","word",0.0501708438313524
"ماذا او ما","الحشرات","unrelated","word","word",NA
"فوضى سياسية","يشير","unrelated","word","word",NA
"سنجاب","حقنة","unrelated","word","word",0.137438544881489
"سوبرمان","قصيدة","unrelated","word","word",0.111236204553236
"إجابه","تخييم","unrelated","word","word",0.113138953775543
"بشكل رسمي","الجحيم","unrelated","word","word",NA
"الفيزياء","شريط","unrelated","word","word",0.0563733077786676
"النينجا","تجهيز","unrelated","word","word",0.081959107609935
"يغرق","جمهور","unrelated","word","word",0.172183926606631
"قميص","امرأة","unrelated","word","word",0.125379994866045
"ضربة جزاء","منطقة","unrelated","word","word",NA
"خلية - زنزانة","ذكي","unrelated","word","word",NA
"القيمة","جريدة","unrelated","word","word",0.0681276901114155
"الاختصاص القضائي","ديمقراطية","unrelated","word","word",NA
"سماء","الجيش","unrelated","word","word",0.117827182120554
"جلالة","قطعة","unrelated","word","word",0.138845670020785
"مركبة","صبي","unrelated","word","word",0.155030037350621
"حرف","شجرة","unrelated","word","word",0.19498112200652
"الوريد","جذاب","unrelated","word","word",0.0957069187215382
"وظيفة","سنتيمتر","unrelated","word","word",0.0756322611668206
"القمر","لافت للنظر","unrelated","word","word",NA
"عنصري","قلادة","unrelated","word","word",0.11530959383347
"قاس","ميكروفون","unrelated","word","word",0.117332817609938
"صامتة","معالجة","unrelated","word","word",0.0845245711896635
"نبض","هدوء","unrelated","word","word",0.182413069765341
"طريق","إشارة","unrelated","word","word",0.228351908166089
"بحجم","قاسية","unrelated","word","word",0.0934021324914511
"دولي","محتشم","unrelated","word","word",0.262908779336807
"قاموس","التمويل","unrelated","word","word",0.130817143357817
"الماراثون","فرض","unrelated","word","word",0.134091229329898
"الجنوبي","مسبار","unrelated","word","word",0.149065035863135
"بيئة","كرامة","unrelated","word","word",0.20126516427523
"الخاسر","تسويق","unrelated","word","word",0.0729872586173795
"أولاد","سكران","unrelated","word","word",0.118440056779889
"الكراك","المحتمل","unrelated","word","word",0.120466932144456
"موز","عالمي","unrelated","word","word",0.141014783703729
"إنجليزي","ساحل","unrelated","word","word",0.187188924088351
"شرير","القفز","unrelated","word","word",0.0257069848563698
"الحرير","جاري الكتابة","unrelated","word","word",NA
"تسلق","سكين","unrelated","word","word",0.0778057053226472
"البحرية","مخلوق","unrelated","word","word",0.0913680648997278
"الكلى","كريم","unrelated","word","word",0.115921618039006
"عادي","مصيبة","unrelated","word","word",0.101481316854709
"ثانيا","إرسال","unrelated","word","word",0.107511517051501
"معاناة","عمليا","unrelated","word","word",0.126517955322741
"فن","انسجام","unrelated","word","word",0.19581343375784
"مستأجر","أغنية","unrelated","word","word",0.145732409073558
"الهواة","غير قادر","unrelated","word","word",NA
"يمكن","مصطنع","unrelated","word","word",0.190974955380335
"احتمالا","زقاق","unrelated","word","word",0.156636660264038
"يحتوي","تمثال","unrelated","word","word",0.183430213933481
"وكيل","عمدا","unrelated","word","word",0.106477202809829
"المحيط الهادئ","سعيدة","unrelated","word","word",NA
"الكحول","نووي","unrelated","word","word",0.143448837483814
"محامي","معركة","unrelated","word","word",0.0777752701665062
"مصرفي","هيدروجين","unrelated","word","word",0.159417126416757
"خبرة","مرآة","unrelated","word","word",0.18741301097942
"ضحية","كاتب","unrelated","word","word",0.232523223876311
"مؤلف","بسيط","unrelated","word","word",0.138959379004855
"ماركة","المالك","unrelated","word","word",0.128976410320989
"بطل","مائة","unrelated","word","word",0.0944165290381693
"مفجر","حالة","unrelated","word","word",0.177277688781629
"مرشح","مراسم","unrelated","word","word",0.171252558261094
"مؤامرة","نفسي","unrelated","word","word",0.0779315082482435
"شبكة الاتصال","السجن","unrelated","word","word",NA
"نحلة","الغربي","unrelated","word","word",0.0791161167146073
"نموذج","ولد عم","unrelated","word","word",NA
"الكوكايين","عدل","unrelated","word","word",0.0997606762370977
"صحراء","درجة الحرارة","unrelated","word","word",NA
"السفارة","خيبة الامل","unrelated","word","word",NA
"غاز","تعريف","unrelated","word","word",0.148607881477165
"رومان","لهجة","unrelated","word","word",0.0065876751404833
"أرملة","مائع","unrelated","word","word",0.113859112708717
"الحملة الانتخابية","اشخاص","unrelated","word","word",NA
"النشوة النشوة","شرف","unrelated","word","word",NA
"الرصيد","تجميد","unrelated","word","word",0.239817400327803
"هزة أرضية","ريادي","unrelated","word","word",NA
"يقع","مثلث","unrelated","word","word",0.232467131543439
"فقر","وكالة","unrelated","word","word",0.140044586418615
"نافذة او شباك","صدر","unrelated","word","word",NA
"اخو الام","سريع التبخر","unrelated","word","word",NA
"دافئ","متخرج","unrelated","word","word",0.156018622561674
"دائما","يؤمن","unrelated","word","word",0.191826950101765
"يشترى","تقنية","unrelated","word","word",0.0978310906416312
"نجاح","ساخرة","unrelated","word","word",0.078365937572871
"إطلاقا","هبة","unrelated","word","word",0.110582164713146
"القرصان","طيار","unrelated","word","word",0.178475406001843
"نهر","ودود","unrelated","word","word",0.0560294131850233
"التقويم","اليونانية","unrelated","word","word",0.24067081145297
"المشروع","القطن","unrelated","word","word",0.165477203408958
"وقفة احتجاجية","اكتمال","unrelated","word","word",NA
"القاعدة","يوم الاجازة","unrelated","word","word",NA
"ببطء","الصمت","unrelated","word","word",0.160260688604475
"بطيء","أوتوبيس","unrelated","word","word",0.179049065071151
"ببساطة","شقة","unrelated","word","word",0.0995247202950597
"ثقيل","زفاف","unrelated","word","word",0.103987992450706
"فجأة","مصور فوتوغرافي","unrelated","word","word",NA
"ثوم","بحار","unrelated","word","word",0.189571836154478
"الحمض النووي","اعجاب","unrelated","word","word",NA
"بجعة","الفائز","unrelated","word","word",0.136573009671856
"منافسة","التعليم","unrelated","word","word",0.163008410620856
"الحمار","تخطيط","unrelated","word","word",0.159489206863685
"قرب","الطول","unrelated","word","word",0.178077881704969
"قطعا","شمال","unrelated","word","word",0.0616860710511994
"يبني","قاتلة - مهلك","unrelated","word","word",NA
"برج","خطر","unrelated","word","word",0.168888904045086
"بندقية","مورفين","unrelated","word","word",0.190364115328278
"منفذ","افتراض","unrelated","word","word",0.128615242164351
"واشنطن","إخلاص","unrelated","word","word",0.0395857047491072
"بوضوح","بؤس","unrelated","word","word",0.109694747871704
"تعليق","لذيذ","unrelated","word","word",0.0818923631830796
"يشرب","ديك رومى","unrelated","word","word",NA
"عش","سهل","unrelated","word","word",0.147468781637214
"المواد الكيميائية","طريق","unrelated","word","word",NA
"يصل","مأساوي","unrelated","word","word",0.145218016397319
"تأثير","عدوى","unrelated","word","word",0.164848756061975
"توظيف","مخبر","unrelated","word","word",0.178671012833271
"يطعم","فيلم","unrelated","word","word",0.143391551786718
"التأكيد","ناقص","unrelated","word","word",0.25284041369855
"تجاري","دينغ","unrelated","word","word",0.0667623584239572
"بحث","صباح","unrelated","word","word",0.155764287915226
"يقف","دماغي","unrelated","word","word",0.0653524436517601
"إنصهار","أقصى","unrelated","word","word",0.234960448503814
"معدات","شاكوش","unrelated","word","word",0.163807530254528
"عقبة","استدارة","unrelated","word","word",0.221211047767228
"حديث","أسبوعي","unrelated","word","word",0.14396505976685
"طازج","طاقة","unrelated","word","word",0.161666698880015
"يختار","بعيد","unrelated","word","word",0.110250774391306
"يتغيرون","أعلى","unrelated","word","word",0.107109225643535
"التحقق من","حكومة","unrelated","word","word",NA
"تهنئة","محيط","unrelated","word","word",0.0149146869508301
"تجسس","صداقة","unrelated","word","word",0.260093210742334
"تجهيز","جيش","unrelated","word","word",0.140227504494981
"مزاد علني","المحتمل أن","unrelated","word","word",NA
"غادر","قبول","unrelated","word","word",0.19902249523849
"النزهة","غياب","unrelated","word","word",0.185053239286968
"اليوغا","خادم","unrelated","word","word",0.0792124768652802
"خلق","مختلف","unrelated","word","word",0.180886810735252
"ننسى","الإتصال","unrelated","word","word",0.112631341358601
"رماد","جسدي - بدني","unrelated","word","word",NA
"أمر","حصيلة","unrelated","word","word",0.158321925073127
"التركيز","خارجي","unrelated","word","word",0.115943717114309
"يمكن","مساعدة","unrelated","word","word",0.1768376758284
"سجل","مجرم","unrelated","word","word",0.157542302868459
"كبير","مهاجم","unrelated","word","word",0.184102269658633
"إعلان","الخريف","unrelated","word","word",0.19610274947898
"غالبية","مدخل","unrelated","word","word",0.14371324949562
"المسابقة","الفرنسية","unrelated","word","word",0.150448376107603
"تقدم","إلهي","unrelated","word","word",0.0865354339359465
"البقاء","ديناميت","unrelated","word","word",0.0915352786490924
"الصبر","إنهاء","unrelated","word","word",0.145374986951046
"عذاب","كهرباء","unrelated","word","word",0.154424731813446
"مفهوم","سحلية","unrelated","word","word",0.0780681591961378
"اثار","إزالة","unrelated","word","word",0.211295445179424
"تدرك","مؤخرا","unrelated","word","word",0.15229082613717
"فحص","تركيز","unrelated","word","word",0.259145581411687
"شجاعة","موهبة","unrelated","word","word",0.362097519155355
"طريقة","بحيرة","unrelated","word","word",0.121897346972942
"الملاحظة","مهمة","unrelated","word","word",0.222851900080599
"نصب","حلف","unrelated","word","word",0.0848451461493145
"ماليا","لعبة البوكر","unrelated","word","word",NA
"قيلولة","جمال","unrelated","word","word",0.11136217195663
"جولف","أربعة","unrelated","word","word",0.241102920715138
"يرتب","ابن شقيق","unrelated","word","word",NA
"صمام","زبون","unrelated","word","word",0.184185976570152
"المجتمع","جبل","unrelated","word","word",0.097355275512587
"انتظر","عيادة","unrelated","word","word",0.104351134094025
"كنز","ريشة","unrelated","word","word",0.193000181827656
"مسكين","نفق","unrelated","word","word",0.130892778657988
"الفيروس المتنقل","مدى الحياة","unrelated","word","word",NA
"واحد","رصاصة","unrelated","word","word",0.181071927919497
"مزدوج","رحلة طيران","unrelated","word","word",NA
"مطر","يترك","unrelated","word","word",0.158199045824526
"نوبل","السمو","unrelated","word","word",0.112398733905114
"علاوة","الارسال","unrelated","word","word",0.0790980910875319
"قراءة","ثري","unrelated","word","word",0.0503579429692944
"كون","ليبرالية","unrelated","word","word",0.161516707590451
"كلية","ميكانيكي","unrelated","word","word",0.167365905778104
"مثليه","يقدر","unrelated","word","word",0.0794197611944998
"تل","مستخدم","unrelated","word","word",0.0557780916416571
"رغيف الخبز","قف","unrelated","word","word",NA
"الجسم","قذرة","unrelated","word","word",0.079624491278064
"الى ابعد حد","الهيروين","unrelated","word","word",NA
"جد","رمل","unrelated","word","word",0.0923148933452423
"مريح","جمجمة","unrelated","word","word",0.0672832656742458
"حلو","سفينة","unrelated","word","word",0.0103684339929667
"اهتمام","أنثى","unrelated","word","word",0.113839184518771
"شرط","احتفظ","unrelated","word","word",0.07621987673629
"سين","التلفاز","unrelated","word","word",0.0746105732304542
"عامل","مفوض","unrelated","word","word",0.169849731372073
"الجنس","صيد السمك","unrelated","word","word",NA
"شيء","الأكسجين","unrelated","word","word",0.20223463019649
"سحر","ليموزين","unrelated","word","word",0.0398834060346961
"عظم","خليط","unrelated","word","word",0.168724207747611
"كلمة","زواج","unrelated","word","word",0.173766967433254
"يحشد","كونياك","unrelated","word","word",0.155002965619251
"جميلة","في الامس","unrelated","word","word",NA
"رائع","مؤخرة","unrelated","word","word",0.182244944780604
"رقاقة","غداء","unrelated","word","word",0.0791274414838962
"تذكرة","محاولة","unrelated","word","word",0.0889196196836394
"كمية","متجر","unrelated","word","word",0.186126145972985
"متعبه","تنفس","unrelated","word","word",0.150969008527879
"روميو","المحتوى","unrelated","word","word",0.108490073826211
"الماس","موجه","unrelated","word","word",0.0682051501702375
"الفيلق","الانسجة","unrelated","word","word",0.127156652348968
"حادثة","اركب","unrelated","word","word",0.214303244953874
"أوركسترا","سلطة","unrelated","word","word",0.111985823416614
"الفيدرالية","الوزارة","unrelated","word","word",0.371896715459808
"عاجل","قاضي","unrelated","word","word",0.114051225055654
"سلسلة","معكرونة","unrelated","word","word",0.151332668342498
"لوح","عروسه لعبه","unrelated","word","word",NA
"ظاهرة","المنقذ","unrelated","word","word",0.147434672956933
"حذاء طويل","لحية","unrelated","word","word",NA
"عدد","معلومة","unrelated","word","word",0.109530485654704
"دقيق او حساس","دين","unrelated","word","word",NA
"صخر","يحذب","unrelated","word","word",NA
"حمار","خريطة","unrelated","word","word",0.21092205643548
"نتيجة","تنظم","unrelated","word","word",0.145416630371904
"قبلة","تأتي","unrelated","word","word",0.123643249230477
"إنقاذ","إنذار","unrelated","word","word",0.166123238708999
"استقبال","وثيقة","unrelated","word","word",0.0827092607099228
"جولة","وجبة افطار","unrelated","word","word",NA
"فعلا","مسيحي","unrelated","word","word",0.20840657987659
"إبرة","بقوة","unrelated","word","word",0.140465572158316
"جرعة","خزانة","unrelated","word","word",0.258029781733063
"حقيبة","يطير","unrelated","word","word",0.15749414083053
"صحيح","سيئة","unrelated","word","word",0.2036159366481
"متفائل","ضعيف","unrelated","word","word",0.30773313399943
"الادارة","ساخر","unrelated","word","word",0.154656433467794
"أقسم","جائزة","unrelated","word","word",0.0761394356406532
"مسلسل","هليكوبتر","unrelated","word","word",0.0805257915125383
"كابوس","سير","unrelated","word","word",0.122529172031376
"سعال","مقال","unrelated","word","word",0.209958491750434
"ولادة","مادة متفجرة","unrelated","word","word",NA
"شخصي","جملة","unrelated","word","word",0.117721460762783
"خارج","أمير","unrelated","word","word",0.0924772625339952
"مستدير","الأقمار الصناعية","unrelated","word","word",NA
"وحش","يقرض","unrelated","word","word",0.111280286051096
"الجاسوس","خطأ","unrelated","word","word",0.171052666576349
"شريحة","واسع","unrelated","word","word",0.128849052102491
"مربية","قارب","unrelated","word","word",0.149828362849156
"داخلي","إبداع","unrelated","word","word",0.197640372482251
"مزورة","الحضارة","unrelated","word","word",0.092799966325538
"ثانوي","حميم","unrelated","word","word",0.277599681870387
"شفة","يقاتل","unrelated","word","word",0.123914560302137
"مضخة","لجنة","unrelated","word","word",0.206963273935442
"بوصلة","سمعة","unrelated","word","word",0.172772238856792
"خزانة","يقاوم","unrelated","word","word",0.117022497969804
"خطأ","حادثة","unrelated","word","word",0.228000019043069
"خطاب","جواز سفر","unrelated","word","word",NA
"مخاطرة","إجراء","unrelated","word","word",0.219203540485239
"محفوف بالمخاطر","المحقق","unrelated","word","word",NA
"زيادة","عيد الميلاد","unrelated","word","word",NA
"الظلام","ممتلىء","unrelated","word","word",0.149012897824395
"نزاع","دهان","unrelated","word","word",0.130531898263262
"مزيج","سن","unrelated","word","word",0.0605907956080878
"خارق للعادة","مجلة","unrelated","word","word",NA
"واقع","برنامج","unrelated","word","word",0.253507828378538
"مفاجئة","الشمس","unrelated","word","word",0.124778103803858
"ظل","الموقت","unrelated","word","word",0.115057912976579
"ابحاث","ترتيب","unrelated","word","word",0.108600097455222
"الحرارة","توقع","unrelated","word","word",0.151143876749594
"درع","قضيب","unrelated","word","word",0.256019161390203
"قانون","موقد","unrelated","word","word",0.125467045236502
"حفر","ماضي","unrelated","word","word",0.123821441449115
"عميد","راقب","unrelated","word","word",0.143700550448131
"دليل","اتحاد","unrelated","word","word",0.206434450422739
"مخ","البول","unrelated","word","word",0.198687454681648
"فنان","أسد","unrelated","word","word",0.132433318791946
"دش","سميك","unrelated","word","word",0.157822269797293
"حارس","حساب","unrelated","word","word",0.122934159197531
"جنيه","قرية","unrelated","word","word",0.207994688571882
"دار الأيتام","ذروة","unrelated","word","word",NA
"معبد","لقاء","unrelated","word","word",0.129069158204984
"شهر نوفمبر","بيولوجي","unrelated","word","word",NA
"دجاج","ذئب","unrelated","word","word",0.316939344137974
"الحريه","غابة","unrelated","word","word",0.0499025368870713
"فلسفة","كتاب","unrelated","word","word",0.274768158524937
"البارود","فضة","unrelated","word","word",0.282325770689594
"بينج","موسيقي او عازف","unrelated","word","word",NA
"يتحمل","طويل","unrelated","word","word",0.125515126013617
"يسلم","التقليديين","unrelated","word","word",0.109665294383704
"أخير","قريب","unrelated","word","word",0.240998988361665
"الدافع","ثعبان","unrelated","word","word",0.0947392124987581
"ذكي","لهب","unrelated","word","word",0.138771147127083
"استحق","شيئا ما","unrelated","word","word",NA
"وحي","خبرات","unrelated","word","word",0.173555828123924
"إدارة","جسيم","unrelated","word","word",0.0616625707468367
"المستشار","الكلاسيكية","unrelated","word","word",0.0519093351997377
"المذاق","إداري","unrelated","word","word",0.139584449321851
"ممتاز","السيارات","unrelated","word","word",0.165429508763944
"بديع","عكس ذلك","unrelated","word","word",NA
"الثالث","رهيب","unrelated","word","word",0.0750015941887558
"راتب تقاعد","الاخير","unrelated","word","word",NA
"نظرة","مرحلة الطفولة","unrelated","word","word",NA
"ربط","مشتبه فيه","unrelated","word","word",NA
"نصف","رئيس","unrelated","word","word",0.204922625005465
"هبوط","السماوية","unrelated","word","word",0.0673758587654385
"مغفرة","مطار","unrelated","word","word",0.0912811044323217
"غالي الثمن","حافظة مسافة","unrelated","word","word",NA
"برقية","منديل","unrelated","word","word",0.143773706648617
"تحذير","خفيفة","unrelated","word","word",0.215772695564275
"يسقط","بشكل غير متوقع","unrelated","word","word",NA
"عيار","خائن","unrelated","word","word",0.153302203622835
"روديو","مأتم","unrelated","word","word",0.252659786608854
"برق","مثير للشفقة","unrelated","word","word",NA
"رغبة","صادق","unrelated","word","word",0.138006845824937
"حلق","مأوى","unrelated","word","word",0.206296762082194
"راقصة","تطابق","unrelated","word","word",0.110110165087757
"كتف","ينام","unrelated","word","word",0.205678991928005
"علم","اتهام","unrelated","word","word",0.18345380121407
"طين","طاه","unrelated","word","word",0.0989420029982395
"كريه","رعاة البقر","unrelated","word","word",NA
"سرقة","محارب","unrelated","word","word",0.0596416829851042
"روح","ميداليون","unrelated","word","word",NA
"قيصر","فودكا","unrelated","word","word",0.148883923121369
"دراماتيكي","مغبر","unrelated","word","word",0.267327282757615
"مليونير","الممثل","unrelated","word","word",0.294056130967193
"هواية","محقق","unrelated","word","word",0.122437369616299
"مذيع الأخبار","فجر","unrelated","word","word",NA
"عسل","مذنب","unrelated","word","word",0.143994604778915
"صبور","متوتر","unrelated","word","word",0.367185630943868
"زجاج","رائعة","unrelated","word","word",0.125307443201107
"عضو","الأهمية","unrelated","word","word",0.141926215967365
"الارتباط","قدرة","unrelated","word","word",0.150518380793867
"ركن","طبيب","unrelated","word","word",0.144517831498987
"مصنع","وجبة","unrelated","word","word",0.106554057879472
"طلاق","رعد","unrelated","word","word",0.0450573597570183
"الزوج","بسرعة","unrelated","word","word",0.137515248633497
"شارة","قتل","unrelated","word","word",0.155765516947006
"راكب","تخريب","unrelated","word","word",0.142117702166173
"الساحة","متلازمة","unrelated","word","word",0.0926503360218823
"سحر","أي وقت مضى","unrelated","word","word",NA
"ملفت للانتباه","أطلق النار","unrelated","word","word",NA
"لعنة","حقا","unrelated","word","word",0.226703544949049
"شاطئ بحر","فاكس","unrelated","word","word",NA
"سخرية","انتصاب","unrelated","word","word",0.119030869811017
"ساذج","دكتور جامعى","unrelated","word","word",NA
"أرضية","أسير","unrelated","word","word",0.226844319066405
"ضفدع","شكر","unrelated","word","word",0.121299100532589
"سخيف","بشدة","unrelated","word","word",0.0930364107424441
"ورم","إصابة","unrelated","word","word",0.290773170436552
"تونة","قدر","unrelated","word","word",0.163531620788727
"مسافه: بعد","فيروس العوز المناعي البشري","unrelated","word","word",NA
"سرقة","الحب","unrelated","word","word",0.0655209209261467
"كنبة","متوسط","unrelated","word","word",0.120511772574326
"البحرية","الأنف","unrelated","word","word",0.191971127613294
"لاجئ","خاطئة","unrelated","word","word",0.083117405699937
"طبقة","قطة","unrelated","word","word",0.220811389789673
"راضي","غبي","unrelated","word","word",0.22450830430571
"طاقم","فستان","unrelated","word","word",0.108011270576946
"رصين","يخاف","unrelated","word","word",0.0710177520338279
"سيف","محفظة نقود","unrelated","word","word",NA
"مسدس","نعم","unrelated","word","word",0.19858152243851
"سلاح الفرسان","ألفا","unrelated","word","word",NA
"الأمان","نفي","unrelated","word","word",0.0337555268975734
"حلزون","إضافي","unrelated","word","word",0.192268026594911
"حساء","رخيص","unrelated","word","word",0.207435199047547
"حياة مهنية","كوميديا","unrelated","word","word",NA
"سمك القرش","إمبراطورية","unrelated","word","word",NA
"نحيف","قبض على","unrelated","word","word",NA
"مسمار","جذاب","unrelated","word","word",0.141671734355039
"ميل","كرة القدم","unrelated","word","word",NA
"غير ممكن","تحديث","unrelated","word","word",NA
"حائط","حمة","unrelated","word","word",0.0528217581360634
"جيد","كنيسة صغيرة","unrelated","word","word",NA
"عرض مختصر لفيلم","الإخبارية","unrelated","word","word",NA
"الصحافة","تنزه تجول","unrelated","word","word",NA
"حرج","أعلى","unrelated","word","word",0.17723355194542
"سياسات","يقبض على","unrelated","word","word",NA
"دخان","الغلاف الجوي","unrelated","word","word",NA
"التبغ","فاكهة","unrelated","word","word",0.284714652083235
"رب","قاتل","unrelated","word","word",0.138865890812675
"يركض","فريق","unrelated","word","word",0.116852084575331
"حديقة حيوان","نقاش","unrelated","word","word",NA
"محافظ حاكم","عديم القيمة","unrelated","word","word",NA
"جيب","وظيفي","unrelated","word","word",0.102606621812322
"السبيل","كآبة","unrelated","word","word",0.0874774186735188
"عصا","المحيط الأطلسي","unrelated","word","word",NA
"خمر","الإجمالية","unrelated","word","word",0.160603166760061
"الصيف","جثة","unrelated","word","word",0.022619003092165
"النبيل","منطقة","unrelated","word","word",0.120935698001157
"دفع","لحم","unrelated","word","word",0.105027068333168
"بقرة","طلب","unrelated","word","word",0.11082686716733
"شرف","بصلة","unrelated","word","word",0.142698483069756
"غرب","قطاع","unrelated","word","word",0.26502355989765
"النادي","مرض","unrelated","word","word",0.0701915322597302
"انطباع","بوابة","unrelated","word","word",0.0946238897336467
"حماس","حول","unrelated","word","word",0.11976165160527
"استعادة","مقر","unrelated","word","word",0.100633163520431
"بيت","إبهام","unrelated","word","word",0.0626828789920733
"أخت","حقيبة سفر","unrelated","word","word",NA
"شاكر","اطرش","unrelated","word","word",0.177014963070443
"جنوب","فندق صغير","unrelated","word","word",NA
"القمري","موقف سلوك","unrelated","word","word",NA
"مصباح","لقب","unrelated","word","word",0.133199373083789
"الشاهد","سلاح","unrelated","word","word",0.184241457774194
"ملعقة","بندقية","unrelated","word","word",0.288905059336165
"السكر","تقتيش","unrelated","word","word",0.177837163845748
"لا شيئ","طوعا، بمحض ارادتك","unrelated","word","word",NA
"ملاك","مقاتل","unrelated","word","word",0.241267265871996
"خاصية","تقييم","unrelated","word","word",0.103892942479479
"مقبول","بوسطن","unrelated","word","word",0.0961536049127357
"صاروخ","عروس","unrelated","word","word",0.143755538157176
"بوق","سمك","unrelated","word","word",0.274729967268685
"غدا","كاهن","unrelated","word","word",0.12365373328982
"فتاة","غاضب","unrelated","word","word",0.147274739936847
"زر","صغيرة","unrelated","word","word",0.159204986912201
"مراسل","بارد","unrelated","word","word",0.178813681732173
"علاقة","أسلحة","unrelated","word","word",0.169338256915223
"معدة","يدور في مدار","unrelated","word","word",NA
"كلية","الشيوعي","unrelated","word","word",0.146497280082412
"قليل","عصفور","unrelated","word","word",0.112263373699976
"عمر او قديم","صحافي","unrelated","word","word",NA
"مغلف","قبعة","unrelated","word","word",0.207042422613561
"الخرسانة","تأكل","unrelated","word","word",0.13390075203826
"كريم","يعبر","unrelated","word","word",0.0440325298261244
"صورة","رسالة","unrelated","word","word",0.348508726086829
"خاطئ - ظلم - يظلم","ساحرة","unrelated","word","word",NA
"الصيد","ماما","unrelated","word","word",0.180686629286333
