"tr_target","tr_cue","tr_fake_cue","tr_fake_target","en_cue","en_target"
"kasıtlı olarak","kazara","kaprogra","kasıtlı olventry","accidentally","intentionally"
"katil","katil","kakış","kapus","killer","murderer"
"kavga","mücâdele etmek","pennsylcâdele etmek","eğiga","combat","fight"
"kaybolma","ölüm","ölıl","kayayırma","death","disappearance"
"kayıt","kayıt","kaşaf","kacai","record","recording"
"kayıt etmek","kurtarmak","kuraçılmak","kayıt eijing","rescue","save"
"kaza","olay","quay","kalık","incident","accident"
"kazanan","beceriksiz","becerikyecek","kazabeth","loser","winner"
"kazanç","kazanmak","kakorkmak","kabald","gain","win"
"kedi","köpek","köunt","rildi","dog","cat"
"kek","tatlı","noklı","nsk","dessert","cake"
"kendinden emin","saygı","kengı","kendinden ransky","respect","confidence"
"kent","başkent","başekly","bunt","capital","city"
"kertenkele","kurbağa","ayakbağa","inançtenkele","frog","lizard"
"keskin nisanci","atıcı","garcı","keskin nisacarthy","shooter","sniper"
"kesmek","göz yaşı","göz ymody","dolmek","tear","cut"
"kibir","cehalet","cehaving","kigun","ignorance","arrogance"
"kibrit","turnuva","odaknuva","lütrit","tournament","match"
"kilit","anahtar","anahron","kiçuk","key","lock"
"kiraya veren","kiracı","kirapist","kiraya vgonfly","tenant","landlord"
"kiraya vermek","kiralama","kileceklama","kiraya veventry","hire","rent"
"kişilik","karakter","kachester","kişiıyor","character","personality"
"kitap","kutsal kitap","kutsal kcelyn","kiang","bible","book"
"kitle","kalabalık","kalabaworth","üçüle","crowd","audience"
"kırmak","paramparça etmek","transparamparça etmek","rulmak","smash","break"
"kış mevsimi","yaz","azz","kış mevsacock","summer","winter"
"kızlar","erkek","eriti","zaklar","boys","girls"
"klasik","tipik","tiena","kladel","typical","classic"
"klinik","hastane","açıktane","taynik","hospital","clinic"
"kocaman","büyük","bürao","kocahill","big","huge"
"koku","damak zevki","damak zenapps","kolet","taste","smell"
"kol","el","çe","byl","hand","arm"
"kol saati","bakmak","lunmak","kol svelt","look","watch"
"kolay","imkansız","imasılsız","komir","impossible","easy"
"kolye","yüzük","yüely","derye","ring","necklace"
"komedi","drama","asıma","eğitmedi","drama","comedy"
"komisyon üyesi","müfettiş","müfetines","komisyon üynimhhhh","inspector","commissioner"
"komünist","ırkçı","gazçı","komüward","racist","communist"
"konser","tur","arr","konnal","tour","concert"
"konum","durum","dular","kotik","status","position"
"konuşmak","konuşmak","kokorkmak","kokorkmak","talk","speak"
"konyak","rom","azm","konnus","rum","cognac"
"kopya","orijinal","aleyjinal","ifaya","original","copy"
"korku","korku","gönku","gönku","horror","fear"
"korkutmak","korkmak","martmak","korsarsmak","scare","frighten"
"kötü","iyi","yai","gittü","good","bad"
"kovalamak","takip etmek","takip ebably","kovalaurent","follow","chase"
"kovboy","rodeo","roiji","kovkit","rodeo","cowboy"
"köy","kamp","kave","fty","camp","village"
"koymak","sokmak","ranmak","yılmak","insert","put"
"kral","kraliçe","aileliçe","krus","queen","king"
"krallık","asil","asrt","gençlık","royal","kingdom"
"kriz","durum","dular","krrp","situation","crisis"
"küçük","biraz","bigis","küole","little","small"
"kulak","göz","maz","kurir","eye","ear"
"kullanmak","uygulamak","uygulaurent","kulkorkmak","apply","use"
"kum","çamur","çarah","erm","mud","sand"
"küresel","ulusal","adisal","küreborn","national","global"
"kurt","dayanmak","dakorkmak","kuza","bear","wolf"
"kurtarıcı","kahraman","programan","ajanstarıcı","hero","savior"
"kurul","komisyon","koilüzyon","kuçem","commission","committee"
"kuş","kelebek","kelenald","teş","butterfly","bird"
"kuvvet","kuvvet","radvet","gruvet","strength","force"
"kuzen","akraba","prograba","kukâr","relative","cousin"
"kuzey","güneş ışığı","güneş ışminsky","kubum","south","north"
"lezzetli","lezzetli","uçurzetli","uçurzetli","tasty","delicious"
"liberal","tutucu","tuturist","libeford","conservative","liberal"
"liman","koy","zly","liniz","bay","harbor"
"limuzin","taksi","girsi","limukesh","taxi","limousine"
"ling","ming","mice","lios","ming","ling"
"madalya","ganimet","ganiikie","maaşımya","trophy","medal"
"madalyon","eser","esqu","mailüzyon","artifact","medallion"
"mağaza","dükkan","hırkan","masforza","shop","store"
"mahkum","rehin","resüz","mahrow","hostage","prisoner"
"mahremiyet","özel","tiel","evergremiyet","private","privacy"
"makine","robot","rorıl","maaşımne","robot","machine"
"maksimum","minimum","mininist","maksirist","minimum","maximum"
"makul","adil","adrt","maers","fair","reasonable"
"mal sahibi","emlak","emrir","mal sahratch","property","owner"
"manastır","yetimhane","yeamanthane","maalıştır","orphanage","convent"
"manastır","tapınak şakak .. mabet","tapınak şakak ransky","maalıştır","temple","monastery"
"manipule etmek","kontrol","kontkün","pennsylnipule etmek","control","manipulate"
"mantıklı","açıklama","inanlama","manonaylı","explanation","plausible"
"masaj","yoga","garga","mapio","yoga","massage"
"matematik","fizik","fikum","matemaxwell","physics","mathematics"
"mavi","kahverengi","elektverengi","marun","brown","blue"
"mayonez","ketçap","ketşiı","mayodard","ketchup","mayonnaise"
"medeniyet","kültür","pastür","medeninally","culture","civilization"
"mekanik","teknik","tekdün","mekabart","technical","mechanical"
"mektup","telgraf","telgugh","mekcer","telegram","letter"
"mendil","kumaş","kuann","menmud","cloth","handkerchief"
"merhamet","bağışlama","bainançlama","açıkhamet","forgiveness","mercy"
"merhamet","sabır","sagei","açıkhamet","patience","compassion"
"merkez","temel","tehir","merdai","base","headquarters"
"mermi","kalibreli","kaspectreli","tutmi","caliber","bullet"
"metal","demir","dejın","menim","iron","metal"
"metre","kilometre","kilookingre","ayare","kilometer","meter"
"meydan okumak","engel","enrış","meydan okterfly","obstacle","challenge"
"meyve","elma","bahma","sıçve","apple","fruit"
"meyve suyu","süt","irt","meyve sacock","milk","juice"
"mezarlık","mezar","mekun","meaçıklık","grave","cemetery"
"mezun olmak","diploma","atışloma","mezun ooters","diploma","graduate"
"mide bulantısı","ishal","isley","mide bulantnimhhhh","diarrhea","nausea"
"mikrofon","kamera","edilmera","mikroiser","camera","microphone"
"mikroskop","teleskop","telescent","mikrospard","telescope","microscope"
"miktar","toplamak","adamlamak","ititar","sum","amount"
"milyar","milyon","unuyon","senyar","million","billion"
"mimar","mühendis","mühenlard","mirey","engineer","architect"
"misyon","görev","göbum","lamyon","task","mission"
"morfin","aspirin","aspicard","yumfin","aspirin","morphine"
"motel","otel","otch","modia","hotel","motel"
"motor","tank","taah","momim","tank","engine"
"mücevher","elmas","elçim","mücevland","diamond","jewel"
"müdür","üretici","ayırtici","müret","producer","director"
"muhtemelen","belki","sinki","elekttemelen","maybe","probably"
"muhteşem","sansasyonel","sansasyoworth","muhtecock","sensational","spectacular"
"mükemmel","ideal","kökal","mükemkins","ideal","perfect"
"mum","lamba","eyaba","erm","lamp","candle"
"müşteri","hasta","çıkta","ilerteri","patient","client"
"mutasyon","evrim","evdey","muilüzyon","evolution","mutation"
"mütevazı","mütevazı","mütenecekzı","mütenecekzı","humble","modest"
"mutlu","memnun","siknun","şeylu","satisfied","happy"
"müze","kütüphane","kümilkshane","verze","library","museum"
"müzik","caz","ltz","müdam","jazz","music"
"müzik aleti","alet","alci","müzik alaworld","tool","instrument"
"müzisyen","şarkıcı","oluşkıcı","müzisford","singer","musician"
"nadiren","ara sıra","ara slünç","nadialar","occasionally","rarely"
"nazik","yumuşak","yumumond","nakum","soft","gentle"
"neden","sebep","sedüt","nelim","reason","cause"
"nene","büyük baba","büyük bering","kanne","grandfather","grandmother"
"neşe","zevk","zepü","nerır","pleasure","joy"
"nihai","final","firüm","niite","final","ultimate"
"niyet","amaç","amgı","nimiz","purpose","intention"
"normal","sağlıklı","sağkrallı","gölmal","healthy","normal"
"nükleer","atomik","mitmik","martleer","atomic","nuclear"
"o","ne","öğ","tz","what","that"
"ödül","nobel","nomat","ödxa","nobel","prize"
"ödül","bonus","bosım","ödxa","bonus","reward"
"ofis","çalışma masası","çalışma masnimhhhh","gyis","desk","office"
"öfkelenmek","kızgınlık","kızuzaklık","öfkeöidürmek","anger","rage"
"oğlan","kız","azz","oğğiz","girl","boy"
"öğle yemeği","abur cubur","scyl cubur","öğle yemransky","snack","lunch"
"öğlen","gece yarısı","gece yarcarthy","öğsak","midnight","noon"
"öğretmek","öğrenmek","öğedilmek","öğedilmek","learn","teach"
"öğretmen","öğrenci","kangrenci","öğedilmen","student","teacher"
"oğul","kız evlat","kız ejong","uzul","daughter","son"
"öğüt vermek","tavsiye","progsiye","idiy vermek","advice","advise"
"oksijen","hava","haşim","oksilard","air","oxygen"
"okul","sınıf","sıgaç","trul","class","school"
"okyanus","deniz","decek","okyaberg","sea","ocean"
"olağan","sıradan","sırapist","olamus","ordinary","usual"
"olasılık","şans","şala","anımsılık","chance","possibility"
"ölçek","deney","derir","ölbas","experiment","test"
"öldürmek","zehir","zedem","ölzeltmek","poison","kill"
"olmak","meydana gelmek","meydana gerength","oldur","occur","happen"
"ölmek","katlanmak","onurlanmak","öldüy","suffer","die"
"ölü","canlı","şüplı","çıü","alive","dead"
"ölümcül","ölümcül","ölümpur","ölümfek","deadly","fatal"
"olumsuz","pozitif","pozilong","ucunsuz","positive","negative"
"on yıl","yüzyıl","yüzens","oncell","century","decade"
"onay","izin","vain","onhe","permission","approval"
"onaylamak","onayla","franla","ayırlamak","confirmation","confirm"
"öncelik","ikincil","ikinrer","öncedars","secondary","primary"
"önder","üye","bse","önyıp","member","leader"
"önem","anlam","ancik","önlt","meaning","importance"
"önemli","değerli","dekompli","ilerli","valuable","important"
"önermek","teklif etmek, önermek","desteklif etmek, önermek","aletmek","propose","suggest"
"onur","ayrıcalık","ayrıcaworth","onba","privilege","honor"
"orada","burada","prograda","kasda","here","there"
"ördek","kaz","ltz","örhım","goose","duck"
"ordu","lejyon","zilyon","lundu","legion","army"
"orman","orman","oryim","oryim","jungle","forest"
"otobüs","tren","reen","otoled","train","bus"
"oturmak","ayakta durmak","ayakta duuntry","edilmak","stand","sit"
"oy","çoğunluk","çodostluk","mb","majority","vote"
"oyun","oyna","gelna","crun","play","game"
"oyuncak","oyuncak bebek","oyuncak bginty","unutcak","doll","toy"
"oyuncu","koç","anç","unutcu","coach","player"
"özveri","sadakât","sadaleyn","alisveri","fidelity","devotion"
"paket","mektup","dantup","paham","envelope","package"
"pamuk","ipek","ippe","pahio","silk","cotton"
"para","peşin","pezım","kurra","cash","money"
"paragraf","bölüm","bötip","patentraf","section","paragraph"
"paranormal","doğaüstü","doolittüstü","paranordecek","supernatural","paranormal"
"parasal","bankacılık","elektkacılık","parapist","banking","financial"
"parça","fragman","itacman","olaça","fragment","piece"
"parfüm","ruj","noj","parlei","lipstick","perfume"
"parlak","parlaklık","parağırlık","parrir","shine","bright"
"parmak izi","dna","hqa","parmak ferty","dna","fingerprint"
"parti","resepsiyon","realitysiyon","olati","reception","party"
"partika","konu","koğim","eleştika","matter","particle"
"pasaport","bilet","bimiz","pasanell","ticket","passport"
"patlama","deprem","depmar","oyunlama","earthquake","explosion"
"patlatmak","patlamak","oyunlamak","patrickmak","burst","explode"
"patlayıcı","bomba","tesba","everglayıcı","bomb","explosive"
"patron","yönetici","yönetimothy","sorron","manager","boss"
"pazar","cumartesi","cugoldstesi","palün","Saturday","Sunday"
"pazarlama","reklâm","reknuk","parentslama","advertising","marketing"
"penis","vajina","alerjina","peğan","vagina","penis"
"perspektif","görüş","gönay","mildpektif","view","perspective"
"peynir","ekmek","eksil","kılnir","bread","cheese"
"pilot","astronot","astroving","pihur","astronaut","pilot"
"pis","edepsiz","chessiz","işs","nasty","filthy"
"planlama","hazırlık","hakrallık","unutlama","preparation","planning"
"plastik","çimento","çicristo","skantik","cement","plastic"
"poker","kumar","kuong","porum","gambling","poker"
"politik","kritik","tiptik","polisans","critical","political"
"politikacı","politika","politilecek","politikaminsky","policy","politician"
"portakal","yeşil","yeçun","anahtakal","green","orange"
"pratikte","kelimenin tam anlamıyla","ateşkelimenin tam anlamıyla","risktikte","literally","practically"
"prens","prenses","prenkül","priss","princess","prince"
"profesör","dekan","decep","profenell","dean","professor"
"profesyonel","amatör","uçutör","profesyoworth","amateur","professional"
"program","proje","suçje","proglıp","project","program"
"prosedür","işlem","işnal","proselans","process","procedure"
"protokol","kural","kunie","protosans","rule","protocol"
"prototip","model","mopar","protoudou","model","prototype"
"psikoloji","anatomi","oluştomi","elektkoloji","anatomy","psychology"
"psikolojik","tıbbi","swebi","psikoloughby","medical","psychological"
"puro","sigara içmek","sigara irength","redro","smoke","cigar"
"put","eşek","beek","nst","ass","butt"
"radyasyon","bulaşma","budistma","ölümyasyon","contamination","radiation"
"rahip","keşiş","kexer","rarok","monk","priest"
"rakip","düşman","benman","rahar","enemy","opponent"
"rakun","sincap","sinnük","radip","squirrel","raccoon"
"reaktör","jeneratör","jeneradecek","reakfast","generator","reactor"
"resmi","resmi olarak","resmi olhultz","mutmi","officially","official"
"ressam","sanatçı","sarockçı","mutsam","artist","painter"
"restoran","pub","umb","adamtoran","pub","restaurant"
"roma","sezar","sekie","çırma","caesar","rome"
"romantik","dramatik","eleşmatik","roürettik","dramatic","romantic"
"ruh","ruh","lch","och","soul","spirit"
"rüya","kâbus","kâxon","gizya","nightmare","dream"
"sabah","yarın","yalet","sadız","tomorrow","morning"
"sabah kahvaltısı","akşam yemegi","akşam yemaworld","sabah kahvaltnimhhhh","dinner","breakfast"
"sabotaj","casusluk","cablokluk","sabohers","espionage","sabotage"
"sadık","sadık","samaz","samaz","loyal","faithful"
"şafak","gun batimi","gun batrefly","şaeks","sunset","dawn"
"sağır","kör","cir","saliş","blind","deaf"
"sağlamak","etkinleştirme","blackskinleştirme","dostlamak","enable","provide"
"sahil","plaj","plüp","sasur","beach","coast"
"sahtekar","komplo","asislo","progtekar","conspiracy","fraud"
"şaka","hile","durle","şasem","trick","joke"
"sakal","saç","anç","sajik","hair","beard"
"sakinlik","sessizlik","ilişsizlik","saözellik","quiet","calm"
"saklamak","kapak","kahew","unutlamak","cover","hide"
"salak","aptal","apsim","sarir","fool","idiot"
"salata","çorba","depba","oğullata","soup","salad"
"saldırgan","kurban","kurnem","saldırford","victim","attacker"
"saldırı","istila","isaraçla","ayırdırı","invasion","attack"
"salı","pazartesi günü","pazartesi gnimhhhh","ğımlı","monday","tuesday"
"samimi","kişiye özel","kişiyeering","ailemimi","personal","intimate"
"şampanya","şarap","şazie","gençpanya","wine","champagne"
"şampiyonluk","yarışma","yaunutma","elektpiyonluk","competition","championship"
"samuray","ninja","ezija","samuiser","ninja","samurai"
"sandalye","tablo","şişlo","açıkdalye","table","chair"
"şantaj","rüşvet","rüşkil","şanhis","bribe","blackmail"
"santimetre","mil","oll","augustimetre","mile","centimeter"
"şapel","kilise","kiönemse","şabit","church","chapel"
"şapka","kask","kauf","teyka","helmet","hat"
"sarhoş","ayık","ayah","saryik","sober","drunk"
"sarı","kırmızı","edilmızı","ayırı","red","yellow"
"sarılmak","öpücük","meycük","sainanmak","kiss","hug"
"şarkı","albüm","alguk","içekı","album","song"
"satış","açık arttırma","açık arttınapps","sagit","auction","sale"
"satmak","satın almak","satın aoking","tılmak","buy","sell"
"savaş","savaş","sazör","sanif","war","battle"
"savaş alanı","arena","mehna","savaş alterfly","arena","battlefield"
"savaşçı","asker","asyip","sarockçı","soldier","warrior"
"savaşçı","şampiyon","gençpiyon","sarockçı","champion","fighter"
"savcı","avukat","avunel","evicı","lawyer","prosecutor"
"savunmak","korumak","korubens","saulaşmak","protect","defend"
"saygıdeğer","hak etmek","hak eşizm","saygıdelight","deserve","worthy"
"sayım","baron","bacar","sapor","baron","countess"
"seçenek","seçim","seras","seçeling","choice","option"
"seçim","kampanya","oyunpanya","sekır","campaign","election"
"seçme","seç","ünç","günme","choose","select"
"seçmen","aday","quay","günmen","candidate","voter"
"şef","pişirmek","piöpüşmek","arf","cook","chef"
"sefalet","yoksulluk","yokdostluk","sefaiziy","poverty","misery"
"selamlamak","tebrik etmek","tebrik eality","sedeceklamak","congratulate","greet"
"sembol","bayrak","mevrak","tipbol","flag","symbol"
"semt","ilçe","ilşim","seae","county","district"
"senato","parlamento","parlagraysto","senapark","parliament","senate"
"senatör","vali","revli","senakavt","governor","senator"
"sendrom","semptom","semphen","sendvut","symptom","syndrome"
"serebral","beyin","betık","seballral","brain","cerebral"
"sergi","galeri","veynleri","yangi","gallery","exhibition"
"serin","ılık","mjık","senar","warm","cool"
"sert","zorlu","tuklu","eart","tough","hard"
"ses","gürültü, ses","gürültüuntry","lms","noise","sound"
"sessizlik","sessiz","gülsiz","ilişsizlik","silent","silence"
"sevgili","metres","metvar","inangili","mistress","lover"
"sevimli","güzel","gükım","semertli","nice","lovely"
"şeytan","melek","meway","muttan","angel","devil"
"sezgi","içgüdüsel","içgüdüworth","bosgi","instinct","intuition"
"şiddetle","sıkıca","sıuzunca","testdetle","firmly","strongly"
"şifre","kodu","ruldu","tayre","code","password"
"sigara","tütün","tünie","omurgara","tobacco","cigarette"
"sihirbaz","büyü","bümis","sihirrell","magic","wizard"
"şiir","metin","memem","şitün","text","poem"
"silah","tüfek","tüiss","sişir","rifle","gun"
"silâh","tabanca","taaçıkca","simax","pistol","weapon"
"sinirli","kıskanç","kısrack","sikompli","jealous","angry"
"sinirli","endişeli","endiamondli","sikompli","worried","nervous"
"sinyal","sıklık","norlık","turyal","frequency","signal"
"sipariş","emretmek","emedilmek","sipamond","command","order"
"şirin","tatlı","noklı","şiler","sweet","cute"
"sirk","hayvanat bahçesi","hayvanat bahçnimhhhh","siby","zoo","circus"
"şirket","şirket","donket","posket","company","corporation"
"sis","bulut","bufee","rns","cloud","fog"
"şişe","bardak","barkus","şitun","glass","bottle"
"sistem","ağ","ña","sisnon","network","system"
"siyah","beyaz","behio","sinıt","white","black"
"siyaset","gazetecilik","gazeteciaworld","siyaring","journalism","politics"
"sıcaklık","sıcaklık","sıağırlık","sıağırlık","heat","temperature"
"şık","moda","numda","ozk","fashionable","elegant"
"sıklıkla","bazen","bania","kartlıkla","sometimes","often"
"şırınga","iğne","ödüne","şımortga","needle","syringe"
"sırt çantası","kutu","kusız","augus çantası","box","bag"
"sıvı","sıvı","sıkol","sıfuz","liquid","fluid"
"sıvı yağ","kömür","kölua","sıvırinç","coal","oil"
"skandal","dedikodu","dedirecekdu","skanrer","gossip","scandal"
"soba","fırın","fızam","şamba","oven","stove"
"soda","limonata","livingsnata","nizda","lemonade","soda"
"soğan","sarımsak","saunutsak","sored","garlic","onion"
"soğuk","sıcak","sıdır","sotav","hot","cold"
"sokak","köşe","kögan","sodeş","corner","alley"
"sokak","bulvar","bulyüm","sodeş","avenue","street"
"sonbahar","bahar","baund","sonbaking","spring","autumn"
"sonsuza kadar","sonsuz","sonlan","sonsuza kminsky","eternal","forever"
"sonuç","sonuç","sodeh","soute","result","outcome"
"sonuçta","nihayet","nihamish","soboksta","finally","eventually"
"sor","soru","sonün","arr","question","ask"
"sorumsuz","makul olmayan","makul olmventry","sorumland","unreasonable","irresponsible"
"sorun","sorun","soney","soney","trouble","problem"
"sos","krem","krwn","res","cream","sauce"
"soyadı","takma ad","takmavenk","soalındı","nickname","surname"
"soygun","çalınması","çaazaltması","soylia","theft","robbery"
"söylemek","söylemek","söyleopar","söyleopar","say","tell"
"soymak","çalmak","devmak","vaşmak","steal","rob"
"söz vermek","garanti","gaeleşti","söz vevinç","guarantee","promise"
"spagetti","lazanya","lauderya","eşitgetti","lasagna","spaghetti"
"spor","hobi","içebi","spnt","hobby","sport"
"stil","ritim","ridan","zeil","rhythm","style"
"strateji","plan","auan","straterecek","plan","strategy"
"suç","günah","gücie","anç","sin","crime"
"suçlama","şikayet","şikazanç","inanlama","complaint","accusation"
"suçlu","masum","macen","baslu","innocent","guilty"
"şükran","misafirperverlik","pennsylsafirperverlik","lafran","hospitality","gratitude"
"şüpheli","şüphe","canhe","ulaşheli","doubt","suspect"
"sürekli","her zaman","her znesy","süçiftli","always","constantly"
"sürmek","sürmek","vetmek","fetmek","drive","ride"
"sürücü","yolcu","sağcu","sürüford","passenger","driver"
"susuzluk","açlık","açgöz","suikasluk","hunger","thirst"
"tabak","tas","hts","tageç","bowl","plate"
"tabur","alay","alkı","tagel","regiment","battalion"
"taht","taç","anç","tawa","crown","throne"
"takdir etmek","beğenmek","beişitmek","takdir eisand","admire","appreciate"
"takım","lig","igg","tayun","league","team"
"takvim","takvim","takbün","takzır","calendar","schedule"
"talihsizlik","talihsiz","taönemsiz","taurantsizlik","unfortunate","misfortune"
"tam dolu","boş","meş","tam dsend","empty","full"
"tamamen","kesinlikle","kedeceklikle","tamaaşıy","absolutely","completely"
"tamamlamak","toplam","toptük","taeverglamak","total","complete"
"tamirat","düzeltmek","düödeşmek","tamiting","fix","repair"
"tanıklık","tanık","tahar","takançlık","witness","testimony"
"tanım","kavram","kavlıp","tamüş","concept","definition"
"tanım","profil","prosur","tamüş","profile","description"
"tanımak","tanımak","tanıford","tanıford","recognize","knew"
"tanışmak","görmek","renmek","takorkmak","see","meet"
"tartışma","konuşma","kokorkma","açıktışma","conversation","discussion"
"taş","kaya","kasin","geş","rock","stone"
"tatil","noel","noyum","taung","christmas","holiday"
"tavşan","tilki","wheki","tavrik","fox","rabbit"
"tedavi","terapi","prograpi","tedaland","therapy","treatment"
"teğmen","çavuş","çapai","acamen","sergeant","lieutenant"
"tehlike","risk","rijo","adamlike","risk","danger"
"tehlikeli","riskli","vinçli","abartlikeli","risky","dangerous"
"teknik","yöntem","yönrüz","tekdün","method","technique"
"tel","kablo","onulo","byl","cable","wire"
"telefon","aramak","ğırmak","teleiser","call","telephone"
"televizyon","radyo","gruyo","telenecekyon","radio","television"
"temmuz","haziran","haziford","temnün","june","july"
"tenis","golf","goda","temat","golf","tennis"
"teori","fikir","fimus","tekem","idea","theory"
"tereyağı","bal","hél","terenecekğı","honey","butter"
"terk etmek","çıkmak","ratmak","terk esett","leave","abandon"
"teşekkür etmek","minnettar","kartnettar","teşekkür eventry","grateful","thank"
"tiyatro","sinema","siayırma","tisenkro","cinema","theater"
"topçu","süvari","bratvari","kukçu","cavalry","artillery"
"toplamak","toplamak","adamlamak","adamlamak","collect","gather"
"toplantı","konferans","konfecock","odaklantı","conference","meeting"
"toplum","toplum","toptük","toprar","society","community"
"tören","ritüel","öpüştüel","tömuz","ritual","ceremony"
"toz","kül","hél","maz","ash","dust"
"tozlu","paslı","şırlı","yutlu","rusty","dusty"
"trajik","üzgün","üzvet","travol","sad","tragic"
"tüccar","reklam","maclam","beşcar","commercial","merchant"
"tünel","köprü","eyarü","tüjik","bridge","tunnel"
"türkiye","tavuk","taurt","lovskiye","chicken","turkey"
"tut","tutmak","mermak","urt","hold","keep"
"tutku","heves","hefil","merku","enthusiasm","passion"
"tutuklamak","cezalandırmak","cezalandırenerys","tuinançlamak","punish","arrest"
"üç","1","öb","uu","one","three"
"üçgen","daire","dakun","üçana","circle","triangle"
"üçlü","çift","çinç","maclü","double","triple"
"uçmak","kara","kadım","uçğım","land","fly"
"uçuş","iniş","inec","uçmu","landing","flight"
"ucuz","masraflı","mashırslı","iguz","expensive","cheap"
"ulus","ülke","tehke","bius","country","nation"
"un","tahıl","taadi","öy","grain","flour"
"üniforma","rozet","rorod","utanforma","badge","uniform"
"üniversite","kolej","kocom","macgyversite","college","university"
"ünlü","popüler","popürick","stelü","popular","famous"
"üretim","fabrika","atışrika","zettim","factory","production"
"üretmek","oluşturmak","adamturmak","seltmek","create","produce"
"ürpertici","korkutucu","elektkutucu","üraugustici","scary","creepy"
"ürün","marka","adaka","ürwe","brand","product"
"üst","daha düşük","daha ddilly","itt","lower","upper"
"uyarılmış","gurur duymak","gurur duditch","ailerılmış","proud","excited"
"uydu","radar","ramün","dindu","radar","satellite"
"uygulamak","asılı","çaklı","uygulaurent","hanging","execution"
"uyum","denge","sahge","fium","balance","harmony"
"uyumak","dinlenmek","dinedilmek","yükmak","rest","sleep"
"uzman","uzman","uzyim","uzyim","expert","specialist"
"uzun","kısa","kımız","ryun","short","long"
"uzunluk","boyut","bokok","omuzluk","size","length"
"vaaz","konuşma","kokorkma","vacek","speech","sermon"
"vadi","çöl","hél","valar","desert","valley"
"vampir","zombi","adibi","vamamı","zombie","vampire"
"vanilya","tarçın","tarvir","vatrakya","cinnamon","vanilla"
"varlık","hazine","hapartne","geçlık","treasure","wealth"
"varsayım","çözüm","çötez","varsaatin","conclusion","assumption"
"venüs","mars","maım","veter","mars","venus"
"verici","sensör","senhon","veriarty","sensor","transmitter"
"verim","göstermek","gösedilmek","vemız","show","performance"
"vermek","teklif","tekhur","rülmek","offer","give"
"video","dvd","mäd","viloz","dvd","video"
"vitamin","protein","kenttein","vitaokul","protein","vitamin"
"votka","viski","çokki","sınka","whiskey","vodka"
"vuruş","vurmak","zanmak","vubor","hit","strike"
"yabancı","olağan dışı","olağan dmestr","yaakılcı","unusual","strange"
"yabancı","ufo","övo","yaakılcı","ufo","alien"
"yakalamak","yakalamak","yakalaurent","yakalaurent","grab","catch"
"yakıt","gaz","ltz","yaama","gas","fuel"
"yalamak","emmek","emzir","yalauren","suck","lick"
"yalancı","yalan","yafet","yaakılcı","lie","liar"
"yalnız","tek başına","tek başmecek","ununız","alone","lonely"
"yanak","dudak","dukus","yaşun","lip","cheek"
"yanliş","numara yapmak","numara yacarthy","yannür","fake","FALSE"
"yapay","doğal","dopoc","yahım","natural","artificial"
"yapı","inşaat","inşairin","yakip","construction","build"
"yapı","piramit","piraward","yakip","pyramid","structure"
"yapmak","yapmak","lışmak","lışmak","make","do"
"yara izi","dövme","brome","yaraesar","tattoo","scar"
"yarasa adam","süpermen","süedilmen","yarasaterly","superman","batman"
"yaratıcılık","hayal gücü","hayal gberty","yaratıcıgonfly","imagination","creativity"
"yaratık","canavar","canading","yarapist","monster","creature"
"yardım","yardım edin","yardım banks","tutdım","help","assist"
"yardım","destek","desque","tutdım","support","assistance"
"yarış","maraton","marapist","yacon","marathon","race"
"yasaklamak","yasaklı","yaağırlı","yaeverglamak","forbidden","prohibit"
"yasal","yasadışı","yasadırecek","yarır","illegal","legal"
"yatak","divan","dizüs","yanüp","sofa","bed"
"yatak odası","oda","üra","yatak odterfly","room","bedroom"
"yatırım","finansman","figoldman","yatıimak","finance","invest"
"yatırımcı","bankacı","unutkacı","yatırımworth","banker","investor"
"yazar","şair","şatan","yakun","poet","writer"
"yazı","okuma","hasma","yamaz","reading","writing"
"yazı yazmak","okuman","patman","yazı yarissy","read","write"
"yem","tuzak kurmak","tuzak kuhultz","izm","trap","bait"
"yemek","beslemek","adamlemek","yetin","feed","eat"
"yemek","yiyecek","yiworth","yetin","food","meal"
"yemin","küfür","kükot","yeral","swear","oath"
"yengeç burcu","tümör","tüsıi","yengeç buality","tumor","cancer"
"yenilemek","taze","tarın","yenileopold","fresh","refresh"
"yenmek","zafer","zamik","hızmek","victory","defeat"
"yer","yer","cir","otr","place","location"
"yerel","bölgesel","bölgetirt","yecon","regional","local"
"yerine geçmek","yer değiştirmek","yer değiştigonfly","yerine geterfly","replace","substitute"
"yetenek","potansiyel","potansihardt","yeteling","potential","talent"
"yeterli","yeterli","yekompli","yekompli","enough","sufficient"
"yetki","yargı","tutgı","milki","jurisdiction","authority"
"yıkama","temiz","teken","yıunutma","clean","wash"
"yıkım","yaratma","yaayırma","yırol","creation","destruction"
"yılan","solucan","solubert","yığiz","worm","snake"
"yıldız","ünlü","memlü","yılzör","celebrity","star"
"yoğunlaşmak","odak","ömak","yoğunoturtmak","focus","concentrate"
"yokluk","mevcudiyet","mevcudilocks","balluk","presence","absence"
"yol","güzergah","güzereter","ull","route","path"
"yönetim","yönetmek","yöezilmek","yöneider","management","administrative"
"yörünge","gezegen","gezerick","yöesirge","planet","orbit"
"yudumlamak","düşürmek","düriltmek","yueverglamak","drop","sip"
