tr_cue,tr_target,type,cue_type,target_type,tr_cosine
tırmanmak,zıplamak,related,word,word,0.611052552182626
cephanelik,tüfekhane,related,word,word,
kalkan,zırh,related,word,word,0.345498996717591
kötülük,zulüm,related,word,word,0.472154218603344
kapasite,domuz,unrelated,word,word,0.0672689304711464
hadise,sarılmak,unrelated,word,word,0.0539012688994666
refakat etmek,ev sahibi,unrelated,word,word,
aktif,güverte,unrelated,word,word,0.0940048180008567
numara,eğitim,unrelated,word,word,0.0569456929552975
tavsiye,uzunluk,unrelated,word,word,0.147480925981044
firma,hortum,unrelated,word,word,0.138048853676572
tetikte,yıkamak,unrelated,word,word,0.100315990534626
köşe,bakım,unrelated,word,word,0.126403570696041
arı,uzaklaştırmak,unrelated,word,word,0.128006115962666
ev,ameliyat,unrelated,word,word,0.108148441711647
izin,alaycı,unrelated,word,word,0.0605211024027361
lejyon,döndürmek,unrelated,word,word,0.127499976359207
dönmek,diş,unrelated,word,word,0.0774507353315275
süvari,aksan,unrelated,word,word,0.131374342969578
soru,şeytan,unrelated,word,word,0.0874491326972781
paralı asker,kum,unrelated,word,word,
yardım etmek,ünvan,unrelated,word,word,
çıkarım,minnettarlık,unrelated,word,word,0.0956243632541659
çevre,aşk,unrelated,word,word,0.127879996583017
denemek,kale,unrelated,word,word,0.0440333093575668
dikkat,sonbahar,unrelated,word,word,0.0800603601168107
kalabalık,samuray,unrelated,word,word,0.114244274307829
kutu,kardinal,unrelated,word,word,0.101638284755533
kulüp,klasik,unrelated,word,word,0.132753565767244
duş,başarısızlık,unrelated,word,word,0.0682901252609715
alay,oturmak,unrelated,word,word,0.113383135701762
arena,öğretmek,unrelated,word,word,0.0927115772098301
saç,watson,unrelated,word,word,0.141927230993441
oda,arkadaşlık,unrelated,word,word,0.115280404855742
güvenmek,sevgili,unrelated,word,word,0.14882474230458
milyon,ördek,unrelated,word,word,0.0389975324847386
rüşvet,kızlar,unrelated,word,word,0.0830570051753381
kız,analiz,unrelated,word,word,0.0905895213864579
çizik,rakip,unrelated,word,word,0.0813618649329662
inşaat,mum,unrelated,word,word,0.0989997454442959
kazmak,futbol,unrelated,word,word,0.115024999678711
sanayi,alfa,unrelated,word,word,0.033038146287591
bal,hesaplamak,unrelated,word,word,0.140142659410124
satıcı,neşe,unrelated,word,word,0.0595596627493443
merhaba,araba,unrelated,word,word,0.0832908679536015
tümör,otorite,unrelated,word,word,0.113288426843806
gözlük,duymak,unrelated,word,word,0.143212790727478
komutan,enfeksiyon,unrelated,word,word,0.0330474691110106
piskopos,tiyatro,unrelated,word,word,0.149456309432009
yük,ay ile ilgili,unrelated,word,word,
zemin,yunan,unrelated,word,word,0.125677707892783
mezar,eşlik etmek,unrelated,word,word,
mil,fidye,unrelated,word,word,0.0683303808376857
ritüel,anne,unrelated,word,word,0.13347088335627
engel,üniforma,unrelated,word,word,0.117739885182648
takip etmek,sirk,unrelated,word,word,
dudak,yazar,unrelated,word,word,0.112503098833424
mide,poker,unrelated,word,word,0.135842543082414
şeker,daima,unrelated,word,word,0.0553114785615873
katolik,önermek,unrelated,word,word,0.139560182498242
tüttürmek,olasılık,unrelated,word,word,0.0599034684839528
hayvanat bahçesi,tutum,unrelated,word,word,
başkent,romantik,unrelated,word,word,0.0272697606163433
kültür,asabi,unrelated,word,word,0.145392364916529
hastane,gelişim,unrelated,word,word,0.132127915683591
açmak,takım,unrelated,word,word,0.0577772019982467
kilitli,topçu,unrelated,word,word,0.0749838185275229
kabin,devam etmek,unrelated,word,word,
fincan,değersiz,unrelated,word,word,0.0584104046206437
rom,uzak,unrelated,word,word,0.119848464435984
sıcak,prosedür,unrelated,word,word,0.0866327641557232
navigasyon,krallık,unrelated,word,word,0.0521018780114077
ırkçı,gösteri,unrelated,word,word,0.0679945120246311
toplam,kadın garson,unrelated,word,word,
kesinlikle,soygunculuk,unrelated,word,word,0.0544511740428335
yazılım,acıkmış,unrelated,word,word,0.0349077956318871
odaklanma,yasaklamak,unrelated,word,word,0.0842168980084466
saygı,profesör,unrelated,word,word,0.053427140050314
onay,profesyonel,unrelated,word,word,0.106958537012404
daima,bilgisayar,unrelated,word,word,0.0519522679490681
kanun,çocukluk,unrelated,word,word,0.114648455913628
içermek,cumhurbaşkanı,unrelated,word,word,0.114055718716255
ilerlemek,mayonez,unrelated,word,word,0.136275484172937
yetimhane,neden,unrelated,word,word,0.0860177166460495
orijinal,vaat,unrelated,word,word,0.0557259312145535
yanlış,olay,unrelated,word,word,0.136574808730928
hayal gücü,filo,unrelated,word,word,
canavar,şapel,unrelated,word,word,0.132355240320539
dansçı,biyoloji,unrelated,word,word,0.086865395913064
risk,ıslak,unrelated,word,word,0.0525904477083195
riskli,idrar,unrelated,word,word,0.148270169113893
kör,kişilik,unrelated,word,word,0.0608032414991372
yüzyıl,aksine,unrelated,word,word,0.117173627609914
zafer,bıçak,unrelated,word,word,0.107229451789245
korumak,yapı,unrelated,word,word,0.130882507175063
özgürlük,sağır,unrelated,word,word,0.118597692504879
protesto,hayatta kalmak,unrelated,word,word,
varış,goril,unrelated,word,word,0.0124701144019404
kader,pastırma,unrelated,word,word,0.0767512591851631
ajan,batılı,unrelated,word,word,0.0938598245084969
cesaret,"incelemek, bulmak",unrelated,word,word,
ilerleme,hristiyan,unrelated,word,word,0.138331723506311
çip,sürmek,unrelated,word,word,0.137756314393093
acı çekmek,alımlı,unrelated,word,word,
benzer,oğul,unrelated,word,word,0.0984176986223155
vız,şişe,unrelated,word,word,0.0927781579837274
kirli,terk etmek,unrelated,word,word,
istifa,yenilemek,unrelated,word,word,0.134240711302569
anlaşmazlık,albay,unrelated,word,word,0.0975846819335909
engellemek,morluk,unrelated,word,word,0.105188821944477
tanrı,işletme,unrelated,word,word,0.146192891758385
ünite,evlilik,unrelated,word,word,0.0806324498325373
pound,salak,unrelated,word,word,0.104094443223234
pencere,karınca,unrelated,word,word,0.140952681118168
boyamak,adrenalin,unrelated,word,word,0.00872700181331985
etek,araştırmacı,unrelated,word,word,0.0725860144038746
yolcu,ses,unrelated,word,word,0.136058935930948
alkol,mutlu,unrelated,word,word,0.0983271799718092
ayık,geniş,unrelated,word,word,0.133959970364136
kaz,ağır şekilde,unrelated,word,word,
kül,selamlamak,unrelated,word,word,0.115072863256037
barut,firari,unrelated,word,word,0.105645148218142
göz,yanıt,unrelated,word,word,0.131631251194701
batı,yemek,unrelated,word,word,0.0390582443156445
tesir,üçlü,unrelated,word,word,0.114898831039853
manyetik,emir,unrelated,word,word,0.0794322025802254
moda,kaydetme,unrelated,word,word,0.102868453041336
zihinsel,bar,unrelated,word,word,0.0583137120095476
çıkış,yalancı,unrelated,word,word,0.10315292319911
veba,uyumak,unrelated,word,word,0.107188233642956
teçhizat,dürüst,unrelated,word,word,0.100089136735557
gözlem,taht,unrelated,word,word,0.0626563505180406
nihayet,bot,unrelated,word,word,0.133155417877181
azımsamak,mikrofon,unrelated,word,word,
gururlu,eroin,unrelated,word,word,0.0142974540926516
affetmek,gösteri,unrelated,word,word,0.112270205830929
asmak,girişimci,unrelated,word,word,0.142249397657899
galeri,uyuşturucu,unrelated,word,word,0.106546787006401
beklemek,psikolojik,unrelated,word,word,0.101264565293028
sadık,nükleer,unrelated,word,word,0.0851468295176621
gerçeklik,ağaç,unrelated,word,word,0.134513474078047
yavaş,hükümet,unrelated,word,word,0.120064841922483
koloni,gey,unrelated,word,word,0.117377104813803
izlenim,metal,unrelated,word,word,0.0170535375027145
duvar,manipule etmek,unrelated,word,word,
karnaval,saygıdeğer,unrelated,word,word,0.123220353945574
edepsiz,gök gürültüsü,unrelated,word,word,
aramak,tereyağı,unrelated,word,word,0.0648422020551142
dna,skandal,unrelated,word,word,0.0894514047845173
köpek balığı,kod,unrelated,word,word,
avcılık,çökmek,unrelated,word,word,0.0630692875042109
bitki,anlaşma,unrelated,word,word,0.137523901838733
sıvı,apartman,unrelated,word,word,0.110894213848525
konmak,stil,unrelated,word,word,0.0814272379599145
güç,kahve,unrelated,word,word,0.0789822324412217
ilelebet,nakletmek,unrelated,word,word,0.126101095006659
özgürce,orada,unrelated,word,word,0.125039760697838
ingilizce,azaltmak,unrelated,word,word,0.0777982587272694
ürkütmek,zayıf,unrelated,word,word,0.0884218384748638
oynamak,faks,unrelated,word,word,0.0816872390886799
biriktirmek,sessizlik,unrelated,word,word,0.0953364716517264
doğal olarak,milyar,unrelated,word,word,
yumuşak,kazanan,unrelated,word,word,0.130896310681976
erkekler,gözlemek,unrelated,word,word,0.0838336285477774
ulusal,kopya,unrelated,word,word,0.110818998099032
girmek,boyun,unrelated,word,word,0.078222934363213
yönetim,bulundurmak,unrelated,word,word,0.1330642721959
diploma,devralmak,unrelated,word,word,0.12386587050294
kilo,samimi,unrelated,word,word,0.0383613722043499
roma,makul,unrelated,word,word,0.128580915866857
masum,ifade etmek,unrelated,word,word,
yanılsama,fazladan,unrelated,word,word,0.138756908320145
sandviç,kullanmak,unrelated,word,word,0.0747342914264299
sopa,tanışmak,unrelated,word,word,0.145261224080337
memnun,zamanlayıcı,unrelated,word,word,0.0571804470257055
koy,borç,unrelated,word,word,0.0666527032163745
üs,elektrikli,unrelated,word,word,0.0870266890997536
düşük,günah çıkartmak,unrelated,word,word,
haşmet,başparmak,unrelated,word,word,0.140337067715957
yol,davranmak,unrelated,word,word,0.136347213555193
çatlak,psikoloji,unrelated,word,word,0.133337995524571
noel,tüfekhane,unrelated,word,word,
edepli,alet,unrelated,word,word,0.127930333600105
dehşetli,lider,unrelated,word,word,0.122064547142853
pompa,destek olmak,unrelated,word,word,
büyük,kurtarıcı,unrelated,word,word,0.14933287622798
karbon,barınak,unrelated,word,word,0.0473842338590947
kâr,yazma,unrelated,word,word,0.105335410023148
işaret etmek,merhamet,unrelated,word,word,
veri,absürt,unrelated,word,word,0.0849721498566343
miras,temmuz,unrelated,word,word,0.0632649321473384
doz,belge,unrelated,word,word,0.07784020058624
sorgulama,sakal,unrelated,word,word,0.138210923267245
heyecanlı,düpedüz,unrelated,word,word,0.0624709473332619
kişisel,susuzluk,unrelated,word,word,0.109881020923935
içgüdü,okul,unrelated,word,word,-0.0104426286375508
finansman,şüphelenmek,unrelated,word,word,0.134014574448474
hile,belirtmek,unrelated,word,word,0.118864415885104
muhabir,yüzmek,unrelated,word,word,0.0895111810807192
zevk,lokal,unrelated,word,word,0.105369807991392
mahkeme,yerine geçirmek,unrelated,word,word,
süt,tanıklık,unrelated,word,word,0.0888745366377682
haziran,zulüm,unrelated,word,word,0.0869093247388928
tırmanmak,fonlama,unrelated,word,word,
intikam,pamuk,unrelated,word,word,0.0850664503585674
kraliçe,soda,unrelated,word,word,0.0704304194774344
asil,fiyat,unrelated,word,word,0.101956997450057
tanımak,sonuçta,unrelated,word,word,0.136765497195473
deneyim,bağlamak,unrelated,word,word,0.113113860330284
kiracı,popo,unrelated,word,word,0.0777839292334143
ilk,gücendirmek,unrelated,word,word,0.0937942956541139
üye,nihai,unrelated,word,word,0.0807668923281605
seminer,et,unrelated,word,word,0.0993326037279706
söylence,sergi,unrelated,word,word,0.128026027237948
müsaade,cehennem,unrelated,word,word,0.0912768756152432
olasılık,hazırlamak,unrelated,word,word,0.110439050705581
taksi,alçakgönüllü,unrelated,word,word,0.120150098255713
ejderha,yokluk,unrelated,word,word,0.08588799496999
böbrek,hoşçakal,unrelated,word,word,0.106738992075056
kurbağa,yatak odası,unrelated,word,word,
bölgesel,pasta,unrelated,word,word,0.112495721357158
tek başına,akışkan,unrelated,word,word,
kısa,masaj,unrelated,word,word,0.0971569605984859
nefret,başarmak,unrelated,word,word,0.0902953106426792
abur cubur,prototip,unrelated,word,word,
robot,genellikle,unrelated,word,word,0.0559850535719494
playboy,bölge,unrelated,word,word,0.0301571952550808
dadı,önem,unrelated,word,word,0.0502272567376534
hizmet,doğrulamak,unrelated,word,word,0.0753375916652859
pusula,hamilelik,unrelated,word,word,0.0903410942037604
boşanmak,tehlikeli,unrelated,word,word,0.0820243094064775
yoga,tünel,unrelated,word,word,0.0841713842653202
şerif,planlama,unrelated,word,word,0.122955395213893
yiyecek,komisyon üyesi,unrelated,word,word,
domuz,kalkış,unrelated,word,word,0.133209785015775
ganimet,alıkoymak,unrelated,word,word,0.13786362742451
demir,bencil,unrelated,word,word,0.0707388104153296
kilometre,onur,unrelated,word,word,0.0803156778354876
sivil,yeğen,unrelated,word,word,0.106446467663062
yansıma,kovalamak,unrelated,word,word,0.0829816836397708
hata,peynir,unrelated,word,word,0.111531795588524
kombinasyon,iyileşmek,unrelated,word,word,0.14122068156688
mütevazı,iletişim,unrelated,word,word,0.101464643662947
peşin,yazgı,unrelated,word,word,0.0977714026189873
ekran,erken,unrelated,word,word,0.100266076728608
yarın,ebeveyn,unrelated,word,word,0.102485111208538
aspirin,yörünge,unrelated,word,word,0.0683925610743868
tepe,reaktör,unrelated,word,word,0.145940372946299
sinir,gümüş,unrelated,word,word,0.0660207024754413
kütüphane,ucuz,unrelated,word,word,0.124873035587446
caz,kıyı,unrelated,word,word,0.131590500780894
evrim,kuzen,unrelated,word,word,0.047975842741946
gizli,medeniyet,unrelated,word,word,0.108839613088766
soyunmuş,mağlubiyet,unrelated,word,word,0.138333497482384
gerekli,sırt çantası,unrelated,word,word,
gece yarısı,göndermek,unrelated,word,word,
sağlıklı,özür,unrelated,word,word,0.0915743171698849
atomik,vadi,unrelated,word,word,0.0726209806054385
çalışma masası,çelik,unrelated,word,word,
resmi olarak,havalandırma,unrelated,word,word,
sarımsak,kapalı,unrelated,word,word,0.133367495083127
emlak,kutsal,unrelated,word,word,0.120643697318618
hava,aile,unrelated,word,word,0.133104823467098
mektup,çekiç,unrelated,word,word,0.118780725834752
ızdırap,motor,unrelated,word,word,0.11710494432305
sanatçı,vurmak,unrelated,word,word,0.104631410081974
yetişkin,imparator,unrelated,word,word,0.134292876532109
coşku,harcamak,unrelated,word,word,0.0738193192754566
yarıçap,ummak,unrelated,word,word,0.118496357922942
karakter,hassas,unrelated,word,word,0.146687267560216
resim,hidrojen,unrelated,word,word,0.108642947857965
imzalamak,konu,unrelated,word,word,0.0513050638311132
sözlük,hasta,unrelated,word,word,0.136675359560738
cinsel,olmak,unrelated,word,word,0.112535585439755
fragman,kızgın,unrelated,word,word,0.103326837093305
tablet,yakıt,unrelated,word,word,0.116433769020117
astronot,gelmek,unrelated,word,word,0.127148774436765
çimento,dünya,unrelated,word,word,0.10092726271669
politika,hamburger,unrelated,word,word,0.128175871156335
gazetecilik,yatak,unrelated,word,word,0.147863831133487
durum,pis,unrelated,word,word,0.127921406097275
çaresiz,maç,unrelated,word,word,0.0985293509766935
av,çirkin,unrelated,word,word,0.132589508873778
şansölye,teknik,unrelated,word,word,0.114761381177497
buton,hastalık,unrelated,word,word,0.105843684039365
ikincil,mükafat,unrelated,word,word,0.0733369690033851
prenses,toplamak,unrelated,word,word,0.090039010239667
hücre,durdurmak,unrelated,word,word,0.149643577003645
rehin,üretmek,unrelated,word,word,0.0640427532054702
mahrem,sıçan,unrelated,word,word,0.0549567670929047
nobel,doku,unrelated,word,word,0.115360889960825
sorun,senatör,unrelated,word,word,0.117537310878177
amatör,arka,unrelated,word,word,0.109114195037837
yasaklı,netice,unrelated,word,word,0.0482162249677931
kural,kontes,unrelated,word,word,0.12066762793914
model,aciliyet,unrelated,word,word,0.136185749314276
tıbbi,şapka,unrelated,word,word,0.115382713457102
itmek,çok,unrelated,word,word,0.125328502479741
sokmak,ölü,unrelated,word,word,0.0889670215050285
nicelik,gitmek,unrelated,word,word,0.0742427762645943
yarım,direnmek,unrelated,word,word,0.049221302017305
bulaşma,yatırımcı,unrelated,word,word,0.134187229274265
kızgınlık,kira,unrelated,word,word,0.0746573418165891
ara sıra,parça,unrelated,word,word,
ön,gerçekten,unrelated,word,word,0.111976300849989
adil,harita,unrelated,word,word,0.0783897619375572
arttırmak,sokak,unrelated,word,word,0.124024407142709
taze,korumak,unrelated,word,word,0.0997678364676695
cevap,manastır,unrelated,word,word,0.0984219958890646
yoksul,teftiş,unrelated,word,word,0.0783432221784352
aşırmak,yüz,unrelated,word,word,0.0573130695909028
hırsızlık,bir yerde,unrelated,word,word,
zincir,kararlılık,unrelated,word,word,0.129621733202364
ispiyonculuk,siyah,unrelated,word,word,0.118292557117048
çapa,amerika,unrelated,word,word,0.0355797779006079
korsan,protokol,unrelated,word,word,0.114538875539707
emekli maaşı,onaylamak,unrelated,word,word,
müzayede,teori,unrelated,word,word,0.104474415299962
ninja,mendil,unrelated,word,word,0.108849182443999
radar,öğle yemeği,unrelated,word,word,
kahraman,kapatmak,unrelated,word,word,0.108088712915438
dövme,eksi,unrelated,word,word,0.0668619025292803
takvim,prens,unrelated,word,word,0.0677871644895491
dahi,geçmiş,unrelated,word,word,0.0567082274559749
güvenilir,suçlama,unrelated,word,word,0.114242187938978
satın almak,toplantı,unrelated,word,word,
parlamento,donmak,unrelated,word,word,0.0699723472767681
vali,ceket,unrelated,word,word,0.0639367042918261
sığınak,televizyon,unrelated,word,word,0.106284248162544
illet,on yıl,unrelated,word,word,
damga,klinik,unrelated,word,word,0.07814220275712
altın,sürdürmek,unrelated,word,word,0.0679757965680642
basitçe,yakalamak,unrelated,word,word,0.139099164089045
damlatmak,öğretmen,unrelated,word,word,0.112223400071005
ayakta durmak,yatırım,unrelated,word,word,
biraz,haberler,unrelated,word,word,0.128792456895925
solucan,düğün,unrelated,word,word,0.0441284875136233
yağmur,federasyon,unrelated,word,word,0.0341455872336069
güneş ile ilgili,rakun,unrelated,word,word,
hiçbir şey,limuzin,unrelated,word,word,
başka yerde,suçlu,unrelated,word,word,
kız evlat,kocaman,unrelated,word,word,
albüm,metre,unrelated,word,word,0.100386633159156
gürültü,şef,unrelated,word,word,0.135004313015111
sohbet,vampir,unrelated,word,word,0.142084970826564
bilirkişi,votka,unrelated,word,word,0.110048289989435
mesafe,basmak,unrelated,word,word,0.016802599419696
israf,yargılama,unrelated,word,word,0.0660934050423628
hobi,serebral,unrelated,word,word,0.133457541291648
federal,tuzak,unrelated,word,word,0.101356235689621
platform,sorumsuz,unrelated,word,word,0.146802338466614
çoktan,domates,unrelated,word,word,0.113076952828114
dükkan,matematik,unrelated,word,word,0.123515315899856
muz,öfkelenmek,unrelated,word,word,0.102149243722584
şekerleme yapmak,sabotaj,unrelated,word,word,
delilik,liman,unrelated,word,word,0.143995167334066
yer değiştirmek,penis,unrelated,word,word,
yeterli,millet,unrelated,word,word,0.0670206651281611
"teklif etmek, önermek",gram,unrelated,word,word,
cumartesi,ürün,unrelated,word,word,0.0998550208899675
ameliyat etmek,sokak,unrelated,word,word,
suda boğulmak,büyücü,unrelated,word,word,
potansiyel,kol,unrelated,word,word,0.0352669402094692
yöntem,dergi,unrelated,word,word,0.104913061893574
aramak,harici,unrelated,word,word,0.129162787288526
radyo,tavşan,unrelated,word,word,0.122547461508316
ısı,ortaklık,unrelated,word,word,0.0901717720432138
taç,haftalık,unrelated,word,word,0.119901037561838
şimşek,sağlamak,unrelated,word,word,0.0921113980659777
isim,fonksiyonel,unrelated,word,word,0.141522625810813
oyuncak bebek,zeki,unrelated,word,word,
casus,öğlen,unrelated,word,word,0.0720058177430389
taşınmak,puro,unrelated,word,word,0.109986313113486
sensör,kriz,unrelated,word,word,0.119996767481899
çalı,test,unrelated,word,word,0.10510223398259
pazartesi günü,yanliş,unrelated,word,word,
tavuk,öğüt vermek,unrelated,word,word,
salyangoz,saldırı,unrelated,word,word,0.142294094615677
iğrenç,basınç,unrelated,word,word,0.106584941490922
aniden,boston,unrelated,word,word,0.118316183728588
rozet,bilmek,unrelated,word,word,0.128947022040095
rahatsız,oğlan,unrelated,word,word,0.1258177944426
kan,ergen,unrelated,word,word,0.117718557355535
sıradan,imza,unrelated,word,word,0.080555019305203
çöl,finansman,unrelated,word,word,0.136237574866676
zombi,geçenlerde,unrelated,word,word,0.094382270024289
römork,girişim,unrelated,word,word,0.0743715130759611
tarçın,tabur,unrelated,word,word,0.0736749601208524
valf,organize etmek,unrelated,word,word,
viski,zıplamak,unrelated,word,word,0.118064670346063
çoğunluk,kamp,unrelated,word,word,0.147736888349023
aday,hoş,unrelated,word,word,0.0716549316521802
asker,aktivite,unrelated,word,word,0.130938409336269
temizlemek,ereksiyon,unrelated,word,word,0.079957156709223
sherlock,muharebe,unrelated,word,word,0.0548669961779915
tabanca,küresel,unrelated,word,word,0.131333448402655
ay,savaşçı,unrelated,word,word,0.134837450669171
günlük,bağış,unrelated,word,word,0.116252805825586
dar,ebedi,unrelated,word,word,0.125405904733936
edinmek,uçuş,unrelated,word,word,0.143390961295292
kablo,"bilinç bulanıklığı, konfüzyon",unrelated,word,word,
lanet,kargo,unrelated,word,word,0.103605159224731
dul,kamyonet,unrelated,word,word,0.124256209657942
meslek,kas,unrelated,word,word,0.137333933489049
hak etmek,uzman,unrelated,word,word,
okumak,ofis,unrelated,word,word,0.0671244665171406
şair,delik,unrelated,word,word,0.059945393827214
tamam,sıklıkla,unrelated,word,word,0.122430404399055
kırmızı,yönetici,unrelated,word,word,0.0633197749415863
omurga,hayran bırakmak,unrelated,word,word,
kaçırmak,yanılgı,unrelated,word,word,0.0814942829325644
mevcudiyet,spagetti,unrelated,word,word,0.128423730904524
yazar,dolar,unrelated,word,word,0.0731045960051041
terminal,vermek,unrelated,word,word,0.117058101209062
güdü,çiçek,unrelated,word,word,0.109710571805256
ufo,lavabo,unrelated,word,word,0.0972230503638369
etkileyici,cinayet,unrelated,word,word,0.127579057170195
otopsi,şiddetle,unrelated,word,word,0.0876507644684356
mühendis,seçmen,unrelated,word,word,0.052934695542285
cephanelik,mezun olmak,unrelated,word,word,
doğal,grup,unrelated,word,word,0.140354287835052
destek,yelken,unrelated,word,word,0.149551441629927
kurban,vefalı,unrelated,word,word,0.110830196073456
görüş,ceset,unrelated,word,word,0.0693125743954953
yargı,soğan,unrelated,word,word,0.0639364997912899
ilkbahar,çatal,unrelated,word,word,0.0446798528464089
kapan,insanlar,unrelated,word,word,0.148716597797804
stadyum,kırmak,unrelated,word,word,0.106574114362228
kimyasal,karın,unrelated,word,word,0.129165497226208
kelebek,politik,unrelated,word,word,0.100410268178236
yıl dönümü,patlayıcı,unrelated,word,word,
kutsal kitap,ıstakoz,unrelated,word,word,
kule,kabul,unrelated,word,word,0.0113842917185006
kalibre,motel,unrelated,word,word,0.137241258898978
sessizlik,un,unrelated,word,word,0.0608629668062879
piknik,his,unrelated,word,word,0.117925489167386
anarşi,dolap,unrelated,word,word,0.113672965181158
saray,video,unrelated,word,word,0.116139273484986
kapmak,bilim,unrelated,word,word,0.0749080137798412
kilise,ödül,unrelated,word,word,0.0562282558877433
pahalı,gazeteci,unrelated,word,word,0.0695532038123905
yutmak,dün,unrelated,word,word,0.0563569038281733
gençlik,atardamar,unrelated,word,word,0.115874092572268
düşmek,müzisyen,unrelated,word,word,0.110622643635024
müfettiş,ateşli silah,unrelated,word,word,
tur,yaratık,unrelated,word,word,0.0981850462177444
ılık,bina,unrelated,word,word,0.0638752900580462
akraba,sancı,unrelated,word,word,0.0951032748629944
paranoyak,hizmetçi,unrelated,word,word,0.0845827828979632
hırsız,özveri,unrelated,word,word,0.0883486419803975
durum,satış,unrelated,word,word,0.0859462144022977
gözyaşı,kamyon,unrelated,word,word,0.111546424944875
amca,izlemek,unrelated,word,word,0.0984554876521731
gölge,ders çalışma,unrelated,word,word,
gün batımı,teşekkür,unrelated,word,word,
canlı,santimetre,unrelated,word,word,0.0930812910887417
kamara,taş,unrelated,word,word,0.0865912830430928
lezzetli,parmak izi,unrelated,word,word,
stres,kedi,unrelated,word,word,0.111984854677926
yaratma,savunmak,unrelated,word,word,0.0941211627908811
melek,beyzbol,unrelated,word,word,0.0703499394232916
nezle,seçim,unrelated,word,word,0.115439298193838
dosya,ansızın,unrelated,word,word,0.0859678845080809
imkansız,üniversite,unrelated,word,word,0.104245884787934
beslemek,sarı,unrelated,word,word,0.109029155677684
tüymek,uzun,unrelated,word,word,0.129754546211984
olgu,ölmek,unrelated,word,word,0.119188374715995
pratik,dilek,unrelated,word,word,0.0775186929198586
patlamak,gizem,unrelated,word,word,0.144526332282895
deprem,iğrenç,unrelated,word,word,0.0467020372469261
dahili,meyve suyu,unrelated,word,word,
başarı,istasyon,unrelated,word,word,0.143283121674794
müthiş,havalimanı,unrelated,word,word,0.0726283341706979
öksürük,bilgi,unrelated,word,word,0.0883433901983195
iki,hızlı,unrelated,word,word,0.128689449102926
kibar,kaçmak,unrelated,word,word,0.117154505461256
ilişki,yağ,unrelated,word,word,0.120070772672825
boş,tenis,unrelated,word,word,0.134065591069729
operasyonel,güzel,unrelated,word,word,0.101523835732291
bütçe,deyiş,unrelated,word,word,0.102301798396543
evren,ıslık,unrelated,word,word,0.0821513294100165
çalıştay,yanak,unrelated,word,word,
geçit,gönüllüce,unrelated,word,word,
iltifat,kapı,unrelated,word,word,0.0591056916812907
teklif,kaza,unrelated,word,word,0.122300431571706
büyük baba,vanilya,unrelated,word,word,
tebrik etmek,hayvan,unrelated,word,word,
çete,hayal,unrelated,word,word,0.138264662370872
piyano,kartel,unrelated,word,word,0.102737114048089
meydana gelmek,baba,unrelated,word,word,
zorlu,mide bulantısı,unrelated,word,word,
denge,tüccar,unrelated,word,word,0.11311538161836
kurtulmak,efsane,unrelated,word,word,0.102385195395701
dinlemek,dağ,unrelated,word,word,0.107936733845417
gökyüzü,eğlenceli,unrelated,word,word,0.131105952728657
ağır,aşı,unrelated,word,word,0.127584891934009
ağırlık,helikopter,unrelated,word,word,0.123068679291016
aids,restoran,unrelated,word,word,0.05305836324244
ayrıcalık,fırtına,unrelated,word,word,0.0425638298543855
eşek,sigara,unrelated,word,word,0.0922073217656085
öpmek,sahtekar,unrelated,word,word,0.101800346174684
anlam,çikolata,unrelated,word,word,0.142196142136826
değerli,atmosfer,unrelated,word,word,0.105873979515752
ceza,doğu,unrelated,word,word,0.0921199553968962
kişi,sis,unrelated,word,word,0.137159608596005
raporlamak,kasket,unrelated,word,word,0.110669138115486
kaynak,düşünmek,unrelated,word,word,0.102388139231997
dışarıda,donatmak,unrelated,word,word,0.14560035661048
amaç,kış,unrelated,word,word,0.108077929294399
kazara,dönmek,unrelated,word,word,0.0192470680620745
gömlek,kaygı,unrelated,word,word,0.0455737033809487
kıdemli,gerçek,unrelated,word,word,0.0849588527835699
tutmak,takdir etmek,unrelated,word,word,
yasadışı,genç,unrelated,word,word,0.126810323231625
telgraf,seçmek,unrelated,word,word,0.0173499844788364
tutucu,oyuncak,unrelated,word,word,0.120225070985562
karanlık,yemek yemek,unrelated,word,word,
korumak,belediye başkanı,unrelated,word,word,
kontrol,savcı,unrelated,word,word,0.0696056057554497
minimum,politikacı,unrelated,word,word,0.074349170218677
ketçap,parti,unrelated,word,word,0.0623618482915266
teleskop,kesik,unrelated,word,word,0.0725997280430782
büyükelçi,böcek,unrelated,word,word,0.0647823888618127
elçilik,uyum,unrelated,word,word,0.0505182928131689
artı,silâh,unrelated,word,word,0.0837539685126543
yoksulluk,mesaj,unrelated,word,word,0.0758596050918163
tapınak,star,unrelated,word,word,0.146416923016548
katil,semt,unrelated,word,word,0.128517267910076
denizci,kalem,unrelated,word,word,0.122091819387238
kanal,gezinmek,unrelated,word,word,0.140604617397033
güney,çizelge,unrelated,word,word,0.0623079287946083
ağız,kovmak,unrelated,word,word,0.0926254977336185
düşman,karaciğer,unrelated,word,word,0.118383219061861
seçim,yazmak,unrelated,word,word,0.0839447027207213
yeşil,itibar,unrelated,word,word,0.0770240866356565
komut,kuş,unrelated,word,word,0.127105491423816
bölüm,savaşçı,unrelated,word,word,0.086835302812861
bilet,saklamak,unrelated,word,word,0.0887431711268116
