"tr_cue","tr_target","type","cue_type","target_type","tr_cosine"
"erimek","havalandırma","unrelated","word","word",0.195624050712172
"geri","samimi","unrelated","word","word",0.110174909131441
"üçüncü","toplum","unrelated","word","word",0.0821184739670554
"2","sorumsuz","unrelated","word","word",0.121386387099693
"ilişki","zamanlayıcı","unrelated","word","word",0.226345528044288
"nişanlanmak","poker","unrelated","word","word",0.116619309148549
"bugün","yapay","unrelated","word","word",0.117825647509952
"uluslararası","inanç","unrelated","word","word",0.106673624332469
"engel olmak","selamlamak","unrelated","word","word",NA
"asla","prens","unrelated","word","word",0.0762362220483484
"bağlılık","kamyonet","unrelated","word","word",0.157498527872678
"düşünmek","zeki","unrelated","word","word",0.177950413009462
"zihinsel","baba","unrelated","word","word",0.107442604598259
"dinlemek","kulak","unrelated","word","word",0.301424749912231
"düzenlemek","genelde","unrelated","word","word",0.12110193637706
"yetişkin","devlet","unrelated","word","word",0.207772114847565
"sanat","işkence","unrelated","word","word",0.214058011713445
"etkilemek","medeniyet","unrelated","word","word",0.0446820225335126
"efsane","ifade","unrelated","word","word",0.0987233580186595
"sağlık","film","unrelated","word","word",0.0984215167509723
"esprili","mal sahibi","unrelated","word","word",NA
"uygulama","şirin","unrelated","word","word",0.0895063764528201
"ekstra","balık tutma","unrelated","word","word",NA
"eylül","ucuz","unrelated","word","word",0.107742812249199
"artı","eğitim","unrelated","word","word",0.175238701606031
"etek","vaaz","unrelated","word","word",0.106702686638428
"akım","sahil","unrelated","word","word",0.152923687172511
"manyetik","boyun","unrelated","word","word",0.134951082723735
"faktör","planlama","unrelated","word","word",0.251558062074716
"güvenlik","dikkat çekici","unrelated","word","word",NA
"ilgilendirmek","elektrik","unrelated","word","word",NA
"güç","yoğunlaşmak","unrelated","word","word",0.255045976893438
"virüs","hata","unrelated","word","word",0.192833642089861
"doz","ressam","unrelated","word","word",0.0958717636870685
"veba","sor","unrelated","word","word",0.0788488653171127
"orgazm","parmak izi","unrelated","word","word",NA
"erkek torun","belirtmek, bildirmek","unrelated","word","word",NA
"geç","ilaç vermek","unrelated","word","word",NA
"kokain","başlık","unrelated","word","word",0.105515549013141
"koca","enfeksiyon","unrelated","word","word",0.105722223138243
"lezbiyen","neşe","unrelated","word","word",0.0535443953201846
"ilham vermek","geçit","unrelated","word","word",NA
"eskort","abi","unrelated","word","word",0.0165345891359928
"özel","çocukluk","unrelated","word","word",0.193537286484497
"domuz","dolaşmak","unrelated","word","word",0.0858965642734442
"zıplamak","şapka","unrelated","word","word",0.19134439639188
"kullanışlı","hapishane","unrelated","word","word",0.0931492837397176
"fenomen","metre","unrelated","word","word",0.103548348266619
"yuvarlak","yalancı","unrelated","word","word",0.173790112278652
"tamam","bina","unrelated","word","word",0.185976460532665
"bekar","parfüm","unrelated","word","word",0.13636327757458
"boşanmak","komedi","unrelated","word","word",0.120594822123526
"posta","türkiye","unrelated","word","word",0.123694484866356
"gerçeklik","oyuncak","unrelated","word","word",0.145973345610148
"fare","uyumak","unrelated","word","word",0.167595669665056
"benzer","paragraf","unrelated","word","word",0.172722381952758
"koloni","tatil","unrelated","word","word",0.211912571437105
"karnaval","başkan","unrelated","word","word",0.0928066796727904
"kidnapper","üçgen","unrelated","word","word",NA
"porno","şifre","unrelated","word","word",0.184245503671825
"atış","ordu","unrelated","word","word",0.148919312066426
"deniz","puro","unrelated","word","word",0.112707062710551
"finansal olarak","hortum","unrelated","word","word",NA
"bütçe","kahve","unrelated","word","word",0.106789425652348
"mülteci","kayıt etmek","unrelated","word","word",NA
"değer","şişe","unrelated","word","word",0.124879400803938
"cinsel","kendinden emin","unrelated","word","word",NA
"rüzgâr","alın yazısı","unrelated","word","word",NA
"operasyonel","ofis","unrelated","word","word",0.271286724786444
"resim","doğum günü","unrelated","word","word",NA
"imza","kalın","unrelated","word","word",0.0323128184232306
"ingilizce","acınası","unrelated","word","word",0.106665252346184
"basketbol","saldırı","unrelated","word","word",0.108818711370067
"roket","karınca","unrelated","word","word",0.203748706108292
"atölye","yalamak","unrelated","word","word",0.110912884471691
"makale","vanilya","unrelated","word","word",0.0651625450051112
"muhabir","üretmek","unrelated","word","word",0.114933185296348
"doğum","görkem","unrelated","word","word",0.16287782723025
"ilk","cömert","unrelated","word","word",0.179218477445171
"sadece","öncelik","unrelated","word","word",0.176116497774404
"portalı","manastır","unrelated","word","word",0.143397821372215
"gelecek","maksimum","unrelated","word","word",0.138383856003738
"modern","öğlen","unrelated","word","word",0.0505365387107135
"damat","savcı","unrelated","word","word",0.275211625795114
"kâr","din","unrelated","word","word",0.122215462027512
"ilerleme","dans","unrelated","word","word",0.180201179206667
"değiştirmek","halüsinasyon","unrelated","word","word",0.0733957065173707
"varmak","adli","unrelated","word","word",0.165894158196979
"mürettebat","oyuncu","unrelated","word","word",0.223484847934958
"genç","fare","unrelated","word","word",0.118163809126457
"eskimiş","hoş olmayan","unrelated","word","word",NA
"kıdemli","arıza","unrelated","word","word",0.115698717561104
"doğal olarak","berabere","unrelated","word","word",NA
"normalde","gram","unrelated","word","word",0.149227878560416
"dar","mekanik","unrelated","word","word",0.119586329597456
"doğru","kalmak","unrelated","word","word",0.0801960648419521
"iyimser","filo","unrelated","word","word",0.0913427155940803
"aslında","kapat","unrelated","word","word",0.0423865468155767
"çıkış","yara izi","unrelated","word","word",NA
"denemek","gebelik","unrelated","word","word",0.108430635306425
"milyoner","yatırım","unrelated","word","word",0.327212192447586
"giriş","hızlı","unrelated","word","word",0.168845518478708
"piyano","sıcaklık","unrelated","word","word",0.188305704203234
"gizli","o","unrelated","word","word",0.16208684577303
"karın","reaktör","unrelated","word","word",0.152558029223367
"yıldırım","araba","unrelated","word","word",0.279040934025033
"evren","kuzen","unrelated","word","word",0.135392403475865
"nehir","aile","unrelated","word","word",0.209550396365541
"kazmak","bölünme","unrelated","word","word",0.121047334958545
"getirmek","masaj","unrelated","word","word",0.107558231277751
"gönüllü","satış","unrelated","word","word",0.151003796983877
"sorumluluk","aslan","unrelated","word","word",0.18927809122916
"maymun","vuruş","unrelated","word","word",0.0754473490296195
"şanlı","takdir etmek","unrelated","word","word",NA
"vahiy","yokluk","unrelated","word","word",0.199384188553974
"protesto","ebeveyn","unrelated","word","word",0.118597828007345
"kilo","iş","unrelated","word","word",0.163884963861407
"orkestra","yetki","unrelated","word","word",0.0861727711911774
"çete","sahtekar","unrelated","word","word",0.174841779784028
"hakaret","hatırlamak","unrelated","word","word",0.0737203350217378
"çaresiz","endişelenmek","unrelated","word","word",0.228541301287078
"altın","rüya","unrelated","word","word",0.134195248225925
"ay","partika","unrelated","word","word",NA
"ay yildizi","genç","unrelated","word","word",NA
"güvenli","adres","unrelated","word","word",0.210398044404638
"kabin","nihai","unrelated","word","word",0.139194528711555
"güzel","bayan","unrelated","word","word",0.202116345655772
"rahat","yakıt","unrelated","word","word",0.0817531824809044
"cazibe","karaciğer","unrelated","word","word",0.0695768939487159
"kanal","zayıf","unrelated","word","word",0.124066452021048
"kaynak","prototip","unrelated","word","word",0.269269553843017
"ay","soda","unrelated","word","word",0.195371029744945
"günlük","aciz","unrelated","word","word",0.0975013345224259
"casus","gitar","unrelated","word","word",0.0965913327525825
"mahkeme","ses","unrelated","word","word",0.101219047265934
"dışarı","uzun","unrelated","word","word",0.134136242751628
"adaletsizlik","azaltmak","unrelated","word","word",0.135242653009468
"çoktan","burun","unrelated","word","word",0.0244881800343729
"zemin","ürün","unrelated","word","word",0.204135804280543
"yanılsama","ödül","unrelated","word","word",0.17138243668347
"sandviç","normal","unrelated","word","word",0.118037402542509
"tablet","dostluk","unrelated","word","word",0.0548749887272832
"ceza","belediye başkanı","unrelated","word","word",NA
"hücre","kertenkele","unrelated","word","word",0.219353210731149
"boşa harcamak","varlık","unrelated","word","word",NA
"dahili","çirkin","unrelated","word","word",0.0505869360721222
"etkileyici","belirtmek","unrelated","word","word",0.168949807604671
"müthiş","dört","unrelated","word","word",0.128566713777974
"pusula","mermi","unrelated","word","word",0.207069157770068
"narin","manipule etmek","unrelated","word","word",NA
"hasta","talihsizlik","unrelated","word","word",0.109110405005807
"nezle","olmak","unrelated","word","word",0.111312251007735
"hata","stil","unrelated","word","word",0.0566858781493788
"unutmak","direkt olarak","unrelated","word","word",NA
"kapak","tanımak","unrelated","word","word",0.0886592356868285
"terminal","mavi","unrelated","word","word",0.173886034152062
"battaniye","patron","unrelated","word","word",0.0750135802638583
"sürpriz","merhamet","unrelated","word","word",0.15486841049246
"canlı","gücendirmek","unrelated","word","word",0.0455202831916107
"canavar","harika","unrelated","word","word",0.18259808572373
"hazır","parça","unrelated","word","word",0.0798707009759717
"iltifat","gerçekten","unrelated","word","word",0.232409830827032
"ambulans","katil","unrelated","word","word",0.0901173789070176
"saymak","hayatta kalmak","unrelated","word","word",NA
"anıt","kedi","unrelated","word","word",0.137161687013559
"karbon","miktar","unrelated","word","word",0.232150154877484
"izlenim","hakim","unrelated","word","word",0.190238541010633
"aids","balık","unrelated","word","word",0.15599113039586
"köle","spagetti","unrelated","word","word",0.0945498347717202
"dadı","işten çıkarma","unrelated","word","word",NA
"katolik","kuvvet","unrelated","word","word",0.070598837941878
"mesafe","mezarlık","unrelated","word","word",0.141089795323044
"yavaş","boston","unrelated","word","word",0.0724872824511481
"yavaş yavaş","hiv","unrelated","word","word",NA
"pompa","savaş","unrelated","word","word",0.115564766881885
"rahatsız","bağış","unrelated","word","word",0.155205155705022
"merhaba","kol saati","unrelated","word","word",NA
"dışarıda","kek","unrelated","word","word",0.189901023061232
"içermek","eroin","unrelated","word","word",0.219636174935063
"kan","üç","unrelated","word","word",0.161629043162928
"yorum","görüş","unrelated","word","word",0.303528723797488
"betimlemek","roma","unrelated","word","word",0.192971650036571
"sözlük","imparatorluk","unrelated","word","word",0.109439888440812
"kirli","rakun","unrelated","word","word",0.154314233275441
"gerekli","araştırmacı","unrelated","word","word",0.0945070802215619
"alkol","harita","unrelated","word","word",0.089744053140535
"tanrı","üniforma","unrelated","word","word",0.0878665723675859
"uyarı","tüccar","unrelated","word","word",0.105682785422493
"navigasyon","mikrofon","unrelated","word","word",0.284275942354429
"heyecan verici","kavga","unrelated","word","word",NA
"imparatorluk","göl","unrelated","word","word",0.0566674050604084
"hanedan","put","unrelated","word","word",0.221380012444242
"form","mağaza","unrelated","word","word",0.125815432137867
"damga","oğul","unrelated","word","word",0.113985676093351
"ümit etmek","mahremiyet","unrelated","word","word",NA
"güven","güneş","unrelated","word","word",0.0885891822575413
"sınav","yatırımcı","unrelated","word","word",0.050743524437464
"kapsül","kişilik","unrelated","word","word",0.158301866723507
"yara","bireysel","unrelated","word","word",0.0791617536902629
"adam","grup","unrelated","word","word",0.310022449714469
"nüfus","ironik","unrelated","word","word",0.134154408214121
"zincir","sevgili","unrelated","word","word",0.0899643100260738
"yakın","ding","unrelated","word","word",0.083114239016091
"ironi","ünlü","unrelated","word","word",0.229222148748722
"görev","ulus","unrelated","word","word",0.172065407820682
"işkence","ayrıldı","unrelated","word","word",0.0416523898337566
"sanayi","kol","unrelated","word","word",0.227779861124034
"tuna","kaçmak","unrelated","word","word",0.0924720344805067
"platform","yalnız","unrelated","word","word",0.0408844700105484
"talep etmek","gösteri","unrelated","word","word",NA
"istifa etme","yapmak","unrelated","word","word",NA
"gurur","bot","unrelated","word","word",0.0545549418985757
"kariyer","pilot","unrelated","word","word",0.200312891983313
"itiraf etmek","ereksiyon","unrelated","word","word",NA
"harika","yabancı","unrelated","word","word",0.177982914603316
"kurtarmak","cadı","unrelated","word","word",0.120647289923439
"izin vermek","susuzluk","unrelated","word","word",NA
"ekran","deli","unrelated","word","word",0.090249311456481
"sherlock","dolar","unrelated","word","word",0.119879215133802
"karanlık","dedektif","unrelated","word","word",0.145370243245305
"kuru","kuş","unrelated","word","word",0.213417684052378
"boynuz","sürekli","unrelated","word","word",0.138500012810874
"romeo","saldırgan","unrelated","word","word",0.0638795566233137
"kapasite","ceket","unrelated","word","word",0.0640571806954766
"reddetmek","arter","unrelated","word","word",0.149745578919456
"kidnap","terk etmek","unrelated","word","word",NA
"kaçmak","mide bulantısı","unrelated","word","word",NA
"dul","bakan","unrelated","word","word",0.225761961151754
"kemik","korkutmak","unrelated","word","word",0.112479230350906
"gülümsemek","yudumlamak","unrelated","word","word",0.398777889230871
"fincan","tenis","unrelated","word","word",0.213876826509728
"elemek","savaşçı","unrelated","word","word",0.0910458182494174
"saray","silâh","unrelated","word","word",0.140863073376074
"miktar","denize açılmak","unrelated","word","word",NA
"ince","eş","unrelated","word","word",0.0361256328614953
"varış","skandal","unrelated","word","word",0.0221275224278792
"kalmak","irak","unrelated","word","word",0.102448643498926
"piknik","samuray","unrelated","word","word",0.123308697373551
"jeep","kopya","unrelated","word","word",0.125810708025738
"tanıtım videosu","teori","unrelated","word","word",NA
"kanıt","yatak","unrelated","word","word",0.158579904529893
"kilitli","vampir","unrelated","word","word",0.183799046764617
"açılış","şiddetle","unrelated","word","word",0.0482116003704366
"açık","sipariş","unrelated","word","word",0.119163263903101
"anarşi","izlemek","unrelated","word","word",0.091670238774189
"pencere","sarı","unrelated","word","word",0.140090408464112
"salyangoz","ördek","unrelated","word","word",0.47271247517291
"gözlük","fiyat","unrelated","word","word",0.203344422092618
"komutan","acil durum","unrelated","word","word",NA
"yağmur","siyah","unrelated","word","word",0.200077372485151
"böbrek","diz","unrelated","word","word",0.288157517734527
"gölge","perspektif","unrelated","word","word",0.278715556979774
"yol","matematik","unrelated","word","word",0.144840595496262
"dostum","çürük","unrelated","word","word",0.146471767483245
"piskopos","yukarı","unrelated","word","word",0.0977978289995145
"yük","sürmek","unrelated","word","word",0.18869857915629
"omurga","zengin","unrelated","word","word",0.130794154696823
"bal arısı","kötü","unrelated","word","word",NA
"kombinasyon","sırt çantası","unrelated","word","word",NA
"mafya","mendil","unrelated","word","word",0.101230006295816
"sinir","patlatmak","unrelated","word","word",0.180377833820173
"kasırga","çiçek","unrelated","word","word",0.126018470802956
"kazara","prosedür","unrelated","word","word",0.118978834862675
"katil","yörünge","unrelated","word","word",0.123292687191244
"mücâdele etmek","grup","unrelated","word","word",NA
"ölüm","makul","unrelated","word","word",0.172479545187319
"kayıt","sabah kahvaltısı","unrelated","word","word",NA
"kurtarmak","domates","unrelated","word","word",0.134792120520778
"olay","yakalamak","unrelated","word","word",0.0961268014236649
"beceriksiz","açıkça","unrelated","word","word",0.172582089446895
"kazanmak","iyileşmek","unrelated","word","word",0.385499146255213
"köpek","öğüt vermek","unrelated","word","word",NA
"tatlı","avcı","unrelated","word","word",0.144134286534063
"saygı","program","unrelated","word","word",0.0917816461197827
"başkent","karanlık","unrelated","word","word",0.138664926454715
"kurbağa","sokak","unrelated","word","word",0.12335838556259
"atıcı","pazarlama","unrelated","word","word",0.200121834950605
"göz yaşı","parlak","unrelated","word","word",NA
"cehalet","tabak","unrelated","word","word",0.0902665993614533
"turnuva","kasıtlı olarak","unrelated","word","word",NA
"anahtar","cüzdan","unrelated","word","word",0.398272968148912
"kiracı","helikopter","unrelated","word","word",0.0668010999285386
"kiralama","sigara","unrelated","word","word",0.104076844409548
"karakter","kriz","unrelated","word","word",0.194143102181769
"kutsal kitap","farklı","unrelated","word","word",NA
"kalabalık","sos","unrelated","word","word",0.120626906334508
"paramparça etmek","yükseklik","unrelated","word","word",NA
"yaz","hayvan","unrelated","word","word",0.103808310362156
"erkek","eksi","unrelated","word","word",0.166181893124779
"tipik","git","unrelated","word","word",0.140187220798776
"hastane","ek olarak","unrelated","word","word",NA
"büyük","patlama","unrelated","word","word",0.284531318870962
"damak zevki","tozlu","unrelated","word","word",NA
"el","amerika","unrelated","word","word",0.0542745655251835
"bakmak","güzellik","unrelated","word","word",0.239405323371288
"imkansız","orman","unrelated","word","word",0.0943022077227384
"yüzük","yengeç burcu","unrelated","word","word",NA
"drama","akşam","unrelated","word","word",0.156273339491505
"müfettiş","oğlan","unrelated","word","word",0.0822282498031473
"ırkçı","madalya","unrelated","word","word",0.111426887841597
"tur","sıvı yağ","unrelated","word","word",NA
"durum","ağrı","unrelated","word","word",0.197231593915254
"konuşmak","meyve","unrelated","word","word",0.127196718954535
"rom","cehennem","unrelated","word","word",0.197698914154872
"orijinal","mektup","unrelated","word","word",0.124521080894466
"korku","salata","unrelated","word","word",0.178914818572016
"korkmak","cihaz","unrelated","word","word",0.0468546620282627
"iyi","seçim","unrelated","word","word",0.221611983849028
"takip etmek","yapı","unrelated","word","word",NA
"rodeo","alev","unrelated","word","word",0.175979628977776
"kamp","sinirli","unrelated","word","word",0.137730080118867
"sokmak","klasik","unrelated","word","word",0.120739819944141
"kraliçe","mükemmel","unrelated","word","word",0.131907568137712
"asil","çöküş","unrelated","word","word",0.0255716323389091
"durum","rahip","unrelated","word","word",0.0776366429053963
"biraz","arkadaş","unrelated","word","word",0.172079931514757
"göz","başparmak","unrelated","word","word",0.266579423560688
"uygulamak","verici","unrelated","word","word",0.213365907450024
"çamur","uçuş","unrelated","word","word",0.0767868864000553
"ulusal","parasal","unrelated","word","word",0.219887391832347
"dayanmak","ihtiyaç","unrelated","word","word",0.204292255438916
"kahraman","içeri","unrelated","word","word",0.0917432399829163
"komisyon","itibar","unrelated","word","word",0.203954270277236
"kelebek","şampiyonluk","unrelated","word","word",0.183009833561866
"kuvvet","anayasa","unrelated","word","word",0.200500123437253
"akraba","sergi","unrelated","word","word",0.132585361036826
"güneş ışığı","koku","unrelated","word","word",NA
"lezzetli","trajik","unrelated","word","word",0.12829069567462
"tutucu","önem","unrelated","word","word",0.162057302233919
"koy","ilginç","unrelated","word","word",0.105934592811958
"taksi","profesyonel","unrelated","word","word",0.239182053451483
"ming","bencil","unrelated","word","word",0.077634323019367
"ganimet","deneme","unrelated","word","word",0.180407851070926
"eser","imza","unrelated","word","word",0.235552811765284
"dükkan","bilgi","unrelated","word","word",0.153280902390356
"rehin","taş","unrelated","word","word",0.123785491856398
"özel","tamamen","unrelated","word","word",0.148062242032136
"robot","geçen","unrelated","word","word",0.135109651369195
"minimum","küçük","unrelated","word","word",0.1423665683647
"adil","hidrojen","unrelated","word","word",0.0692852105079458
"emlak","toplamak","unrelated","word","word",0.0799151281455203
"yetimhane","hastalık","unrelated","word","word",0.213322681408734
"tapınak şakak .. mabet","sabotaj","unrelated","word","word",NA
"kontrol","yem","unrelated","word","word",0.158633185794318
"açıklama","şüpheli","unrelated","word","word",0.24188086486175
"yoga","politikacı","unrelated","word","word",0.164775867281922
"fizik","kiraya vermek","unrelated","word","word",NA
"kahverengi","pamuk","unrelated","word","word",0.359062739300355
"ketçap","profesör","unrelated","word","word",0.10097572796801
"kültür","liberal","unrelated","word","word",0.322046630250003
"teknik","bitiş","unrelated","word","word",0.0907938651624252
"telgraf","kiraya veren","unrelated","word","word",NA
"kumaş","hediye","unrelated","word","word",0.2780101370937
"bağışlama","şef","unrelated","word","word",0.106459238911404
"sabır","sağlamak","unrelated","word","word",0.239559122555065
"temel","delik","unrelated","word","word",0.128738078760224
"kalibreli","bayan garson","unrelated","word","word",NA
"demir","hasta","unrelated","word","word",0.0755891200742753
"kilometre","senato","unrelated","word","word",0.126066876140694
"engel","doku","unrelated","word","word",0.128058136716192
"elma","bilim","unrelated","word","word",0.199067712281943
"süt","bağlamak","unrelated","word","word",0.0861680650168506
"mezar","dönüş","unrelated","word","word",0.137890878315783
"diploma","ders","unrelated","word","word",0.37243771264096
"ishal","televizyon","unrelated","word","word",0.10631996569872
"kamera","kış mevsimi","unrelated","word","word",NA
"teleskop","kolay","unrelated","word","word",0.0735700158196944
"toplamak","hain","unrelated","word","word",0.078513134539016
"milyon","ıslak","unrelated","word","word",0.0453612324747758
"mühendis","eğlenceli","unrelated","word","word",0.0953544581778307
"görev","söz vermek","unrelated","word","word",NA
"aspirin","görev","unrelated","word","word",0.129655381132958
"otel","güverte","unrelated","word","word",0.162895965176332
"tank","sinirli","unrelated","word","word",0.136101096198604
"elmas","kas","unrelated","word","word",0.213877799193047
"üretici","dünya","unrelated","word","word",0.10254176048191
"belki","zırh","unrelated","word","word",0.127331087040776
"sansasyonel","kartel","unrelated","word","word",0.185449221822478
"ideal","manastır","unrelated","word","word",0.142583725574081
"lamba","kent","unrelated","word","word",0.138227338961022
"hasta","yarış","unrelated","word","word",0.172273262238362
"evrim","harcamak","unrelated","word","word",0.173522899381714
"mütevazı","yerel","unrelated","word","word",0.221403654550475
"memnun","durmadan","unrelated","word","word",0.0907995268503453
"kütüphane","aktif hale getirmek","unrelated","word","word",NA
"caz","haberler","unrelated","word","word",0.132288676156867
"alet","milyar","unrelated","word","word",0.114090649636468
"şarkıcı","tel","unrelated","word","word",0.177184722392792
"ara sıra","ip","unrelated","word","word",NA
"yumuşak","karışım","unrelated","word","word",0.263032398851141
"sebep","fotoğrafçı","unrelated","word","word",0.111119955911931
"büyük baba","finansman","unrelated","word","word",NA
"zevk","nazik","unrelated","word","word",0.190441425845145
"final","gelişim","unrelated","word","word",0.25390723340784
"amaç","lezzetli","unrelated","word","word",0.0389422338351558
"sağlıklı","çatal","unrelated","word","word",0.121765679139278
"atomik","imparator","unrelated","word","word",0.248403747152782
"ne","devriye gezmek","unrelated","word","word",NA
"nobel","aptal","unrelated","word","word",0.150477098789414
"bonus","tamamlamak","unrelated","word","word",0.173843717776844
"çalışma masası","sinyal","unrelated","word","word",NA
"kızgınlık","toz","unrelated","word","word",0.147417958136136
"kız","peynir","unrelated","word","word",0.134082360692999
"abur cubur","garaj","unrelated","word","word",NA
"gece yarısı","fidye","unrelated","word","word",NA
"öğrenmek","sirk","unrelated","word","word",0.163301723351266
"öğrenci","paket","unrelated","word","word",0.132760484383045
"kız evlat","abartmak","unrelated","word","word",NA
"tavsiye","aşk","unrelated","word","word",0.168363207431517
"hava","askeri","unrelated","word","word",0.141205809447359
"sınıf","geçmiş","unrelated","word","word",0.147787706828375
"deniz","genç","unrelated","word","word",0.156328718684598
"sıradan","çekmek","unrelated","word","word",0.0363796196363844
"şans","savunmak","unrelated","word","word",0.0919599548558884
"deney","yatak odası","unrelated","word","word",NA
"zehir","öğle yemeği","unrelated","word","word",NA
"meydana gelmek","tutku","unrelated","word","word",NA
"katlanmak","cümle","unrelated","word","word",0.128965799825403
"canlı","bilgi","unrelated","word","word",0.16635164927767
"ölümcül","insan","unrelated","word","word",0.151092649401989
"pozitif","bilgi vermek","unrelated","word","word",NA
"yüzyıl","acımasız","unrelated","word","word",0.206203533767498
"izin","güzel","unrelated","word","word",0.13187403363334
"onayla","yönetim","unrelated","word","word",0.18735843596267
"ikincil","soba","unrelated","word","word",0.0906019189883481
"üye","demokrasi","unrelated","word","word",0.15095354431874
"anlam","un","unrelated","word","word",0.0854440393441942
"değerli","yükseklik","unrelated","word","word",0.0912428522840559
"teklif etmek, önermek","kale","unrelated","word","word",NA
"ayrıcalık","döndürmek","unrelated","word","word",0.0511534119584758
"burada","gök gürültüsü","unrelated","word","word",NA
"kaz","yıkama","unrelated","word","word",0.194854533069748
"lejyon","yemin","unrelated","word","word",0.16969910775723
"orman","doktor","unrelated","word","word",0.0727636731302108
"tren","plastik","unrelated","word","word",0.176019811161342
"ayakta durmak","sezgi","unrelated","word","word",NA
"çoğunluk","efsane","unrelated","word","word",0.159781172538277
"oyna","aralık","unrelated","word","word",0.102089849929224
"oyuncak bebek","bölüm","unrelated","word","word",NA
"koç","basmak","unrelated","word","word",0.0478943314100867
"sadakât","bira","unrelated","word","word",0.146142303777886
"mektup","ilahi","unrelated","word","word",0.175194287571724
"ipek","tabur","unrelated","word","word",0.127017629859319
"peşin","yıkım","unrelated","word","word",0.133592079806538
"bölüm","portakal","unrelated","word","word",0.063758855581835
"doğaüstü","aksine","unrelated","word","word",0.148849207112579
"bankacılık","enjeksiyon","unrelated","word","word",0.148331838887634
"fragman","kızlar","unrelated","word","word",0.107994055139347
"ruj","yemek","unrelated","word","word",0.187728151465299
"parlaklık","gömmek","unrelated","word","word",0.0453822568751669
"dna","albay","unrelated","word","word",0.102245545760347
"resepsiyon","meydan okumak","unrelated","word","word",NA
"konu","sarılmak","unrelated","word","word",0.103769386469924
"bilet","bakım","unrelated","word","word",0.120590111300922
"deprem","bedava","unrelated","word","word",0.144388182627207
"patlamak","on yıl","unrelated","word","word",NA
"bomba","atmosfer","unrelated","word","word",0.140212535208573
"yönetici","cennet gibi","unrelated","word","word",NA
"cumartesi","büyük ihtimalle","unrelated","word","word",NA
"reklâm","muhteşem","unrelated","word","word",0.141892033876471
"vajina","hassas","unrelated","word","word",0.188265213759386
"görüş","hâlâ","unrelated","word","word",0.0596034226386675
"ekmek","tutuklamak","unrelated","word","word",0.179566584951702
"astronot","bilgisayar","unrelated","word","word",0.212577177409914
"edepsiz","evlilik","unrelated","word","word",0.193513728070637
"hazırlık","klinik","unrelated","word","word",0.180231020003047
"çimento","elbise","unrelated","word","word",0.142045727095665
"kumar","şiir","unrelated","word","word",0.201705401132548
"kritik","varsayım","unrelated","word","word",0.178119678368576
"politika","sert","unrelated","word","word",0.155511681530036
"yeşil","kullanmak","unrelated","word","word",0.152865734016751
"kelimenin tam anlamıyla","hap","unrelated","word","word",NA
"prenses","çok","unrelated","word","word",0.156622514505118
"dekan","sessizlik","unrelated","word","word",0.0594625552383608
"amatör","şapel","unrelated","word","word",0.143569563786974
"proje","korku","unrelated","word","word",0.0865589212052562
"işlem","sokak","unrelated","word","word",0.0230209283111163
"kural","gelmek","unrelated","word","word",0.0952412826417887
"model","tut","unrelated","word","word",0.035645307819778
"anatomi","bozmak","unrelated","word","word",0.0155161374542735
"tıbbi","yumurta","unrelated","word","word",-0.0378071861148929
"sigara içmek","mezun olmak","unrelated","word","word",NA
"eşek","tam dolu","unrelated","word","word",NA
"bulaşma","taht","unrelated","word","word",0.0949414819797949
"keşiş","düşünmek","unrelated","word","word",0.157485146559618
"düşman","uyarılmış","unrelated","word","word",0.162603664590211
"sincap","soğan","unrelated","word","word",0.260323536526632
"jeneratör","bilmek","unrelated","word","word",0.0955034653428528
"resmi olarak","oturmak","unrelated","word","word",NA
"sanatçı","edebiyat","unrelated","word","word",0.343499090122778
"pub","doğrulayın","unrelated","word","word",0.0727082165382427
"sezar","bakım yapmak","unrelated","word","word",NA
"dramatik","geleneksel","unrelated","word","word",0.292047068817728
"ruh","strateji","unrelated","word","word",0.0908684589252859
"kâbus","işletme","unrelated","word","word",0.125891974839576
"yarın","genç","unrelated","word","word",0.0680369028472328
"akşam yemegi","kabul","unrelated","word","word",NA
"casusluk","hizmetçi","unrelated","word","word",0.213183584981191
"sadık","sistem","unrelated","word","word",0.17460157084587
"gun batimi","yasal","unrelated","word","word",NA
"kör","kral","unrelated","word","word",0.113006437448034
"etkinleştirme","kocaman","unrelated","word","word",0.0361753265643924
"plaj","psikoloji","unrelated","word","word",0.231213393621291
"komplo","restoran","unrelated","word","word",0.144945810192286
"hile","dişi","unrelated","word","word",0.0487048151322224
"saç","okul","unrelated","word","word",0.190121687961594
"sessizlik","olumsuz","unrelated","word","word",0.0693066419639261
"kapak","tanıklık","unrelated","word","word",0.090714318800547
"aptal","yanak","unrelated","word","word",0.115016474926441
"çorba","yardım","unrelated","word","word",0.236066862671487
"kurban","duygusal","unrelated","word","word",0.132935358461032
"istila","silah","unrelated","word","word",0.209986124976206
"pazartesi günü","kibrit","unrelated","word","word",NA
"kişiye özel","incinme","unrelated","word","word",NA
"şarap","serebral","unrelated","word","word",0.056942594580418
"yarışma","elektrik","unrelated","word","word",0.111527835837307
"ninja","kurul","unrelated","word","word",0.0107476702723082
"tablo","teknik","unrelated","word","word",0.104450378665584
"rüşvet","ölümcül","unrelated","word","word",0.0999897779224566
"mil","anlamak","unrelated","word","word",0.16723820176748
"kilise","liman","unrelated","word","word",0.259299538056884
