"word_combo","el_cue","el_target","type","cue_type","target_type","el_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"απαγδρέαςχάρτης","απαγδρέας","χάρτης","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγοράζμένοςεγγραφή","απαγοράζμένος","εγγραφή","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγοράζμένοςκαθήσων","απαγοράζμένος","καθήσων","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγορευμένοςαπαγορεύω","απαγορευμένος","απαγορεύω","related","word","word",0.546647700638622,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγορευμένοςαποτέλεσμα","απαγορευμένος","αποτέλεσμα","unrelated","word","word",0.120637325710344,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγορευμένοςυφιος","απαγορευμένος","υφιος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγοφήγέλιο","απαγοφή","γέλιο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγοφήπροθαση","απαγοφή","προθαση","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγωγέαςάλτρινος","απαγωγέας","άλτρινος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγωγέαςλύτρα","απαγωγέας","λύτρα","related","word","word",0.383962274004382,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγωγέαςχιόνι","απαγωγέας","χιόνι","unrelated","word","word",0.0718966053873572,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγωγήαπαγάγω","απαγωγή","απαγάγω","related","word","word",0.286014901647623,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγωγήέτντι","απαγωγή","έτντι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαγωγήλάθος","απαγωγή","λάθος","unrelated","word","word",0.122473254714378,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απάντησηαπαντώ","απάντηση","απαντώ","related","word","word",0.463215996013246,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απάντησησαμπρδια","απάντηση","σαμπρδια","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απάντησησκονισμένος","απάντηση","σκονισμένος","unrelated","word","word",0.14797728304659,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαραίτητησκουθοδια","απαραίτητη","σκουθοδια","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαραίτητητσάντα","απαραίτητη","τσάντα","unrelated","word","word",0.136630180468237,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαραίτητηχρειάζομαι","απαραίτητη","χρειάζομαι","related","word","word",0.33687498719559,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαρνιτητηελεύθερος σκοπευτής","απαρνιτητη","ελεύθερος σκοπευτής","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απαρνιτητηθεραπευτικίραγωγή","απαρνιτητη","θεραπευτικίραγωγή","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απεναντι αποαντίθετος","απεναντι απο","αντίθετος","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απεναντι αποαποθοχεύσετε","απεναντι απο","αποθοχεύσετε","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απεναντι απονόστιμο","απεναντι απο","νόστιμο","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απεναντιtίποόριος","απεναντιtίπο","όριος","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απεναντιtίποπρομηθεύω","απεναντιtίπο","προμηθεύω","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απευθείαςκαρδμβάλιος","απευθείας","καρδμβάλιος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απευθείαςκατευθείαν","απευθείας","κατευθείαν","related","word","word",0.767507434650495,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απευθείαςκόσμημα","απευθείας","κόσμημα","unrelated","word","word",0.137629286332886,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απευοβίαςαποτημεσμα","απευοβίας","αποτημεσμα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απευοβίαςκαρτέλ","απευοβίας","καρτέλ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απζήτησηαλμπία","απζήτηση","αλμπία","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απζήτησηπεριεχόμενο","απζήτηση","περιεχόμενο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απλάαπλός","απλά","απλός","related","word","word",0.486860556799886,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απλάγαλαίνας","απλά","γαλαίνας","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απλάμαχητής","απλά","μαχητής","unrelated","word","word",0.100518748288195,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόβεπιφθεεια","απόβ","επιφθεεια","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόβλησπεπιθέσρηση","απόβλησπ","επιθέσρηση","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόβλησπκοινό","απόβλησπ","κοινό","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόβλητακατάστρωμα","απόβλητα","κατάστρωμα","unrelated","word","word",0.147179318498657,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόβληταξοδεύω","απόβλητα","ξοδεύω","related","word","word",0.209205440933825,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόβληταχρεισβομαι","απόβλητα","χρεισβομαι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόβχθες","απόβ","χθες","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόδαυξηαποτέλεσμα","απόδαυξη","αποτέλεσμα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόδαυξησαμπχλάζ","απόδαυξη","σαμπχλάζ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποδεικνύωαπόδειξη","αποδεικνύω","απόδειξη","related","word","word",0.358036385602497,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποδεικνύωπόρτα","αποδεικνύω","πόρτα","unrelated","word","word",0.0750394001628343,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποδεικνύωυίνταγμα","αποδεικνύω","υίνταγμα","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποικίαγκέι","αποικία","γκέι","unrelated","word","word",0.106137045099316,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποικίαομοσπονδία","αποικία","ομοσπονδία","related","word","word",0.415997861821827,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποικίαπερισσαφή","αποικία","περισσαφή","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποκάλυψηκαγωνικός","αποκάλυψη","καγωνικός","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποκάλυψηόραμα","αποκάλυψη","όραμα","related","word","word",0.263556253453604,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποκάλυψηπαραμένει","αποκάλυψη","παραμένει","unrelated","word","word",0.0969667781383118,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποκρουψηαντίο","αποκρουψη","αντίο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποκρουψηηχύλιος","αποκρουψη","ηχύλιος","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απολύτρεεκτίμητρ","απολύτρε","εκτίμητρ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απολύτρεχριστιανός","απολύτρε","χριστιανός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απολύτωςεντελώς","απολύτως","εντελώς","related","word","word",0.590510302131387,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απολύτωςνεροτζτης","απολύτως","νεροτζτης","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απολύτωςφορτηγό","απολύτως","φορτηγό","unrelated","word","word",0.0793233603534247,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απομίμησηυπολοχαγός","απομίμηση","υπολοχαγός","unrelated","word","word",0.101661630647953,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απομίμησηφαηθώ","απομίμηση","φαηθώ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απομίμησηψευδησ","απομίμηση","ψευδησ","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απομυρησηδίψα","απομυρηση","δίψα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απομυρησηομοσποληία","απομυρηση","ομοσποληία","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απορρίμματαγκάλ","απορρίμματα","γκάλ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απορρίμματαεπιτεθείς","απορρίμματα","επιτεθείς","unrelated","word","word",0.104330009081499,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απορρίμματασκουπίδια","απορρίμματα","σκουπίδια","related","word","word",0.552894916959812,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόστασηεύμος","απόσταση","εύμος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόστασηταχύτητα","απόσταση","ταχύτητα","related","word","word",0.480152777187063,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απόστασητύπος","απόσταση","τύπος","unrelated","word","word",0.107580127037182,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποτέλιδμααντίχειρας","αποτέλιδμα","αντίχειρας","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποτέλιδμαδικατηής","αποτέλιδμα","δικατηής","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απότκίαπρακτορείο","απότκία","πρακτορείο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απότκίαπρίγκιτρς","απότκία","πρίγκιτρς","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποτρέψειπορτοκαλί","αποτρέψει","πορτοκαλί","unrelated","word","word",0.10562767482517,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποτρέψεισταμάτα","αποτρέψει","σταμάτα","related","word","word",0.180052967945091,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποτρέψεισυνήετς","αποτρέψει","συνήετς","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποτωθψειεκλογή","αποτωθψει","εκλογή","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αποτωθψειπλατνυ","αποτωθψει","πλατνυ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απυότασηινητευτικός","απυόταση","ινητευτικός","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"απυότασηπρωτότυπο","απυόταση","πρωτότυπο","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αράχνηέντομο","αράχνη","έντομο","related","word","word",0.511458001337222,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αράχνηκιρωτήρας","αράχνη","κιρωτήρας","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αράχνηπατέρας","αράχνη","πατέρας","unrelated","word","word",0.0847952854109267,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αργάγενειάδα","αργά","γενειάδα","unrelated","word","word",0.0616226516511399,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αργάγρήγορα","αργά","γρήγορα","related","word","word",0.520763223125328,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αργάδισκευή","αργά","δισκευή","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αργάκράτος","αργά","κράτος","unrelated","word","word",0.0722854170098645,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αργάνονικά","αργά","νονικά","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αργάνωρίς","αργά","νωρίς","related","word","word",0.570554412057622,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αργόςγρήγορα","αργός","γρήγορα","related","word","word",0.282311986013958,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αργόςκαταστρούς","αργός","καταστρούς","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αργόςκυβέρνηση","αργός","κυβέρνηση","unrelated","word","word",0.000246830990713881,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αργόσχημοςγραμφίριο","αργόσχημος","γραμφίριο","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αργόσχημοςκυρία","αργόσχημος","κυρία","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρέναδιδάσκω","αρένα","διδάσκω","unrelated","word","word",0.0957546642275009,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρέναπεδίο μάχης","αρένα","πεδίο μάχης","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρέναπρόκληθε","αρένα","πρόκληθε","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρετπαγορας","άρετ","παγορας","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρετπεριγραφή","άρετ","περιγραφή","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρηλοαυγό","άρηλο","αυγό","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρηλοπροσβάρθω","άρηλο","προσβάρθω","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρηςαφροδίτη","άρης","αφροδίτη","related","word","word",0.517901491376048,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρηςιουλιέτα","άρης","ιουλιέτα","unrelated","word","word",0.143314389911527,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρηςφρί","άρης","φρί","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρθροεφημερίδα","άρθρο","εφημερίδα","related","word","word",0.561561334972827,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρθροήχος","άρθρο","ήχος","unrelated","word","word",0.0309737342503454,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρθροτρομοιω","άρθρο","τρομοιω","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αριθεσςζις","αριθεσς","ζις","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αριθεσςλιοντάρι","αριθεσς","λιοντάρι","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αριθμόςδιεύθυνση","αριθμός","διεύθυνση","related","word","word",0.341810641033777,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αριθμόςδράφερός","αριθμός","δράφερός","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αριθμόςεκπαίδευση","αριθμός","εκπαίδευση","unrelated","word","word",0.114334784583801,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρκετάέθνος","αρκετά","έθνος","unrelated","word","word",0.0886989415826026,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρκετάεπαρκής","αρκετά","επαρκής","related","word","word",0.305407156303198,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρκετάχρηματζνικονομική","αρκετά","χρηματζνικονομική","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρκοιvαδεκαετία","αρκοιvα","δεκαετία","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρκοιvαπήκη","αρκοιvα","πήκη","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρκούδααπλός","αρκούδα","απλός","unrelated","word","word",0.137109345673878,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρκούδαλύκος","αρκούδα","λύκος","related","word","word",0.500871272826853,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρκούδαφόρνς","αρκούδα","φόρνς","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρνηθείαποδέχομαι","αρνηθεί","αποδέχομαι","related","word","word",0.350730497145927,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρνηθείκαβάστε","αρνηθεί","καβάστε","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρνηθείυψηλός","αρνηθεί","υψηλός","unrelated","word","word",0.123402796473137,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρνήςεξεγές","αρνής","εξεγές","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρνήςπυκνός","αρνής","πυκνός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρντνταςερευνητής","άρντντας","ερευνητής","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"άρντνταςσχεδειση","άρντντας","σχεδειση","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρόρδημιουργικότητα","αρόρ","δημιουργικότητα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρόρθηλυτές","αρόρ","θηλυτές","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρόρκατάσσιψη","αρόρ","κατάσσιψη","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρόρλάθος","αρόρ","λάθος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρπάζωεπιστήμη","αρπάζω","επιστήμη","unrelated","word","word",0.107909822304423,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρπάζωπιάνω","αρπάζω","πιάνω","related","word","word",0.484251913310128,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρπάζωχρύτη","αρπάζω","χρύτη","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρπάιπεπείδιν","αρπάιπ","επείδιν","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρπάιπμοτέλ","αρπάιπ","μοτέλ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρραβώνεςγάμος","αρραβώνες","γάμος","related","word","word",0.462887963312235,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρραβώνεςόριος","αρραβώνες","όριος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρραβώνεςφανταστικός","αρραβώνες","φανταστικός","unrelated","word","word",0.10062425268621,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρραθείαπαντώ","αρραθεί","απαντώ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρραθείομοία","αρραθεί","ομοία","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρρόνηεκρηθεικός","αρρόνη","εκρηθεικός","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρρόνηπαράλογος","αρρόνη","παράλογος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρσενικόςαυγή","αρσενικός","αυγή","unrelated","word","word",0.134773239153303,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρσενικόςθηλυκό","αρσενικός","θηλυκό","related","word","word",0.598908782277163,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρσενικόςυπηρέτοι","αρσενικός","υπηρέτοι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρφωνικόςμησεική εταιρεία","αρφωνικός","μησεική εταιρεία","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρφωνικόςψεύτης","αρφωνικός","ψεύτης","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρχαιότεροςαπνουση","αρχαιότερος","απνουση","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρχαιότεροςνεώτερος","αρχαιότερος","νεώτερος","related","word","word",0.508472368940565,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρχαιότεροςψάρι","αρχαιότερος","ψάρι","unrelated","word","word",0.113871868572679,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρχαρμτεροςδολοφονία","αρχαρμτερος","δολοφονία","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρχαρμτεροςκριθάτι","αρχαρμτερος","κριθάτι","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρχατάγκαρτο","αρχατά","γκαρτο","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρχατάπίστη","αρχατά","πίστη","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"αρχατάσυμφωνία","αρχατά","συμφωνία","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
