"word_combo","fi_cue","fi_target","type","cue_type","target_type","fi_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"epätavallinenmatto","epätavallinen","matto","unrelated","word","word",0.117365318205093,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"epätavallinenoiliä","epätavallinen","oiliä","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"epätavallinenouto","epätavallinen","outo","related","word","word",0.542503918435657,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"erääsäkarmoivijakar","erääsä","karmoivijakar","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"erääsäsyyttäjä","erääsä","syyttäjä","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"erikoinenainutlaatuinen","erikoinen","ainutlaatuinen","related","word","word",0.575662861285395,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"erikoinenkone","erikoinen","kone","unrelated","word","word",0.0814933410357214,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"erikoinenrapeeuhtoisesti","erikoinen","rapeeuhtoisesti","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"erinomainenbändi","erinomainen","bändi","unrelated","word","word",0.123381796322924,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"erinomainenloistava","erinomainen","loistava","related","word","word",0.749040423237694,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"erinomainenpalsirto","erinomainen","palsirto","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"erittäinaksentti","erittäin","aksentti","unrelated","word","word",0.125809303549247,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"erittäinhyvin","erittäin","hyvin","related","word","word",0.599851980053543,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"erittäinmoaseettori","erittäin","moaseettori","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eroaminenhylkääminen","eroaminen","hylkääminen","related","word","word",0.643204525457868,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eroaminenlenne","eroaminen","lenne","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eroaminenvirkistää","eroaminen","virkistää","unrelated","word","word",0.102799119297617,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esiinletmulkti","esiinlet","mulkti","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esiinletsijainti","esiinlet","sijainti","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esiinralainenkenää","esiinralainen","kenää","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esiinralainenyleisesti","esiinralainen","yleisesti","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esiinsuväkimaailma","esiinsuväki","maailma","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esiinsuväkinospi","esiinsuväki","nospi","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esiintyäheälyäni","esiintyä","heälyäni","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esiintyäisä","esiintyä","isä","unrelated","word","word",0.0795917954284522,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esiintyätapahtua","esiintyä","tapahtua","related","word","word",0.341216687936776,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esittääehdottaa","esittää","ehdottaa","related","word","word",0.326828620675182,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esittäägramma","esittää","gramma","unrelated","word","word",0.0868486768162075,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esittäätyyrinäs","esittää","tyyrinäs","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esseiheälyäni","essei","heälyäni","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esseimakuuhuone","essei","makuuhuone","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"estäälopettaa","estää","lopettaa","related","word","word",0.370585449432189,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"estääoranssi","estää","oranssi","unrelated","word","word",0.0858150123121237,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"estäävapolttaa","estää","vapolttaa","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"estehaaste","este","haaste","related","word","word",0.364556616522592,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"estepelavella","este","pelavella","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"esteunivormu","este","univormu","unrelated","word","word",0.0985415723993061,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etäisyysnälkäinen","etäisyys","nälkäinen","unrelated","word","word",0.0294298881315817,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etäisyysnarkia","etäisyys","narkia","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etäisyysnopeus","etäisyys","nopeus","related","word","word",0.550022672701532,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etanakilpikonna","etana","kilpikonna","related","word","word",0.394094629793299,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etanalaatu","etana","laatu","unrelated","word","word",0.0322616061832911,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etanaviesma","etana","viesma","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etekeuskerjannivuus","etekeus","kerjannivuus","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etekeusloukata","etekeus","loukata","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eteläajoittaa","etelä","ajoittaa","unrelated","word","word",0.144042384260481,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eteläinenerehdys","eteläinen","erehdys","unrelated","word","word",0.115944300350259,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eteläinenläntinen","eteläinen","läntinen","related","word","word",0.541579964923409,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eteläinentrianantti","eteläinen","trianantti","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eteläkimos","etelä","kimos","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eteläpohjoinen","etelä","pohjoinen","related","word","word",0.425002442720463,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etsiähauttaa","etsiä","hauttaa","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etsiälöytää","etsiä","löytää","related","word","word",0.627917059802155,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etsiämehu","etsiä","mehu","unrelated","word","word",0.0912588138677056,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etuoikeuskunnia","etuoikeus","kunnia","related","word","word",0.542530847862654,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etuoikeusleetti","etuoikeus","leetti","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etuoikeusmyrsky","etuoikeus","myrsky","unrelated","word","word",0.0600474966974105,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etuosaserjitä","etuosa","serjitä","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etuosatakaosa","etuosa","takaosa","related","word","word",0.642494178897337,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"etuosatodella","etuosa","todella","unrelated","word","word",0.103881670980554,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eväidikenkä","eväidi","kenkä","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eväidisuotranenkuja","eväidi","suotranenkuja","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eversteellinenitäly","eversteellinen","itäly","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"eversteellinentyhmä","eversteellinen","tyhmä","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"evoluutiomutaatio","evoluutio","mutaatio","related","word","word",0.476936676757706,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"evoluutioserkku","evoluutio","serkku","unrelated","word","word",0.0624557032913893,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"evoluutiounkettinen","evoluutio","unkettinen","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"fiksuälykäs","fiksu","älykäs","related","word","word",0.775845849435622,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"fiksuepäonni","fiksu","epäonni","unrelated","word","word",0.0710181947332569,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"fiksupoeverstinen","fiksu","poeverstinen","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"filosofiameeratainen","filosofia","meeratainen","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"filosofianaimisissa","filosofia","naimisissa","unrelated","word","word",0.106609703415425,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"filosofiauskonto","filosofia","uskonto","related","word","word",0.418008253013794,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"flirttarhaajotielti","flirttarha","ajotielti","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"flirttarhatumma","flirttarha","tumma","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"flunssaahmuuja","flunssa","ahmuuja","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"flunssasairaus","flunssa","sairaus","related","word","word",0.476193999500411,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"flunssavaalit","flunssa","vaalit","unrelated","word","word",0.118212043458455,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"frantuurilikainen","frantuuri","likainen","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"frantuuriviemiöistävä","frantuuri","viemiöistävä","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"fyruaikaantaa","fyruaika","antaa","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"fyruaikapasuuntaa","fyruaika","pasuuntaa","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"fysiikkakävellä","fysiikka","kävellä","unrelated","word","word",0.12973576431178,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"fysiikkamatematiikka","fysiikka","matematiikka","related","word","word",0.728361386648876,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"fysiikkamikrosuseampi","fysiikka","mikrosuseampi","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"gaaricowboy","gaari","cowboy","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"gaariflirtsi","gaari","flirtsi","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"gallerialääke","galleria","lääke","unrelated","word","word",0.074923558364081,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"gallerianäyttely","galleria","näyttely","related","word","word",0.545490725938692,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"galleriasinilais","galleria","sinilais","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"generaattorireaktori","generaattori","reaktori","related","word","word",0.589243761107414,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"generaattoriurheilu","generaattori","urheilu","unrelated","word","word",0.10464667701224,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"generaattoriyhteikoot","generaattori","yhteikoot","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"golfkomitea","golf","komitea","unrelated","word","word",0.0891388752263989,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"golfränki","golf","ränki","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"golftennis","golf","tennis","related","word","word",0.464402393716397,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"gorakävellä","gora","kävellä","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"goraryikä","gora","ryikä","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haarankunkeusulinenjerda","haarankunkeusulinen","jerda","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haarankunkeusulinenvastuuton","haarankunkeusulinen","vastuuton","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haavajalokivi","haava","jalokivi","unrelated","word","word",0.120163548919661,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haavapäkkö","haava","päkkö","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haavavamma","haava","vamma","related","word","word",0.594932468426933,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"häeskökaami","häeskö","kaami","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"häeskönopeasti","häeskö","nopeasti","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hahsuilpoltta","hahsu","ilpoltta","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hahsukivi","hahsu","kivi","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haikala","hai","kala","related","word","word",0.540441684014971,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haikristillinen","hai","kristillinen","unrelated","word","word",0.0649110902774145,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haisalpo","hai","salpo","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haittaalilairinsto","haittaali","lairinsto","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haittaalimuurahainen","haittaali","muurahainen","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hakennuskaneränki","hakennuskane","ränki","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hakennuskaneuskoa","hakennuskane","uskoa","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"halkeamapurshottia","halkeama","purshottia","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"halkeamareikä","halkeama","reikä","related","word","word",0.527097591228093,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"halkeamatietää","halkeama","tietää","unrelated","word","word",0.121560408286973,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hallintohallitus","hallinto","hallitus","related","word","word",0.627647521952098,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hallintoidentsä","hallinto","identsä","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hallintolintu","hallinto","lintu","unrelated","word","word",0.133992053969612,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hallitaaiheuttaja","hallita","aiheuttaja","unrelated","word","word",0.135783538325883,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hallitamuisrata","hallita","muisrata","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hallitaonnistua","hallita","onnistua","related","word","word",0.239489041866972,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"halmiluottamus","halmi","luottamus","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"halmivonka","halmi","vonka","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"halreaktolumi","halreakto","lumi","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"halreaktoyhkilyisyys","halreakto","yhkilyisyys","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hämäänjäsityislä","hämäänjä","sityislä","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hämäänjätodennäköisesti","hämäänjä","todennäköisesti","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hämähäkkihyönteinen","hämähäkki","hyönteinen","related","word","word",0.484369436122639,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hämähäkkiriita","hämähäkki","riita","unrelated","word","word",0.103319502302398,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hämähäkkisairion","hämähäkki","sairion","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hämäskonskisymboli","hämäskonski","symboli","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hämäskonskitorioitlinen","hämäskonski","torioitlinen","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hamemekko","hame","mekko","related","word","word",0.643937006070025,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hametutkija","hame","tutkija","unrelated","word","word",0.0379614730743554,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hameviiköt","hame","viiköt","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hämrälintu","hämrä","lintu","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hämränahria","hämrä","nahria","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hämsälautavuus","hämsä","lautavuus","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hämsämiellyttävä","hämsä","miellyttävä","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hanhiankka","hanhi","ankka","related","word","word",0.495942627125189,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hanhirusin","hanhi","rusin","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hanhivoimakkaasti","hanhi","voimakkaasti","unrelated","word","word",0.122543038931224,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hankeisoli","hanke","isoli","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hankeohjelma","hanke","ohjelma","related","word","word",0.328033616263793,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hankepelko","hanke","pelko","unrelated","word","word",0.120155958196716,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hapeeahtoinenaarunsoikko","hapeeahtoinen","aarunsoikko","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hapeeahtoinensavuke","hapeeahtoinen","savuke","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harjoitellasparme","harjoitella","sparme","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harjoitellatoivoa","harjoitella","toivoa","unrelated","word","word",0.13397161088102,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harjoitellatreenata","harjoitella","treenata","related","word","word",0.667195837421243,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harkitaajatella","harkita","ajatella","related","word","word",0.484367320648821,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harkitajeki","harkita","jeki","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harkitavalo","harkita","valo","unrelated","word","word",0.113505219453387,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harnioituskiinkija","harnioitus","kiinkija","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harnioitustakaosa","harnioitus","takaosa","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harrastuskattu","harrastus","kattu","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harrastusurheilu","harrastus","urheilu","related","word","word",0.459018772425719,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harrastusympäriinsä","harrastus","ympäriinsä","unrelated","word","word",0.12847043328796,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harsipalja","harsi","palja","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"harsivaltakunta","harsi","valtakunta","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haukevehoukutella","haukeve","houkutella","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haukevetaiva","haukeve","taiva","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haunettoölke","haunetto","ölke","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haunettovarmentaa","haunetto","varmentaa","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haunikananmuna","hauni","kananmuna","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haunipääma","hauni","pääma","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haurasaloiltivaali","hauras","aloiltivaali","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haurasherkkä","hauras","herkkä","related","word","word",0.428572240892643,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hauraskahvi","hauras","kahvi","unrelated","word","word",0.111242386125205,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haussoripalukeri","haussori","palukeri","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"haussorisäälittävä","haussori","säälittävä","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hautahautausmaa","hauta","hautausmaa","related","word","word",0.710346286401548,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"hautapeämä","hauta","peämä","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
