"word_combo","ur_cue","ur_target","type","cue_type","target_type","ur_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"اناٹومینفسیات","اناٹومی","نفسیات","related","word","word",0.399023947973781,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اناجآٹا","اناج","آٹا","related","word","word",0.419676612357648,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اناجبھتیفا","اناج","بھتیفا","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اناجپریمی","اناج","پریمی","unrelated","word","word",0.144832778416825,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انبریئرخد ذ","انبریئر","خد ذ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انبریئرکارکردگی","انبریئر","کارکردگی","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انبغارحیرتوؤنگیز","انبغار","حیرتوؤنگیز","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انبغارناجائز","انبغار","ناجائز","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انپوپائپ","انپو","پائپ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انپویباٹ","انپو","یباٹ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انپینیٹانعام","انپینیٹ","انعام","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انپینیٹحخان","انپینیٹ","حخان","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتباہپیغام","انتباہ","پیغام","related","word","word",0.410899221158285,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتباہسہارا","انتباہ","سہارا","unrelated","word","word",0.124619705379191,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتباہگیمگوڑین گار","انتباہ","گیمگوڑین گار","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتخاباختیار","انتخاب","اختیار","related","word","word",0.2720257306467,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتخاببدصورت","انتخاب","بدصورت","unrelated","word","word",0.145250926727888,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتخابوتغو","انتخاب","وتغو","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظارتوقع","انتظار","توقع","related","word","word",0.153819921920773,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظارڈرڈابہ","انتظار","ڈرڈابہ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظارنفسیاتی","انتظار","نفسیاتی","unrelated","word","word",0.145524555668663,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظام کرناپروگرام","انتظام کرنا","پروگرام","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظام کرناترتیب دینا","انتظام کرنا","ترتیب دینا","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظام کرناچھاتی","انتظام کرنا","چھاتی","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظام کرنارقن","انتظام کرنا","رقن","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظام کرناشادیمہدہ","انتظام کرنا","شادیمہدہ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظام کرناکامیاب ہونا","انتظام کرنا","کامیاب ہونا","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظامیہپتھر","انتظامیہ","پتھر","unrelated","word","word",0.111429924986642,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظامیہحکومت","انتظامیہ","حکومت","related","word","word",0.43055325388686,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتظامیہقگرق","انتظامیہ","قگرق","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتقامانصاف","انتقام","انصاف","related","word","word",0.27329800714458,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتقامسرمایہپچاری","انتقام","سرمایہپچاری","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتقامسوتی","انتقام","سوتی","unrelated","word","word",0.127519527726109,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتقبلآرجدب","انتقبل","آرجدب","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتقبلچلنا","انتقبل","چلنا","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتہائیبہت","انتہائی","بہت","related","word","word",0.475134647727619,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتہائیپیشاب","انتہائی","پیشاب","unrelated","word","word",0.116789732394269,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتہائیلیریف","انتہائی","لیریف","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتہرجرناپیراگراف","انتہرجرنا","پیراگراف","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انتہرجرناجوجقا","انتہرجرنا","جوجقا","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انٹرنیٹدلہن","انٹرنیٹ","دلہن","unrelated","word","word",0.128628458199948,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انٹرنیٹگنکشارحشنڈ","انٹرنیٹ","گنکشارحشنڈ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انٹرنیٹویب","انٹرنیٹ","ویب","related","word","word",0.519551948166657,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انٹھصچھلانگ","انٹھص","چھلانگ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انٹھصغاہب","انٹھص","غاہب","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انجنیئرتیز","انجنیئر","تیز","unrelated","word","word",0.142532158056939,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انجنیئرذیب","انجنیئر","ذیب","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انجنیئرمعمار","انجنیئر","معمار","related","word","word",0.375789558824528,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انچھافیجیریہ","انچھافی","جیریہ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انچھافیشکریہ","انچھافی","شکریہ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندام نہانیاحیٹس","اندام نہانی","احیٹس","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندام نہانیتقسیم","اندام نہانی","تقسیم","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندام نہانیعضو تناسل","اندام نہانی","عضو تناسل","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندرونیبیرونی","اندرونی","بیرونی","related","word","word",0.629531451256753,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندرونیخڑگپ میں گافا","اندرونی","خڑگپ میں گافا","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندرونیرس","اندرونی","رس","unrelated","word","word",0.0700772788326664,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندھابہرا","اندھا","بہرا","related","word","word",0.364911552264032,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندھاپیداوار","اندھا","پیداوار","unrelated","word","word",0.123276695878473,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندھاگوغت","اندھا","گوغت","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندھیراروشنی","اندھیرا","روشنی","related","word","word",0.46391834649906,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندھیراسصاد","اندھیرا","سصاد","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اندھیراکتاب","اندھیرا","کتاب","unrelated","word","word",0.110965209717774,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انسانی ہنرکا نمونہابلنا","انسانی ہنرکا نمونہ","ابلنا","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انسانی ہنرکا نمونہبڑا تمغہ","انسانی ہنرکا نمونہ","بڑا تمغہ","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انسانی ہنرکا نمونہپردھون","انسانی ہنرکا نمونہ","پردھون","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انسپکٹربند وق","انسپکٹر","بند وق","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انسپکٹرپرائیشی","انسپکٹر","پرائیشی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انسپکٹرکمشنر","انسپکٹر","کمشنر","related","word","word",0.397542522744589,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انسپلارجھیل","انسپلار","جھیل","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انسپلارچینپی ذیٹر","انسپلار","چینپی ذیٹر","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انشہابتخلیقی صلاوتت","انشہاب","تخلیقی صلاوتت","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انشہابسواری کرنا","انشہاب","سواری کرنا","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انکار کرنااونچا","انکار کرنا","اونچا","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انکار کرناخنگ خلی","انکار کرنا","خنگ خلی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انکار کرناقبول کرنا","انکار کرنا","قبول کرنا","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انکیوااقرار نامہ","انکیوا","اقرار نامہ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انکیواگاگکن","انکیوا","گاگکن","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انگرکسیشخصیت","انگرکسی","شخصیت","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انگرکسیعدمائش","انگرکسی","عدمائش","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انگریزیتق","انگریزی","تق","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انگریزیفرانسیسی","انگریزی","فرانسیسی","related","word","word",0.419048200445239,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انگریزیکمی","انگریزی","کمی","unrelated","word","word",0.14757324276322,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انگلیانگوٹھا","انگلی","انگوٹھا","related","word","word",0.608638349066563,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انگلیٹکسٹن","انگلی","ٹکسٹن","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انگلیگیراج","انگلی","گیراج","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انگوٹھیتکبر","انگوٹھی","تکبر","unrelated","word","word",0.137672376768691,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انگوٹھیگازگرڈکی","انگوٹھی","گازگرڈکی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انگوٹھیہار","انگوٹھی","ہار","related","word","word",0.287546596194271,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اننیونیٹیم","اننیونی","ٹیم","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اننیونیغاط","اننیونی","غاط","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انہیام ثروادروازہ","انہیام ثروا","دروازہ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انہیام ثرواگگبنڈی","انہیام ثروا","گگبنڈی","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انوکھارگیس","انوکھا","رگیس","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انوکھاعجیب","انوکھا","عجیب","related","word","word",0.368632232345955,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انوکھاقتل کرنا","انوکھا","قتل کرنا","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انیچیروشن","انیچی","روشن","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"انیچیشرکاطہ گار","انیچی","شرکاطہ گار","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اواسپطاء","اواس","پطاء","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اواسپلیٹ","اواس","پلیٹ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اوپربینڈ","اوپر","بینڈ","unrelated","word","word",0.0202507014405391,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اوپرشریکاق","اوپر","شریکاق","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اوپرنیچے","اوپر","نیچے","related","word","word",0.643419760361622,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اوزارآلہ","اوزار","آلہ","related","word","word",0.303776831339934,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اوزارنشے میں مدہوش","اوزار","نشے میں مدہوش","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اوزارہیرونگ","اوزار","ہیرونگ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اوونچولہا","اوون","چولہا","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اوونساخت","اوون","ساخت","unrelated","word","word",0.100323021057035,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اوونویشعائر","اوون","ویشعائر","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایجنٹجاسوس","ایجنٹ","جاسوس","related","word","word",0.432767737532602,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایجنٹجیبانبی","ایجنٹ","جیبانبی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایجنٹمغربی","ایجنٹ","مغربی","unrelated","word","word",0.0823224350643891,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایڈحتعلیم","ایڈح","تعلیم","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایڈحہزیقت پسندانہ","ایڈح","ہزیقت پسندانہ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایڈزاچسائی","ایڈز","اچسائی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایڈزایچ آئی وی","ایڈز","ایچ آئی وی","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایڈزبہترین","ایڈز","بہترین","unrelated","word","word",0.128841602557947,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایق رسکم گا درگدصوطنا","ایق رسکم گا درگد","صوطنا","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایق رسکم گا درگدمصنوعی","ایق رسکم گا درگد","مصنوعی","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایک جیسابیٹا","ایک جیسا","بیٹا","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایک جیساخننا","ایک جیسا","خننا","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایک جیسامختلف","ایک جیسا","مختلف","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایک قسم کا درختاوبنائی","ایک قسم کا درخت","اوبنائی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایک قسم کا درختایک قسم کی جھاڑی","ایک قسم کا درخت","ایک قسم کی جھاڑی","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایک قسم کا درختگھٹنے","ایک قسم کا درخت","گھٹنے","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایکتشدد","ایک","تشدد","unrelated","word","word",0.134526606453055,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایکتین","ایک","تین","related","word","word",0.302461940225486,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایکڈوعر","ایک","ڈوعر","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایمبولواسکارڈنل","ایمبولواس","کارڈنل","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایمبولواسمطالفض","ایمبولواس","مطالفض","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایمبولینساسٹرابیری","ایمبولینس","اسٹرابیری","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایمبولینسشکتیٹی","ایمبولینس","شکتیٹی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ایمبولینسہیلی کاپٹر","ایمبولینس","ہیلی کاپٹر","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اییرٹشریکاق","اییرٹ","شریکاق","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"اییرٹمکمل","اییرٹ","مکمل","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بؤ شپحیرت انگیز","بؤ شپ","حیرت انگیز","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بؤ شپسسپن","بؤ شپ","سسپن","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"باؤںجانور","باؤں","جانور","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"باؤںچچاقی","باؤں","چچاقی","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بائبلپاطی","بائبل","پاطی","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بائبلجھینگا مچھلی","بائبل","جھینگا مچھلی","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بائبلکتاب","بائبل","کتاب","related","word","word",0.325564202143275,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بابڑزرنابلٹر","بابڑزرنا","بلٹر","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بابڑزرناوراثت","بابڑزرنا","وراثت","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بابسبخار","بابس","بخار","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بابسہمانا","بابس","ہمانا","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"باپپیداوار","باپ","پیداوار","unrelated","word","word",0.0968128168560866,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"باپماں","باپ","ماں","related","word","word",0.602578025678736,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"باپوالھین","باپ","والھین","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بات کرنابولنا","بات کرنا","بولنا","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بات کرناصواط فص","بات کرنا","صواط فص","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بات کرناویمپائر","بات کرنا","ویمپائر","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بادعافیجذبہ","بادعافی","جذبہ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بادعافیشرچہ","بادعافی","شرچہ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بادلدھند","بادل","دھند","related","word","word",0.372939783327464,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بادلرقم","بادل","رقم","unrelated","word","word",0.072138495374226,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بادلظقد","بادل","ظقد","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بارشبرف","بارش","برف","related","word","word",0.409750245336087,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بارشچچرہ","بارش","چچرہ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بارشوفاق","بارش","وفاق","unrelated","word","word",0.115665057769282,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بارود خانہاسلحہ خانہ","بارود خانہ","اسلحہ خانہ","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بارود خانہحیصا","بارود خانہ","حیصا","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بارود خانہگریجویٹ","بارود خانہ","گریجویٹ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بازرکھناجنرج","بازرکھنا","جنرج","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بازرکھناروکنا","بازرکھنا","روکنا","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"بازرکھنانارنجی","بازرکھنا","نارنجی","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"باسکٹ بالتقریب","باسکٹ بال","تقریب","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
