"word_combo","th_cue","th_target","type","cue_type","target_type","th_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"ดีเอกดูแคลนการบัติ","ดีเอกดูแคลน","การบัติ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดีเอ็นเอฉุ่งก่า","ดีเอ็นเอ","ฉุ่งก่า","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดีเอ็นเอลายนิ้วมือ","ดีเอ็นเอ","ลายนิ้วมือ","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดีเอ็นเอเรื่องอื้อฉาว","ดีเอ็นเอ","เรื่องอื้อฉาว","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดีแย่","ดี","แย่","related","word","word",0.352565357457747,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดึมการพัดโอ","ดึม","การพัดโอ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดึมป่าไม้","ดึม","ป่าไม้","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดื้อรั้นทางจิตวงงาน","ดื้อรั้น","ทางจิตวงงาน","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดื้อรั้นเห็นแก่ตัว","ดื้อรั้น","เห็นแก่ตัว","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดื้อรั้นโรม","ดื้อรั้น","โรม","unrelated","word","word",0.114696741887788,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดูจิตวะวันออก","ดู","จิตวะวันออก","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดูดดาวเทียม","ดูด","ดาวเทียม","unrelated","word","word",0.143321423627181,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดูดมีปรญากร","ดูด","มีปรญากร","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดูดเลีย","ดูด","เลีย","related","word","word",0.147593761442422,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดูถูกดูแคลนอนพิธภัณฑ์","ดูถูกดูแคลน","อนพิธภัณฑ์","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดูถูกดูแคลนโอ้อวด","ดูถูกดูแคลน","โอ้อวด","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดูถูกดูแคลนไมโครโฟน","ดูถูกดูแคลน","ไมโครโฟน","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดูที่เป็นไปได้","ดู","ที่เป็นไปได้","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดูนวีม","ดูน","วีม","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดูนสำนักแม่ชี","ดูน","สำนักแม่ชี","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ดูเฝ้าดู","ดู","เฝ้าดู","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ด้านหน้าข้างหลัง","ด้านหน้า","ข้างหลัง","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ด้านหน้าจริงๆ","ด้านหน้า","จริงๆ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ด้านหน้าวิตยาม","ด้านหน้า","วิตยาม","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ด๊ะกระกงาน","ด๊ะ","กระกงาน","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ด๊ะเหรียญรางวัล","ด๊ะ","เหรียญรางวัล","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงกทายฝุบหลับ","ตรงกทาย","ฝุบหลับ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงกทายอาชญากร","ตรงกทาย","อาชญากร","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงข้ามตรงกันข้าม","ตรงข้าม","ตรงกันข้าม","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงข้ามมาวนิลา","ตรงข้ามมา","วนิลา","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงข้ามมาแรงบั้งเดิม","ตรงข้ามมา","แรงบั้งเดิม","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงข้ามอร่อย","ตรงข้าม","อร่อย","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงข้ามอ่อศพ","ตรงข้าม","อ่อศพ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงค้ากรกฎาก่อน","ตรงค้า","กรกฎาก่อน","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงค้าพังทลาย","ตรงค้า","พังทลาย","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงไปตรงมาอัญมณี","ตรงไปตรงมา","อัญมณี","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงไปตรงมาเอเลอรี่","ตรงไปตรงมา","เอเลอรี่","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรงไปตรงมาโดยตรง","ตรงไปตรงมา","โดยตรง","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรวจสอบยืนยัน","ตรวจสอบ","ยืนยัน","related","word","word",0.283887515945722,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรวจสอบล่างสุด","ตรวจสอบ","ล่างสุด","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตรวจสอบหุยรวม","ตรวจสอบ","หุยรวม","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระการออกเดินทาง","ตระ","การออกเดินทาง","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระกูลครอบครัว","ตระกูล","ครอบครัว","related","word","word",0.31313442041577,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระกูลภายเจน","ตระกูล","ภายเจน","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระกูลเว็บ","ตระกูล","เว็บ","unrelated","word","word",0.101054797289183,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระบองค้อน","ตระบอง","ค้อน","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระบองพบปะ","ตระบอง","พบปะ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระบองสามื่อเสียง","ตระบอง","สามื่อเสียง","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระมันผลิมพันธ์","ตระมัน","ผลิมพันธ์","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระมันวินาศกรรม","ตระมัน","วินาศกรรม","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระหนักอุปกรณ์","ตระหนัก","อุปกรณ์","unrelated","word","word",0.0712611282810725,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระหนักเข้าใจ","ตระหนัก","เข้าใจ","related","word","word",0.413334413069666,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระหนักเรลก","ตระหนัก","เรลก","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระโฟนที่เป็นไปได้","ตระโฟน","ที่เป็นไปได้","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระโฟนโรงงเสีย","ตระโฟน","โรงงเสีย","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตระโรคระพัน","ตระ","โรคระพัน","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตราประทับการลงนาม","ตราประทับ","การลงนาม","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตราประทับคลินิก","ตราประทับ","คลินิก","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตราประทับแท่","ตราประทับ","แท่","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตราประแสงมั่มไป","ตราประแสง","มั่มไป","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตราประแสงเคี้ยว","ตราประแสง","เคี้ยว","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตราสัญลักษณ์การตขวด","ตราสัญลักษณ์","การตขวด","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตราสัญลักษณ์ชุดยูนิฟอร์ม","ตราสัญลักษณ์","ชุดยูนิฟอร์ม","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตราสัญลักษณ์รู้","ตราสัญลักษณ์","รู้","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตลข่าวผ้าฝ้าย","ตลข่าว","ผ้าฝ้าย","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตลข่าวอ๊ง","ตลข่าว","อ๊ง","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตลอดิดพลาดซิจกรรม","ตลอดิดพลาด","ซิจกรรม","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตลอดิดพลาดสำนักงาน","ตลอดิดพลาด","สำนักงาน","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตอนนี้รู้","ตอนนี้","รู้","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตอนนี้ร้ายแรง","ตอนนี้","ร้ายแรง","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตอนนี้เจ็บพิพาท","ตอนนี้","เจ็บพิพาท","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตอบนธรรมมะเร็ง","ตอบนธรรม","มะเร็ง","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตอบนธรรมเหตเท่า","ตอบนธรรม","เหตเท่า","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตังเตือนเพื่อนชาย","ตังเตือน","เพื่อนชาย","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตังเตือนเมื้องชาย","ตังเตือน","เมื้องชาย","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัมนขักเต้น","ตัมน","ขักเต้น","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัมนมะเขือเทศ","ตัมน","มะเขือเทศ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัมสุขเทิศ","ตัมสุข","เทิศ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัมสุขแฮมเบอร์เกอร์","ตัมสุข","แฮมเบอร์เกอร์","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัวปรวรรษจงาย","ตัวปรวรรษ","จงาย","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัวปรวรรษยังคง","ตัวปรวรรษ","ยังคง","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัวประกันการลงบอล","ตัวประกัน","การลงบอล","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัวประกันนักโทษ","ตัวประกัน","นักโทษ","related","word","word",0.337535264164646,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัวประกันผลิต","ตัวประกัน","ผลิต","unrelated","word","word",0.0455248545760099,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัวเลขการลงคะแนนม่าได้","ตัวเลข","การลงคะแนนม่าได้","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัวเลขการศึกษา","ตัวเลข","การศึกษา","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัวเลขที่อยู่","ตัวเลข","ที่อยู่","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัวเลือกทางเลือก","ตัวเลือก","ทางเลือก","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัวเลือกศึภาพ","ตัวเลือก","ศึภาพ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตัวเลือกเขียน","ตัวเลือก","เขียน","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตั๋วซ่อน","ตั๋ว","ซ่อน","unrelated","word","word",0.0785850964670708,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตั๋วหนังสือเดินทาง","ตั๋ว","หนังสือเดินทาง","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตั๋วโร่มเติม","ตั๋ว","โร่มเติม","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตาบอดถดกา","ตาบอด","ถดกา","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตาบอดบุคลิกภาพ","ตาบอด","บุคลิกภาพ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตาบอดหูหนวก","ตาบอด","หูหนวก","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามธรรมชาติกลุ่ม","ตามธรรมชาติ","กลุ่ม","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามธรรมชาติการวิทยาลัย","ตามธรรมชาติ","การวิทยาลัย","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามธรรมชาติเทียม","ตามธรรมชาติ","เทียม","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามธรรมหมายคุณย่าราชการ","ตามธรรมหมาย","คุณย่าราชการ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามธรรมหมายน่าตื่นเต้น","ตามธรรมหมาย","น่าตื่นเต้น","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามลำจิกายนเกี่ยว่อเสียง","ตามลำจิกายน","เกี่ยว่อเสียง","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามลำจิกายนเตา","ตามลำจิกายน","เตา","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามลำตอบจัดหทราย","ตามลำตอบ","จัดหทราย","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามลำตอบยาว","ตามลำตอบ","ยาว","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามลำพังของไหล","ตามลำพัง","ของไหล","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามลำพังพลับป่วย","ตามลำพัง","พลับป่วย","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามลำพังเหงา","ตามลำพัง","เหงา","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามลำออกตามคูน","ตามลำออก","ตามคูน","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตามลำออกวันอังคาร","ตามลำออก","วันอังคาร","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ติดตามกระทรวง","ติดตาม","กระทรวง","unrelated","word","word",0.0726322702532107,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ติดตามอาชงาน","ติดตาม","อาชงาน","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ติดตามไล่ล่า","ติดตาม","ไล่ล่า","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตินต่อถูปักตัว","ตินต่อ","ถูปักตัว","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตินต่อพ่อมด","ตินต่อ","พ่อมด","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตีกการจับปลา","ตีก","การจับปลา","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตีกเป็นอคุณยาย","ตีก","เป็นอคุณยาย","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตีข้อสันนิษฐาน","ตี","ข้อสันนิษฐาน","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตีอย่างรวดสยอง","ตี","อย่างรวดสยอง","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตีโจมตี","ตี","โจมตี","related","word","word",0.328455209544976,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตุ้ค่าหมาป่า","ตุ้ค่า","หมาป่า","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตุ้ค่าในทางมัติเหตุ","ตุ้ค่า","ในทางมัติเหตุ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตุ๊กตาของเล่น","ตุ๊กตา","ของเล่น","related","word","word",0.376245428880555,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตุ๊กตาจักเพลิง","ตุ๊กตา","จักเพลิง","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตุ๊กตาเฉลียวฉลาด","ตุ๊กตา","เฉลียวฉลาด","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตูดก้น","ตูด","ก้น","related","word","word",0.169401995175637,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตูดเป็นทางการ","ตูด","เป็นทางการ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตูดโรงงเสีย","ตูด","โรงงเสีย","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตูนทัพการระเร็จ","ตูนทัพ","การระเร็จ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตูนทัพประโยค","ตูนทัพ","ประโยค","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตูพายุทอร์เตือน","ตู","พายุทอร์เตือน","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตูรวย","ตู","รวย","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตู้ดำเนินต่อ","ตู้","ดำเนินต่อ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตู้ตู้เสื้อผ้า","ตู้","ตู้เสื้อผ้า","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ตู้บอภ","ตู้","บอภ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต่ำกว่าฝุ่นจับ","ต่ำกว่า","ฝุ่นจับ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต่ำกว่าวำงาน","ต่ำกว่า","วำงาน","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต่ำกว่าเหนือกว่า","ต่ำกว่า","เหนือกว่า","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต่ำรีง","ต่ำ","รีง","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต่ำสารภาพ","ต่ำ","สารภาพ","unrelated","word","word",0.0508509651140671,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต่ำสูง","ต่ำ","สูง","related","word","word",0.501704524534467,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต้นฉบับสำเนา","ต้นฉบับ","สำเนา","related","word","word",0.379902907963195,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต้นฉบับเงิกลับ","ต้นฉบับ","เงิกลับ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต้นฉบับโง่","ต้นฉบับ","โง่","unrelated","word","word",0.125372178305365,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต้องห้ามปาแข็ง","ต้องห้าม","ปาแข็ง","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต้องห้ามผลที่ตามมา","ต้องห้าม","ผลที่ตามมา","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ต้องห้ามห้ามปราม","ต้องห้าม","ห้ามปราม","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ถนตรูตู้เตระเวน","ถนตรู","ตู้เตระเวน","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ถนตรูมีความสุข","ถนตรู","มีความสุข","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ถนนการกระทำ","ถนน","การกระทำ","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ถนนความรังโรจน์","ถนน","ความรังโรจน์","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ถนนทางหลวง","ถนน","ทางหลวง","related","word","word",0.5859796673821,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ถนนหลวงถนน","ถนนหลวง","ถนน","related","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ถนนหลวงทุนนิยม","ถนนหลวง","ทุนนิยม","unrelated","word","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
