sl_cue,sl_target,type,cue_type,target_type,sl_cosine
šteti,metek,unrelated,word,word,0.0922936033184117
tumor,avtoriteta,unrelated,word,word,0.0734798995422025
očala,slišati,unrelated,word,word,0.114136918795619
poveljnik,okužba,unrelated,word,word,0.105291915052011
vozilo,vera,unrelated,word,word,0.0537924731526799
škof,gledališče,unrelated,word,word,0.0459109717984481
breme,sončev,unrelated,word,word,-0.00500558978164547
tla,grški,unrelated,word,word,0.123902262679689
mafija,jajce,unrelated,word,word,0.101323599579912
razlog,elektrika,unrelated,word,word,0.0905214658258016
grob,spremljati,unrelated,word,word,0.0475806603004019
ritual,mama,unrelated,word,word,0.0495185176972271
miza,koncert,unrelated,word,word,0.100786453668455
slediti,cirkus,unrelated,word,word,0.121327323582041
kruh,zmagati,unrelated,word,word,0.0514989132807025
želodec,poker,unrelated,word,word,0.103779506326516
dim,možnost,unrelated,word,word,0.134834563515042
živalski vrt,odnos,unrelated,word,word,
kultura,živčen,unrelated,word,word,0.0435305228113339
bolnišnica,razvoj,unrelated,word,word,0.135174426900384
odpreti,ekipa,unrelated,word,word,0.121998787214711
zaklenjen,topništvo,unrelated,word,word,0.0425201057446549
kabinet,nadaljevati,unrelated,word,word,0.115635564563596
skodelica,ničvreden,unrelated,word,word,0.14158571641096
rum,daleč,unrelated,word,word,0.0834436884369189
vroč,postopek,unrelated,word,word,0.129565974904152
komisija,imperij,unrelated,word,word,0.0908453039621954
navigacija,kraljestvo,unrelated,word,word,0.0687360418885913
rasist,nastop,unrelated,word,word,0.130605868897087
potrpežljivost,hiv,unrelated,word,word,0.0479095264928937
skupen,natakarica,unrelated,word,word,0.0703715382188313
absolutno,oropati,unrelated,word,word,0.0491764270031435
programska oprema,lačen,unrelated,word,word,
fokus,prepovedati,unrelated,word,word,0.0197875523412607
spoštovanje,profesor,unrelated,word,word,0.0530535654700906
potrditev,strokovnjak,unrelated,word,word,0.0905932605621612
zakon,otroštvo,unrelated,word,word,0.134535277955419
vsebovati,predsednik,unrelated,word,word,0.144756201095012
napredovati,majoneza,unrelated,word,word,0.0696843987754832
nasprotno,slasten,unrelated,word,word,0.0580641923758878
sirotišnica,vzrok,unrelated,word,word,0.0452661499786313
narobe,dogodek,unrelated,word,word,0.119221255284796
baron,agencija,unrelated,word,word,0.0432596512229549
pošast,kapela,unrelated,word,word,0.145272391679629
zlo,zajtrk,unrelated,word,word,0.104598524091335
tveganje,moker,unrelated,word,word,0.0515022507985338
slep,značaj,unrelated,word,word,0.129021964300295
stoletje,kontradiktoren,unrelated,word,word,
zaščititi,zgradba,unrelated,word,word,0.146954678923515
pojem,potni list,unrelated,word,word,
protest,preživeti,unrelated,word,word,0.0908739456256638
prihod,gorila,unrelated,word,word,0.0204729859282859
agent,zahodni,unrelated,word,word,0.141778981430767
pogum,sonda,unrelated,word,word,0.131723901285058
napredek,kristjan,unrelated,word,word,0.126487456807935
čip,jahati,unrelated,word,word,0.0594523837699856
klenk,steklenica,unrelated,word,word,
producent,sever,unrelated,word,word,0.0154252424702569
umazan,zapustiti,unrelated,word,word,0.117361961116498
odpoved,osvežiti,unrelated,word,word,0.0667142057579485
prekiniti,modrica,unrelated,word,word,0.0609526723698213
bog,posel,unrelated,word,word,0.108303841265618
enota,zakon,unrelated,word,word,0.04412987607418
dobrodelnost,minuta,unrelated,word,word,0.0995010625134479
okno,mravlja,unrelated,word,word,0.120756497679818
slikati,adrenalin,unrelated,word,word,0.0557965281823422
nočna mora,parfum,unrelated,word,word,
krilo,preiskovalec,unrelated,word,word,0.118786675127458
potnik,zvok,unrelated,word,word,0.122643058840315
alkohol,srečen,unrelated,word,word,0.0233806903199677
trezen,širok,unrelated,word,word,0.0982075640568972
gos,težko,unrelated,word,word,0.0420401502613581
odgovornost,sindrom,unrelated,word,word,0.111717801331292
oko,odziv,unrelated,word,word,0.12058040252332
zahod,obrok,unrelated,word,word,0.0762753699959871
zdravje,sila,unrelated,word,word,0.136206665366403
vpliv,trojen,unrelated,word,word,
koristen,dama,unrelated,word,word,0.103663826831848
kampanja,konjak,unrelated,word,word,0.129464137532596
magneten,zahteva,unrelated,word,word,0.0343242473364752
zbiralnik,ujetništvo,unrelated,word,word,0.0530488932213224
izhod,lažnivec,unrelated,word,word,0.141466169110205
kuga,spanje,unrelated,word,word,0.124186753634617
oprema,pošten,unrelated,word,word,0.0734540610784268
opazovanje,prestol,unrelated,word,word,0.0854030567056838
končno,čoln,unrelated,word,word,0.0559601600162482
podcenjevati,mikrofon,unrelated,word,word,0.0142984228487788
ponosen,heroin,unrelated,word,word,0.0925682170223458
odpustiti,demonstracija,unrelated,word,word,0.0991564290012228
upanje,modra,unrelated,word,word,0.129204690461464
lojalen,jedrski,unrelated,word,word,0.0765497130068001
realnost,drevo,unrelated,word,word,0.0786366862356569
počasen,vlada,unrelated,word,word,0.033399853165558
zid,manipulirati,unrelated,word,word,0.0533034574534245
karneval,vreden,unrelated,word,word,0.0710385919012382
prvak,štiri,unrelated,word,word,0.0524749131404642
ogaben,grmenje,unrelated,word,word,0.14718462979085
iskati,maslo,unrelated,word,word,0.0386416440977962
dna,škandal,unrelated,word,word,0.0699616866872924
morski pes,geslo,unrelated,word,word,
tekočina,stanovanje,unrelated,word,word,0.120976859123469
pristati,stil,unrelated,word,word,0.0855017930492537
moč,kava,unrelated,word,word,0.124203906033573
večen,prenesti,unrelated,word,word,0.135409889953525
angleščina,zmanjšati,unrelated,word,word,0.0887724986503095
jabolko,nag,unrelated,word,word,0.0511509269747879
igrati,faks,unrelated,word,word,0.129589482915123
zbrati,tišina,unrelated,word,word,0.13938004954111
mehek,zmagovalec,unrelated,word,word,0.142655816522972
državen,kopija,unrelated,word,word,
diploma,dedovati,unrelated,word,word,0.0807243035751046
kila,intimen,unrelated,word,word,0.116662127903222
nedolžen,izraziti,unrelated,word,word,0.126580502953034
iluzija,dodatno,unrelated,word,word,0.0590278104355494
sendvič,uporabiti,unrelated,word,word,0.0455194619194792
palica,srečati,unrelated,word,word,0.0734978342569773
krpa,torek,unrelated,word,word,0.0531689450059341
zaliv,posojilo,unrelated,word,word,0.0990833962006591
čelada,sadje,unrelated,word,word,0.146271330179813
baza,električen,unrelated,word,word,0.0493604000695705
nizek,spovedati,unrelated,word,word,0.0747787165463341
veličanstvo,palec,unrelated,word,word,0.0897423539155292
cesta,dejanje,unrelated,word,word,0.116197932891489
božič,orožarna,unrelated,word,word,0.146826573902523
spodoben,naprava,unrelated,word,word,0.082960119883285
strašen,vodja,unrelated,word,word,0.128454133713913
črpalka,asistirati,unrelated,word,word,0.0959083173772517
dobiček,pisanje,unrelated,word,word,0.102257567067753
kazati,milost,unrelated,word,word,0.0992214607044075
podatki,absurden,unrelated,word,word,0.100520951222246
pregled,brada,unrelated,word,word,0.110947473037434
orodje,pijan,unrelated,word,word,0.111795183775567
oseben,žeja,unrelated,word,word,0.118823402197589
nagon,šola,unrelated,word,word,0.0263276837057374
nerazumno,alibi,unrelated,word,word,0.0774532462777496
diamant,čuden,unrelated,word,word,0.147584195472812
trik,namigovati,unrelated,word,word,0.113800316812435
poročevalec,plavati,unrelated,word,word,0.0830152171039679
sodišče,nadomestiti,unrelated,word,word,0.0840665003945386
Romeo,vsebina,unrelated,word,word,
junij,krutost,unrelated,word,word,0.146736898890363
maščevanje,bombaž,unrelated,word,word,0.0957042010743895
zastrupiti,izjava,unrelated,word,word,0.136040470758388
kraljica,gazirana pijača,unrelated,word,word,
kraljev,cena,unrelated,word,word,0.115438204086322
lord,zasebnost,unrelated,word,word,0.128729480910877
najemnik,zadnjica,unrelated,word,word,0.0886816267204948
prvi,prizadeti,unrelated,word,word,0.123822335459009
nasmeh,zdravljenje,unrelated,word,word,0.122298538820811
seminar,meso,unrelated,word,word,0.0270011669368854
velikost,neznan,unrelated,word,word,0.116586886684998
dovoliti,pekel,unrelated,word,word,0.0229167061187162
verjetnost,pripraviti,unrelated,word,word,0.118854785051094
taksi,skromen,unrelated,word,word,0.12272976506844
zmaj,odsotnost,unrelated,word,word,0.0729479974872347
ledvica,adijo,unrelated,word,word,0.103612779470328
sam,tekoče,unrelated,word,word,0.072423784547681
sovraštvo,uspeti,unrelated,word,word,0.0966347021990296
prigrizek,prototip,unrelated,word,word,0.143957350048471
robot,običajno,unrelated,word,word,0.10451659612097
playboy,cona,unrelated,word,word,-0.00225459404804401
varuška,pomembnost,unrelated,word,word,0.0400173929012152
kompas,nosečnost,unrelated,word,word,0.10882903757563
ločitev,nevarno,unrelated,word,word,0.0582041585342085
joga,tunel,unrelated,word,word,0.110330768724283
šerif,načrtovanje,unrelated,word,word,0.075961677655556
hrana,komisar,unrelated,word,word,0.13090302232089
svinjina,odhod,unrelated,word,word,0.0768467830083032
trofeja,ukrasti,unrelated,word,word,0.112366398669994
artefakt,hladen,unrelated,word,word,0.0365725266574601
konferenca,napadalec,unrelated,word,word,0.128336793237535
železo,sebičen,unrelated,word,word,0.115713905628427
kilometer,čast,unrelated,word,word,0.0404828506611533
civilen,nečak,unrelated,word,word,0.0902717489110843
odsev,loviti,unrelated,word,word,0.143495186546818
napaka,sir,unrelated,word,word,0.0697035092292393
ponižen,komunikacija,unrelated,word,word,0.110386555695569
zaslon,zgodnji,unrelated,word,word,0.115896394915798
jutri,starš,unrelated,word,word,0.0949272333810931
aspirin,orbita,unrelated,word,word,-0.0177032847111829
očka,proizvodnja,unrelated,word,word,0.0773950367406467
knjižnica,poceni,unrelated,word,word,0.115022484250184
evolucija,bratranec,unrelated,word,word,0.0925113929879107
država,opis,unrelated,word,word,0.0800429787103039
grlo,stotnik,unrelated,word,word,0.12170856121603
potrebno,torba,unrelated,word,word,0.141826742576107
polnoč,poslati,unrelated,word,word,0.0664287442430157
zdrav,opravičiti,unrelated,word,word,0.117591612481664
atomsko,dolina,unrelated,word,word,0.122915421103179
jasno,igralec,unrelated,word,word,0.121537764154307
morje,epizoda,unrelated,word,word,-0.0318713069825658
september,perspektiva,unrelated,word,word,0.0805696699263749
pisalna miza,jeklo,unrelated,word,word,
uraden,prezračevanje,unrelated,word,word,0.105249490439961
premog,visokost,unrelated,word,word,0.0411891894289268
urediti,program,unrelated,word,word,0.130794897551342
lastnina,nebeško,unrelated,word,word,0.102408572447981
zrak,družina,unrelated,word,word,0.0761768600689317
ovojnica,kladivo,unrelated,word,word,0.107510657901827
trpljenje,motor,unrelated,word,word,0.0787298079746134
umetnik,udariti,unrelated,word,word,0.0821717034044804
vagina,del,unrelated,word,word,0.0721058154864685
polmer,pričakovati,unrelated,word,word,0.102025670741042
faza,majhen,unrelated,word,word,0.102132544973197
slika,vodik,unrelated,word,word,0.118532006511677
avtogram,osebek,unrelated,word,word,0.055063945846194
spolen,dogajati se,unrelated,word,word,
drobec,jezen,unrelated,word,word,0.0803868527881497
priprava,zapor,unrelated,word,word,0.0493591211580568
cement,svet,unrelated,word,word,0.130539813596103
skleda,učinek,unrelated,word,word,0.100345412905598
novinarstvo,postelja,unrelated,word,word,0.10166623016404
status,umazan,unrelated,word,word,0.105144597695356
nebogljen,tekma,unrelated,word,word,0.035035023403298
dobesedno,detektiv,unrelated,word,word,0.0347333055090158
kancler,tehnika,unrelated,word,word,0.00715616252311131
gumb,bolezen,unrelated,word,word,-0.000759649561974892
sekundaren,nagrada,unrelated,word,word,
princesa,nabrati,unrelated,word,word,0.120973341733375
celica,ustaviti,unrelated,word,word,0.0950415806810688
talec,proizvajati,unrelated,word,word,0.0192088328307317
zasebno,podgana,unrelated,word,word,0.0804568318621243
nobelova,tkivo,unrelated,word,word,0.13958380115204
težava,senator,unrelated,word,word,0.0709931088827061
tovarna,jutro,unrelated,word,word,0.113436697305317
amater,zadaj,unrelated,word,word,0.108700866937364
prepovedano,izid,unrelated,word,word,0.0766191642459518
jamstvo,štab,unrelated,word,word,0.149228994094185
pravilo,grofica,unrelated,word,word,-0.0304126960197921
model,nuja,unrelated,word,word,0.101608021632553
medicinski,klobuk,unrelated,word,word,0.143320751647952
riniti,zelo,unrelated,word,word,0.111873425677763
vstaviti,mrtev,unrelated,word,word,0.0943095889553442
količina,iti,unrelated,word,word,0.086743722343317
polovica,upirati se,unrelated,word,word,
kontaminacija,investitor,unrelated,word,word,0.0914188497592304
jeza,najem,unrelated,word,word,0.102256852649366
občasno,kos,unrelated,word,word,0.0200268719254087
povečati,ulica,unrelated,word,word,0.12638384934385
svež,rešiti,unrelated,word,word,0.126596089534371
obstati,fotografija,unrelated,word,word,0.0733307260151217
najeti,cilj,unrelated,word,word,0.101393149490149
odgovor,samostan,unrelated,word,word,0.116877016619623
zahteva,lev,unrelated,word,word,0.115713766894027
reven,inšpekcija,unrelated,word,word,0.0586962876868846
voziti,čevelj,unrelated,word,word,0.128955953390793
krasti,sto,unrelated,word,word,0.0811872066452334
veriga,odločnost,unrelated,word,word,0.116573059502797
varovanje,enostavno,unrelated,word,word,0.142611185739876
sidro,amerika,unrelated,word,word,0.108519020576848
pirat,protokol,unrelated,word,word,0.00566107334349366
pokojnina,potrditi,unrelated,word,word,0.115270074444265
radar,kosilo,unrelated,word,word,0.0554323650544328
junak,zapreti,unrelated,word,word,0.124898778070495
tatu,minus,unrelated,word,word,0.134814020527587
koledar,princ,unrelated,word,word,0.103273071453025
razred,sevanje,unrelated,word,word,0.0464279557348849
varen,obtožba,unrelated,word,word,0.11297972143454
kupiti,sestanek,unrelated,word,word,0.100753670729007
parlament,zamrzovati,unrelated,word,word,0.13902350353118
guverner,jakna,unrelated,word,word,0.115094671588075
zatočišče,televizija,unrelated,word,word,0.0564254643109125
strel,hitro,unrelated,word,word,0.139530470720697
bolan,desetletje,unrelated,word,word,0.14252014904281
žig,klinika,unrelated,word,word,0.110196449427111
zlat,ostati,unrelated,word,word,0.143226475773718
preprosto,uloviti,unrelated,word,word,0.134947850282661
stranišče,povezava,unrelated,word,word,0.0497917185216253
kaplja,učitelj,unrelated,word,word,0.0901681034661338
malo,novice,unrelated,word,word,0.0755745818923409
črv,poroka,unrelated,word,word,-0.0214745250649798
strelec,dolžnost,unrelated,word,word,0.0322510954530959
dež,federacija,unrelated,word,word,0.0428172135298957
limonada,nežen,unrelated,word,word,0.137247521843155
nič,limuzina,unrelated,word,word,0.1090455716912
hči,ogromen,unrelated,word,word,0.0739921991447219
hrup,chef,unrelated,word,word,-0.0439926299981737
pogovoriti se,vampir,unrelated,word,word,
razdalja,pritisniti,unrelated,word,word,0.135294759244232
potrata,sojenje,unrelated,word,word,0.0823927064392295
zvezen,vaba,unrelated,word,word,0.10437727195823
peron,neodgovorno,unrelated,word,word,0.0710223293513736
preprečiti,oranžna,unrelated,word,word,0.066658964874956
banana,bes,unrelated,word,word,0.0319274034916962
dremež,sabotaža,unrelated,word,word,0.114807141760333
trdno,čustven,unrelated,word,word,0.128479275575872
zamenjati,penis,unrelated,word,word,0.0581702316748418
dovolj,narod,unrelated,word,word,0.146030710504768
predlagati,gram,unrelated,word,word,0.0808409043415346
sobota,izdelek,unrelated,word,word,0.105107569292233
operirati,ulica,unrelated,word,word,0.0861587289281087
utoniti,čarovnik,unrelated,word,word,0.0878495240690347
potencial,roka,unrelated,word,word,0.124918204818302
klic,zunanji,unrelated,word,word,0.129370501322884
radio,zajec,unrelated,word,word,0.114772679084246
krona,tedensko,unrelated,word,word,0.0864585651694365
strela,zagotoviti,unrelated,word,word,0.0919750459177493
ime,funkcionalen,unrelated,word,word,0.0763586239734608
vohun,poldan,unrelated,word,word,0.0830664917169995
premakniti,cigara,unrelated,word,word,0.0499723020598206
senzor,kriza,unrelated,word,word,0.0328013370643336
grm,test,unrelated,word,word,0.0764912252231126
zaslišanje,preproga,unrelated,word,word,0.0655567117715892
krog,prijeten,unrelated,word,word,0.0883768423835752
ponedeljek,napačen,unrelated,word,word,0.113068952142566
piščanec,svetovati,unrelated,word,word,0.0783464575592503
polž,napad,unrelated,word,word,0.101766603317133
nagnusen,pritisk,unrelated,word,word,0.117066542369211
značka,poznati,unrelated,word,word,0.109046397292817
anonimen,rak,unrelated,word,word,0.0775800789296175
neudobno,fant,unrelated,word,word,0.113617393572823
kri,najstnik,unrelated,word,word,0.0809001103565076
puščava,financiranje,unrelated,word,word,0.131144572571093
zombi,nedavno,unrelated,word,word,0.116093922368094
prikolica,poizkus,unrelated,word,word,-0.00451068281460187
cimet,bataljon,unrelated,word,word,0.128609064714485
ventil,organizirati,unrelated,word,word,0.0454228650506556
večina,kampiranje,unrelated,word,word,0.115815423135033
žep,vesoljec,unrelated,word,word,0.126881022395428
vojak,aktivnost,unrelated,word,word,0.0917333094716215
čist,erekcija,unrelated,word,word,0.0885236824050999
sherlock,bitka,unrelated,word,word,0.0953819688396649
pištola,svetoven,unrelated,word,word,0.0919107492529301
mesec,borec,unrelated,word,word,0.0473102504663736
južni,nevesta,unrelated,word,word,0.0836777683090551
ozek,za vedno,unrelated,word,word,
pridobiti,let,unrelated,word,word,0.121418328330531
kabel,zmeda,unrelated,word,word,0.0621596639610716
prekletstvo,tovor,unrelated,word,word,0.049448334938356
medved,depresija,unrelated,word,word,0.112500500340689
vdova,kombi,unrelated,word,word,0.0658938823553268
neuporaben,skupnost,unrelated,word,word,0.0495885164314301
zaslužiti,specialist,unrelated,word,word,0.0519675916240518
brati,pisarna,unrelated,word,word,0.0367056189418493
pesnik,luknja,unrelated,word,word,0.100362287490426
okej,pogosto,unrelated,word,word,0.0849888136259548
rdeča,režiser,unrelated,word,word,0.0722307318471655
oditi,obleka,unrelated,word,word,0.12326975804985
hrbteničen,impresionirati,unrelated,word,word,
ugrabiti,pomota,unrelated,word,word,0.068942901667489
prisotnost,špageti,unrelated,word,word,0.0540710380225277
avtor,dolar,unrelated,word,word,0.0775829427263233
terminal,dati,unrelated,word,word,0.0751691005452472
motiv,cvet,unrelated,word,word,0.1159713213952
nlp,korito,unrelated,word,word,
impresivno,umor,unrelated,word,word,0.118095820328824
obdukcija,močno,unrelated,word,word,-0.0106889754133269
naraven,skupina,unrelated,word,word,0.143957625482249
podpora,jadro,unrelated,word,word,0.14224033750471
tajnik,umeten,unrelated,word,word,0.136848790554892
žrtev,zvest,unrelated,word,word,0.0587633747653666
oblast,čebula,unrelated,word,word,0.1268813359176
past,ljudje,unrelated,word,word,0.0945140736483287
stadion,zlomiti,unrelated,word,word,0.0147099201708004
kavč,žareč,unrelated,word,word,0.108154213481998
kemijski,trebušen,unrelated,word,word,
metulj,političen,unrelated,word,word,0.121991207176168
obletnica,eksploziven,unrelated,word,word,0.0748484399084619
biblija,jastog,unrelated,word,word,0.137837515917343
stolp,sprejeti,unrelated,word,word,0.0982209918703118
kaliber,motel,unrelated,word,word,0.13558534886559
rit,uradnik,unrelated,word,word,0.0718229108691827
tih,moka,unrelated,word,word,0.0414972556976373
piknik,občutek,unrelated,word,word,0.143804137945171
palača,video,unrelated,word,word,0.124726286724793
zgrabiti,znanost,unrelated,word,word,0.126360659248424
cerkev,nagrada,unrelated,word,word,0.0782981538040175
privlačen,babica,unrelated,word,word,0.109889103428753
pogoltniti,včeraj,unrelated,word,word,0.102911282121244
tipičen,tri,unrelated,word,word,0.0660149085103931
plaža,mehanski,unrelated,word,word,0.0750107198403894
padec,glasbenik,unrelated,word,word,0.10135441627639
društvo,stol,unrelated,word,word,0.0588785890923395
turneja,bitje,unrelated,word,word,0.0318523276392277
stik,trženje,unrelated,word,word,0.13016293591871
topel,stavba,unrelated,word,word,0.120555191793895
sorodnik,bolečina,unrelated,word,word,0.139716334371505
tat,predanost,unrelated,word,word,0.122644978523506
trgati,tovornjak,unrelated,word,word,0.147730692193806
stric,gledati,unrelated,word,word,0.117852674838514
senca,študija,unrelated,word,word,0.131621130828532
sončni zahod,hvala,unrelated,word,word,
kabina,kamen,unrelated,word,word,0.100439223278824
okusen,prstni odtis,unrelated,word,word,
stres,mačka,unrelated,word,word,0.118198810816282
ustvarjanje,braniti,unrelated,word,word,0.121166789411533
angel,bejzbol,unrelated,word,word,0.0576868025830774
ponos,puran,unrelated,word,word,0.134962995290364
pogovor,gozd,unrelated,word,word,0.128871212318937
gripa,volitve,unrelated,word,word,0.0729083363292808
datoteka,nepričakovano,unrelated,word,word,0.133421244102163
nemogoče,univerza,unrelated,word,word,0.103046004505497
hraniti,rumena,unrelated,word,word,0.0698925317686208
tok,halucinacija,unrelated,word,word,0.142675871082489
serija,jezero,unrelated,word,word,0.0378787035167531
bežati,dolg,unrelated,word,word,0.103903908633607
noč,simbol,unrelated,word,word,0.116016242745121
pojav,umreti,unrelated,word,word,0.0634996035656448
vaditi,želja,unrelated,word,word,0.0908762940213164
počiti,skrivnost,unrelated,word,word,0.0759131472460705
potres,ogaben,unrelated,word,word,0.126677436934425
uspeh,postaja,unrelated,word,word,0.102930096939863
čudovito,letališče,unrelated,word,word,0.127391183839076
smrtonosen,religija,unrelated,word,word,0.125784095895066
kašelj,informacije,unrelated,word,word,0.0911031293950551
konec,izginotje,unrelated,word,word,0.051092982905132
ogenj,razumeti,unrelated,word,word,0.0938070618513492
oblak,denar,unrelated,word,word,0.0311064940739063
dva,hiter,unrelated,word,word,0.107678482002711
odnos,nafta,unrelated,word,word,0.0276254906486992
prazen,tenis,unrelated,word,word,0.0646754449493873
proračun,besedna zveza,unrelated,word,word,
vesolje,piščalka,unrelated,word,word,0.121789209394999
delavnica,lice,unrelated,word,word,0.05527207426919
vhod,prostovoljno,unrelated,word,word,0.100364958298753
kompliment,vrata,unrelated,word,word,0.100726895670345
čestitati,žival,unrelated,word,word,-0.00786417517941414
klavir,kartel,unrelated,word,word,0.098648620799523
zgoditi se,očka,unrelated,word,word,
odporen,slabost,unrelated,word,word,0.139096255349763
ravnovesje,trgovec,unrelated,word,word,0.0993633723284574
okrevati,legenda,unrelated,word,word,0.0981709130494534
poslušati,gora,unrelated,word,word,0.087264795711883
nebo,smešen,unrelated,word,word,0.0743914860554137
težek,cepivo,unrelated,word,word,0.0430756620278587
rešilec,jagoda,unrelated,word,word,0.113241318270738
aids,restavracija,unrelated,word,word,0.102948588935374
privilegij,nevihta,unrelated,word,word,0.0863675549588525
osel,cigareta,unrelated,word,word,0.0421219142597225
norec,prodajalna,unrelated,word,word,0.137862658490124
pomen,čokolada,unrelated,word,word,0.100494554023365
dragocen,atmosfera,unrelated,word,word,0.0814770992892317
kazen,vzhod,unrelated,word,word,0.000564338126588865
poročati,pokrovček,unrelated,word,word,0.0271842553134303
vir,misliti,unrelated,word,word,0.0754766225455448
zunaj,opremiti,unrelated,word,word,0.0762851635525283
namen,zima,unrelated,word,word,0.0669157003500201
pomotoma,vrniti,unrelated,word,word,0.0756170160737111
nezakonito,mlad,unrelated,word,word,0.120699332939376
telegram,izbrati,unrelated,word,word,0.0400374694313771
konzervativen,igrača,unrelated,word,word,0.133475043264014
tema,jesti,unrelated,word,word,0.0836762477773474
ohraniti,župan,unrelated,word,word,0.144464856370057
nadzirati,tožilec,unrelated,word,word,0.0660897775621516
oglaševanje,izdajalec,unrelated,word,word,0.13262153846028
najmanj,politik,unrelated,word,word,0.120028543639173
kečap,zabava,unrelated,word,word,0.136928308403272
komercialen,intuicija,unrelated,word,word,0.0898223221725266
teleskop,rezati,unrelated,word,word,0.10766003872855
veleposlanik,žuželka,unrelated,word,word,0.0556390771198232
veleposlaništvo,harmonija,unrelated,word,word,0.0546836196441373
plus,orožje,unrelated,word,word,0.0834601852834594
revščina,sporočilo,unrelated,word,word,0.082027792072192
tempelj,zvezda,unrelated,word,word,0.0889915708654563
ubijalec,območje,unrelated,word,word,0.0761352867527589
driska,ugled,unrelated,word,word,0.12515133428445
marinec,pero,unrelated,word,word,0.0987301136038575
prstan,prevzetnost,unrelated,word,word,0.0963368365361722
vnuk,avtobus,unrelated,word,word,0.133271911957641
jug,urnik,unrelated,word,word,0.136022743190416
sovražnik,jetra,unrelated,word,word,0.108584467981549
izbira,pisati,unrelated,word,word,0.0837973013726549
ukaz,ptica,unrelated,word,word,0.0467003891581212
rezultat,štedilnik,unrelated,word,word,0.0956328997932493
odsek,bojevnik,unrelated,word,word,0.143517304049403
vozovnica,skriti,unrelated,word,word,0.141942822903998
koda,streljati,unrelated,word,word,0.0824037098574087
prihodnost,žvečiti,unrelated,word,word,0.0400708603258456
pot,medalja,unrelated,word,word,0.121079589570153
nesrečen,diskusija,unrelated,word,word,0.149079536737165
stražiti,grozen,unrelated,word,word,0.0438511158456867
šminka,osredotočiti se,unrelated,word,word,
pojasnilo,veličastnost,unrelated,word,word,0.126686715041215
trener,zadosten,unrelated,word,word,0.0643288939060841
priložnost,dinamit,unrelated,word,word,0.0897997906160873
utrip,leteti,unrelated,word,word,0.126817858304849
morda,nemočen,unrelated,word,word,0.109056632161725
dekan,bogastvo,unrelated,word,word,0.0712060648501603
odvetnik,ples,unrelated,word,word,0.149696772596007
lisica,popravilo,unrelated,word,word,0.0221923946827493
miš,fotograf,unrelated,word,word,0.133312243354853
generator,izvedba,unrelated,word,word,0.119129761785247
ravno,pomoč,unrelated,word,word,0.121684494116968
filozofija,poročen,unrelated,word,word,0.0947047931656654
pozabiti,brizgalka,unrelated,word,word,0.0431734507017285
izločiti,delavec,unrelated,word,word,0.0570558921147501
dodatek,nedelja,unrelated,word,word,0.0965216862629404
cezar,pilot,unrelated,word,word,0.141496332945036
juha,vhod,unrelated,word,word,0.0450958669654786
osvoboditi,ostrostrelec,unrelated,word,word,0.0951968677007736
odločiti se,vrednotenje,unrelated,word,word,
prinesti,zakonito,unrelated,word,word,0.0780262692910244
suženj,tornado,unrelated,word,word,0.0280615384834554
tih,ribolov,unrelated,word,word,0.106035031341346
počitek,batman,unrelated,word,word,0.0165792317081589
beton,čarovnica,unrelated,word,word,0.0625575639121503
veter,običajno,unrelated,word,word,0.101733253211879
pečica,igralec,unrelated,word,word,0.0496755748262507
nenavaden,ubiti,unrelated,word,word,0.103323217778583
zadeti,predpostavka,unrelated,word,word,0.0973244950521739
naiven,požirek,unrelated,word,word,0.125546820972874
upravljati,prsni koš,unrelated,word,word,
luna,sistem,unrelated,word,word,0.0614272773576124
layer,pustiti,unrelated,word,word,
dvomiti,četrtina,unrelated,word,word,0.109904190963676
zastava,morilec,unrelated,word,word,0.109315227248108
učiti,priimek,unrelated,word,word,0.104167537043446
študent,definicija,unrelated,word,word,0.130036704381555
reči,kitara,unrelated,word,word,0.104069309130367
hvaležen,odstavek,unrelated,word,word,0.0735334672364495
tukaj,zven,unrelated,word,word,0.116851218472978
vez,običajen,unrelated,word,word,0.0330883336951538
detonator,grozljivo,unrelated,word,word,0.0852710407251294
koža,kupec,unrelated,word,word,0.0816659460842815
krompir,kriv,unrelated,word,word,0.094662662615951
noht,politika,unrelated,word,word,0.035488144254175
orkan,motiti,unrelated,word,word,0.0384083580160345
most,namerno,unrelated,word,word,0.0727498559177539
nezmožnost,izstrelek,unrelated,word,word,0.0334364239170242
dol,igra,unrelated,word,word,0.122335811381845
ponavadi,sanje,unrelated,word,word,0.0518830919073112
mars,super,unrelated,word,word,0.121377848454517
preveriti,dno,unrelated,word,word,0.146015378703307
kamp,pivo,unrelated,word,word,0.0888017714361559
beljakovina,zakopati,unrelated,word,word,0.0799487352276199
tek,festival,unrelated,word,word,0.147130643979011
pogledati,verjetno,unrelated,word,word,0.138001279410572
suh,ni mogoče,unrelated,word,word,
kmet,izsiljevati,unrelated,word,word,0.143419043373538
branje,spektakularen,unrelated,word,word,0.127626222213076
star,bojišče,unrelated,word,word,0.140012099394367
območje,otrok,unrelated,word,word,0.145492448029766
vodenje,verjetno,unrelated,word,word,0.131374036528972
pogodba,vprašati,unrelated,word,word,0.103978460521344
občudovati,telefon,unrelated,word,word,0.114823713571683
kaznovati,dirka,unrelated,word,word,0.0640436511495702
nevednost,alarm,unrelated,word,word,0.0494844488466455
