es_cue,es_target,type,cue_type,target_type,es_cosine
abrir,equipo,unrelated,word,word,0.0633153944791076
estantería,seguir,unrelated,word,word,0.045882922679264
taza,insignificante,unrelated,word,word,0.138189319264502
ron,lejos,unrelated,word,word,0.0709409271738631
caliente,procedimiento,unrelated,word,word,0.0854053469121357
racista,actuación,unrelated,word,word,0.0976472575237292
paciencia,VIH,unrelated,word,word,
total,camarero,unrelated,word,word,0.124541382577839
absolutamente,robar,unrelated,word,word,0.0450080244589127
software,hambriento,unrelated,word,word,0.0727310626158775
respeto,profesor,unrelated,word,word,0.097673903073088
confirmación,profesional,unrelated,word,word,0.0831947790320571
siempre,hardware,unrelated,word,word,0.0608822287412532
ley,infancia,unrelated,word,word,0.0675420229036949
contener,presidente,unrelated,word,word,0.10180566696552
continuar,mayonesa,unrelated,word,word,0.122653482351466
orfanato,causa,unrelated,word,word,0.0875388577015867
original,promesa,unrelated,word,word,0.137662825416551
incorrecto,evento,unrelated,word,word,0.0770753444721929
barón,agencia,unrelated,word,word,0.094150331535045
monstruo,capilla,unrelated,word,word,0.0463042446735482
maldad,desayuno,unrelated,word,word,0.112323455504942
bailarín,biología,unrelated,word,word,0.133246289533148
riesgo,mojado,unrelated,word,word,0.142303876050871
arriesgado,orina,unrelated,word,word,0.0603275046952077
ciego,personalidad,unrelated,word,word,0.146606029033912
siglo,contrario,unrelated,word,word,0.131932420179091
victoria,cuchillo,unrelated,word,word,0.0669712229124462
proteger,estructura,unrelated,word,word,0.147337019647815
concepto,pasaporte,unrelated,word,word,0.127348854883726
libertad,sordo,unrelated,word,word,0.100256182897466
protesta,sobrevivir,unrelated,word,word,0.0799065979049338
llegada,gorila,unrelated,word,word,0.0299011695476512
fatalidad,panceta,unrelated,word,word,0.14535578337861
agente,occidental,unrelated,word,word,0.119347881453868
coraje,sonda,unrelated,word,word,0.0253195832923755
chip,pasear,unrelated,word,word,0.134958404949978
sufrir,encantador,unrelated,word,word,0.0500367430044664
similar,hijo,unrelated,word,word,0.135570515692828
silbido,botella,unrelated,word,word,0.111500483507823
sucio,abandonar,unrelated,word,word,0.112375638736196
conflicto,coronel,unrelated,word,word,0.119954380221687
interrumpir,hematoma,unrelated,word,word,0.0991271884416944
dios,negocio,unrelated,word,word,0.076669242842682
unidad,matrimonio,unrelated,word,word,0.0665341418204284
caridad,minuto,unrelated,word,word,0.0615181507004292
pintar,adrenalina,unrelated,word,word,0.0575540694929673
pesadilla,perfume,unrelated,word,word,0.0748063884636814
falda,investigador,unrelated,word,word,0.0215086109800323
pasajero,sonido,unrelated,word,word,0.121720791040685
alcohol,contento,unrelated,word,word,0.0775229430752305
sobrio,amplio,unrelated,word,word,0.0929265693583434
ceniza,saludar,unrelated,word,word,0.142432703038291
oxidado,superior,unrelated,word,word,0.131984756705164
responsabilidad,síndrome,unrelated,word,word,0.146592144871243
pólvora,fugitivo,unrelated,word,word,0.117055397804365
ojo,respuesta,unrelated,word,word,0.055644193760085
oeste,comida,unrelated,word,word,0.102026402300547
salud,fuerza,unrelated,word,word,0.132230853779245
campaña,coñac,unrelated,word,word,0.099320269208448
magnético,pedido,unrelated,word,word,0.0670318637794806
moderno,grabación,unrelated,word,word,0.116183775841654
factor,júnior,unrelated,word,word,0.143981931442445
mental,bar,unrelated,word,word,0.0355176411172622
cisterna,prisión,unrelated,word,word,0.0944275135859737
salida,mentiroso,unrelated,word,word,0.0843918361611997
plaga,dormir,unrelated,word,word,0.0571512248635128
equipo,honesto,unrelated,word,word,0.0934365829770219
inspección,trono,unrelated,word,word,-0.0020432852232607
finalmente,barco,unrelated,word,word,0.126839562318301
subestimar,micrófono,unrelated,word,word,0.110280992073176
orgulloso,heroína,unrelated,word,word,0.0661509088154678
perdón,manifestación,unrelated,word,word,0.132608797006828
fusilamiento,empresario,unrelated,word,word,0.134688039839133
galería,droga,unrelated,word,word,0.0957368709966135
espera,psicológico,unrelated,word,word,0.0746436505939727
leal,nuclear,unrelated,word,word,0.105911113466216
realidad,árbol,unrelated,word,word,0.132790142112825
lento,gobierno,unrelated,word,word,0.0720099680708043
colonia,gay,unrelated,word,word,0.133274972292353
impresión,metal,unrelated,word,word,0.122153736573415
muro,manipular,unrelated,word,word,0.0218705004430545
carnaval,valioso,unrelated,word,word,0.10017105028376
desagradable,trueno,unrelated,word,word,0.117669615524644
buscar,mantequilla,unrelated,word,word,0.146279515153531
ADN,escándalo,unrelated,word,word,
tiburón,clave,unrelated,word,word,0.116266646578212
caza,colapso,unrelated,word,word,0.0583825595937065
planta,convenio,unrelated,word,word,0.121428251506534
líquido,hogar,unrelated,word,word,0.106126990824229
aterrizar,estilo,unrelated,word,word,0.121378573861358
conspiración,mal,unrelated,word,word,0.121465367680833
gratuito,allí,unrelated,word,word,0.0788695644540314
inglés,reducir,unrelated,word,word,0.102289457542789
espantar,débil,unrelated,word,word,0.127282286563915
jugar,fax,unrelated,word,word,0.122137887594086
recolectar,silencio,unrelated,word,word,0.0780013767487437
naturalmente,billón,unrelated,word,word,0.0673645689880647
dócil,ganador,unrelated,word,word,0.0631693048102371
nacional,copia,unrelated,word,word,0.120308202873747
entrar,cuello,unrelated,word,word,0.123212314833571
diploma,heredar,unrelated,word,word,0.117434475848242
kilo,íntimo,unrelated,word,word,0.108254117751457
excelente,banda,unrelated,word,word,0.106016375717607
romano,razonable,unrelated,word,word,0.142398686045411
rifle,carta,unrelated,word,word,0.0792017601549463
espejismo,adicional,unrelated,word,word,0.0500847447888777
sandwich,utilizar,unrelated,word,word,0.102656705299965
palo,reunirse,unrelated,word,word,0.0297951014185299
tela,martes,unrelated,word,word,0.081989406637959
satisfecho,temporizador,unrelated,word,word,0.0903049441061216
bahía,préstamo,unrelated,word,word,0.0833739008074819
casco,fruta,unrelated,word,word,0.13637301874589
base,eléctrico,unrelated,word,word,0.0743314356772934
bajo,confesar,unrelated,word,word,0.08425812234478
majestad,pulgar,unrelated,word,word,0.0368905871796754
grieta,psicología,unrelated,word,word,0.0703525682618319
terrible,líder,unrelated,word,word,0.0938904295093597
bomba,ayudar,unrelated,word,word,0.122738375219626
grande,salvador,unrelated,word,word,0.134450429006459
herencia,julio,unrelated,word,word,0.101395390383845
dosis,documento,unrelated,word,word,0.0281054838942568
examen,barba,unrelated,word,word,0.0288393987911565
herramienta,borracho,unrelated,word,word,0.076285964973411
excitante,directamente,unrelated,word,word,0.0606911905721805
personal,sed,unrelated,word,word,0.0361388749730374
instinto,colegio,unrelated,word,word,0.0788217194184801
examinar,sí,unrelated,word,word,0.110163720310207
irracional,coartada,unrelated,word,word,0.119099997418388
chiste,indicar,unrelated,word,word,0.111728657849593
reportero,nadar,unrelated,word,word,0.074841656585855
placer,local,unrelated,word,word,0.103657379917079
juzgado,sustituir,unrelated,word,word,0.122839128999488
leche,declaración,unrelated,word,word,0.128613546802274
Romeo,contenido,unrelated,word,word,
junio,crueldad,unrelated,word,word,0.0787734252809158
escalada,fondos,unrelated,word,word,0.0914680515999458
venganza,algodón,unrelated,word,word,0.0568181095713645
envenenar,declaración,unrelated,word,word,0.0750814267330571
reina,soda,unrelated,word,word,0.108462877103807
real,precio,unrelated,word,word,0.146012501680587
reconocer,eventualmente,unrelated,word,word,0.131319498094345
experiencia,atar,unrelated,word,word,0.110757108803364
señor,intimidad,unrelated,word,word,0.111437957430736
río,polvo,unrelated,word,word,0.116062304623665
inquilino,trasero,unrelated,word,word,0.0678526745137134
sonreír,tratamiento,unrelated,word,word,0.10555000908611
seminario,carne,unrelated,word,word,0.0924415035703163
mito,exposición,unrelated,word,word,0.0365093502533152
tamaño,desconocido,unrelated,word,word,0.102823534601663
posible,preparado,unrelated,word,word,0.14712352179457
taxi,modesto,unrelated,word,word,0.139973056974273
dragón,ausencia,unrelated,word,word,0.0643405054446212
riñón,adiós,unrelated,word,word,0.0334690796677146
rana,dormitorio,unrelated,word,word,0.124528650823341
regional,pastel,unrelated,word,word,0.0636282630205909
solo,fluido,unrelated,word,word,0.104419024166763
robot,general,unrelated,word,word,0.127065897172072
periódico,zona,unrelated,word,word,0.0852689255239861
niñera,importancia,unrelated,word,word,0.0328597187059428
brújula,embarazo,unrelated,word,word,0.0980352126690359
divorcio,peligroso,unrelated,word,word,0.0410408740763258
soltero,posición,unrelated,word,word,0.110431666151328
yoga,túnel,unrelated,word,word,0.041597548255897
alimento,notario,unrelated,word,word,0.0860211903968478
cerdo,salida,unrelated,word,word,0.061704554146879
conferencia,agresor,unrelated,word,word,0.0379793741405492
hierro,egoísta,unrelated,word,word,0.146956392671086
kilómetro,honor,unrelated,word,word,0.0951433231175875
civil,sobrino,unrelated,word,word,0.0774861881801444
reflejo,perseguir,unrelated,word,word,0.0800585827183691
error,queso,unrelated,word,word,0.0939591675841035
combinación,curar,unrelated,word,word,0.147870823795065
humilde,comunicación,unrelated,word,word,0.0993732378653103
efectivo,destino,unrelated,word,word,0.10708924887905
pantalla,temprano,unrelated,word,word,-0.0216070136346011
mañana,progenitor,unrelated,word,word,0.0449704915666758
aspirina,órbita,unrelated,word,word,0.0455718071808467
colina,reactor,unrelated,word,word,0.11404949166538
papi,producción,unrelated,word,word,0.0566906860423924
nervio,plata,unrelated,word,word,0.080059077485293
biblioteca,barato,unrelated,word,word,0.086406748446738
jazz,costa,unrelated,word,word,0.125314437744402
evolución,primo,unrelated,word,word,0.0320549397422424
secreto,civilización,unrelated,word,word,0.0733591955783705
nudismo,derrota,unrelated,word,word,0.111383643528827
país,descripción,unrelated,word,word,0.0946425147032493
garganta,capitán,unrelated,word,word,0.121267936559419
necesario,bolsa,unrelated,word,word,0.133933391860027
preocupado,altura,unrelated,word,word,0.141387384068955
medianoche,enviar,unrelated,word,word,0.0917692880508828
atómico,valle,unrelated,word,word,0.0984517041287181
claramente,actor,unrelated,word,word,0.111197059087587
mar,episodio,unrelated,word,word,0.114192564699241
escritorio,acero,unrelated,word,word,0.123449407708688
oficialmente,ventilación,unrelated,word,word,0.0666190519752396
carbón,alteza,unrelated,word,word,0.0905617029787129
arreglar,programa,unrelated,word,word,0.0921737799971256
propiedad,celestial,unrelated,word,word,0.115527024659962
aire,familia,unrelated,word,word,0.0507024568262014
sobre,martillo,unrelated,word,word,0.128279889616533
sufrimiento,motor,unrelated,word,word,0.096409911840568
artista,pegar,unrelated,word,word,0.11421361794936
vagina,división,unrelated,word,word,0.141768476616955
radio,expectativa,unrelated,word,word,0.111594091984285
fase,pequeño,unrelated,word,word,0.14235717457983
autógrafo,sujeto,unrelated,word,word,0.148624029361888
diccionario,enfermo,unrelated,word,word,0.144492859541342
sexual,suceder,unrelated,word,word,0.130680616262815
fragmento,enojado,unrelated,word,word,0.0892877009147558
vaca,literatura,unrelated,word,word,0.141690414360516
astronauta,venir,unrelated,word,word,0.109095437846577
preparación,cárcel,unrelated,word,word,0.0792006411851283
bol,efecto,unrelated,word,word,0.142074101021031
política,hamburguesa,unrelated,word,word,0.0647730347952434
periodismo,cama,unrelated,word,word,0.0806512442626658
status,repugnante,unrelated,word,word,0.0818629861798124
indefenso,partido,unrelated,word,word,0.0865652042884805
literalmente,detective,unrelated,word,word,0.0929509785081315
presa,feo,unrelated,word,word,0.0934655324259426
listo,diferente,unrelated,word,word,0.119228829285432
canciller,técnica,unrelated,word,word,0.0496298483196446
botón,enfermedad,unrelated,word,word,0.112630573886811
secundario,recompensa,unrelated,word,word,0.045004979318405
princesa,juntar,unrelated,word,word,0.0681611282701723
celda,detener,unrelated,word,word,0.113513751379902
rehén,producir,unrelated,word,word,0.0377219459536699
privacidad,rata,unrelated,word,word,0.0967184793932224
Nobel,tejido,unrelated,word,word,
fábrica,amanecer,unrelated,word,word,0.110674390999706
aficionado,trasera,unrelated,word,word,0.0512611402809536
regla,condesa,unrelated,word,word,0.0803461926867648
modelo,emergencia,unrelated,word,word,0.090484430226541
médico,sombrero,unrelated,word,word,0.140037576506488
empujar,muy,unrelated,word,word,0.105658034945592
insertar,muerto,unrelated,word,word,0.00838024615249622
cantidad,ir,unrelated,word,word,0.072740891841651
medio,resistir,unrelated,word,word,0.092838507400872
ardilla,libro,unrelated,word,word,0.089742459091926
enojo,alquilar,unrelated,word,word,0.0312708635189929
ocasionalmente,pedazo,unrelated,word,word,0.115647178061044
optimista,perímetro,unrelated,word,word,0.0670277828344234
delantera,sinceramente,unrelated,word,word,0.0805444465165215
aumentar,callejón,unrelated,word,word,0.059501759962655
actual,salvar,unrelated,word,word,0.102828485294731
quedarse,foto,unrelated,word,word,0.0923815008812232
contestar,monasterio,unrelated,word,word,0.122271691179384
requerir,león,unrelated,word,word,0.08435283635509
pobre,inspección,unrelated,word,word,0.0787886000011606
conducir,zapato,unrelated,word,word,0.0959115432603392
hurtar,cien,unrelated,word,word,0.0967766072317926
hurto,algún,unrelated,word,word,0.143066727605145
cadena,determinación,unrelated,word,word,0.146165197477323
girar,patrulla,unrelated,word,word,0.135842640667368
espionaje,negro,unrelated,word,word,0.10783161163103
seguridad,sencillo,unrelated,word,word,0.0853765273159543
ancla,América,unrelated,word,word,
pirata,protocolo,unrelated,word,word,0.122234293616045
pensión,confirmar,unrelated,word,word,0.082706166399962
subasta,teoría,unrelated,word,word,0.0582873529882201
ninja,pañuelo,unrelated,word,word,0.0412335548464477
radar,almuerzo,unrelated,word,word,0.0496893798265259
héroe,cerrar,unrelated,word,word,0.0572288725153585
tatuaje,menos,unrelated,word,word,0.101569251737688
calendario,príncipe,unrelated,word,word,0.0539966573633259
clase,radiación,unrelated,word,word,0.138205047175473
genio,pasado,unrelated,word,word,0.0842224019342987
salvo,acusación,unrelated,word,word,0.114483296748579
parlamento,congelar,unrelated,word,word,0.0921003957661343
gobernador,chaqueta,unrelated,word,word,0.0487436671762239
albergue,televisión,unrelated,word,word,0.103670097731527
disparo,rápidamente,unrelated,word,word,0.135319995854187
indispuesto,década,unrelated,word,word,0.00588222659486757
sello,clínica,unrelated,word,word,0.106237170828259
oro,permanecer,unrelated,word,word,0.101659814960042
simplemente,atrapar,unrelated,word,word,0.0992683663948981
baño,conexión,unrelated,word,word,0.0466550478317471
chiquito,noticias,unrelated,word,word,0.0851682835809512
gusto,plástico,unrelated,word,word,0.143126635667651
gusano,boda,unrelated,word,word,0.0665872188062791
tirador,deber,unrelated,word,word,0.122407940911771
lluvia,federación,unrelated,word,word,0.0829753164845375
nada,limusina,unrelated,word,word,0.136693203043872
otro,delincuente,unrelated,word,word,0.149363746717403
hija,enorme,unrelated,word,word,0.0425447441201865
ruido,cocinero,unrelated,word,word,0.128669135335928
lasaña,sendero,unrelated,word,word,0.0541160004358951
charlar,vampiro,unrelated,word,word,0.0767019120279386
experto,vodka,unrelated,word,word,0.0695096659887352
derrochar,juicio,unrelated,word,word,0.0701945028208249
pasatiempo,cerebral,unrelated,word,word,0.141118462608264
celebridad,Atlántico,unrelated,word,word,
federal,cebo,unrelated,word,word,0.129741589775157
plataforma,irresponsable,unrelated,word,word,0.12368504513261
roca,poema,unrelated,word,word,0.113615145603772
evitar,naranja,unrelated,word,word,0.0630085323847385
avenida,capitalismo,unrelated,word,word,0.131943993040533
siesta,sabotaje,unrelated,word,word,0.108079514320784
locura,puerto,unrelated,word,word,0.0756480871828289
reemplazar,pene,unrelated,word,word,0.117987802910319
bastante,nación,unrelated,word,word,0.0858388094028159
proponer,gramo,unrelated,word,word,0.0995943200563083
sábado,producto,unrelated,word,word,0.062718870562393
ahogar,hechicero,unrelated,word,word,0.138487438003448
potencial,brazo,unrelated,word,word,0.143397681847846
método,revista,unrelated,word,word,0.0596886464780709
llamada,externo,unrelated,word,word,0.0290505040998003
radio,conejo,unrelated,word,word,0.094617497335039
calor,corporación,unrelated,word,word,0.0697107686505171
corona,semanal,unrelated,word,word,0.107283202726919
relámpago,proporcionar,unrelated,word,word,0.0625087549348097
nombre,funcional,unrelated,word,word,0.0287742336970749
manta,justicia,unrelated,word,word,0.0611887546066955
muñeca,inteligente,unrelated,word,word,0.126571008767913
espía,mediodía,unrelated,word,word,0.103139145723218
mover,cigarro,unrelated,word,word,0.129206967356849
sensor,crisis,unrelated,word,word,0.039450294569541
arbusto,probar,unrelated,word,word,0.0842392871799905
audiencia,alfombra,unrelated,word,word,0.129979015677959
doble,único,unrelated,word,word,0.145886369271793
pollo,aconsejar,unrelated,word,word,0.0894883101084208
caracol,ataque,unrelated,word,word,0.113849731212961
desagradable,presión,unrelated,word,word,0.0999596854033546
final,talento,unrelated,word,word,0.143493785785452
repentino,Boston,unrelated,word,word,
insignia,conocía,unrelated,word,word,0.102671213595071
anónimo,cáncer,unrelated,word,word,0.0998936691842807
incómodo,niño,unrelated,word,word,0.141804199087816
sangre,adolescente,unrelated,word,word,0.121618915458067
ordinario,firma,unrelated,word,word,0.0906547122822342
desierto,financiación,unrelated,word,word,0.116572089863019
remolque,intentar,unrelated,word,word,0.0984377330342667
canela,batallón,unrelated,word,word,0.0673321728021245
válvula,organizar,unrelated,word,word,0.0958246667104479
whisky,salto,unrelated,word,word,0.0701273138888299
candidato,agradable,unrelated,word,word,0.0921090755564455
bolsillo,extraterrestre,unrelated,word,word,0.066525895406391
limpiar,erección,unrelated,word,word,0.0893236758226885
Sherlock,batalla,unrelated,word,word,
fuerte,superficie,unrelated,word,word,0.111404112382109
pistola,global,unrelated,word,word,0.090817213063637
diario,donación,unrelated,word,word,0.076155039970246
meridional,novia,unrelated,word,word,0.087619204206994
bocina,llama,unrelated,word,word,0.133931375049511
ganar,vuelo,unrelated,word,word,0.0948482507091759
cable,confusión,unrelated,word,word,0.0946091603586118
hechizo,cargamento,unrelated,word,word,0.0628102238327499
oso,depresión,unrelated,word,word,0.149664267039938
empleo,músculo,unrelated,word,word,0.0596986840749949
inútil,comunidad,unrelated,word,word,0.08196695929744
merecer,especialista,unrelated,word,word,0.084446786060949
bueno,frecuente,unrelated,word,word,0.147734212947407
rojo,director,unrelated,word,word,0.100004990604436
dejar,vestido,unrelated,word,word,0.107878999978321
espalda,impresionar,unrelated,word,word,0.120889529189291
presencia,espagueti,unrelated,word,word,0.082622652149256
autor,dólar,unrelated,word,word,0.0810705464740734
terminal,dar,unrelated,word,word,0.145069566585089
motivo,flor,unrelated,word,word,0.102856340224771
ovni,lavamanos,unrelated,word,word,0.0792512185098059
impresionante,asesinato,unrelated,word,word,0.149000386009319
autopsia,fuerte,unrelated,word,word,0.0500065812238084
arsenal,graduado,unrelated,word,word,0.0951260220881713
natural,grupo,unrelated,word,word,0.123063267781638
apoyo,vela,unrelated,word,word,0.105751072525052
secretario,artificial,unrelated,word,word,0.0639445548427219
víctima,fiel,unrelated,word,word,0.125563324579451
opinión,cadáver,unrelated,word,word,0.0437078023833341
jurisdicción,cebolla,unrelated,word,word,0.141732599011533
primavera,tenedor,unrelated,word,word,0.0414989081397652
trampa,pueblo,unrelated,word,word,0.0513452757073181
estadio,romper,unrelated,word,word,0.0376631591716362
sofá,relucir,unrelated,word,word,0.0523761591771218
químico,abdomen,unrelated,word,word,0.148391559145621
mariposa,políticamente,unrelated,word,word,0.0250559373608397
vidrio,estúpido,unrelated,word,word,0.135646014368487
torre,aceptar,unrelated,word,word,0.0828395137234975
culo,oficial,unrelated,word,word,0.0764874882520919
tranquilo,harina,unrelated,word,word,0.0327998977200193
anarquía,armario,unrelated,word,word,0.0559695353012111
palacio,video,unrelated,word,word,0.100584812993579
tomar,ciencia,unrelated,word,word,0.0844952278686692
iglesia,premio,unrelated,word,word,0.0603806232609254
atractivo,abuela,unrelated,word,word,0.0649552767857354
caro,periodista,unrelated,word,word,0.125995192209132
tragar,ayer,unrelated,word,word,0.0584256074120598
juventud,arteria,unrelated,word,word,0.133702983532175
típico,tres,unrelated,word,word,0.101825995566947
playa,mecánico,unrelated,word,word,0.10538783899603
caída,músico,unrelated,word,word,-0.0149845284109713
inspector,pistola,unrelated,word,word,0.149624342391843
sociedad,silla,unrelated,word,word,0.146701266077523
gira,criatura,unrelated,word,word,0.100636863934215
contacto,márketing,unrelated,word,word,0.119780133841717
cálido,edificio,unrelated,word,word,0.144424885755758
pariente,dolor,unrelated,word,word,0.104398265904175
paranoico,criada,unrelated,word,word,0.0645110260335906
ladrón,devoción,unrelated,word,word,0.131377696424372
inestabilidad,rebajas,unrelated,word,word,0.103275200379423
rasgar,camión,unrelated,word,word,0.106495640555814
dulce,ingreso,unrelated,word,word,0.112701455502347
tío,observar,unrelated,word,word,0.0588325674455226
sombra,estudio,unrelated,word,word,0.125329321652548
atardecer,gracias,unrelated,word,word,0.143008695444962
vivo,centímetro,unrelated,word,word,0.100373564230768
camarote,piedra,unrelated,word,word,0.00413109427724119
sabroso,huella,unrelated,word,word,0.146448799545613
creación,defender,unrelated,word,word,0.100513425400973
ángel,béisbol,unrelated,word,word,0.131337381255134
orgullo,pavo,unrelated,word,word,0.102419478798926
conversacion,bosque,unrelated,word,word,0.0969701125896719
expediente,súbito,unrelated,word,word,0.0938200776691896
tarde,lobo,unrelated,word,word,0.0527967453785931
imposible,universidad,unrelated,word,word,0.118735173144315
alimentar,amarillo,unrelated,word,word,0.145989201970938
serie,lago,unrelated,word,word,0.134237923496548
huir,largo,unrelated,word,word,0.138901781214036
noche,símbolo,unrelated,word,word,0.0433310501992763
fenómeno,morir,unrelated,word,word,0.0542478579430998
práctica,anhelo,unrelated,word,word,0.146367687184261
estallar,misterio,unrelated,word,word,0.0886480380293503
terremoto,asqueroso,unrelated,word,word,0.103286616866461
interno,limonada,unrelated,word,word,0.0841516525927279
éxito,estación,unrelated,word,word,0.0837792656852458
clan,web,unrelated,word,word,0.083153159368528
maravilloso,aeropuerto,unrelated,word,word,0.111417741706924
mortal,religión,unrelated,word,word,0.14679324255609
tos,información,unrelated,word,word,0.11743430383264
terminar,desaparición,unrelated,word,word,0.108715211468851
fuego,comprender,unrelated,word,word,0.145025879392839
aterrizaje,basura,unrelated,word,word,0.0392053795668884
nube,dinero,unrelated,word,word,0.0533617369779512
relación,petróleo,unrelated,word,word,0.0810485748755483
vacío,tenis,unrelated,word,word,0.136236965634287
operacional,hermoso,unrelated,word,word,0.126357812251909
presupuesto,frase,unrelated,word,word,0.112510697802679
universo,silbato,unrelated,word,word,0.0889163901653545
taller,mejilla,unrelated,word,word,0.11857661965974
portal,voluntariamente,unrelated,word,word,0.0992839027843461
ofrecer,accidente,unrelated,word,word,0.0409937832128172
abuelo,vainilla,unrelated,word,word,0.0705155889003707
felicitar,animal,unrelated,word,word,-0.00717463795452756
piano,cártel,unrelated,word,word,0.0486373311993297
ocurrir,papá,unrelated,word,word,0.11839180592048
difícil,náusea,unrelated,word,word,0.0903809366403607
sanar,leyenda,unrelated,word,word,0.139983156644745
pesado,vacuna,unrelated,word,word,0.0611928864205338
peso,helicóptero,unrelated,word,word,0.148589430031848
SIDA,restaurante,unrelated,word,word,
privilegio,tormenta,unrelated,word,word,-0.0177635047713477
burro,cigarrillo,unrelated,word,word,0.137867705325653
beso,fraude,unrelated,word,word,0.112859082688112
sentido,chocolate,unrelated,word,word,0.0643799053816995
valioso,atmósfera,unrelated,word,word,0.0859418154341847
reportar,gorra,unrelated,word,word,0.0584918558700782
fuente,pensar,unrelated,word,word,0.0290488589574218
herida,trágico,unrelated,word,word,0.141859198590459
fuera,equipar,unrelated,word,word,0.139830553410824
propósito,invierno,unrelated,word,word,0.0315721821402824
accidentalmente,regreso,unrelated,word,word,0.101654056299379
camisa,inquietud,unrelated,word,word,0.123618445373329
ilegal,joven,unrelated,word,word,0.0878891339087352
telegrama,seleccionar,unrelated,word,word,0.116669457787381
conservador,juguete,unrelated,word,word,0.139018492288611
oscuridad,comer,unrelated,word,word,0.147432168433294
lenguado,rodilla,unrelated,word,word,0.136994198094391
preservar,alcalde,unrelated,word,word,0.105771652003061
controlar,fiscal,unrelated,word,word,0.0928648866827792
publicidad,traidor,unrelated,word,word,0.0196401434906102
ketchup,fiesta,unrelated,word,word,0.123104199095584
comercial,intuición,unrelated,word,word,0.0474201886544113
telescopio,cortar,unrelated,word,word,0.0816042614732292
embajada,armonía,unrelated,word,word,0.0576799834960771
más,arma,unrelated,word,word,0.142440627201572
pobreza,mensaje,unrelated,word,word,0.00988458078422358
templo,estrella,unrelated,word,word,0.145226106726511
pornografía,amigo,unrelated,word,word,0.115867075089922
cantante,teniente,unrelated,word,word,0.143652788418764
diarrea,reputación,unrelated,word,word,0.0875074492729107
marina,bolígrafo,unrelated,word,word,0.0838822023500249
anillo,arrogancia,unrelated,word,word,0.120085431661538
nieto,autobús,unrelated,word,word,0.10877555744087
sur,agenda,unrelated,word,word,0.10715179168354
boca,despido,unrelated,word,word,0.143189441445929
elección,escribir,unrelated,word,word,0.143522836538884
verde,dignidad,unrelated,word,word,0.0362284275187321
comanda,pájaro,unrelated,word,word,0.0909224734361721
resultado,cocina,unrelated,word,word,0.0560000748342752
sección,guerrero,unrelated,word,word,0.0203403503192736
ticket,esconder,unrelated,word,word,0.105874250736213
código,disparar,unrelated,word,word,0.131972682507127
futuro,masticar,unrelated,word,word,0.0562625057488762
ruta,medalla,unrelated,word,word,0.0983006239762346
miserable,discusión,unrelated,word,word,0.0516484019413263
guardia,horrible,unrelated,word,word,0.0642260469501851
pintalabios,concentrarse,unrelated,word,word,0.12513486078976
explicación,gloria,unrelated,word,word,0.117773519281361
entrenador,suficiente,unrelated,word,word,0.0965329307896695
críticamente,patrón,unrelated,word,word,0.0703109536193751
oportunidad,dinamita,unrelated,word,word,0.0817106169498325
pulso,volar,unrelated,word,word,0.101003712822496
quizás,impotente,unrelated,word,word,0.10705674810343
marca,generoso,unrelated,word,word,0.138106140703689
decano,riqueza,unrelated,word,word,0.104438292518171
abogado,baile,unrelated,word,word,0.0607665575837784
zorro,reparar,unrelated,word,word,0.0917115041883497
ratón,fotógrafo,unrelated,word,word,0.139964540756226
generador,ejecución,unrelated,word,word,0.133639656973713
apenas,asistencia,unrelated,word,word,0.133408796740121
olvidar,jeringa,unrelated,word,word,0.056291166912567
eliminar,trabajador,unrelated,word,word,0.109500827963769
César,piloto,unrelated,word,word,
rescatar,francotirador,unrelated,word,word,0.0699937829256196
traer,legal,unrelated,word,word,0.119158126437512
esclavo,tornado,unrelated,word,word,0.0874415067695787
frecuencia,calmo,unrelated,word,word,0.111110550914303
silencioso,pesca,unrelated,word,word,0.125307772741923
hueso,sobre,unrelated,word,word,0.05214193456442
descansar,Batman,unrelated,word,word,
cemento,bruja,unrelated,word,word,0.0729492872919837
viento,generalmente,unrelated,word,word,0.127509793377696
horno,jugador,unrelated,word,word,0.0961619446027018
golpear,suposición,unrelated,word,word,0.116425891583945
ingenuo,absorber,unrelated,word,word,0.122014124925616
objeto,comedia,unrelated,word,word,0.100205099402462
maletín,habilidad,unrelated,word,word,0.0877774547581462
luna,sistema,unrelated,word,word,0.0779866369808855
capa,dejar,unrelated,word,word,0.103392273338998
dudar,cuarto,unrelated,word,word,0.100675652837646
bandera,asesino,unrelated,word,word,0.0988742626437375
aguja,creatividad,unrelated,word,word,0.135130016146513
aprender,apellido,unrelated,word,word,0.0868790609398272
estudiante,definición,unrelated,word,word,0.0886763247339177
liga,ensalada,unrelated,word,word,0.0978754225337051
decir,guitarra,unrelated,word,word,0.145552393615232
agradecido,párrafo,unrelated,word,word,0.0989226282769387
aquí,timbre,unrelated,word,word,0.146205459146641
unir,habitual,unrelated,word,word,0.04857716314619
detonador,espeluznante,unrelated,word,word,0.126492536820856
piel,comprador,unrelated,word,word,0.138193647910474
lechuga,culpable,unrelated,word,word,0.128834831607105
uña,política,unrelated,word,word,0.111577401250932
huracán,molestar,unrelated,word,word,0.0553875371085667
puente,intencionalmente,unrelated,word,word,0.128558715674451
incapacidad,misil,unrelated,word,word,0.102745884404924
Marte,estupendo,unrelated,word,word,
proteína,enterrar,unrelated,word,word,0.0363120617867992
