"hy_target","hy_cue","type","target_type","cue_type","hy_cosine"
"ականջ","նավարկություն","unrelated","word","word",0.113051145233348
"անցյալ","գերբնական","unrelated","word","word",0.215484009782275
"շիշ","ծանր","unrelated","word","word",0.150543747620001
"ապաստարան","զայրույթ","unrelated","word","word",0.222629791293423
"աղցան","փիլիսոփայություն","unrelated","word","word",0.205026558494603
"ապրանքի","հոգի","unrelated","word","word",0.0727350234208651
"գոյատեւել","առողջ","unrelated","word","word",0.198336299463571
"օգնություն","հեռագիր","unrelated","word","word",0.280755184987143
"զարգացում","հարաբերություն","unrelated","word","word",0.228907012731116
"առաջարկել","շրթնաներկ","unrelated","word","word",NA
"տալ","գրպան","unrelated","word","word",0.12351590363757
"տեւել","սարդ","unrelated","word","word",0.171669033138681
"լեգենդ","անձնական","unrelated","word","word",0.094265153745669
"առեվանգել","թեկնածու","unrelated","word","word",0.144399906536962
"փրկանք","վարմունք","unrelated","word","word",NA
"վաճառական","պահպանողական","unrelated","word","word",0.220880349000579
"բացակայություն","հրաշալի","unrelated","word","word",0.178771295586124
"նորմալ","իմաստ","unrelated","word","word",0.211944200932596
"կրթություն","կրկնակի","unrelated","word","word",0.0567395742351318
"թիկունք","մեծ","unrelated","word","word",0.163015842865194
"ներարկիչ","ուսանող","unrelated","word","word",0.158935465711629
"պատմել","անախորժություն","unrelated","word","word",NA
"մարտադաշտ","դեղահատ","unrelated","word","word",0.222847383998942
"մորֆին","մարդասպան","unrelated","word","word",0.212111612127877
"աստվածային","բացատրություն","unrelated","word","word",0.2744103961106
"գիրք","վարձակալ","unrelated","word","word",0.141298783061776
"կրտսեր","վազք","unrelated","word","word",0.174073865328965
"վերին","կամուրջ","unrelated","word","word",0.170167806805595
"սեր","հունիս","unrelated","word","word",0.12772034388253
"ատոմային","գողություն","unrelated","word","word",0.116895294360632
"զենք","կրեմ","unrelated","word","word",0.228045518402279
"իգական","կարտոֆիլ","unrelated","word","word",0.111261066339428
"փակ","եպիսկոպոս","unrelated","word","word",0.0313365208000957
"արգելել","ներում","unrelated","word","word",0.195077405467501
"խելամիտ","նկատի առնել","unrelated","word","word",NA
"դեռահաս","ելք","unrelated","word","word",0.145548488313848
"գործ","ծուղակ","unrelated","word","word",0.25521163432087
"արդյունք","օգնություն","unrelated","word","word",0.243799352376418
"արեւելք","միջնակարգ","unrelated","word","word",0.146821446422354
"արժանի","կտոր","unrelated","word","word",0.0455604396379992
"գինը","տանջանք","unrelated","word","word",0.166965739945927
"կարեւոր","գրասեղան","unrelated","word","word",0.246327575403434
"որոշում","թուր","unrelated","word","word",0.132888353360753
"մեզի","կույր","unrelated","word","word",0.138036301144585
"ընտրություն","կարծիք","unrelated","word","word",0.240997713953632
"գայլ","ցնցուղ","unrelated","word","word",0.179181327058572
"գրականություն","պատրաստ","unrelated","word","word",0.125294198696708
"ռեժիսոր","կանցլեր","unrelated","word","word",0.19652695026495
"հայելի","պարուհի","unrelated","word","word",0.186969781694402
"մեդալ","զրպարտող","unrelated","word","word",NA
"նկարիչ","նեղ","unrelated","word","word",0.100735076976923
"պատիվ","դրական","unrelated","word","word",0.179630369085772
"կտրել","որոնել","unrelated","word","word",0.254929502933037
"իշխան","օբյեկտ","unrelated","word","word",0.12706253652421
"թագավորություն","հսկողություն","unrelated","word","word",0.356289683079073
"ամերիկա","գագաթ","unrelated","word","word",0.109402984090571
"անկողն","սխտոր","unrelated","word","word",NA
"պարբերություն","հավաքել","unrelated","word","word",0.1960528788839
"խայտառակություն","հաճոյախոսություն","unrelated","word","word",0.452270436379243
"կողպել","խնջույք","unrelated","word","word",0.171345044153502
"նախադասություն","չափահաս","unrelated","word","word",0.178377114124678
"ելակ","ուղեւոր","unrelated","word","word",0.181969084465657
"գրող","գումարած","unrelated","word","word",0.181716813207175
"խումբ","կապիտալ","unrelated","word","word",0.0607946789597299
"ֆինանսական","թերագնահատում","unrelated","word","word",0.217699055607308
"ներդրող","մանկատուն","unrelated","word","word",0.194139767608091
"արտահայտություն","օդային","unrelated","word","word",0.064439430121497
"գործնականում","անհաջողակ","unrelated","word","word",0.215233551224112
"ֆուտբոլ","լրագրող","unrelated","word","word",0.271577577769807
"բավարար","սարքավորում","unrelated","word","word",0.267649033557369
"նվիրատվություն","հավատարիմ","unrelated","word","word",0.14876937122299
"բայ","ֆենոմեն","unrelated","word","word",0.216479952556201
"ցատկել","տաճար","unrelated","word","word",0.0798901614804383
"կոմսուհի","բանդա","unrelated","word","word",0.182487549135573
"փակել","լորդ","unrelated","word","word",0.13795779718359
"հատկանշական","աչք","unrelated","word","word",0.0350953248951011
"հավանական","բանալի","unrelated","word","word",0.255853150973744
"ամբողջովին","շարք","unrelated","word","word",0.176361878759494
"փակող","հաճույք","unrelated","word","word",0.0617192081837669
"շարժիչ","տեսուչ","unrelated","word","word",0.103676193391174
"կտոր","տաք","unrelated","word","word",0.191762660879607
"նավահանգիստ","հրաժարվել","unrelated","word","word",0.120388150519598
"բեռ","հոգնած","unrelated","word","word",0.152937443057624
"պողպատ","մոլորակ","unrelated","word","word",0.204743535390261
"քիթ","դանդաղկոտ","unrelated","word","word",NA
"ուղարկել","թանկ","unrelated","word","word",0.151259748304676
"հոգեբանական","ցանկություն","unrelated","word","word",0.206281619984302
"լեռ","իդեալական","unrelated","word","word",0.085370946967366
"ֆինանսավորում","վարձել","unrelated","word","word",0.29392863148969
"ինտուիցիա","տեքստ","unrelated","word","word",0.247218730849713
"արհեստական","սենյակ","unrelated","word","word",0.0994374237590584
"ընդհանուր առմամբ","ուժեղ","unrelated","word","word",NA
"ժողովուրդ","հեղինակ","unrelated","word","word",0.192608673979335
"դասական","խավար","unrelated","word","word",0.165538854523857
"անձնավորություն","բազմոց","unrelated","word","word",0.168934080703301
"պատճեն","հաստատում","unrelated","word","word",0.111783713057054
"ցույց","միայնակ","unrelated","word","word",0.200471826310545
"պարգեւատրում","չափազանց","unrelated","word","word",NA
"ձու","շերտ","unrelated","word","word",0.216219253091312
"կառուցվածք","ընկերություն","unrelated","word","word",0.273486140258029
"բանտ","ծառայություն","unrelated","word","word",0.120643287175393
"ալֆա","մազ","unrelated","word","word",0.178175505044154
"հատակից","բանաձեվ","unrelated","word","word",NA
"վառելանյութ","հարց","unrelated","word","word",0.126423321963894
"կենդանի","փառավոր","unrelated","word","word",0.0996343537120895
"տեսություն","նախազգուշացում","unrelated","word","word",0.149340190142518
"ֆեդերացիա","պարզ","unrelated","word","word",0.0818357852636817
"առեղծված","թփուտ","unrelated","word","word",0.0937962398392202
"մեղադրանք","ռոմ","unrelated","word","word",0.15529469256348
"հարստություն","ստեղծում","unrelated","word","word",0.173078870723278
"սուրճ","բյուջե","unrelated","word","word",0.145740625602267
"մեդալ","ռոմեո","unrelated","word","word",0.13415457304958
"աշուն","լրագրություն","unrelated","word","word",0.198183674919816
"պատառաքաղ","ամբոխ","unrelated","word","word",0.16809190779375
"գեղեցիկ","քույր","unrelated","word","word",0.129735713046562
"ռեակտոր","մերկ","unrelated","word","word",0.0493991939412972
"լիճ","սթափ","unrelated","word","word",0.0926501662697608
"հիանալի","բնորոշ","unrelated","word","word",0.157970842599932
"պարանորմալություն","պահանջել","unrelated","word","word",NA
"գերեզմանատուն","կիտեմադ","unrelated","word","word",NA
"բատմեն","թշնամի","unrelated","word","word",NA
"շամպայն","թղթապանակ","unrelated","word","word",0.0907099983861977
"երեկո","խորտիկ","unrelated","word","word",0.255484152120888
"հասկանալ","ալբոմ","unrelated","word","word",0.193162939430007
"ավտոբուս","խանդոտ","unrelated","word","word",0.123496403426733
"գումարտակ","ամուր","unrelated","word","word",0.156770612669828
"վաճառել","ձեռագիր","unrelated","word","word",0.164635171593084
"թենիս","ծրագիր","unrelated","word","word",0.213798901543429
"երջանիկ","մասնավոր","unrelated","word","word",0.125430649689611
"հանցագործ","գավաթ","unrelated","word","word",0.0590175052089094
"թալանել","առկայություն","unrelated","word","word",0.092926443519553
"կողոպուտ","ավելի ցածր","unrelated","word","word",NA
"մարկետինգ","այժմ","unrelated","word","word",0.108121682407663
"խուզարկու","հեռանալ","unrelated","word","word",0.125622961181259
"ֆունկցիոնալ","կառավարել","unrelated","word","word",0.188260237969039
"արտադրություն","հրաման","unrelated","word","word",0.0992951331311424
"ծաղիկ","երեւակայություն","unrelated","word","word",NA
"վիրաբուժություն","ջունգլիներում","unrelated","word","word",0.160423131944683
"գործիք","զոհ","unrelated","word","word",0.224304438701208
"տարր","ընթացք","unrelated","word","word",0.138756575590912
"մողես","քաոս","unrelated","word","word",0.175813527218963
"գումար","վերլուծող","unrelated","word","word",0.0921712104938251
"մինուս","բեյս","unrelated","word","word",0.19533187660029
"ափսե","կաթ","unrelated","word","word",0.30269858539092
"թանգարան","ուժ","unrelated","word","word",0.1297322765039
"ձայնագրությունը","գործարան","unrelated","word","word",0.175597165590249
"գրասենյակ","վիսկի","unrelated","word","word",0.227610240542387
"հմայիչ","լրացուցիչ","unrelated","word","word",0.0892581496310912
"բռնել","փոքր քանակություն","unrelated","word","word",NA
"օգնական","հայտնություն","unrelated","word","word",0.163516979411695
"հիվանդություն","ծծել","unrelated","word","word",0.300837862701617
"դրամապանակ","ինժեներ","unrelated","word","word",0.149079479968679
"հուղարկավորություն","դաջվածք","unrelated","word","word",0.311047682628919
"դաժան","շնորհավորել","unrelated","word","word",0.0697704639644009
"աղախին","բացում","unrelated","word","word",0.116167051246934
"արագ","արդյունաբերություն","unrelated","word","word",0.195736647328636
"արագ","կողմնացույց","unrelated","word","word",0.198760917299209
"կիթառ","տառապանք","unrelated","word","word",0.111475010415787
"պետություն","արական","unrelated","word","word",0.0805588429623878
"սպի","եկեղեցի","unrelated","word","word",0.217459942730748
"դպրոց","եզրափակիչ","unrelated","word","word",0.155924501863776
"խարդախություն","փախչել","unrelated","word","word",0.265465346622523
"լի","մայրիկ","unrelated","word","word",0.101522673174978
"տասնամյակ","քննադատական","unrelated","word","word",0.195178966303387
"անելանելի","բառացիորեն","unrelated","word","word",0.196466853948608
"վանիլ","հետազոտություն","unrelated","word","word",0.158616467368937
"պրոֆեսոր","թարմ","unrelated","word","word",0.115778497174049
"հաբ","հրեշ","unrelated","word","word",0.15649653707991
"դեռահաս","ֆայլ","unrelated","word","word",0.0720759050559945
"մատնահետք","ակնոց","unrelated","word","word",NA
"տորթ","ամուսնալուծություն","unrelated","word","word",0.172821386598203
"նախարար","փոստ","unrelated","word","word",0.201083118225735
"ծառայել","ճիշտ","unrelated","word","word",0.0836346839047737
"ժմչփ","նայել","unrelated","word","word",NA
"վերլուծում","դիպլոմ","unrelated","word","word",0.153294226647155
"դիմադրել","պաշտոնապես","unrelated","word","word",0.150842117056356
"կայսրություն","պաշտպանել","unrelated","word","word",0.0966565755117769
"ավարտել","պատուհան","unrelated","word","word",0.0678176266670469
"գնահատում","կաթոլիկ","unrelated","word","word",0.0685942708885862
"ներարկում","թունա","unrelated","word","word",NA
"որդի","եղունգ","unrelated","word","word",0.16195376540599
"մասին","դասավորել","unrelated","word","word",0.139051062852295
"դժոխք","աֆրիկա","unrelated","word","word",0.166789535043331
"բացասական","գնդեր","unrelated","word","word",0.132576899848905
"կատակերգություն","հանգստանալ","unrelated","word","word",0.162623920443272
"պոկեր","պարկուճ","unrelated","word","word",0.2282766909393
"ռոմանտիկ","անապահով","unrelated","word","word",0.0969381342188553
"խորհրդանիշ","սեմինար","unrelated","word","word",0.0498720792413001
"ներսի","գորտ","unrelated","word","word",0.141084412049184
"առավելագույն","ռոբոտ","unrelated","word","word",0.07260259277967
"ենթադրություն","երբեք","unrelated","word","word",0.153154283359312
"մուտք","zombie","unrelated","word","word",0.128669347382104
"մատուռ","ծով","unrelated","word","word",0.197008356133082
"ատամ","ակտիվ","unrelated","word","word",0.133225936845383
"սուլոց","նուրբ","unrelated","word","word",0.284319793997119
"կարդինալ","մաքրել","unrelated","word","word",0.155217360299723
"վերադարձ","կցանք","unrelated","word","word",NA
"շնորհակալություն","պլատֆորմ","unrelated","word","word",0.0492459141134052
"զարկերակ","սարսափելի","unrelated","word","word",0.105890255839052
"խոստում","ծիծաղելի","unrelated","word","word",0.181251369255692
"հաճախ","փախստական","unrelated","word","word",0.0719670779684109
"միշտ","վերմակ","unrelated","word","word",NA
"երաժիշտ","բեկոր","unrelated","word","word",0.206008020413254
"երդում","մատուցող","unrelated","word","word",0.195708211810518
"երեխա","սեպտեմբեր","unrelated","word","word",0.139184056951845
"ստեղծագործություն","կեղտոտ","unrelated","word","word",0.0685201451968865
"ուղի","հավերժական","unrelated","word","word",0.265027263143884
"լյարդ","աղբ","unrelated","word","word",0.191445147667009
"մանկություն","մղոն","unrelated","word","word",0.164981765583913
"մետաղ","ազգային","unrelated","word","word",0.118369845162443
"երկնային","ուղղել","unrelated","word","word",0.153119190554677
"ազգ","ֆունտ","unrelated","word","word",0.0984786903653174
"թռչել","բանաստեղծ","unrelated","word","word",0.0878928768314369
"չորս","ինքնագիր","unrelated","word","word",0.108945668078788
"երեքշաբթի","գազան","unrelated","word","word",0.165582323260784
"սողացող","խմել","unrelated","word","word",0.126980111042755
"պայթյուն","աղքատ","unrelated","word","word",0.105630797802554
"րոպե","լամպ","unrelated","word","word",0.147063279343499
"չորրորդ","անհանգստությամբ","unrelated","word","word",0.230652208514544
"խոհարար","չարություն","unrelated","word","word",0.122048910116709
"զայրույթ","բաժին","unrelated","word","word",0.144225367704276
"հեռախոս","փոթորիկ","unrelated","word","word",0.122732136110196
"մուտացիա","հիվանդ","unrelated","word","word",0.322007636030733
"ճնշում","խանդավառություն","unrelated","word","word",0.2695669293011
"պահել","աղմուկ","unrelated","word","word",0.217555885770534
"հարսանիք","ժայռ","unrelated","word","word",0.203957982181083
"զինանոց","ոսկոր","unrelated","word","word",0.215014220116341
"ռազմական","դիտողություն","unrelated","word","word",0.188598424906626
"հարձակվող","կոկորդ","unrelated","word","word",0.0649972033318698
"սուզել","բնական","unrelated","word","word",0.107919909618973
"քննարկում","բանկ","unrelated","word","word",0.0811670842774826
"դինամիկ","միգուցե","unrelated","word","word",0.202820295858561
"մոնիտոր","փորձ","unrelated","word","word",0.108255885836406
"ճոճանակ","ամիս","unrelated","word","word",0.158535142380014
"ձիավոր","ծառա","unrelated","word","word",0.265348402922526
"գնդապետ","կոմսություն","unrelated","word","word",0.0954708884500772
"լրիվ","հավ","unrelated","word","word",0.134094723306794
"խանգարել","ցեխ","unrelated","word","word",0.0936212777281531
"երեկույթ","հավասարակշռություն","unrelated","word","word",0.22793467190125
"ընթացք","վկայություն","unrelated","word","word",0.25137730897205
"էլեկտրականություն","իրավասություն","unrelated","word","word",0.350196623564738
"գրել","սիրուն","unrelated","word","word",0.225528591709312
"նախաճաշ","փորձ","unrelated","word","word",0.139392632899668
"կորպորացիա","ձիահ","unrelated","word","word",0.160930229502811
"փլուզում","խոստովանել","unrelated","word","word",0.0957446089594203
"ընտրել","գրառում","unrelated","word","word",0.137413154601112
"տարբերակ","մեծամասնություն","unrelated","word","word",0.174154194903746
"թագավոր","կեղծել","unrelated","word","word",0.132244995640827
"էժան","անձնակազմ","unrelated","word","word",0.158518126222926
"թարմացնել","կախում","unrelated","word","word",0.162093036489646
"ընտրող","նվագախումբ","unrelated","word","word",0.0875353497094534
"չափազանցել","շնաձուկ","unrelated","word","word",NA
"բուժում","ետեվ","unrelated","word","word",NA
"թռչուն","խաղալ","unrelated","word","word",0.0853302265468334
"ուղերձ","գիտակցել","unrelated","word","word",0.154697294056922
"ճամպրուկ","դանդաղ","unrelated","word","word",0.116625624352036
"հակառակորդ","գերեզման","unrelated","word","word",0.210009539474616
"պաթետիկ","անվտանգություն","unrelated","word","word",0.203543262111544
"եղբորորդի","մագնիսական","unrelated","word","word",0.0605595238735346
"գրիչ","արեւմուտք","unrelated","word","word",0.124079921994826
"թույլ տալ","ապուր","unrelated","word","word",NA
"հաստատում","սիրուհի","unrelated","word","word",0.162165954723496
"սպանել","ժանտախտ","unrelated","word","word",0.282446385653842
"օմար","դետոնատոր","unrelated","word","word",NA
"դանակ","միջազգային","unrelated","word","word",0.0171245352127165
"ծառ","պայմանագիր","unrelated","word","word",0.112615903566175
"հազվադեպ","դաժան","unrelated","word","word",0.19332083562811
"ավանդական","կիլոմետր","unrelated","word","word",0.127422525025791
"գալ","ռասիստ","unrelated","word","word",0.0685781920144979
"անջատում","գաղտնի","unrelated","word","word",0.191319606622722
"քար","զբաղմունք","unrelated","word","word",0.22396678895995
"թավուտ","ժամանակ առ ժամանակ","unrelated","word","word",NA
"համաճարակ","գողանալ","unrelated","word","word",0.182274209673246
"ժառանգել","ցեմենտ","unrelated","word","word",0.0817412650072367
"գործողություն","անգլերեն","unrelated","word","word",0.150996799667337
"ծիծաղել","բարեւ","unrelated","word","word",0.223209310311775
"կատարյալ","պատասխան","unrelated","word","word",0.156449709821258
"կարեւորություն","վկա","unrelated","word","word",0.154306432198572
"ճարտարապետ","հրթիռ","unrelated","word","word",0.182270231313087
"որ","օղակ","unrelated","word","word",0.200785352821902
"լուսանկարիչ","երիկամ","unrelated","word","word",0.0963459113192355
"սպանություն","դեսպանություն","unrelated","word","word",0.65177228478057
"ֆանտազիա","գեներատոր","unrelated","word","word",0.108135307197573
"իրապես","լողափ","unrelated","word","word",0.0938154288828433
"դատախազություն","զուգարան","unrelated","word","word",0.206177083565512
"իշխանություն","ծովային","unrelated","word","word",0.0744903628935722
"սպագետտի","լուս","unrelated","word","word",0.11117424847561
"մոմ","այսօր","unrelated","word","word",0.174188958119349
"այո","բացառիկ","unrelated","word","word",0.0802354414961948
"վատ","որսորդություն","unrelated","word","word",0.0909253220984642
"իրատեսական","երկինք","unrelated","word","word",0.134273129750067
"բանակ","մահացու","unrelated","word","word",0.203311692250511
"գեյ","առլտրական","unrelated","word","word",NA
"ափ","հայեցակարգ","unrelated","word","word",0.0990912740899982
"տիկին","հանգիստ","unrelated","word","word",0.239024971580251
"արեւ","հպարտանալ","unrelated","word","word",0.138706123123411
"արեգակնային","թիվ","unrelated","word","word",0.197935447744608
"լռություն","երդվել","unrelated","word","word",0.269524105023706
"լսել","հրամանատար","unrelated","word","word",0.158234091529581
"փորձ","թույլ տալ","unrelated","word","word",NA
"լրագրող","մարդ","unrelated","word","word",0.210683945393711
"քաղաքականություն","հուշարձան","unrelated","word","word",0.187949935550132
"լրացուցիչ","էշ","unrelated","word","word",0.0997932609650428
"դավաճան","մշակում","unrelated","word","word",0.127424667975991
"սաբոտաժ","պատասխանատվություն","unrelated","word","word",0.341328739485623
"դատավոր","մաֆիա","unrelated","word","word",0.206693041396934
"խաղ","շուն","unrelated","word","word",0.235982194388317
"ատլանտյան","աղտոտում","unrelated","word","word",0.252647905253335
"կիրք","արժեքավոր","unrelated","word","word",0.196198502468899
"կատաղած","տաքություն","unrelated","word","word",0.189295137299023
"խանութ","ջրանցք","unrelated","word","word",0.119421659299306
"լապտեր","պատյան","unrelated","word","word",0.200950175044438
"առագաստանավ","ներշնչել","unrelated","word","word",0.161839777307752
"բթամտություն","միլիոն","unrelated","word","word",NA
"խելացի","ներել","unrelated","word","word",0.289638644544255
"լողալ","ծովահեն","unrelated","word","word",0.370389413437021
"գարեջուր","ծնունդ","unrelated","word","word",0.0915953781515979
"առաքելություն","ապրանքանիշը","unrelated","word","word",0.131319623692146
"պտուղ","քամի","unrelated","word","word",0.233487443162743
"ճամբար","ապաստան","unrelated","word","word",0.296138041233433
"միս","խոչընդոտ","unrelated","word","word",0.0680155869899545
"համեստ","բարեգործություն","unrelated","word","word",0.153750161300232
"մարտահրավեր","թոռնիկ","unrelated","word","word",0.19038505844494
"խոսել","եփել","unrelated","word","word",0.29801640610273
"խոստովանել","մայրամուտ","unrelated","word","word",0.128741518710762
"քարոզ","պարկեշտ","unrelated","word","word",0.292700980116144
"խորհուրդ տալ","իրավաբան","unrelated","word","word",NA
"սենատ","ազատություն","unrelated","word","word",0.210369359551121
"լանչ","գունդ","unrelated","word","word",0.16882427823637
"բարերար","հանրաճանաչ","unrelated","word","word",0.145509161905586
"գաղտնաբառ","դեկան","unrelated","word","word",0.0947389167372
"թաքցնել","քոլեջ","unrelated","word","word",0.0559220766870667
"մեծապես","տպում","unrelated","word","word",0.120686762423047
"ծառա","ատոմային","unrelated","word","word",0.0942669437140533
"պահպանում","միայնակ","unrelated","word","word",0.08501430594375
"անհեթեթ","գերազանց","unrelated","word","word",0.0922936298936232
"արարողություն","ծածկագիր","unrelated","word","word",0.145259050725604
"սիգարետ","խանութ","unrelated","word","word",0.219556988832916
"լիզել","երկու","unrelated","word","word",0.2779731825872
"սարք","կապիկ","unrelated","word","word",0.258794373568372
"հղիություն","դար","unrelated","word","word",0.106403234449165
"օվկիանոս","արտոնություն","unrelated","word","word",0.0912651484772277
"նավաստի","առեվանգել","unrelated","word","word",0.346624989412574
"նավաստի","կառնավալ","unrelated","word","word",0.278746701175584
"նավատորմ","ածուխ","unrelated","word","word",0.21092451803695
"սիգար","կոլեգա","unrelated","word","word",0.161495713977142
"խայծ","շարժիչ","unrelated","word","word",0.221039446163707
"համակարգիչ","առաջադիմություն","unrelated","word","word",0.217973222567541
"փաթեթ","օրգազմ","unrelated","word","word",0.158042919693359
"մետաղալար","տեղավորել","unrelated","word","word",0.128358321773949
"առանձնասենյակ","հիմք","unrelated","word","word",0.179792091739903
"կազմակերպել","անօգնական","unrelated","word","word",0.108115727164474
"հյութ","փոխարինել","unrelated","word","word",0.117200770230295
"քրիստոնյա","նկար","unrelated","word","word",0.0914286451164834
"կատարելը","հետեւել","unrelated","word","word",0.180572681586079
"կամավոր","հակադիր","unrelated","word","word",0.0663787681461064
"թունել","թույլտվություն","unrelated","word","word",0.154615944497863
"որոտ","աջակցություն","unrelated","word","word",0.0522416251695837
"կայսր","ինչ","unrelated","word","word",0.111149577146481
"գոմ","քիմիա","unrelated","word","word",0.0922493994267256
"նարնջի","բարձրանալ","unrelated","word","word",0.217672261272307
"նստել","հարմարավետ","unrelated","word","word",0.267793059854885
"կանգ առնել","կապ","unrelated","word","word",NA
"փող","պահածոն","unrelated","word","word",NA
"արձանագրություն","քիմիական","unrelated","word","word",0.122772603343282
"նախագահ","համաժողով","unrelated","word","word",0.25693129007985
"շանտաժ","անօրինական","unrelated","word","word",0.370852561688226
"կապ","գավաթ","unrelated","word","word",0.201199051849228
"փողկապ","լսում","unrelated","word","word",0.209157833603689
"գորիլա","ապագա","unrelated","word","word",0.149550087649251
"քաղաք","գործոն","unrelated","word","word",0.13561417467976
"հաջողության հասնել","սկյուռ","unrelated","word","word",NA
"կառավարություն","դիահավիգ","unrelated","word","word",NA
"վարչական","ժառանգություն","unrelated","word","word",0.143082189526964
"փառատոն","կարեկցող","unrelated","word","word",0.0572574092987884
"կասկածել","հանձնաժողով","unrelated","word","word",0.206268628968749
"փամփուշտ","արգելված","unrelated","word","word",0.0920758322005215
"դիրք","զրույց","unrelated","word","word",0.175718515400013
"գրել","վախեցնել","unrelated","word","word",0.212658325981048
"մեծահոգի","ձեվավորել","unrelated","word","word",NA
"համբավ","քաղաքավարի","unrelated","word","word",0.23373605867088
"վերաբերմունք","հասարակություն","unrelated","word","word",0.327063275638521
"երկար","խորհրդարան","unrelated","word","word",0.185112131790576
"դեղնուց","աճ","unrelated","word","word",0.244833811596573
"ունակություն","ծովային","unrelated","word","word",0.0538146394064274
"լոլիկ","խեղդել","unrelated","word","word",0.111180140616984
"կեղծ","պարուրակ","unrelated","word","word",NA
"զզվելի","օրացույց","unrelated","word","word",0.110113039690756
"կրկես","հրեշտակ","unrelated","word","word",0.132248758627156
"մեռել","ճաք","unrelated","word","word",0.266215792190968
"աշխատավարձ","կոշտ","unrelated","word","word",0.0978208674151736
"եռամսյակ","ծղոտ","unrelated","word","word",0.0977751777168804
"կեսօր","կապել","unrelated","word","word",0.0639802576077731
"նշել","հնարք","unrelated","word","word",0.0977829821736155
"մայոնեզ","ռումբ","unrelated","word","word",0.23177718298461
"ուտել","երեխա","unrelated","word","word",0.228434806217619
"գրամ","ուս","unrelated","word","word",0.0666471839336515
"մետր","սխալ","unrelated","word","word",0.190871955120068
"թատրոն","հավատարմություն","unrelated","word","word",0.120148215799502
"զգեստ","առաջարկել","unrelated","word","word",0.163742023537449
"սոդա","լեսբուհի","unrelated","word","word",0.16813883730816
"օգտագործել","կայծակ","unrelated","word","word",0.091368829273481
"ընտանիք","հիմար","unrelated","word","word",0.16077446275379
"շուրջը","բամբասանք","unrelated","word","word",0.238119961203135
"ստորագրություն","համացանց","unrelated","word","word",0.276338394938125
"ընկեր","սենսոր","unrelated","word","word",0.1919300592822
"հերոսուհի","հարավային","unrelated","word","word",0.0662753237275154
"պարանոց","փուլ","unrelated","word","word",0.106918474046908
"քարտեզ","անհարմար","unrelated","word","word",0.10189488597483
"մամուլ","հատուկ","unrelated","word","word",0.104049080255275
"շրջան","ավագ","unrelated","word","word",0.0978059855477086
"վեճ","գնել","unrelated","word","word",0.135675354452735
"կոշիկ","արտացոլում","unrelated","word","word",0.118845505185942
"ծանր","ռադար","unrelated","word","word",0.0721147279884445
"խոզ","ufo","unrelated","word","word",0.120293438499533
"ծամել","պարանոիդ","unrelated","word","word",0.28685477960563
"խուլ","անապատ","unrelated","word","word",0.163335143170028
"պայքարել","գիշերօթիկ","unrelated","word","word",0.133568103441245
"թաշկինակ","դուրս","unrelated","word","word",0.181682491268092
"կրակել","ազնվական","unrelated","word","word",0.185935927052094
"սոուս","գազ","unrelated","word","word",0.262721769616893
"եռապատիկ","վերացնել","unrelated","word","word",0.106101992429432
"վագոն","ազատորեն","unrelated","word","word",0.0874763815932989
"ջերմություն","հրացան","unrelated","word","word",0.0540041572020818
"հարյուր","ֆերմեր","unrelated","word","word",0.228406468758472
"սառեցնել","նյութ","unrelated","word","word",0.216200251012017
"հակադարձ","սրամիտ","unrelated","word","word",0.171873513959816
"պատվաստանյութ","կետ","unrelated","word","word",0.134950443688166
"պարտք","մրցում","unrelated","word","word",0.122007415796595
"տեղեկացնել","նորաձեվ","unrelated","word","word",NA
"ազդանշան","նկարագրել","unrelated","word","word",0.109618776460866
"սիրելի","փորել","unrelated","word","word",0.0861462582330673
"նվեր","կրակոց","unrelated","word","word",0.16272118198311
"տպավորվել","լեգեոն","unrelated","word","word",0.167339822362518
"ուրախություն","տուն","unrelated","word","word",0.226939062726081
"հանդիպում","սեղան","unrelated","word","word",0.145176985372974
"խառնուրդ","թուղթ","unrelated","word","word",0.194211785730845
"եսասեր","արգելափակված","unrelated","word","word",0.139879425092705
"ոստայն","անօգուտ","unrelated","word","word",NA
"կարեկցում","խոզի միս","unrelated","word","word",NA
"հյուծվել","սեռական","unrelated","word","word",0.0819304482307599
"համեղ","սենդվիչ","unrelated","word","word",0.41545667535133
"հոտ","պատահել","unrelated","word","word",0.177175412197259
"սահմանում","ընդհանուր","unrelated","word","word",0.241115707769268
"տեսողություն","հաճելի","unrelated","word","word",0.235737062052946
"մայրիկ","սուտ","unrelated","word","word",0.198785474907675
"հանգիստ","ներքեվ","unrelated","word","word",NA
"քնել","համակցություն","unrelated","word","word",0.209468142648923
"գիտնական","մտավոր","unrelated","word","word",0.214255435738985
"անսպասելիորեն","շրջան","unrelated","word","word",0.055191096457438
"կոմիտե","զանգահարել","unrelated","word","word",0.182902072968404
"հայտնի","հոբբի","unrelated","word","word",0.297045245705736
"հաշվել","ոսկեգույն","unrelated","word","word",0.143614179639073
"ձախողում","նշան","unrelated","word","word",0.185218187388046
"համայնք","աստվածաշունչ","unrelated","word","word",0.189564545252114
"հաստատել","առջեվի","unrelated","word","word",NA
"հնդկահավ","օգտակար","unrelated","word","word",0.178732058723253
"հավանաբար","սպիտակուց","unrelated","word","word",0.180924194631281
"համընկնում","բաք","unrelated","word","word",0.0691158985141924
