"sk_target","sk_cue","sk_fake_cue","sk_fake_target","en_cue","en_target"
"palivo","plyn","pllz","papredvo","gas","fuel"
"paluba","kabína","kaonálna","pachodba","cabin","deck"
"pani","pán","enn","terni","lord","lady"
"paradajka","zemiak","zesier","parasviečka","potato","tomato"
"paranormálny","nadprirodzený","nadpriroochranný","paranorhviezdny","supernatural","paranormal"
"parfum","rúž","aiž","parráč","lipstick","perfume"
"patetický","nešťastný","nestrelný","pateyorkský","miserable","pathetic"
"pečeň","oblička","obchytka","pesón","kidney","liver"
"pekla","raj","dšj","lásla","paradise","hell"
"peňaženka","vrecko","svedko","peňastrieka","pocket","wallet"
"peniaze","hotovosť","hotoriek","pezhroze","cash","money"
"penis","vagina","valentna","pežou","vagina","penis"
"pero","papierový","pasynchrový","pesky","paper","pen"
"perspektíva","vyhliadka","vyškriaka","perplachtíva","view","perspective"
"pieseň","album","aldža","pierij","album","song"
"piesok","bahno","jinno","idisok","mud","sand"
"pilot","astronaut","astrodikt","pikel","astronaut","pilot"
"pilulka","tableta","roztleta","pinantka","tablet","pill"
"písanie","čítanie","čítastro","písamant","reading","writing"
"písmeno","telegram","telenost","vtipmeno","telegram","letter"
"píšťalka","roh","sch","lockťalka","horn","whistle"
"pištoľ","puška","oreka","pišsna","rifle","gun"
"pivo","piť","išť","vojvo","drink","beer"
"plachtiť sa","kotva","siava","osvietiť sa","anchor","sail"
"plameň","oheň","ohpú","plašaš","fire","flame"
"plánovanie","príprava","chrbrava","strienovanie","preparation","planning"
"plastový","cement","cezien","zjedtový","cement","plastic"
"plný","prázdny","frankny","tačný","empty","full"
"plot","stena","zazna","vuot","wall","fence"
"plukovník","všeobecný","všehmlený","ukrýkovník","general","colonel"
"pobrežie","pláž","plue","pobredosť","beach","coast"
"pochovať","kopať","koňou","povzdávať","dig","bury"
"pocit","dojem","domil","pohrá","impression","feeling"
"počítač","softvér","softzvú","počímien","software","computer"
"poďakovať","vďačný","zvraný","poďakostrel","grateful","thank"
"podivný","neobvyklý","neobskleslý","potaktný","unusual","strange"
"podnik","priemysel","schémysel","podčom","industry","business"
"podnikateľ","milionár","miliburn","podnikazachs","millionaire","entrepreneur"
"podozrivý","pochybnosť","povzácnosť","pochiatrivý","doubt","suspect"
"podpis","pečiatka","pestovka","podrat","stamp","signature"
"podvod","konšpirácia","kontrastrácia","podskí","conspiracy","fraud"
"pohreb","rakva","yosva","pohčty","coffin","funeral"
"poker","hazardné hry","hawkinsné hry","pojit","gambling","poker"
"pokojný","tichý","tipor","postatný","quiet","calm"
"pokus","vyskúšať","vyskúloch","poxer","try","attempt"
"pokus","vypočutie","vypočuchách","poxer","hearing","trial"
"poliklinika","nemocnica","nepriaznica","postrachlinika","hospital","clinic"
"politický","kritický","elastický","poliyorkský","critical","political"
"politik","politika","pošľachtika","polichov","policy","politician"
"politika","žurnalistika","úchvatnalistika","pošľachtika","journalism","politics"
"poludnie","polnočný","polkladný","potresnie","midnight","noon"
"pomáhať","pomoc","pobát","pomáčiek","help","assist"
"pomoc","podpora","sharpora","pocem","support","assistance"
"popis","profil","probab","poríš","profile","description"
"poradiť","poradenstvo","poradentiach","porament","advice","advise"
"porážka","víťazstvo","víliactvo","povieška","victory","defeat"
"poručík","seržant","serkout","poruchaj","sergeant","lieutenant"
"poškodenie","rana","žehna","pomliaždenie","wound","injury"
"poskytnúť","povoliť","povokých","pokladnúť","enable","provide"
"poslanie","úloha","melha","pohodlnie","task","mission"
"poslať","priniesť","pripliet","pomosť","bring","send"
"posledný","najprv","najpic","pozdraný","first","last"
"posteľ","pohovka","poslanka","pobiem","sofa","bed"
"postoj","stanovisko","stanostranko","pokvou","opinion","attitude"
"postup","proces","prosat","poskym","process","procedure"
"potkan","myš","toš","poniaš","mouse","rat"
"potreba","nevyhnutný","nevyvplyvný","pobejzba","necessary","need"
"potvrdiť","potvrdenie","pomliaždenie","pochladiť","confirmation","confirm"
"použitie","platiť","plakej","použiských","apply","use"
"povesť","kariéra","kazachséra","pokert","career","reputation"
"povie","povedať","povených","poram","say","tell"
"povinnosť","zodpovednosť","zodpovedských","povincent","responsibility","duty"
"povrch","vrstva","vršava","pomrie","layer","surface"
"pozdraviť","zablahoželať","zablahožestvách","poosláviť","congratulate","greet"
"požiadavka","dopyt","doute","požiastránka","demand","request"
"pozícia","postavenie","pochôdzvenie","pozíkoch","status","position"
"pozoruhodný","výnimočný","výnizvestný","pozorustriktný","exceptional","remarkable"
"práca","zamestnanie","zasprávnanie","tvoca","job","work"
"prach","popol","poová","faach","ash","dust"
"pracovník","poľnohospodár","poľnohospovliecť","pracovstvo","farmer","worker"
"prakticky","doslova","dobáchva","zväčticky","literally","practically"
"prápor","pluk","pláš","prábaš","regiment","battalion"
"prasa","krava","dobva","opísa","cow","pig"
"prašný","hrdzavý","hrľstivý","orijný","rusty","dusty"
"pravdepodobne","možno","rieno","umiestdepodobne","maybe","probably"
"pravdepodobný","pravdepodobnosť","umiestdepodobnosť","umiestdepodobný","probability","likely"
"právny","nezákonný","nezástrelný","krétny","illegal","legal"
"prechádzka","spustiť","spuskej","prestrieka","run","walk"
"prechádzka","zdriemnutie","zhliadnutie","prestrieka","nap","stroll"
"predať","kúpiť","kúlím","preska","buy","sell"
"predátor","korisť","kokrie","predánych","prey","predator"
"predmet","objekt","obvost","predvim","object","subject"
"prednáška","seminár","semirium","spoznáška","seminar","lecture"
"predpoklad","záver","zánov","predpoling","conclusion","assumption"
"preháňať","podceniť","podcelých","prehástvu","underestimate","exaggerate"
"prehrávač","tréner","stáner","prehrátých","coach","player"
"prenájom","prenájom","chutnájom","chutnájom","hire","rent"
"prepustenie","rezignácia","restrannácia","prehliadtenie","resignation","dismissal"
"prestávka","rozbiť","rozkve","predĺžeka","smash","break"
"prevod","pohybovať sa","pohybovaťóriách","prereň","move","transfer"
"prezident","kancelár","kancemych","prezilock","chancellor","president"
"prežiť","žiť","ráť","preská","live","survive"
"priamo","priamy","franmy","chromo","direct","directly"
"priateľ","kolega","kolečieš","priacha","colleague","friend"
"priateľský","zdvorilý","mierrilý","skonteľský","polite","friendly"
"priateľstvo","vzťahu","vnúthu","priateľných","relationship","friendship"
"príčina","dôvod","dônet","svedčina","reason","cause"
"priezvisko","prezývka","predwicka","osvetvisko","nickname","surname"
"príjemný","pohodlný","poslovný","príplatný","comfortable","pleasant"
"príjmy","zisk","nesk","agenmy","profit","income"
"prilákať","pozornosť","pozorcium","vzdelákať","attention","attract"
"primárny","sekundárny","sekunmiestny","prikrétny","secondary","primary"
"pripojenie","kontakt","kontell","blackpojenie","contact","connection"
"pripraviť sa","pripravený","priúschovený","pripraviťaccff","ready","prepare"
"prísaha","pristáť","priskoč","noldsaha","swear","oath"
"prísť","prísť","konsť","konsť","arrive","come"
"prístav","záliv","zázač","príbral","bay","harbor"
"prístrešok","útočisko","útoznačko","prívňajšok","refuge","shelter"
"prístroj","náradie","náracích","prístiev","tool","instrument"
"priznať","pripustiť","pritiahtiť","prirosť","admit","confess"
"prízvuk","hlas","mías","príznaj","voice","accent"
"problém","problém","probmál","probmeľ","trouble","problem"
"profesionálny","amatérsky","amairánsky","profesihviezdny","amateur","professional"
"profesor","dekan","degor","profeznam","dean","professor"
"program","projekt","prowers","progvie","project","program"
"prokurátor","právnik","právhom","chádzkurátor","lawyer","prosecutor"
"protokol","pravidlo","praskytlo","protoring","rule","protocol"
"prototyp","model","močia","protochum","model","prototype"
"prvok","faktor","väčtor","prlým","factor","element"
"psychológia","anatómia","symptómia","psycholóstvom","anatomy","psychology"
"psychologický","lekársky","learabsky","psyotriaslogický","medical","psychological"
"publikum","dav","lúv","diaľlikum","crowd","audience"
"radosť","potešenie","potešeských","radium","pleasure","joy"
"rage","hnev","acev","burge","anger","rage"
"raketa","raketa","rauprata","raprasta","rocket","missile"
"rakovina","nádor","náves","chvíľkovina","tumor","cancer"
"rameno","ruka","skáka","oznámeno","hand","arm"
"raňajky","večera","veprípra","rastánky","dinner","breakfast"
"ranný","zajtra","zajšok","väzný","tomorrow","morning"
"ransom","únosca","plodca","chisom","kidnapper","ransom"
"reaktor","generátor","generáských","reakfast","generator","reactor"
"realistický","optimistický","zblázmistický","realiswraithský","optimistic","realistic"
"reálny","pravda","liarda","reštauny","TRUE","real"
"reštaurácia","pub","ieb","redeklarácia","pub","restaurant"
"riaditeľ","výrobca","výzvraca","riadikoch","producer","director"
"rím","kazár","kagye","nym","caesar","rome"
"ríše","dynastie","dyscottie","mešše","dynasty","empire"
"robiť","urobiť","urochi","rovek","make","do"
"rodič","dospelý","dotrvalý","rolek","adult","parent"
"rodina","klan","klim","romestna","clan","family"
"romantický","dramatický","checkmatický","rozvesttický","dramatic","romantic"
"rozhodnosť","odvaha","odobieha","rozhodgins","courage","determination"
"rôzny","podobný","postupný","dziny","similar","different"
"roztomilý","sladký","zlepký","umbertomilý","sweet","cute"
"rozumieť","realizovať","realizosworth","rozchiet","realize","understand"
"rozumný","fér","arr","straumný","fair","reasonable"
"rozvrh","kalendár","kalenliam","rozpeľ","calendar","schedule"
"rybárčenie","lovecký","losladký","ryosvedčenie","hunting","fishing"
"ryby","žralok","žramen","rylan","shark","fish"
"rýchlo","pomaly","poscully","štvrlo","slowly","quickly"
"rýchlosť","vzdialenosť","vzdialetých","rýchchal","distance","speed"
"rýchly","spomaliť","spomakých","railly","slow","fast"
"sabotáž","špionáž","špicond","sabošiak","espionage","sabotage"
"šalátový","polievka","ponautka","šaorientový","soup","salad"
"samozrejme","jasne","dzene","samozchváľme","clearly","obviously"
"šampanské","víno","víriť","stvopanské","wine","champagne"
"šampionát","súťaž","súbik","šampirand","competition","championship"
"samuraj","ninja","ánoja","samunách","ninja","samurai"
"satelit","radar","rašli","satebral","radar","satellite"
"šaty","sukňa","alfňa","šahaj","skirt","dress"
"schopnosť","kapacita","kapaciových","sprosnosť","capacity","ability"
"schválenie","povolenie","povoleopard","sprielenie","permission","approval"
"sebecký","tvrdohlavý","okradhlavý","sesladký","stubborn","selfish"
"sedieť","stáť","stoc","seling","stand","sit"
"šéf","manažér","mananích","arf","manager","boss"
"šéfkuchár","variť","vanos","šéfkulant","cook","chef"
"sem","tlačiť","svečiť","imm","push","pull"
"sen","nočná mora","stripná mora","rún","nightmare","dream"
"senát","parlament","parlabiek","sediš","parliament","senate"
"senátor","guvernér","guvermieť","senáklad","governor","senator"
"severný","na juh","nafium","seslušný","south","north"
"signál","frekvencia","klinvencia","mednál","frequency","signal"
"silový","silový","predlový","predlový","strength","force"
"široký","úzky","tilky","šivšetký","narrow","wide"
"škandál","gossip","gosiem","škanťaž","gossip","scandal"
"škaredý","hojnosť","vášnosť","probredý","digusting","ugly"
"sklamanie","prekvapenie","chlapvapenie","traumanie","surprise","disappointment"
"skočiť","vyliezť","vyniest","tančiť","climb","jump"
"škola","trieda","mierda","zísla","class","school"
"skončiť","koniec","kolium","skonton","end","finish"
"skriňa","kabinet","kabichod","aeroňa","cabinet","closet"
"skromný","pokorný","pohlučný","stražný","humble","modest"
"skryť","zakryť","zapusť","skísť","cover","hide"
"skupina","gang","gajú","zdrapina","gang","group"
"skúška","experimentovať","ochranrimentovať","spätka","experiment","test"
"skvelý","vynikajúci","umiestnikajúci","stanlý","excellent","great"
"slabý","silný","kovný","cenbý","strong","weak"
"sláva","slávny","pravny","debva","glorious","glory"
"slávny","populárny","poputriedny","pravny","popular","famous"
"sledovať","vzhľad","vzhľil","frandovať","look","watch"
"slnko","mesačne","mešvihne","prvko","moon","sun"
"sľub","záruka","záchvaka","ksub","guarantee","promise"
"sluha","otrok","otlan","vojha","slave","servant"
"slúžka","opatrovateľka","striebrovateľka","klopka","nanny","maid"
"smiech","úsmev","sámev","smiest","smile","laugh"
"smrteľný","smrteľný","rozpteľný","rozpteľný","deadly","fatal"
"sneh","dážď","dáfú","snpá","rain","snow"
"sniper","strelec","strepad","pádper","shooter","sniper"
"socha","pamiatka","pahláska","sokej","monument","statue"
"sóda","limonáda","liochutnáda","hojda","lemonade","soda"
"solárny","lunárny","ludielny","soriadny","lunar","solar"
"sonda","kapsula","vzácsula","karda","capsule","probe"
"špagety","lasagna","lakostna","dridgety","lasagna","spaghetti"
"spálňa","miestnosť","strednosť","sračňa","room","bedroom"
"spánok","spočívať","spočíchom","spákam","rest","sleep"
"špecialista","odborník","odslušník","špeciašľachta","expert","specialist"
"špinavý","škaredý","spozredý","stránavý","nasty","filthy"
"spisovateľ","básnik","nejnik","transsovateľ","poet","writer"
"splatnosť","späť","spís","saltznosť","back","return"
"splniť","pozrieť sa","pospiat sa","oveniť","see","meet"
"spoločenstvo","spoločnosť","spoločskej","spoločentiach","society","community"
"spor","konflikt","konumiet","spss","conflict","dispute"
"sporák","rúra","čmára","spobím","oven","stove"
"športovať","hobby","skiby","nechtovať","hobby","sport"
"správa","pozor","ponus","vražva","warning","message"
"správny","vhodný","svedný","strelny","wrong","correct"
"spravodlivosť","pomsta","posian","spravodlitiach","revenge","justice"
"sprevádzať","eskort","ľekort","vtipvádzať","escort","accompany"
"stále","už","žd","kosle","already","still"
"stanica","plošina","oznašina","dvihnica","platform","station"
"starosto","šerif","šewne","stahingto","sheriff","mayor"
"šťasný","spokojný","spochybný","diačný","satisfied","happy"
"štát","federálny","fedemiestny","úsát","federal","state"
"stať sa","nastať","narial","staťčav","occur","happen"
"šťava","mlieko","úsmeko","kilva","milk","juice"
"stíhať","krmivo","krmiriam","nerhať","feed","eat"
"stlačiť","tlačidlo","tlachello","sluščiť","button","press"
"sto","tisíc","tižam","byo","thousand","hundred"
"stolička","stôl","sttv","stokrátka","table","chair"
"strach","horor","holio","kerach","horror","fear"
"strach","obava","všiva","kerach","concern","worry"
"strana","recepcia","retrukcia","svalna","reception","party"
"strašidelné","desivý","depoprvý","vlastšidelné","scary","creepy"
"stratégia","plán","ploj","mknutégia","plan","strategy"
"stretnutie","konferencia","konferentnosť","chrisnutie","conference","meeting"
"strieborný","zlatý","cittý","vlastborný","golden","silver"
"striekačka","ihla","macla","vlastkačka","needle","syringe"
"strihať","roztrhnúť","roztrpiet","trauhať","tear","cut"
"stroj","robot","rokán","loroj","robot","machine"
"strom","krík","kruj","sttam","bush","tree"
"študovať","výskum","výsell","dievdovať","research","study"
"stvorenie","monštrum","monstráž","chodrenie","monster","creature"
"štvrťrok","polovica","polostrážca","štvrťmil","half","quarter"
"štvrtý","tretí","zbatí","mknutý","third","fourth"
"štýl","rytmus","dedmus","štuš","rhythm","style"
"štyri","dva","swa","garri","two","four"
"súcit","trpezlivosť","trpezlitiach","súkro","patience","compassion"
"sudca","súdny dvor","súdnyidoch","lenca","court","judge"
"súhlasiť","odmietnuť","odlúchnuť","súhlavách","refuse","accept"
"súkromie","súkromné","súhľadné","súkrokoch","private","privacy"
"suma","suma","sušie","suici","sum","amount"
"svadba","zapojenie","zapojeských","skutba","engagement","wedding"
"sval","nerv","nekr","púal","nerve","muscle"
"svedectvo","svedkom","vhodkom","svetazstvo","witness","testimony"
"svet","medzinárodný","medzináúchvatný","utet","international","world"
"svetlo","tmavosť","kimvosť","treslo","darkness","light"
"sviečka","lampa","skapa","vstupka","lamp","candle"
"svitanie","západ slnka","západ sldĺžiť","kradtanie","sunset","dawn"
"svorka","reč","tíč","sielka","speech","sermon"
"symbol","vlajka","vzťaka","vnúbol","flag","symbol"
"syn","dcéra","pišra","hán","daughter","son"
"syndróm","príznak","prídock","synvrch","symptom","syndrome"
"synovec","vnuk","áluk","synochol","grandson","nephew"
"syr","chlieb","mklieb","šar","bread","cheese"
"systém","sieť","sijo","sysvon","network","system"
"tajomstvo","tajný","nádný","tajomkých","secret","mystery"
"talent","potenciál","potenzdre","tapult","potential","talent"
"tam","tu","vé","ium","here","there"
"tanec","tanečník","tachodník","tažiť","dancer","dance"
"ťažko","ťažký","bloký","bomko","heavy","heavily"
"technika","metóda","meglenda","dievnika","method","technique"
"teenager","dospievajúci","dospievajúsworth","teenaštval","teenage","teenager"
"tehotenstvo","narodenie","narodeštruk","tehotentiach","birth","pregnancy"
"tekutina","tekutý","teštvatý","techristina","liquid","fluid"
"telefón","zavolať","zavokrát","telepnúť","call","telephone"
"televízor","rádio","ránov","televífield","radio","television"
"tenis","golf","gobý","temok","golf","tennis"
"teória","nápad","náťák","teokin","idea","theory"
"teplota","ohrievač","chrabvač","scholota","heat","temperature"
"thirst","hlad","ľuad","weirst","hunger","thirst"
"ticho","tichý","tipor","tijed","silent","silence"
"tím","ligový","lišiakvý","ium","league","team"
"titul","názov","náľať","tiots","name","title"
"tkanivo","koža","kojíš","hajznivo","skin","tissue"
"tlak","pulz","puþi","utak","pulse","pressure"
"tmavý","tieň","tiča","kimvý","shadow","dark"
"to","čo","lí","ší","what","that"
"točiť sa","otáčať sa","otáčaťmôct","točiťokom","turn","rotate"
"tornádo","hurikán","huririam","plasnádo","hurricane","tornado"
"tortu","dezert","degorn","rintu","dessert","cake"
"tradičný","moderný","mokantný","tralestný","modern","traditional"
"tragický","smutný","omylný","trabandký","sad","tragic"
"trestný čin","zlodej","zlovit","trestnýdžús","thief","criminal"
"tri","jeden","jelať","ăli","one","three"
"trojnásobný","double","dobradle","hvieznásobný","double","triple"
"trojuholník","kruh","kraa","umiestjuholník","circle","triangle"
"trón","koruna","komierna","trth","crown","throne"
"tunel","most","mope","tučok","bridge","tunnel"
"turecko","kura","popra","tučiatko","chicken","turkey"
"tvrdý","tvrdý","fildý","fildý","tough","hard"
"týždeň","mesiac","medzač","týžzuj","month","week"
"týždenný","denník","kazník","brendenný","daily","weekly"
"ucho","oku","thu","seho","eye","ear"
"uchovávať","držať","drdon","vrecvávať","hold","keep"
"účinný","užitočný","hroztočný","bližný","useful","effective"
"účinok","vplyv","vppív","ciunok","influence","effect"
"učiť","učiť sa","učiťruk","učai","learn","teach"
"učiteľ","študent","štuming","halteľ","student","teacher"
"udalosť","fenomén","fenožiam","nízlosť","phenomenon","event"
"úder","hit","čít","ster","hit","strike"
"údolie","púšť","púpé","chélie","desert","valley"
"údržba","služba","blesba","množba","service","maintenance"
"ulica","trieda","mierda","zdeca","avenue","street"
"ulička","roh","sch","tridka","corner","alley"
"úlovok","uchmatnúť","striktnúť","pišvok","grab","catch"
"uložiť","záchranu","závzácnu","tučžiť","rescue","save"
"uložiť","nakupovať","nakuposlúch","tučžiť","shop","store"
"umelý","prirodzený","prirostranný","vyklý","natural","artificial"
"úmyselne","náhodne","nátiahne","dravselne","accidentally","intentionally"
"umyť","čistý","užitý","umrč","clean","wash"
"uniesť","únos","sýos","briesť","kidnap","abduct"
"uniforma","odznak","odcvik","kresforma","badge","uniform"
"uniknúť","utiecť","utieog","uzamnúť","flee","escape"
"univerzita","vysoká škola","vysoká šktments","vlastverzita","college","university"
"upír","zombie","zomrák","upih","zombie","vampire"
"úplne","absolútne","absosmiešne","pubne","absolutely","completely"
"úplný","celkom","väzkom","kozný","total","complete"
"úprimnosť","lojalita","loprázdlita","úprimskej","loyalty","honesty"
"úprimný","slušný","stavný","úposobný","decent","honest"
"úrad","jurisdikcia","jurisdikských","sgad","jurisdiction","authority"
"úradník","úradne","trvane","chamník","officially","official"
"uraziť","urážka","článka","mamziť","insult","offend"
"úspešný","spravovať","uzatvovať","hviezný","manage","succeed"
"ústava","právo","spôvo","stinva","law","constitution"
"uštipľavý","hrdina","hrmestna","strážtipľavý","hero","savior"
"ústredie","základňa","záodomňa","ústrerou","base","headquarters"
"uterák","deka","mička","utelaj","blanket","towel"
"útočník","obeť","pieť","špičník","victim","attacker"
"útok","invázia","inváhach","oook","invasion","attack"
"utorok","pondelok","pondesiel","utocať","monday","tuesday"
"utratiť","mrhať","mršom","trostiť","waste","spend"
"utrpenie","chudoba","liardoba","spadpenie","poverty","misery"
"uväznenie","trest","trght","blonnenie","penalty","imprisonment"
"úver","úver","xxer","µuer","credit","loan"
"uviesť","bod","edd","ibiesť","point","indicate"
"úžasný","impozantný","impochmúrný","žiarný","impressive","amazing"
"uzáver","okuliare","stávliare","blúver","glasses","cap"
"uzáver","otvorenie","otvorecords","blúver","opening","closure"
"uzdraviť","obnovenie","obnoveských","ukľudviť","recover","heal"
"v júli","v júni","lúčúni","mažúli","june","july"
"vajcia","hniezdo","oriendo","lutcia","nest","egg"
"vakcína","antidotum","antidoviezť","sliecína","antidote","vaccine"
"van","príves","príňov","xon","trailer","van"
"vanilka","škorica","zmierica","vavzorka","cinnamon","vanilla"
"vášeň","nadšenie","vznešenie","vázán","enthusiasm","passion"
"väzenie","bunka","lečka","väzetách","cell","prison"
"väzňa","rukojemník","rukovlastník","penňa","hostage","prisoner"
"včera","dnešok","mávšok","torra","today","yesterday"
"vchod","východ","výhoch","pdhod","exit","entrance"
"vďačnosť","pohostinnosť","pohostinských","šťasnosť","hospitality","gratitude"
"večer","v noci","v nála","vekan","night","evening"
"veda","technológia","vlastnológia","podda","technology","science"
"vedec","génius","géliam","veňuj","genius","scientist"
"vedel","rozoznať","rozoskup","venou","recognize","knew"
"veliteľ","veliteľ","velikoch","velikoch","commander","captain"
"veľkolepý","senzačný","senplodný","stroskolepý","sensational","spectacular"
"veľkorysý","súcitný","súdrobný","stroskorysý","compassionate","generous"
"veľmi","extrémne","exstupne","tormi","extremely","very"
"ventilácia","ventil","múdtil","uzdratilácia","valve","ventilation"
"venus","mars","mauč","vedač","mars","venus"
"veriaci","lojálny","lokrasny","veskonci","loyal","faithful"
"veriť","dôverovať","dôveroidoch","veným","trust","believe"
"veta","svorka","sľubka","posta","word","sentence"
"videnie","zjavenie","chvívenie","videcent","revelation","vision"
"video","dvd","tód","vijav","dvd","video"
"vidlička","lyžica","lyštetca","štetlička","spoon","fork"
"viera","nádej","nágov","brára","hope","faith"
"vinný","nevinný","nechodný","polný","innocent","guilty"
"vitamín","proteín","chesteín","vitadých","protein","vitamin"
"víťaz","porazený","porastranný","víhla","loser","winner"
"vláda","podanie","podapešť","conda","administration","government"
"vľavo","správny","strelny","úbyvo","right","left"
"vlk","medveď","kopveď","lík","bear","wolf"
"vnútri","vonku","múdku","vlajri","outside","inside"
"vôbec","nikdy","niors","vôsat","never","ever"
"vodca","člen","agen","hluca","member","leader"
"vodič","cestujúci","strietujúci","votar","passenger","driver"
"vodík","uhlík","uhvlk","volot","carbon","hydrogen"
"vodka","whisky","kvitky","penka","whiskey","vodka"
"vojenský","občiansky","obšvédsky","vobritský","civil","military"
"voľba","kampaň","kamomi","hluba","campaign","election"
"volič","kandidát","kandihens","vohar","candidate","voter"
"vôňa","chuť","chús","alaňa","taste","smell"
"votrelec","ufo","myo","votrebars","ufo","alien"
"vrah","zabijak","zabinách","vrej","killer","murderer"
"vrah","žoldnier","upadnier","vrej","mercenary","assassin"
"vražda","samovražda","samovhniezda","škanda","suicide","murder"
"vrch","kopec","kodio","vrša","hill","mountain"
"vrecko","box","rax","čierko","box","bag"
"vreckovka","handričko","hanstacko","spodkovka","cloth","handkerchief"
"vrtuľník","sanitka","saovečka","vrúvodník","ambulance","helicopter"
"všeobecne","prirodzene","priroukradne","všehľadne","naturally","generally"
"vták","motýľ","mokyv","efák","butterfly","bird"
"vtip","trik","trhé","žrip","trick","joke"
"vtipný","vtipný","vostný","adopný","witty","funny"
"vybaviť","vybavenie","vybaveských","vybastva","equipment","equip"
"výbor","komisia","komilých","výdat","commission","committee"
"vybrať","vybrať si","vyuzit si","vyhlad","choose","select"
"vybudovať","výstavba","výškraba","vybudostrel","construction","build"
"výbušný","bomba","henba","výškodný","bomb","explosive"
"východný","západ","zátér","výslušný","west","east"
"vydieranie","úplatok","uliatok","vychádzranie","bribe","blackmail"
"vyhlásenie","komentár","komencích","vystriesenie","comment","statement"
"vyhodnotenie","pozorovanie","pozorovastvách","vytriasťnotenie","observation","evaluation"
"výhonovať","nobel","novák","výhonoských","nobel","prize"
"vyhrať","zisk","nesk","vytieť","gain","win"
"výkon","šou","hiu","výňam","show","performance"
"vykonanie","visiaci","vinechci","vykonaštval","hanging","execution"
"vynikajúci","chutný","roztný","umiestnikajúci","tasty","delicious"
"vypočítať","počítať","počíkoch","vypočíských","count","calculate"
"vypočuť","počúvať","počúcich","vyponiec","listen","hear"
"vyrábať","vytvárať","vytvástvo","vyráriem","create","produce"
"výroba","továreň","továchod","ošetroba","factory","production"
"výrobok","značka","branka","výrociam","brand","product"
"vyšetrovať","preskúmať","preskúlách","vysynchrovať","examine","investigate"
"vyšetrovateľ","analytik","analychov","vytriasťrovateľ","analyst","investigator"
"vysielač","snímač","hammač","vysiedzím","sensor","transmitter"
"výška","hmotnosť","žmurnosť","kloka","weight","height"
"výsledok","výsledok","výtvardok","výsleland","result","outcome"
"vysoký","nízky","uneky","vychický","low","high"
"výsosť","majestátnosť","majestátských","výstrč","majesty","highness"
"výstava","galéria","galékých","výkrátva","gallery","exhibition"
"vystrašiť","vydesiť","vydement","vyzväčšiť","scare","frighten"
"vystúpiť","dole","dopus","vychutpiť","down","up"
"vývoja","pokrok","poarch","vývových","progress","development"
"výživný","romeo","rorón","výpružný","romeo","juliet"
"význam","význam","výstaň","výviaž","meaning","importance"
"výzva","prekážka","presledka","výdix","obstacle","challenge"
"vzadu","predný","tračný","opídu","front","rear"
"vzdelanie","zdravie","zdraram","štarlanie","health","education"
"vzrušený","hrdý","hrnul","uvoľšený","proud","excited"
"watson","štrbina","týždbina","kovson","sherlock","watson"
"zabezpečiť","bezpečný","bezvhodný","zachráňpečiť","safe","secure"
"zabiť","otrava","očisva","zahre","poison","kill"
"zachovať","zachovať","zavražvať","zavražvať","preserve","maintain"
"zadarmo","voľne","ľudne","zakrátmo","freely","free"
"zadok","zadok","zarmu","zatel","ass","butt"
"zakázať","zakázaný","zatlieszaný","zakástve","forbidden","prohibit"
"zákazník","pacient","paniels","záslušník","patient","client"
"zámer","účel","reel","zábom","purpose","intention"
"zámok","kľúče","dotče","záfer","key","lock"
"západný","južný","sopný","záslušný","southern","western"
"zapamätať si","zabudnúť","zavšimnúť","zapamätaťtchett","forget","remember"
"zápas","turnaj","vinnaj","zábák","tournament","match"
"zapôsobiť","lichotiť","liutratiť","zapôsoských","flatter","impress"
"zariadenie","čip","thp","zatknešdenie","chip","device"
"zastávka","zabrániť","zaškvrniť","zalienka","prevent","stop"
"zastreliť","strela","štvala","zachváliť","shot","shoot"
"zatvorené","uzamknutý","stihknutý","zachráňrené","locked","closed"
"zatýkať","trestať","svettať","zatýdňov","punish","arrest"
"zaujímavý","vzrušujúci","priesšujúci","striejímavý","exciting","interesting"
"zavádzať","utopiť","ročpiť","zaváriem","drown","swim"
"závod","maratón","maradoch","záľaš","marathon","race"
"zavrieť","otvorené","otvovlastné","zaišiel","open","close"
"záznam","záznam","záslal","zástaň","record","recording"
"zbierať","zbierať","skverať","značrať","collect","gather"
"zbohom","ahoj","ahms","hunhom","hello","bye"
"zbraň","pištoľ","pišžen","zbkôň","pistol","weapon"
"zdediť","dedičstvo","dedičných","suldiť","heritage","inherit"
"žena","vdova","sakva","rálna","widow","woman"
"žena","muž","idž","rálna","male","female"
"ženatý","jedinečný","jedistranný","ženaprog","single","married"
"žiarenie","kontaminácia","vychvstaminácia","ušetrenie","contamination","radiation"
"zima","leto","legál","grema","summer","winter"
"živočíšny","šelma","agóma","živoschopny","beast","animal"
"zľava","aukcia","otecia","krsva","auction","sale"
"zlepšenie","zmena","viana","exisšenie","change","improvement"
"zločin","hriech","hríbch","zloďou","sin","crime"
"žltá","červený","franvený","sľutá","red","yellow"
"zlý","dobrý","krarý","žuý","good","bad"
"zlyhanie","úspech","úspeša","žiadhanie","success","failure"
"zmätok","chaos","nados","ciatok","chaos","confusion"
"zmes","kombinácia","kombinávrhár","zmia","combination","mixture"
"zmiznutie","smrť","smmv","osobnutie","death","disappearance"
