observation,duration_demographics,time_run_demographics,time_render_demographics,time_show_demographics,time_end_demographics,time_commit_demographics,timestamp_demographics,time_switch_demographics,please_tell_us_your_gender,which_year_were_you_born,please_tell_us_your_education_level,native_language,duration_consent,time_run_consent,time_render_consent,time_show_consent,time_end_consent,time_commit_consent,timestamp_consent,time_switch_consent,url_lab,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,keep,n_trials,correct
71209,25293.6980000477,46055.9000000954,46043.703,46060.002,71353.7000000477,71354,2022-08-11T03:02:50.502Z,71358.59,female,2000,college,English,41005.2910000954,5026.60000014305,4679.067,5045.609,46050.9000000954,46055.6000001431,2022-08-11T03:02:25.204Z,46060.002,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77",Win32,en-US,en-US,Australia/Sydney,-600,1536,864,1536,698,1536,746,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.980049875311721
73927,65684,35302,35356,35424,101108,101108,2022-08-11T02:12:01.562Z,101134,female,2000,high school,English,28201,6985,7079,7129,35280,35302,2022-08-11T02:10:55.755Z,35424,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",MacIntel,en-au,en-AU,Australia/Melbourne,-600,1440,900,1363,720,1363,768,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.860349127182045
78c4e,30335.262,21042.2000002861,21023.571,21040.238,51375.5,51376,2022-08-11T03:02:25.420Z,51391.459,female,2000,college,English,16811.9510002861,4217.30000019073,4206.082,4222.749,21034.7000002861,21041.4000000954,2022-08-11T03:01:55.088Z,21040.238,1531,20.2.4,https://psa007.psysciacc.org/en4/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",MacIntel,en-US,en-GB,Australia/Melbourne,-600,1440,900,1440,687,1440,735,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.947630922693267
7a741,23623.4650000238,35989.7999999523,35975.468,35992.135,59615.6000000238,59616.1999999285,2022-08-11T03:03:52.595Z,59626.92,female,2000,college,English,32127.8719999523,3820.5,3723.259,3839.928,35967.7999999523,35989.1000000238,2022-08-11T03:03:28.967Z,35992.135,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Melbourne,-600,1440,900,725,642,725,690,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.937655860349127
83827,46528.4269994278,46186.5,46173.507,46190.173,92718.5999994278,92719.5999994278,2022-08-10T07:12:14.287Z,92721.645,female,1999,high school,English,40039.891,6096.19999980927,6075.111,6125.109,46165,46186.0999994278,2022-08-10T07:11:27.755Z,46190.173,1531,20.2.4,https://psa007.psysciacc.org/en3/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Sydney,-600,1440,900,1440,741,1440,789,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.983790523690773
85e1c,29752.5320000954,20326.4000000954,20307.782,20356.868,50109.4000000954,50109.5,2022-08-11T03:03:01.114Z,50120.908,female,2001,high school,English,14814.1390000954,5496.80000019073,5476.336,5509.761,20323.9000000954,20326.0999999046,2022-08-11T03:02:31.331Z,20356.868,1531,20.2.4,https://psa007.psysciacc.org/en4/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Win32,en-US,en-US,Australia/Sydney,-600,1920,1080,1920,889,1920,937,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,exclude,802,0.78927680798005
8c2e3,50298.282,14489,14483.885,14492.218,64790.5,64791,2022-08-10T07:11:37.724Z,64792.055,female,2001,college,English,10396.9590000954,4080.59999990463,4075.608,4083.941,14480.9000000954,14488.6999998093,2022-08-10T07:10:47.420Z,14492.218,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-US,en-GB,Australia/Sydney,-600,1512,982,1512,699,1512,747,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.965087281795511
8e254,32177,60910,60952,60995,93172,93173,2022-08-11T03:03:17.798Z,93200,female,2002,college,English,56942,3868,3879,3916,60821,60910,2022-08-11T03:02:45.534Z,60995,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",MacIntel,en-AU,en-AU,Australia/Melbourne,-600,1440,900,1440,671,1440,719,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.955112219451372
8e892,26235.378000003,29913.1000000089,29915.317,29940.322,56175.700000003,56177.799999997,2022-08-10T07:11:06.163Z,56195.63,male,2000,college,Vietnamese,25318.062000003,4562.70000000298,4560.133,4585.138,29903.200000003,29911.900000006,2022-08-10T07:10:39.897Z,29940.322,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Win32,en,en-US,Australia/Sydney,-600,1600,900,1598,781,1598,829,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,687,0.857350800582242
8f2c5,21383.271,19557,19535.397,19568.729,40952,40952.8999999762,2022-08-11T02:11:34.542Z,40962.39,female,2001,college,english,10204.1299999762,9314.5,9326.104,9342.77,19546.8999999762,19556.1999999881,2022-08-11T02:11:13.146Z,19568.729,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Melbourne,-600,1440,900,1109,655,1109,703,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.913965087281795
94574,24521.328,12025,12022.817,12039.472,36560.8,36561,2022-08-11T02:11:22.505Z,36563.987,female,2001,high school,English,5972.49199999995,6013.19999999995,4448.621,6050.208,12022.7,12024.8,2022-08-11T02:10:57.969Z,12039.472,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36",Win32,en-US,en-US,Australia/Sydney,-600,1920,1080,1920,889,1920,937,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.981296758104738
9526b,45433,12066,12091,12185,57618,57619,2022-08-11T02:12:12.330Z,57638,female,2002,college,English,7982,3825,3949,4008,11931,12066,2022-08-11T02:11:26.775Z,12185,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",MacIntel,en-au,en-AU,Australia/Melbourne,-600,1440,900,1440,772,1440,820,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.917705735660848
97877,20443.7540000089,7220.70000000298,7214.18,7230.846,27674.6000000089,27674.900000006,2022-08-11T02:10:31.789Z,27677.245,male,2000,high school,English,4700.43199999702,2503,2397.706,2514.368,7214.79999999702,7220.40000000596,2022-08-11T02:10:11.334Z,7230.846,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Melbourne,-600,1440,900,720,683,720,731,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.889027431421446
978b2,19206.801,23488.6000003815,23471.046,23504.199,42711,42711.6000003815,2022-08-10T08:07:02.576Z,42728.908,female,1994,high school,English,19996.9420001907,3389.60000038147,3396.538,3479.858,23476.8000001907,23487.1000003815,2022-08-10T08:06:43.352Z,23504.199,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Win32,en-US,en-US,Australia/Sydney,-600,1536,864,1536,706,1536,754,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.967581047381546
9afe4,20662.5150000089,28929.700000003,28916.419,28933.085,49595.6000000089,49595.900000006,2022-08-11T02:36:26.284Z,49601.769,female,1987,college,English,26687.000000003,2234.10000000894,2186.202,2236.2,28923.200000003,28929.400000006,2022-08-11T02:36:05.618Z,28933.085,1531,20.2.4,https://psa007.psysciacc.org/en3/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",MacIntel,en-US,en-GB,Australia/Sydney,-600,1792,1120,1015,841,1015,889,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.942643391521197
9bef7,14444,3975,3987,3997,18441,18442,2022-08-10T07:11:55.648Z,18466,female,1997,high school,english,3929,40,46,55,3975,3975,2022-08-10T07:11:41.181Z,3997,1531,20.2.4,https://psa007.psysciacc.org/en4/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",MacIntel,en-AU,en-AU,Australia/Sydney,-600,1440,900,1322,705,1322,753,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.935162094763092
9e7d4,27520.4950000007,12670.8999999985,12680.139,12696.805,40217.3000000007,40217.6999999993,2022-08-11T02:10:51.302Z,40229.774,female,2000,high school,English,6246.56,6373.39999999851,6380.108,6413.44,12660,12670.0999999978,2022-08-11T02:10:23.753Z,12696.805,1531,20.2.4,https://psa007.psysciacc.org/en3/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Melbourne,-600,1440,900,1440,741,1440,789,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.844139650872818
9fbae,69098.0350000358,55721.5,55708.154,55724.865,124822.900000036,124823.300000012,2022-08-12T06:10:36.389Z,124826.357,female,2000,college,English,52687.783,2995.20000004768,2984.295,3017.717,55705.5,55721.1000000238,2022-08-12T06:09:27.286Z,55724.865,1531,20.2.4,https://psa007.psysciacc.org/en3/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",MacIntel,en-US,en-GB,Australia/Melbourne,-600,1440,900,1401,658,1401,706,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,397,0.972292191435768
a1640,40262.286,74442.8999996185,74441.54,74458.214,114720.5,114721.100000381,2022-08-10T07:12:17.830Z,114722.65,male,1998,high school,English,70168.4290003815,4240.10000038147,4229.823,4263.171,74431.6000003815,74442.5,2022-08-10T07:11:37.551Z,74458.214,1531,20.2.4,https://psa007.psysciacc.org/en3/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",MacIntel,en-US,en-GB,Australia/Sydney,-600,1280,800,1280,673,1280,721,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.955112219451372
a21d5,24520.812,381722.100000024,381708.19,381758.188,406279,406279.5,2022-08-10T11:02:53.369Z,406280.927,female,1980,master,eng,379130.638,2518,2525.196,2541.862,381672.5,381720.600000024,2022-08-10T11:02:28.810Z,381758.188,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-US,en-GB,Australia/Melbourne,-600,1440,900,1399,654,1399,702,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,exclude,802,0.701995012468828
a4bba,20861,10343,10373,10431,31292,31293,2022-08-10T08:05:41.429Z,31318,male,2000,college,english,7436,2708,2823,2832,10259,10342,2022-08-10T08:05:20.477Z,10431,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",MacIntel,en-au,en-AU,Australia/Sydney,-600,1440,900,1440,692,1440,740,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.899002493765586
a8e15,36897.049,15489.3999996185,15471.441,15519.951,52417,52417.0999999046,2022-08-11T02:11:46.970Z,52425.044,male,2000,high school,English,11443.578,4024.39999961853,3092.436,4043.422,15487,15489.0999999046,2022-08-11T02:11:10.042Z,15519.951,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36",Win32,en-US,en-US,Australia/Sydney,-600,1920,1080,1920,889,1920,937,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.901496259351621
ae6a2,52665.403,14253.8999999762,14241.93,14258.597,66924,66925,2022-08-10T07:11:35.030Z,66945.446,female,2000,high school,English,11455.1249999881,2752.69999998808,2741.074,2791.075,14246.1999999881,14253.1999999881,2022-08-10T07:10:42.357Z,14258.597,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Sydney,-600,1440,900,1440,741,1440,789,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.875311720698254
b1aa8,14760,36619,36654,36692,51452,51453,2022-08-12T06:08:16.398Z,51479,female,1999,college,English,33546,2979,3006,3135,36552,36618,2022-08-12T06:08:01.564Z,36692,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",MacIntel,en-au,en-AU,Australia/Melbourne,-600,1440,900,811,772,811,820,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,602,0.938538205980066
b26d5,28810.007,38549.1000000238,38535.827,38552.493,67362.5,67363.1000000238,2022-08-11T03:02:57.307Z,67372.088,female,2000,high school,English,34552.6320000715,3965.30000007153,3913.004,3979.668,38532.3000000715,38547.8000000715,2022-08-11T03:02:28.494Z,38552.493,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Melbourne,-600,1440,900,1440,660,1440,708,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.911471321695761
b2c3e,45163.4840000179,32397.8000000119,32404.55,32421.216,77584.7000000179,77585.7000000179,2022-08-11T03:03:06.599Z,77584.924,male,1998,high school,English,27033.7850000179,5312,5297.917,5347.915,32381.7000000179,32397.2000000179,2022-08-11T03:02:21.412Z,32421.216,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Melbourne,-600,1440,900,1064,695,1064,743,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.933915211970075
b413f,22500.0330000119,72726.6999999881,72709.42,72742.767,95242.8000000119,95243.599999994,2022-08-11T02:11:38.087Z,95257.683,male,2000,college,English,71746.081,915.800000011921,918.463,968.419,72714.5,72725.099999994,2022-08-11T02:11:15.568Z,72742.767,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Win32,en-US,en-GB,Australia/Sydney,-600,1280,720,1280,577,1280,577,1.5,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.972568578553616
b43ab,61761.5959999523,121454.399999857,121449.914,121516.704,183278.299999952,183278.5,2022-08-03T01:17:37.321Z,183316.625,female,1920,doctorate,English,110984.519,10397.8999998569,10399.834,10466.481,121451,121454.099999905,2022-08-03T01:16:35.495Z,121516.704,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Win32,en-US,en-US,Australia/Sydney,-600,1920,1080,1920,889,1920,937,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,exclude,54,0.759259259259259
b5089,20477,182625,182665,182699,203176,203176,2022-08-12T06:10:39.282Z,203192,female,1999,high school,English,179173,3403,3430,3456,182603,182624,2022-08-12T06:10:18.731Z,182699,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",MacIntel,en-AU,en-AU,Australia/Melbourne,-600,1440,900,1324,696,1324,744,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,400,0.95
b5e4e,30782.5139999993,33962.5999999978,33952.52,33969.186,64751.6999999993,64752.1999999993,2022-08-10T07:12:03.059Z,64752.108,female,2001,college,english,30695.8289999985,3225.89999999851,3219.739,3253.071,33948.8999999985,33961.6999999993,2022-08-10T07:11:32.267Z,33969.186,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Sydney,-600,1440,900,1440,661,1440,709,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.895261845386534
b5ee6,23170,25902,25924,25954,49124,49125,2022-08-11T03:02:37.064Z,49160,female,2001,college,english,22106,3668,3681,3695,25787,25902,2022-08-11T03:02:13.841Z,25954,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",MacIntel,en-AU,en-AU,Australia/Melbourne,-600,1440,900,1440,772,1440,820,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.923940149625935
b908f,17738.483,6977.5,6972.851,6989.517,24728,24728.5,2022-08-10T08:05:29.868Z,24739.441,female,2000,high school,Tagalog/Filipino,3629.43699999963,3317.5,3322.997,3339.663,6969.09999999963,6976.79999999981,2022-08-10T08:05:12.116Z,6989.517,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Sydney,-600,1470,956,1470,761,1470,809,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.826683291770573
ba8d4,33919.812,67204.5,67189.105,67222.188,101142,101143.600000024,2022-08-11T03:03:18.982Z,101157.178,female,2001,college,Bengali,64343.2550000179,2754.80000001192,2749.06,2848.945,67192.2000000179,67203.400000006,2022-08-11T03:02:45.042Z,67222.188,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36 Edg/104.0.1293.47",Win32,en-GB,en-GB,Australia/Sydney,-600,1536,864,1536,698,1536,746,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.927680798004987
bd714,33338.5309999989,70923,70909.602,70926.269,104264.799999999,104265.299999999,2022-08-10T08:06:49.943Z,104260.877,female,2002,college,Assyrian,65838.9619999996,5069.90000000037,4990.303,5073.638,70912.5999999996,70922.5,2022-08-10T08:06:16.602Z,70926.269,1531,20.2.4,https://psa007.psysciacc.org/en4/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Sydney,-600,1440,900,1333,677,1333,725,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.946384039900249
be6dd,63724,6345,7236,7248,70972,70972,2022-08-10T07:12:12.953Z,71004,male,1990,high school,English,2907,3348,3392,3395,6299,6345,2022-08-10T07:11:08.324Z,7248,1531,20.2.4,https://psa007.psysciacc.org/en1/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15",MacIntel,en-AU,en-AU,Australia/Sydney,-600,1440,900,1426,737,1426,737,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.958852867830424
beae2,22280.4699999046,7425,7439.205,7455.63,29736.0999999046,29736.5,2022-08-11T03:03:32.577Z,29744.64,female,2001,high school,English,4020.00599990463,3378.79999995232,3117.975,3401.594,7421.59999990463,7423.89999985695,2022-08-11T03:03:10.264Z,7455.63,1531,20.2.4,https://psa007.psysciacc.org/en4/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36",Win32,en-US,en-US,Australia/Sydney,-600,1920,1080,1920,889,1920,937,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.864089775561097
c07e0,51311.8220000238,34027.2000000477,34016.612,34033.278,85345.1000000238,85345.6000000238,2022-08-11T02:11:34.095Z,85351.732,female,2001,college,English,27316.7680000477,6670,6683.266,6699.932,34016.7000000477,34026.8000000715,2022-08-11T02:10:42.779Z,34033.278,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Melbourne,-600,1440,900,1354,703,1354,751,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.946384039900249
c0807,34166.5140001907,152200.099999428,152186.039,152218.786,186385.300000191,186386.599999428,2022-08-10T07:14:08.755Z,186385.712,female,1999,college,english,148936.160000191,3246.80000019073,3234.455,3251.14,152187.300000191,152199.399999619,2022-08-10T07:13:34.568Z,152218.786,1531,20.2.4,https://psa007.psysciacc.org/en4/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Australia/Sydney,-600,1536,864,1536,706,1536,754,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef,exclude,802,0.791770573566085
c1f8e,24757.312,23772.7000000477,23773.022,23789.688,48547,48547.3999999762,2022-08-11T02:10:52.819Z,48554.049,other,2001,high school,English,18828.7920000238,4907.5,4909.142,4925.808,23754.6000000238,23771.5,2022-08-11T02:10:28.043Z,23789.688,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Australia/Melbourne,-600,1440,900,1440,631,1440,679,2,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.896508728179551
c5207,36900.9670000954,40900.4000000954,40892.139,40908.433,77809.4000000954,77809.6000000238,2022-08-11T02:11:37.012Z,77811.941,female,2002,college,English,36340.4620000954,4530.90000009537,3754.637,4555.438,40895.9000000954,40899.9000000954,2022-08-11T02:11:00.102Z,40908.433,1531,20.2.4,https://psa007.psysciacc.org/en2/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36",Win32,en-US,en-US,Australia/Sydney,-600,1920,1080,1920,889,1920,937,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.927680798004987
c5c38,25956.31,117562.3,117560.54,117577.19,143533.5,143533.9,2022-08-02T23:32:39.031Z,143544.445,female,1967,doctorate,Portuguese,113187.123,4352,4340.063,4373.477,117560.6,117562.1,2022-08-02T23:32:13.059Z,117577.19,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62",Win32,en-US,en-US,Australia/Sydney,-600,1920,1080,1292,833,1292,881,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,100,0.97
c6a5c,57334.1050000045,8731.60000000149,8736.528,8753.195,66087.3000000045,66087.700000003,2022-08-10T07:12:14.543Z,66090.754,female,2002,college,English,1578.10400000149,7124,7103.162,7136.496,8714.60000000149,8731.20000000298,2022-08-10T07:11:17.185Z,8753.195,1531,20.2.4,https://psa007.psysciacc.org/en/?lab=1531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",MacIntel,en-US,en-GB,Australia/Sydney,-600,1440,900,1187,666,1187,714,1,production,f5b4a49f956347addd546a832a3327688c2c0fef,keep,802,0.865336658354115
