"target_word","avgRT_unrelated","avgRT_related","avgZ_RT_unrelated","avgZ_RT_related","samplesize_unrelated","samplesize_related","seRT_unrelated","seRT_related","seZ_RT_unrelated","seZ_RT_related","avgRT_prime","avgZ_prime"
"crazy",375.372500008205,402.294333325389,-1.09238534558688,-1.03609497016903,2,3,23.498499996262,23.1609319136063,0.0112732257818586,0.0751879298190419,-26.9218333171837,-0.0562903754178503
"creativity",762.817999952327,445.645999999484,0.265261138644223,-0.373153066974774,1,1,NA,NA,NA,NA,317.171999952843,0.638414205618996
"creature",489.376999999993,NA,-0.524898029887694,NA,1,NA,NA,NA,NA,NA,NA,NA
"creepy",1250.1399999999,529.629999995581,1.09424563880795,-0.711587993650766,1,1,NA,NA,NA,NA,720.510000004319,1.80583363245872
"crime",NA,445.85900000896,NA,-0.776935330506818,NA,2,NA,6.85900000896049,NA,0.0608984820975251,NA,NA
"criminal",424.150000000023,518.759750006051,-0.99242246238216,-0.421840372094341,1,4,NA,54.8394533323528,NA,0.242410917824121,-94.609750006028,-0.570582090287819
"crisis",NA,580.862333349263,NA,-0.624179764075086,NA,3,NA,85.373615847466,NA,0.214508184605505,NA,NA
"cruel",NA,520.065999999628,NA,-0.571292397667705,NA,4,NA,59.289691502704,NA,0.118124380354608,NA,NA
"cruelty",574.021999999998,NA,-0.514341496507732,NA,2,NA,96.7780000000495,NA,0.120246958951751,NA,NA,NA
"cut",593.414156262951,550.161000023829,-0.199194236266987,-0.397309128120181,64,2,22.3630705296759,44.201000023866,0.0796147988215774,0.420263841223727,43.2531562391216,0.198114891853194
"cute",NA,431.612749989937,NA,-0.897225208870948,NA,4,NA,66.5629815025755,NA,0.197182628524365,NA,NA
"cynical",534.074000000081,593.922750000027,-0.59752297746662,-0.255814393636396,1,4,NA,49.581932805998,NA,0.281173059789512,-59.848749999946,-0.341708583830224
"dad",NA,461.501499999547,NA,-0.395560495228496,NA,2,NA,75.5014999995475,NA,0.732110213525586,NA,NA
"dance",471.549285712205,NA,-0.700883130936505,NA,63,NA,15.1154406393329,NA,0.0503158553567105,NA,NA,NA
"danger",436.778999994043,701.023000000161,-0.968645454195604,0.595535000664592,1,1,NA,NA,NA,NA,-264.244000006118,-1.5641804548602
"dangerous",457.477333334333,473.023666665045,-0.862562775516663,-0.791668751555351,3,6,25.535174134139,29.5107197737111,0.10061362821887,0.0440898647134336,-15.5463333307123,-0.0708940239613116
"dark",586.097826075958,NA,-0.218621247386789,NA,69,NA,19.9837111563096,NA,0.086336020131005,NA,NA,NA
"dawn",611.022499998529,376.465999999433,-0.237861758895027,-0.910574815558382,8,1,56.8770977431297,NA,0.208636405808938,NA,234.556499999097,0.672713056663355
"dead",539.741124949331,488.236599992251,-0.510587726474799,-0.777256586229138,8,5,29.3959028203965,53.2366730877745,0.123397764969735,0.224354416963165,51.5045249570801,0.266668859754339
"deaf",551.862500000076,538.738000002069,-0.0448963622806595,-0.667077880230372,2,3,16.981499999907,31.9319761541257,0.364961418104254,0.0599391747803606,13.1244999980073,0.622181517949712
"decade",444.902000003029,739.840000000026,-0.827806063718815,-0.216728904635483,2,1,39.4980000029315,NA,0.208161448964686,NA,-294.937999996997,-0.611077159083332
"december",NA,526.521999870854,NA,-0.567217640147894,NA,3,NA,52.876446115482,NA,0.227831253084399,NA,NA
"deck",504.718499998446,510.409101447525,-0.389712459552277,-0.52948834821937,2,69,36.5674999986075,16.3780289633495,0.191388482662144,0.0674761511826743,-5.69060144907985,0.139775888667093
"defeat",606.253000000142,731.392285713697,-0.108576898782619,0.184501558346655,1,7,NA,63.2772561297151,NA,0.272138724763656,-125.139285713555,-0.293078457129275
"defend",NA,486.314249999625,NA,-0.725050718295174,NA,4,NA,28.7495374002951,NA,0.154698151882635,NA,NA
"definition",NA,537.517999979143,NA,-0.394219319400682,NA,2,NA,55.9709999731855,NA,0.339985453993534,NA,NA
"delicious",NA,432.774999809219,NA,-0.79628594680418,NA,1,NA,NA,NA,NA,NA,NA
"democracy",572.765421880269,549.922999994053,-0.280800314864759,-0.673875151952175,64,3,14.5532178540748,113.339974018826,0.0496532625359375,0.187443987879019,22.842421886216,0.393074837087417
"demonstration",640.157857083682,NA,-0.396442641070104,NA,7,NA,88.4201602248067,NA,0.252147011637374,NA,NA,NA
"departure",606.34600000002,496.421999999438,-0.353072655634726,0.0212980273593765,3,1,57.2965251651377,NA,0.297461688677433,NA,109.924000000582,-0.374370682994103
"depression",506.366999999969,NA,-0.528691852877067,NA,1,NA,NA,NA,NA,NA,NA,NA
"description",NA,660.000000000233,NA,-0.746953773790717,NA,1,NA,NA,NA,NA,NA,NA
"destiny",NA,512.496666632651,NA,-0.537610260791476,NA,6,NA,56.2774392106351,NA,0.310179682449338,NA,NA
"detective",NA,603.022846150488,NA,-0.186491472905749,NA,65,NA,16.973675113614,NA,0.060433854258617,NA,NA
"determination",NA,652.997999994084,NA,-0.165108305897449,NA,2,NA,85.002000005916,NA,0.380617031929596,NA,NA
"development",672.195000001482,771.396999994045,0.207728962584606,0.41632597442724,3,1,98.2221530950341,NA,0.396539498538718,NA,-99.2019999925634,-0.208597011842634
"device",590.327999999397,538.753750000003,-0.595104305748521,-0.515342854469659,1,4,NA,61.5697894457683,NA,0.216387295261802,51.5742499993935,-0.0797614512788617
"devil",470.01399997711,NA,-0.878676245186721,NA,3,NA,54.5632191701069,NA,0.148748727311822,NA,NA,NA
"devotion",562.64999999979,NA,0.53578729543336,NA,1,NA,NA,NA,NA,NA,NA,NA
"different",549.454142866307,777.559999999998,-0.35821613098052,-0.11982520136552,7,1,50.6033102629301,NA,0.225490571272011,NA,-228.105857133691,-0.238390929614999
"dignity",631.094374995344,474.797999999835,-0.31542914617824,-0.146687053460948,8,1,60.8250610914145,NA,0.155916193434582,NA,156.296374995509,-0.168742092717292
"directly",481.029999976163,NA,-0.686998401752458,NA,1,NA,NA,NA,NA,NA,NA,NA
"director",452.038000005996,482.819000000192,-0.668223200828933,-0.084376272229699,1,1,NA,NA,NA,NA,-30.780999994196,-0.583846928599234
"disappearance",675.9035,683.777999904589,0.0244572500017514,0.116407283566124,4,1,54.3999025818811,NA,0.319009470184361,NA,-7.87449990458856,-0.0919500335643726
"disappointment",556.891500022349,537.317666635868,-0.29408633436054,-0.368974570473541,2,3,11.6205000253105,54.486024685283,0.0993162756089355,0.242238712663904,19.5738333864814,0.0748882361130008
"discussion",541.921928586549,471.690666567321,-0.414797055342327,-0.736784920485727,56,3,20.5537884289615,25.4932401913662,0.0805063333071701,0.0410714906080525,70.2312620192283,0.321987865143399
"disease",457.372999999264,498.697000000102,-0.757636448992305,-0.907684838604897,2,1,41.5050000007615,NA,0.049997702556786,NA,-41.3240000008375,0.150048389612593
"disgusting",602.938000000024,NA,-0.133206327364978,NA,1,NA,NA,NA,NA,NA,NA,NA
"dismissal",NA,582.703000000329,NA,-0.283546142550129,NA,1,NA,NA,NA,NA,NA,NA
"dispute",1151.80749999406,NA,1.46345915638864,NA,2,NA,189.80749999406,NA,0.393199880947074,NA,NA,NA
"district",544.909749907616,1162,-0.41838949667079,0.481757094613321,4,1,106.108876169146,NA,0.451807575941241,NA,-617.090250092384,-0.90014659128411
"disturb",NA,476.483999999997,NA,-0.821406945291156,NA,1,NA,NA,NA,NA,NA,NA
"divine",NA,487.546999999482,NA,-0.517317604925987,NA,2,NA,10.442999999577,NA,0.550796570440536,NA,NA
"division",550.452250000729,500.959999999963,-0.676310206913596,-0.830418104984157,4,1,30.3786884244176,NA,0.106625707006484,NA,49.4922500007665,0.154107898070561
"do",542.288666666621,NA,-0.424343726638411,NA,3,NA,13.6044587952247,NA,0.100423550316427,NA,NA,NA
"doctor",NA,649.412600002392,NA,0.0986378574128603,NA,5,NA,120.733314702045,NA,0.502198962420129,NA,NA
"document",NA,518.832499976153,NA,-0.938279998686052,NA,2,NA,111.167500023846,NA,0.117897288535924,NA,NA
"dollar",NA,501.927369227575,NA,-0.577545244981848,NA,65,NA,14.8572053059576,NA,0.046566546569759,NA,NA
"donation",619.123999969199,569.427857144137,-0.250088250742396,-0.456048763655109,3,7,74.4018677865981,30.0237110284015,0.270876955342495,0.158840992819376,49.6961428250623,0.205960512912713
"door",NA,393.290999904624,NA,-1.02086312999785,NA,1,NA,NA,NA,NA,NA,NA
"draw",494.79777777713,493.655999999086,-0.653839896910534,-0.000189520440136886,9,1,14.2212853560569,NA,0.0535213017660293,NA,1.14177777804434,-0.653650376470397
"dream",529.770499999984,NA,-0.621704237886575,NA,2,NA,72.849500000011,NA,0.0524534307400332,NA,NA,NA
"dress",549.636000001997,476.946600002411,-0.293351701609429,-0.734063895655793,3,5,125.314701011626,15.2181958721519,0.652129258215964,0.0703859540396902,72.6893999995858,0.440712194046364
"driver",NA,583.250000005937,NA,-0.279725122531601,NA,1,NA,NA,NA,NA,NA,NA
"drug",549.797312516096,532,-0.363839852332939,-0.570556511371158,64,1,20.7263472607836,NA,0.071926373939584,NA,17.797312516096,0.206716659038219
"drunk",488.300571420488,NA,-0.779320243597742,NA,7,NA,40.2639971919909,NA,0.0884992646294068,NA,NA,NA
"duck",583.382249996881,476.572157904143,-0.444735443595864,-0.701739702648093,4,57,155.177292372191,15.7281996898116,0.476008690129621,0.0592068304816502,106.810092092738,0.25700425905223
"dust",NA,537.721650776623,NA,-0.436556555772408,NA,63,NA,20.4317894664131,NA,0.068523522673219,NA,NA
"dusty",459.450000023819,509.903999998467,-0.756853512948817,-0.697475174314617,1,1,NA,NA,NA,NA,-50.453999974648,-0.0593783386341993
"duty",595.046333333943,460.440749988076,-0.29631678776486,-0.756130391609494,3,4,116.373458159896,60.6064140770125,0.438483418261465,0.276699433690051,134.605583345867,0.459813603844634
"dynamite",NA,497.877500000002,NA,-0.51211465774848,NA,2,NA,40.8775000000025,NA,0.149913140935072,NA,NA
"ear",489.514999988082,577.028045433694,-0.94611286431254,-0.273259928057982,2,66,43.4850000119185,18.1827215094159,0.111690073397841,0.0723575375113898,-87.5130454456128,-0.672852936254558
"early",529.492499974673,473.335545437394,-0.469206046287101,-0.69546678771668,2,66,56.370500022371,15.767696502066,0.262287700165003,0.0537017657117818,56.1569545372793,0.226260741429579
"east",547.133599980338,NA,-0.628534617476081,NA,5,NA,52.7289069663862,NA,0.0870448337312909,NA,NA,NA
"easy",559.630999999993,579.556333319439,-0.460614219678357,-0.542617807024629,2,3,30.0969999984955,133.433672196142,0.0591513040976385,0.456597418421703,-19.9253333194458,0.0820035873462723
"eat",NA,462.650999999954,NA,-0.790410128700955,NA,1,NA,NA,NA,NA,NA,NA
"education",501.373999999807,NA,-0.772360901300521,NA,1,NA,NA,NA,NA,NA,NA,NA
"effect",567.745666599114,663,-0.350377614706883,-0.739610880155403,3,1,84.6472865580953,NA,0.362351948759372,NA,-95.2543334008857,0.38923326544852
"effective",532.806999999991,548.345000003013,-0.516094929208041,-0.372792268571389,3,4,76.3185285728238,31.6869956265803,0.337205074034237,0.133556151884796,-15.5380000030221,-0.143302660636652
"egg",406.352000006009,599.000000000029,-0.823373716776796,-0.89625927772086,1,1,NA,NA,NA,NA,-192.64799999402,0.0728855609440638
"election",1208.00000000006,524.944499998499,2.00895853952535,-0.752300676348722,1,2,NA,82.59550000148,NA,0.195689482672144,683.055500001561,2.76125921587407
"electricity",521.487499809242,714.212000005471,-0.538192089591413,0.13851281169839,2,3,44.512500190758,76.2919835729317,0.0973745008984712,0.311450841985971,-192.724500196229,-0.676704901289804
"elegant",572.809000017936,550.173999976134,-0.258082611514981,-0.232457451437098,1,1,NA,NA,NA,NA,22.635000041802,-0.0256251600778834
"emergency",500.228145171145,519.249799997313,-0.604161283904694,-0.590404018857983,62,5,14.699874550628,80.6100745793443,0.0525532162315477,0.273153368498481,-19.0216548261682,-0.0137572650467112
"emotional",470.7467499958,492.011333331272,-0.754664542747546,-0.68528098237813,4,3,57.0515809359361,16.5074056234304,0.112250781767898,0.110462272853494,-21.2645833354714,-0.0693835603694163
"emperor",616.47649999478,516.584499952296,-0.114887213707723,-0.476915333703504,4,2,51.4795509676194,33.700500047678,0.265265941629085,0.232122864461035,99.8920000424843,0.362028119995782
"empire",477.350999999238,NA,-0.898669521339687,NA,2,NA,77.309000000736,NA,0.206208173131828,NA,NA,NA
"energy",506.580749997374,556.94680596279,-0.400407031763133,-0.339229231781246,4,67,29.4582519690726,21.2744925834307,0.300123213672337,0.0769331167427122,-50.3660559654157,-0.0611777999818869
"engine",455.062749963458,530.697312499993,-0.77844379517048,-0.494343366144018,4,64,18.9082651670957,18.74975216476,0.0765354134925905,0.0621142795971775,-75.6345625365356,-0.284100429026462
"entrance",496.698000000751,NA,-0.702637297538327,NA,6,NA,26.9370759898432,NA,0.0648270079446658,NA,NA,NA
"entrepreneur",NA,832.003399992525,NA,0.498446189097211,NA,5,NA,93.5467796584869,NA,0.22886243260734,NA,NA
"epidemic",577.382999994035,551.556999976165,-0.447242021305656,-0.596774752037578,1,1,NA,NA,NA,NA,25.82600001787,0.149532730731922
"equip",934.554999988175,447.087999999465,0.804792122701196,-0.361950954204511,2,1,72.4450000120545,NA,0.437180432756531,NA,487.46699998871,1.16674307690571
"erection",640.210999994015,617.478000000119,-0.0291841508878858,-0.0251786074322222,1,1,NA,NA,NA,NA,22.732999993896,-0.00400554345566363
"escape",499.969000002253,525.350000002625,-0.567192488759812,-0.463769710202919,2,4,29.969000002253,40.5212255739536,0.0492323176313836,0.123824630735912,-25.381000000372,-0.103422778556893
"evaluation",NA,610.186999999976,NA,-0.159351895069483,NA,1,NA,NA,NA,NA,NA,NA
"event",366.928000017884,423.996000000043,-0.957258362814705,-1.01604880032732,1,1,NA,NA,NA,NA,-57.067999982159,0.0587904375126181
"eventually",584.87319999598,498.619999999995,-0.211270813031774,-0.836429628463711,5,1,69.8222339836755,NA,0.321581117842343,NA,86.2531999959848,0.625158815431937
"ever",584.371999996064,443.818999999738,-0.189849826377144,-0.74013210798265,6,5,79.0223498195758,33.3416599378034,0.267553793011621,0.284566109689305,140.552999996326,0.550282281605505
"exaggerate",630,635.300000001987,0.0591890619342185,-0.250868618521293,2,3,40,69.2298021297223,0.252210507187265,0.346615646499099,-5.30000000198697,0.310057680455511
"excited",574.153750005979,560.030636354877,-0.27151369657149,-0.356686861961075,4,66,99.8182530336282,20.634703348712,0.527782452567275,0.0682689225510091,14.1231136511013,0.0851731653895849
"excuse",518.64766666817,502.087000000116,-0.662466268647582,-0.882498183132328,3,1,20.8830558436059,NA,0.119092756487676,NA,16.5606666680544,0.220031914484746
"execution",656.386250000003,412.560000000056,0.0482275997599241,-1.05752010310351,8,1,72.2785502660475,NA,0.1952463303099,NA,243.826249999947,1.10574770286344
"exercise",479.053000000014,NA,-0.576479752345709,NA,1,NA,NA,NA,NA,NA,NA,NA
"exhibition",NA,496.781666664678,NA,-0.737059360371169,NA,3,NA,37.7037030547001,NA,0.0247749164411087,NA,NA
"expect",654.621800003597,NA,0.145150459606193,NA,5,NA,108.863862293182,NA,0.521548356877355,NA,NA,NA
"explode",731.100000000006,679.42693749928,-0.239182201734689,-0.109731384924697,1,16,NA,90.0940341578874,NA,0.238620751239091,51.6730625007258,-0.129450816809991
"explosion",609.063833259325,510.776333339338,-0.212306778456246,-0.573034956330275,6,3,36.4332306099166,29.8400881883992,0.120137307094122,0.154584945072275,98.2874999199872,0.360728177874029
"explosive",507.441666654777,560.413724152967,-0.634490980630427,-0.320853293535224,3,58,69.7197349475876,20.4084059395789,0.118875218198653,0.071988412313237,-52.9720574981905,-0.313637687095203
"express",547.805999997654,502.985000000132,-0.327697845117736,-0.908107798082623,2,2,97.343999997829,23.6949999998615,0.0080423403687451,0.143765070831982,44.8209999975224,0.580409952964887
"external",NA,441.838999994041,NA,-0.949881397906863,NA,1,NA,NA,NA,NA,NA,NA
"failure",NA,635.928500005954,NA,0.0154733621363512,NA,4,NA,79.3358187519677,NA,0.375129395920779,NA,NA
"faith",613.000000000058,470.682499999995,-0.261472607343423,-0.856950459300956,1,2,NA,56.894500000053,NA,0.163835122183801,142.317500000063,0.595477851957533
"false",NA,472.817000047653,NA,-0.67959058174638,NA,1,NA,NA,NA,NA,NA,NA
"family",404.665000000037,NA,-0.981276367589795,NA,1,NA,NA,NA,NA,NA,NA,NA
"famous",438.959999995539,454.680803574534,-0.960557626765993,-0.773437074659975,1,56,NA,22.1874683202763,NA,0.0713403427827782,-15.7208035789954,-0.187120552106018
"fantastic",550.515174567984,557.616000000329,-0.377334518983055,-0.599215897364832,63,2,19.4842147132309,1.84199999977153,0.0717296471235571,0.142966567067445,-7.100825432345,0.221881378381777
"fantasy",457.284999993475,480.49228571643,-0.882894681955291,-0.64484365038017,6,7,36.3384239410216,23.8433098732972,0.107125102223939,0.138424620982084,-23.2072857229558,-0.238051031575121
"fatal",NA,558.174749952304,NA,-0.260999598005369,NA,4,NA,53.0726655300124,NA,0.291924788692917,NA,NA
"father",481.452903234084,NA,-0.706567793157156,NA,62,NA,23.3901205732861,NA,0.0752591154476132,NA,NA,NA
"fax",NA,715.576333239965,NA,0.0982574787661025,NA,3,NA,172.12683980855,NA,0.442623012043404,NA,NA
"fear",732.887666664706,507.075000000109,-0.222817715956537,-0.558346764573775,3,3,306.123407507469,31.8597414458491,0.786489717379353,0.0948920493602593,225.812666664597,0.335529048617238
"federation",628.621333301426,626.649999994086,-0.0564943016383577,-0.363582121133786,3,1,98.8834438572928,NA,0.183942604822425,NA,1.97133330734039,0.307087819495428
"feeling",540.734000003431,NA,-0.854238439482777,NA,2,NA,1.90700000245101,NA,0.0399215317086215,NA,NA,NA
"female",505.753499988088,473.616499976167,-0.720048190928079,-0.822636259284131,2,2,42.753499988088,15.0464999761605,0.113802016466516,0.178585880294329,32.1370000119205,0.102588068356053
"fence",877.064000002982,599.689999991097,1.32725690966334,-0.3757647454434,1,2,NA,11.3100000089035,NA,0.106660436765742,277.374000011885,1.70302165510674
"festival",NA,543.685749991826,NA,-0.561646967617393,NA,4,NA,39.13383902722,NA,0.185305190060093,NA,NA
"fever",NA,591.739999999991,NA,-0.597201822299733,NA,1,NA,NA,NA,NA,NA,NA
"fight",620.295000023849,404.013749997714,0.172850694958694,-1.04682374512934,1,4,NA,39.6847514439592,NA,0.117835546598692,216.281250026135,1.21967444008803
"filthy",555.198799946357,480.699999999953,-0.392936038789574,-0.882466594598469,5,1,25.3607099910436,NA,0.1290519130196,NA,74.498799946404,0.489530555808896
"financial",NA,650.173749976907,NA,-0.10868944966802,NA,4,NA,137.532153615389,NA,0.468164795216844,NA,NA
"financing",NA,539.32799999998,NA,-0.512587063788678,NA,1,NA,NA,NA,NA,NA,NA
"find",446.789000005985,563.344999988097,-0.800221516732027,-0.549358678734879,2,2,77.835000000021,12.3449999880975,0.403201440771685,0.464386897160198,-116.555999982112,-0.250862837997147
"fingerprint",610.834000000032,443.011000000173,-0.126193522670727,-0.393622947101204,2,1,74.777000000002,NA,0.251188626367809,NA,167.822999999859,0.267429424430478
"finish",546.050000000745,NA,-0.159426595488699,NA,2,NA,71.049999999232,NA,0.202646024149,NA,NA,NA
"fish",509.665333331407,444.512333349034,-0.582425822013872,-0.772321165343471,3,3,85.2900087663317,39.1263934927071,0.186119844158616,0.180742210458433,65.1529999823737,0.189895343329598
"fishing",487.420807021311,NA,-0.641897469002716,NA,57,NA,13.9827096878339,NA,0.0504970646646364,NA,NA,NA
"fleet",635.365000004473,455.981666678602,-0.0468391014305044,-0.742516738310934,1,3,NA,48.4275883539308,NA,0.125056255429725,179.383333325871,0.69567763688043
"flight",561,606.277666672579,-0.236780052776665,-0.391590798425589,3,3,45.0148123769647,112.702065011814,0.165199803713483,0.202718605229193,-45.2776666725794,0.154810745648923
"flour",776.468499999958,563.392999987079,0.710979328348701,-0.331155050019547,2,3,329.365500000072,101.128174279603,1.59910381991323,0.55599732505897,213.075500012879,1.04213437836825
"flower",494.315999994025,NA,-0.755280334297299,NA,1,NA,NA,NA,NA,NA,NA,NA
"fluid",676.971999996506,517.161399999063,0.161275591317761,-0.669703079880801,5,5,91.2618230697379,23.6098562849095,0.268701259781703,0.198486857201809,159.810599997443,0.830978671198563
"fly",635.234499997328,481.374499999976,0.287660875795278,-0.757394045895232,2,2,109.378499996718,24.6255000000235,0.03770613047654,0.08762541718191,153.859999997352,1.04505492169051
"fog",614.231000000611,538.539000000106,-0.493361838094574,-0.597078832062658,1,2,NA,2.36500000010705,NA,0.0029789986286024,75.692000000505,0.103716993968084
"football",459.538999937334,425.645499999984,-0.621814013258459,-1.09465959234157,6,2,28.5306754125868,27.943499999936,0.121858324072346,0.148163787577944,33.89349993735,0.472845579083115
"force",512.0553333334,NA,-0.990319914567923,NA,3,NA,50.4774350422729,NA,0.0943077197814002,NA,NA,NA
"forest",602.180500000002,623,-0.454851891964459,-0.837516128633858,2,2,26.819500000027,20,0.36797844939756,0.0489526242392274,-20.819499999998,0.382664236669399
"forever",530.714250002777,383.191000001388,-0.491498714847011,-1.14716220772233,8,2,46.9758021271264,24.9759999985105,0.233166024083577,0.105596936961917,147.523250001388,0.655663492875318
"fork",551.813399985101,537.719000000099,-0.442987513256891,-0.444592740643335,5,2,26.7546206260486,11.0070000000415,0.0946936385544743,0.0913920429075902,14.0943999850014,0.00160522738644409
"four",410.985999904689,458.944333317457,-0.875514771566624,-1.00555692836734,1,3,NA,38.7055262973424,NA,0.0312790152678832,-47.9583334127677,0.130042156800719
"fourth",601.699000000081,459.487333333275,-0.142411715603606,-0.864913486846947,1,3,NA,48.2007081435291,NA,0.091099967530858,142.211666666806,0.722501771243341
"fraud",NA,698.010799999372,NA,0.129373485218667,NA,5,NA,70.4520355575047,NA,0.342118346767576,NA,NA
"free",532.381714279497,451.859499998507,-0.493413010867227,-0.929878219162542,7,2,65.1676353112705,0.900500001501996,0.312007676681834,0.161954145934821,80.5222142809903,0.436465208295314
"freeze",520.735249991954,NA,-0.528970147269103,NA,64,NA,18.8833462358439,NA,0.0610783997695489,NA,NA,NA
"french",782.660000000003,616,-0.106723163012454,-0.854649547117588,1,1,NA,NA,NA,NA,166.660000000003,0.747926384105134
"friend",375.402999993996,513.5,-0.928477103370843,-0.45487832318869,1,4,NA,75.1537313334031,NA,0.381275925052373,-138.097000006004,-0.473598780182153
"friendly",497.603000000899,NA,-0.600599861241413,NA,5,NA,68.4682415896414,NA,0.298923062773792,NA,NA,NA
"friendship",625.119999999995,436.540000000037,-0.511447696765424,-0.847982169860333,1,1,NA,NA,NA,NA,188.579999999958,0.336534473094909
"frighten",723.242000000057,660.288000000292,0.0666072391670205,0.292886501942589,2,1,81.2420000000565,NA,0.857618374773613,NA,62.9539999997646,-0.226279262775569
"fruit",537.130000000004,482.348250007722,-0.769200778858718,-0.638322829608553,2,4,54.8699999999955,48.8097770427868,0.144191917345943,0.217106392111409,54.7817499922822,-0.130877949250165
"fuel",573.266800002681,465.081166606067,-0.328407831403571,-0.664137647409673,5,6,49.2647872681681,33.2157421085351,0.230104028804201,0.11206838014337,108.185633396615,0.335729816006102
"fugitive",618.558000000078,544.481999997748,-0.0668958336312735,-0.677010826852601,2,2,5.44199999992247,12.859999996261,0.00930891021970428,0.0278187741370864,74.0760000023295,0.610114993221327
"full",374.419000001391,486.735999996175,-1.21292709269351,-0.714544104054173,1,7,NA,39.6284818781558,NA,0.122826209349461,-112.316999994784,-0.498382988639336
"functional",535.913555545131,496.012800003588,-0.639866950868332,-0.605059544936809,9,5,34.6090058832395,13.6308122969111,0.126241620412256,0.0436920052681552,39.9007555415428,-0.0348074059315233
"funding",556.96308620636,379.863000002981,-0.355753418451121,-0.943188163363932,58,2,26.1837587813439,4.29699999705198,0.0890487975766446,0.16332933951883,177.100086203379,0.587434744912811
"funeral",NA,534.354000005987,NA,-0.388676515394302,NA,1,NA,NA,NA,NA,NA,NA
"funny",475.066000007947,506.195999995514,-0.778445211378245,-0.711225593439932,3,1,64.5121979807638,NA,0.316533243240986,NA,-31.1299999875673,-0.0672196179383132
"galaxy",491.580000000075,541.806000000186,-0.854515579444975,-0.587398251358692,1,1,NA,NA,NA,NA,-50.226000000111,-0.267117328086284
"garage",562.401660385206,NA,-0.341099037937287,NA,53,NA,26.8400580176966,NA,0.0985095319884806,NA,NA,NA
"garbage",NA,458.461999999825,NA,-0.273592541822624,NA,1,NA,NA,NA,NA,NA,NA
"gather",540.78837313349,515.748000023887,-0.451771749728131,-0.431444034899573,67,1,19.600358643281,NA,0.0663368252428474,NA,25.040373109603,-0.0203277148285581
"gay",496.817857118573,NA,-0.573458796831043,NA,7,NA,46.9365790783019,NA,0.235819183833126,NA,NA,NA
"generally",514.261999988099,450.476000011928,-0.518247829074757,-0.840031388294403,2,2,23.436999988058,7.50900001192349,8.90557420163418e-06,0.0233674309795378,63.7859999761715,0.321783559219647
"generous",647.189000001447,NA,-0.288909360694628,NA,4,NA,158.39373973593,NA,0.264952506048881,NA,NA,NA
"gentle",664.282999997027,669.456500002998,-0.124989750248651,-0.282994516216828,1,2,NA,92.456500002998,NA,0.667112648167253,-5.17350000597094,0.158004765968177
"gift",496.495490900875,368.715249996429,-0.585185546018291,-1.19487130720385,55,4,19.816285638875,38.360399132054,0.0788024904104015,0.139138577920758,127.780240904446,0.609685761185557
"girls",NA,477.261142857398,NA,-0.886015673774627,NA,7,NA,15.3874235728755,NA,0.0546386729707768,NA,NA
"give",546.387999999977,703.719999999972,-0.444450144338331,-0.309522164500777,1,1,NA,NA,NA,NA,-157.331999999995,-0.134927979837554
"global",NA,546.100500001485,NA,-0.404164434059898,NA,4,NA,37.9268651533471,NA,0.191777674125353,NA,NA
"glory",851.080000000002,NA,0.0690496730887035,NA,1,NA,NA,NA,NA,NA,NA,NA
"go",479.508929820852,NA,-0.637296050615617,NA,57,NA,14.4919079645818,NA,0.0647965861429499,NA,NA,NA
"gorilla",448.959999999963,413.17599999404,-0.964007515642741,-0.740035850352036,1,1,NA,NA,NA,NA,35.784000005923,-0.223971665290705
"government",996.330000004188,NA,1.40326073244574,NA,3,NA,249.255053203061,NA,0.686091566873734,NA,NA,NA
"graduate",583.075999994064,456.541999618523,0.205265415463016,-0.709864749352667,1,1,NA,NA,NA,NA,126.534000375541,0.915130164815683
"gram",390.979999999981,NA,-1.11295970852702,NA,1,NA,NA,NA,NA,NA,NA,NA
"grandmother",NA,654,NA,-0.105022729996385,NA,1,NA,NA,NA,NA,NA,NA
"gratitude",NA,974.662000000011,NA,1.10661774050606,NA,1,NA,NA,NA,NA,NA,NA
"great",565.105999998515,NA,-0.591226177710313,NA,1,NA,NA,NA,NA,NA,NA,NA
"greek",832.625666690486,526.964833333337,0.390792969518201,-0.50737279904286,3,6,193.081377498892,27.3011520519009,0.374464708311988,0.155453844441756,305.660833357149,0.898165768561061
"greet",606.881285713436,392.300000000512,-0.222068754811262,-0.787569091828309,7,1,112.882471010966,NA,0.415490375509442,NA,214.581285712924,0.565500337017047
"group",1055.16,521.617500002845,0.395999927795659,-0.897966952020327,2,2,177.839999999996,14.817499996978,0.259538982866919,0.0734685614727296,533.542499997159,1.29396687981599
"guilty",502.263999856514,NA,-0.443954455314124,NA,2,NA,99.455999857426,NA,0.261983706572769,NA,NA,NA
"gun",698.960999988078,387.366999982158,0.136241448373354,-1.1066478168713,2,1,173.102000011888,NA,0.50924263953015,NA,311.59400000592,1.24288926524466
"hallucination",751.244000001985,749.861000000004,0.232090012994567,0.192360132979498,3,1,106.083289419224,NA,0.395355882761026,NA,1.38300000198103,0.0397298800150684
"hamburger",549.101499988057,528.007499988133,-0.798312579486139,-0.634245009217292,2,2,101.898500011943,18.0074999880165,0.0293301247871992,0.0202602168275621,21.0939999999244,-0.164067570268847
