"hu_cue","hu_target","hu_fake_target","hu_fake_cue","en_cue","en_target"
"kutya","macska","manika","kudta","dog","cat"
"lámpa","gyertya","gyercea","láila","lamp","candle"
"lánc","kötél","hatél","lálo","chain","rope"
"lány","fiú","orú","lálk","girl","boy"
"lánya","fiú","orú","lásza","daughter","son"
"lasagna","spagetti","spagukti","lasazra","lasagna","spaghetti"
"lassan","gyorsan","gyzásan","ressan","slowly","quickly"
"lassú","gyors","gybás","laamú","slow","fast"
"lát","találkozik","talányozik","gét","see","meet"
"le-","fel","zél","tö","down","up"
"legénység","hajó","haks","legényemg","crew","ship"
"légió","hadsereg","hagvereg","lénzó","legion","army"
"lehetetlen","könnyen","könntan","leheteneen","impossible","easy"
"lehetővé teszi","enged","ennéd","lehetővégmeszi","allow","let"
"lehetséges","tehetség","tehetsök","lehetségét","potential","talent"
"leír","expressz","qupressz","letű","describe","express"
"lélek","szellem","szelzom","melek","soul","spirit"
"lelkesedés","szenvedély","szenvedége","lelküledés","enthusiasm","passion"
"lemondás","elbocsátás","elfucsátás","lemondrt","resignation","dismissal"
"leszállás","repülési","repüzási","leszálnis","landing","flight"
"leszbikus","meleg","léleg","leszbiggs","lesbian","gay"
"levegő","oxigén","oxigzt","levejj","air","oxygen"
"levél","fax","aux","lerál","mail","fax"
"leves","saláta","sacsta","leiós","soup","salad"
"liba","kacsa","kakta","nyba","goose","duck"
"liga","csapat","cslgat","kuga","league","team"
"limonádé","szóda","szeza","limonáéi","lemonade","soda"
"lop","rabol","rayul","amp","steal","rob"
"lopás","rablás","rablrt","gapás","theft","robbery"
"lord","hölgy","hözzy","loty","lord","lady"
"lovasság","tüzérségi","tüjerségi","lomisság","cavalry","artillery"
"lövés","lő","éd","lölős","shot","shoot"
"ma","tegnap","tekrap","zt","today","yesterday"
"maffia","kartell","kartnal","maffet","mafia","cartel"
"magán","magánélet","magábalet","mapon","private","privacy"
"mágneses","elektromos","elektrelos","mágntőes","magnetic","electric"
"magyarázat","valószínű","valószndű","maavarázat","explanation","plausible"
"majom","gorilla","ndrilla","machm","monkey","gorilla"
"makacs","önző","önbi","dékacs","stubborn","selfish"
"már","még mindig","méérmindig","zör","already","still"
"marad","marad","makod","makod","stay","remain"
"maraton","verseny","verscky","maralan","marathon","race"
"márka","termék","tetsék","vérka","brand","product"
"mars","vénusz","vésdsz","mada","mars","venus"
"máshol","valahol","vaárhol","máshif","elsewhere","somewhere"
"második","perc","pewa","másokrk","second","minute"
"másodlagos","elsődleges","elsőséeges","máridlagos","secondary","primary"
"mászik","ugrás","nőrás","mászet","climb","jump"
"medve","farkas","faszas","merce","bear","wolf"
"megakadályoz","álljon meg","álljonéveg","megakadályás","prevent","stop"
"megbocsát","mentség","mentázg","megbocelt","forgive","excuse"
"megbocsátás","kegyelem","keszelem","megbockitás","forgiveness","mercy"
"megérdemel","méltó","mészó","megéntemel","deserve","worthy"
"megérkezik","jön","kln","megéplezik","arrive","come"
"megerősítés","megerősít","megerőölt","metörősítés","confirmation","confirm"
"megfelelő","becsületes","becsületsz","melkelelő","decent","honest"
"megfigyelés","értékelés","értékemes","megfigyeres","observation","evaluation"
"megfullad","úszás","ngzás","meomullad","drown","swim"
"meghallgatás","próba","prana","meghallgatrt","hearing","trial"
"megijeszt","megijeszt","megilőszt","megirászt","scare","frighten"
"megjegyzés","nyilatkozat","nyilatizzat","mejtegyzés","comment","statement"
"meglepetés","csalódás","csalálás","meglrdetés","surprise","disappointment"
"megőrzik","karbantart","kateantart","menjrzik","preserve","maintain"
"megragad","fogás","fomes","meilagad","grab","catch"
"megszakít","megzavar","meteavar","megszanút","interrupt","disturb"
"megszüntet","eltávolít","elnévolít","megstintet","eliminate","remove"
"megtagadja","elfogad","elfoood","megtagdíja","refuse","accept"
"megvesz","elad","elne","megvizz","buy","sell"
"megveszteget","zsarolás","zskkolás","megvesileget","bribe","blackmail"
"megvizsgálni","megvizsgál","meelizsgál","meelizsgálni","examine","investigate"
"megye","kerület","kerütát","lügye","county","district"
"méh","hangya","hattya","pah","bee","ant"
"meleg","menő","mekk","léleg","warm","cool"
"menedék","menedék","menekik","menekik","refuge","shelter"
"menedzser","főnök","főock","menetiser","manager","boss"
"menekülni","menekülni","menesélni","menesélni","flee","escape"
"menekült","szökevény","szöklyény","menetolt","refugee","fugitive"
"mennyiség","minőség","mildség","mennttség","quantity","quality"
"mentés","megment","mentent","megmés","rescue","save"
"mentőautó","helikopter","helikosher","mentgjutó","ambulance","helicopter"
"méreg","megöl","meóul","mélig","poison","kill"
"méret","hossz","hollz","méyét","size","length"
"mérföld","centiméter","cekliméter","mérfzöd","mile","centimeter"
"mérnök","építészmérnök","építészmérutk","karnök","engineer","architect"
"mértékegység","osztály","osztndy","mértékérység","unit","division"
"meztelen","meztelen","meztönen","meztönen","nude","naked"
"millió","milliárd, ezermillió","milliárd, ezpamillió","millég","million","billion"
"milliomos","vállalkozó","vállalkott","mictiomos","millionaire","entrepreneur"
"mindig","állandóan","állandton","mindvi","always","constantly"
"ming","ling","liso","mist","ming","ling"
"minimális","maximális","marhmális","minimárós","minimum","maximum"
"mit","hogy","lügy","dót","what","that"
"mítosz","legenda","lettnda","altosz","myth","legend"
"modell","prototípus","ázototípus","monoll","model","prototype"
"modern","hagyományos","hagyszányos","modedy","modern","traditional"
"módszer","technika","technigy","zedszer","method","technique"
"mókus","mosómedve","mosómetbe","éskus","squirrel","raccoon"
"mond","mondd","moird","molj","say","tell"
"mosoly","nevetés","nesötés","mosokk","smile","laugh"
"most","tud","izd","mobi","now","know"
"mozi","színház","szndház","molj","cinema","theater"
"mozog","átruházás","baruházás","mofág","move","transfer"
"műalkotás","medalion","metülion","ngalkotás","artifact","medallion"
"műhely","garázs","garágő","géhely","workshop","garage"
"működtet","sebészet","semiszet","műköviet","operate","surgery"
"munka","munka","muura","muita","job","work"
"műszaki","mechanikai","mechandyai","műszjai","technical","mechanical"
"művész","festő","feakő","amvész","artist","painter"
"művészet","irodalom","coodalom","művészik","art","literature"
"nagy","hatalmas","hatapaas","naol","big","huge"
"nagyapa","nagymama","nagymaho","nagyuta","grandfather","grandmother"
"nagybácsi","apu","zsu","nagybáati","uncle","dad"
"nagykövet","miniszter","elniszter","nagyköest","ambassador","minister"
"nagykövetség","minisztérium","minisztérijt","nagyokvetség","embassy","ministry"
"naiv","hülye","hüone","naűk","naïve","stupid"
"naiv","cinikus","ciprkus","naűk","naive","cynical"
"nap","séta","rota","sep","nap","stroll"
"napi","heti","töti","nath","daily","weekly"
"napnyugta","hajnal","hasval","napnyutna","sunset","dawn"
"naptár","menetrend","menevbend","namiár","calendar","schedule"
"navigáció","kommunikáció","kommunikráió","navigásaó","navigation","communication"
"néha","gyakran","gyakően","rcha","sometimes","often"
"néha","ritkán","letkán","rcha","occasionally","rarely"
"nehéz","súlyosan","lylyosan","nefsz","heavy","heavily"
"nemes","bátor","bázer","negos","noble","brave"
"nemzeti","globális","glepális","nelveti","national","global"
"nemzetközi","világ","vimeg","nemzölközi","international","world"
"népesség","emberek","embetik","népessök","population","people"
"népszerű","híres","sires","népszeáz","popular","famous"
"név","cím","ióm","kuv","name","title"
"nevetséges","abszurd","abszípd","nevekeéges","ridiculous","absurd"
"névtelen","ismeretlen","ismeremnen","nélyelen","anonymous","unknown"
"néz","néz","ksz","ksz","look","watch"
"nindzsa","szamuráj","szamurmé","imndzsa","ninja","samurai"
"nobel","díj","alj","nogrl","nobel","prize"
"normális esetben","általában","áltaomban","normálisülsetben","normally","usually"
"növekedés","csökkent","csátkent","növekezzs","increase","reduce"
"november","december","derémber","novegaer","november","december"
"növény","virág","viieg","ebvény","plant","flower"
"nyári","téli","tétl","nytói","summer","winter"
"nyel","rágás","orgás","ggel","swallow","chew"
"nyereség","jövedelem","zavedelem","nyereske","profit","income"
"nyereség","győzelem","gyppelem","nyereske","gain","win"
"nyisd ki","bezárás","beábrás","nyistyki","open","close"
"nyítás","bezárás","beábrás","nyítrt","opening","closure"
"nyom","húzni","unzni","nyát","push","pull"
"nyomorult","szánalmas","sznvalmas","nyomorkát","miserable","pathetic"
"nyugat","keleti","kelegz","nydjat","west","east"
"nyugdíj","fizetés","fizelás","nyugatj","pension","salary"
"öböl","kikötő","kinető","őföl","bay","harbor"
"ok","ok","fá","fá","reason","cause"
"oké","igen","duen","dné","okay","yeah"
"oklevél","érettségizni","érettsrvizni","okervél","diploma","graduate"
"okos","intelligens","intelligzes","ajos","smart","intelligent"
"olvad","fagy","fasd","oledd","melt","freeze"
"olvas","ír","ys","olgós","read","write"
"olvasás","írás","írrt","olvazas","reading","writing"
"öngyilkosság","gyilkosság","gyilkossol","gegyilkosság","suicide","murder"
"önkéntes","önkéntesen","önkéntoten","önkéntot","volunteer","voluntarily"
"optimista","reális","rekris","optitusta","optimistic","realistic"
"őr","járőr","ésrőr","fá","guard","patrol"
"orgazmus","erekció","erekbőó","orgazmtó","orgasm","erection"
"őrmester","hadnagy","hadnody","húmester","sergeant","lieutenant"
"örök","örökké","örökmb","örég","eternal","forever"
"örökség","örököl","örltöl","örntség","heritage","inherit"
"öröm","öröm","örll","örll","pleasure","joy"
"ország","nemzet","nelvet","orszes","country","nation"
"őrültség","hülyeség","hülyeske","unültség","madness","stupidity"
"orvosi","pszichológiai","pszichollniai","orocsi","medical","psychological"
"összeesküvés","csalás","csalrt","összeeskltés","conspiracy","fraud"
"összeg","összeg","összom","összán","sum","amount"
"összetör","szünet","szézet","összetaj","smash","break"
"osztály","iskola","iskord","osztegy","class","school"
"ösztön","intuíció","udtuíció","ösztőt","instinct","intuition"
"ötlet","elmélet","elmétát","öttát","idea","theory"
"özvegy","nő","ug","sűvegy","widow","woman"
"padló","szőnyeg","szüzyeg","patyó","floor","carpet"
"pajzs","páncél","örncél","paeas","shield","armor"
"palota","vár","wer","palodn","palace","castle"
"panasz","vád","zid","panadr","complaint","accusation"
"papír","toll","toöm","pakűr","paper","pen"
"paradicsom","pokol","potul","parabúcsom","paradise","hell"
"parancs","rendelés","rendelye","paramás","command","order"
"parancsnok","kapitány","kapihany","parancnyok","commander","captain"
"paranoid","őrült","unült","parashid","paranoid","crazy"
"parlament","szenátus","szrjátus","pakiament","parliament","senate"
"pazarlás","tölt","helt","pazatsás","waste","spend"
"pénzügy","befektetés","befeldetés","pénzzzy","finance","invest"
"pénzügyileg","finanszírozás","finalizírozás","pénzügyitág","financially","financing"
"pestis","járvány","jádiány","pedőis","plague","epidemic"
"pihenés","alvás","allős","pihemzs","rest","sleep"
"piknik","kemping","kempásg","pitaik","picnic","camping"
"pillangó","madár","mazőr","pillanto","butterfly","bird"
"pincér","pincérnő","pincércs","piemér","waiter","waitress"
"ping","ding","eong","pirí","ping","ding"
"piramis","szerkezet","szerkeont","piratas","pyramid","structure"
"pirítós","szalonna","szaljána","piríons","toast","bacon"
"piros","sárga","sáhwa","caros","red","yellow"
"piszkos","undorító","undobstó","piszles","dirty","disgusting"
"pisztoly","fegyver","fegyanr","piszvely","pistol","weapon"
"pletyka","botrány","borgány","pletboa","gossip","scandal"
"plusz","mínusz","míhúsz","platz","plus","minus"
"pók","rovar","romir","vok","spider","insect"
"pont","jelez","jeézz","fént","point","indicate"
"pornó","film","fioy","potoó","porn","movie"
"portál","kapu","kanö","portam","portal","gate"
"pozitív","negatív","nekétív","powetív","positive","negative"
"próbálja meg","kísérlet","kíségiet","próbáljajaeg","try","attempt"
"profil","leírás","legsás","profty","profile","description"
"projekt","program","prelram","projtít","project","program"
"puha","kedves","kejles","puum","soft","gentle"
"puska","pisztoly","pisztoge","pubra","rifle","gun"
"puskapor","dinamit","dilimit","puskaptá","gunpowder","dynamite"
"püspök","bíboros","bíboges","uzspök","bishop","cardinal"
"rabszolga","szolgáló","szolkaló","rabszovia","slave","servant"
"radar","műhold","lahold","rapor","radar","satellite"
"rádió","televízió","teleidzió","ráaró","radio","television"
"ragyog","fényes","fényíl","ragyón","shine","bright"
"rájön","megért","megéás","rátsn","realize","understand"
"rakéta","rakéta","rambta","rakézf","rocket","missile"
"rasszista","kommunista","kodóunista","raldzista","racist","communist"
"recepció","buli","buis","receneió","reception","party"
"régi","fiatal","imatal","adgi","old","young"
"regionális","helyi","hehai","rezbonális","regional","local"
"rekord","felvétel","feégétel","rekolj","record","recording"
"relatív","unokatestvér","fáokatestvér","iklatív","relative","cousin"
"rémálom","álom","álat","rémágnm","nightmare","dream"
"remény","hit","kut","rekeny","hope","faith"
"rendes","szokásos","szokászá","rendar","ordinary","usual"
"rendezni","szervez","szerysz","rendmini","arrange","organize"
"rendkívüli","nagyon","naáson","rendkímeli","extremely","very"
"rés","lyuk","lyos","ads","crack","hole"
"réteg","felület","fedílet","ökteg","layer","surface"
"riporter","újságíró","újságíjt","ripolker","reporter","journalist"
"ritmus","stílus","stíltó","riznus","rhythm","style"
"robbanás","felrobban","feküobban","robbango","burst","explode"
"robot","gép","búp","lebot","robot","machine"
"rodeó","cowboy","corpoy","rockó","rodeo","cowboy"
"róka","nyúl","nyűz","yaka","fox","rabbit"
"római","görög","psrög","rótti","roman","greek"
"rómeó","juliet","julivi","rókió","romeo","juliet"
"rossz","helyes","tölyes","rontz","wrong","correct"
"rövid","hosszú","hosslv","rötód","short","long"
"rozsdás","poros","poyes","rozsets","rusty","dusty"
"rúd","kalapács","kaladjcs","agd","stick","hammer"
"rum","konyak","kodnak","tőm","rum","cognac"
"sár","homok","hozék","wer","mud","sand"
"sárkány","oroszlán","orosurán","gérkány","dragon","lion"
"sarok","sikátor","silvtor","saitk","corner","alley"
"seb","sérülés","ségilés","õbb","wound","injury"
"sebész","orvos","orsis","semesz","surgeon","doctor"
"segítség","segít","serit","segítsök","help","assist"
"sejt","börtön","börtal","seum","cell","prison"
"selyem","pamut-","pacat","selyog","silk","cotton"
"semmi","valami","valatá","seagi","nothing","something"
"seriff","polgármester","polgcímester","seripa","sheriff","mayor"
"sértés","megsérti","megsreti","sértal","insult","offend"
"sertéshús","hús","sus","sertésies","pork","meat"
"sherlock","watson","waleon","shercsck","sherlock","watson"
"siker","kudarc","todarc","híker","success","failure"
"sír","temető","temers","gor","grave","cemetery"
"sisak","kalap","tulap","singk","helmet","hat"
"sivatag","völgy","vösty","lávatag","desert","valley"
"soha","valaha","valabu","sodh","never","ever"
"sorozat","epizód","epizom","soroart","series","episode"
"sors","sors","soly","soly","fate","destiny"
"sötétség","fény","féai","eztétség","darkness","light"
"stádium","baseball","bartball","stétium","stadium","baseball"
"strand","tengerpart","tengersért","stralj","beach","coast"
"sugár","kerület","kerütát","ölgár","radius","perimeter"
"sugárút","utca","utób","sugáöst","avenue","street"
"súly","magasság","mapesság","lyly","weight","height"
"sürgős","vészhelyzet","véméhelyzet","sücsős","urgent","emergency"
"sütő","tűzhely","tűzhrry","lető","oven","stove"
"szabadon","ingyenes","inthenes","szabnson","freely","free"
"szabadság","demokrácia","demokrória","szabogság","freedom","democracy"
"szabály","jegyzőkönyv","jegypakönyv","szabddy","rule","protocol"
"száj","orr","xer","szzá","mouth","nose"
"szakács","séf","aff","szaknas","cook","chef"
"szakasz","bekezdés","bennzdés","szülasz","section","paragraph"
"szakértő","szakember","szakteber","szakérve","expert","specialist"
"szálloda","motel","molyl","szállozt","hotel","motel"
"szám","cím","ióm","szez","number","address"
"szamár","csikk","cseck","sznuár","ass","butt"
"szamár","ló","ór","sznuár","donkey","horse"
"számol","kiszámítja","kiszakítja","számgy","count","calculate"
"száraz","nedves","negaes","szárue","dry","wet"
"század","évtized","évfozed","sztrad","century","decade"
"szegény","gazdag","lozdag","szánény","poor","rich"
"szegénység","szenvedés","szkivedés","szoménység","poverty","misery"
"szekrény","fülke","füvie","szekanny","cabinet","closet"
"szél","vihar","vibár","szes","wind","storm"
"szelep","szellőzés","szellőfes","szelmű","valve","ventilation"
"szellemes","vicces","viéhes","szellegás","witty","funny"
"szellemi","érzelmi","érzekni","szelsumi","mental","emotional"
"szem","fül","hul","szte","eye","ear"
"szemben","ellentétes","ellessétes","szteben","opposite","contrary"
"személy","egyedi","egyemr","szemddy","person","individual"
"személyes","meghitt","mezaitt","személros","personal","intimate"
"szemét","szemét","szcsét","szcsét","trash","garbage"
"szeminárium","előadás","eljödás","szemajárium","seminar","lecture"
"szemüveg","sapka","saőba","szeméreg","glasses","cap"
"szén","hidrogén","hidrogab","sztü","carbon","hydrogen"
"szén","olaj","olái","sztü","coal","oil"
"szendvics","hamburger","gömburger","szendvnus","sandwich","hamburger"
"szennyeződés","sugárzás","sugárzrt","szennyezenés","contamination","radiation"
"szenvedni","meghal","mellal","szenverbi","suffer","die"
"szenvedő","fájdalom","fájdonom","szengidő","suffering","pain"
"szenzációs","látványos","ládáányos","szenjeciós","sensational","spectacular"
"szép","bájos","báies","szee","nice","lovely"
"szép","szép","szös","szee","pretty","beautiful"
"szeptember","október","okőmber","szzétember","september","october"
"szerencsejáték","póker","taker","szerencsédáték","gambling","poker"
"szerencsétlen","balszerencse","balszerepese","szerencsirlen","unfortunate","misfortune"
"szertartás","ünnepség","sönepség","szerzurtás","ritual","ceremony"
"szerzetes","pap","eep","szhezetes","monk","priest"
"szerző","színész","szőkész","szerik","author","actor"
"szerződés","megegyezés","megeéhezés","szergedés","contract","agreement"
"szexuális","fizikai","fiikkai","szexmalis","sexual","physical"
"szikla","kő","hh","szikáb","rock","stone"
"szív","nyalás","rralás","szko","suck","lick"
"szivattyú","tömlő","töérő","szivatamú","pump","hose"
"szó","mondat","mondbe","ztó","word","sentence"
"szó szerint","gyakorlatilag","gyakorlationg","szoiszerint","literally","practically"
"szoba","hálószoba","hálószfia","szaza","room","bedroom"
"szoftver","számítógép","számítógdo","szmutver","software","computer"
"szokatlan","furcsa","fuissa","szokatton","unusual","strange"
"szoknya","ruha","ruum","szokgja","skirt","dress"
"szolgáltatás","karbantartás","karbantartrt","szolgáphatás","service","maintenance"
"szombat","vasárnap","arsárnap","szegbat","Saturday","Sunday"
"szomorú","tragikus","trénikus","szánorú","sad","tragic"
"szörnyeteg","teremtmény","teremtólny","szörnyáseg","monster","creature"
"szörnyű","szörnyű","szörlkű","szörínű","terrible","horrible"
"szótár","kifejezés","kifejesss","szdjár","dictionary","phrase"
"szöveg","vers","veag","szőleg","text","poem"
"szövet","zsebkendő","zskökendő","szrhet","cloth","handkerchief"
"szövetségi","állapot","állaárt","szövetsérü","federal","state"
"szűkítés","csúnya","csdgya","szémítés","digusting","ugly"
"szükséges","szükség","szzéség","szükséros","necessary","need"
"születés","terhesség","tegyesség","szaketés","birth","pregnancy"
"tabletta","tabletta","tairetta","tablaita","tablet","pill"
"tábor","falu","faav","táser","camp","village"
"tábornok","ezredes","béredes","táboldok","general","colonel"
"tag","vezető","vezeök","kig","member","leader"
"takarmány","eszik","esülk","takastány","feed","eat"
"takaró","törülköző","herülköző","takaha","blanket","towel"
"tál","tányér","tánydő","érl","bowl","plate"
"találat","sztrájk","sztrenk","talátlt","hit","strike"
"talán","valószínűleg","valószínameg","tahan","maybe","probably"
"támogatás","támogatás","táncgatás","táncgatás","support","assistance"
"tanács","tanácsol","tanáókol","tanáde","advice","advise"
"táncos","tánc","tálo","tágfos","dancer","dance"
"tanú","bizonyság","bizoróság","tajd","witness","testimony"
"tanul","tanít","tafűt","tayal","learn","teach"
"tapasztalat","tudás","kadás","taorsztalat","experience","knowledge"
"tárgy","tantárgy","tantokgy","tágby","object","subject"
"társadalom","közösség","kögesség","társrralom","society","community"
"tart","tart","taás","taás","hold","keep"
"tartalmaz","tartalom","tartönom","tartalboz","contain","content"
"tartály","motor","mozer","tabeály","tank","engine"
"tavaszi","ősz","izz","taalszi","spring","autumn"
"távcső","mikroszkóp","mikroszkzú","távcnn","telescope","microscope"
"távirat","levél","lebol","tágurat","telegram","letter"
"távolság","sebesség","semasség","tákülság","distance","speed"
"távolsági busz","játékos","jáatkos","távolságbubusz","coach","player"
"taxi","limuzin","lisbzin","tajú","taxi","limousine"
"technológia","tudomány","kodomány","technolóona","technology","science"
"tehén","malac","mabec","teldn","cow","pig"
"tehetetlen","tehetetlen","tehetennen","tehetennen","helpless","powerless"
"tej","gyümölcslé","gyümölcseh","ögj","milk","juice"
"teljes","teljes","teljél","teljét","total","complete"
"teljesen","teljesen","teszesen","teszesen","absolutely","completely"
"templom","kolostor","kodestor","terülom","temple","monastery"
"templom","kápolna","kájalna","terülom","church","chapel"
"tenger","óceán","ócawn","teteer","sea","ocean"
"tengeralattjáró","hajó","haks","tengeralatéráró","submarine","boat"
"tengeri","haditengerészet","hazátengerészet","tengági","marine","navy"
"tényező","elem","elfo","téevező","factor","element"
"terápia","kezelés","kezesss","teráuma","therapy","treatment"
"teremt","termel","teyvel","tereőc","create","produce"
"teremtés","megsemmisítés","meenemmisítés","tereűnés","creation","destruction"
"termelő","rendező","rendítő","termácő","producer","director"
"természetes","mesterséges","mesterérges","telkészetes","natural","artificial"
"természetesen","általában","áltaomban","telkészetesen","naturally","generally"
"természetfölötti","paranormális","pakonormális","természetfölasti","supernatural","paranormal"
"terminál","repülőtér","repülővar","testinál","terminal","airport"
"terület","zóna","dtna","terütát","area","zone"
"terv","stratégia","stratéyra","tepó","plan","strategy"
"test","hulla","huika","teék","body","corpse"
"tetoválás","sebhely","dobhely","tentválás","tattoo","scar"
"tiltakozás","demonstráció","denenstráció","tiltakozrt","protest","demonstration"
"tiltott","megtilt","mekailt","féltott","forbidden","prohibit"
"tipikus","klasszikus","klinszikus","tihókus","typical","classic"
"tiszta","mosás","moels","részta","clean","wash"
"tisztán","magától értetődően","magától értetőáren","tiszzen","clearly","obviously"
"tisztelet","bizalom","biillom","tisztetát","respect","confidence"
"titkár","helyettes","tölyettes","titkga","secretary","assistant"
"titok","rejtély","relnély","betok","secret","mystery"
"tizenéves","tizenéves","tizeltves","tizenézüs","teenage","teenager"
"többség","szavazás","szavazrt","töröség","majority","vote"
"tolvaj","bűnügyi","bűnüeri","tolvör","thief","criminal"
"tömeg","közönség","ködenség","hemeg","crowd","audience"
"tonhal","homár","hozör","tonhez","tuna","lobster"
"töredék","darab","ásrab","törebak","fragment","piece"
"törékeny","érzékeny","érzékeai","törérzny","delicate","sensitive"
"torok","nyak","tnak","továk","throat","neck"
"torony","épület","cuület","torock","tower","building"
"törvény","alkotmány","alkoliány","hervény","law","constitution"
"trigger","aktiválja","aktiváráa","trözger","trigger","activate"
"trófea","érem","zzem","trófzs","trophy","medal"
"trükk","tréfa","trema","trpák","trick","joke"
"tű","fecskendő","fecsigndő","ys","needle","syringe"
"tudatlanság","gőg","zag","tudatlanyog","ignorance","arrogance"
"tulajdonképpen","igazán","igudán","tulajdonkééden","actually","really"
"tumor","rák","zők","tubár","tumor","cancer"
"tünet","szindróma","szindrrya","venet","symptom","syndrome"
"túra","koncert","koncsit","anra","tour","concert"
"türelem","együttérzés","együégérzés","türencm","patience","compassion"
"túsz","rab","űbb","husz","hostage","prisoner"
"tűz","láng","lása","bsz","fire","flame"
"udvarias","barátságos","barátságbb","fűvarias","polite","friendly"
"ufó","idegen","idrten","ákó","ufo","alien"
"ügy","részecske","részecile","zzy","matter","particle"
"ügynök","nyomozó","nyomató","joynök","agent","detective"
"ujj","hüvelykujj","hüvemókujj","apj","finger","thumb"
"újságírás","politika","politisd","újsáderás","journalism","politics"
"unokája","unokaöcs","unokvács","unoktáa","grandson","nephew"
"üres","teljes","teljél","lbes","empty","full"
"űrhajós","pilóta","pikíta","űrhakis","astronaut","pilot"
"úrnő","szerető","szztető","ahnő","mistress","lover"
"út","országút","országil","cl","road","highway"
"utas","sofőr","soyer","utmi","passenger","driver"
"útvonal","pálya","pátna","útvoell","route","path"
"üveg","üveg","gáeg","gáeg","glass","bottle"
"üzlet","bolt","boro","évlet","shop","store"
"vacsora","reggeli","reggési","vacsdta","dinner","breakfast"
"vadállat","állat","áljét","vazellat","beast","animal"
"vadász","orvlövész","orvlakész","vaossz","shooter","sniper"
"vadászat","halászat","halásztj","vadásztj","hunting","fishing"
"vágy","szeretnék","szeretdik","vásd","desire","wish"
"vak","süket","ezket","eik","blind","deaf"
"válás","házasság","házabaág","yalás","divorce","marriage"
"válasz","válasz","vákész","vákész","answer","reply"
"választ","kiválaszt","kimelaszt","válaolt","choose","select"
"választás","választási lehetőség","választási lehettaég","vákésztás","choice","option"
"váll","térd","télj","váöm","shoulder","knee"
"vállalat","vállalat","vállutat","vállutat","company","corporation"
"valóság","fantázia","fantnnia","valógig","reality","fantasy"
"valószínűség","valószínűleg","valószínameg","valószínjáég","probability","likely"
"változás","javulás","jaarlás","változrt","change","improvement"
"varázslat","varázsló","varázsid","varápalat","magic","wizard"
"várjon","elvár","eletr","vándon","wait","expect"
"vas","fém","eum","dős","iron","metal"
"védelem","megvéd","megvzó","vémélem","protect","defend"
"vége","befejez","befefőz","vély","end","finish"
"végső","végső","véykő","véűnő","final","ultimate"
"végül","végül is","végüggis","vérál","finally","eventually"
"vékony","vastag","dástag","véltny","thin","thick"
"vélemény","hozzáállás","hozzétllás","vélecsny","opinion","attitude"
"véletlen","lehetőség","leheleség","vélessen","chance","possibility"
"véletlenül","szándékosan","szegdékosan","véletlenza","accidentally","intentionally"
"véna","artéria","artélna","ílna","vein","artery"
"vendégszeretet","hála","háid","vendgászeretet","hospitality","gratitude"
"vér","vizelet","vizetát","ner","blood","urine"
"verseny","bajnokság","barlokság","verscky","competition","championship"
"verseny","mérkőzés","verkőzés","verscky","tournament","match"
"vese","máj","egj","vető","kidney","liver"
"vesztes","győztes","gyldtes","veszkus","loser","winner"
"világegyetem","galaxis","galaems","világegyázem","universe","galaxy"
"villám","mennydörgés","mennydrégés","villég","lightning","thunder"
"vírus","fertőzés","fertőzel","víias","virus","infection"
"vissza","visszatérés","visszatézts","vissém","back","return"
"visszaszerez","gyógyít","gyóggőt","visszaszerél","recover","heal"
"visszaverődés","tükör","tülar","visszapérődés","reflection","mirror"
"vizsgálat","ellenőrzés","elletörzés","vimagálat","examination","inspection"
"vőlegény","menyasszony","mettasszony","pelegény","groom","bride"
"vonat","busz","zasz","voönt","train","bus"
"vonatkozik","aggodalom","rúgodalom","vonancozik","concern","worry"
"vonzó","bájos","báies","vokaó","attractive","charming"
"washington","boston","bokáon","washingtak","washington","boston"
"wc","mosogató","moággató","rx","toilet","sink"
"whisky","vodka","vojaa","whisew","whiskey","vodka"
"zaj","hang","hain","agj","noise","sound"
"zárt","zárva","zábba","záás","locked","closed"
"zászló","szimbólum","szimbórám","zápiló","flag","symbol"
"zenekar","zenekar","mónekar","mónekar","orchestra","band"
"zöld","narancssárga","narancdzárga","slld","green","orange"
"zombi","vámpír","vámpfi","zodli","zombie","vampire"
"zongora","gitár","eztár","lőngora","piano","guitar"
"zseb-","pénztárca","pénztáppa","apeb","pocket","wallet"
"zseni","tudós","tuács","apeni","genius","scientist"
"zsoldos","orgyilkos","orenilkos","zsolxis","mercenary","assassin"
"zuhany","fürdőszoba","fürdősrkba","yohany","shower","bathroom"
