"hu_target","hu_cue","type","target_type","cue_type","hu_cosine"
"robbanás","elismerik","unrelated","word","word",0.0411996702007788
"eljárás","terv","unrelated","word","word",0.343294405581678
"folyadék","szabály","unrelated","word","word",0.202969612451882
"tó","növény","unrelated","word","word",0.34932447773256
"folytatni","lány","unrelated","word","word",0.116690995702897
"dollár","wc","unrelated","word","word",0.111900407380152
"gondol","édesem","unrelated","word","word",0.128225781148257
"forog","ijedős","unrelated","word","word",0.166705464628311
"eszköz","aréna","unrelated","word","word",0.159889214920551
"jel","felhő","unrelated","word","word",0.293963468915594
"informátor","dékán","unrelated","word","word",0.170659311764429
"hideg","csendes","unrelated","word","word",0.29185839908267
"város","kettős","unrelated","word","word",0.124471318488961
"jel","dinasztia","unrelated","word","word",0.0609487557866919
"frissítés","támogatás","unrelated","word","word",0.354059233578649
"végrehajtás","folyamat","unrelated","word","word",0.362716080601881
"séta","csont","unrelated","word","word",0.158022745320964
"szivar","konfliktus","unrelated","word","word",0.13697916439899
"liszt","impulzus","unrelated","word","word",0.141646196500457
"ígéret","szoknya","unrelated","word","word",0.19508733449796
"üzemanyag","ma","unrelated","word","word",0.100116100263803
"munkás","lopás","unrelated","word","word",0.158514244169796
"reaktor","kiváltság","unrelated","word","word",0.033838208162346
"hasi","piros","unrelated","word","word",0.147296345915812
"törvény","visszaszerez","unrelated","word","word",0.145855288410962
"tenisz","nyel","unrelated","word","word",0.0944124625215774
"nyomja meg","kilátás","unrelated","word","word",NA
"kegyetlenség","kémia","unrelated","word","word",0.135922883962855
"üdvözöl","levegő","unrelated","word","word",0.156050060101574
"gyakorlat","karrier","unrelated","word","word",0.266303297916705
"termelés","hobbi","unrelated","word","word",0.278493497054408
"ékszer","jó","unrelated","word","word",0.0998255621283186
"gyilkos","tolvaj","unrelated","word","word",0.55452407334533
"mellkas","ingatlan","unrelated","word","word",0.149079685276189
"vereség","jelenlét","unrelated","word","word",0.252271972989228
"összegyűjt","megérkezik","unrelated","word","word",0.254100028260305
"szerelem","kémiai","unrelated","word","word",0.125885670703288
"nyaklánc","kis","unrelated","word","word",0.167679485797793
"csata","zseb-","unrelated","word","word",NA
"flotta","napi","unrelated","word","word",0.109855177745373
"funkcionális","egér","unrelated","word","word",0.109419281051872
"szakáll","felelősség","unrelated","word","word",0.227638670650801
"lovagol","márka","unrelated","word","word",0.0748308933467935
"eltűnés","ügy","unrelated","word","word",0.280946312510431
"halálos","név","unrelated","word","word",0.0819450602933942
"köszönet","tartalmaz","unrelated","word","word",0.134291926762789
"hall","gyűlöl","unrelated","word","word",0.219829537797891
"rendszer","karácsony","unrelated","word","word",0.0651904444648268
"hamis","állatkert","unrelated","word","word",0.0356914735418393
"por","már","unrelated","word","word",0.18159040974691
"hangsúly","eső","unrelated","word","word",0.123512475369025
"düh","bankár","unrelated","word","word",0.124192919667088
"harc","báj","unrelated","word","word",0.123918059143598
"negyedik","baj","unrelated","word","word",0.125723987299613
"hányinger","jelentés","unrelated","word","word",0.180124746729829
"különböző","mentőautó","unrelated","word","word",0.0580635524596727
"hatékony","unokája","unrelated","word","word",0.048199026881241
"erősen","verseny","unrelated","word","word",0.0854692874882788
"elképesztő","navigáció","unrelated","word","word",0.101567022727986
"tesó","máshol","unrelated","word","word",0.131238279737467
"lakás","kabin","unrelated","word","word",0.262307817822056
"hazug","áldozat","unrelated","word","word",0.114506940388225
"hegy","élő","unrelated","word","word",0.198269086085923
"viszlát","megvizsgálni","unrelated","word","word",0.0623395912269623
"elhelyezkedés","paradicsom","unrelated","word","word",0.137828219500637
"helyettes","szeminárium","unrelated","word","word",0.174812730547184
"válság","húga","unrelated","word","word",0.0680925873844002
"herceg","szexuális","unrelated","word","word",0.0854521653010714
"kedd","rozsdás","unrelated","word","word",0.132423590152826
"értéktelen","győzelem","unrelated","word","word",0.130718747253064
"hiba","ártatlan","unrelated","word","word",0.169944289070814
"alagút","anatómia","unrelated","word","word",0.158253131101304
"marketing","bőr","unrelated","word","word",0.0614973686178422
"csillag","lövés","unrelated","word","word",0.237236323799742
"váratlanul","frekvencia","unrelated","word","word",0.0738481386740926
"hitel","folyékony","unrelated","word","word",0.182992934708353
"telefon","felső","unrelated","word","word",0.157871879894232
"hivatalos","végül","unrelated","word","word",0.110733699253472
"lenyűgöz","figyelem","unrelated","word","word",0.161671862362754
"hőfok","növekedés","unrelated","word","word",0.287333169437007
"sport","hivatalosan","unrelated","word","word",0.112828175138897
"nap","esküszik","unrelated","word","word",0.0701785152298945
"nap-","meztelen","unrelated","word","word",NA
"reggel","mozi","unrelated","word","word",0.0717621403135863
"hét","segítség","unrelated","word","word",0.159102568854058
"vitorla","ital","unrelated","word","word",0.100021867446701
"adrenalin","felnőtt","unrelated","word","word",0.135842542678292
"megmentő","aszpirin","unrelated","word","word",0.169114444794271
"küld","adminisztráció","unrelated","word","word",0.123289039313664
"fiú testvér","főiskola","unrelated","word","word",NA
"tornádó","alma","unrelated","word","word",0.265057262017945
"odaadás","trófea","unrelated","word","word",0.197681246429563
"őszinteség","harc","unrelated","word","word",0.249663940680541
"hűséges","elrabol","unrelated","word","word",0.0783515503920189
"hímvessző","apu","unrelated","word","word",0.109804947412641
"tökéletes","nyereség","unrelated","word","word",0.0854841844503384
"izom","regionális","unrelated","word","word",0.163648289887739
"junior","nagykövetség","unrelated","word","word",0.10022957833431
"gyermekkor","washington","unrelated","word","word",0.0829349151812912
"igazi","rémálom","unrelated","word","word",0.241029795362654
"tisztességtelen","kapszula","unrelated","word","word",0.044549886374619
"kérés","fordulat","unrelated","word","word",0.303982311913114
"hátborzongató","zongora","unrelated","word","word",0.223790453246184
"jogi","felsőbbrendű ember","unrelated","word","word",NA
"hallucináció","koporsó","unrelated","word","word",0.119671031296129
"nyomás","irányítás","unrelated","word","word",0.241210418833794
"baleset","báró","unrelated","word","word",0.0965706782393335
"alibi","kéz","unrelated","word","word",0.207624523479373
"betegség","klub","unrelated","word","word",0.122608607207747
"dzseki","kamera","unrelated","word","word",0.222169458891472
"tulajdonos","rendkívüli","unrelated","word","word",0.0694160885938673
"ihlet","illegális","unrelated","word","word",0.0630629610978191
"webes","híd","unrelated","word","word",0.10889778338247
"támadás","tapasztalat","unrelated","word","word",0.165458465346371
"üzleti","könyvtár","unrelated","word","word",0.159605109793476
"politikus","olvas","unrelated","word","word",0.154416227718902
"közigazgatási","kutatás","unrelated","word","word",0.124441901213837
"térkép","pletyka","unrelated","word","word",0.169738614138771
"mérges","szótár","unrelated","word","word",0.0847252159067715
"ironikus","rés","unrelated","word","word",0.138258967134434
"isteni","néz","unrelated","word","word",0.0954366209541979
"sör","mosoly","unrelated","word","word",0.233507745816381
"ott","boncolás","unrelated","word","word",0.117207968317698
"szag","szolgáltatás","unrelated","word","word",0.204656118753423
"érdekes","érték","unrelated","word","word",0.137287718965385
"finom","ás","unrelated","word","word",0.0684942595664493
"autó","eredeti","unrelated","word","word",0.193040703587784
"játszma, meccs","alsó","unrelated","word","word",NA
"javasol","tanú","unrelated","word","word",0.160183756863649
"javítás","rendes","unrelated","word","word",0.162139086722822
"útlevél","csatorna","unrelated","word","word",0.030324223394927
"elektromosság","koncepció","unrelated","word","word",0.193886088488617
"hiány","piknik","unrelated","word","word",0.0838931033352418
"esemény","sír","unrelated","word","word",0.141113913292764
"fontosság","selyem","unrelated","word","word",0.153598166422744
"tájékoztat","hirtelen","unrelated","word","word",0.0524796396906001
"ellenőriz","borzalom","unrelated","word","word",0.0227164326367125
"szavazó","töredék","unrelated","word","word",0.086600408444639
"egyenruha","tisztán","unrelated","word","word",0.123986142375437
"rossz","szó szerint","unrelated","word","word",NA
"bal","igaz","unrelated","word","word",0.125175693708101
"masszázs","zseni","unrelated","word","word",0.133189126080785
"ügyész","semmi","unrelated","word","word",0.154938279286037
"hatóság","eladó","unrelated","word","word",0.121422333600938
"múlt","értékes","unrelated","word","word",0.0718559710918171
"részeg","tulajdonképpen","unrelated","word","word",0.116747105060432
"július","nindzsa","unrelated","word","word",0.112045593827542
"bizottság","összeesküvés","unrelated","word","word",0.216121977771582
"huzal","szövet","unrelated","word","word",0.354709221096682
"fedélzet","méreg","unrelated","word","word",0.0953260740508341
"golyó","könny","unrelated","word","word",0.250841509569967
"tengerész","igény","unrelated","word","word",0.0629796107756901
"mikrofon","távolság","unrelated","word","word",0.150003969388851
"választás","aranyifjú","unrelated","word","word",0.127373303011659
"villa","gabona","unrelated","word","word",0.132399460940777
"ágy","ifjúság","unrelated","word","word",0.129529221092218
"elnök","dvd","unrelated","word","word",0.141204093591122
"zavar","szamár","unrelated","word","word",0.111914982879729
"képesség","influenza","unrelated","word","word",0.138973542786143
"barátság","legénység","unrelated","word","word",0.164531817054575
"kapcsolat","pornó","unrelated","word","word",0.24806285210172
"szonda","terápia","unrelated","word","word",0.226066879935098
"ünnep","hűség","unrelated","word","word",0.21981443386584
"személyiség","ellenméreg","unrelated","word","word",0.119448425336517
"zúzódás","század","unrelated","word","word",0.102567128564681
"kés","helyzet","unrelated","word","word",0.123795643806402
"fesztivál","hasznos","unrelated","word","word",0.125620607931195
"hírnév","szomorú","unrelated","word","word",0.106917121315044
"keresztény","befolyás","unrelated","word","word",0.182697509278977
"harcos","vadász","unrelated","word","word",0.477314379089261
"áruló","természetfölötti","unrelated","word","word",0.107840871206324
"kemény","méret","unrelated","word","word",0.13037069818588
"biológia","aktatáska","unrelated","word","word",0.190187271614605
"biológiai","kockázat","unrelated","word","word",0.161743831349769
"szabotázs","test","unrelated","word","word",0.163353961088105
"kellemes","őrültség","unrelated","word","word",0.120350300406578
"kellemetlen","sivatag","unrelated","word","word",0.175517723217705
"sajt","valószínűség","unrelated","word","word",0.0825725777875404
"fénykép","megfigyelés","unrelated","word","word",0.238568473304501
"monitor","szellemes","unrelated","word","word",0.155808252685243
"kiállítás","pajzs","unrelated","word","word",0.167884144690353
"képtelen","ajak","unrelated","word","word",0.122183987121321
"kreativitás","templom","unrelated","word","word",0.0970769797532679
"kérdez","kalóz","unrelated","word","word",0.0748584881122823
"körül","felület","unrelated","word","word",0.154908537178024
"megtalálja","vadászat","unrelated","word","word",0.197280468330172
"kereskedő","forma","unrelated","word","word",0.131392192832062
"széles","bosszú","unrelated","word","word",0.0352226305618771
"korai","súly","unrelated","word","word",0.111205496000758
"készít","modern","unrelated","word","word",0.14267683363283
"tegye","fészek","unrelated","word","word",0.139258656619629
"tervezés","várjon","unrelated","word","word",0.125835650587441
"pénz","kérdés","unrelated","word","word",0.174559378466536
"négy","csúnya","unrelated","word","word",0.096247547529888
"majonéz","kapacitás","unrelated","word","word",0.217202084334943
"gyanúsított","generátor","unrelated","word","word",0.14730302372943
"hármas","kultúra","unrelated","word","word",0.0892750898932742
"kar","bizonyíték","unrelated","word","word",0.0827151491365822
"sikerül","dzsip","unrelated","word","word",0.0533146578814517
"ról ről","árvaház","unrelated","word","word",NA
"bejárat","kötődik","unrelated","word","word",0.151789424627042
"perspektíva","kosárlabda","unrelated","word","word",0.213208454349304
"gramm","halál","unrelated","word","word",0.088293517423264
"méter","római","unrelated","word","word",0.168327555411667
"kínzás","népesség","unrelated","word","word",0.214347870021183
"jólét","nyugdíj","unrelated","word","word",0.328480757705623
"látomás","magyarázat","unrelated","word","word",0.225236650479802
"királyság","egy","unrelated","word","word",0.12775910283195
"király","itt","unrelated","word","word",0.148452765756693
"kicsi","szenvedő","unrelated","word","word",0.107970362396842
"kísérő","biztonságos","unrelated","word","word",0.155786684259041
"teszt","anarchia","unrelated","word","word",0.0912820982910754
"nagy","függő","unrelated","word","word",0.153889577879482
"becsület","autogram","unrelated","word","word",0.199491472184179
"figyelemre méltó","szem","unrelated","word","word",NA
"belül","elhagy","unrelated","word","word",0.215274028202975
"család","kórház","unrelated","word","word",0.319883048127511
"rúd","beszélgetés","unrelated","word","word",0.127466924464797
"veszély","karcolás","unrelated","word","word",0.158171921336627
"veszélyes","oké","unrelated","word","word",0.116979778287389
"étterem","zöld","unrelated","word","word",0.0737519395307834
"jelszó","büntet","unrelated","word","word",0.104876696296664
"láz","normális esetben","unrelated","word","word",NA
"heroin","vége","unrelated","word","word",0.0321727937871154
"barát","kenyér","unrelated","word","word",0.244647264372103
"szövetség","megjegyzés","unrelated","word","word",0.103726635817153
"író","tál","unrelated","word","word",0.0853179876354953
"finanszírozás","erő","unrelated","word","word",0.179640636624716
"keverék","bázis","unrelated","word","word",0.157346936995646
"meghatározás","útvonal","unrelated","word","word",0.296890248955492
"találkozó","kód","unrelated","word","word",0.201425889572264
"vita","nyom","unrelated","word","word",0.149162700785514
"acél-","oklevél","unrelated","word","word",NA
"vágott","szamár","unrelated","word","word",0.198489230242742
"nagylelkű","férj","unrelated","word","word",0.176485831081454
"múzeum","műszaki","unrelated","word","word",0.21130356545695
"liberális","csók","unrelated","word","word",0.042801401968389
"temetés","közel","unrelated","word","word",0.111345435182191
"háromszög","ügynök","unrelated","word","word",0.0617002039667423
"klinika","betét","unrelated","word","word",0.246972556355286
"szenátor","meghallgatás","unrelated","word","word",0.16894012007617
"légkör","szenzációs","unrelated","word","word",0.0870420450043617
"fog","módszer","unrelated","word","word",0.092467792389851
"trón","öböl","unrelated","word","word",0.0797668615068918
"futball","világegyetem","unrelated","word","word",0.213725568682372
"nyakkendő","szép","unrelated","word","word",0.208973698151595
"üldözés","holnap","unrelated","word","word",0.0692641749664647
"feltevés","gyakorlat","unrelated","word","word",0.218138601524339
"messze","szerencsétlen","unrelated","word","word",0.087308494219009
"közvetlenül","hatásos","unrelated","word","word",0.128323393547114
"szósz","képtár","unrelated","word","word",0.249134003605712
"politikai","nemzetközi","unrelated","word","word",0.410052238034971
"zár","asztal","unrelated","word","word",0.166341768147664
"további","piszkos","unrelated","word","word",0.126604502990909
"egyedi","mágneses","unrelated","word","word",0.243324169043932
"civilizáció","menekült","unrelated","word","word",0.210198531488561
"síp","megérdemel","unrelated","word","word",0.195806522306917
"tanulmány","asztal","unrelated","word","word",0.161755398809232
"macska","hadműveleti","unrelated","word","word",0.0854126047848432
"gyertya","távolsági busz","unrelated","word","word",NA
"kötél","kolónia","unrelated","word","word",0.17126107578131
"fiú","föld","unrelated","word","word",0.141486037259871
"fiú","takaró","unrelated","word","word",0.191132594080419
"spagetti","teljesen","unrelated","word","word",0.11794544170856
"gyorsan","készít","unrelated","word","word",0.120899744169901
"gyors","bor","unrelated","word","word",0.0686896668462343
"találkozik","idősebb","unrelated","word","word",0.127108734756481
"fel","jelentés","unrelated","word","word",0.0948073466321126
"hajó","kampány","unrelated","word","word",0.18578346778122
"hadsereg","pók","unrelated","word","word",0.166351371224634
"könnyen","baba","unrelated","word","word",0.0497313755129593
"enged","véletlenül","unrelated","word","word",0.0543676710812886
"tehetség","projekt","unrelated","word","word",0.181040698207976
"expressz","hozza","unrelated","word","word",0.176368669850202
"szellem","tiltott","unrelated","word","word",0.207152304526255
"szenvedély","lop","unrelated","word","word",0.176692259169407
"elbocsátás","nehéz","unrelated","word","word",0.177440376667623
"repülési","keskeny","unrelated","word","word",0.182216149575313
"meleg","népszerű","unrelated","word","word",0.256642601037153
"oxigén","első","unrelated","word","word",0.128985852888456
"fax","caesar","unrelated","word","word",0.0723909395176277
"saláta","alábecsül","unrelated","word","word",0.115361470745836
"kacsa","fehérje","unrelated","word","word",0.285197602055135
"csapat","feladat","unrelated","word","word",0.221336529119184
"szóda","nemzeti","unrelated","word","word",0.0655042566873484
"rabol","belép","unrelated","word","word",0.20252459721934
"rablás","olvasás","unrelated","word","word",0.203839696412579
"hölgy","ablak","unrelated","word","word",0.144747239254361
"tüzérségi","törékeny","unrelated","word","word",0.0611593399440893
"lő","kulcs","unrelated","word","word",0.0793410665752786
"tegnap","tonhal","unrelated","word","word",0.114138751887378
"kartell","jobb","unrelated","word","word",0.0992928472955005
"magánélet","ok","unrelated","word","word",0.0864583554328544
"elektromos","költségvetés","unrelated","word","word",0.147222717442944
"valószínű","festék","unrelated","word","word",0.109094720428615
"gorilla","találat","unrelated","word","word",0.0856499838257408
"önző","gyűrű","unrelated","word","word",0.145585258493561
"még mindig","hűséges","unrelated","word","word",NA
"marad","pirítós","unrelated","word","word",0.174060824884548
"verseny","háború","unrelated","word","word",0.433944775711292
"termék","kanapé","unrelated","word","word",0.179635541017274
"vénusz","cikk","unrelated","word","word",0.118578350306442
"valahol","bélyeg","unrelated","word","word",0.0661060288875672
"perc","rum","unrelated","word","word",0.103512295028672
"elsődleges","krém","unrelated","word","word",0.098471161947132
"ugrás","rendezni","unrelated","word","word",0.0179452942506299
"farkas","társadalom","unrelated","word","word",0.085373797150802
"álljon meg","ajánlat","unrelated","word","word",NA
"mentség","érzékelő","unrelated","word","word",0.0452835748557458
"kegyelem","remény","unrelated","word","word",0.407400553734016
"méltó","alázatos","unrelated","word","word",0.343824384569179
"jön","kinyilatkoztatás","unrelated","word","word",0.168628886697442
"megerősít","hamu","unrelated","word","word",0.193614194068532
"becsületes","lát","unrelated","word","word",0.129380060513382
"értékelés","békés","unrelated","word","word",0.0878844797499762
"úszás","izgalmas","unrelated","word","word",0.184931551368833
"próba","visszaverődés","unrelated","word","word",0.243971621740241
"megijeszt","ragyog","unrelated","word","word",0.203581988810136
"nyilatkozat","kör","unrelated","word","word",0.158766554007818
"csalódás","hold","unrelated","word","word",0.0762163309191342
"karbantart","táncos","unrelated","word","word",NA
"fogás","banán","unrelated","word","word",0.257956844386674
"megzavar","le-","unrelated","word","word",NA
"eltávolít","vesztes","unrelated","word","word",0.105361612900947
"elfogad","album","unrelated","word","word",0.0476544126193307
"elad","forró","unrelated","word","word",0.0871179847334888
"zsarolás","vese","unrelated","word","word",0.179176912462466
"megvizsgál","lord","unrelated","word","word",0.0867130168525916
"kerület","sértés","unrelated","word","word",0.163854285112443
"hangya","tengeri","unrelated","word","word",0.235339236977366
"menő","nagyapa","unrelated","word","word",0.0900423502537977
"menedék","erős","unrelated","word","word",0.0933420252499157
"főnök","szakács","unrelated","word","word",0.26442648658983
"menekülni","sár","unrelated","word","word",0.128963667068261
"szökevény","öröm","unrelated","word","word",0.056892360140141
"minőség","hívás","unrelated","word","word",0.156539493738025
"megment","ki","unrelated","word","word",0.130676628885831
"helikopter","féreg","unrelated","word","word",0.108234996285035
"megöl","lovasság","unrelated","word","word",0.137447475696687
"hossz","szövetségi","unrelated","word","word",0.133143876873115
"centiméter","teremt","unrelated","word","word",0.141474282919853
"építészmérnök","trükk","unrelated","word","word",0.123592157041494
"osztály","jelölje be","unrelated","word","word",NA
"meztelen","doboz","unrelated","word","word",0.0674299852225983
"milliárd, ezermillió","bokor","unrelated","word","word",NA
"vállalkozó","elégedett","unrelated","word","word",0.210510808869347
"állandóan","gazda","unrelated","word","word",0.165483923034272
"ling","desszert","unrelated","word","word",0.226217827090523
"maximális","pénzügy","unrelated","word","word",0.0926534875694512
"hogy","robot","unrelated","word","word",0.195904407846985
"legenda","válasz","unrelated","word","word",0.118745512918773
"prototípus","boríték","unrelated","word","word",0.190320901061715
"hagyományos","esik","unrelated","word","word",0.122570061558976
"technika","lemondás","unrelated","word","word",0.0824879699658961
"mosómedve","panasz","unrelated","word","word",0.119507101025751
"mondd","száraz","unrelated","word","word",0.0713794776234303
"nevetés","hiábavaló","unrelated","word","word",0.181308570569336
"tud","száj","unrelated","word","word",0.193458928214028
"színház","célja","unrelated","word","word",0.14372078987373
"átruházás","hitel","unrelated","word","word",0.390172013382044
"medalion","vírus","unrelated","word","word",0.102439003537536
"garázs","falatozás","unrelated","word","word",0.154988589672642
"sebészet","szerződés","unrelated","word","word",0.163242464063368
"munka","kanál","unrelated","word","word",0.157796242317503
"mechanikai","bérel","unrelated","word","word",0.0838309277878978
"festő","milliomos","unrelated","word","word",0.30785110669762
"irodalom","vizsgálat","unrelated","word","word",0.167298101767147
"hatalmas","robbanás","unrelated","word","word",0.213829920236505
"nagymama","hold-","unrelated","word","word",NA
"apu","feszültség","unrelated","word","word",0.0807687368439162
"miniszter","szegény","unrelated","word","word",0.0354533297473764
"minisztérium","konkrét","unrelated","word","word",0.141176773503183
"hülye","űrhajós","unrelated","word","word",0.218237988274115
"cinikus","gyűjt","unrelated","word","word",0.180272112271391
"séta","helló","unrelated","word","word",0.134073228568028
"heti","haditengerészeti","unrelated","word","word",0.072703539821777
"hajnal","paranoid","unrelated","word","word",0.104362823638791
"menetrend","vacsora","unrelated","word","word",0.226875408187684
"kommunikáció","büszke","unrelated","word","word",0.122438937943731
"gyakran","megveszteget","unrelated","word","word",0.104675227863233
"ritkán","lassan","unrelated","word","word",0.132075306371169
"súlyosan","font","unrelated","word","word",0.0868381751755499
"bátor","szerencsejáték","unrelated","word","word",0.014300113780459
"globális","rasszista","unrelated","word","word",0.223537648624085
"világ","harag","unrelated","word","word",0.119634277935738
"emberek","stádium","unrelated","word","word",0.124042711642976
"híres","katolikus","unrelated","word","word",0.081602464218552
"cím","kész","unrelated","word","word",0.0311666487661903
"abszurd","naptár","unrelated","word","word",0.0537910939783147
"ismeretlen","leszbikus","unrelated","word","word",0.101243074842211
"néz","fájl","unrelated","word","word",0.105901406649858
"szamuráj","kockázatos","unrelated","word","word",0.109540423973505
"díj","vágy","unrelated","word","word",0.159654667899321
"általában","köhögés","unrelated","word","word",0.143273492037409
"csökkent","siker","unrelated","word","word",0.188613679043743
"december","tanul","unrelated","word","word",0.061892292740659
"virág","előadás","unrelated","word","word",0.0997184576839098
"téli","egyedül","unrelated","word","word",0.132745332335112
"rágás","magán","unrelated","word","word",0.145534587054637
"jövedelem","műhely","unrelated","word","word",0.178318289050032
"győzelem","lámpa","unrelated","word","word",0.0510777149844268
"bezárás","maraton","unrelated","word","word",0.223321779152108
"bezárás","réteg","unrelated","word","word",0.184854228008508
"húzni","képzelet","unrelated","word","word",0.128406294298727
"szánalmas","hormon","unrelated","word","word",-0.0027960335959167
"keleti","aids","unrelated","word","word",0.0773109670331131
"fizetés","hasonló","unrelated","word","word",0.0881127265315663
"kikötő","két","unrelated","word","word",0.166131000282391
"ok","konzervatív","unrelated","word","word",0.0130443630118204
"igen","tengeralattjáró","unrelated","word","word",0.161389690522076
"érettségizni","megye","unrelated","word","word",0.149759061888979
"intelligens","hízeleg","unrelated","word","word",0.18077174784795
"fagy","tábornok","unrelated","word","word",0.114892134893878
"ír","út","unrelated","word","word",0.144714135304317
"írás","dózis","unrelated","word","word",0.139093298600704
"gyilkosság","titkár","unrelated","word","word",0.165075681826704
"önkéntesen","tiltakozás","unrelated","word","word",0.180119030051155
"reális","büntetés","unrelated","word","word",0.150950933493127
"járőr","brutális","unrelated","word","word",0.180481492892808
"erekció","készítmény","unrelated","word","word",0.282706793331559
"hadnagy","jövő","unrelated","word","word",0.12381850012445
"örökké","parancs","unrelated","word","word",0.114478000535639
"örököl","sejt","unrelated","word","word",0.18031386084675
"öröm","hajtás","unrelated","word","word",0.31159963103026
"nemzet","vak","unrelated","word","word",0.102243288106632
"hülyeség","forrás","unrelated","word","word",0.106752635278743
"pszichológiai","véna","unrelated","word","word",0.25100974776963
"csalás","november","unrelated","word","word",0.117853486595954
"összeg","orgazmus","unrelated","word","word",0.226613526957927
"szünet","sugár","unrelated","word","word",0.18237999238617
"iskola","szakértő","unrelated","word","word",0.0945792348412047
"intuíció","seb","unrelated","word","word",0.103394261181407
"elmélet","árverés","unrelated","word","word",0.124280603731582
"nő","újságírás","unrelated","word","word",0.190927939381608
"szőnyeg","mérnök","unrelated","word","word",0.0936598702437613
"páncél","benyomás","unrelated","word","word",0.15278154779789
"vár","biblia","unrelated","word","word",0.105910000535465
"vád","haj","unrelated","word","word",0.195635886406261
"toll","válás","unrelated","word","word",0.151564912684912
"pokol","recepció","unrelated","word","word",0.226984991821431
"rendelés","méh","unrelated","word","word",0.0672470462389676
"kapitány","horgony","unrelated","word","word",0.298529023001746
"őrült","takarmány","unrelated","word","word",0.103794602620515
"szenátus","vendégszeretet","unrelated","word","word",0.191732364447419
"tölt","udvarias","unrelated","word","word",0.0979699562654591
"befektetés","akadály","unrelated","word","word",0.142946427606421
"finanszírozás","makacs","unrelated","word","word",0.0547202163207509
"járvány","parancsnok","unrelated","word","word",0.135081917933355
"alvás","egészség","unrelated","word","word",0.372469424144444
"kemping","medve","unrelated","word","word",0.276271692706815
"madár","éhség","unrelated","word","word",0.119575436574715
"pincérnő","mentés","unrelated","word","word",0.139704278700987
"ding","egészséges","unrelated","word","word",0.145408850815426
"szerkezet","megtagadja","unrelated","word","word",0.110674262060991
"szalonna","aktív","unrelated","word","word",0.148361270409031
"sárga","június","unrelated","word","word",0.0679549410209638
"undorító","választás","unrelated","word","word",0.0536026299579707
"fegyver","beszéd","unrelated","word","word",0.242153771184548
"botrány","pozitív","unrelated","word","word",0.116577431469362
"mínusz","mértékegység","unrelated","word","word",0.308861893872809
"rovar","gáz","unrelated","word","word",0.302477624805967
"jelez","marad","unrelated","word","word",0.118892529082113
"film","millió","unrelated","word","word",0.142937670933549
"kapu","váll","unrelated","word","word",0.199257696289739
"negatív","sisak","unrelated","word","word",0.09042036947829
"kísérlet","önkéntes","unrelated","word","word",0.220669952301896
"leírás","kábel","unrelated","word","word",0.189405395788763
"program","szemben","unrelated","word","word",0.0278014374823186
"kedves","átok","unrelated","word","word",0.124393187542957
"pisztoly","személy","unrelated","word","word",0.166442162162476
"dinamit","számol","unrelated","word","word",0.150129156027348
"bíboros","agy","unrelated","word","word",0.0589037663300989
"szolgáló","késő","unrelated","word","word",0.0516234069607941
"műhold","vadállat","unrelated","word","word",0.161578349575482
"televízió","bolond","unrelated","word","word",0.141324401312624
"fényes","természetes","unrelated","word","word",0.11617779708642
"megért","kém","unrelated","word","word",0.12037574420188
"rakéta","üveg","unrelated","word","word",0.179193980581535
"kommunista","megakadályoz","unrelated","word","word",0.112263931254907
"buli","nyugat","unrelated","word","word",0.0852261042757206
"fiatal","játék","unrelated","word","word",0.148354933138595
"helyi","biztonság","unrelated","word","word",0.136072528844492
"felvétel","rekord","unrelated","word","word",0.198656807533695
"unokatestvér","bónusz","unrelated","word","word",0.194719058878307
"álom","csapda","unrelated","word","word",0.266006808279331
"hit","tünet","unrelated","word","word",0.225813456677729
"szokásos","hűség","unrelated","word","word",0.152670017361663
"szervez","nyisd ki","unrelated","word","word",NA
"nagyon","füst","unrelated","word","word",0.114175920857861
"lyuk","hős","unrelated","word","word",0.15271408944005
"felület","légió","unrelated","word","word",0.0599154506824695
"újságíró","plusz","unrelated","word","word",0.0823488895466424
"stílus","profil","unrelated","word","word",0.217847293467802
"felrobban","taxi","unrelated","word","word",0.144755543627315
"gép","gerinc-","unrelated","word","word",NA
"cowboy","szén","unrelated","word","word",0.169799407817466
"nyúl","nemes","unrelated","word","word",0.142619297293811
"görög","borító","unrelated","word","word",0.087211127862267
"juliet","sebész","unrelated","word","word",0.162578355137402
"helyes","szelep","unrelated","word","word",0.14930655366756
"hosszú","mászik","unrelated","word","word",0.173101570209073
"poros","tenger","unrelated","word","word",0.149520325556189
"kalapács","sütő","unrelated","word","word",0.222822438526401
"konyak","következtetés","unrelated","word","word",0.196670835363211
"homok","tényező","unrelated","word","word",0.234440072273956
"oroszlán","gyilkos","unrelated","word","word",0.18083877563728
"sikátor","védelem","unrelated","word","word",0.110258843489681
"sérülés","irónia","unrelated","word","word",0.151513026877086
"orvos","filmelőzetes","unrelated","word","word",NA
"segít","megbocsát","unrelated","word","word",0.24711146014389
"börtön","afrika","unrelated","word","word",0.217281283538911
"pamut-","naiv","unrelated","word","word",NA
"valami","szó","unrelated","word","word",0.194635584043684
"polgármester","torok","unrelated","word","word",0.0533794730036562
"megsérti","tudatlanság","unrelated","word","word",0.158050698322428
"hús","szoba","unrelated","word","word",0.0917557613726873
"watson","büszkeség","unrelated","word","word",0.0998852199822351
