"bg_cue","bg_target","type","cue_type","target_type","bg_cosine"
"нощ","разрез","unrelated","word","word",0.027964202453308
"проклятие","болки","unrelated","word","word",0.180547880009523
"избухвам","личност","unrelated","word","word",0.149534210265938
"dvd","очаквам","unrelated","word","word",0.1324464500087
"откровение","достойнство","unrelated","word","word",0.25124908749474
"лъжица","графиня","unrelated","word","word",0.135139010586729
"невинни","урина","unrelated","word","word",0.126195715611888
"нисък","кафе","unrelated","word","word",0.0995800181604818
"величество","прост","unrelated","word","word",0.216500008236103
"тегло","среща","unrelated","word","word",0.0543415178290337
"протеин","помощ","unrelated","word","word",0.0815776457977146
"юрисдикция","процедура","unrelated","word","word",0.224655004174732
"уиски","продукт","unrelated","word","word",0.13918404182259
"въглерод","клиника","unrelated","word","word",0.07416739010461
"граждански","правдоподобен","unrelated","word","word",0.255046040592577
"войник","любовник","unrelated","word","word",0.342583189322955
"лаская","работа","unrelated","word","word",0.173998491278495
"прозорец","по обяд","unrelated","word","word",NA
"обвързвам","лук","unrelated","word","word",0.107287411883019
"рана","брат","unrelated","word","word",0.163075006341535
"контакт","успех","unrelated","word","word",0.210402533001356
"обратно","джулиет","unrelated","word","word",0.187487953436936
"вече","коляно","unrelated","word","word",0.103107358213953
"в понеделник","мия","unrelated","word","word",NA
"изход","дължина","unrelated","word","word",0.0961792492191448
"днес","анализ","unrelated","word","word",0.114605107892991
"верига","чувствителен","unrelated","word","word",0.0745248490843911
"шанс","пробив","unrelated","word","word",0.264930526948336
"мечка","членство","unrelated","word","word",-0.0243960555477214
"вътрешен","маркетинг","unrelated","word","word",0.260889489821897
"навън","президент","unrelated","word","word",0.155784991964893
"надявам се","публика","unrelated","word","word",NA
"доверие","работник","unrelated","word","word",0.100211696347835
"диария","рим","unrelated","word","word",0.0827916976256982
"лимонада","външен","unrelated","word","word",-0.00155383277291657
"вселена","юридически","unrelated","word","word",0.171875420132259
"семинар","вилица","unrelated","word","word",0.00956225012610025
"лесбийки","да","unrelated","word","word",0.166224443965807
"състрадателен","спешен случай","unrelated","word","word",NA
"уморен","цена","unrelated","word","word",0.018210499336336
"мнозинство","милост","unrelated","word","word",0.119433359398084
"виж","копие","unrelated","word","word",0.140978779625027
"гражданин","уеб","unrelated","word","word",0.0494541984760589
"наивни","човек","unrelated","word","word",0.161246380488351
"лудост","министър","unrelated","word","word",0.0488679590276265
"сляп","хеликоптер","unrelated","word","word",0.121005704372662
"изпускайте","училище","unrelated","word","word",0.0782842046405591
"говоря","артерия","unrelated","word","word",0.120469547646742
"яд","група","unrelated","word","word",0.0668900239879466
"последвам","брашно","unrelated","word","word",0.0275935808954103
"джунглата","психологически","unrelated","word","word",0.150411762945595
"нисък","обещай","unrelated","word","word",0.0255328409001591
"газ","религия","unrelated","word","word",0.0590108312329892
"маймуна","шампанско","unrelated","word","word",0.124224000514361
"готвач","активирате","unrelated","word","word",0.0844926738143151
"топло","разследване","unrelated","word","word",0.0793480466366018
"кражба","кмет","unrelated","word","word",0.135799744236859
"столица","яке","unrelated","word","word",0.109645531657632
"килограм","красота","unrelated","word","word",0.137658654450111
"сензационен","бизнес","unrelated","word","word",0.184386246366701
"календар","ироничен","unrelated","word","word",0.160755923479847
"барон","параклис","unrelated","word","word",0.214572476659184
"грешка","развитие","unrelated","word","word",0.083083922070784
"гроб","кола","unrelated","word","word",0.122923590895725
"изсушаване","закуска","unrelated","word","word",0.103095879038864
"банда","смях","unrelated","word","word",0.0774367520567836
"стомах","елемент","unrelated","word","word",0.182191364829662
"светкавица","опресняване","unrelated","word","word",0.131627305828953
"романски","затворен","unrelated","word","word",0.139488381094794
"жаба","медал","unrelated","word","word",0.080438413905517
"добре","оценка","unrelated","word","word",0.123404393720253
"оферта","значение","unrelated","word","word",0.0993131418464961
"лорд","финансиране","unrelated","word","word",0.121419892099666
"близо до","преувеличавам","unrelated","word","word",NA
"благотворителност","намирам","unrelated","word","word",0.111539912616025
"резервоар","бойно поле","unrelated","word","word",NA
"тънка","финансиране","unrelated","word","word",0.0219689196677646
"отговорност","нос","unrelated","word","word",-0.0235729686669723
"активен","присъда","unrelated","word","word",0.0575714244218357
"ноември","циничен","unrelated","word","word",0.076487950635465
"свобода","вещица","unrelated","word","word",0.108798779321213
"протест","коняк","unrelated","word","word",0.114209897832574
"стреса","учен","unrelated","word","word",0.122625866154219
"век","спалня","unrelated","word","word",0.135771776108281
"бебе","семейство","unrelated","word","word",0.325090968958915
"агент","специалист","unrelated","word","word",0.339459191317395
"младежта","товар","unrelated","word","word",0.0913570903971477
"концепция","адреналин","unrelated","word","word",0.0914220509093918
"ромео","одобрение","unrelated","word","word",0.13460224359039
"мерна единица","проучване","unrelated","word","word",NA
"барут","куршум","unrelated","word","word",0.329402191907014
"производител","ваксина","unrelated","word","word",0.235624302719664
"разговор","лекар","unrelated","word","word",0.159157600495709
"доброволци","ресторант","unrelated","word","word",0.112509592569821
"уважение","бягство","unrelated","word","word",0.15236922504748
"доказателства","свят","unrelated","word","word",0.155972432632694
"файл","зная","unrelated","word","word",0.12525601193637
"паунд","наука","unrelated","word","word",0.115595531023579
"пустинен","преданост","unrelated","word","word",0.137405913974068
"картофи","спри се","unrelated","word","word",NA
"бавачка","западна","unrelated","word","word",0.0846148249941397
"екстра","наоколо","unrelated","word","word",0.103512380426418
"достатъчно","дебела","unrelated","word","word",0.154498567728304
"заслужават","политик","unrelated","word","word",0.102833667803282
"гордост","пост","unrelated","word","word",0.130889601150175
"печалба","реактор","unrelated","word","word",0.165391785691368
"задника","адрес","unrelated","word","word",0.0737053459808645
"пукнатина","ухо","unrelated","word","word",0.165190969689592
"душа","пробен период","unrelated","word","word",NA
"гълъл","доброволно","unrelated","word","word",NA
"гъска","сладък","unrelated","word","word",0.190788516715381
"къс","агенция","unrelated","word","word",0.044164189647737
"размер","завършвам","unrelated","word","word",0.044669032683282
"връх","нещо","unrelated","word","word",0.0806543650533005
"буш","женски пол","unrelated","word","word",NA
"федерален","момче","unrelated","word","word",0.122083912293842
"ръждясал","в общи линии","unrelated","word","word",NA
"ангел","концерт","unrelated","word","word",0.220249246148144
"скъпи","приготви се","unrelated","word","word",NA
"инат","дух","unrelated","word","word",0.319796736460625
"движение","женен","unrelated","word","word",0.0598335276013104
"река","три","unrelated","word","word",0.180205298229108
"висящ","торнадо","unrelated","word","word",0.116347284166362
"лига","конституция","unrelated","word","word",0.340996542587061
"бомба","гласуване","unrelated","word","word",0.12895085165601
"земетресение","небесен","unrelated","word","word",0.223364595457158
"описвам","отвличат","unrelated","word","word",0.227207061826569
"моден","монитор","unrelated","word","word",0.192979837905887
"магнитен","замръзвам","unrelated","word","word",0.176289918653997
"текущ","протокол","unrelated","word","word",0.272354241332881
"фактор","октомври","unrelated","word","word",0.139881923309278
"психически","причиняването","unrelated","word","word",0.197857742730256
"власт","жестоко","unrelated","word","word",0.131739035375745
"чума","казвам","unrelated","word","word",0.106125682340217
"серия","елегантен","unrelated","word","word",0.147751453347835
"организъм","фантазия","unrelated","word","word",0.179575111441997
"пролет","все още","unrelated","word","word",NA
"въздействие","статуя","unrelated","word","word",0.0674046848679102
"полезен","империя","unrelated","word","word",0.0746510637335892
"глад","близо","unrelated","word","word",0.185549161606827
"жалък","село","unrelated","word","word",0.158658875777572
"вдовица","наследство","unrelated","word","word",0.297129291572573
"единичен","помощник","unrelated","word","word",0.123938345964614
"мъжки","интимен","unrelated","word","word",0.302758356516402
"брутал","булка","unrelated","word","word",0.0836861724379378
"зъл","бързо","unrelated","word","word",0.161501966713729
"звънец","череп","unrelated","word","word",0.229604646939133
"репортер","стил","unrelated","word","word",0.157950439744096
"червен","качество","unrelated","word","word",0.0849945526415568
"остроумен","професионален","unrelated","word","word",0.235058272025279
"изключителен","погребение","unrelated","word","word",0.0834357063432332
"забранен","вероятно","unrelated","word","word",0.110685767027771
"вечен","височество","unrelated","word","word",0.112192199728141
"договор","жълт","unrelated","word","word",0.14793242466156
"диплома","играч","unrelated","word","word",0.144663419580226
"край","предоставят","unrelated","word","word",0.183635257263623
"име","фатален","unrelated","word","word",0.113519431874743
"лисица","мъртъв","unrelated","word","word",0.127063116328372
"кредит","звезда","unrelated","word","word",0.0859061417351168
"откриване","там","unrelated","word","word",0.124517199955947
"вечеря","спокоен","unrelated","word","word",0.104907389693604
"заместник","мускул","unrelated","word","word",0.151153107870283
"опитвам","опасност","unrelated","word","word",0.0578326651127512
"стопяване","забавен","unrelated","word","word",0.119277467552468
"дворец","предположение","unrelated","word","word",0.102023174007561
"южен","жажда","unrelated","word","word",0.0277507498581517
"рекорд","трансфер","unrelated","word","word",0.0765231916213736
"търсенето","нападател","unrelated","word","word",0.116543286221353
"пенсия","неприятни","unrelated","word","word",0.114636659225936
"съмнение","нещастие","unrelated","word","word",0.244520455866391
"клетка","взривяване","unrelated","word","word",0.103138682601773
"заключен","замисъл","unrelated","word","word",0.0695544717088255
"заложник","лоша","unrelated","word","word",0.111128186835027
"защита","генерал","unrelated","word","word",0.174930898708375
"знаменитост","клиент","unrelated","word","word",0.278139667048699
"шум","поздрав","unrelated","word","word",0.252151961910888
"лято","емоционален","unrelated","word","word",0.044462920395972
"инцидент","грандиозен","unrelated","word","word",0.225089180844606
"червей","зима","unrelated","word","word",0.106386415358174
"разпознава","личност","unrelated","word","word",0.259194879675526
"форма","проблем","unrelated","word","word",0.0509595429053347
"опит","дъно","unrelated","word","word",0.0225311363560368
"значение","подпис","unrelated","word","word",0.128629958068831
"сега","електричество","unrelated","word","word",0.165979445367883
"площ","бижу","unrelated","word","word",0.154353508243681
"залез","рак","unrelated","word","word",0.0969444200533773
"нокти","синдром","unrelated","word","word",0.0875383433431003
"играя","политически","unrelated","word","word",0.0794429932557374
"треньор","общност","unrelated","word","word",0.137753012109458
"кукла","опонент","unrelated","word","word",0.128257703660511
"пристигам","тревога","unrelated","word","word",0.164319667518855
"глупак","проповедник","unrelated","word","word",0.35292181766208
"избирам","смес","unrelated","word","word",0.118084394175415
"кандидат","дупето","unrelated","word","word",0.0557616770400377
"кампания","спринцовка","unrelated","word","word",0.218893008995315
"популярен","слаб","unrelated","word","word",0.38878066402465
"прощавам","провал","unrelated","word","word",0.157344854010789
"нло","откуп","unrelated","word","word",0.0958808934008167
"строителство","царство","unrelated","word","word",0.2211180194468
"бутане","огледало","unrelated","word","word",0.146252929918463
"естествено","камъка","unrelated","word","word",0.0779398963872728
"галерия","сграда","unrelated","word","word",0.427882223337499
"конспирация","аларма","unrelated","word","word",0.169006539269096
"подкуп","вътре","unrelated","word","word",0.177755744598089
"оставям","изберете","unrelated","word","word",0.134984553942971
"донасям","достатъчно","unrelated","word","word",0.129066887620051
"мъка","маркуч","unrelated","word","word",0.104396899852347
"запад","забрана","unrelated","word","word",0.106636709569497
"шампион","параграф","unrelated","word","word",0.120466325840161
"смърт","сила","unrelated","word","word",0.228975285875017
"броя","ужасяващо","unrelated","word","word",0.171753600905735
"коментар","талант","unrelated","word","word",0.167078735956507
"империал","красив","unrelated","word","word",0.109943717616782
"династия","знаех","unrelated","word","word",0.12332667272606
"финанси","разумен","unrelated","word","word",0.205037103909934
"банкер","натиск","unrelated","word","word",0.0655605283165995
"човек","под наем","unrelated","word","word",NA
"доза","стомана","unrelated","word","word",0.163992965086524
"преглед","чао","unrelated","word","word",0.0549026368383326
"инструмент","последно","unrelated","word","word",0.0393663273674132
"източник","енергия","unrelated","word","word",0.396770185513998
"умни","мисия","unrelated","word","word",0.0608997627521306
"вълнуващ","че","unrelated","word","word",0.209402022276589
"личен","тийнейджър","unrelated","word","word",0.160153400989153
"инстинкт","легенда","unrelated","word","word",0.177501889766992
"вирус","честност","unrelated","word","word",0.0798270207164585
"данни","лекарство","unrelated","word","word",0.137640457343679
"доклад","затвор","unrelated","word","word",0.12245256259042
"ирония","пари","unrelated","word","word",0.100106300376655
"казвам","резултат","unrelated","word","word",0.110388981128748
"джип","абсурд","unrelated","word","word",0.193558466049962
"рок","сок","unrelated","word","word",0.145573447286367
"анархия","съдия","unrelated","word","word",0.0155032458958712
"командир","нация","unrelated","word","word",0.17253312564776
"епископ","сателит","unrelated","word","word",0.177788435842602
"компас","вярвам","unrelated","word","word",0.19267293882773
"мафия","пистолет","unrelated","word","word",0.133368466633808
"родео","лъжец","unrelated","word","word",0.0712827073196555
"купа","работа","unrelated","word","word",0.196494637302587
"количество","височина","unrelated","word","word",0.232379874279965
"кабинет","функционален","unrelated","word","word",0.231123731920274
"етаж","пътека","unrelated","word","word",0.259062059306418
"въздух","предприемач","unrelated","word","word",0.125678394999902
"пиано","черен дроб","unrelated","word","word",NA
"типичен","батман","unrelated","word","word",0.0308153288437429
"закълни се","учител","unrelated","word","word",NA
"търпелив","футбол","unrelated","word","word",0.132472622588639
"болница","документ","unrelated","word","word",0.107288889517413
"ключ","проверка","unrelated","word","word",0.147611491770085
"шериф","график","unrelated","word","word",0.165302026191229
"библията","с колапс","unrelated","word","word",NA
"превозно средство","езеро","unrelated","word","word",NA
"сума","черен","unrelated","word","word",0.0821597244828001
"рамо","официален","unrelated","word","word",0.10257529346917
"драма","магазин","unrelated","word","word",0.101498521799744
"инспектор","килер","unrelated","word","word",0.20933633815619
"комисия","рано","unrelated","word","word",0.0314892386819307
"софтуер","детство","unrelated","word","word",0.0937168570514363
"навигация","орбита","unrelated","word","word",0.359004761373272
"расистки","пазя","unrelated","word","word",-0.0141749456538854
"магаре","председател","unrelated","word","word",0.0963187334468975
"право","интелигентен","unrelated","word","word",0.103762886760344
"фокус","нож","unrelated","word","word",0.219392078528903
"обиколка","издърпайте","unrelated","word","word",0.106553797983319
"ром","торта","unrelated","word","word",0.330488889058101
"оригинал","император","unrelated","word","word",0.224698487445204
"екипаж","армия","unrelated","word","word",0.209008330343481
"гръбначния стълб","град","unrelated","word","word",NA
"търговско дружество","богат","unrelated","word","word",NA
"тяло","романтичен","unrelated","word","word",0.10513215143765
"охлюв","гориво","unrelated","word","word",0.170597534032683
"кучета","военни","unrelated","word","word",0.261057140663454
"финал","изложба","unrelated","word","word",0.189786864658265
"кралица","празник","unrelated","word","word",0.189497133264029
"красива","сантиметър","unrelated","word","word",0.206408576786025
"чар","интересно","unrelated","word","word",0.0976450237138221
"ситуация","трон","unrelated","word","word",0.0194747154724205
"католически","съвпада","unrelated","word","word",0.151629696958953
"покрийте","яжте","unrelated","word","word",0.392525288316422
"продавач","дискусия","unrelated","word","word",0.0706302333841805
"калибър","платно","unrelated","word","word",0.158730373077192
"куфарче","домашна прислужница","unrelated","word","word",NA
"пикник","коремна","unrelated","word","word",0.102843708439745
"одеяло","обичайно","unrelated","word","word",0.115140728991453
"мит","убиец","unrelated","word","word",0.233001362705899
"диван","артилерия","unrelated","word","word",0.0340332859135419
"сержант","либерал","unrelated","word","word",0.159495768055714
"меки","тест","unrelated","word","word",0.0471024341395668
"хирург","котка","unrelated","word","word",0.0667635568011353
"алкохол","оцелея","unrelated","word","word",0.17788342629158
"възстановяване","памук","unrelated","word","word",0.101746372852195
"семинар","милиард","unrelated","word","word",0.151189764824551
"невъзможен","видео","unrelated","word","word",0.0866286746909529
"терминал","акт","unrelated","word","word",0.245644022481425
"земя","злополука","unrelated","word","word",0.0964730446620052
"терапия","ярък","unrelated","word","word",0.041952638897803
"консервативен","странен","unrelated","word","word",0.376652032098233
"член","победа","unrelated","word","word",0.0726061584452902
"такси","цивилизация","unrelated","word","word",0.0452744502905022
"мошеник","глух","unrelated","word","word",0.256877736376539
"изкуство","автобус","unrelated","word","word",0.0065139622192358
"речник","алфа","unrelated","word","word",0.0253171203662174
"характер","буря","unrelated","word","word",0.10885886115421
"наказание","таймер","unrelated","word","word",0.124369618338331
"подводница","теория","unrelated","word","word",0.143466428962614
"добре","клетва","unrelated","word","word",0.126505296820776
"параноид","пламък","unrelated","word","word",0.139365588578408
"чесън","цигаре","unrelated","word","word",0.228013883541096
"дракон","количество","unrelated","word","word",0.100366706496374
"лъжа","вчера","unrelated","word","word",0.132539561417447
"омраза","гараж","unrelated","word","word",0.136003923579793
"любовница","корпорация","unrelated","word","word",0.218346347179465
"магазин","уволнение","unrelated","word","word",0.0907307208779339
"пътник","известен","unrelated","word","word",0.156739063699882
"магия","течност","unrelated","word","word",0.267930832353747
"татко","университет","unrelated","word","word",0.141388140386752
"кетчуп","изявление","unrelated","word","word",0.146037554350449
"минимален","престъпление","unrelated","word","word",0.135522133357466
"малко","парче","unrelated","word","word",0.268019754551861
"храм","изнудване","unrelated","word","word",0.085851559435402
"сиропиталище","упражнение","unrelated","word","word",0.14022047923688
"контрол","записване","unrelated","word","word",0.198863506265142
"реклама","гора","unrelated","word","word",0.187350497139988
"помпа","обувки","unrelated","word","word",0.151851166896476
"йога","морфин","unrelated","word","word",0.135828729895245
"пчелен мед","печеля","unrelated","word","word",NA
"физика","сенатор","unrelated","word","word",0.132450583317444
"робот","пилот","unrelated","word","word",0.288717381217978
"трофей","халюцинация","unrelated","word","word",0.117723722549205
"артефакт","предавател","unrelated","word","word",0.317311487959067
"фаза","прескачане","unrelated","word","word",0.241191359463616
"свинско","очевидно","unrelated","word","word",0.0778233091065741
"регионален","доверие","unrelated","word","word",0.094242582874208
"място","отивам","unrelated","word","word",0.203702519911648
"желязо","змия","unrelated","word","word",0.109253690975083
"километър","предател","unrelated","word","word",0.157548087078158
"технически","линг","unrelated","word","word",0.133838314579735
"кошмар","телефон","unrelated","word","word",0.193031785170835
"тоалетна","триъгълник","unrelated","word","word",0.123743735951292
"катерица","постоянно","unrelated","word","word",0.106001055500736
"бедност","нещо объркване","unrelated","word","word",NA
"телескоп","танци","unrelated","word","word",0.126398800111367
"камера","алиби","unrelated","word","word",0.141176981524303
"милион","харча","unrelated","word","word",0.211189392150996
"прошка","защитавам","unrelated","word","word",0.154932199528746
"бъдеще","противопоставям се","unrelated","word","word",NA
"посолство","свирка","unrelated","word","word",0.0372795870207834
"посланик","хирургия","unrelated","word","word",0.117681592715697
"плюс","пясък","unrelated","word","word",0.162823080623472
"втори","корпус","unrelated","word","word",0.191770025890187
"вкус","галактика","unrelated","word","word",0.0142679683711192
"задача","трябва","unrelated","word","word",0.257054544547379
"обмисли","дежурство","unrelated","word","word",0.105308777985423
"тайна","вреда","unrelated","word","word",0.204277617081575
"чисто","прост","unrelated","word","word",0.179858838528633
"стар","неочаквано","unrelated","word","word",0.121453868543749
"старши","поверителност","unrelated","word","word",0.193928250006154
"изключително","състрадание","unrelated","word","word",0.196424654629532
"вкусно","петрол","unrelated","word","word",0.127647092886659
"сухо","карта","unrelated","word","word",0.0985260682578776
"момчета","насекомо","unrelated","word","word",0.0899592285316471
"момиче","гонитба","unrelated","word","word",0.0750661008329279
"екран","планина","unrelated","word","word",0.00423833280643579
"аспирин","войн","unrelated","word","word",0.112080526753573
"пират","сняг","unrelated","word","word",0.0754997798377245
"хотел","предизвикателство","unrelated","word","word",0.086256907260129
"пчела","химилка","unrelated","word","word",NA
"библиотека","скорост","unrelated","word","word",0.147848997042655
"джаз","изчезване","unrelated","word","word",0.111730199934582
"певица","събрание","unrelated","word","word",0.0825137309056404
"нерв","акцент","unrelated","word","word",0.160693363891565
"еволюция","декември","unrelated","word","word",0.0815988010340171
"облак","лишаване от свобода","unrelated","word","word",NA
"жив","рожден ден","unrelated","word","word",NA
"бонус","периметър","unrelated","word","word",0.149997668078515
"йобел","стратегия","unrelated","word","word",NA
"наемник","инфекция","unrelated","word","word",0.0787610919307401
"наемател","неделя","unrelated","word","word",0.0885414516766023
"всъщност","божествено","unrelated","word","word",0.197118305199728
"дясно","някъде","unrelated","word","word",0.131326660014123
"нараства","пръстов отпечатък","unrelated","word","word",NA
"предназначение","горен","unrelated","word","word",0.1681915341073
"търсене","поведение","unrelated","word","word",0.179637900572532
"кръгъл","безплатно","unrelated","word","word",0.16156874496237
"жертва","десетилетие","unrelated","word","word",0.175016785226266
"абсолютно","събитие","unrelated","word","word",0.160761710166064
"паяк","избори","unrelated","word","word",0.0389672778333376
"просто","отзад","unrelated","word","word",0.206213933757587
"наследство","експрес","unrelated","word","word",0.129059565080102
"пулс","благодарение","unrelated","word","word",0.0885632855381277
"бутон","вдлъбнатина","unrelated","word","word",0.254004459817325
"технология","новини","unrelated","word","word",0.0814594204496294
"страна","страхотен","unrelated","word","word",0.10863407553411
"небе","лимузина","unrelated","word","word",0.0758215379944715
"впечатляващ","организиране","unrelated","word","word",0.154530035578857
"събота","правосъдие","unrelated","word","word",0.139771139119068
"анонимен","вестник","unrelated","word","word",0.197866808267943
"внезапно","тенис","unrelated","word","word",0.118924720084258
"неудобно","повърхност","unrelated","word","word",0.152341211346602
"притеснен","ракета","unrelated","word","word",0.054538169550862
"неспособност","извинение","unrelated","word","word",0.115677734746809
"несправедливост","избирател","unrelated","word","word",0.139147819160269
"нещастен","отвратителен","unrelated","word","word",0.524534159214997
"нищо","алея","unrelated","word","word",0.0862290729948528
"хаос","треска","unrelated","word","word",0.128453021183864
"канал","наляво","unrelated","word","word",0.132849685593977
"меч","програма","unrelated","word","word",0.0799537390932132
"здрави","безопасност","unrelated","word","word",0.281635893418632
"устие","среща","unrelated","word","word",0.176433129307648
"кърпа","признавам","unrelated","word","word",0.0962146054149804
"никога","океан","unrelated","word","word",0.175263275515219
"другаде","слуга","unrelated","word","word",0.161986983456651
"оплакване","сос","unrelated","word","word",0.155586268539469
"гаранция","слънце","unrelated","word","word",0.16397282298953
"нормално","долар","unrelated","word","word",0.141371474030739
"кражба","биологичен","unrelated","word","word",0.111136316024676
"обикновен","риболов","unrelated","word","word",0.0857359768300792
"окръг","реален","unrelated","word","word",0.158918896651483
"смущение","продажба","unrelated","word","word",0.052286439846755
"оборудване","замък","unrelated","word","word",0.0916647850300562
"здраве","ван","unrelated","word","word",0.0079868126722936
"зареждане","летя","unrelated","word","word",0.11695020526494
"общество","филм","unrelated","word","word",0.0983979699207596
"лека закуска","гръм","unrelated","word","word",NA
"размисъл","държава","unrelated","word","word",0.111409110547761
"инсулт","вратичка","unrelated","word","word",0.0858079999799868
"стена","частица","unrelated","word","word",0.165642052931283
"голям","ядрен","unrelated","word","word",0.326358281240787
"пръстен","експлозивни","unrelated","word","word",0.199465284712927
"разрешение","безсилен","unrelated","word","word",0.0905292291793559
"в морето","практически","unrelated","word","word",NA
"септември","риба","unrelated","word","word",0.068487165670193
"тон","крал","unrelated","word","word",0.093952252630779
"рискова","витамин","unrelated","word","word",0.190087868176922
"риск","лейтенант","unrelated","word","word",0.0634644187061176
"профил","безсмислено","unrelated","word","word",0.0754988529555826
"враг","преднамерено","unrelated","word","word",0.232436863193288
"пресни","седнете","unrelated","word","word",0.0974173549622615
"зелено","вяра","unrelated","word","word",0.137422319571995
"планета","грозливо","unrelated","word","word",NA
"подреждане","депресия","unrelated","word","word",0.135671279219289
"арсенал","къмпинг","unrelated","word","word",0.181355742387503
"пистолет","пълно","unrelated","word","word",0.107330822777756
"престой","пристанище","unrelated","word","word",0.159528520646214
"отвличане","гледам","unrelated","word","word",0.0827699156010408
"гаден","сонда","unrelated","word","word",0.0192062473322285
"мръсни","егоистичен","unrelated","word","word",0.229371318871458
"отговор","унищожаване","unrelated","word","word",0.131034881636518
"фронт","журналист","unrelated","word","word",0.185690346669615
"въведете","примамка","unrelated","word","word",0.14297321157571
"похитител","салата","unrelated","word","word",0.0140214449984215
"навън","дъвча","unrelated","word","word",0.130805922683698
"пристигане","жалко","unrelated","word","word",0.0798958483775181
"положителен","екип","unrelated","word","word",0.132801138684512
"присъствие","инструмент","unrelated","word","word",0.0396094307264517
"на бюро","месечен цикъл","unrelated","word","word",NA
"официално","разходка","unrelated","word","word",0.158370196175881
"на живо","саботаж","unrelated","word","word",NA
"наблюдение","млад","unrelated","word","word",0.0814248426225928
"възхищавам се","идвам","unrelated","word","word",NA
"изчакайте","динамит","unrelated","word","word",0.0914975978120881
"атрактивен","снимка","unrelated","word","word",0.135014698981943
"ясно","слагам","unrelated","word","word",0.149351653764145
"държа се","извънземно","unrelated","word","word",NA
"плик","шега","unrelated","word","word",0.11300997847901
"пръст на ръката","тунел","unrelated","word","word",NA
"кабина","структура","unrelated","word","word",0.272995821959942
"коприна","сервитьорка","unrelated","word","word",0.133801016015891
"раздел","манастир","unrelated","word","word",0.171293578642724
"църква","тел","unrelated","word","word",0.0542639945239796
"свръхестествено","легло","unrelated","word","word",0.14687049647092
"пари в брой","писателка","unrelated","word","word",NA
"код","потвърждение","unrelated","word","word",0.264744116662989
"рецепция","манастир","unrelated","word","word",0.119861149229697
"червило","чувство","unrelated","word","word",0.152934950555306
"фрагмент","венера","unrelated","word","word",0.181274168368596
"билет","психология","unrelated","word","word",0.0926577786608309
"пазарство","разходка","unrelated","word","word",NA
"влагалище","репутация","unrelated","word","word",0.0695002979150463
"радиус","печка","unrelated","word","word",0.128742301366919
"гледка","подслон","unrelated","word","word",0.22210737265588
"албум","битка","unrelated","word","word",0.0612622771172919
"въглища","въже","unrelated","word","word",0.203241274711978
"печалба","наскоро","unrelated","word","word",0.0193570927779297
"фурна","минало","unrelated","word","word",0.0313707533342818
"астронат","дъсти","unrelated","word","word",NA
"четене","комунистически","unrelated","word","word",0.184760448888844
"поет","евтини","unrelated","word","word",0.105745760160604
"телеграма","закриване","unrelated","word","word",0.0595995791184851
"пушка","бар","unrelated","word","word",0.166170172282331
"въпрос","вълка","unrelated","word","word",0.0703053456435484
"прочети","ръчна ръкавица","unrelated","word","word",NA
"трезвен","лекуване","unrelated","word","word",0.159497000943695
"пожар","комедия","unrelated","word","word",0.105341093679057
"хълм","област","unrelated","word","word",0.210459295749964
"подготовка","в противен случай","unrelated","word","word",NA
"цимент","дамски","unrelated","word","word",0.188039926234447
"котва","броня","unrelated","word","word",0.224384831320731
"плаша","хищник","unrelated","word","word",0.188177832329715
"внук","играчка","unrelated","word","word",0.251752787634362
"ябълка","фалшив","unrelated","word","word",0.0706320990226571
"купа","убийство","unrelated","word","word",0.100037309814209
"ударение","хив","unrelated","word","word",0.0968452897460224
"мишка","портал","unrelated","word","word",0.0879366920406603
"парадайз","първичен","unrelated","word","word",0.177334968073414
"полунощ","плод","unrelated","word","word",0.0363002124792819
"победа","игра","unrelated","word","word",0.384967609262424
"загубеняк","верен","unrelated","word","word",0.218197971727437
"становище","решителност","unrelated","word","word",0.208734178219265
"частни","скандал","unrelated","word","word",0.114644301824452
"слой","образование","unrelated","word","word",0.131207666607507
"копаене","бостън","unrelated","word","word",0.0490112232849645
"ковчег","техника","unrelated","word","word",0.0696872264290916
"под наем","шапка","unrelated","word","word",NA
"похвали","америка","unrelated","word","word",0.126206304506847
"запази","водка","unrelated","word","word",0.0926608997283291
"обслужване","комуникация","unrelated","word","word",0.300622607221808
"промяната","доход","unrelated","word","word",0.121324631476389
"печат","продължи","unrelated","word","word",0.0616935864104505
"убежище","символ","unrelated","word","word",0.237485198628451
"желание","момичета","unrelated","word","word",0.1015153084999
"позволява","съдържание","unrelated","word","word",0.201958583788159
"поздравявам","реалистични","unrelated","word","word",0.0330985721336548
"статус","власт","unrelated","word","word",0.262896394065392
"хазарт","огърлица","unrelated","word","word",0.172307428651583
"кацане","финанси","unrelated","word","word",0.0665365757336789
"политика","ревност","unrelated","word","word",0.244014154981592
"журналистика","състезание","unrelated","word","word",0.244490975108581
"критични","уникален","unrelated","word","word",0.150933789186502
"общ","ядене","unrelated","word","word",0.0722820164508359
"забрана","местни","unrelated","word","word",0.148980229032609
"поддържа","телевизия","unrelated","word","word",0.0577159387488628
"помогне","поддръжка","unrelated","word","word",0.113842352873452
"секретар","четвърто","unrelated","word","word",0.253201563834323
"портал","полковник","unrelated","word","word",0.136943722811804
"джоб","церемония","unrelated","word","word",0.0483738098066705
"команда","рядко","unrelated","word","word",0.0319625417669722
