ro_cue,ro_target,type,cue_type,target_type,ro_cosine
casă,intervenție chirurgicală,unrelated,word,word,
permisiune,cinic,unrelated,word,word,0.00364305440362534
legiune,roti,unrelated,word,word,0.093356706355774
venă,rareori,unrelated,word,word,0.108007596586708
cavalerie,accent,unrelated,word,word,0.0980229203447897
întrebare,diavol,unrelated,word,word,0.0532888467395353
mercenar,nisip,unrelated,word,word,0.0542103803050234
ajutare,titlu,unrelated,word,word,0.0869482299479622
concluzie,recunoștință,unrelated,word,word,0.127671878544096
mediu,dragoste,unrelated,word,word,0.0891256317080757
încearcă,castel,unrelated,word,word,0.0800856934632903
atenţie,toamnă,unrelated,word,word,0.114170964047601
mulțime,samurai,unrelated,word,word,0.0320420541154041
cutie,cardinal,unrelated,word,word,0.122038514054367
club,clasic,unrelated,word,word,0.148446860391147
regiment,sta jos,unrelated,word,word,
arenă,preda,unrelated,word,word,0.122426312230405
păr,watson,unrelated,word,word,0.104218546258588
cameră,prietenie,unrelated,word,word,0.0880647086956656
milion,rață,unrelated,word,word,0.135432055049563
alb,șofer,unrelated,word,word,0.129030285286585
mită,fete,unrelated,word,word,0.147848769502534
izbi,femelă,unrelated,word,word,0.124668459727419
mire,propoziție,unrelated,word,word,0.092314232479209
construcție,lumânare,unrelated,word,word,0.14366110458474
săpa,fotbal,unrelated,word,word,0.128511020616114
industrie,alfa,unrelated,word,word,0.0772993524152075
vânzător,bucurie,unrelated,word,word,0.0820007383561264
salut,mașină,unrelated,word,word,0.0789211602250011
numărare,glonţ,unrelated,word,word,0.0910444273550316
ochelari,auzi,unrelated,word,word,0.115491028604711
comandant,infecţie,unrelated,word,word,0.0915381798051825
vehicul,credinţă,unrelated,word,word,0.0820629142388732
încărcătură,solar,unrelated,word,word,0.111439882243687
podea,grec,unrelated,word,word,0.129484868990977
mafie,ou,unrelated,word,word,0.0424603199901408
motiv,electricitate,unrelated,word,word,0.141388951595188
ritual,mămică,unrelated,word,word,0.00361548637039085
obstacol,uniformă,unrelated,word,word,0.0421306382185414
urma,circ,unrelated,word,word,0.104946899453479
buză,scriitor,unrelated,word,word,-0.00463952121243036
stomac,poker,unrelated,word,word,0.114148515688821
zahăr,vreodată,unrelated,word,word,0.133911886056239
catolic,sugera,unrelated,word,word,0.142017313128266
grădină zoologică,atitudine,unrelated,word,word,
capitală,romantic,unrelated,word,word,0.0272282452205464
cultură,agitat,unrelated,word,word,0.107154481521681
spital,dezvoltare,unrelated,word,word,0.0966126315337846
deschide,echipă,unrelated,word,word,0.061383490526286
blocat,artilerie,unrelated,word,word,0.101299607069935
cabinet,continua,unrelated,word,word,0.104410861749091
ceașcă,fără valoare,unrelated,word,word,
rom,departe,unrelated,word,word,0.133523693782302
fierbinte,procedură,unrelated,word,word,0.0539234918583839
comisie,imperiu,unrelated,word,word,0.0822003772945634
rasist,performanţă,unrelated,word,word,0.0951355543185675
răbdare,hiv,unrelated,word,word,0.0467689802279455
total,chelneriţă,unrelated,word,word,0.0918606524508638
absolut,jefui,unrelated,word,word,0.120156126394383
software,înfometat,unrelated,word,word,0.0860364743269943
focus,interzice,unrelated,word,word,0.0336320528635162
confirmare,profesionist,unrelated,word,word,0.0706061139391486
întotdeauna,calculator,unrelated,word,word,0.0839822573444381
lege,copilărie,unrelated,word,word,0.0955260574933128
merge mai departe,maioneză,unrelated,word,word,
opus,delicios,unrelated,word,word,0.082726754057266
orfelinat,cauză,unrelated,word,word,0.098482885990019
original,promisiune,unrelated,word,word,0.0944978560524646
greșit,eveniment,unrelated,word,word,0.125890123353117
baron,agenţie,unrelated,word,word,0.0904098878938782
monstru,capelă,unrelated,word,word,0.0637377587629587
rău,mic dejun,unrelated,word,word,
risc,ud,unrelated,word,word,0.129490687511962
riscant,urină,unrelated,word,word,0.104403998775991
orb,personalitate,unrelated,word,word,0.130697126101312
secol,contrar,unrelated,word,word,0.100453976246893
victorie,cuţit,unrelated,word,word,0.0782771595065168
proteja,structură,unrelated,word,word,0.113294852223346
protest,supravieţui,unrelated,word,word,0.110532928667836
sosire,gorilă,unrelated,word,word,0.0427355329189815
curaj,sondă,unrelated,word,word,0.0110175519324573
progres,creştin,unrelated,word,word,0.143951074192878
cip,plimbare,unrelated,word,word,0.141539576567257
suferi,fermecător,unrelated,word,word,0.0331349593915614
similar,fiu,unrelated,word,word,0.0567843448678261
ping,sticla,unrelated,word,word,0.0885318153768393
demisie,reîmprospăta,unrelated,word,word,0.108463594109976
conflict,colonel,unrelated,word,word,0.143132911680078
întrerupe,învineți,unrelated,word,word,
dumnezeu,afacere,unrelated,word,word,0.10769051929456
livră,idiot,unrelated,word,word,0.141714047494457
caritate,minut,unrelated,word,word,0.0478437730182197
pictare,adrenalină,unrelated,word,word,0.062224353252526
coșmar,parfum,unrelated,word,word,0.114283087216855
fustă,investigator,unrelated,word,word,0.071859842145387
alcool,fericit,unrelated,word,word,0.11647780499653
treaz,larg,unrelated,word,word,0.149168463918558
gâscă,cu greutate,unrelated,word,word,
cenușă,salutare,unrelated,word,word,0.13816457871386
ruginit,mai sus,unrelated,word,word,
praf de puşcă,fugar,unrelated,word,word,
ochi,răspuns,unrelated,word,word,0.11103851109513
vest,preparate,unrelated,word,word,0.11858482602476
sănătate,forță,unrelated,word,word,0.0779220629946108
influență,triplu,unrelated,word,word,0.0663639355754537
util,doamnă,unrelated,word,word,0.104290174833108
campanie,coniac,unrelated,word,word,0.122712752387418
magnetic,ordin,unrelated,word,word,0.137428113709588
la modă,înregistrare,unrelated,word,word,
mintal,bar,unrelated,word,word,0.109937130424011
rezervor,încarcerare,unrelated,word,word,0.107396523861326
ieșire,mincinos,unrelated,word,word,0.0551149600174819
ciumă,dormi,unrelated,word,word,0.113723071219888
echipamente,sincer,unrelated,word,word,0.141882266058477
observație,tron,unrelated,word,word,0.0369219712679172
într-un final,barcă,unrelated,word,word,
subestima,microfon,unrelated,word,word,0.00659337225027609
mândru,heroină,unrelated,word,word,0.0698918050325652
spânzurare,antreprenor,unrelated,word,word,0.130766200394745
galerie,drog,unrelated,word,word,0.0802523521025452
descriere,linge,unrelated,word,word,0.0870527287821905
speranţă,albastru,unrelated,word,word,0.141502065989896
loial,nuclear,unrelated,word,word,0.0822353303522352
realitate,copac,unrelated,word,word,0.124350130489496
încet,guvern,unrelated,word,word,0.0758315350678523
colonie,homosexual,unrelated,word,word,0.11700319169378
impresie,metal,unrelated,word,word,0.119679475234158
perete,manipulare,unrelated,word,word,0.0976341245140886
carnaval,vrednic,unrelated,word,word,0.112409158915381
scârbos,tunet,unrelated,word,word,0.108350208931082
financiar,calitate,unrelated,word,word,0.0840480913200997
căuta,unt,unrelated,word,word,0.0483577732643884
adn,scandal,unrelated,word,word,0.0572290584301857
rechin,parolă,unrelated,word,word,0.024895374798482
vânătoare,colaps,unrelated,word,word,0.0865429266349784
plantă,acord,unrelated,word,word,0.0159089047027787
ateriza,stil,unrelated,word,word,0.131449479697413
putere,cafea,unrelated,word,word,0.0864809345566941
etern,transfer,unrelated,word,word,0.135275194968773
în mod liber,acolo,unrelated,word,word,
engleză,reduce,unrelated,word,word,0.0819835837592716
juca,fax,unrelated,word,word,0.131019635318648
colecta,tăcere,unrelated,word,word,0.115383890430718
natural,miliard,unrelated,word,word,0.108032047190001
moale,câştigător,unrelated,word,word,0.0598114067680759
băieți,monitor,unrelated,word,word,0.129251089514003
naţional,copie,unrelated,word,word,0.12846111375828
intra,gât,unrelated,word,word,0.0578688342834267
administrație,păstrare,unrelated,word,word,0.14519072243821
kilogram,intim,unrelated,word,word,0.0483345915304842
excelent,trupă,unrelated,word,word,0.119262566628464
roman,rezonabil,unrelated,word,word,0.126233161337552
iluzie,adiţional,unrelated,word,word,0.106058608999662
sandwich,folosi,unrelated,word,word,0.0785287318550053
pânză,marţi,unrelated,word,word,0.09822158100199
satisfăcut,temporizator,unrelated,word,word,0.0782540542805851
golf,împrumut,unrelated,word,word,0.137346482195817
cască,fructe,unrelated,word,word,0.135500591189181
scăzut,mărturisi,unrelated,word,word,0.118789815695888
majestate,deget mare,unrelated,word,word,
crăpătură,psihologie,unrelated,word,word,0.0940090073921476
crăciun,depozit de arme,unrelated,word,word,
decent,dispozitiv,unrelated,word,word,0.13348811272085
teribil,lider,unrelated,word,word,0.0624522072624804
carbon,adăpost,unrelated,word,word,0.038899358575504
profit,scris,unrelated,word,word,0.116271917994342
punct,milă,unrelated,word,word,0.111783065077777
date,absurd,unrelated,word,word,0.095496763489787
patrimoniu,iulie,unrelated,word,word,0.104923228751943
doză,document,unrelated,word,word,0.0487925606699268
examinare,barbă,unrelated,word,word,0.0566530315900954
ustensilă,beat,unrelated,word,word,0.0563588229421251
incitant,în mod direct,unrelated,word,word,
personal,sete,unrelated,word,word,0.145640972421095
instinct,şcoală,unrelated,word,word,0.101060616833994
finanța,suspect,unrelated,word,word,0.0897088109065699
examina,da,unrelated,word,word,0.0964874203658415
truc,indica,unrelated,word,word,0.0405705265747179
reporter,înot,unrelated,word,word,0.135956574439456
plăcere,local,unrelated,word,word,0.104874729287873
instanță,substitut,unrelated,word,word,0.121415158686995
lapte,mărturie,unrelated,word,word,0.0959933467842759
romeo,conţinut,unrelated,word,word,0.133543030485491
iunie,cruzime,unrelated,word,word,0.109477931491308
urca,finanțarea,unrelated,word,word,0.109288562808106
răzbunare,bumbac,unrelated,word,word,0.0701206713667579
regină,suc acidulat,unrelated,word,word,
regal,preț,unrelated,word,word,0.118118310313516
recunoaşte,în cele din urmă,unrelated,word,word,
lord,confidențialitate,unrelated,word,word,0.0549262180665001
chiriaş,fund,unrelated,word,word,0.073410696236545
primul,jigni,unrelated,word,word,0.0962202311839324
membru,final,unrelated,word,word,0.134178518156797
seminar,carne,unrelated,word,word,0.0184388936955295
mit,expoziţie,unrelated,word,word,0.114220505423683
mărime,necunoscut,unrelated,word,word,0.0993955535829411
probabilitate,pregăti,unrelated,word,word,0.0939067437385149
balaur,absență,unrelated,word,word,0.0877171494939523
rinichi,pa,unrelated,word,word,0.0711781932967201
regional,tort,unrelated,word,word,0.0976167388970535
singur,fluid,unrelated,word,word,0.112246813438877
scurt,masaj,unrelated,word,word,0.112913865279591
ură,reușire,unrelated,word,word,
gustare,prototip,unrelated,word,word,0.0642147229017489
robot,de obicei,unrelated,word,word,
playboy,zonă,unrelated,word,word,0.0675260182019903
bonă,importanţă,unrelated,word,word,0.147410290780591
divorț,periculos,unrelated,word,word,-0.000526800543478594
singur,poziţie,unrelated,word,word,0.0631782987745802
yoga,tunel,unrelated,word,word,0.0810027760450593
şerif,planificare,unrelated,word,word,0.0572113575979286
mâncare,comisar,unrelated,word,word,0.031161191551726
porc,plecare,unrelated,word,word,0.100159929040977
artefact,răcorit,unrelated,word,word,0.0725215169255545
conferinţă,atacator,unrelated,word,word,0.0529863099322962
kilometru,onoare,unrelated,word,word,0.0419122910016731
eroare,brânză,unrelated,word,word,0.105198737044489
combinaţie,vindeca,unrelated,word,word,0.0929530638292138
umil,comunicare,unrelated,word,word,0.127656802326522
numerar,destin,unrelated,word,word,0.0826498742332542
ecran,devreme,unrelated,word,word,0.0795196237039132
mâine,părinte,unrelated,word,word,0.120538503475323
aspirină,orbită,unrelated,word,word,0.0860337931694294
tătic,producție,unrelated,word,word,0.118752691098109
bibliotecă,ieftin,unrelated,word,word,0.0992195300793091
jazz,coastă,unrelated,word,word,0.110146257094582
evoluţie,vărul,unrelated,word,word,0.102228495568826
secret,civilizaţie,unrelated,word,word,0.0853852326351135
nud,înfrângere,unrelated,word,word,0.0447572013917107
țară,descriere,unrelated,word,word,0.128662671737048
faringe,căpitan,unrelated,word,word,0.129031387541587
necesar,sac,unrelated,word,word,0.0945845431976717
îngrijorat,înălţime,unrelated,word,word,0.133909630584141
miezul nopţii,trimite,unrelated,word,word,
sănătos,scuza,unrelated,word,word,0.0979015456622123
atomic,vale,unrelated,word,word,0.1420263636582
clar,actor,unrelated,word,word,0.128764447568226
mare,episod,unrelated,word,word,0.118472347573722
masă de birou,oţel,unrelated,word,word,
în mod oficial,ventilare,unrelated,word,word,
cărbune,alteță,unrelated,word,word,0.0981221232464602
usturoi,închis,unrelated,word,word,0.0651139280937407
aranja,program,unrelated,word,word,0.137060943451104
proprietate,ceresc,unrelated,word,word,0.141659376417994
aer,familie,unrelated,word,word,0.0788458331158278
suferinţă,motor,unrelated,word,word,0.0632083372820463
artist,bate,unrelated,word,word,0.0779925346778235
vagin,divizie,unrelated,word,word,0.0696447542838756
rază,anticipa,unrelated,word,word,0.0935809016334266
fază,mic,unrelated,word,word,0.132029825530384
personaj,sensibil,unrelated,word,word,0.134978202522068
imagine,hidrogen,unrelated,word,word,0.0986311535618381
dicţionar,stare de rău,unrelated,word,word,
sexual,întâmpla,unrelated,word,word,0.0188571739242065
fragment,furios,unrelated,word,word,0.117486239356877
astronaut,veni,unrelated,word,word,0.0229709002529054
ciment,lume,unrelated,word,word,0.100470968380133
politică,hamburger,unrelated,word,word,0.0510672318006005
jurnalism,pat,unrelated,word,word,0.141111682362451
statut,jegos,unrelated,word,word,0.140115123918031
neajutorat,meci,unrelated,word,word,0.146709772702146
literalmente,detectiv,unrelated,word,word,0.12003177960396
gata,diferit,unrelated,word,word,0.144110639756285
cancelar,tehnică,unrelated,word,word,0.0432035195128651
secundar,recompensă,unrelated,word,word,0.0715398568520621
prinţesă,aduna,unrelated,word,word,0.00532283289694728
celulă,stop,unrelated,word,word,0.0927590492542942
ostatic,legume și fructe,unrelated,word,word,
privat,şobolan,unrelated,word,word,0.14656763788248
nobel,țesut,unrelated,word,word,0.124665724335117
încurcătură,senator,unrelated,word,word,0.0224878765243982
amator,spate,unrelated,word,word,0.0767095916209561
interzis,rezultat,unrelated,word,word,0.0871014928427955
garanție,sediu,unrelated,word,word,0.140540601890864
regulă,contesă,unrelated,word,word,0.114149491449257
model,de urgență,unrelated,word,word,
medical,pălărie,unrelated,word,word,0.0588124448223325
apăsa,foarte,unrelated,word,word,0.142003357783842
introduce,mort,unrelated,word,word,0.0589544757229118
cantitate,merge,unrelated,word,word,0.0720184637551664
jumătate,a rezista,unrelated,word,word,
contaminare,investitor,unrelated,word,word,0.10783827354796
furie,închiriere,unrelated,word,word,0.0912597549821921
optimist,perimetru,unrelated,word,word,0.126680727446685
față,într-adevăr,unrelated,word,word,
crește,alee,unrelated,word,word,0.126319166878161
proaspăt,scăpa,unrelated,word,word,0.146649896931097
angajare,final,unrelated,word,word,0.130319539215876
rezolvare,mănăstire,unrelated,word,word,0.0855287874160818
carieră,lacăt,unrelated,word,word,0.0586675747944566
sărac,inspecţie,unrelated,word,word,0.0518093873144991
conduce,pantof,unrelated,word,word,0.0507522497627183
fura,sută,unrelated,word,word,0.109496148997117
furt,undeva,unrelated,word,word,0.0815429450491932
lanţ,determinare,unrelated,word,word,0.0832148002217957
întoarce,patrulă,unrelated,word,word,0.14801577439649
spionaj,negru,unrelated,word,word,0.123885987025123
securitate,simplu,unrelated,word,word,0.127460318788626
ancoră,america,unrelated,word,word,0.0283715342405566
pirat,protocol,unrelated,word,word,0.112805775393619
pensie,a confirma,unrelated,word,word,
licitaţie,teorie,unrelated,word,word,0.0684992699216073
ninja,batistă,unrelated,word,word,0.0120335991334914
erou,închide,unrelated,word,word,0.066684776859142
tatuaj,minus,unrelated,word,word,0.0841014863088994
calendar,prinţ,unrelated,word,word,0.0616330031381993
geniu,trecut,unrelated,word,word,0.0950385436605298
în siguranță,acuzație,unrelated,word,word,
parlament,îngheţa,unrelated,word,word,0.111093294615722
guvernator,sacou,unrelated,word,word,0.0658856053644944
refugiu,televiziune,unrelated,word,word,0.119592457239407
împușcătură,repede,unrelated,word,word,0.105016866301022
bolnav,deceniu,unrelated,word,word,0.0804565199655594
timbru,clinică,unrelated,word,word,0.0691105293484646
aurit,rămâne,unrelated,word,word,0.0538833761956158
pur şi simplu,prinde,unrelated,word,word,
toaletă,conexiune,unrelated,word,word,0.0686603543585345
picătură,profesor,unrelated,word,word,0.09737784340087
sta în picioare,investi,unrelated,word,word,
vierme,nuntă,unrelated,word,word,0.0847988734055347
ploaie,federaţie,unrelated,word,word,0.0504718333911976
limonadă,blând,unrelated,word,word,0.148324598253162
lunar,raton,unrelated,word,word,0.081083290619076
nimic,limuzină,unrelated,word,word,0.107179489841668
altundeva,criminal,unrelated,word,word,0.115535985496441
fiică,imens,unrelated,word,word,0.0337455496094294
zgomot,bucătar,unrelated,word,word,0.0897529016346945
lasagna,cale,unrelated,word,word,0.127945229471098
conversa,vampir,unrelated,word,word,0.13943718880201
expert,vodcă,unrelated,word,word,0.0983938209731834
distanţă,presa,unrelated,word,word,0.149036194378573
risipi,proces,unrelated,word,word,0.0681431455193985
celebritate,atlantic,unrelated,word,word,0.0761786611283307
federal,momeală,unrelated,word,word,0.112493655706516
platformă,iresponsabil,unrelated,word,word,0.0983146106362795
preveni,portocaliu,unrelated,word,word,0.0607404348358384
pui de somn,sabotaj,unrelated,word,word,
cu fermitate,emoţional,unrelated,word,word,
înlocui,penis,unrelated,word,word,0.125272088464452
de ajuns,naţiune,unrelated,word,word,
propune,gram,unrelated,word,word,0.079090827084937
sâmbătă,produs,unrelated,word,word,0.0858228818254232
a opera,stradă,unrelated,word,word,
îneca,vrăjitor,unrelated,word,word,0.0939512512594981
radio,iepure,unrelated,word,word,0.0942453777256215
căldură,corporație,unrelated,word,word,0.127808088204017
fulger,furniza,unrelated,word,word,0.0805727378216056
nume,funcţional,unrelated,word,word,0.0350668772673708
păpuşă,inteligent,unrelated,word,word,0.0723275144653356
spion,amiază,unrelated,word,word,0.110461808737235
mutare,trabuc,unrelated,word,word,0.0173922212177988
senzor,criză,unrelated,word,word,0.0645018475767734
tufiș,test,unrelated,word,word,0.0647951245264156
audiere,covor,unrelated,word,word,-0.0133331293004991
cerc,minunat,unrelated,word,word,0.113050863953795
dubla,unic,unrelated,word,word,0.139263634247481
luni,fals,unrelated,word,word,0.138296908306941
pui,sfătui,unrelated,word,word,0.123322437108825
dezgustător,presiune,unrelated,word,word,0.0682257260368324
definitiv,talent,unrelated,word,word,0.0640204161778567
brusc,boston,unrelated,word,word,0.136506213330267
insignă,știa,unrelated,word,word,0.119303465736692
anonim,cancer,unrelated,word,word,0.11582676658544
incomod,băiat,unrelated,word,word,0.106678997126191
sânge,adolescent,unrelated,word,word,0.0948681448106646
comun,semnătură,unrelated,word,word,0.135324739644727
deşert,finanțare,unrelated,word,word,0.124434671458967
zombie,recent,unrelated,word,word,0.129851293547085
remorcă,încercare,unrelated,word,word,0.113892621630496
scorţişoară,batalion,unrelated,word,word,0.0350271792070651
supapă,organiza,unrelated,word,word,0.0769175405846497
extrem,probă,unrelated,word,word,0.127466590932471
whisky,sări,unrelated,word,word,0.107515250904342
majoritate,camping,unrelated,word,word,0.107955764324949
candidat,placut,unrelated,word,word,0.104829252995862
buzunar,străin,unrelated,word,word,0.142619871389864
curat,erecție,unrelated,word,word,0.112848953540578
puternic,suprafaţă,unrelated,word,word,0.129714428438525
comoară,marină militară,unrelated,word,word,
zilnic,donație,unrelated,word,word,0.0688018214229369
sudic,mireasă,unrelated,word,word,0.024513615146982
îngust,pentru totdeauna,unrelated,word,word,
câştig,zbor,unrelated,word,word,0.135806191185505
cablu,confuzie,unrelated,word,word,0.0353855578654167
blestem,marfă,unrelated,word,word,0.0891358071661272
urs,depresie,unrelated,word,word,0.0982722780798198
văduvă,dubă,unrelated,word,word,0.119354147417622
loc de muncă,muşchi,unrelated,word,word,
inutil,comunitate,unrelated,word,word,0.0862597854485834
merita,specialist,unrelated,word,word,0.0859968666583936
poet,gaură,unrelated,word,word,0.0775205422297507
în regulă,deseori,unrelated,word,word,
roșu,director,unrelated,word,word,0.0395656894646059
pleca,rochie,unrelated,word,word,0.121573982447884
spinal,impresiona,unrelated,word,word,0.0265674685589054
fura,greşeală,unrelated,word,word,0.133066573362084
prezenţă,spaghete,unrelated,word,word,0.0538299757946547
terminal,da,unrelated,word,word,0.122618704227501
motiv,floare,unrelated,word,word,0.0719893294966304
ozn,chiuvetă,unrelated,word,word,0.0328292429287659
impresionant,crimă,unrelated,word,word,0.138217011864532
autopsie,cu putere,unrelated,word,word,
arsenal,absolvent,unrelated,word,word,0.108024417029112
natural,grup,unrelated,word,word,0.0335053354294404
sprijin,naviga,unrelated,word,word,0.146430073250156
secretar,artificial,unrelated,word,word,0.0579418652984296
victimă,credincios,unrelated,word,word,0.113352513740206
opinie,cadavru,unrelated,word,word,0.0598236798498668
primăvară,furculiţă,unrelated,word,word,0.0824315368939233
capcană,oameni,unrelated,word,word,0.116485519687435
stadion,sparge,unrelated,word,word,0.092846329030442
frumușel,microscop,unrelated,word,word,0.123780633168732
canapea,luminos,unrelated,word,word,0.0729016394127918
fluture,politic,unrelated,word,word,0.0889107464643819
aniversare,exploziv,unrelated,word,word,0.145058839010946
sticlă,prost,unrelated,word,word,0.125039600244379
turn,accepta,unrelated,word,word,0.0846967990204211
cur,oficial,unrelated,word,word,0.0620386065669654
picnic,sentiment,unrelated,word,word,0.149505003778827
anarhie,dulap,unrelated,word,word,0.0729043204165041
palat,video,unrelated,word,word,0.122322200479054
apuca,ştiinţă,unrelated,word,word,0.107521330820185
biserică,premiu,unrelated,word,word,0.0576175116380067
atractiv,bunică,unrelated,word,word,0.125335342543835
scump,jurnalist,unrelated,word,word,0.131220404564561
înghiți,ieri,unrelated,word,word,0.10380948137062
tineret,arteră,unrelated,word,word,0.070895532596237
tipic,trei,unrelated,word,word,0.0417129538248001
plajă,mecanic,unrelated,word,word,0.0370710921734764
inspector,armă,unrelated,word,word,0.107917718010931
societate,scaun,unrelated,word,word,0.114198248700428
tur,creatură,unrelated,word,word,0.0592462466921222
contact,marketing,unrelated,word,word,0.0599943333025504
încălzit,clădire,unrelated,word,word,0.130336819846815
paranoic,servitoare,unrelated,word,word,0.0937052899530266
hoţ,devotament,unrelated,word,word,0.0663519575966927
lacrimă,camion,unrelated,word,word,0.0414216657535704
dulce,sursă de venit,unrelated,word,word,
unchi,se uită,unrelated,word,word,
apus,mulțumire,unrelated,word,word,0.112306007083154
viu,centimetru,unrelated,word,word,0.139346633417897
cabină,piatră,unrelated,word,word,0.138274605893412
stres,pisică,unrelated,word,word,0.0774098357986475
creație,apăra,unrelated,word,word,0.0923957846515706
înger,baseball,unrelated,word,word,0.100813830167297
conversaţie,pădure,unrelated,word,word,0.131926341412934
fişier,neasteptat,unrelated,word,word,0.0209502594365401
imposibil,universitate,unrelated,word,word,0.134583447817457
hrăni,galben,unrelated,word,word,0.0667415066366299
curent,halucinaţie,unrelated,word,word,0.127880712373413
serial,lac,unrelated,word,word,0.14736421318523
scăpa,lung,unrelated,word,word,0.0794035107831306
noapte,simbol,unrelated,word,word,0.0936481889903869
fenomen,muri,unrelated,word,word,0.0732742997368488
izbucni,mister,unrelated,word,word,0.148843454431148
cutremur,dezgustător,unrelated,word,word,0.123093532147274
intern,suc,unrelated,word,word,0.0345740260718198
succes,statie,unrelated,word,word,0.0456713334085519
clan,web,unrelated,word,word,0.115931653861391
minunat,aeroport,unrelated,word,word,0.0970310445651655
mortal,religie,unrelated,word,word,0.0833422897289336
foc,înțelege,unrelated,word,word,0.0795323077073446
aterizare,resturi menajere,unrelated,word,word,
nor,bani,unrelated,word,word,0.10452092088976
doi,rapid,unrelated,word,word,0.131012263431626
politicos,evada,unrelated,word,word,0.0650362659039853
relaţie,petrol,unrelated,word,word,0.077086539006109
buget,sintagmă,unrelated,word,word,0.133973322843384
univers,fluier,unrelated,word,word,0.134272947110648
portal,în mod voluntar,unrelated,word,word,
oferi,accident,unrelated,word,word,0.113734344554916
bunic,vanilie,unrelated,word,word,0.121896423648676
felicitare,animal,unrelated,word,word,0.116102125798501
pian,cartel,unrelated,word,word,0.118714844246621
avea loc,tată,unrelated,word,word,
dur,greaţă,unrelated,word,word,0.0899093563730082
echilibru,comerciant,unrelated,word,word,0.112852962481114
recupera,legendă,unrelated,word,word,0.0760992880108881
asculta,munte,unrelated,word,word,0.12086637096686
cer,amuzant,unrelated,word,word,0.0925088219660892
greu,vaccin,unrelated,word,word,0.12830608859989
greutate,elicopter,unrelated,word,word,0.10885610777516
paradis,tata,unrelated,word,word,0.13356308720365
sida,restaurant,unrelated,word,word,0.105418811462538
privilegiu,furtună,unrelated,word,word,0.0398561355562954
măgar,ţigară,unrelated,word,word,0.132000718605348
pupic,fraudă,unrelated,word,word,0.0782505374041678
sens,ciocolată,unrelated,word,word,0.0961564860211606
valoros,atmosferă,unrelated,word,word,0.0717948976451332
penalizare,est,unrelated,word,word,0.0851946343163177
persoană,ceaţă,unrelated,word,word,0.147676582406556
sursă,gândire,unrelated,word,word,0.147322407902897
leziune,tragic,unrelated,word,word,0.14290897917952
afară,echipa,unrelated,word,word,0.130550058333466
scop,iarnă,unrelated,word,word,0.0826145785184178
accidental,întoarcere,unrelated,word,word,0.134921248834249
analist,activa,unrelated,word,word,0.146105613997076
cămașă,griji,unrelated,word,word,0.0785958847207614
senior,real,unrelated,word,word,0.093849502630405
ținere,aprecia,unrelated,word,word,
ilegal,tânăr,unrelated,word,word,0.0982423906565158
telegramă,selectați,unrelated,word,word,0.121174505331983
conservator,jucărie,unrelated,word,word,0.0425658095355422
amestecându-se,genunchi,unrelated,word,word,
control,procuror,unrelated,word,word,0.130024018530226
publicitate,trădător,unrelated,word,word,0.0890175425460956
minim,politician,unrelated,word,word,0.0716045864760218
ketchup,petrecere,unrelated,word,word,0.145891264252934
comercial,intuiţie,unrelated,word,word,0.0590330909320853
telescop,a tăia,unrelated,word,word,
ambasador,insectă,unrelated,word,word,0.0995112453492845
ambasadă,armonie,unrelated,word,word,0.105533521030627
plus,armă,unrelated,word,word,0.0902075221180199
sărăcie,mesaj,unrelated,word,word,0.0114632579079628
templu,stea,unrelated,word,word,0.143445350700318
porno,prieten,unrelated,word,word,0.129748411235685
ucigaş,district,unrelated,word,word,0.115823584178419
diaree,reputație,unrelated,word,word,0.132064535519859
pușcaș marin,pix,unrelated,word,word,
inel,aroganţă,unrelated,word,word,0.123165551584414
nepot,autobuz,unrelated,word,word,0.113262945675585
canal,plimbare,unrelated,word,word,0.138459517697728
sud,orar,unrelated,word,word,0.119577196577135
inamic,ficat,unrelated,word,word,0.127461045696275
alegere,scrie,unrelated,word,word,0.0847484067162653
verde,demnitate,unrelated,word,word,0.119687891567466
rezulta,sobă,unrelated,word,word,0.0506622427672161
secțiune,războinic,unrelated,word,word,0.113241965200171
bilet,ascundere,unrelated,word,word,0.0313397237471363
cod,trage,unrelated,word,word,0.0848190935461215
viitor,mesteca,unrelated,word,word,0.108216351814358
traseu,medalie,unrelated,word,word,0.0828445275117475
mizerabil,discuţie,unrelated,word,word,0.0690002702002506
gardian,oribil,unrelated,word,word,0.138762904577042
ruj,concentrare,unrelated,word,word,0.0836976830757075
explicaţie,glorie,unrelated,word,word,0.024117030974592
antrenor,suficient,unrelated,word,word,0.124828794507768
şansă,dinamită,unrelated,word,word,0.138834801494702
valoare,craniu,unrelated,word,word,0.0872853178112531
poate,fără putere,unrelated,word,word,
marcă,generos,unrelated,word,word,0.0715762063915117
decan,bogăție,unrelated,word,word,0.0899138773244586
vulpe,reparație,unrelated,word,word,0.122210958200359
șoarece,fotograf,unrelated,word,word,0.138617948569712
generator,execuţie,unrelated,word,word,0.117501496209531
adineaori,asistenţă,unrelated,word,word,0.0905114001208702
înlătura,muncitor,unrelated,word,word,0.0698237690826616
bonus,duminică,unrelated,word,word,0.11664277312918
cezar,pilot,unrelated,word,word,0.136406843035178
supă,intrare,unrelated,word,word,0.0531897950183747
salva,lunetist,unrelated,word,word,0.11215656717405
aduce,legal,unrelated,word,word,0.141573868198398
vorbire,plin,unrelated,word,word,0.0329033458845655
