ko_cue,ko_target,type,cue_type,target_type,ko_cosine
영어,줄이다,unrelated,word,word,0
겁주다,약한,unrelated,word,word,0
눌다,팩스,unrelated,word,word,0
당연히,십억,unrelated,word,word,0.0875750687819442
부드러운,우승자,unrelated,word,word,0.119644360410403
소년들,모니터,unrelated,word,word,0.134768027652752
입력하다,목,unrelated,word,word,0
관리,가지고 있다,unrelated,word,word,0
훌륭한,밴드,unrelated,word,word,0.127387598367328
로마 인,합리적인,unrelated,word,word,0
무죄한,표현하다,unrelated,word,word,0
환각,부가적인,unrelated,word,word,0
샌드위치,사용하다,unrelated,word,word,0
옷감,화요일,unrelated,word,word,0
기지,전기성의,unrelated,word,word,0
낮은,자백하다,unrelated,word,word,0
폐하,엄지손가락,unrelated,word,word,0
도로,행동,unrelated,word,word,0.146541581858028
틈,심리학,unrelated,word,word,0.08193447372096
크리스마스,무기고,unrelated,word,word,0.0664506600265939
품위있는,장치,unrelated,word,word,0.141942938590866
펌프,원조하다,unrelated,word,word,0
큰,구원자,unrelated,word,word,0.109764630054999
탄소,보호소,unrelated,word,word,0
가리키다,자비,unrelated,word,word,0
데이터,터무니없는,unrelated,word,word,0.127704516513517
유산,칠월,unrelated,word,word,0
정량,문서,unrelated,word,word,0
검사,수염,unrelated,word,word,0.0930510296692484
도구,술 취한,unrelated,word,word,0
개인적인,목 마름,unrelated,word,word,0
본능,학교,unrelated,word,word,0.146346554598344
재원,의심하다,unrelated,word,word,0
조사하다,응,unrelated,word,word,0
장난,내비치다,unrelated,word,word,0
즐거움,현지의,unrelated,word,word,0
법원,대리자,unrelated,word,word,0
우유,증언,unrelated,word,word,0.124528286832213
로미오,콘텐츠,unrelated,word,word,0
유월,잔학,unrelated,word,word,0
오르다,자금,unrelated,word,word,0
복수,면,unrelated,word,word,0.14421694257673
독,성명,unrelated,word,word,0.0473237161556271
여왕,탄산 음료,unrelated,word,word,0
인정하다,결국,unrelated,word,word,0
경험,묶다,unrelated,word,word,0
거주자,엉덩이,unrelated,word,word,0
첫 번째,감정을 상하게 하다,unrelated,word,word,0
미소 짓다,치료,unrelated,word,word,0
세미나,고기,unrelated,word,word,0.145428720276475
크기,알려지지 않은,unrelated,word,word,0
허용하다,지옥,unrelated,word,word,0
확률,준비하다,unrelated,word,word,0
신장,안녕히 가십시오,unrelated,word,word,0
지역,케이크,unrelated,word,word,0.0864384633038878
혐오하다,성공한 것,unrelated,word,word,0
간식,원기,unrelated,word,word,0
아주머니,중요성,unrelated,word,word,0.125073980608278
주 장관,계획,unrelated,word,word,0
음식,위원,unrelated,word,word,0
돼지 고기,출발,unrelated,word,word,0
트로피,유괴하다,unrelated,word,word,0
인공물,시원한,unrelated,word,word,0
회의,공격자,unrelated,word,word,0
킬로미터,명예,unrelated,word,word,0
반사,뒤쫓다,unrelated,word,word,0
결합,치유하다,unrelated,word,word,0
겸손한,의사 소통,unrelated,word,word,0
현금,운명,unrelated,word,word,0.110638069118502
화면,일찍,unrelated,word,word,0.0982677115581934
내일,부모,unrelated,word,word,0.1264609638906
언덕,반응기,unrelated,word,word,0
아빠,생산,unrelated,word,word,0.107298354749394
신경,은,unrelated,word,word,0.0953062364476435
나체상,패배,unrelated,word,word,0
나라,설명,unrelated,word,word,0.0484102331840454
목구멍,선장,unrelated,word,word,0
걱정하는,키,unrelated,word,word,0.10219602952015
구월,관점,unrelated,word,word,0
공무상,통풍,unrelated,word,word,0
마련하다,프로그램,unrelated,word,word,0
재산,천국 같은,unrelated,word,word,0
공기,가족,unrelated,word,word,0.105801165955989
예술가,치다,unrelated,word,word,0
열광,쓰다,unrelated,word,word,0
반경,예상하다,unrelated,word,word,0
자필,주제,unrelated,word,word,0
성적,일어나다,unrelated,word,word,0.134798074131185
우주 비행사,오다,unrelated,word,word,0
준비,감옥,unrelated,word,word,0.0483908990240441
정책,햄버거,unrelated,word,word,0.137999351141862
저널리즘,침대,unrelated,word,word,0
상태,불결한,unrelated,word,word,0.0932540796389561
의지할 곳이 없는,경기,unrelated,word,word,0
문자 그대로,형사,unrelated,word,word,0
준비가 된,다른,unrelated,word,word,0
부차적,보상,unrelated,word,word,0
공주,모으다,unrelated,word,word,0
유치장,멈추다,unrelated,word,word,0
인질,생산하다,unrelated,word,word,0
폐,평의원,unrelated,word,word,0
공장,아침,unrelated,word,word,0.112873190988865
아마추어,뒤쪽,unrelated,word,word,0.120385225106988
보장하다,본부,unrelated,word,word,0
규칙,백작 부인,unrelated,word,word,0
모델,비상,unrelated,word,word,0.11754640539169
의료,모자,unrelated,word,word,0.105034411285019
밀다,매우,unrelated,word,word,0
끼워 넣다,죽은,unrelated,word,word,0
수량,가다,unrelated,word,word,0
반,저항하다,unrelated,word,word,0
다람쥐,책,unrelated,word,word,0.0823844696404248
화,임대,unrelated,word,word,0.100416588522749
가끔,조각,unrelated,word,word,0.0674980534075949
낙관적 인,둘레,unrelated,word,word,0
증가하다,골목,unrelated,word,word,0
머무르다,사진,unrelated,word,word,0
고용하다,마치다,unrelated,word,word,0
직업,잠그다,unrelated,word,word,0
수요,사자,unrelated,word,word,0
가난한,점검,unrelated,word,word,0.102435399869242
절도,어딘가에,unrelated,word,word,0.135577716834877
회전하다,순찰,unrelated,word,word,0
첩죄,검은 색,unrelated,word,word,0
연금,확인하다,unrelated,word,word,0
레이더,점심,unrelated,word,word,0.118594241623576
영웅,닫다,unrelated,word,word,0
안전한,비난,unrelated,word,word,0.0687490746159383
의회,얼다,unrelated,word,word,0
피선,텔레비전,unrelated,word,word,0
병든,열개의,unrelated,word,word,0
방울,선생님,unrelated,word,word,0.145301340471286
서다,투자하다,unrelated,word,word,0
조금한,뉴스,unrelated,word,word,0
맛이 나다,플라스틱,unrelated,word,word,0
지렁이,혼례,unrelated,word,word,0
레몬 에이드,온화한,unrelated,word,word,0
아무것도 아님,리무진,unrelated,word,word,0
다른 곳에,범인,unrelated,word,word,0
이야기하다,흡혈귀,unrelated,word,word,0
거리,누르다,unrelated,word,word,0
낭비하다,재판,unrelated,word,word,0
취미,대뇌의,unrelated,word,word,0
연방 정부,미끼,unrelated,word,word,0
플랫폼,책임지지 않는,unrelated,word,word,0
예방하다,주황색,unrelated,word,word,0
바나나,격노,unrelated,word,word,0
낮잠,사보타주,unrelated,word,word,0
단다나게,감정적 인,unrelated,word,word,0
바꾸다,성기,unrelated,word,word,0
필요한 만큼,국가,unrelated,word,word,0
제안하다,그램,unrelated,word,word,0
작동하다,거리,unrelated,word,word,0
물에 빠지다,마법사,unrelated,word,word,0
방법,잡지,unrelated,word,word,0.0709043052515324
기항,외부의,unrelated,word,word,0
번개,제공하다,unrelated,word,word,0
담요,정의,unrelated,word,word,0.0870479622785789
인형,지능적인,unrelated,word,word,0
이동하다,시가,unrelated,word,word,0
이배,유일무이한,unrelated,word,word,0
월요일,거짓,unrelated,word,word,0.104770123871225
닭,충고하다,unrelated,word,word,0
배지,알았다,unrelated,word,word,0.0734888109136359
사막,자금 지원,unrelated,word,word,0
좀비,최근에,unrelated,word,word,0.0821257155394632
판막,정리하다,unrelated,word,word,0
위스키,뛰다,unrelated,word,word,0
다수,캠핑,unrelated,word,word,0.122949067561953
셜록,전투,unrelated,word,word,0.139827698815762
권총,세계적인,unrelated,word,word,0.098555060809707
얻다,비행,unrelated,word,word,0
쓸모없는,지역 사회,unrelated,word,word,0
자격이 있는,전문의,unrelated,word,word,0
떠나다,드레스,unrelated,word,word,0.0650369239207697
척추,감탄시키다,unrelated,word,word,0
미확인 배행물체,싱크대,unrelated,word,word,0
인상깊은,살인,unrelated,word,word,0
부검,강하게,unrelated,word,word,0.115525244909005
엔지니어,투표자,unrelated,word,word,0
병기고,졸업하다,unrelated,word,word,0
자연스러운,그룹,unrelated,word,word,0.0304006550354308
지원하다,항해,unrelated,word,word,0
비서,인공의,unrelated,word,word,0
관할권,양파,unrelated,word,word,0
경기장,깨뜨리다,unrelated,word,word,0
화학적 인,복부,unrelated,word,word,0
기념일,폭발물,unrelated,word,word,0.0639149158791832
탑,동의,unrelated,word,word,0.111715859486717
나귀,공식적인,unrelated,word,word,0
피크닉,감정,unrelated,word,word,0.0424623362007233
무정부 상태,벽장,unrelated,word,word,0
붙잡다,과학,unrelated,word,word,0
교회,상,unrelated,word,word,0.0671947158783328
비싼,기자,unrelated,word,word,0.0542405518247411
삼키다,어제,unrelated,word,word,0
해변,기계식,unrelated,word,word,0
떨어지다,음악가,unrelated,word,word,0
연락하다,마케팅,unrelated,word,word,0
따뜻한,건물,unrelated,word,word,0.0714389068843943
피해망상적인,청소부,unrelated,word,word,0
눈물,트럭,unrelated,word,word,0.0950993319766757
삼촌,보다,unrelated,word,word,0.148777172141718
그림자,공부하다,unrelated,word,word,0
일몰,감사하다,unrelated,word,word,0
살아있는,센티미터,unrelated,word,word,0
맛좋은,지문,unrelated,word,word,0
파일,뜻밖에,unrelated,word,word,0.123806961807068
늦은,늑대,unrelated,word,word,0.139331703364607
불가능한,대학교,unrelated,word,word,0.0801981795092306
밥을 먹이다,노란색,unrelated,word,word,0
전류,상상속의 환각,unrelated,word,word,0
달아나다,긴,unrelated,word,word,0
터지다,신비,unrelated,word,word,0
아주 멋진,공항,unrelated,word,word,0
죽음과 같은,종교,unrelated,word,word,0
불,이해하다,unrelated,word,word,0
구름,돈,unrelated,word,word,0.0945351316371178
공손한,탈출하다,unrelated,word,word,0
관계,기름,unrelated,word,word,0.122668593131328
가동상의,아름다운,unrelated,word,word,0
칭찬,출입구,unrelated,word,word,-0.00133571815491415
권하다,사고,unrelated,word,word,0
축하해,동물,unrelated,word,word,0.100174972390312
피아노,카르텔,unrelated,word,word,0.111348422712272
발생하다,아빠,unrelated,word,word,0
완쾌하다,전설,unrelated,word,word,0
무거운,백신,unrelated,word,word,0.137908593899926
패널티,동쪽,unrelated,word,word,0
실수로,반품,unrelated,word,word,0
분석자,활성화,unrelated,word,word,0
셔츠,걱정하다,unrelated,word,word,0
잡고있다,고마워하다,unrelated,word,word,0
불법적 인,어린,unrelated,word,word,0
전보,고르다,unrelated,word,word,0
밍,무릎,unrelated,word,word,0.140504572964115
보존하다,시장,unrelated,word,word,0
광고업,배신자,unrelated,word,word,0
최저한의,정치가,unrelated,word,word,0
광고,직관,unrelated,word,word,0
망원경,자르다,unrelated,word,word,0
가난,메세지,unrelated,word,word,0
포르노,친구,unrelated,word,word,0.115843490616175
모살자,구역,unrelated,word,word,0
가수,상관 대리,unrelated,word,word,0
설사,평판,unrelated,word,word,0.13578345110201
채널,한가롭게 이리저리 거닐다,unrelated,word,word,0
남쪽,일정,unrelated,word,word,0.129625078384055
입,해임,unrelated,word,word,0.138064204305657
선택,쓰다,unrelated,word,word,0
명령하다,새,unrelated,word,word,0
성과,화덕,unrelated,word,word,0
부분,전사,unrelated,word,word,0.127101004914742
티켓,숨다,unrelated,word,word,0
미래,씹다,unrelated,word,word,0
노선,메달,unrelated,word,word,0
코치,충분한,unrelated,word,word,0.107781763109236
맥박,파리,unrelated,word,word,0.141079144255641
수도사,우아한,unrelated,word,word,0
상표,관대 한,unrelated,word,word,0
할수있게하다,과장하다,unrelated,word,word,0
여우,수리하다,unrelated,word,word,0
생쥐,사진 작가,unrelated,word,word,0
단지,보조,unrelated,word,word,0.112613199783284
철학,기혼,unrelated,word,word,0
까먹다,주사기,unrelated,word,word,0
없애다,노동자,unrelated,word,word,0
구조하다,저격병,unrelated,word,word,0
선택하다,평가,unrelated,word,word,0
가져오다,합법적 인,unrelated,word,word,0
단어,환성,unrelated,word,word,0
연설,가득한,unrelated,word,word,0.0401268549064801
노예,대선풍,unrelated,word,word,0
빈도,침착한,unrelated,word,word,0
조용한,어업,unrelated,word,word,0
뼈,~에 대한,unrelated,word,word,0
바람,일반적으로,unrelated,word,word,0.110323368755157
관리하다,가슴,unrelated,word,word,0
브리프 케이스,능력,unrelated,word,word,0
층,허락하다,unrelated,word,word,0
의심,사분의 일,unrelated,word,word,0
바늘,창의력,unrelated,word,word,0
배우다,성,unrelated,word,word,0
학생,정의,unrelated,word,word,0.121380226297802
얘기하다,기타,unrelated,word,word,0
고맙다,문단,unrelated,word,word,0
동여매다,보통의,unrelated,word,word,0
뇌관,소름 끼치는,unrelated,word,word,0
피부,사는 사람,unrelated,word,word,0
감자,유죄한,unrelated,word,word,0
못,정치,unrelated,word,word,0.138754640361565
허리케인,방해하다,unrelated,word,word,0
할 수 없음,미사일,unrelated,word,word,0
보통,꿈,unrelated,word,word,0.122193311582969
확인하다,맨 아래,unrelated,word,word,0
단백질,묻다,unrelated,word,word,0
자원 봉사자,스포츠,unrelated,word,word,0
달리다,잔치,unrelated,word,word,0
바라보다,그럴듯한,unrelated,word,word,0
약혼,환상적인 것,unrelated,word,word,0
마른,할 수 없는,unrelated,word,word,0
농장주,약탈,unrelated,word,word,0
염려,돌연변이,unrelated,word,word,0.135968012248277
나이 많은,싸움터,unrelated,word,word,0
존경하다,전화,unrelated,word,word,0
벌하다,경주,unrelated,word,word,0
무지함,경보,unrelated,word,word,0
인정하다,사명,unrelated,word,word,0
십일월,혼합물,unrelated,word,word,0
충실도,영화,unrelated,word,word,0
직접,보석,unrelated,word,word,0.116469836875052
놀라다,흉터,unrelated,word,word,0
군,목걸이,unrelated,word,word,0.13159444242351
긴급한,기억하다,unrelated,word,word,0.115464978453243
오르가슴,추운,unrelated,word,word,0
인기있는,피조사자,unrelated,word,word,0
은행업,큰 메달,unrelated,word,word,0
재치 있는,군대,unrelated,word,word,0
자비한,그리다,unrelated,word,word,0
씌우다,미친,unrelated,word,word,0
아첨하다,양,unrelated,word,word,0
변화,네번째,unrelated,word,word,0.148254601985368
고무하다,속도,unrelated,word,word,0
반어,지속적으로,unrelated,word,word,0
빨다,위성,unrelated,word,word,0
미술,놓다,unrelated,word,word,0
카메라,짓다,unrelated,word,word,0
로켓,부인,unrelated,word,word,0.0177571712232994
긍정적 인,은하,unrelated,word,word,0
욕을하다,소스,unrelated,word,word,0
모욕하다,안에,unrelated,word,word,0
초자연의,강의,unrelated,word,word,0
리셉션,귀여운,unrelated,word,word,0
종이,위험,unrelated,word,word,0.101863404870862
보여 주다,선원,unrelated,word,word,0
본문,멍청함,unrelated,word,word,0
도박,십이월,unrelated,word,word,0
진행,거북이,unrelated,word,word,0.141752968564133
실제로,뚫을 수 없는,unrelated,word,word,0
고치다,박물관,unrelated,word,word,0
논평,형제,unrelated,word,word,0
적용하다,묘지,unrelated,word,word,0
해독제,십월,unrelated,word,word,0
실패자,상원,unrelated,word,word,0
추가의,화가,unrelated,word,word,0
침략,놀라다,unrelated,word,word,0
혼돈,형,unrelated,word,word,0.13123315009378
잔인한 것,갑옷,unrelated,word,word,0
둥지,마지막,unrelated,word,word,0.107936718768187
어머니,초자연적 인 것,unrelated,word,word,0
해군,수건,unrelated,word,word,0.146439024598387
녹다,울타리,unrelated,word,word,0
신용도,장례식,unrelated,word,word,0
해부학,취조하다,unrelated,word,word,0
천천히,국가,unrelated,word,word,0.00911166416522115
연구,살인자,unrelated,word,word,0.137705632226646
징후,마을,unrelated,word,word,0
회로망,싸움,unrelated,word,word,0
실험,불쌍한,unrelated,word,word,0.125890779153064
고려하다,빛,unrelated,word,word,0
슬퍼,송신기,unrelated,word,word,0.137011700063988
지프,지식,unrelated,word,word,0
부당,냄새가 나다,unrelated,word,word,0
아래쪽의,먼지가 자뜩한,unrelated,word,word,0
여름,신성한,unrelated,word,word,0.113029611415438
오늘,실지로,unrelated,word,word,0
자매,선수권 대회,unrelated,word,word,0
뇌,징후,unrelated,word,word,0
요리하다,에너지,unrelated,word,word,0
타바고,왕,unrelated,word,word,0
도착하다,불쾌한,unrelated,word,word,0
프로필,대양,unrelated,word,word,0
곡물,아이러니 한,unrelated,word,word,0
숟가락,의도,unrelated,word,word,0.103773770644447
시합,끌다,unrelated,word,word,0
특출한,폭발하다,unrelated,word,word,0
선술집,전략,unrelated,word,word,0
눈부신,유지하다,unrelated,word,word,0
기념물,화장실,unrelated,word,word,0
남편,진보,unrelated,word,word,0
레즈비언,위치,unrelated,word,word,0.0876772741588914
전문인,금성,unrelated,word,word,0
이상적인,노래,unrelated,word,word,0.0900530820659969
배고픔,과학자,unrelated,word,word,0
몸짓,주위에,unrelated,word,word,0
회사,흥미로운,unrelated,word,word,0.0702057124895142
계획,친숙한,unrelated,word,word,0.0356883203915411
빛나는,기계,unrelated,word,word,0.0613878963814894
환대,필요,unrelated,word,word,0
편안,말,unrelated,word,word,0
운이 없는,무엇,unrelated,word,word,0
대학,캐리어,unrelated,word,word,0
방패,불공정,unrelated,word,word,0
거짓말하다,수도희,unrelated,word,word,0
충성심,신문,unrelated,word,word,0.13754371693609
시현,범죄,unrelated,word,word,0
무서운,알리다,unrelated,word,word,0
깨닫다,내각,unrelated,word,word,0
별명,팔다,unrelated,word,word,0
맨 위,여성,unrelated,word,word,0
왕조,알리다,unrelated,word,word,0
디브이디,저것,unrelated,word,word,0
가들,성능,nonword,nonword,word,
가등,집중,nonword,nonword,word,
가르망하다,아이러니 한,nonword,nonword,word,
가리길러,공격,nonword,nonword,word,
가불결,투자하다,nonword,nonword,word,
가엔,권한,nonword,nonword,word,
가엔,추운,nonword,nonword,word,
가잖,보드카,nonword,nonword,word,
가져해제,맥주,nonword,nonword,word,
가추물,사업,nonword,nonword,word,
가추형,들리다,nonword,nonword,word,
각지,카우보이,nonword,nonword,word,
간다한,신비,nonword,nonword,word,
간지림,지갑,nonword,nonword,word,
간지한,치즈,nonword,nonword,word,
갇힐위,묘지,nonword,nonword,word,
갈수반,부자,nonword,nonword,word,
강철 장자,행정,nonword,nonword,word,
갖조하다,상관 대리,nonword,nonword,word,
같았 그대로,장난감,nonword,nonword,word,
개보,최근에,nonword,nonword,word,
개새주,팔다,nonword,nonword,word,
걀몽다하,원기,nonword,nonword,word,
걔한,혼합물,nonword,nonword,word,
거뛸,전투,nonword,nonword,word,
거였이,성기,nonword,nonword,word,
거존한,상징,nonword,nonword,word,
걱자,~에 대한,nonword,nonword,word,
건만,긴,nonword,nonword,word,
건사다,박물관,nonword,nonword,word,
건지있는,미친,nonword,nonword,word,
걸거,평판,nonword,nonword,word,
걸고고,추정,nonword,nonword,word,
걸에,친구,nonword,nonword,word,
겁줘이,추기경,nonword,nonword,word,
것까,거리,nonword,nonword,word,
것던,수건,nonword,nonword,word,
것조,에이즈 바이러스,nonword,nonword,word,
게가,뛰다,nonword,nonword,word,
게든,안개,nonword,nonword,word,
게를,알리다,nonword,nonword,word,
겠고,말,nonword,nonword,word,
겠구,모래,nonword,nonword,word,
겠는,사는 사람,nonword,nonword,word,
겨역,저장,nonword,nonword,word,
겨힝다갇,타다,nonword,nonword,word,
겼전,단단한,nonword,nonword,word,
경관관,집주인,nonword,nonword,word,
경아의,작은,nonword,nonword,word,
경황,대서양,nonword,nonword,word,
계동,자금,nonword,nonword,word,
고르,국가,nonword,nonword,word,
고사,오리,nonword,nonword,word,
고서때,씹다,nonword,nonword,word,
고용에도,강의,nonword,nonword,word,
골명관는,한가롭게 이리저리 거닐다,nonword,nonword,word,
골현,컴퓨터,nonword,nonword,word,
곳까,금속,nonword,nonword,word,
곳에즈,삼배,nonword,nonword,word,
공샌인레,문학,nonword,nonword,word,
과다나,뚫을 수 없는,nonword,nonword,word,
관레스,오다,nonword,nonword,word,
관예문기,앉다,nonword,nonword,word,
관인리다,수술,nonword,nonword,word,
관혀춤,송신기,nonword,nonword,word,
광명리트,감정적 인,nonword,nonword,word,
광산름,기부,nonword,nonword,word,
구불,감옥,nonword,nonword,word,
구하나,자발적으로,nonword,nonword,word,
국만,향수,nonword,nonword,word,
국망사,보다,nonword,nonword,word,
군다,청소부,nonword,nonword,word,
군다을 만하다,끌다,nonword,nonword,word,
군답,열정,nonword,nonword,word,
군오,링,nonword,nonword,word,
군옷은,눈,nonword,nonword,word,
군한,해임,nonword,nonword,word,
권동,활동,nonword,nonword,word,
권슈,응,nonword,nonword,word,
그라,보스턴,nonword,nonword,word,
그럽진,저격병,nonword,nonword,word,
그마,무력한,nonword,nonword,word,
그뷰된,안녕히 가십시오,nonword,nonword,word,
그전적으로,구원자,nonword,nonword,word,
극플,지키다,nonword,nonword,word,
근두,동상,nonword,nonword,word,
글로고 요,기계식,nonword,nonword,word,
글빙,선생님,nonword,nonword,word,
글스,여성,nonword,nonword,word,
금머,불꽃,nonword,nonword,word,
금유,스타일,nonword,nonword,word,
기거원,문서,nonword,nonword,word,
기과,할머니,nonword,nonword,word,
기다좋게,선수,nonword,nonword,word,
기병틱,창의력,nonword,nonword,word,
기요,다른,nonword,nonword,word,
기할,대개,nonword,nonword,word,
긴요,실지로,nonword,nonword,word,
긴요,조카,nonword,nonword,word,
깊이릿,메달,nonword,nonword,word,
까운,골짜기,nonword,nonword,word,
깔투눈,메스꺼움,nonword,nonword,word,
껍니,논쟁,nonword,nonword,word,
꼬까,결심,nonword,nonword,word,
꼬까,일반적으로,nonword,nonword,word,
꾸잠,불쌍한,nonword,nonword,word,
꾹월한,통풍,nonword,nonword,word,
꾼은,포커,nonword,nonword,word,
끊잖으로,수리하다,nonword,nonword,word,
끝입,대학교,nonword,nonword,word,
나려,모니터,nonword,nonword,word,
나르,소유자,nonword,nonword,word,
나르,무력,nonword,nonword,word,
나마,작가,nonword,nonword,word,
나시,발열,nonword,nonword,word,
나아하다,진짜,nonword,nonword,word,
나역,꿈,nonword,nonword,word,
나폴닉,자금 지원,nonword,nonword,word,
나하,소득,nonword,nonword,word,
날려장,선거,nonword,nonword,word,
남겼한,걷다,nonword,nonword,word,
남김색,경기,nonword,nonword,word,
남은적 인,분,nonword,nonword,word,
납고,성직자,nonword,nonword,word,
납니,빠른,nonword,nonword,word,
낫길시,악센트,nonword,nonword,word,
났자떠,웃다,nonword,nonword,word,
내주몬,트럭,nonword,nonword,word,
낸건,팔,nonword,nonword,word,
냄입,표면,nonword,nonword,word,
냐구,메세지,nonword,nonword,word,
너라,대양,nonword,nonword,word,
널한,먼지,nonword,nonword,word,
넘도,매력적인,nonword,nonword,word,
네를,시,nonword,nonword,word,
네이스트,여자,nonword,nonword,word,
네트투월인운,주사기,nonword,nonword,word,
네티,알았다,nonword,nonword,word,
넬씨,원인,nonword,nonword,word,
넷젝치다,수염,nonword,nonword,word,
노린있다,핥다,nonword,nonword,word,
놀즈,아빠,nonword,nonword,word,
놈그세하융,네번째,nonword,nonword,word,
뇌리어림,공산주의자,nonword,nonword,word,
누스,인간,nonword,nonword,word,
누한굴,지도,nonword,nonword,word,
뉘가,북쪽,nonword,nonword,word,
늄니,유명한,nonword,nonword,word,
늄토,고르다,nonword,nonword,word,
느슬다,음악가,nonword,nonword,word,
는디,푸른,nonword,nonword,word,
는척,파리,nonword,nonword,word,
늘에,걱정하다,nonword,nonword,word,
능이,옳은,nonword,nonword,word,
능한,별,nonword,nonword,word,
늬가,환영하다,nonword,nonword,word,
늬가,지역 사회,nonword,nonword,word,
늬가,성,nonword,nonword,word,
니께,투표자,nonword,nonword,word,
니드,농담,nonword,nonword,word,
니로,왕,nonword,nonword,word,
니언한,음악,nonword,nonword,word,
니이슬링,상인,nonword,nonword,word,
님먼군한,물어보기,nonword,nonword,word,
다깝,아마,nonword,nonword,word,
다녀한,제공하다,nonword,nonword,word,
다란,고전적인,nonword,nonword,word,
다며,전화,nonword,nonword,word,
다봉,길,nonword,nonword,word,
다봐,약탈,nonword,nonword,word,
다쇠인다,신성한,nonword,nonword,word,
다집카,밀가루,nonword,nonword,word,
다티,반품,nonword,nonword,word,
다피한다,가득한,nonword,nonword,word,
단전인,사무실,nonword,nonword,word,
달렸적 인,플라스틱,nonword,nonword,word,
달아하다,식당,nonword,nonword,word,
담고인,허락하다,nonword,nonword,word,
답소,개미,nonword,nonword,word,
답죠,과학자,nonword,nonword,word,
당러리군,프로그램,nonword,nonword,word,
당메,모자,nonword,nonword,word,
당초,이기다,nonword,nonword,word,
당했님,문,nonword,nonword,word,
대네,재미있는,nonword,nonword,word,
대닝,십억,nonword,nonword,word,
대몽단아드,화덕,nonword,nonword,word,
대뿔해,드물게,nonword,nonword,word,
대조포자,할 수 없는,nonword,nonword,word,
댕산,백작 부인,nonword,nonword,word,
댕이,검은 색,nonword,nonword,word,
더니,묶다,nonword,nonword,word,
더에,놀랄만한,nonword,nonword,word,
더에,최고,nonword,nonword,word,
던있도,먹다,nonword,nonword,word,
던컨트,곧장,nonword,nonword,word,
데미,유일무이한,nonword,nonword,word,
데블,충고하다,nonword,nonword,word,
데우가,약한,nonword,nonword,word,
델벽,미터,nonword,nonword,word,
도에,이해하다,nonword,nonword,word,
도에,과장하다,nonword,nonword,word,
도처,제거하다,nonword,nonword,word,
돌려적 인,용감한,nonword,nonword,word,
돌빼신,사보타주,nonword,nonword,word,
돌이질,주요,nonword,nonword,word,
동도,거만,nonword,nonword,word,
동아,게이,nonword,nonword,word,
동옹,프랑스어,nonword,nonword,word,
동윷하다,무기고,nonword,nonword,word,
동을,시도,nonword,nonword,word,
되시한,녹음,nonword,nonword,word,
두곤,교수,nonword,nonword,word,
뒤티디,전통적인,nonword,nonword,word,
드면화,운명,nonword,nonword,word,
드잇한,전설,nonword,nonword,word,
득아,표현하다,nonword,nonword,word,
든살아요,청각 장애인,nonword,nonword,word,
든의,솔직한,nonword,nonword,word,
듣자 나다,동맥,nonword,nonword,word,
들으하다,카펫,nonword,nonword,word,
들잠에,생물,nonword,nonword,word,
디면,성명,nonword,nonword,word,
디면,엄청난,nonword,nonword,word,
디쓰,죽임,nonword,nonword,word,
디언,뉴스,nonword,nonword,word,
디타,선수권 대회,nonword,nonword,word,
디폴락,춤,nonword,nonword,word,
딩랜,고마워하다,nonword,nonword,word,
딩을,정오,nonword,nonword,word,
딩프,온전한,nonword,nonword,word,
따한랐,위치,nonword,nonword,word,
떠나스밑둔,의무,nonword,nonword,word,
떠연올,낭만적 인,nonword,nonword,word,
떨어타를,숙녀,nonword,nonword,word,
똥에기,울타리,nonword,nonword,word,
뛰르,즐거운,nonword,nonword,word,
라게,실수,nonword,nonword,word,
라랑,유죄한,nonword,nonword,word,
라모,커피,nonword,nonword,word,
라식이,합법적 인,nonword,nonword,word,
락름천버,경주,nonword,nonword,word,
락만,생일,nonword,nonword,word,
락이,생존하다,nonword,nonword,word,
락카,두개골,nonword,nonword,word,
락파,사자,nonword,nonword,word,
란네,몸값,nonword,nonword,word,
란드,지능적인,nonword,nonword,word,
랑제,십월,nonword,nonword,word,
랖이,아름다운,nonword,nonword,word,
랜서,지옥,nonword,nonword,word,
랜트에,빛,nonword,nonword,word,
러고카티,거짓,nonword,nonword,word,
러기,축구,nonword,nonword,word,
러씨,백신,nonword,nonword,word,
럭스상,닫힌,nonword,nonword,word,
럽은,주,nonword,nonword,word,
럽의,무기,nonword,nonword,word,
럽이,관점,nonword,nonword,word,
렀지,대대,nonword,nonword,word,
렀지,아파트,nonword,nonword,word,
레기,문단,nonword,nonword,word,
레나한,먼지가 자뜩한,nonword,nonword,word,
레를,케이크,nonword,nonword,word,
레어,어제,nonword,nonword,word,
레이히,전시회,nonword,nonword,word,
레임,아드레날린,nonword,nonword,word,
레임,테니스,nonword,nonword,word,
레즈상승,술 취한,nonword,nonword,word,
렌을,입구,nonword,nonword,word,
렐라,소름 끼치는,nonword,nonword,word,
렐은,환성,nonword,nonword,word,
렐은,아픈,nonword,nonword,word,
려끌언,외계인,nonword,nonword,word,
려나,이상한,nonword,nonword,word,
려니,사진,nonword,nonword,word,
력무다,조종사,nonword,nonword,word,
력볼수,터널,nonword,nonword,word,
력입은,전략,nonword,nonword,word,
령께,마법사,nonword,nonword,word,
령에,오줌,nonword,nonword,word,
령이,가족,nonword,nonword,word,
령한,멀리,nonword,nonword,word,
로렐다,일정,nonword,nonword,word,
