"zh_cue","zh_target","type","cue_type","target_type","zh_cosine"
"一","展览","unrelated","word","word",0.552689729539931
"打开","书","unrelated","word","word",0.708108082064399
"开幕式","愈合","unrelated","word","word",0.94605131392104
"操作","甲板","unrelated","word","word",0.833345047112242
"观点","旋转","unrelated","word","word",0.833566819848345
"乐观的","光","unrelated","word","word",NA
"乐队","欣赏","unrelated","word","word",0.91799497238535
"普通的","笑","unrelated","word","word",0.681584231305487
"原版的","表面","unrelated","word","word",NA
"出去","昨天","unrelated","word","word",0.557352550410859
"外部","评估","unrelated","word","word",0.556020677261685
"画","值得的","unrelated","word","word",0.916654868603672
"天堂","紧急情况","unrelated","word","word",0.809883960424504
"偏执狂","心理学","unrelated","word","word",0.871167287484717
"议会","疫苗","unrelated","word","word",0.928639712230319
"病人","简单","unrelated","word","word",0.515866674370412
"人","刷新","unrelated","word","word",0.532760510698833
"现象","港口","unrelated","word","word",0.905383481899751
"哲学","维他命","unrelated","word","word",0.707906968800386
"物理","核","unrelated","word","word",0.864721847986225
"野餐","危险","unrelated","word","word",0.781727111379564
"手枪","营销","unrelated","word","word",0.937996027569873
"地方","信仰","unrelated","word","word",0.78918840429401
"行星","命令","unrelated","word","word",0.859726214009824
"花花公子","夹克","unrelated","word","word",0.892018905427286
"加","追赶","unrelated","word","word",0.755397338271641
"观点","最近","unrelated","word","word",0.831198447695484
"毒","寒冷的","unrelated","word","word",NA
"政策","协议","unrelated","word","word",0.864495040618112
"人口","高度","unrelated","word","word",0.632522479314036
"门户网站","问","unrelated","word","word",NA
"准备","按摩","unrelated","word","word",0.790308295687755
"漂亮","音乐会","unrelated","word","word",0.75343223949783
"猎物","不幸","unrelated","word","word",0.904269509868689
"可能性","隧道","unrelated","word","word",0.803374093386828
"进步","龟","unrelated","word","word",0.869920245761988
"项目","某处","unrelated","word","word",0.832788203797773
"财产","做","unrelated","word","word",0.626408420178653
"自豪的","迷人","unrelated","word","word",NA
"酒吧","可怕","unrelated","word","word",0.909170663055779
"脉冲","信心","unrelated","word","word",0.916445408275492
"惩治","投资者","unrelated","word","word",NA
"题","埋葬","unrelated","word","word",0.822193207359887
"种族主义的","世界","unrelated","word","word",NA
"读","七月","unrelated","word","word",0.793848758498669
"原因","战斗机","unrelated","word","word",0.678117123701714
"认出","计算机","unrelated","word","word",NA
"难民","宽的","unrelated","word","word",NA
"相对的","粒子","unrelated","word","word",0.881694044734886
"代替","制服","unrelated","word","word",0.813952165908585
"报告","勒索","unrelated","word","word",0.89119414002806
"尊重","极好的","unrelated","word","word",0.835160110558445
"责任","区","unrelated","word","word",0.67220382976161
"休息","治疗","unrelated","word","word",0.772354474123719
"启示","文档","unrelated","word","word",0.839967786594402
"韵律","哨","unrelated","word","word",0.886093049367072
"正确的","事件","unrelated","word","word",0.802965108101775
"有风险","丁","unrelated","word","word",0.727379562007403
"路","集中","unrelated","word","word",0.664036231231492
"圆形的","孩子","unrelated","word","word",0.736850971708032
"皇室","签名","unrelated","word","word",0.57034447928836
"规则","项链","unrelated","word","word",0.820012267647492
"朗姆酒","报酬","unrelated","word","word",0.946562623395337
"伤心","消除","unrelated","word","word",0.882261090132259
"周六","武士","unrelated","word","word",0.92012279093677
"说","演员","unrelated","word","word",0.433122382513118
"刮","惊人的","unrelated","word","word",0.262359979915422
"屏幕","巨大的","unrelated","word","word",0.94557778729737
"第二","歌曲","unrelated","word","word",0.551934020406703
"秘密","保持","unrelated","word","word",0.756047247152796
"看","牧师","unrelated","word","word",0.458071913664306
"性","让","unrelated","word","word",0.487498835413803
"阴影","科涅克白兰地","unrelated","word","word",0.891745956944731
"显示","句子","unrelated","word","word",0.747009410184907
"相似的","姓","unrelated","word","word",0.563174241901808
"罪","网页","unrelated","word","word",0.722843126779234
"单身的","罗马","unrelated","word","word",0.807412504794688
"尺寸","醉","unrelated","word","word",0.797736422750063
"天空","参议员","unrelated","word","word",0.849561904087245
"粉碎","厌恶","unrelated","word","word",0.657376260813026
"抽烟","发热","unrelated","word","word",0.945478809130959
"有时","领导","unrelated","word","word",0.772272480546773
"汤","晚上","unrelated","word","word",0.85961471664899
"资源","黄色的","unrelated","word","word",0.451520242466968
"体育场","优胜者","unrelated","word","word",0.950972410849829
"偷","熏肉","unrelated","word","word",0.914796917327657
"戳","抢劫","unrelated","word","word",0.929478829546591
"力量","魔鬼","unrelated","word","word",0.92743061872001
"压力","很少","unrelated","word","word",0.967326682140137
"固执的","牛仔","unrelated","word","word",0.820125793915013
"潜艇","关于","unrelated","word","word",0.652795183275414
"痛苦","爆炸","unrelated","word","word",0.860172853497451
"症状","死的","unrelated","word","word",0.907719622107852
"坦克","故意地","unrelated","word","word",0.727534977848363
"出租车","安全","unrelated","word","word",0.735327515926567
"眼泪","膝盖","unrelated","word","word",0.93633835861175
"文本","准备","unrelated","word","word",0.785042256219426
"贼","军械库","unrelated","word","word",0.443475394694603
"薄的","杀","unrelated","word","word",0.724362605987525
"第三","毁灭","unrelated","word","word",0.827538224891407
"吐司","慷慨的","unrelated","word","word",0.957790051430763
"烟草","氧","unrelated","word","word",0.568332870136895
"洗手间","愤怒","unrelated","word","word",0.828497059449399
"明天","汉堡包","unrelated","word","word",0.763004430455459
"比赛","山","unrelated","word","word",0.796351013278813
"预告片","三倍","unrelated","word","word",0.923477819207889
"诡计","办公室","unrelated","word","word",0.911040223800083
"真的","受伤","unrelated","word","word",0.565728530746653
"相信","蛇","unrelated","word","word",0.70532176138434
"尝试","谷","unrelated","word","word",0.810927217524547
"转动","水果","unrelated","word","word",0.881081120076889
"二","洞","unrelated","word","word",0.481995117717241
"飞碟","妈","unrelated","word","word",0.575714855773176
"叔叔","尸体","unrelated","word","word",0.677178863018467
"不舒服","证明","unrelated","word","word",0.836970844169961
"有用","盔甲","unrelated","word","word",0.839723808275789
"价值","国王","unrelated","word","word",0.854971000537222
"等待","太阳","unrelated","word","word",0.807583651579746
"温暖的","诚实的","unrelated","word","word",NA
"警告","表示","unrelated","word","word",0.551551312608425
"什么","理论","unrelated","word","word",0.305178806656819
"威士忌酒","吸引","unrelated","word","word",0.871457647625345
"寡妇","创造力","unrelated","word","word",0.89079537546049
"机智","尘土飞扬","unrelated","word","word",0.940474433296248
"单词","地毯","unrelated","word","word",0.495950752198162
"南","愚蠢的","unrelated","word","word",0.724635961229145
"西","通知","unrelated","word","word",0.719149031921744
"白色的","小的","unrelated","word","word",0.941999477016086
"积极的","西","unrelated","word","word",0.288022070535451
"红色的","试图","unrelated","word","word",0.931868256934691
"英语","爆炸性","unrelated","word","word",NA
"公主","店铺","unrelated","word","word",NA
"母亲","尊严","unrelated","word","word",0.647018015182192
"读","艾滋病病毒","unrelated","word","word",NA
"狗","建议","unrelated","word","word",0.752243056903276
"女王","承认","unrelated","word","word",0.785806287638728
"强的","抓住","unrelated","word","word",0.56614170188335
"一般的","生物学","unrelated","word","word",0.805262325148524
"省长","传奇","unrelated","word","word",0.82449774116311
"外科医生","总部","unrelated","word","word",0.885334930930659
"姐姐","当地的","unrelated","word","word",0.694233493827399
"清白的","大西洋","unrelated","word","word",0.888939559847456
"学生","手术","unrelated","word","word",0.878800762141316
"自杀","某物","unrelated","word","word",0.850243968312776
"女孩","最终的","unrelated","word","word",NA
"医院","果汁","unrelated","word","word",0.908076778492007
"酒店","运动","unrelated","word","word",0.885479066510838
"风险","人造的","unrelated","word","word",0.91578587906855
"离婚","社区","unrelated","word","word",0.89922592954682
"指挥官","定义","unrelated","word","word",0.554687669308948
"瘤","黎明","unrelated","word","word",0.608818456915551
"热的","技术","unrelated","word","word",0.644138502056977
"火车","飞机场","unrelated","word","word",0.929908514338119
"男性","标题","unrelated","word","word",0.786609527418267
"车辆","贷款","unrelated","word","word",0.85273347971144
"铁","夸大","unrelated","word","word",0.742623440030781
"可卡因","表哥","unrelated","word","word",0.924322389423497
"神话","结构体","unrelated","word","word",NA
"发电机","存活","unrelated","word","word",0.907415352788219
"主意","富有的","unrelated","word","word",0.882190572350421
"恨","反应堆","unrelated","word","word",0.374823824551995
"大学","湖","unrelated","word","word",0.774336953203322
"风","凶手","unrelated","word","word",0.84029922397176
"夏天","画","unrelated","word","word",0.78757628437904
"炸弹","舞蹈","unrelated","word","word",0.839555579864023
"剑","王座","unrelated","word","word",0.824802098345677
"军士","森林","unrelated","word","word",0.782463705893384
"同事","吓唬","unrelated","word","word",NA
"生产者","改进","unrelated","word","word",0.872556197460797
"理想的","冬天","unrelated","word","word",0.942140618057722
"蝴蝶","操纵","unrelated","word","word",0.879524062128111
"婴儿","蛋黄酱","unrelated","word","word",0.919747298564515
"听","谋杀","unrelated","word","word",0.740080023813835
"买","电话","unrelated","word","word",0.80518906334383
"战争","辐射","unrelated","word","word",0.839989911500642
"糟糕的","猫","unrelated","word","word",0.832931322765382
"肮脏的","指控","unrelated","word","word",0.856552810526197
"熊","信件","unrelated","word","word",0.681066498934331
"雨","掠夺者","unrelated","word","word",0.794304115168655
"成功","阴茎","unrelated","word","word",0.736364905337423
"干燥","陪伴","unrelated","word","word",0.890118375792475
"噪音","摄影师","unrelated","word","word",0.657317807245714
"在场","组织","unrelated","word","word",0.716143540013759
"技术","包裹","unrelated","word","word",0.639513610078231
"秘书","气氛","unrelated","word","word",0.935914214705467
"非法的","水手","unrelated","word","word",0.85126073185822
"实验","力量","unrelated","word","word",0.915938261885097
"会议","高度","unrelated","word","word",0.820665195162363
"舞蹈家","建筑师","unrelated","word","word",0.892530929410357
"委员会","鸭","unrelated","word","word",0.870032711451911
"最低限度","长","unrelated","word","word",0.819066632437835
"确认","诚实","unrelated","word","word",0.820659439689311
"业余","教育","unrelated","word","word",0.778750094013614
"九月","可能性","unrelated","word","word",0.761343187459915
"准备好","野营","unrelated","word","word",0.605776723245212
"女儿","朋友","unrelated","word","word",0.522082097608132
"射击","逃亡者","unrelated","word","word",0.812410989626603
"忘记","花费","unrelated","word","word",0.966318442842033
"火","树","unrelated","word","word",0.710700166673102
"短的","价钱","unrelated","word","word",0.956602256268598
"盒子","帽","unrelated","word","word",0.905438457667649
"窗户","地点","unrelated","word","word",0.893247465116292
"戒指","壁橱","unrelated","word","word",0.918741434416654
"海","过去的","unrelated","word","word",0.75239282847173
"宇宙","沟通","unrelated","word","word",0.718637806767704
"胜利","自由派","unrelated","word","word",0.875721886533952
"间谍","妻子","unrelated","word","word",0.663929484447346
"文化","麦克风","unrelated","word","word",0.793099817362421
"异常","所有者","unrelated","word","word",0.826224826154911
"高尔夫球","油","unrelated","word","word",0.871409933712457
"非洲","仪器","unrelated","word","word",0.904959091215793
"公里","梦","unrelated","word","word",0.497846547376394
"夜晚","日程","unrelated","word","word",0.738677419054469
"喝","喜剧","unrelated","word","word",0.752010608424513
"数字","快速地","unrelated","word","word",0.822665457129831
"晚了","计算","unrelated","word","word",0.677825464424297
"学习","宗教","unrelated","word","word",0.604783325054737
"较差的","聋","unrelated","word","word",NA
"桌子","隐藏","unrelated","word","word",0.888660483427466
"法庭","赞同","unrelated","word","word",0.899419246803171
"精彩的","谦虚","unrelated","word","word",NA
"傻子","规划","unrelated","word","word",0.55491313242517
"微笑","教堂","unrelated","word","word",0.701295234225139
"特点","勋章","unrelated","word","word",0.810575973198598
"全体人员","迷人的","unrelated","word","word",0.929042198854026
"衬衫","钱","unrelated","word","word",0.753228934152684
"过程","消失","unrelated","word","word",0.895953156647168
"社会","祖母","unrelated","word","word",0.851134968974743
"祖父","修道院","unrelated","word","word",0.834288360635239
"爬坡道","通常","unrelated","word","word",NA
"艺术家","帮助","unrelated","word","word",0.834502243981329
"戏剧","致命的","unrelated","word","word",0.96013772108551
"记者","星期日","unrelated","word","word",0.814222087466583
"正式","需要","unrelated","word","word",0.718774143368375
"磅","海洛因","unrelated","word","word",0.711324799287911
"积极的","壮观的","unrelated","word","word",0.437525451601871
"雷达","不同的","unrelated","word","word",0.920080486679711
"灯","吃","unrelated","word","word",0.660440886228794
"仪式","听到","unrelated","word","word",0.860656206625516
"精神的","欺诈罪","unrelated","word","word",NA
"讲话","意大利面","unrelated","word","word",0.763046082593554
"玩","经典的","unrelated","word","word",0.790317447423566
"丈夫","刑事","unrelated","word","word",0.479309787511315
"公司","太阳的","unrelated","word","word",NA
"班级","神圣","unrelated","word","word",0.95023110803585
"保护","橘子","unrelated","word","word",0.495221102567895
"律师","骑","unrelated","word","word",0.797719212692055
"搜索","商业","unrelated","word","word",0.826734432075731
"品尝","态度","unrelated","word","word",0.810354733808696
"玻璃","计时器","unrelated","word","word",0.777267759211137
"收音机","鱼","unrelated","word","word",0.861967539528504
"慢","专家","unrelated","word","word",0.668907013866217
"怪物","宝石","unrelated","word","word",0.868239878798539
"士兵","完全地","unrelated","word","word",0.706605431647579
"骨","有趣的","unrelated","word","word",0.830084618075074
"病毒","重要性","unrelated","word","word",0.873571630918798
"钢琴","投资","unrelated","word","word",0.917360302007264
"混乱","照片","unrelated","word","word",0.762747541047533
"世纪","区","unrelated","word","word",0.652904517907805
"订婚","香草","unrelated","word","word",0.837386336473346
"鲨鱼","有效的","unrelated","word","word",0.849254428914803
"僧","音乐","unrelated","word","word",0.639271824713837
"电报","影响","unrelated","word","word",0.842234724341076
"周一","导弹","unrelated","word","word",0.802608356509935
"背部","爱","unrelated","word","word",0.542980029128585
"居住","美国","unrelated","word","word",0.687437184248934
"特别的","锻炼","unrelated","word","word",0.939991074221883
"情况","能力","unrelated","word","word",0.935665747984061
"疲劳的","客户","unrelated","word","word",NA
"月","知识","unrelated","word","word",0.567197055903001
"吻","表明","unrelated","word","word",0.936667035742612
"灵魂","讽刺","unrelated","word","word",0.916709245794815
"钥匙","组织","unrelated","word","word",0.707645129188147
"墙","专员","unrelated","word","word",0.721918660392209
"安静的","紧张的","unrelated","word","word",NA
"敌人","会议","unrelated","word","word",0.94990751708643
"葡萄酒","政治","unrelated","word","word",0.810243024414494
"河","火炉","unrelated","word","word",0.77193033626371
"证人","温度","unrelated","word","word",0.860630957599539
"文件","手表","unrelated","word","word",0.745085830374141
"职业","上校","unrelated","word","word",0.580190590133293
"杯子","飞","unrelated","word","word",0.88891258017224
"瞎的","优雅的","unrelated","word","word",NA
"合同","建筑","unrelated","word","word",0.808167771776956
"现实","愚蠢","unrelated","word","word",0.912215877969219
"成员","失败","unrelated","word","word",0.712692126737406
"面包","谢谢","unrelated","word","word",0.685945808925316
"爬","选民","unrelated","word","word",0.957113002159434
"受欢迎的","直升机","unrelated","word","word",NA
"影响","厘米","unrelated","word","word",0.685233544021108
"直接的","残酷","unrelated","word","word",0.947079944124393
"恶梦","部","unrelated","word","word",0.652815851016572
"文章","流行性","unrelated","word","word",0.818855704952351
"有价值的","咖啡","unrelated","word","word",NA
"治疗","爆炸","unrelated","word","word",0.914385344795892
"歌手","真实的","unrelated","word","word",0.748800511106519
"老鼠","讲道","unrelated","word","word",0.827293771773355
"专家","讨论","unrelated","word","word",0.487529821907193
"人质","怀孕","unrelated","word","word",0.763533070487976
"女同性恋者","示范","unrelated","word","word",NA
"工程师","诗","unrelated","word","word",0.845786029726996
"画廊","蜥蜴","unrelated","word","word",0.816432637428133
"篮球","仪表","unrelated","word","word",NA
"主教","十月","unrelated","word","word",0.860253057478916
"爵士乐","睡觉","unrelated","word","word",0.687011209267118
"灰","灵感","unrelated","word","word",0.704510554523085
"圣经","承诺","unrelated","word","word",0.832328949207928
"大街","危机","unrelated","word","word",0.952226853905737
"六月","盘子","unrelated","word","word",0.880552311088658
"回答","检察官","unrelated","word","word",0.882922389674986
"计划","女孩们","unrelated","word","word",0.840233503827126
"未来","斗争","unrelated","word","word",0.892852022940691
"说谎","正确的","unrelated","word","word",0.912852738555279
"选择","匹配","unrelated","word","word",0.821920270218803
"发誓","游泳","unrelated","word","word",0.674873964810758
"接触","活动","unrelated","word","word",0.866964919728372
"俱乐部","和谐","unrelated","word","word",0.964053759514431
"对话","美丽","unrelated","word","word",0.711273936934237
"自由","金属","unrelated","word","word",0.884571843119093
"桥","感染","unrelated","word","word",0.886876160801238
"代码","卫星","unrelated","word","word",0.78127523366277
"重点","教导","unrelated","word","word",0.869388999360656
"春天","垃圾","unrelated","word","word",0.918632790699073
"宫","公共汽车","unrelated","word","word",0.924113353235712
"事件","童年","unrelated","word","word",0.771416871553141
"令人兴奋的","肝","unrelated","word","word",0.96099911037353
"寺庙","代替","unrelated","word","word",0.756927430086675
"按钮","周长","unrelated","word","word",0.55993561332752
"避免","领带","unrelated","word","word",0.703548679012802
"奴隶","疼痛","unrelated","word","word",0.793379207804263
"出口","幻觉","unrelated","word","word",0.829144474370254
"使满意","草莓","unrelated","word","word",NA
"塔","自私","unrelated","word","word",0.870900361505513
"到达","分配","unrelated","word","word",0.900147812730585
"轮廓","家庭","unrelated","word","word",0.782155294573591
"毯子","脑外","unrelated","word","word",0.857398151423654
"电缆","完美的","unrelated","word","word",0.924987946923446
"诗人","维持","unrelated","word","word",0.908180333176252
"衬套","结束","unrelated","word","word",NA
"侵略","吉他","unrelated","word","word",0.788345386918019
"僵尸","绳索","unrelated","word","word",0.808273752662667
"沙发","核实","unrelated","word","word",0.969022829707397
"华盛顿","女服务员","unrelated","word","word",0.824017169857428
"罗马","分钟","unrelated","word","word",0.627999123363895
"跑步","直觉","unrelated","word","word",0.816950836005176
"站立","早期的","unrelated","word","word",0.792022425316899
"力量","希腊语","unrelated","word","word",0.768386426407406
"血","豪华轿车","unrelated","word","word",0.755845817209417
"法律","性格","unrelated","word","word",0.911654987894987
"头发","功能","unrelated","word","word",0.67787240249427
"嘴","瘢痕","unrelated","word","word",NA
"眼睛","蝙蝠侠","unrelated","word","word",0.812232088035425
"安全","手帕","unrelated","word","word",0.741004792760376
"浪费","联系","unrelated","word","word",0.928352280200293
"乐趣","综合征","unrelated","word","word",NA
"不可能的","注射","unrelated","word","word",0.754143076414559
"热","法官","unrelated","word","word",0.69380124290146
"手指","中尉","unrelated","word","word",0.769128648574715
"口袋","选项","unrelated","word","word",0.813265884732548
"嫉妒的","兄弟","unrelated","word","word",NA
"票","助手","unrelated","word","word",0.798820247779534
"坟","段落","unrelated","word","word",0.763071157939756
"陷阱","早晨","unrelated","word","word",0.877739516208039
"自豪","来","unrelated","word","word",0.52122059756843
"昂贵的","燃料","unrelated","word","word",0.97758962326907
"伤口","报纸","unrelated","word","word",0.960292767696549
"诅咒","星系","unrelated","word","word",0.599241111169138
"青年","商人","unrelated","word","word",0.889488002283119
"谢","温和的","unrelated","word","word",0.748956766734252
"奶牛","维修","unrelated","word","word",0.852644224597214
"增加","回复","unrelated","word","word",0.478763904546894
"利润","鼻子","unrelated","word","word",0.847426559453131
"纹身","财富","unrelated","word","word",0.915788714357863
"降落","抢","unrelated","word","word",0.895811715438017
"钻石","狮子","unrelated","word","word",0.953614821753555
"点心","音乐家","unrelated","word","word",0.925558191520091
"步枪","包","unrelated","word","word",0.821967269415709
"盾","电视","unrelated","word","word",0.6787820933019
"头盔","友好的","unrelated","word","word",0.91058241704704
"盗窃","航班","unrelated","word","word",0.919145186021679
"具体的","再见","unrelated","word","word",0.526103894582418
"反射","走","unrelated","word","word",0.494867986418123
"频率","每周","unrelated","word","word",0.71766787396969
"软件","荒诞","unrelated","word","word",NA
"剂量","腹部","unrelated","word","word",0.471876838301261
"纪念碑","脸颊","unrelated","word","word",0.913473287076621
"好的","昆虫","unrelated","word","word",0.500310189697535
"屋","总统","unrelated","word","word",0.76685997545816
"大的","直接地","unrelated","word","word",NA
"房间","狸","unrelated","word","word",0.922545022517965
"错误的","耳朵","unrelated","word","word",0.879653620126026
"机会","市长","unrelated","word","word",0.792696611685008
"国家","错误的","unrelated","word","word",0.795017581605968
"晚餐","小路","unrelated","word","word",0.919439525375838
"活","监视器","unrelated","word","word",0.77037858860655
"图片","坐","unrelated","word","word",0.560330479835492
"甜的","基本的","unrelated","word","word",0.849188842998119
"关系","探测","unrelated","word","word",NA
"经验","地狱","unrelated","word","word",0.929621873051457
"聪明的","知道","unrelated","word","word",0.575403320195884
"相机","信息","unrelated","word","word",0.827049183191328
"惊喜","理解","unrelated","word","word",0.81053308273932
"岩石","酷刑","unrelated","word","word",0.783721126396866
"实践","东方","unrelated","word","word",0.952063812916016
"研究","监禁","unrelated","word","word",0.854243245497743
"气体","地址","unrelated","word","word",0.805465504454967
"帮派","学习","unrelated","word","word",0.74501999714237
"淋浴","数量","unrelated","word","word",0.955893551609164
"旅游","成功","unrelated","word","word",0.882217785292356
"喉","选举","unrelated","word","word",0.708278887606863
"千","引擎","unrelated","word","word",0.733926741131822
"系列","婚礼","unrelated","word","word",0.650996517046295
"救援","剩下","unrelated","word","word",0.94870921419731
"肩膀","额外的","unrelated","word","word",0.922081866417203
"保证","声音","unrelated","word","word",0.82001116493193
"目的","勇敢的","unrelated","word","word",0.847039945655281
"任务","给","unrelated","word","word",0.646686515003383
"网络","国家","unrelated","word","word",0.886372277643162
"忠诚","全球的","unrelated","word","word",0.792301160691088
"三明治","奇怪的","unrelated","word","word",0.929032643799031
"电影","厨师","unrelated","word","word",0.742649386855165
"典型的","周二","unrelated","word","word",0.929353408586697
"检查员","争议","unrelated","word","word",0.807565825824366
"火箭","记住","unrelated","word","word",0.614642590049567
"感人的","同情","unrelated","word","word",NA
"短裙","动物","unrelated","word","word",0.813453982860726
"狐狸","钱包","unrelated","word","word",0.951601430522687
"海盗","沙拉","unrelated","word","word",0.919758280255227
"行政","记者","unrelated","word","word",0.891045294572
"殖民地","政府","unrelated","word","word",0.830039003380831
"阴道","不负责任","unrelated","word","word",0.817947478221272
"化学","消息","unrelated","word","word",0.764196932665002
"化学","警报","unrelated","word","word",0.747643635235569
"传感器","大学","unrelated","word","word",0.629889513504682
"停留","知道","unrelated","word","word",0.466558852684978
"区域","坏的","unrelated","word","word",0.7681289340723
"意识到","种族","unrelated","word","word",0.885883131473944
"记录","见证","unrelated","word","word",0.664554753091054
"纸","提供","unrelated","word","word",0.819505500424746
"艰难的","啜","unrelated","word","word",NA
"地面","囚犯","unrelated","word","word",0.914486429485539
"现金","军队","unrelated","word","word",0.782774151792682
"简单地","一顿饭","unrelated","word","word",NA
"艺术","洋葱","unrelated","word","word",0.891026113815467
"私人的","毕业","unrelated","word","word",0.968632589457278
"绝对地","香槟酒","unrelated","word","word",0.865822771565252
"鸡","找","unrelated","word","word",0.862761242329166
"重量","机器","unrelated","word","word",0.662230904507952
"细胞","插曲","unrelated","word","word",0.902155512629291
"挖","卡车","unrelated","word","word",0.859941119911541
"植物","看法","unrelated","word","word",0.816001328648301
"单元","停止","unrelated","word","word",0.839298015000386
"慢慢地","舰队","unrelated","word","word",0.878352529416556
"糖","通常","unrelated","word","word",0.429539138786853
"潜在的","返回","unrelated","word","word",0.858341023780326
"链","一般来说","unrelated","word","word",0.885396294091571
"首都","担心","unrelated","word","word",0.660139124627325
"玩具娃娃","金属丝","unrelated","word","word",NA
"圆圈","工作","unrelated","word","word",0.810961632247244
"慈善机构","失望","unrelated","word","word",0.951974737353104
"无声","切","unrelated","word","word",0.775853770186371
"指甲","雪茄","unrelated","word","word",0.908098097199031
"日常的","信息","unrelated","word","word",NA
"耐心","发射机","unrelated","word","word",0.883627183678054
"方法","银","unrelated","word","word",0.831018330690765
"专辑","专业的","unrelated","word","word",0.755270311719462
"紧急","公司","unrelated","word","word",0.703717830876886
"有礼貌的","资本主义","unrelated","word","word",NA
"周年纪念日","锤子","unrelated","word","word",0.879455290172498
"狭窄","扑克","unrelated","word","word",0.720706067401655
"瘟疫","收入","unrelated","word","word",0.88931567258897
"拍卖","决心","unrelated","word","word",0.814419555934049
"赞扬","巫婆","unrelated","word","word",0.882736179699897
"野蛮","雪","unrelated","word","word",0.815196991136135
"乘客","巡逻","unrelated","word","word",0.690888008296713
"因素","锁","unrelated","word","word",0.853897549760457
"内部的","勃起","unrelated","word","word",NA
"讽刺","爸爸","unrelated","word","word",0.439213110429907
"南部","兔子","unrelated","word","word",0.84876509671906
"黑手党","曾经","unrelated","word","word",0.88578167308313
"宇航员","战略","unrelated","word","word",0.876960290659362
"今天","逮捕","unrelated","word","word",0.745785901743402
"工作","破坏","unrelated","word","word",0.818835468825122
"身体","行为","unrelated","word","word",0.927240724064475
"一半","蜡烛","unrelated","word","word",0.86822818306358
"麻烦","基督教","unrelated","word","word",0.765236971855093
"支持","减","unrelated","word","word",0.667524466987215
"复仇","借口","unrelated","word","word",0.888123746149924
"模型","裸","unrelated","word","word",0.820164776195592
"允许","枪","unrelated","word","word",0.772452410269662
"胃","早餐","unrelated","word","word",0.943967153644245
"拒绝","诊所","unrelated","word","word",0.414427513724143
"数据","名声","unrelated","word","word",0.692523811148113
"全部的","愤世嫉俗","unrelated","word","word",0.962394559733443
"收藏","卡特尔","unrelated","word","word",0.899486482520531
"愤怒","关闭","unrelated","word","word",0.867673496903842
"降低","齿","unrelated","word","word",0.617189298055877
"路线","人类","unrelated","word","word",0.926240938114079
"环境","企业家","unrelated","word","word",0.918567821786183
"丛林","护照","unrelated","word","word",0.723813044425746
"机器人","简单的","unrelated","word","word",0.68510837683477
"泥","女佣","unrelated","word","word",0.923330852435335
"徽章","检查","unrelated","word","word",0.893966601932689
"神经","意图","unrelated","word","word",0.938055612556544
"清醒","游戏","unrelated","word","word",0.83100189947468
"组合","拇指","unrelated","word","word",0.811758629664566
"淹","学校","unrelated","word","word",0.792251356212578
"阶段","亲密的","unrelated","word","word",NA
"阴谋","生病的","unrelated","word","word",NA
"闲话","跳","unrelated","word","word",0.59380826456601
"特权","死","unrelated","word","word",0.592398981731474
"氏族","接受","unrelated","word","word",0.92776325149089
"a片","沮丧","unrelated","word","word",0.927566615868868
"服务员","消极的","unrelated","word","word",NA
"奖金","大猩猩","unrelated","word","word",0.910558536502621
"蜘蛛","无法","unrelated","word","word",0.899852589694103
"驴","悲惨","unrelated","word","word",0.625781399652506
"肾","团体","unrelated","word","word",0.874087515727073
"日历","大概","unrelated","word","word",0.718510004459223
"养老金","厚的","unrelated","word","word",0.611320461145288
"热情","城市","unrelated","word","word",0.773977219575327
"自由","十亿","unrelated","word","word",0.833605979658748
"管辖权","政治家","unrelated","word","word",NA
"一团","卓越","unrelated","word","word",NA
"启发","幻想","unrelated","word","word",0.902650851125183
"终端","吗啡","unrelated","word","word",0.903037293712582
"瑜伽","外部的","unrelated","word","word",NA
"骑兵","混合物","unrelated","word","word",0.900511273481038
"民用","钢","unrelated","word","word",0.81502650208252
"研讨会","注射器","unrelated","word","word",0.888760468118462
"阿司匹林","独特","unrelated","word","word",0.932834248633278
"dvd","指纹","unrelated","word","word",0.799831807451769
"凯撒","维护","unrelated","word","word",0.76006641611472
"安全的","大约","unrelated","word","word",0.781894181980279
"使固定","政治的","unrelated","word","word",NA
"杀手","设备","unrelated","word","word",0.755979821663768
"公平的","金星","unrelated","word","word",NA
"空的","仪式","unrelated","word","word",0.923924406625126
"喂养","三","unrelated","word","word",NA
"双倍的","炮兵","unrelated","word","word",0.911166303812355
"遭受","共产","unrelated","word","word",NA
"信用","怀疑","unrelated","word","word",0.853635140809894
"午夜","公克","unrelated","word","word",NA
"打断","最大","unrelated","word","word",0.819816690064172
"状态","玩笑","unrelated","word","word",0.726123621784689
"魅力","后部","unrelated","word","word",NA
"互联网","花","unrelated","word","word",0.822655941554562
"射手","孤独","unrelated","word","word",0.87915628270356
"疯狂","赢","unrelated","word","word",0.885567830133487
"平台","永远","unrelated","word","word",0.492675660387789
"苹果","棒球","unrelated","word","word",0.911269125785726
"逃跑","安静","unrelated","word","word",0.640650208668346
"勺子","海军","unrelated","word","word",0.689005318444164
"作坊","风暴","unrelated","word","word",0.969276316221022
"热情好客","誓言","unrelated","word","word",0.910928208750042
"土豆","选择","unrelated","word","word",0.793084730182757
"院长","心理","unrelated","word","word",0.807712635459728
