pt_cue,pt_target,type,cue_type,target_type,pt_cosine
cavalaria,sotaque,unrelated,word,word,0.11996470237413
questionar,diabo,unrelated,word,word,0.0821690799755904
mercenário,areia,unrelated,word,word,0.123892193272618
ajudar,título,unrelated,word,word,0.106318610536098
ambiente,amar,unrelated,word,word,0.115845512241952
experimentar,castelo,unrelated,word,word,0.0600406228278615
atenção,outono,unrelated,word,word,0.0503135247066324
multidão,samurai,unrelated,word,word,0.0947174529677726
caixa,cardeal,unrelated,word,word,0.124219563080838
clube,clássico,unrelated,word,word,0.132857739954068
chuveiro,falha,unrelated,word,word,0.101396827477846
regimento,sentar,unrelated,word,word,0.0970912042205589
arena,ensinar,unrelated,word,word,0.108023864759187
cabelo,watson,unrelated,word,word,0.0481581428400202
sala,amizade,unrelated,word,word,-0.0205621535480019
beber,ling,unrelated,word,word,-0.0293545367220583
confiar,namorado,unrelated,word,word,0.103360674063212
milhão,pato,unrelated,word,word,0.0963942738878075
suborno,raparigas,unrelated,word,word,0.123395463320683
rapariga,análise,unrelated,word,word,0.099384012699085
nobre,esquerda,unrelated,word,word,0.116861804814803
esmagar,feminino,unrelated,word,word,0.109284965203132
noivo,frase,unrelated,word,word,0.127082237242022
gajo,democracia,unrelated,word,word,0.0877553335746594
arranhão,oponente,unrelated,word,word,0.100092375397442
construção,vela,unrelated,word,word,0.0872174551319264
indústria,alfa,unrelated,word,word,0.0862611501813981
mel,calcular,unrelated,word,word,0.0998576454205855
vendedor,alegria,unrelated,word,word,0.065413437335746
olá,carro,unrelated,word,word,0.121734027002357
contar,bala,unrelated,word,word,0.13732822775046
tumor,autoridade,unrelated,word,word,0.102671274822852
óculos,ouvir,unrelated,word,word,0.121536411799367
comandante,infecção,unrelated,word,word,0.0642756955693985
veículo,fé,unrelated,word,word,0.123894075888623
frete,solar,unrelated,word,word,0.108144228659043
chão,grego,unrelated,word,word,0.121525673283909
máfia,ovo,unrelated,word,word,0.128395045878166
razão,eletricidade,unrelated,word,word,0.1239568553698
cova,acompanhar,unrelated,word,word,0.0402388629588505
milha,resgate,unrelated,word,word,0.114428457777687
ritual,mamã,unrelated,word,word,0.0516996208243115
mesa,concerto,unrelated,word,word,0.0699609034503743
obstáculo,uniforme,unrelated,word,word,0.139192330704734
seguir,circo,unrelated,word,word,0.0890541291515134
lábio,escritor,unrelated,word,word,0.13115578206898
pão,vencer,unrelated,word,word,0.107878950921637
estômago,poker,unrelated,word,word,0.0923209522445173
açúcar,sempre,unrelated,word,word,0.107724430742608
católico,sugerir,unrelated,word,word,0.135300234386865
jardim zoológico,atitude,unrelated,word,word,
capital,romântico,unrelated,word,word,0.0965337225598006
cultura,nervoso,unrelated,word,word,0.0619530259985074
hospital,desenvolvimento,unrelated,word,word,0.131805729345812
abrir,equipa,unrelated,word,word,0.0895483830117641
trancado,artilharia,unrelated,word,word,0.0515430865977084
gabinete,prosseguir,unrelated,word,word,0.121372428594505
xícara,inútil,unrelated,word,word,0.0976185699690705
rum,distante,unrelated,word,word,0.132537968565032
quente,procedimento,unrelated,word,word,0.079694762526149
comissão,império,unrelated,word,word,0.102116497347935
paciência,hiv,unrelated,word,word,0.0560727812016582
total,empregada,unrelated,word,word,0.10494240324683
absolutamente,assaltar,unrelated,word,word,0.0712911384262012
software,faminto,unrelated,word,word,-0.00181580155861689
confirmação,profissional,unrelated,word,word,0.129344551804119
sempre,computador,unrelated,word,word,0.100818988565075
lei,infância,unrelated,word,word,0.0239667018776585
continuar,maionese,unrelated,word,word,0.120319879124636
orfanato,causa,unrelated,word,word,0.0358988799515154
original,promessa,unrelated,word,word,0.11052946690267
errado,evento,unrelated,word,word,0.00583461383000667
barão,agência,unrelated,word,word,0.0449651291690613
imaginação,frota,unrelated,word,word,0.133573749698174
monstro,capela,unrelated,word,word,0.0368647649635241
mal,pequeno-almoço,unrelated,word,word,
dançarino,biologia,unrelated,word,word,0.0853670232658529
arriscado,urina,unrelated,word,word,0.118574596399385
cego,personalidade,unrelated,word,word,0.125892518527002
vitória,faca,unrelated,word,word,0.115985338220061
conceito,passaporte,unrelated,word,word,0.122411808445878
liberdade,surdo,unrelated,word,word,0.0343299515864864
protesto,sobreviver,unrelated,word,word,0.0612825803421287
chegada,gorila,unrelated,word,word,0.07661933548725
sina,bacon,unrelated,word,word,0.131709906292911
coragem,sonda,unrelated,word,word,0.064292516879096
progresso,cristão,unrelated,word,word,0.135400262980993
chip,passeio,unrelated,word,word,0.105078938417402
sofrer,encantador,unrelated,word,word,0.0719168431321838
semelhante,filho,unrelated,word,word,0.140632611836519
sibilar,garrafa,unrelated,word,word,0.13928361977791
produtor,norte,unrelated,word,word,0.124807061081069
renúncia,refrescar,unrelated,word,word,0.132198291057289
conflito,coronel,unrelated,word,word,0.0918855763044909
interromper,hematoma,unrelated,word,word,0.114398858917811
deus,negócio,unrelated,word,word,0.105479353240094
unidade,casamento,unrelated,word,word,0.0105435185743029
libra,idiota,unrelated,word,word,0.140261479479779
caridade,minuto,unrelated,word,word,0.0458669234286111
pintar,adrenalina,unrelated,word,word,0.0366826644495291
pesadelo,perfume,unrelated,word,word,0.136935925472012
saia,investigador,unrelated,word,word,0.0434508914149094
passageiro,som,unrelated,word,word,0.112711085228497
álcool,feliz,unrelated,word,word,0.0686258263996467
sóbrio,ampla,unrelated,word,word,0.110149775291948
cinzas,saudar,unrelated,word,word,0.110784972724116
enferrujado,superior,unrelated,word,word,0.110212619441502
responsabilidade,síndrome,unrelated,word,word,0.0652122039769257
pólvora,fugitivo,unrelated,word,word,0.0714588400039221
olho,responder,unrelated,word,word,0.07699258825948
oeste,refeição,unrelated,word,word,0.0666077335912714
influência,triplo,unrelated,word,word,0.0281145026451785
campanha,conhaque,unrelated,word,word,0.138803650740611
magnético,ordem,unrelated,word,word,0.119255724870213
moda,gravação,unrelated,word,word,0.0714532986663255
factor,júnior,unrelated,word,word,0.107694957196247
mental,bar,unrelated,word,word,0.0654030850124518
saída,mentiroso,unrelated,word,word,0.0527333287565988
praga,dormir,unrelated,word,word,0.0376452468524745
equipamento,honesto,unrelated,word,word,0.0729929929451512
observação,trono,unrelated,word,word,0.0981989041761135
finalmente,barco,unrelated,word,word,0.113018628988193
subestimar,microfone,unrelated,word,word,0.127831403820446
orgulhoso,heroína,unrelated,word,word,0.128370604409524
perdoar,manifestação,unrelated,word,word,0.147521680033313
enforcamento,empreendedor,unrelated,word,word,0.105402569876137
galeria,droga,unrelated,word,word,0.113968281908192
aguarde,psicológico,unrelated,word,word,0.14238212522499
esperança,azul,unrelated,word,word,0.14768175720182
leal,nuclear,unrelated,word,word,0.0620452226426392
devagar,governo,unrelated,word,word,0.0659342976109455
colónia,gay,unrelated,word,word,0.124504764924005
muro,manipular,unrelated,word,word,0.0476634910841671
campeão,quatro,unrelated,word,word,0.143180151849176
nojento,trovão,unrelated,word,word,0.0621239702998327
procurar,manteiga,unrelated,word,word,0.0905434103373481
dna,escândalo,unrelated,word,word,-0.00620862318822103
tubarão,senha,unrelated,word,word,0.139044254086308
caçar,colapso,unrelated,word,word,-0.0735179128283896
planta,acordo,unrelated,word,word,0.145491017323613
aterrar,estilo,unrelated,word,word,0.0535779484723761
força,café,unrelated,word,word,0.0457558978898587
eterno,transferir,unrelated,word,word,0.0855168056714935
conspiração,mau,unrelated,word,word,0.0971321669298388
livremente,lá,unrelated,word,word,0.0710766061026252
inglês,reduzir,unrelated,word,word,0.0790870670406707
susto,fraco,unrelated,word,word,0.138360730915793
maçã,despido,unrelated,word,word,0.140687113318737
jogar,fax,unrelated,word,word,0.131567827169533
recolher,silêncio,unrelated,word,word,0.13658958393735
suave,vencedor,unrelated,word,word,0.101942905117096
rapazes,monitor,unrelated,word,word,0.062093866596406
nacional,cópia,unrelated,word,word,0.0913450960652458
entrar,pescoço,unrelated,word,word,0.0908317020042869
diploma,herdar,unrelated,word,word,0.134533659423392
quilo,íntimo,unrelated,word,word,0.118299559178647
excelente,banda,unrelated,word,word,0.100746987514809
sanduíche,usar,unrelated,word,word,0.0780394648507738
bastão,conhecer,unrelated,word,word,0.058941480281057
pano,terça-feira,unrelated,word,word,
satisfeito,cronómetro,unrelated,word,word,0.0954722329825727
baía,empréstimo,unrelated,word,word,0.0623528332756867
base,elétrico,unrelated,word,word,0.03978423505378
baixo,confessar,unrelated,word,word,0.0998792469605343
majestade,polegar,unrelated,word,word,0.0894132768507664
estrada,ato,unrelated,word,word,0.0726350719175826
natal,armaria,unrelated,word,word,0.0649029841107856
decente,dispositivo,unrelated,word,word,0.12909642115236
terrível,líder,unrelated,word,word,0.118004529511956
carbono,abrigo,unrelated,word,word,0.0347929708214272
lucro,escrita,unrelated,word,word,0.0601914862292123
dados,absurdo,unrelated,word,word,0.0448406484694157
herança,julho,unrelated,word,word,0.115916451049491
dose,documento,unrelated,word,word,0.0396565002676618
ferramenta,bêbado,unrelated,word,word,0.104236948118056
excitante,diretamente,unrelated,word,word,0.0532824540554852
instinto,escola,unrelated,word,word,0.0533762624690494
finança,suspeito,unrelated,word,word,0.113878220378035
examinar,sim,unrelated,word,word,0.14136064499491
irracional,álibi,unrelated,word,word,0.138634153472932
truque,indicar,unrelated,word,word,0.0921560779886962
repórter,nadar,unrelated,word,word,0.0651222143140266
prazer,local,unrelated,word,word,0.0330168103925555
leite,testemunho,unrelated,word,word,0.123093607008309
romeu,conteúdo,unrelated,word,word,0.0740334332651654
junho,crueldade,unrelated,word,word,0.0560518252415777
escalar,verbas,unrelated,word,word,0.118386064903714
vingança,algodão,unrelated,word,word,0.0267872426989979
veneno,declaração,unrelated,word,word,0.0909375433889462
rainha,refrigerante,unrelated,word,word,0.0861493171157006
real,preço,unrelated,word,word,0.120179973296872
experiência,atar,unrelated,word,word,0.0952254911113789
lorde,privacidade,unrelated,word,word,0.119098418781356
rio,pó,unrelated,word,word,0.104849363692535
inquilino,traseiro,unrelated,word,word,0.128356463135569
primeiro,ofender,unrelated,word,word,0.135284660110463
seminário,carne,unrelated,word,word,-0.00563343528621339
mito,exibição,unrelated,word,word,0.108121059926784
tamanho,desconhecido,unrelated,word,word,0.0805608142908216
permitir,inferno,unrelated,word,word,0.129412048864127
probabilidade,preparar,unrelated,word,word,0.115527574927707
táxi,modesto,unrelated,word,word,0.124327517985063
dragão,ausência,unrelated,word,word,0.0701730045209483
rim,adeus,unrelated,word,word,0.0714487051944977
rã,quarto,unrelated,word,word,0.0728766467692475
regional,bolo,unrelated,word,word,0.148127279292834
sozinho,fluido,unrelated,word,word,0.0895322542030429
curto,massagem,unrelated,word,word,0.120210153855351
odiar,sucesso,unrelated,word,word,0.0581081339630573
robô,usualmente,unrelated,word,word,0.0409870717067058
playboy,zona,unrelated,word,word,0.0957997242101468
ama,importância,unrelated,word,word,0.126080843750777
bússola,gravidez,unrelated,word,word,0.147644140311469
divórcio,perigoso,unrelated,word,word,0.0706710073804444
solteiro,posição,unrelated,word,word,0.11518347142809
ioga,túnel,unrelated,word,word,0.0340960403297241
comida,comissário,unrelated,word,word,0.0944194075881241
porco,partida,unrelated,word,word,0.0990671634234977
troféu,raptar,unrelated,word,word,0.147952312899355
artefato,frio,unrelated,word,word,0.127232909727232
conferência,atacante,unrelated,word,word,0.0531942584777416
ferro,egoísta,unrelated,word,word,0.135775850139527
quilómetro,honra,unrelated,word,word,0.0210649753025149
civil,sobrinho,unrelated,word,word,0.0568829063054191
reflexão,perseguir,unrelated,word,word,0.0813315455117599
falta,queijo,unrelated,word,word,0.0726048566220092
humilde,comunicação,unrelated,word,word,0.127576205642824
ecrã,cedo,unrelated,word,word,0.0220765021858331
amanhã,parente,unrelated,word,word,0.0850359945522593
aspirina,órbita,unrelated,word,word,0.0762006239556013
colina,reator,unrelated,word,word,0.141481813371688
papá,produção,unrelated,word,word,0.125381020338228
nervo,prata,unrelated,word,word,0.0801721816525049
biblioteca,barato,unrelated,word,word,0.0935871258992208
jazz,costa,unrelated,word,word,0.112982126830024
evolução,primo,unrelated,word,word,0.0407671268498031
segredo,civilização,unrelated,word,word,0.120726510080459
nu,derrota,unrelated,word,word,0.0839072417883957
país,descrição,unrelated,word,word,0.0858580127596227
garganta,capitão,unrelated,word,word,0.128930966450107
preocupado,altura,unrelated,word,word,0.149011782055487
meia-noite,mandar,unrelated,word,word,
saudável,desculpar,unrelated,word,word,0.122608172663282
atómico,vale,unrelated,word,word,-0.00819871592873771
claramente,ator,unrelated,word,word,0.0958823664826908
mar,episódio,unrelated,word,word,0.0797480054440792
oficialmente,ventilação,unrelated,word,word,0.0654478892205051
carvão,alteza,unrelated,word,word,0.0719060855294228
arranjar,programa,unrelated,word,word,0.129203261429355
propriedade,celestial,unrelated,word,word,0.122225786865056
ar,família,unrelated,word,word,0.0222932096626722
sofrimento,motor,unrelated,word,word,0.100888499923217
adulto,imperador,unrelated,word,word,0.117244915457349
entusiasmo,gastar,unrelated,word,word,0.147881075888104
vagina,divisão,unrelated,word,word,0.134377523259121
raio,esperar,unrelated,word,word,0.0704970942384406
fase,pequeno,unrelated,word,word,0.131499959570204
imagem,hidrogénio,unrelated,word,word,0.0828687799884949
autógrafo,sujeito,unrelated,word,word,0.105720707941592
dicionário,doente,unrelated,word,word,0.149753681175587
sexual,acontecer,unrelated,word,word,0.0737272015640788
fragmento,zangado,unrelated,word,word,0.0736713903377689
astronauta,vir,unrelated,word,word,0.132718664009865
preparação,prisão,unrelated,word,word,0.135985117160698
cimento,mundo,unrelated,word,word,0.120303815203152
tigela,efeito,unrelated,word,word,0.0965955008508691
política,hamburger,unrelated,word,word,0.104479392503594
jornalismo,cama,unrelated,word,word,0.0833934119428641
status,imundo,unrelated,word,word,0.0644386615811999
desamparado,partida,unrelated,word,word,0.117015113640376
literalmente,detetive,unrelated,word,word,0.0891196001174368
chanceler,técnica,unrelated,word,word,0.0495386052227583
botão,doença,unrelated,word,word,0.0631522130446113
secundário,recompensa,unrelated,word,word,-0.0110004260423862
princesa,reunir,unrelated,word,word,0.01643486276703
cela,páre,unrelated,word,word,0.0422013029012116
refém,produzir,unrelated,word,word,0.0412667067340286
privado,ratazana,unrelated,word,word,0.0804660286619774
nobel,tecido,unrelated,word,word,0.0691040217448468
sarilho,senador,unrelated,word,word,0.0699819218596122
amador,traseira,unrelated,word,word,0.0523002072739291
proibido,desfecho,unrelated,word,word,-0.0124093906852695
garantia,quartel-general,unrelated,word,word,
regra,condessa,unrelated,word,word,0.0723085221859594
modelo,emergência,unrelated,word,word,0.0944743139343307
empurrar,muito,unrelated,word,word,0.135164875328935
inserir,morto,unrelated,word,word,0.0745004821866876
quantidade,ir,unrelated,word,word,0.0866155020120156
metade,resistir,unrelated,word,word,0.0540915197794866
contaminação,investidor,unrelated,word,word,0.0580784392045191
ocasionalmente,peça,unrelated,word,word,0.0988412750550675
otimista,perímetro,unrelated,word,word,0.0647326509173343
justo,mapa,unrelated,word,word,0.0917560740820536
aumentar,beco,unrelated,word,word,0.0577647382200409
fresco,salvar,unrelated,word,word,0.0533234860402236
ficar,foto,unrelated,word,word,0.145868909436773
resposta,mosteiro,unrelated,word,word,0.0608894714468722
carreira,trancar,unrelated,word,word,0.080201329196934
exigir,leão,unrelated,word,word,0.032632970731234
pobre,inspeção,unrelated,word,word,0.0936572600470276
dirigir,sapato,unrelated,word,word,0.106315757245169
roubar,centenas,unrelated,word,word,0.133467433357357
roubo,em algum lugar,unrelated,word,word,
cadeia,determinação,unrelated,word,word,0.122376829238696
virar,patrulha,unrelated,word,word,0.0987040982873097
espionagem,preto,unrelated,word,word,0.0938611495653515
previdência,simples,unrelated,word,word,0.14466199762835
âncora,américa,unrelated,word,word,0.110598492047124
pirata,protocolo,unrelated,word,word,0.103127288238271
pensão,confirmar,unrelated,word,word,0.143846540215417
leilão,teoria,unrelated,word,word,0.0108120101638771
radar,almoço,unrelated,word,word,0.108989316794201
herói,fechar,unrelated,word,word,0.0288175810955698
calendário,principe,unrelated,word,word,0.0674101533591083
génio,passado,unrelated,word,word,0.104241215497469
protegido,acusação,unrelated,word,word,0.130179452941423
parlamento,congelar,unrelated,word,word,0.0979727440454582
governador,casaco,unrelated,word,word,0.0173525094245471
refúgio,televisão,unrelated,word,word,0.0524225956114337
tiro,rapidamente,unrelated,word,word,0.0741953405457385
enfermo,década,unrelated,word,word,0.0323223673525039
ouro,permanecer,unrelated,word,word,0.120196590760899
simplesmente,apanhar,unrelated,word,word,0.0547817098295369
casa-de-banho,conexão,unrelated,word,word,
gota,professora,unrelated,word,word,0.0820641975738119
pouco,notícias,unrelated,word,word,0.108156108437729
gosto,plástico,unrelated,word,word,0.142775789932297
verme,casamento,unrelated,word,word,0.0819820819042394
atirador,dever,unrelated,word,word,0.0869865164122819
chuva,federação,unrelated,word,word,0.0861300370849117
lunar,guaxinim,unrelated,word,word,0.112181275807428
nada,limusine,unrelated,word,word,0.106810206595563
noutro lugar,criminoso,unrelated,word,word,
filha,imenso,unrelated,word,word,0.122127950005466
álbum,metro,unrelated,word,word,0.092831199718046
ruído,chefe de cozinha,unrelated,word,word,
lasanha,caminho,unrelated,word,word,0.080308623811685
palestra,vampiro,unrelated,word,word,0.12042308822034
perito,vodka,unrelated,word,word,0.0609341441641273
distância,pressione,unrelated,word,word,0.105126733666327
desperdício,julgamento,unrelated,word,word,0.10154046047409
passatempo,cerebral,unrelated,word,word,0.104608521670622
celebridade,atlântico,unrelated,word,word,0.0502219302500807
plataforma,irresponsável,unrelated,word,word,0.132338149372306
comprar,matemática,unrelated,word,word,0.120422346831221
avenida,capitalismo,unrelated,word,word,0.122121948475507
sesta,sabotar,unrelated,word,word,0.14554620024317
loucura,porto,unrelated,word,word,0.112758060329984
substituir,pénis,unrelated,word,word,0.0847495331399836
bastante,nação,unrelated,word,word,0.113592044148474
propor,grama,unrelated,word,word,0.108660994728391
sábado,produto,unrelated,word,word,0.0580771743826775
afogar,feiticeiro,unrelated,word,word,0.0702554816261793
potencial,braço,unrelated,word,word,0.0983637394882085
método,revista,unrelated,word,word,-0.0154556724039822
chamada,externo,unrelated,word,word,0.132024912762878
rádio,coelho,unrelated,word,word,0.0679559665499344
calor,corporação,unrelated,word,word,0.12986604163422
coroa,semanalmente,unrelated,word,word,0.0557096355845552
relâmpago,providenciar,unrelated,word,word,0.0796303705046271
nome,funcional,unrelated,word,word,0.0749124323039651
cobertor,justiça,unrelated,word,word,0.0960752127334009
boneca,inteligente,unrelated,word,word,0.138176540063323
espião,meio-dia,unrelated,word,word,
mover,charuto,unrelated,word,word,0.0613369402745069
arbusto,teste,unrelated,word,word,0.124688073974715
audição,tapete,unrelated,word,word,0.0949448906269263
círculo,adorável,unrelated,word,word,0.132313386738902
segunda-feira,falso,unrelated,word,word,
frango,aconselhar,unrelated,word,word,0.01713253625035
caracol,ataque,unrelated,word,word,0.0529307798480191
repulsivo,pressão,unrelated,word,word,
repentino,boston,unrelated,word,word,0.0883762605054423
anónimo,cancro,unrelated,word,word,0.0694557136688128
desconfortável,rapaz,unrelated,word,word,0.114252274432117
sangue,adolescente,unrelated,word,word,0.136579649567645
comum,assinatura,unrelated,word,word,0.138090140418882
deserto,financiamento,unrelated,word,word,0.136181663193567
zombie,recentemente,unrelated,word,word,0.148142150153092
reboque,tentar,unrelated,word,word,0.119366349043462
canela,batalhão,unrelated,word,word,0.0874979722290933
válvula,organizar,unrelated,word,word,0.103571809671158
extremamente,prova,unrelated,word,word,0.136763987387196
uísque,pular,unrelated,word,word,0.135497934323344
maioria,acampar,unrelated,word,word,0.109486507706989
bolso,extraterrestre,unrelated,word,word,0.0171907776338389
soldado,atividade,unrelated,word,word,0.0928082388513768
limpar,ereção,unrelated,word,word,0.129373356605363
sherlock,batalha,unrelated,word,word,0.0750597889367678
forte,superfície,unrelated,word,word,0.119080239930708
pistola,global,unrelated,word,word,0.110192844978179
diário,doação,unrelated,word,word,0.0787142739814491
estreito,para sempre,unrelated,word,word,
cabo,confusão,unrelated,word,word,0.0493976771921987
emprego,músculo,unrelated,word,word,0.0546572727528088
imprestável,comunidade,unrelated,word,word,0.118658084792233
merecer,especialista,unrelated,word,word,-0.0192938192181198
poeta,buraco,unrelated,word,word,0.095282555852907
ok,muitas vezes,unrelated,word,word,
vermelho,diretor,unrelated,word,word,0.0310126442311651
espinal,impressionar,unrelated,word,word,0.0681609570448149
sequestrar,erro,unrelated,word,word,0.113671589962856
presença,esparguete,unrelated,word,word,0.0447880743783347
autor,dólar,unrelated,word,word,0.0822539691021535
terminal,dar,unrelated,word,word,0.101391320389132
motivo,flor,unrelated,word,word,0.131288836110495
ovni,pia,unrelated,word,word,-0.0128194053401739
autópsia,fortemente,unrelated,word,word,0.0360523656334416
natural,grupo,unrelated,word,word,0.0352202357450273
apoio,velejar,unrelated,word,word,0.128432301903037
secretário,artificial,unrelated,word,word,0.125177096584086
vítima,fiel,unrelated,word,word,0.0869091736024768
opinião,cadáver,unrelated,word,word,0.0856625754470784
jurisdição,cebola,unrelated,word,word,0.094084655947214
primavera,garfo,unrelated,word,word,0.0880043490580292
armadilha,pessoas,unrelated,word,word,0.0242936713879822
estádio,partir,unrelated,word,word,0.118459854488999
sofá,claro,unrelated,word,word,0.141597661798688
borboleta,política,unrelated,word,word,0.101947656277616
aniversário,explosivo,unrelated,word,word,0.105437551801922
bíblia,lagosta,unrelated,word,word,0.123849930985851
torre,aceitar,unrelated,word,word,0.0776631136529371
rabo,oficial,unrelated,word,word,0.0758122769605606
quieto,farinha,unrelated,word,word,0.106208977361849
anarquia,armário,unrelated,word,word,-0.0135912160479121
palácio,vídeo,unrelated,word,word,0.128734043014188
agarrar,ciência,unrelated,word,word,0.137182894163458
igreja,prémio,unrelated,word,word,0.045302752162304
atraente,avó,unrelated,word,word,0.111674025695408
caro,jornalista,unrelated,word,word,0.13285381094525
engolir,ontem,unrelated,word,word,0.0869579908144005
juventude,artéria,unrelated,word,word,0.106425810539711
típico,três,unrelated,word,word,0.0939943415804959
cair,músico,unrelated,word,word,0.0139179818329597
inspetor,arma de fogo,unrelated,word,word,
sociedade,cadeira,unrelated,word,word,0.108927174490888
excursão,criatura,unrelated,word,word,0.119532984552159
contato,marketing,unrelated,word,word,0.0798151471897485
caloroso,edifício,unrelated,word,word,0.123233577941703
familiar,dor,unrelated,word,word,0.146045920306508
paranóico,empregada,unrelated,word,word,0.108093295289495
ladrão,devoção,unrelated,word,word,0.0877765842012876
rasgar,caminhão,unrelated,word,word,0.0864486503300649
tio,vê,unrelated,word,word,0.107505881295798
sombra,estudo,unrelated,word,word,0.0859490641159247
pôr do sol,agradecer,unrelated,word,word,
cabine,pedra,unrelated,word,word,0.140181801225402
saboroso,impressão digital,unrelated,word,word,
estresse,gato,unrelated,word,word,0.107373177723939
criação,defender,unrelated,word,word,0.113032014225831
anjo,basebol,unrelated,word,word,0.0854942827874559
orgulho,peru,unrelated,word,word,0.109305090601054
arquivo,inesperadamente,unrelated,word,word,0.0930628248716689
atrasado,lobo,unrelated,word,word,0.0334625267875386
impossível,universidade,unrelated,word,word,0.119825344880468
alimentar,amarelo,unrelated,word,word,0.131935552402671
séries,lago,unrelated,word,word,0.0912173005514905
fugir,longo,unrelated,word,word,0.0673110811257406
noite,símbolo,unrelated,word,word,0.0538601308536378
fenómeno,morrer,unrelated,word,word,0.0435467169174485
prática,desejar,unrelated,word,word,0.109773269399684
estouro,mistério,unrelated,word,word,0.118187001037232
terremoto,repugnante,unrelated,word,word,0.100771170008595
interno,sumo,unrelated,word,word,0.0711048421910638
clã,rede,unrelated,word,word,0.111109661398983
maravilhoso,aeroporto,unrelated,word,word,0.0703166281914847
mortal,religião,unrelated,word,word,0.116174654546181
tosse,informação,unrelated,word,word,0.143350252462181
incêndio,compreender,unrelated,word,word,0.102864845474973
aterrar,lixo,unrelated,word,word,0.115452007295781
nuvem,dinheiro,unrelated,word,word,0.0560888773342385
educado,escapar,unrelated,word,word,0.117474972967653
relação,óleo,unrelated,word,word,0.114955690130812
vazio,ténis,unrelated,word,word,0.0925571713363943
operacional,lindo,unrelated,word,word,0.138188516031278
orçamento,frase,unrelated,word,word,0.0920498553343351
universo,assobiar,unrelated,word,word,0.140501091291219
elogio,portão,unrelated,word,word,0.0838578532061162
oferta,acidente,unrelated,word,word,0.0488669635540584
avô,baunilha,unrelated,word,word,0.101764845527344
felicitar,animal,unrelated,word,word,0.0571627829942109
piano,cartel,unrelated,word,word,0.0910747914641413
ocorrer,papá,unrelated,word,word,0.0748457630654518
difícil,náusea,unrelated,word,word,0.125704102357981
equilíbrio,comerciante,unrelated,word,word,0.0643701484560686
recuperar,lenda,unrelated,word,word,0.127340733925849
escutar,montanha,unrelated,word,word,0.0977490999481372
pesado,vacina,unrelated,word,word,0.113987758884828
peso,helicóptero,unrelated,word,word,0.0530966754193948
cocaína,arame,unrelated,word,word,0.143138891247086
sida,restaurante,unrelated,word,word,0.0152847020342703
privilégio,tempestade,unrelated,word,word,0.00897245338996709
burro,cigarro,unrelated,word,word,0.143186877285205
beijo,fraude,unrelated,word,word,0.10760522312225
tolo,armazenar,unrelated,word,word,0.045523958636749
significado,chocolate,unrelated,word,word,0.127262946926973
valioso,atmosfera,unrelated,word,word,0.128148280571985
pena,leste,unrelated,word,word,0.0520198485624293
pessoa,nevoeiro,unrelated,word,word,0.117499073425923
relatar,boné,unrelated,word,word,0.0520186784446396
fonte,pensar,unrelated,word,word,0.0492225514516794
lesão,trágico,unrelated,word,word,0.120006681879165
fora,equipar,unrelated,word,word,0.102517931904828
propósito,inverno,unrelated,word,word,-0.0346005957136658
acidentalmente,retorno,unrelated,word,word,0.140030712072069
analista,ativar,unrelated,word,word,0.131788001642749
camisa,receio,unrelated,word,word,0.134091438508619
sénior,real,unrelated,word,word,0.146537580817807
ilegal,novo,unrelated,word,word,0.12692644888316
telegrama,selecione,unrelated,word,word,0.10544732925719
conservador,brinquedo,unrelated,word,word,0.128460116381104
escuridão,comer,unrelated,word,word,0.14841371883634
controlar,promotor,unrelated,word,word,0.0703895634171227
anúncio,traidor,unrelated,word,word,0.0736925479290247
mínimo,político,unrelated,word,word,0.140553260261551
ketchup,festa,unrelated,word,word,0.118236901615273
comercial,intuição,unrelated,word,word,0.0537687324533302
telescópio,cortar,unrelated,word,word,0.0748375084126105
embaixador,inseto,unrelated,word,word,0.104193356329997
embaixada,harmonia,unrelated,word,word,0.103049881968775
pobreza,mensagem,unrelated,word,word,0.065780298272792
templo,estrela,unrelated,word,word,0.108453632352291
assassino,distrito,unrelated,word,word,0.121567598375343
cantor,tenente,unrelated,word,word,0.118844081953861
diarreia,reputação,unrelated,word,word,0.13295077351302
marinho,caneta,unrelated,word,word,0.089496524280819
anel,arrogância,unrelated,word,word,0.141821692703632
neto,autocarro,unrelated,word,word,0.065786491137123
canal,caminhada,unrelated,word,word,0.0509532480765099
sul,agendar,unrelated,word,word,0.115384354148646
boca,demissão,unrelated,word,word,0.0901818510925507
escolha,escrever,unrelated,word,word,0.12703472092689
verde,dignidade,unrelated,word,word,0.0491635454307214
comandar,pássaro,unrelated,word,word,0.127148586743822
resultado,fogão,unrelated,word,word,0.0201659828852832
secção,guerreiro,unrelated,word,word,0.0192211901704463
bilhete,ocultar,unrelated,word,word,0.112505817015193
código,atirar,unrelated,word,word,0.0538686337523995
futuro,mastigar,unrelated,word,word,0.100235664694646
rota,medalha,unrelated,word,word,0.0807296898742517
miserável,discussão,unrelated,word,word,0.143577714631899
guarda,horrível,unrelated,word,word,0.0802822131071644
batom,concentrar,unrelated,word,word,0.123997783472018
explicação,glória,unrelated,word,word,0.14659685516833
treinador,suficiente,unrelated,word,word,0.0462326074370955
oportunidade,dinamite,unrelated,word,word,0.0634207044207367
pulso,mosca,unrelated,word,word,0.147075727155998
valor,crânio,unrelated,word,word,0.108786571987397
