"word_combo","ru_cue","ru_target","type","cue_type","target_type","ru_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"жаркорпорация","жар","корпорация","unrelated","word","word",0.0504370187334314,NA,NA,NA,NA,NA
"жартемпература","жар","температура","related","word","word",0.548066525774635,NA,NA,NA,NA,NA
"ждатьбостена","ждать","бостена","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ждатьожидать","ждать","ожидать","related","word","word",0.579509597918966,NA,NA,NA,NA,NA
"ждатьпсихологический","ждать","психологический","unrelated","word","word",0.0978152841255151,NA,NA,NA,NA,NA
"желадельдубьект","желадель","дубьект","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"желадельэпидемия","желадель","эпидемия","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"желаниеканикулы","желание","каникулы","unrelated","word","word",0.129282623308459,NA,NA,NA,NA,NA
"желаниеклотель","желание","клотель","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"желаниестремление","желание","стремление","related","word","word",0.57875076747943,NA,NA,NA,NA,NA
"железоизучукинс","железо","изучукинс","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"железометалл","железо","металл","related","word","word",0.485839177008554,NA,NA,NA,NA,NA
"железоэгоистичный","железо","эгоистичный","unrelated","word","word",0.098299971725641,NA,NA,NA,NA,NA
"желестерагентство","желестер","агентство","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"желестерполнодишь","желестер","полнодишь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"желяхмясо","желях","мясо","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"желяхосаль","желях","осаль","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"женихневеста","жених","невеста","related","word","word",0.674590726125059,NA,NA,NA,NA,NA
"женихпувой","жених","пувой","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"женихсевер","жених","север","unrelated","word","word",0.110173472615093,NA,NA,NA,NA,NA
"жертваатакующий","жертва","атакующий","related","word","word",0.224416114241238,NA,NA,NA,NA,NA
"жертваверный","жертва","верный","unrelated","word","word",0.113400950783736,NA,NA,NA,NA,NA
"жертваулоний","жертва","улоний","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"жестоколо","жест","около","unrelated","word","word",0.0568139735521435,NA,NA,NA,NA,NA
"жестпоследкер","жест","последкер","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"жестпоступок","жест","поступок","related","word","word",0.525717432927977,NA,NA,NA,NA,NA
"жетаопределец","жета","определец","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"жетаповерхность","жета","поверхность","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"живойвыварать","живой","выварать","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"живоймертвый","живой","мертвый","related","word","word",0.471714580267625,NA,NA,NA,NA,NA
"живойозноб","живой","озноб","unrelated","word","word",0.145418496365362,NA,NA,NA,NA,NA
"живописецад","живописец","ад","unrelated","word","word",0.098641591454957,NA,NA,NA,NA,NA
"живописецзательвтывающий","живописец","зательвтывающий","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"живописецхудожник","живописец","художник","related","word","word",0.606398538845438,NA,NA,NA,NA,NA
"животгрудная клетка","живот","грудная клетка","related","word","word",NA,NA,NA,NA,NA,NA
"животмальвык","живот","мальвык","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"животпокер","живот","покер","unrelated","word","word",0.0817374004423723,NA,NA,NA,NA,NA
"жидкостьквартира","жидкость","квартира","unrelated","word","word",0.086909966350287,NA,NA,NA,NA,NA
"жидкостьувольдодатель","жидкость","увольдодатель","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"жидкостьфлюид","жидкость","флюид","related","word","word",0.290498077886614,NA,NA,NA,NA,NA
"жилецарендодатель","жилец","арендодатель","related","word","word",0.444375975320323,NA,NA,NA,NA,NA
"жилецвысотруд","жилец","высотруд","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"жилецпопа","жилец","попа","unrelated","word","word",0.0741599917840071,NA,NA,NA,NA,NA
"жилувоткризис","жилувот","кризис","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"жилувотредцо","жилувот","редцо","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"жимевойвозможность","жимевой","возможность","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"жимевойсестпа","жимевой","сестпа","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"житокепастный","житок","епастный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"житокмука","житок","мука","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"житьвыживать","жить","выживать","related","word","word",0.475375449049908,NA,NA,NA,NA,NA
"житьгречелось","жить","гречелось","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"житькорабль","жить","корабль","unrelated","word","word",0.0926681410122291,NA,NA,NA,NA,NA
"жоазинъекция","жоаз","инъекция","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"жоазувно","жоаз","увно","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"жоерьумфом","жоерь","умфом","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"жоерьчто","жоерь","что","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"журлыйзарплата","журлый","зарплата","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"журлыйфуттат","журлый","футтат","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"журналисткаатангшка","журналистка","атангшка","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"журналисткаполитика","журналистка","политика","related","word","word",0.333902586190997,NA,NA,NA,NA,NA
"журналисткафункциональный","журналистка","функциональный","unrelated","word","word",0.0877650328844752,NA,NA,NA,NA,NA
"журнастьянкавоенный","журнастьянка","военный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"журнастьянкамаленьна","журнастьянка","маленьна","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"заблокированныйзакрытый","заблокированный","закрытый","related","word","word",0.56910933110461,NA,NA,NA,NA,NA
"заблокированныйнезнатически","заблокированный","незнатически","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"заблокированныйпреступление","заблокированный","преступление","unrelated","word","word",0.0777252694199208,NA,NA,NA,NA,NA
"забыватьпесом","забывать","песом","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"забыватьпомнить","забывать","помнить","related","word","word",0.662813458016525,NA,NA,NA,NA,NA
"забыватьшприц","забывать","шприц","unrelated","word","word",0.0873538806283117,NA,NA,NA,NA,NA
"забыскиватьпреобразователь","забыскивать","преобразователь","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"забыскиватьрыпаншка","забыскивать","рыпаншка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"заводпровзломма","завод","провзломма","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"заводпроизводство","завод","производство","related","word","word",0.454609541303724,NA,NA,NA,NA,NA
"заводутро","завод","утро","unrelated","word","word",0.045681548464173,NA,NA,NA,NA,NA
"завсотенея","завсот","енея","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"завсотумение","завсот","умение","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"завтракоздоровый","завтра","коздоровый","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"завтрародитель","завтра","родитель","unrelated","word","word",0.118034249790261,NA,NA,NA,NA,NA
"завтраутро","завтра","утро","related","word","word",0.279545685695616,NA,NA,NA,NA,NA
"завунобычекный","завун","обычекный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"завунслучаться","завун","случаться","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"загнулнениевонючий","загнулнение","вонючий","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"загнулнениекоровать","загнулнение","коровать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"заговорбоеда","заговор","боеда","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"заговормошенничество","заговор","мошенничество","related","word","word",0.34365146192714,NA,NA,NA,NA,NA
"заговорплохой","заговор","плохой","unrelated","word","word",0.117347518427493,NA,NA,NA,NA,NA
"загочейподтверствам","загочей","подтверствам","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"загочейсеребряный","загочей","серебряный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"загрязнениерадиация","загрязнение","радиация","related","word","word",0.415883639733463,NA,NA,NA,NA,NA
"загрязнениехирувимгия","загрязнение","хирувимгия","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"загрязнениечемодан","загрязнение","чемодан","unrelated","word","word",0.0762876227828166,NA,NA,NA,NA,NA
"задачабалл","задача","балл","unrelated","word","word",0.0823526597870922,NA,NA,NA,NA,NA
"задачамиссия","задача","миссия","related","word","word",0.535125456517113,NA,NA,NA,NA,NA
"задачастранновение","задача","странновение","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"задачащабуоценка","задачаща","буоценка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"задачащаживотное","задачаща","животное","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"задницаотрицаромный","задница","отрицаромный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"задницаофициальный","задница","официальный","unrelated","word","word",0.112957249295651,NA,NA,NA,NA,NA
"задницапопа","задница","попа","related","word","word",0.364760761604284,NA,NA,NA,NA,NA
"закатблагодарить","закат","благодарить","unrelated","word","word",0.129359543631717,NA,NA,NA,NA,NA
"закатрассвет","закат","рассвет","related","word","word",0.519717277033163,NA,NA,NA,NA,NA
"закатютс","закат","ютс","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"заключениенездоровый","заключение","нездоровый","unrelated","word","word",0.119707807331629,NA,NA,NA,NA,NA
"заключениепредположение","заключение","предположение","related","word","word",0.435920113785031,NA,NA,NA,NA,NA
"заключениефинансировательство","заключение","финансировательство","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"заключепецвэсть","заключепец","вэсть","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"заключепецтрудный","заключепец","трудный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"закондетство","закон","детство","unrelated","word","word",0.0670845125407988,NA,NA,NA,NA,NA
"законконституция","закон","конституция","related","word","word",0.449054524775254,NA,NA,NA,NA,NA
"законраблик","закон","раблик","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"заложникизобцузский","заложник","изобцузский","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"заложникпроизводить","заложник","производить","unrelated","word","word",0.0186693465150815,NA,NA,NA,NA,NA
"заложникузник","заложник","узник","related","word","word",0.426030115269746,NA,NA,NA,NA,NA
"заменятьзамена","заменять","замена","related","word","word",0.552351825635048,NA,NA,NA,NA,NA
"заменятьпенис","заменять","пенис","unrelated","word","word",0.147318874664208,NA,NA,NA,NA,NA
"заменятьшкeм","заменять","шкeм","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"замечастныйгалмейк","замечастный","галмейк","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"замечастныйкролик","замечастный","кролик","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"замечательныйвысокомемкнуть","замечательный","высокомемкнуть","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"замечательныйизучать","замечательный","изучать","unrelated","word","word",0.145274700598195,NA,NA,NA,NA,NA
"замечательныйфантастический","замечательный","фантастический","related","word","word",0.640664920949449,NA,NA,NA,NA,NA
"заначделать","занач","делать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"заначсупсидироватитет","занач","супсидироватитет","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"западвосток","запад","восток","related","word","word",0.820909280356542,NA,NA,NA,NA,NA
"западпитание","запад","питание","unrelated","word","word",0.0880709747478045,NA,NA,NA,NA,NA
"западстера","запад","стера","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"записыватьжалкий","записывать","жалкий","unrelated","word","word",0.0898276855817741,NA,NA,NA,NA,NA
"записыватьзапись","записывать","запись","related","word","word",0.428746112626582,NA,NA,NA,NA,NA
"записыватькройтегия","записывать","кройтегия","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"записыстватьмеханиратский","записыствать","механиратский","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"записыстватьученый","записыствать","ученый","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"запойдбатальон","запойд","батальон","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"запойдоскорбложение","запойд","оскорбложение","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"запрерватьныйповочина","запрерватьный","повочина","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"запрерватьныйсталь","запрерватьный","сталь","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"запретныйзапрещать","запретный","запрещать","related","word","word",0.429603094621811,NA,NA,NA,NA,NA
"запретныйисход","запретный","исход","unrelated","word","word",0.145424962184686,NA,NA,NA,NA,NA
"запретныйфедерамаунт","запретный","федерамаунт","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"заслуживатьдостойный","заслуживать","достойный","related","word","word",0.401853778040102,NA,NA,NA,NA,NA
"заслуживатьженкарый","заслуживать","женкарый","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"заслуживатьзадний","заслуживать","задний","unrelated","word","word",0.149040650469086,NA,NA,NA,NA,NA
"застемятьпосылка","застемять","посылка","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"застемятьчевер","застемять","чевер","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"заткнукированныйбесер","заткнукированный","бесер","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"заткнукированныйпозволять","заткнукированный","позволять","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"захламживатьатока","захламживать","атока","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"захламживатьчудный","захламживать","чудный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"зачельникотрицательный","зачельник","отрицательный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"зачельникудаслить","зачельник","удаслить","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"защищенностьбезопасность","защищенность","безопасность","related","word","word",0.549424157261905,NA,NA,NA,NA,NA
"защищенностьмых","защищенность","мых","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"защищенностьпростой","защищенность","простой","unrelated","word","word",0.064500265734226,NA,NA,NA,NA,NA
"защнальностьвидео","защнальность","видео","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"защнальностьмысейка","защнальность","мысейка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"зверьваринюнт","зверь","варинюнт","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"зверьживотное","зверь","животное","related","word","word",0.509593141989163,NA,NA,NA,NA,NA
"зверьнос","зверь","нос","unrelated","word","word",0.112229975134604,NA,NA,NA,NA,NA
"звонокпобережье","звонок","побережье","unrelated","word","word",0.0673420420931516,NA,NA,NA,NA,NA
"звонокпребувать","звонок","пребувать","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"звоноктелефон","звонок","телефон","related","word","word",0.515516206593791,NA,NA,NA,NA,NA
"звопрябрастый","звопря","брастый","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"звопряпсихологический","звопря","психологический","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"звутябрьмолоурен","звутябрь","молоурен","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"звутябрьподдерживать","звутябрь","поддерживать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"здесьзвон","здесь","звон","unrelated","word","word",0.126924416869283,NA,NA,NA,NA,NA
"здесьсканшек","здесь","сканшек","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"здесьтам","здесь","там","related","word","word",0.75451593345545,NA,NA,NA,NA,NA
"здоровыйврожция","здоровый","врожция","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"здоровыйизвинять","здоровый","извинять","unrelated","word","word",0.139931986443878,NA,NA,NA,NA,NA
"здоровыйнормальный","здоровый","нормальный","related","word","word",0.575797456855271,NA,NA,NA,NA,NA
"здоровьемощь","здоровье","мощь","unrelated","word","word",0.147625317014166,NA,NA,NA,NA,NA
"здоровьеобразование","здоровье","образование","related","word","word",0.307202281972203,NA,NA,NA,NA,NA
"здоровьесестпа","здоровье","сестпа","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"здороньетвнешний","здороньет","внешний","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"здороньетзабым","здороньет","забым","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"здятьвахо","здять","вахо","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"здятьдолг","здять","долг","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"зелеваныйбопа","зелеваный","бопа","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"зелеваныйподписываться","зелеваный","подписываться","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"зеленыйдостоинство","зеленый","достоинство","unrelated","word","word",0.0725759383478892,NA,NA,NA,NA,NA
"зеленыйкващение","зеленый","кващение","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"зеленыйоранжевый","зеленый","оранжевый","related","word","word",0.649713529083716,NA,NA,NA,NA,NA
"землетрясениебеждать","землетрясение","беждать","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"землетрясениевзрыв","землетрясение","взрыв","related","word","word",0.434113857724094,NA,NA,NA,NA,NA
"землетрясениеотвратительный","землетрясение","отвратительный","unrelated","word","word",0.082178947525463,NA,NA,NA,NA,NA
"зернодружестройный","зерно","дружестройный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"зерноироничный","зерно","ироничный","unrelated","word","word",0.0656171512914914,NA,NA,NA,NA,NA
"зерномука","зерно","мука","related","word","word",0.349000442864917,NA,NA,NA,NA,NA
"зложестокость","зло","жестокость","related","word","word",0.36977946074406,NA,NA,NA,NA,NA
"злозавтрак","зло","завтрак","unrelated","word","word",0.136052472278858,NA,NA,NA,NA,NA
"злостьарендовать","злость","арендовать","unrelated","word","word",0.0990378561723555,NA,NA,NA,NA,NA
"злостьзакломный","злость","закломный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"злостьярость","злость","ярость","related","word","word",0.611967113900985,NA,NA,NA,NA,NA
"злояпондывать","зло","япондывать","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"знамениральдзабег","знамениральд","забег","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"знамениральдорихи","знамениральд","орихи","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"знаменитостьатлантический","знаменитость","атлантический","unrelated","word","word",0.128404480262722,NA,NA,NA,NA,NA
"знаменитостьзвезда","знаменитость","звезда","related","word","word",0.476192187272474,NA,NA,NA,NA,NA
"знаменитостьтагард","знаменитость","тагард","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"значениеадренапасть","значение","адренапасть","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"значениеважность","значение","важность","related","word","word",0.486753490810832,NA,NA,NA,NA,NA
"значениешоколад","значение","шоколад","unrelated","word","word",0.0616050710312201,NA,NA,NA,NA,NA
"значокзнал","значок","знал","unrelated","word","word",0.0949373977957208,NA,NA,NA,NA,NA
"значокпелясь","значок","пелясь","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"значокуниформа","значок","униформа","related","word","word",0.465396278529766,NA,NA,NA,NA,NA
"зодныймотель","зодный","мотель","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"зодныйосуждажа","зодный","осуждажа","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"золотойграй","золотой","грай","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"золотойпребывать","золотой","пребывать","unrelated","word","word",0.129964659248855,NA,NA,NA,NA,NA
"золотойсеребряный","золотой","серебряный","related","word","word",0.536621685551052,NA,NA,NA,NA,NA
"золотольвыйдеак","золотольвый","деак","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"золотольвыйпокер","золотольвый","покер","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"зомбивампир","зомби","вампир","related","word","word",0.430155484237144,NA,NA,NA,NA,NA
"зомбикривон","зомби","кривон","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"зомбинедавно","зомби","недавно","unrelated","word","word",0.137079885130481,NA,NA,NA,NA,NA
"зоопаркпозиция","зоопарк","позиция","unrelated","word","word",0.0263059907321679,NA,NA,NA,NA,NA
"зоопаркпринистрать","зоопарк","принистрать","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"зоопаркцирк","зоопарк","цирк","related","word","word",0.442460698524343,NA,NA,NA,NA,NA
"зьянкавыпускной","зьянка","выпускной","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"зьянкадебиопсия","зьянка","дебиопсия","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"игниратьледи","игнирать","леди","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"игниратьнепредровательный","игнирать","непредровательный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"иголкакреативность","иголка","креативность","unrelated","word","word",0.126894998576963,NA,NA,NA,NA,NA
"иголкацертный","иголка","цертный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"иголкашприц","иголка","шприц","related","word","word",0.335734301773819,NA,NA,NA,NA,NA
"игратьигра","играть","игра","related","word","word",0.532258527412779,NA,NA,NA,NA,NA
"игратьотсутмость","играть","отсутмость","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"игратьфакс","играть","факс","unrelated","word","word",0.11697105329734,NA,NA,NA,NA,NA
"идеальномертвый","идеально","мертвый","unrelated","word","word",0.0307061781827468,NA,NA,NA,NA,NA
"идеальнопозижение","идеально","позижение","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"идеальносовершенно","идеально","совершенно","related","word","word",0.319121830003027,NA,NA,NA,NA,NA
"идеязеркало","идея","зеркало","unrelated","word","word",0.0726303113027614,NA,NA,NA,NA,NA
"идеяпенький","идея","пенький","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"идеятеория","идея","теория","related","word","word",0.564081583900622,NA,NA,NA,NA,NA
"идуслитература","идус","литература","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"идуспредоставскить","идус","предоставскить","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"изменениегазкерновка","изменение","газкерновка","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"изменениеулучшение","изменение","улучшение","related","word","word",0.582083883033023,NA,NA,NA,NA,NA
"изменениечетвертый","изменение","четвертый","unrelated","word","word",0.105421588153539,NA,NA,NA,NA,NA
"изместениедостасмертный","изместение","достасмертный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"изместениепротокол","изместение","протокол","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"изумервоскресенье","изумер","воскресенье","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"изумеробналд","изумер","обналд","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"иллюбoвьигбит","иллюбoвь","игбит","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"иллюбoвьпростой","иллюбoвь","простой","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"иллюзиягаллюцинация","иллюзия","галлюцинация","related","word","word",0.46062635807204,NA,NA,NA,NA,NA
"иллюзиядополнительный","иллюзия","дополнительный","unrelated","word","word",0.046934646619445,NA,NA,NA,NA,NA
"иллюзиязапьем","иллюзия","запьем","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"импергерскийбеременство","импергерский","беременство","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"импергерскийломать","импергерский","ломать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"имперскийимператор","имперский","император","related","word","word",0.455712119628202,NA,NA,NA,NA,NA
"имперскийобед","имперский","обед","unrelated","word","word",0.13901704953679,NA,NA,NA,NA,NA
"имперскийобычекный","имперский","обычекный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"имуществовладелец","имущество","владелец","related","word","word",0.289061827679299,NA,NA,NA,NA,NA
"имуществонеземной","имущество","неземной","unrelated","word","word",0.096249646807372,NA,NA,NA,NA,NA
"имуществоудают","имущество","удают","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"имущцияпробник","имущция","пробник","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"имущциярисоблать","имущция","рисоблать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"иназаблуждение","ина","заблуждение","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"инапропа","ина","пропа","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"индеитьстотель","индеить","стотель","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"индеитьшоссе","индеить","шоссе","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"индивидловить","индивид","ловить","unrelated","word","word",0.0448605432586158,NA,NA,NA,NA,NA
"индивидлоть","индивид","лоть","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"индивидчеловек","индивид","человек","related","word","word",0.366662445317357,NA,NA,NA,NA,NA
"инженерархитектор","инженер","архитектор","related","word","word",0.544898311060277,NA,NA,NA,NA,NA
"инженервозможство","инженер","возможство","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"инженерутверждение","инженер","утверждение","unrelated","word","word",0.137085250233325,NA,NA,NA,NA,NA
"инжествельдолект","инжествель","долект","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"инжествельобратный","инжествель","обратный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"инмстинктженкарый","инмстинкт","женкарый","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"инмстинкттревога","инмстинкт","тревога","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"иногдазамороствие","иногда","замороствие","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"иногдаинъекция","иногда","инъекция","unrelated","word","word",0.105079004476533,NA,NA,NA,NA,NA
"иногдачасто","иногда","часто","related","word","word",0.553606920309392,NA,NA,NA,NA,NA
"инороуастпок","инороу","астпок","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"инороубрак","инороу","брак","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"инспедиторожидать","инспедитор","ожидать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"инспедиторсверстнирование","инспедитор","сверстнирование","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"инспекторкомиссар","инспектор","комиссар","related","word","word",0.587452206100179,NA,NA,NA,NA,NA
"инспекторобезность","инспектор","обезность","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"инспекторпушка","инспектор","пушка","unrelated","word","word",0.122559751727358,NA,NA,NA,NA,NA
"инстинктинтуиция","инстинкт","интуиция","related","word","word",0.480089120872284,NA,NA,NA,NA,NA
"инстинктуэль","инстинкт","уэль","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"инстинктшкола","инстинкт","школа","unrelated","word","word",0.077981761592856,NA,NA,NA,NA,NA
"инструментмэр","инструмент","мэр","unrelated","word","word",0.0518128024985778,NA,NA,NA,NA,NA
"инструментпокип","инструмент","покип","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"инструментприбор","инструмент","прибор","related","word","word",0.447580606702316,NA,NA,NA,NA,NA
"интернетвеб","интернет","веб","related","word","word",0.481711643880909,NA,NA,NA,NA,NA
"интернетвызов","интернет","вызов","unrelated","word","word",0.0798331735724115,NA,NA,NA,NA,NA
"интернетуженедельно","интернет","уженедельно","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"интерскенплосер","интерскен","плосер","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"интерскенярость","интерскен","ярость","nonword","nonword","word",NA,NA,NA,NA,NA,NA
